protein,fp_path,adj_path,mpnn_path,pdb_path
A0N7C6,protein_fingerprints/fingerprint/A0N7C6.npy,protein_fingerprints/adj/A0N7C6.npy,protein_mpnn/A0N7C6.npz,protein_pdbs/A0N7C6.pdb
D0VY79,protein_fingerprints/fingerprint/D0VY79.npy,protein_fingerprints/adj/D0VY79.npy,protein_mpnn/D0VY79.npz,protein_pdbs/D0VY79.pdb
A0A0S2Z383,protein_fingerprints/fingerprint/A0A0S2Z383.npy,protein_fingerprints/adj/A0A0S2Z383.npy,protein_mpnn/A0A0S2Z383.npz,protein_pdbs/A0A0S2Z383.pdb
A0A804HJ06,protein_fingerprints/fingerprint/A0A804HJ06.npy,protein_fingerprints/adj/A0A804HJ06.npy,protein_mpnn/A0A804HJ06.npz,protein_pdbs/A0A804HJ06.pdb
A0A0A0MTL5,protein_fingerprints/fingerprint/A0A0A0MTL5.npy,protein_fingerprints/adj/A0A0A0MTL5.npy,protein_mpnn/A0A0A0MTL5.npz,protein_pdbs/A0A0A0MTL5.pdb
AF-P77173-F1-model_v4,protein_fingerprints/fingerprint/AF-P77173-F1-model_v4.npy,protein_fingerprints/adj/AF-P77173-F1-model_v4.npy,protein_mpnn/AF-P77173-F1-model_v4.npz,protein_pdbs/AF-P77173-F1-model_v4.pdb
M0R0H4,protein_fingerprints/fingerprint/M0R0H4.npy,protein_fingerprints/adj/M0R0H4.npy,protein_mpnn/M0R0H4.npz,protein_pdbs/M0R0H4.pdb
B4DU51,protein_fingerprints/fingerprint/B4DU51.npy,protein_fingerprints/adj/B4DU51.npy,protein_mpnn/B4DU51.npz,protein_pdbs/B4DU51.pdb
C9JNV9,protein_fingerprints/fingerprint/C9JNV9.npy,protein_fingerprints/adj/C9JNV9.npy,protein_mpnn/C9JNV9.npz,protein_pdbs/C9JNV9.pdb
D6RAG5,protein_fingerprints/fingerprint/D6RAG5.npy,protein_fingerprints/adj/D6RAG5.npy,protein_mpnn/D6RAG5.npz,protein_pdbs/D6RAG5.pdb
Q0VDC6,protein_fingerprints/fingerprint/Q0VDC6.npy,protein_fingerprints/adj/Q0VDC6.npy,protein_mpnn/Q0VDC6.npz,protein_pdbs/Q0VDC6.pdb
P78545,protein_fingerprints/fingerprint/P78545.npy,protein_fingerprints/adj/P78545.npy,protein_mpnn/P78545.npz,protein_pdbs/P78545.pdb
E5RG75,protein_fingerprints/fingerprint/E5RG75.npy,protein_fingerprints/adj/E5RG75.npy,protein_mpnn/E5RG75.npz,protein_pdbs/E5RG75.pdb
Q5JWQ2,protein_fingerprints/fingerprint/Q5JWQ2.npy,protein_fingerprints/adj/Q5JWQ2.npy,protein_mpnn/Q5JWQ2.npz,protein_pdbs/Q5JWQ2.pdb
A0A3G1LBH1,protein_fingerprints/fingerprint/A0A3G1LBH1.npy,protein_fingerprints/adj/A0A3G1LBH1.npy,protein_mpnn/A0A3G1LBH1.npz,protein_pdbs/A0A3G1LBH1.pdb
Q8NB78,protein_fingerprints/fingerprint/Q8NB78.npy,protein_fingerprints/adj/Q8NB78.npy,protein_mpnn/Q8NB78.npz,protein_pdbs/Q8NB78.pdb
O75475,protein_fingerprints/fingerprint/O75475.npy,protein_fingerprints/adj/O75475.npy,protein_mpnn/O75475.npz,protein_pdbs/O75475.pdb
AF-A0A0B6XJZ8-F1-model_v4,protein_fingerprints/fingerprint/AF-A0A0B6XJZ8-F1-model_v4.npy,protein_fingerprints/adj/AF-A0A0B6XJZ8-F1-model_v4.npy,protein_mpnn/AF-A0A0B6XJZ8-F1-model_v4.npz,protein_pdbs/AF-A0A0B6XJZ8-F1-model_v4.pdb
M0QX69,protein_fingerprints/fingerprint/M0QX69.npy,protein_fingerprints/adj/M0QX69.npy,protein_mpnn/M0QX69.npz,protein_pdbs/M0QX69.pdb
B5A213,protein_fingerprints/fingerprint/B5A213.npy,protein_fingerprints/adj/B5A213.npy,protein_mpnn/B5A213.npz,protein_pdbs/B5A213.pdb
K7EKL8,protein_fingerprints/fingerprint/K7EKL8.npy,protein_fingerprints/adj/K7EKL8.npy,protein_mpnn/K7EKL8.npz,protein_pdbs/K7EKL8.pdb
A0N7C7,protein_fingerprints/fingerprint/A0N7C7.npy,protein_fingerprints/adj/A0N7C7.npy,protein_mpnn/A0N7C7.npz,protein_pdbs/A0N7C7.pdb
Q6X907,protein_fingerprints/fingerprint/Q6X907.npy,protein_fingerprints/adj/Q6X907.npy,protein_mpnn/Q6X907.npz,protein_pdbs/Q6X907.pdb
A0A023PX70,protein_fingerprints/fingerprint/A0A023PX70.npy,protein_fingerprints/adj/A0A023PX70.npy,protein_mpnn/A0A023PX70.npz,protein_pdbs/A0A023PX70.pdb
P17948,protein_fingerprints/fingerprint/P17948.npy,protein_fingerprints/adj/P17948.npy,protein_mpnn/P17948.npz,protein_pdbs/P17948.pdb
C9K0N6,protein_fingerprints/fingerprint/C9K0N6.npy,protein_fingerprints/adj/C9K0N6.npy,protein_mpnn/C9K0N6.npz,protein_pdbs/C9K0N6.pdb
A0A087WZ58,protein_fingerprints/fingerprint/A0A087WZ58.npy,protein_fingerprints/adj/A0A087WZ58.npy,protein_mpnn/A0A087WZ58.npz,protein_pdbs/A0A087WZ58.pdb
Q02410,protein_fingerprints/fingerprint/Q02410.npy,protein_fingerprints/adj/Q02410.npy,protein_mpnn/Q02410.npz,protein_pdbs/Q02410.pdb
A0N0P2,protein_fingerprints/fingerprint/A0N0P2.npy,protein_fingerprints/adj/A0N0P2.npy,protein_mpnn/A0N0P2.npz,protein_pdbs/A0N0P2.pdb
A0A0C4DH53,protein_fingerprints/fingerprint/A0A0C4DH53.npy,protein_fingerprints/adj/A0A0C4DH53.npy,protein_mpnn/A0A0C4DH53.npz,protein_pdbs/A0A0C4DH53.pdb
P60903,protein_fingerprints/fingerprint/P60903.npy,protein_fingerprints/adj/P60903.npy,protein_mpnn/P60903.npz,protein_pdbs/P60903.pdb
Q16665,protein_fingerprints/fingerprint/Q16665.npy,protein_fingerprints/adj/Q16665.npy,protein_mpnn/Q16665.npz,protein_pdbs/Q16665.pdb
P35916,protein_fingerprints/fingerprint/P35916.npy,protein_fingerprints/adj/P35916.npy,protein_mpnn/P35916.npz,protein_pdbs/P35916.pdb
Q00G26,protein_fingerprints/fingerprint/Q00G26.npy,protein_fingerprints/adj/Q00G26.npy,protein_mpnn/Q00G26.npz,protein_pdbs/Q00G26.pdb
AF-Q5EBM5-F1-model_v4,protein_fingerprints/fingerprint/AF-Q5EBM5-F1-model_v4.npy,protein_fingerprints/adj/AF-Q5EBM5-F1-model_v4.npy,protein_mpnn/AF-Q5EBM5-F1-model_v4.npz,protein_pdbs/AF-Q5EBM5-F1-model_v4.pdb
P36402,protein_fingerprints/fingerprint/P36402.npy,protein_fingerprints/adj/P36402.npy,protein_mpnn/P36402.npz,protein_pdbs/P36402.pdb
I4AY87,protein_fingerprints/fingerprint/I4AY87.npy,protein_fingerprints/adj/I4AY87.npy,protein_mpnn/I4AY87.npz,protein_pdbs/I4AY87.pdb
Q9NR28,protein_fingerprints/fingerprint/Q9NR28.npy,protein_fingerprints/adj/Q9NR28.npy,protein_mpnn/Q9NR28.npz,protein_pdbs/Q9NR28.pdb
Q0VDC5,protein_fingerprints/fingerprint/Q0VDC5.npy,protein_fingerprints/adj/Q0VDC5.npy,protein_mpnn/Q0VDC5.npz,protein_pdbs/Q0VDC5.pdb
Q07812,protein_fingerprints/fingerprint/Q07812.npy,protein_fingerprints/adj/Q07812.npy,protein_mpnn/Q07812.npz,protein_pdbs/Q07812.pdb
B4DLY8,protein_fingerprints/fingerprint/B4DLY8.npy,protein_fingerprints/adj/B4DLY8.npy,protein_mpnn/B4DLY8.npz,protein_pdbs/B4DLY8.pdb
Q5T179,protein_fingerprints/fingerprint/Q5T179.npy,protein_fingerprints/adj/Q5T179.npy,protein_mpnn/Q5T179.npz,protein_pdbs/Q5T179.pdb
A0A7I2V3S6,protein_fingerprints/fingerprint/A0A7I2V3S6.npy,protein_fingerprints/adj/A0A7I2V3S6.npy,protein_mpnn/A0A7I2V3S6.npz,protein_pdbs/A0A7I2V3S6.pdb
X5D945,protein_fingerprints/fingerprint/X5D945.npy,protein_fingerprints/adj/X5D945.npy,protein_mpnn/X5D945.npz,protein_pdbs/X5D945.pdb
L8EAN3,protein_fingerprints/fingerprint/L8EAN3.npy,protein_fingerprints/adj/L8EAN3.npy,protein_mpnn/L8EAN3.npz,protein_pdbs/L8EAN3.pdb
Q99814,protein_fingerprints/fingerprint/Q99814.npy,protein_fingerprints/adj/Q99814.npy,protein_mpnn/Q99814.npz,protein_pdbs/Q99814.pdb
Q05397,protein_fingerprints/fingerprint/Q05397.npy,protein_fingerprints/adj/Q05397.npy,protein_mpnn/Q05397.npz,protein_pdbs/Q05397.pdb
Q96LD9,protein_fingerprints/fingerprint/Q96LD9.npy,protein_fingerprints/adj/Q96LD9.npy,protein_mpnn/Q96LD9.npz,protein_pdbs/Q96LD9.pdb
E9PNR2,protein_fingerprints/fingerprint/E9PNR2.npy,protein_fingerprints/adj/E9PNR2.npy,protein_mpnn/E9PNR2.npz,protein_pdbs/E9PNR2.pdb
A0A024R2F2,protein_fingerprints/fingerprint/A0A024R2F2.npy,protein_fingerprints/adj/A0A024R2F2.npy,protein_mpnn/A0A024R2F2.npz,protein_pdbs/A0A024R2F2.pdb
K7EIX1,protein_fingerprints/fingerprint/K7EIX1.npy,protein_fingerprints/adj/K7EIX1.npy,protein_mpnn/K7EIX1.npz,protein_pdbs/K7EIX1.pdb
B5A235,protein_fingerprints/fingerprint/B5A235.npy,protein_fingerprints/adj/B5A235.npy,protein_mpnn/B5A235.npz,protein_pdbs/B5A235.pdb
Q13671,protein_fingerprints/fingerprint/Q13671.npy,protein_fingerprints/adj/Q13671.npy,protein_mpnn/Q13671.npz,protein_pdbs/Q13671.pdb
I6TVS5,protein_fingerprints/fingerprint/I6TVS5.npy,protein_fingerprints/adj/I6TVS5.npy,protein_mpnn/I6TVS5.npz,protein_pdbs/I6TVS5.pdb
A0A059VC25,protein_fingerprints/fingerprint/A0A059VC25.npy,protein_fingerprints/adj/A0A059VC25.npy,protein_mpnn/A0A059VC25.npz,protein_pdbs/A0A059VC25.pdb
Q9ULK4,protein_fingerprints/fingerprint/Q9ULK4.npy,protein_fingerprints/adj/Q9ULK4.npy,protein_mpnn/Q9ULK4.npz,protein_pdbs/Q9ULK4.pdb
F6VJC3,protein_fingerprints/fingerprint/F6VJC3.npy,protein_fingerprints/adj/F6VJC3.npy,protein_mpnn/F6VJC3.npz,protein_pdbs/F6VJC3.pdb
H0YAR8,protein_fingerprints/fingerprint/H0YAR8.npy,protein_fingerprints/adj/H0YAR8.npy,protein_mpnn/H0YAR8.npz,protein_pdbs/H0YAR8.pdb
H7BZE5,protein_fingerprints/fingerprint/H7BZE5.npy,protein_fingerprints/adj/H7BZE5.npy,protein_mpnn/H7BZE5.npz,protein_pdbs/H7BZE5.pdb
B9TX60,protein_fingerprints/fingerprint/B9TX60.npy,protein_fingerprints/adj/B9TX60.npy,protein_mpnn/B9TX60.npz,protein_pdbs/B9TX60.pdb
G3V5T7,protein_fingerprints/fingerprint/G3V5T7.npy,protein_fingerprints/adj/G3V5T7.npy,protein_mpnn/G3V5T7.npz,protein_pdbs/G3V5T7.pdb
E7EN32,protein_fingerprints/fingerprint/E7EN32.npy,protein_fingerprints/adj/E7EN32.npy,protein_mpnn/E7EN32.npz,protein_pdbs/E7EN32.pdb
H2EHT1,protein_fingerprints/fingerprint/H2EHT1.npy,protein_fingerprints/adj/H2EHT1.npy,protein_mpnn/H2EHT1.npz,protein_pdbs/H2EHT1.pdb
E9PLE5,protein_fingerprints/fingerprint/E9PLE5.npy,protein_fingerprints/adj/E9PLE5.npy,protein_mpnn/E9PLE5.npz,protein_pdbs/E9PLE5.pdb
O95149,protein_fingerprints/fingerprint/O95149.npy,protein_fingerprints/adj/O95149.npy,protein_mpnn/O95149.npz,protein_pdbs/O95149.pdb
P55209,protein_fingerprints/fingerprint/P55209.npy,protein_fingerprints/adj/P55209.npy,protein_mpnn/P55209.npz,protein_pdbs/P55209.pdb
Q1JUQ5,protein_fingerprints/fingerprint/Q1JUQ5.npy,protein_fingerprints/adj/Q1JUQ5.npy,protein_mpnn/Q1JUQ5.npz,protein_pdbs/Q1JUQ5.pdb
B4DSW9,protein_fingerprints/fingerprint/B4DSW9.npy,protein_fingerprints/adj/B4DSW9.npy,protein_mpnn/B4DSW9.npz,protein_pdbs/B4DSW9.pdb
Q16695,protein_fingerprints/fingerprint/Q16695.npy,protein_fingerprints/adj/Q16695.npy,protein_mpnn/Q16695.npz,protein_pdbs/Q16695.pdb
E9PI54,protein_fingerprints/fingerprint/E9PI54.npy,protein_fingerprints/adj/E9PI54.npy,protein_mpnn/E9PI54.npz,protein_pdbs/E9PI54.pdb
P43694,protein_fingerprints/fingerprint/P43694.npy,protein_fingerprints/adj/P43694.npy,protein_mpnn/P43694.npz,protein_pdbs/P43694.pdb
M4PPE6,protein_fingerprints/fingerprint/M4PPE6.npy,protein_fingerprints/adj/M4PPE6.npy,protein_mpnn/M4PPE6.npz,protein_pdbs/M4PPE6.pdb
Q5NUL3,protein_fingerprints/fingerprint/Q5NUL3.npy,protein_fingerprints/adj/Q5NUL3.npy,protein_mpnn/Q5NUL3.npz,protein_pdbs/Q5NUL3.pdb
Q07820,protein_fingerprints/fingerprint/Q07820.npy,protein_fingerprints/adj/Q07820.npy,protein_mpnn/Q07820.npz,protein_pdbs/Q07820.pdb
AF-P0A9A6-F1-model_v4,protein_fingerprints/fingerprint/AF-P0A9A6-F1-model_v4.npy,protein_fingerprints/adj/AF-P0A9A6-F1-model_v4.npy,protein_mpnn/AF-P0A9A6-F1-model_v4.npz,protein_pdbs/AF-P0A9A6-F1-model_v4.pdb
P61964,protein_fingerprints/fingerprint/P61964.npy,protein_fingerprints/adj/P61964.npy,protein_mpnn/P61964.npz,protein_pdbs/P61964.pdb
H3BUB4,protein_fingerprints/fingerprint/H3BUB4.npy,protein_fingerprints/adj/H3BUB4.npy,protein_mpnn/H3BUB4.npz,protein_pdbs/H3BUB4.pdb
P32455,protein_fingerprints/fingerprint/P32455.npy,protein_fingerprints/adj/P32455.npy,protein_mpnn/P32455.npz,protein_pdbs/P32455.pdb
H3BRI5,protein_fingerprints/fingerprint/H3BRI5.npy,protein_fingerprints/adj/H3BRI5.npy,protein_mpnn/H3BRI5.npz,protein_pdbs/H3BRI5.pdb
E9PSI0,protein_fingerprints/fingerprint/E9PSI0.npy,protein_fingerprints/adj/E9PSI0.npy,protein_mpnn/E9PSI0.npz,protein_pdbs/E9PSI0.pdb
P61024,protein_fingerprints/fingerprint/P61024.npy,protein_fingerprints/adj/P61024.npy,protein_mpnn/P61024.npz,protein_pdbs/P61024.pdb
Q14493,protein_fingerprints/fingerprint/Q14493.npy,protein_fingerprints/adj/Q14493.npy,protein_mpnn/Q14493.npz,protein_pdbs/Q14493.pdb
P19438,protein_fingerprints/fingerprint/P19438.npy,protein_fingerprints/adj/P19438.npy,protein_mpnn/P19438.npz,protein_pdbs/P19438.pdb
Q6W2J9,protein_fingerprints/fingerprint/Q6W2J9.npy,protein_fingerprints/adj/Q6W2J9.npy,protein_mpnn/Q6W2J9.npz,protein_pdbs/Q6W2J9.pdb
A0A494C0A9,protein_fingerprints/fingerprint/A0A494C0A9.npy,protein_fingerprints/adj/A0A494C0A9.npy,protein_mpnn/A0A494C0A9.npz,protein_pdbs/A0A494C0A9.pdb
Q14901,protein_fingerprints/fingerprint/Q14901.npy,protein_fingerprints/adj/Q14901.npy,protein_mpnn/Q14901.npz,protein_pdbs/Q14901.pdb
Q9GZQ5,protein_fingerprints/fingerprint/Q9GZQ5.npy,protein_fingerprints/adj/Q9GZQ5.npy,protein_mpnn/Q9GZQ5.npz,protein_pdbs/Q9GZQ5.pdb
E7EX60,protein_fingerprints/fingerprint/E7EX60.npy,protein_fingerprints/adj/E7EX60.npy,protein_mpnn/E7EX60.npz,protein_pdbs/E7EX60.pdb
E9PBG5,protein_fingerprints/fingerprint/E9PBG5.npy,protein_fingerprints/adj/E9PBG5.npy,protein_mpnn/E9PBG5.npz,protein_pdbs/E9PBG5.pdb
G3V4K2,protein_fingerprints/fingerprint/G3V4K2.npy,protein_fingerprints/adj/G3V4K2.npy,protein_mpnn/G3V4K2.npz,protein_pdbs/G3V4K2.pdb
A0N2G3,protein_fingerprints/fingerprint/A0N2G3.npy,protein_fingerprints/adj/A0N2G3.npy,protein_mpnn/A0N2G3.npz,protein_pdbs/A0N2G3.pdb
J3KS23,protein_fingerprints/fingerprint/J3KS23.npy,protein_fingerprints/adj/J3KS23.npy,protein_mpnn/J3KS23.npz,protein_pdbs/J3KS23.pdb
Q9HBJ4,protein_fingerprints/fingerprint/Q9HBJ4.npy,protein_fingerprints/adj/Q9HBJ4.npy,protein_mpnn/Q9HBJ4.npz,protein_pdbs/Q9HBJ4.pdb
A0A3B3IUA8,protein_fingerprints/fingerprint/A0A3B3IUA8.npy,protein_fingerprints/adj/A0A3B3IUA8.npy,protein_mpnn/A0A3B3IUA8.npz,protein_pdbs/A0A3B3IUA8.pdb
O14929,protein_fingerprints/fingerprint/O14929.npy,protein_fingerprints/adj/O14929.npy,protein_mpnn/O14929.npz,protein_pdbs/O14929.pdb
Q8IYC6,protein_fingerprints/fingerprint/Q8IYC6.npy,protein_fingerprints/adj/Q8IYC6.npy,protein_mpnn/Q8IYC6.npz,protein_pdbs/Q8IYC6.pdb
G3V563,protein_fingerprints/fingerprint/G3V563.npy,protein_fingerprints/adj/G3V563.npy,protein_mpnn/G3V563.npz,protein_pdbs/G3V563.pdb
Q15788,protein_fingerprints/fingerprint/Q15788.npy,protein_fingerprints/adj/Q15788.npy,protein_mpnn/Q15788.npz,protein_pdbs/Q15788.pdb
B7Z5M1,protein_fingerprints/fingerprint/B7Z5M1.npy,protein_fingerprints/adj/B7Z5M1.npy,protein_mpnn/B7Z5M1.npz,protein_pdbs/B7Z5M1.pdb
A0A1W2PNW4,protein_fingerprints/fingerprint/A0A1W2PNW4.npy,protein_fingerprints/adj/A0A1W2PNW4.npy,protein_mpnn/A0A1W2PNW4.npz,protein_pdbs/A0A1W2PNW4.pdb
A8MRB1,protein_fingerprints/fingerprint/A8MRB1.npy,protein_fingerprints/adj/A8MRB1.npy,protein_mpnn/A8MRB1.npz,protein_pdbs/A8MRB1.pdb
Q6FGE5,protein_fingerprints/fingerprint/Q6FGE5.npy,protein_fingerprints/adj/Q6FGE5.npy,protein_mpnn/Q6FGE5.npz,protein_pdbs/Q6FGE5.pdb
Q9NUV7,protein_fingerprints/fingerprint/Q9NUV7.npy,protein_fingerprints/adj/Q9NUV7.npy,protein_mpnn/Q9NUV7.npz,protein_pdbs/Q9NUV7.pdb
Q96CV9,protein_fingerprints/fingerprint/Q96CV9.npy,protein_fingerprints/adj/Q96CV9.npy,protein_mpnn/Q96CV9.npz,protein_pdbs/Q96CV9.pdb
B5A232,protein_fingerprints/fingerprint/B5A232.npy,protein_fingerprints/adj/B5A232.npy,protein_mpnn/B5A232.npz,protein_pdbs/B5A232.pdb
A0A0S2Z572,protein_fingerprints/fingerprint/A0A0S2Z572.npy,protein_fingerprints/adj/A0A0S2Z572.npy,protein_mpnn/A0A0S2Z572.npz,protein_pdbs/A0A0S2Z572.pdb
J9PH39,protein_fingerprints/fingerprint/J9PH39.npy,protein_fingerprints/adj/J9PH39.npy,protein_mpnn/J9PH39.npz,protein_pdbs/J9PH39.pdb
Q92793,protein_fingerprints/fingerprint/Q92793.npy,protein_fingerprints/adj/Q92793.npy,protein_mpnn/Q92793.npz,protein_pdbs/Q92793.pdb
P10747,protein_fingerprints/fingerprint/P10747.npy,protein_fingerprints/adj/P10747.npy,protein_mpnn/P10747.npz,protein_pdbs/P10747.pdb
O43521,protein_fingerprints/fingerprint/O43521.npy,protein_fingerprints/adj/O43521.npy,protein_mpnn/O43521.npz,protein_pdbs/O43521.pdb
P05362,protein_fingerprints/fingerprint/P05362.npy,protein_fingerprints/adj/P05362.npy,protein_mpnn/P05362.npz,protein_pdbs/P05362.pdb
Q1JUQ3,protein_fingerprints/fingerprint/Q1JUQ3.npy,protein_fingerprints/adj/Q1JUQ3.npy,protein_mpnn/Q1JUQ3.npz,protein_pdbs/Q1JUQ3.pdb
H3BSC0,protein_fingerprints/fingerprint/H3BSC0.npy,protein_fingerprints/adj/H3BSC0.npy,protein_mpnn/H3BSC0.npz,protein_pdbs/H3BSC0.pdb
P01112,protein_fingerprints/fingerprint/P01112.npy,protein_fingerprints/adj/P01112.npy,protein_mpnn/P01112.npz,protein_pdbs/P01112.pdb
Q5SR36,protein_fingerprints/fingerprint/Q5SR36.npy,protein_fingerprints/adj/Q5SR36.npy,protein_mpnn/Q5SR36.npz,protein_pdbs/Q5SR36.pdb
Q5EBM5,protein_fingerprints/fingerprint/Q5EBM5.npy,protein_fingerprints/adj/Q5EBM5.npy,protein_mpnn/Q5EBM5.npz,protein_pdbs/Q5EBM5.pdb
O60885,protein_fingerprints/fingerprint/O60885.npy,protein_fingerprints/adj/O60885.npy,protein_mpnn/O60885.npz,protein_pdbs/O60885.pdb
G3V2R5,protein_fingerprints/fingerprint/G3V2R5.npy,protein_fingerprints/adj/G3V2R5.npy,protein_mpnn/G3V2R5.npz,protein_pdbs/G3V2R5.pdb
K7EJD8,protein_fingerprints/fingerprint/K7EJD8.npy,protein_fingerprints/adj/K7EJD8.npy,protein_mpnn/K7EJD8.npz,protein_pdbs/K7EJD8.pdb
Q6NZ91,protein_fingerprints/fingerprint/Q6NZ91.npy,protein_fingerprints/adj/Q6NZ91.npy,protein_mpnn/Q6NZ91.npz,protein_pdbs/Q6NZ91.pdb
V9GYQ5,protein_fingerprints/fingerprint/V9GYQ5.npy,protein_fingerprints/adj/V9GYQ5.npy,protein_mpnn/V9GYQ5.npz,protein_pdbs/V9GYQ5.pdb
E9PJ30,protein_fingerprints/fingerprint/E9PJ30.npy,protein_fingerprints/adj/E9PJ30.npy,protein_mpnn/E9PJ30.npz,protein_pdbs/E9PJ30.pdb
I6SST9,protein_fingerprints/fingerprint/I6SST9.npy,protein_fingerprints/adj/I6SST9.npy,protein_mpnn/I6SST9.npz,protein_pdbs/I6SST9.pdb
A0A0D9SFA9,protein_fingerprints/fingerprint/A0A0D9SFA9.npy,protein_fingerprints/adj/A0A0D9SFA9.npy,protein_mpnn/A0A0D9SFA9.npz,protein_pdbs/A0A0D9SFA9.pdb
H0YM16,protein_fingerprints/fingerprint/H0YM16.npy,protein_fingerprints/adj/H0YM16.npy,protein_mpnn/H0YM16.npz,protein_pdbs/H0YM16.pdb
A0A5F9ZGX7,protein_fingerprints/fingerprint/A0A5F9ZGX7.npy,protein_fingerprints/adj/A0A5F9ZGX7.npy,protein_mpnn/A0A5F9ZGX7.npz,protein_pdbs/A0A5F9ZGX7.pdb
B9TX59,protein_fingerprints/fingerprint/B9TX59.npy,protein_fingerprints/adj/B9TX59.npy,protein_mpnn/B9TX59.npz,protein_pdbs/B9TX59.pdb
M4PPE1,protein_fingerprints/fingerprint/M4PPE1.npy,protein_fingerprints/adj/M4PPE1.npy,protein_mpnn/M4PPE1.npz,protein_pdbs/M4PPE1.pdb
P52952,protein_fingerprints/fingerprint/P52952.npy,protein_fingerprints/adj/P52952.npy,protein_mpnn/P52952.npz,protein_pdbs/P52952.pdb
A0A494C130,protein_fingerprints/fingerprint/A0A494C130.npy,protein_fingerprints/adj/A0A494C130.npy,protein_mpnn/A0A494C130.npz,protein_pdbs/A0A494C130.pdb
W8JJB1,protein_fingerprints/fingerprint/W8JJB1.npy,protein_fingerprints/adj/W8JJB1.npy,protein_mpnn/W8JJB1.npz,protein_pdbs/W8JJB1.pdb
M4PS83,protein_fingerprints/fingerprint/M4PS83.npy,protein_fingerprints/adj/M4PS83.npy,protein_mpnn/M4PS83.npz,protein_pdbs/M4PS83.pdb
A0A087WZ09,protein_fingerprints/fingerprint/A0A087WZ09.npy,protein_fingerprints/adj/A0A087WZ09.npy,protein_mpnn/A0A087WZ09.npz,protein_pdbs/A0A087WZ09.pdb
C9JHP3,protein_fingerprints/fingerprint/C9JHP3.npy,protein_fingerprints/adj/C9JHP3.npy,protein_mpnn/C9JHP3.npz,protein_pdbs/C9JHP3.pdb
P78460,protein_fingerprints/fingerprint/P78460.npy,protein_fingerprints/adj/P78460.npy,protein_mpnn/P78460.npz,protein_pdbs/P78460.pdb
M0QZD9,protein_fingerprints/fingerprint/M0QZD9.npy,protein_fingerprints/adj/M0QZD9.npy,protein_mpnn/M0QZD9.npz,protein_pdbs/M0QZD9.pdb
Q13969,protein_fingerprints/fingerprint/Q13969.npy,protein_fingerprints/adj/Q13969.npy,protein_mpnn/Q13969.npz,protein_pdbs/Q13969.pdb
K7EJ49,protein_fingerprints/fingerprint/K7EJ49.npy,protein_fingerprints/adj/K7EJ49.npy,protein_mpnn/K7EJ49.npz,protein_pdbs/K7EJ49.pdb
B1AKU2,protein_fingerprints/fingerprint/B1AKU2.npy,protein_fingerprints/adj/B1AKU2.npy,protein_mpnn/B1AKU2.npz,protein_pdbs/B1AKU2.pdb
I6T4L2,protein_fingerprints/fingerprint/I6T4L2.npy,protein_fingerprints/adj/I6T4L2.npy,protein_mpnn/I6T4L2.npz,protein_pdbs/I6T4L2.pdb
B4DG83,protein_fingerprints/fingerprint/B4DG83.npy,protein_fingerprints/adj/B4DG83.npy,protein_mpnn/B4DG83.npz,protein_pdbs/B4DG83.pdb
A0A221ZRZ4,protein_fingerprints/fingerprint/A0A221ZRZ4.npy,protein_fingerprints/adj/A0A221ZRZ4.npy,protein_mpnn/A0A221ZRZ4.npz,protein_pdbs/A0A221ZRZ4.pdb
F5H480,protein_fingerprints/fingerprint/F5H480.npy,protein_fingerprints/adj/F5H480.npy,protein_mpnn/F5H480.npz,protein_pdbs/F5H480.pdb
A0A0U1RQC9,protein_fingerprints/fingerprint/A0A0U1RQC9.npy,protein_fingerprints/adj/A0A0U1RQC9.npy,protein_mpnn/A0A0U1RQC9.npz,protein_pdbs/A0A0U1RQC9.pdb
P04637,protein_fingerprints/fingerprint/P04637.npy,protein_fingerprints/adj/P04637.npy,protein_mpnn/P04637.npz,protein_pdbs/P04637.pdb
B1AKU3,protein_fingerprints/fingerprint/B1AKU3.npy,protein_fingerprints/adj/B1AKU3.npy,protein_mpnn/B1AKU3.npz,protein_pdbs/B1AKU3.pdb
C9J1D1,protein_fingerprints/fingerprint/C9J1D1.npy,protein_fingerprints/adj/C9J1D1.npy,protein_mpnn/C9J1D1.npz,protein_pdbs/C9J1D1.pdb
B3KW07,protein_fingerprints/fingerprint/B3KW07.npy,protein_fingerprints/adj/B3KW07.npy,protein_mpnn/B3KW07.npz,protein_pdbs/B3KW07.pdb
Q6WZM0,protein_fingerprints/fingerprint/Q6WZM0.npy,protein_fingerprints/adj/Q6WZM0.npy,protein_mpnn/Q6WZM0.npz,protein_pdbs/Q6WZM0.pdb
A0A494C1T8,protein_fingerprints/fingerprint/A0A494C1T8.npy,protein_fingerprints/adj/A0A494C1T8.npy,protein_mpnn/A0A494C1T8.npz,protein_pdbs/A0A494C1T8.pdb
C9J330,protein_fingerprints/fingerprint/C9J330.npy,protein_fingerprints/adj/C9J330.npy,protein_mpnn/C9J330.npz,protein_pdbs/C9J330.pdb
P63096,protein_fingerprints/fingerprint/P63096.npy,protein_fingerprints/adj/P63096.npy,protein_mpnn/P63096.npz,protein_pdbs/P63096.pdb
A0A669KB81,protein_fingerprints/fingerprint/A0A669KB81.npy,protein_fingerprints/adj/A0A669KB81.npy,protein_mpnn/A0A669KB81.npz,protein_pdbs/A0A669KB81.pdb
