DLiP-ID,C101BJ
AATSC3i,-0.4114834321745465
AATSC3m,-4.762082544429799
AATSC3p,-0.06786350016445965
AATSC3s,0.4148511413602546
AATSC3v,-7.561839145396251
AATSC4Z,-2.245121631602773
AATSC4c,-0.0010277375573901717
AATSC4d,0.0754528920762749
AATSC4i,0.2478085579224112
AATSC4m,-10.859868860766014
AATSC4p,0.04739434290182305
AATSC4s,-1.0364499710574866
AATSC4v,-0.06988785899661872
AATSC5Z,-0.6410272187476652
AATSC5c,-0.0016880764404100402
AATSC5d,0.011686525115700548
AATSC5i,0.47297628934933633
AATSC5m,-2.939499982150344
AATSC5p,0.025667561582029205
AATSC5s,-0.40524498146206533
AATSC5v,4.220424379784479
AATSC6Z,-0.36368266183793574
AATSC6c,0.0017297544266614564
AATSC6d,-0.17175603934318293
AATSC6i,-0.27727760839976284
AATSC6m,-1.4183106643389474
AATSC6p,-0.030564295219383406
AATSC6s,0.48265875668137886
AATSC6v,-5.268900427243901
AATSC7Z,-1.7946901712246697
AATSC7c,0.0004342385532878781
AATSC7d,-0.14832902830665995
AATSC7i,-0.6831623326641248
AATSC7m,-7.941784116595052
AATSC7p,-0.09067054287600429
AATSC7s,-0.062341092901456424
AATSC7v,-9.963263053174785
AATSC8Z,-1.973187749719526
AATSC8c,0.0007618315247353514
AATSC8d,0.0018206152695494817
AATSC8i,-0.9673728075832848
AATSC8m,-8.372663318823871
AATSC8p,-0.12449908346459883
AATSC8s,-0.4834644544358577
AATSC8v,-12.604759073376197
ATS0are,329.8018999999999
ATS1are,324.56300000000005
ATS2are,559.3464999999997
ATS3are,674.4725999999999
ATS4are,789.6360000000001
ATS5are,679.3154
ATS6are,572.2799999999999
ATS7are,556.2248
ATS8are,607.7868999999997
ATSC0dv,241.90070921985807
ATSC0pe,11.01539574468085
ATSC0se,7.548763957446811
ATSC1dv,30.16498164076252
ATSC1pe,-0.7761615210502483
ATSC1se,-0.30074850882752224
ATSC2dv,109.09546803480713
ATSC2pe,7.184890312358528
ATSC2se,4.589571498868265
ATSC3dv,-45.18303908254111
ATSC3pe,1.727400362154818
ATSC3se,1.2573148546853756
ATSC4dv,-155.7449826467482
ATSC4pe,-8.28800669986419
ATSC4se,-5.238120918062474
ATSC5dv,-21.928977415622953
ATSC5pe,-1.5067438660027133
ATSC5se,-0.9815041195110878
ATSC6dv,27.09843569236961
ATSC6pe,2.014207967406068
ATSC6se,1.0423827605251288
ATSC7dv,-4.662039132840391
ATSC7pe,-0.8587369850611126
ATSC7se,-1.1458417102761398
ATSC8dv,-21.046778331069866
ATSC8pe,-1.9884980534178343
ATSC8se,-1.5077596188320488
AXp-0dv,0.5761394413792087
AXp-1dv,0.3323756819109473
AXp-2dv,0.1934572147789637
AXp-3dv,0.11717163381719133
AXp-4dv,0.06898567259947426
AXp-5dv,0.03973284850481336
AXp-6dv,0.023514184900994637
AXp-7dv,0.013408966007741899
BertzCT,1286.929864871278
ECIndex,750
ETA_eta,27.789212229093415
GATS1dv,0.540082163978527
GATS1pe,0.6030190863327419
GATS1se,0.6128654706372572
GATS2dv,0.5955237321681169
GATS2pe,0.44103177214661154
GATS2se,0.49588491165568716
GATS3dv,0.9293509652013734
GATS3pe,0.7409860045721978
GATS3se,0.786228305907524
GATS4dv,1.2927589144081033
GATS4pe,1.4248586199480306
GATS4se,1.4207969674314804
GATS5dv,1.007625881314371
GATS5pe,0.9549620104297206
GATS5se,0.9385777632246468
GATS6dv,0.7786503033146052
GATS6pe,0.5746519079784166
GATS6se,0.5975126783511333
GATS7dv,0.876851960439389
GATS7pe,0.7805238252725633
GATS7se,0.8533015721847814
GATS8dv,0.9830709315507608
GATS8pe,0.9774546688619177
GATS8se,1.0003462543759378
LogEE_A,4.361605438180572
LogEE_D,185.5287796303518
MATS1dv,0.11961005816657609
MATS1pe,-0.06758553902396673
MATS1se,-0.03821460852581652
MATS2dv,0.2616871559283247
MATS2pe,0.37847123469638366
MATS2se,0.35278420571715735
MATS3dv,-0.08957979814419025
MATS3pe,0.07520811159799208
MATS3se,0.07988035444101019
MATS4dv,-0.26544217645086116
MATS4pe,-0.310200858649592
MATS4se,-0.2860834144698241
MATS5dv,-0.04136584229117257
MATS5pe,-0.062416578889449965
MATS5se,-0.059330350550160886
MATS6dv,0.059830449445789
MATS6pe,0.09766060061251366
MATS6se,0.07375077023574825
MATS7dv,-0.010656576457251111
MATS7pe,-0.043106126171434694
MATS7se,-0.08393202740219924
MATS8dv,-0.044448643949398604
MATS8pe,-0.09222211888989473
MATS8se,-0.10203902324501789
MAXaaCH,1.4930827585663895
MAXaasC,0.38697289409591007
MAXsCH3,1.496795875396875
MAXsNH2,5.490760674232168
MDEC-11,0.14285714285714285
MDEC-12,3.1250811836316617
MDEC-13,2.3881666730141964
MDEC-14,1.3212657272055228
MDEC-22,7.852046257160277
MDEC-23,17.656537707885434
MDEC-24,3.03764049256312
MDEC-33,5.6072730180828385
MDEC-34,2.679113188774772
MDEC-44,1.0
MDEN-12,0.447213595499958
MDEN-22,0.12499999999999997
MDEO-11,0.5129927840030091
MINaaCH,0.9042155163259058
MINaasC,-0.4732872098695686
MINsCH3,0.6282858198802324
MINsNH2,5.490760674232168
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.428571428571429
SM1_Dzi,2.0824599040178873
SM1_Dzm,3.5293815963609343
SM1_Dzp,-9.947766389084606
SM1_Dzv,-3.47977856446355
SddssSe,0
SpAD_Dt,537.5368615352197
SpAbs_A,37.578025690819935
SpAbs_D,371.0575592607038
SpMAD_A,1.2121943771232238
SpMAD_D,11.96959868582915
SpMax_A,2.497513395618837
SpMax_D,185.5287796303518
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,142.79
TpiPC10,9.09253116410231
VAdjMat,6.044394119358453
VE1_DzZ,5.458396542064264
VE1_Dzi,5.480910341940668
VE1_Dzm,5.459084197898322
VE1_Dzp,5.410510057014567
VE1_Dzv,5.457135622214644
VE2_DzZ,0.17607730780852465
VE2_Dzi,0.17680355941744091
VE2_Dzm,0.1760994902547846
VE2_Dzp,0.17453258248434086
VE2_Dzv,0.17603663297466596
VE3_DzZ,2.8285571845027704
VE3_Dzi,2.8326733194465867
VE3_Dzm,2.8286831578571268
VE3_Dzp,2.8197454803147193
VE3_Dzv,2.8283261522752525
VR1_DzZ,202.1540439090116
VR1_Dzi,199.2957581806986
VR1_Dzm,202.05562113149384
VR1_Dzp,208.50919568335817
VR1_Dzv,202.98379113799479
VR2_DzZ,6.5210981906132774
VR2_Dzi,6.428895425183827
VR2_Dzm,6.517923262306253
VR2_Dzp,6.726103086559941
VR2_Dzv,6.547864230257896
VR3_DzZ,6.440432111874512
VR3_Dzi,6.426192054894282
VR3_Dzm,6.4399451231259714
VR3_Dzp,6.471385255754326
VR3_Dzv,6.4445282407341145
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10206207261596575
Xch-6dv,0.2161815102660779
Xch-7dv,0.34212512742782186
Xpc-4dv,4.4528548789789895
Xpc-5dv,5.265235442463351
Xpc-6dv,6.5574988520618875
Zagreb1,168.0
Zagreb2,201.0
fragCpx,159.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,20
nBondsO,33
nBondsS,29
nBondsT,1
nFARing,0
nFHRing,0
nFaRing,0
nHetero,11
naHRing,3
AATS0are,7.017061702127657
AATS1are,6.623734693877552
AATS2are,6.905512345679008
AATS3are,6.882373469387755
AATS4are,6.926631578947369
AATS5are,6.595295145631067
AATS6are,6.503181818181816
AATS7are,6.543821176470588
AATS8are,6.606379347826084
AATSC0dv,5.146823600422512
AATSC0pe,0.23437012222725212
AATSC0se,0.160611999094613
AATSC1dv,0.6156118702196433
AATSC1pe,-0.015840031041841802
AATSC1se,-0.006137724669949433
AATSC2dv,1.3468576300593473
AATSC2pe,0.08870234953529046
AATSC2se,0.05666137652923784
AATSC3dv,-0.46105141920960313
AATSC3pe,0.017626534307702224
AATSC3se,0.012829743415156894
AATSC4dv,-1.3661840583048088
AATSC4pe,-0.07270181315670343
AATSC4se,-0.04594842910581118
AATSC5dv,-0.21290269335556264
AATSC5pe,-0.014628581223327313
AATSC5se,-0.009529166208845512
AATSC6dv,0.30793676923147284
AATSC6pe,0.022888726902341682
AATSC6se,0.011845258642331009
AATSC7dv,-0.05484751920988695
AATSC7pe,-0.0101027880595425
AATSC7se,-0.013480490709131057
AATSC8dv,-0.22876932968554203
AATSC8pe,-0.021614109276280807
AATSC8se,-0.01638869150904401
AETA_eta,0.8964262009384972
ATSC0are,12.653642553191485
ATSC1are,-1.0398103214124028
ATSC2are,8.35803304662743
ATSC3are,1.940194250792213
ATSC4are,-8.82430959710276
ATSC5are,-1.5079613399728373
ATSC6are,2.3380139429606164
ATSC7are,-1.1262748302399268
ATSC8are,-2.6249641466727005
BCUTZ-1h,16.013733710866433
BCUTZ-1l,5.654791981606488
BCUTc-1h,0.5152815409251454
BCUTc-1l,-0.41077346805469445
BCUTd-1h,4.114762854131037
BCUTd-1l,0.971323228417656
BCUTi-1h,17.4307034115975
BCUTi-1l,10.296961060352015
BCUTm-1h,32.06714243875648
BCUTm-1l,11.666222982108286
BCUTp-1h,2.9632786247748157
BCUTp-1l,0.5269417381929755
BCUTs-1h,8.007396097303975
BCUTs-1l,0.29584108297299866
BCUTv-1h,24.447170282745006
BCUTv-1l,13.30278276466541
BalabanJ,1.6454385621487015
Diameter,15
ETA_beta,40.75
GATS1are,0.6283867747352773
GATS2are,0.4500342739703748
GATS3are,0.7561625977870309
GATS4are,1.413530774455413
GATS5are,0.9439911973373454
GATS6are,0.568043044218183
GATS7are,0.7847879249480062
GATS8are,0.9868680063868581
HybRatio,0.2222222222222222
Lipinski,True
LogEE_Dt,268.76843076760986
MATS1are,-0.07882070950014138
MATS2are,0.3832669413981576
MATS3are,0.07353624226763392
MATS4are,-0.2875134600885256
MATS5are,-0.05437950858644645
MATS6are,0.09868399451098038
MATS7are,-0.049216162622280214
MATS8are,-0.10597851857161039
MAXddssS,-3.8709133070379456
MAXssssC,-3.116264477567169
MINddssS,-3.8709133070379456
MINssssC,-4.912298505115777
NsssssAs,0
RotRatio,0.12121212121212122
SM1_Dzpe,2.3608606834662917
SM1_Dzse,2.2494855883123117
SMR_VSA1,26.695569522194102
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,34.72948638084826
SMR_VSA6,5.733667477162185
SMR_VSA7,53.85242546892819
SMR_VSA8,0.0
SMR_VSA9,22.41194382626105
SpAD_DzZ,230.67748772135837
SpAD_Dzi,288.37612280408484
SpAD_Dzm,230.15764556168838
SpAD_Dzp,307.84893709526455
SpAD_Dzv,298.6842588484849
SpAbs_Dt,537.5368615352198
SpDiam_A,4.965803736467632
SpDiam_D,278.13796192291807
SpMAD_Dt,17.339898759200636
SpMax_Dt,268.76843076760986
SsssssAs,0
VE1_Dzpe,5.478493307803869
VE1_Dzse,5.476493359796701
VE2_Dzpe,0.17672559057431836
VE2_Dzse,0.17666107612247423
VE3_Dzpe,2.832232230815629
VE3_Dzse,2.8318671097816983
VMcGowan,302.6100000000005
VR1_Dzpe,199.4696745155692
VR1_Dzse,199.77213006106751
VR2_Dzpe,6.434505629534491
VR2_Dzse,6.444262260034436
VR3_Dzpe,6.427064328825961
VR3_Dzse,6.428579478792186
mZagreb1,12.965277777777779
mZagreb2,6.534722222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,38
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.2692264373019465
AATSC1are,-0.02122061880433475
AATSC2are,0.10318559316823987
AATSC3are,0.01979790051828789
AATSC4are,-0.07740622453598912
AATSC5are,-0.014640401358959585
AATSC6are,0.026568340260916094
AATSC7are,-0.013250292120469727
AATSC8are,-0.028532218985572833
AETA_beta,1.314516129032258
BCUTdv-1h,7.01409860749724
BCUTdv-1l,0.6429574484231148
BCUTpe-1h,4.007184751413412
BCUTpe-1l,2.203656740646127
BCUTse-1h,4.03065207094333
BCUTse-1l,2.3997361017211856
ETA_alpha,14.723809523809527
ETA_dBeta,2.25
ETA_eta_B,1.0398366655155975
ETA_eta_F,36.96193894409139
ETA_eta_L,6.497447711915537
ETA_eta_R,64.75115117318481
ETA_psi_1,0.5063871601703245
LabuteASA,180.07025788194244
LogEE_DzZ,114.93920074899422
LogEE_Dzi,144.25523752797847
LogEE_Dzm,114.68838628491564
LogEE_Dzp,152.22931528028016
LogEE_Dzv,149.22987850280813
PEOE_VSA1,10.84019487200289
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,13.401775505276145
PEOE_VSA4,13.171245143024459
PEOE_VSA5,17.25722019679038
PEOE_VSA6,5.920434318855644
PEOE_VSA7,44.179309741689295
PEOE_VSA8,17.957138634923147
PEOE_VSA9,21.030010155764533
SM1_Dzare,2.5356974939200683
SpAD_Dzpe,281.9406585383615
SpAD_Dzse,278.3914821167035
SpAbs_DzZ,228.01700735135987
SpAbs_Dzi,286.63565254883974
SpAbs_Dzm,227.41549330625747
SpAbs_Dzp,314.523282465446
SpAbs_Dzv,301.9395355700798
SpDiam_Dt,386.76282100835505
SpMAD_DzZ,7.4412092813341415
SpMAD_Dzi,9.302455574325318
SpMAD_Dzm,7.424440179409303
SpMAD_Dzp,9.930610874040791
SpMAD_Dzv,9.634976091886609
SpMax_DzZ,114.93920074899422
SpMax_Dzi,144.25523752797847
SpMax_Dzm,114.68838628491564
SpMax_Dzp,152.22931528028016
SpMax_Dzv,149.22987850280813
VE1_Dzare,5.4797815186905074
VE2_Dzare,0.1767671457642099
VE3_Dzare,2.832467342804144
VR1_Dzare,199.25820670950068
VR2_Dzare,6.4276840874032475
VR3_Dzare,6.426003616315735
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4749615975422428
AETA_dBeta,0.07258064516129033
AETA_eta_B,0.03354311824243863
AETA_eta_F,1.1923206110997224
AETA_eta_L,0.20959508748114636
AETA_eta_R,2.0887468120382198
BCUTare-1h,4.124557651636249
BCUTare-1l,2.153515470674052
ETA_beta_s,19.25
ETA_dPsi_A,0.2076128398296755
ETA_dPsi_B,0.0
ETA_eta_BR,1.2978366655155975
ETA_eta_FL,7.876929184941961
ETA_eta_RL,14.374376896857498
LogEE_Dzpe,141.04648606542162
LogEE_Dzse,139.26830510958766
PEOE_VSA10,10.027041955357108
PEOE_VSA11,5.601050810983688
PEOE_VSA12,9.837253136417502
PEOE_VSA13,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,29.668579938507534
SlogP_VSA3,15.43830394740119
SlogP_VSA4,11.840868637711289
SlogP_VSA5,24.974377382775238
SlogP_VSA6,51.83018513857405
SlogP_VSA7,0.0
SlogP_VSA8,10.57107518854976
SlogP_VSA9,0.0
SpAD_Dzare,283.3397658627855
SpAbs_Dzpe,279.85651294694395
SpAbs_Dzse,276.3888657065569
SpDiam_DzZ,168.5130674870336
SpDiam_Dzi,217.4130066725252
SpDiam_Dzm,168.2175058899934
SpDiam_Dzp,216.64852530953576
SpDiam_Dzv,218.79428789476725
SpMAD_Dzpe,9.09485995285037
SpMAD_Dzse,8.980370390861404
SpMax_Dzpe,141.04648606542162
SpMax_Dzse,139.26830510958766
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6209677419354839
AETA_eta_BR,0.04186569888759992
AETA_eta_FL,0.25409448983683747
AETA_eta_RL,0.4636895773179838
DetourIndex,4057
EState_VSA1,27.17805395654166
EState_VSA2,26.17990491742034
EState_VSA3,11.800884393391923
EState_VSA4,29.7968400896225
EState_VSA5,31.18920547353706
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,21.808825679605704
EState_VSA9,5.733667477162185
ETA_beta_ns,21.5
ETA_shape_p,0.2212160413971539
ETA_shape_x,0.12451487710219922
ETA_shape_y,0.23771021992238028
GhoseFilter,True
LogEE_Dzare,141.751679624745
SlogP_VSA10,18.98910792085949
SlogP_VSA11,0.0
SpAbs_Dzare,281.1213458416684
SpDiam_Dzpe,211.86041010403187
SpDiam_Dzse,208.49735694350514
SpMAD_Dzare,9.139992447186629
SpMax_Dzare,141.751679624745
TopoPSA(NO),106.17
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,65.20521749697156
VSA_EState9,31.693476619149273
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6935483870967742
EState_VSA10,26.695569522194102
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02503840245775721
FilterItLogS,-5.537384695360124
SpDiam_Dzare,213.37528675434982
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.7207700101317119
ETA_epsilon_2,0.9379416282642087
ETA_epsilon_3,0.4393258426966286
ETA_epsilon_4,0.6139077853363558
ETA_epsilon_5,0.8816526610644256
AETA_beta_ns_d,0.016129032258064516
ETA_dEpsilon_A,0.2814441674350833
ETA_dEpsilon_B,0.10686222479535612
ETA_dEpsilon_C,-0.1745819426397272
ETA_dEpsilon_D,0.056288967199783047
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.5806451612903226
MDEDescriptor,"0.14285714285714285,3.1250811836316617,2.3881666730141964,1.3212657272055228,7.852046257160277,17.656537707885434,3.03764049256312,5.6072730180828385,2.679113188774772,1.0,0.5129927840030091,0.0,0.0,0.0,0.447213595499958,0.0,0.12499999999999997,0.0,0.0"
APolDescriptor,59.04568799999997
BCUTDescriptor,"11.997940482611112,31.973791420474736,-0.37618118266617406,0.4214940456512638,3.810423767089838,14.101655967863458"
BPolDescriptor,31.836311999999996
TPSADescriptor,142.79000000000002
ALOGPDescriptor,"4.116700000000002,16.947218890000013,112.1362"
XLogPDescriptor,3.043
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,467.05851815999995
ChiPathDescriptor,"23.026733258565947,14.3743768968575,14.742491685668469,11.853265453517785,8.29706049927094,6.327377398146981,4.94345944277038,3.413627580317048,17.247567872725984,9.855330485695685,8.2047958549334,6.069744664991388,3.960298551426816,2.5744951519864894,1.7504975451008937,1.1225599265091306"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.2783416619201666,0.5197056678104999,0.0,0.0,0.10206207261596577,0.15364248434906635,0.21533881637194943"
AtomCountDescriptor,47
BondCountDescriptor,33
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"4.179137805020905,0.5610042339640731,2.662791769795353,1.210523286802402,1.5466547241449304,0.09490001650648341,0.4617146997826259,0.08492715281094439"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,2,4,8,2,3,0,1,0"
ZagrebIndexDescriptor,168.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"61.689364728324065,1.9899795073652924,29.761677363020908,7.45403789015422,8.63330536372926"
FractionalPSADescriptor,0.305721862353626
WienerNumbersDescriptor,"2775.0,55.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"9.550294335383844,11.297589589124218,15.110459959512363,3.1743527266854406,3.621959484417461,4.0847345416788166"
FractionalCSP3Descriptor,0.2
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,7,0,0,2,0,7,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.619834710743802,9.700115340253749,5.3994490358126725"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1471.11
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.2222222222222222
AutocorrelationDescriptorMass,"51.16498650448024,47.700296699126675,77.85413679329939,83.32060525641948,70.32750926441274"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.7394942043411212,-0.290481554838723,-0.13135705040305026,0.04863094993691804,-0.02312155206555597"
EccentricConnectivityIndexDescriptor,750
AutocorrelationDescriptorPolarizability,"2540.300864983583,3047.350206298203,4488.429730510037,4553.190843480657,4240.972564930716"
