DLiP-ID,P000EQ
AATSC5v,-8.32537725421166
AATSC6Z,-1.0295996374957983
AATSC6c,-0.0016756334272776516
AATSC6d,-0.033726533456117036
AATSC6i,-0.23513562721458858
AATSC6m,-4.93712555348642
AATSC6p,-0.03474559380898523
AATSC6s,-0.13040771978035362
AATSC6v,-8.065196079444458
AATSC7Z,0.17825962185847818
AATSC7c,0.0010311437453134522
AATSC7d,0.04927649805189787
AATSC7i,-0.19356246351638676
AATSC7m,0.8072559593878655
AATSC7p,-0.010150642845202484
AATSC7s,-0.053726565441391955
AATSC7v,-1.3912428259272263
AATSC8Z,1.337779369418093
AATSC8c,-0.0014933513486587158
AATSC8d,0.04222150760820311
AATSC8i,0.10729024576676084
AATSC8m,6.443949496901172
AATSC8p,0.03412855377571192
AATSC8s,0.010925473878421481
AATSC8v,9.933441750071243
ATS0are,260.6647
ATS1are,282.983
ATS2are,498.6490000000001
ATS3are,646.2680000000003
ATS4are,644.9069
ATS5are,643.6879
ATS6are,641.775
ATS7are,558.117
ATS8are,428.167
ATSC0dv,158.65116279069764
ATSC0pe,4.486069767441856
ATSC0se,2.74894865116279
ATSC1dv,59.15575987020011
ATSC1pe,-0.04449161709031808
ATSC1se,-0.13335221633315386
ATSC2dv,42.28501892915093
ATSC2pe,0.9135918334234736
ATSC2se,0.6175505873445095
ATSC3dv,-23.45754461871281
ATSC3pe,-1.3307782585181174
ATSC3se,-0.9772383645213635
ATSC4dv,-64.8994050838291
ATSC4pe,-0.4454736073553256
ATSC4se,-0.0982701784748516
ATSC5dv,-94.25527312060572
ATSC5pe,-1.278995457003784
ATSC5se,-0.5341903948080035
ATSC6dv,-50.00648999459169
ATSC6pe,-1.1168080043266628
ATSC6se,-0.5527907971876672
ATSC7dv,25.56246619794483
ATSC7pe,0.576754948620874
ATSC7se,0.2949225159545719
ATSC8dv,43.20497566252027
ATSC8pe,0.32519388858842374
ATSC8se,-0.14910316711736002
AXp-0dv,0.5825341791047943
AXp-1dv,0.32540417053958776
AXp-2dv,0.17231671312470834
AXp-3dv,0.09189884212936915
AXp-4dv,0.04948613959363976
AXp-5dv,0.0279101357457979
AXp-6dv,0.015851756406477173
AXp-7dv,0.00912326518096448
BertzCT,718.0075041181914
ECIndex,428
ETA_eta,18.56023486483801
GATS1dv,0.47357568650444654
GATS1pe,0.7285545780823673
GATS1se,0.7179684491978972
GATS2dv,0.8023659836911086
GATS2pe,0.7132234976797733
GATS2se,0.6446722146174668
GATS3dv,1.110883699520792
GATS3pe,1.106280060272068
GATS3se,1.1190611793803185
GATS4dv,1.1826334262158988
GATS4pe,0.9606916811281873
GATS4se,0.9291739908290437
GATS5dv,1.1415038770948822
GATS5pe,0.9828670351369572
GATS5se,0.932780990575044
GATS6dv,0.9814154523917059
GATS6pe,0.9625008459037314
GATS6se,0.9162284933971752
GATS7dv,0.8050006282196258
GATS7pe,0.822546280216277
GATS7se,0.7747696557005912
GATS8dv,0.8013501628277356
GATS8pe,0.9328661656301227
GATS8se,0.940060582498395
LogEE_A,4.022976914563364
LogEE_D,105.05323700350081
MATS1dv,0.3562949933222581
MATS1pe,-0.009476939523958252
MATS1se,-0.04635424932688038
MATS2dv,0.14149031274996307
MATS2pe,0.10811093466289683
MATS2se,0.11925850155356098
MATS3dv,-0.05941881269230663
MATS3pe,-0.119213201561384
MATS3se,-0.14286260291107536
MATS4dv,-0.1643925507634728
MATS4pe,-0.039906223748397876
MATS4se,-0.014366130102075337
MATS5dv,-0.23437125973980566
MATS5pe,-0.11247213418262886
MATS5se,-0.07666045717076682
MATS6dv,-0.12210363397698498
MATS6pe,-0.09644017089286949
MATS6se,-0.07790039388467287
MATS7dv,0.07069714429307343
MATS7pe,0.05641150493924699
MATS7se,0.04707427959918466
MATS8dv,0.15824399597486669
MATS8pe,0.04212239803164654
MATS8se,-0.031517878482204456
MAXaaCH,2.078127178340472
MAXaaaC,1.128775090283027
MAXaasC,1.143034349542286
MAXaasN,2.2749740173847317
MAXdssC,0.036524394333287136
MAXsCH3,1.5361549199824813
MAXssNH,2.9327847910667173
MDEC-12,1.4105288700481113
MDEC-13,0.9825931938526898
MDEC-22,12.633875052436434
MDEC-23,17.229113409910152
MDEC-33,5.58768530959123
MDEN-22,0.1111111111111111
MDEN-23,0.447213595499958
MDEO-11,0.09090909090909091
MINaaCH,1.9777964718562662
MINaaaC,1.0384823790627364
MINaasC,0.8367694160997734
MINaasN,2.2749740173847317
MINdssC,0.014318805626525766
MINsCH3,1.5361549199824813
MINssNH,2.8198610848660453
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.9285714285714287
SM1_Dzi,1.022017128129546
SM1_Dzm,0.9260316936439501
SM1_Dzp,-3.719133983223758
SM1_Dzv,-1.7559628408463377
SddssSe,0
SpAD_Dt,486.8801581304464
SpAbs_A,28.36277754888581
SpAbs_D,210.10647400700154
SpMAD_A,1.2892171613129912
SpMAD_D,9.550294273045528
SpMax_A,2.5466789285761884
SpMax_D,105.05323700350081
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,63.13
TpiPC10,8.545011250073484
VAdjMat,5.584962500721156
VE1_DzZ,4.600315417244207
VE1_Dzi,4.600659695524913
VE1_Dzm,4.600309589720263
VE1_Dzp,4.589440739671652
VE1_Dzv,4.593867415908618
VE2_DzZ,0.20910524623837307
VE2_Dzi,0.2091208952511324
VE2_Dzm,0.20910498135092104
VE2_Dzp,0.2086109427123478
VE2_Dzv,0.20881215526857355
VE3_DzZ,2.3145822304747075
VE3_Dzi,2.314657065647425
VE3_Dzm,2.314580963707735
VE3_Dzp,2.3122155338044466
VE3_Dzv,2.313179603942316
VR1_DzZ,122.9078244926474
VR1_Dzi,122.97498821326715
VR1_Dzm,122.90822236294763
VR1_Dzp,123.57795586322406
VR1_Dzv,123.22909212694042
VR2_DzZ,5.586719295120337
VR2_Dzi,5.589772191512143
VR2_Dzm,5.586737380133983
VR2_Dzp,5.61717981196473
VR2_Dzv,5.6013223694063825
VR3_DzZ,5.599892040431644
VR3_Dzi,5.600438347199092
VR3_Dzm,5.59989527757019
VR3_Dzp,5.605329538860333
VR3_Dzv,5.60250252098164
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.14480653460765136
Xch-7dv,0.2327851651781717
Xpc-4dv,1.1949276896175332
Xpc-5dv,1.9747437583854228
Xpc-6dv,2.9051332433199946
Zagreb1,114.0
Zagreb2,135.0
fragCpx,114.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,10
nBondsD,2
nBondsM,12
nBondsO,24
nBondsS,33
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,5
naHRing,1
AATS0are,6.06196976744186
AATS1are,6.288511111111111
AATS2are,6.156160493827162
AATS3are,6.039887850467292
AATS4are,6.027167289719626
AATS5are,5.905393577981651
AATS6are,5.7817567567567565
AATS7are,5.695071428571429
AATS8are,5.78604054054054
AATSC0dv,3.6895619253650613
AATSC0pe,0.10432720389399666
AATSC0se,0.06392903839913465
AATSC1dv,1.3145724415600024
AATSC1pe,-0.0009887026020070683
AATSC1se,-0.002963382585181197
AATSC2dv,0.5220372707302584
AATSC2pe,0.011278911523746589
AATSC2se,0.007624081325240858
AATSC3dv,-0.2192293889599328
AATSC3pe,-0.01243717998615063
AATSC3se,-0.009133068827302462
AATSC4dv,-0.6065364961105523
AATSC4pe,-0.004163304741638557
AATSC4se,-0.0009184128829425384
AATSC5dv,-0.8647272763358324
AATSC5pe,-0.011733903275264074
AATSC5se,-0.004900829310165169
AATSC6dv,-0.4505089188701954
AATSC6pe,-0.010061333372312277
AATSC6se,-0.004980097271960966
AATSC7dv,0.26084149181576355
AATSC7pe,0.00588525457776402
AATSC7se,0.0030094134281078767
AATSC8dv,0.5838510224664901
AATSC8pe,0.004394512007951672
AATSC8se,-0.0020149076637481084
AETA_eta,0.8436470393108185
ATSC0are,4.708697674418602
ATSC1are,-0.1287487290427268
ATSC2are,1.0124718226068132
ATSC3are,-1.5997616549486209
ATSC4are,-0.3259128177393188
ATSC5are,-1.1556848025959967
ATSC6are,-1.069110275824768
ATSC7are,0.6233308815575997
ATSC8are,0.06781563007030879
BCUTZ-1h,8.02328448227525
BCUTZ-1l,5.675358055214168
BCUTc-1h,0.4121634465304824
BCUTc-1l,-0.4645558247862328
BCUTd-1h,3.320710526750035
BCUTd-1l,0.9727333188038332
BCUTi-1h,14.551209914026746
BCUTi-1l,10.936287819813668
BCUTm-1h,16.011183754292826
BCUTm-1l,11.686890773990932
BCUTp-1h,2.0120716293490633
BCUTp-1l,0.7511695940208364
BCUTs-1h,7.00935635258523
BCUTs-1l,1.3342800016551222
BCUTv-1h,20.911604698389986
BCUTv-1l,14.701777865056739
BalabanJ,1.5657967337067575
Diameter,11
ETA_beta,25.25
GATS1are,0.7431170092620946
GATS2are,0.7050553724501984
GATS3are,1.1296295663760776
GATS4are,0.9488438206303909
GATS5are,0.9575545456827483
GATS6are,0.9369263027164784
GATS7are,0.7984464319228289
GATS8are,0.9558323738062866
HybRatio,0.4117647058823529
Lipinski,True
LogEE_Dt,243.4400790652232
MATS1are,-0.02612751376582804
MATS2are,0.11414728207139406
MATS3are,-0.13653347807250488
MATS4are,-0.027815400135833793
MATS5are,-0.09682344988818585
MATS6are,-0.08795634487871502
MATS7are,0.05808449479933239
MATS8are,0.008368848959986656
MAXssCH2,0.979179894179894
MINssCH2,0.7024278993813625
NsssssAs,0
RotRatio,0.20833333333333334
SM1_Dzpe,1.0009944920440637
SM1_Dzse,0.9177785797741316
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,15.200676855804016
SMR_VSA4,0.0
SMR_VSA5,32.730958474381225
SMR_VSA6,13.08951281182515
SMR_VSA7,35.5228477603919
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,172.211870718771
SpAD_Dzi,166.70467401489046
SpAD_Dzm,172.2398489932158
SpAD_Dzp,224.90920084208025
SpAD_Dzv,207.5959405340642
SpAbs_Dt,486.8801581304464
SpDiam_A,4.877660655436583
SpDiam_D,156.34843773572868
SpMAD_Dt,22.130916278656652
SpMax_Dt,243.4400790652232
SsssssAs,0
VE1_Dzpe,4.60050384786651
VE1_Dzse,4.6002876316166965
VE2_Dzpe,0.20911381126665954
VE2_Dzse,0.20910398325530438
VE3_Dzpe,2.3146231900060057
VE3_Dzse,2.3145761905168127
VMcGowan,233.68999999999966
VR1_Dzpe,122.90609734807137
VR1_Dzse,122.90825764164704
VR2_Dzpe,5.586640788548698
VR2_Dzse,5.586738983711229
VR3_Dzpe,5.59987798797633
VR3_Dzse,5.599895564603015
mZagreb1,6.777777777777777
mZagreb2,4.916666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,39
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.10950459707950237
AATSC1are,-0.0028610828676161513
AATSC2are,0.012499652130948311
AATSC3are,-0.014951043504192718
AATSC4are,-0.003045914184479615
AATSC5are,-0.01060261286785318
AATSC6are,-0.00963162410652944
AATSC7are,0.006360519199567345
AATSC8are,0.0009164274333825512
AETA_beta,1.1477272727272727
BCUTdv-1h,6.023171223892477
BCUTdv-1l,0.9959521695604141
BCUTpe-1h,3.490747523635828
BCUTpe-1l,2.224379600390036
BCUTse-1h,3.7036352677900077
BCUTse-1l,2.4202706179914264
ETA_alpha,10.366666666666667
ETA_dBeta,-3.25
ETA_eta_B,0.23267301202103852
ETA_eta_F,17.071093571498814
ETA_eta_L,5.752020498306952
ETA_eta_R,35.63132843633682
ETA_psi_1,0.5716911764705885
LabuteASA,129.23361600218567
LogEE_DzZ,86.14814315159329
LogEE_Dzi,83.39879233145113
LogEE_Dzm,86.16201684631899
LogEE_Dzp,111.94744578696417
LogEE_Dzv,103.55852078873488
PEOE_VSA1,15.200676855804016
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,18.90801031431363
PEOE_VSA8,49.57568096728387
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.1284318287575617
SpAD_Dzpe,170.90148325117832
SpAD_Dzse,172.39856454475665
SpAbs_DzZ,171.36771487461522
SpAbs_Dzi,165.7755675347728
SpAbs_Dzm,171.3980019989941
SpAbs_Dzp,227.6140255571521
SpAbs_Dzv,208.8730044183162
SpDiam_Dt,339.705753191699
SpMAD_DzZ,7.827812305398681
SpMAD_Dzi,7.577485182495021
SpMAD_Dzm,7.829084045146172
SpMAD_Dzp,10.22314549282183
SpMAD_Dzv,9.436179115184736
SpMax_DzZ,86.14814315159329
SpMax_Dzi,83.39879233145113
SpMax_Dzm,86.16201684631899
SpMax_Dzp,111.94744578696417
SpMax_Dzv,103.55852078873488
VE1_Dzare,4.600803377538164
VE2_Dzare,0.20912742625173475
VE3_Dzare,2.314688295901162
VR1_Dzare,122.89290419033253
VR2_Dzare,5.586041099560569
VR3_Dzare,5.599770638819752
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,9
nAromBond,10
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47121212121212125
AETA_dBeta,-0.14772727272727273
AETA_eta_B,0.010576046000956296
AETA_eta_F,0.7759587987044916
AETA_eta_L,0.26145547719577056
AETA_eta_R,1.6196058380153102
BCUTare-1h,3.5454270909740084
BCUTare-1l,2.174609144392083
ETA_beta_s,14.25
ETA_dPsi_A,0.14230882352941143
ETA_dPsi_B,0.0
ETA_eta_BR,0.4906730120210385
ETA_eta_FL,4.929520052045105
ETA_eta_RL,10.681540550352057
LogEE_Dzpe,85.49624137522751
LogEE_Dzse,86.24099948054987
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.633577208012662
SlogP_VSA2,29.470971918319517
SlogP_VSA3,17.760115212910407
SlogP_VSA4,0.0
SlogP_VSA5,35.81729711615992
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,169.04486829830176
SpAbs_Dzpe,169.991488258411
SpAbs_Dzse,171.56422038132575
SpDiam_DzZ,131.31800472859155
SpDiam_Dzi,126.8172533046029
SpDiam_Dzm,131.34015468056654
SpDiam_Dzp,172.7311133714081
SpDiam_Dzv,159.45123695723166
SpMAD_Dzpe,7.768249238689924
SpMAD_Dzse,7.8362983883980295
SpMax_Dzpe,85.49624137522751
SpMax_Dzse,86.24099948054987
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6477272727272727
AETA_eta_BR,0.022303318728229025
AETA_eta_FL,0.2240690932747775
AETA_eta_RL,0.48552457047054803
DetourIndex,2639
EState_VSA1,0.0
EState_VSA2,11.814359458703011
EState_VSA3,13.08951281182515
EState_VSA4,47.967525693317114
EState_VSA5,6.923737199690624
EState_VSA6,0.0
EState_VSA7,18.19910120538483
EState_VSA8,21.267043924265625
EState_VSA9,0.0
ETA_beta_ns,11.0
ETA_shape_p,0.112540192926045
ETA_shape_x,0.0
ETA_shape_y,0.3279742765273312
GhoseFilter,True
LogEE_Dzare,84.5737265050035
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,168.01902118124937
SpDiam_Dzpe,130.25417109357886
SpDiam_Dzse,131.46932754742073
SpMAD_Dzare,7.683857649922808
SpMax_Dzare,84.5737265050035
TopoPSA(NO),63.13
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2749740173847317
VSA_EState9,47.72502598261527
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.5
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.028787878787878765
FilterItLogS,-4.619468715287345
SpDiam_Dzare,128.79026564630468
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5682170542635661
ETA_epsilon_2,0.8242424242424239
ETA_epsilon_3,0.44193548387096804
ETA_epsilon_4,0.5261437908496734
ETA_epsilon_5,0.7805555555555553
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.12628157039259802
ETA_dEpsilon_B,0.042073263413892614
ETA_dEpsilon_C,-0.0842083069787054
ETA_dEpsilon_D,0.04368686868686855
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.5909090909090909
MDEDescriptor,"0.0,1.4105288700481113,0.9825931938526898,0.0,12.633875052436434,17.229113409910152,0.0,5.58768530959123,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.447213595499958,0.0"
APolDescriptor,48.826652999999986
BCUTDescriptor,"11.900000000000004,15.99592622819077,-0.28163766691736103,0.23273116576110758,4.057424251200042,10.910055333111785"
BPolDescriptor,28.173346999999993
TPSADescriptor,63.13
ALOGPDescriptor,"-9.999999999987796E-5,9.999999999975593E-9,79.0519"
XLogPDescriptor,2.1870000000000003
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,299.16337708000003
ChiPathDescriptor,"15.526733258565956,10.681540550352056,9.457270596711838,7.63644139426901,6.774190246200031,5.68575284924107,4.071336120345768,3.010393776476688,12.815751940305475,7.809700092950107,5.686451533115374,4.135447895821612,3.167112933992943,2.3165412669012264,1.4425098329894228,0.9305730484583767"
ChiChainDescriptor,"0.0,0.0,0.06415002990995841,0.3698554367649533,0.7315667335473135,0.0,0.0,0.02795084971874737,0.14480653460765136,0.23278516517817172"
AtomCountDescriptor,43
BondCountDescriptor,24
SmallRingDescriptor,"3,2,1,1,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.2993927159223073,0.0,0.3359559291238081,0.0,0.5104254980178612,0.0,0.11997071312585145,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,6,2,4,3,0,0"
ZagrebIndexDescriptor,114.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"45.05848808760469,2.048113094891122,14.471260155287457,4.962586955315336,9.508673199972122"
FractionalPSADescriptor,0.21102181896789543
WienerNumbersDescriptor,"1106.0,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.9505454095316943,5.4181540613591945,8.24086013858391,1.194927689617533,1.9747437583854233,2.603204971707629"
FractionalCSP3Descriptor,0.4117647058823529
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,6,0,0,4,0,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.84375,7.7134986225895315,3.753086419753086"
AromaticAtomsCountDescriptor,9
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,1563.05
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.4117647058823529
AutocorrelationDescriptorMass,"24.62887897491133,25.82745748652825,36.26674454702236,36.65782337397382,35.07271947277558"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.4168108761477867,-0.22145824870676079,0.045882023929166446,-0.09378741484368355,0.07465770508283377"
EccentricConnectivityIndexDescriptor,428
AutocorrelationDescriptorPolarizability,"1494.9137816410876,1774.1402172042374,2537.889916470834,2562.0017292765333,2208.6232385017597"
