DLiP-ID,C002HE
AATSC5s,-0.7224303173158454
AATSC5v,1.9952913219341526
AATSC6Z,-0.011487567253162774
AATSC6c,0.019645017995909318
AATSC6d,0.03220881198196887
AATSC6i,0.5096381479765978
AATSC6m,-0.17815618721826476
AATSC6p,0.027000043646614284
AATSC6s,0.15710985087166554
AATSC6v,0.27243673337671975
AATSC7Z,-0.8589792060491491
AATSC7c,-0.0047386543927615
AATSC7d,-0.12839319470699434
AATSC7i,-0.384107977166949
AATSC7m,-4.131730910094515
AATSC7p,-0.05443994156336074
AATSC7s,-0.2778659945389623
AATSC7v,-10.067093522282704
AATSC8Z,1.5540642722117204
AATSC8c,-0.012926759761753503
AATSC8d,-0.2049149338374292
AATSC8i,-0.2818320112707979
AATSC8m,7.235832739035923
AATSC8p,-0.04492761120975518
AATSC8s,-0.6780350766645661
AATSC8v,0.25263747484990695
ATS0are,173.40470000000002
ATS1are,175.11489999999998
ATS2are,287.62700000000007
ATS3are,302.334
ATS4are,229.25099999999998
ATS5are,189.10689999999997
ATS6are,193.14889999999994
ATS7are,174.31999999999996
ATS8are,139.933
ATSC0dv,128.95652173913044
ATSC0pe,5.014782608695653
ATSC0se,3.886198956521739
ATSC1dv,33.393194706994315
ATSC1pe,0.4968833648393192
ATSC1se,0.21040717580340235
ATSC2dv,23.2476370510397
ATSC2pe,0.9369599243856324
ATSC2se,0.7428116824196596
ATSC3dv,-16.659735349716446
ATSC3pe,0.2224665406427232
ATSC3se,0.29549094896030215
ATSC4dv,-57.20037807183366
ATSC4pe,-2.6756410207939503
ATSC4se,-1.9848782003780714
ATSC5dv,-20.68809073724008
ATSC5pe,-1.4480795841209817
ATSC5se,-1.288941035916824
ATSC6dv,-2.255198487712666
ATSC6pe,0.7926761814744803
ATSC6se,0.7656497013232514
ATSC7dv,-1.4310018903591688
ATSC7pe,-0.3005289224952718
ATSC7se,-0.3314844310018907
ATSC8dv,14.907372400756145
ATSC8pe,0.3052846880907383
ATSC8se,-0.07483404914933865
AXp-0dv,0.5032280747379105
AXp-1dv,0.26151001693475495
AXp-2dv,0.12860003201638565
AXp-3dv,0.06729434436428264
AXp-4dv,0.0357670316476822
AXp-5dv,0.017132443465025345
AXp-6dv,0.008545759866562303
AXp-7dv,0.00451188034374458
BertzCT,452.2811888785661
ECIndex,244
ETA_eta,8.722274964881032
GATS1dv,0.3731877950101146
GATS1pe,0.5573721172186578
GATS1se,0.6503551486365752
GATS2dv,0.7152082576897142
GATS2pe,0.7293549283500729
GATS2se,0.7506093392037874
GATS3dv,1.043910349035096
GATS3pe,0.927047259861114
GATS3se,0.872042135775886
GATS4dv,1.2368509777478085
GATS4pe,1.2872161923443723
GATS4se,1.2687752042970877
GATS5dv,1.080467520791189
GATS5pe,1.1465177028945015
GATS5se,1.1600305800258148
GATS6dv,0.9809507754551584
GATS6pe,0.8678978871830437
GATS6se,0.8614245611772511
GATS7dv,0.941712744436952
GATS7pe,0.9845810646783417
GATS7se,1.0016998623982372
GATS8dv,0.9553607552258934
GATS8pe,0.9681516386336044
GATS8se,0.993634099334975
LogEE_A,3.695627595454821
LogEE_D,63.248481854231315
MATS1dv,0.24815969880872094
MATS1pe,0.09495524102653019
MATS1se,0.05188622929521886
MATS2dv,0.10631602607327491
MATS2pe,0.11018745025854426
MATS2se,0.11272413816037082
MATS3dv,-0.07074623510901326
MATS3pe,0.02429355858868615
MATS3se,0.04163875135063073
MATS4dv,-0.3188111092380311
MATS4pe,-0.3834896013958729
MATS4se,-0.3671019478113944
MATS5dv,-0.13665992357833223
MATS5pe,-0.2459826021617245
MATS5se,-0.2825348935187613
MATS6dv,-0.01547020073655273
MATS6pe,0.13982930066292298
MATS6se,0.17428482499077466
MATS7dv,-0.010209035738368177
MATS7pe,-0.05513431593549462
MATS7se,-0.07847402563112532
MATS8dv,0.13293998651382335
MATS8pe,0.07000849661869278
MATS8se,-0.022144814890991814
MAXaaCH,1.391902872260015
MAXaasC,0.20037037037037053
MAXddsN,-0.6513310185185186
MAXdsCH,1.2218055555555556
MAXdssC,-0.5441612601830854
MAXsssN,1.1055092592592592
MDEC-22,3.1932262875153254
MDEC-23,5.479913756094796
MDEC-33,0.8254818122236568
MDEN-23,0.894427190999916
MDEN-33,0.16666666666666669
MDEO-11,0.5503212081491045
MDEO-12,1.3218021521667296
MDEO-22,0.16666666666666669
MINaaCH,1.2119605064247922
MINaasC,-0.36995512093726357
MINddsN,-0.6513310185185186
MINdsCH,1.2218055555555556
MINdssC,-0.5441612601830854
MINsssN,1.1055092592592592
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6785714285714288
SM1_Dzi,1.5414196857644495
SM1_Dzm,1.6738284309400313
SM1_Dzp,-6.966016776241214
SM1_Dzv,-2.9529462750204147
SddssSe,0
SpAD_Dt,195.57291844875317
SpAbs_A,20.111184257001426
SpAbs_D,126.49696370846264
SpMAD_A,1.2569490160625891
SpMAD_D,7.906060231778914
SpMax_A,2.320409401435606
SpMax_D,63.248481854231315
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,98.17999999999999
TpiPC10,7.194671433193413
VAdjMat,5.087462841250339
VE1_DzZ,3.948867791548951
VE1_Dzi,3.9475820251567564
VE1_Dzm,3.948850674734601
VE1_Dzp,3.916250495728831
VE1_Dzv,3.930718039869235
VE2_DzZ,0.24680423697180945
VE2_Dzi,0.24672387657229727
VE2_Dzm,0.24680316717091255
VE2_Dzp,0.24476565598305194
VE2_Dzv,0.2456698774918272
VE3_DzZ,1.8434325320201899
VE3_Dzi,1.8431068751912596
VE3_Dzm,1.8434281973976216
VE3_Dzp,1.8351383191125215
VE3_Dzv,1.8388257457838124
VR1_DzZ,72.44394073174504
VR1_Dzi,72.52442963973412
VR1_Dzm,72.44504806066924
VR1_Dzp,74.43222498140727
VR1_Dzv,73.48204405135766
VR2_DzZ,4.527746295734065
VR2_Dzi,4.532776852483383
VR2_Dzm,4.527815503791827
VR2_Dzp,4.652014061337955
VR2_Dzv,4.592627753209854
VR3_DzZ,4.752816660722587
VR3_Dzi,4.753927094895966
VR3_Dzm,4.75283194592726
VR3_Dzp,4.779892608780951
VR3_Dzv,4.7670447069977735
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07966423733075242
Xch-6dv,0.07569851480464534
Xch-7dv,0.052097229174032714
Xpc-4dv,0.4694963768770233
Xpc-5dv,0.5025849191143341
Xpc-6dv,0.3640573579279258
Zagreb1,80.0
Zagreb2,91.0
fragCpx,49.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,5
nBondsD,3
nBondsM,8
nBondsO,17
nBondsS,16
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,1
AATS0are,7.539334782608696
AATS1are,7.296454166666666
AATS2are,7.375051282051284
AATS3are,7.198428571428572
AATS4are,7.164093749999999
AATS5are,7.003959259259258
AATS6are,7.428803846153844
AATS7are,6.9727999999999986
AATS8are,6.99665
AATSC0dv,5.606805293005671
AATSC0pe,0.2180340264650284
AATSC0se,0.1689651720226843
AATSC1dv,1.3913831127914298
AATSC1pe,0.020703473534971633
AATSC1se,0.008766965658475097
AATSC2dv,0.5960932577189667
AATSC2pe,0.024024613445785443
AATSC2se,0.019046453395375886
AATSC3dv,-0.39666036546943917
AATSC3pe,0.005296822396255315
AATSC3se,0.007035498784769099
AATSC4dv,-1.787511814744802
AATSC4pe,-0.08361378189981095
AATSC4se,-0.06202744376181473
AATSC5dv,-0.7662255828607437
AATSC5pe,-0.05363257718966599
AATSC5se,-0.047738556885808296
AATSC6dv,-0.08673840337356407
AATSC6pe,0.030487545441326164
AATSC6se,0.02944806543550967
AATSC7dv,-0.05724007561436675
AATSC7pe,-0.012021156899810872
AATSC7se,-0.013259377240075627
AATSC8dv,0.7453686200378072
AATSC8pe,0.015264234404536914
AATSC8se,-0.003741702457466933
AETA_eta,0.5451421853050645
ATSC0are,5.6806956521739105
ATSC1are,0.5329654064272208
ATSC2are,1.0486421550094511
ATSC3are,0.25866880907372547
ATSC4are,-3.0298330812854433
ATSC5are,-1.7551340264650261
ATSC6are,1.0434918714555756
ATSC7are,-0.3147691871455555
ATSC8are,0.20898204158790307
BCUTZ-1h,8.055035427963169
BCUTZ-1l,5.749432226274181
BCUTc-1h,0.5522304326732579
BCUTc-1l,-0.47415450597476283
BCUTd-1h,3.138677743783315
BCUTd-1l,0.972786681019763
BCUTi-1h,14.643286962664469
BCUTi-1l,11.011079025110977
BCUTm-1h,16.02830764968881
BCUTm-1l,11.761410553831412
BCUTp-1h,1.9383735425880653
BCUTp-1l,0.6685729513008833
BCUTs-1h,8.001936137522355
BCUTs-1l,1.3890869949724953
BCUTv-1h,20.833315260200795
BCUTv-1l,14.651504807323873
BalabanJ,1.6727170639539755
Diameter,9
ETA_beta,20.25
GATS1are,0.5889346196628297
GATS2are,0.7430148143961517
GATS3are,0.9170431186802421
GATS4are,1.2878214787304065
GATS5are,1.156845144955144
GATS6are,0.8510177930537502
GATS7are,0.9751312760225327
GATS8are,0.9719188173524368
HybRatio,0.25
Lipinski,True
LogEE_Dt,97.78645922437659
MATS1are,0.0899112618887256
MATS2are,0.10886518601204492
MATS3are,0.02493567259134872
MATS4are,-0.38334962133388445
MATS5are,-0.26319209164466917
MATS6are,0.16249576103543767
MATS7are,-0.05097749816311503
MATS8are,0.04230632347538604
MAXssCH2,0.35926107016880815
MINssCH2,0.2861863819601915
NsssssAs,0
RotRatio,0.17647058823529413
SM1_Dzpe,1.7771572827417383
SM1_Dzse,1.663262980430946
SMR_VSA1,18.871862123742886
SMR_VSA2,0.0
SMR_VSA3,5.008912523954532
SMR_VSA4,5.101407525739723
SMR_VSA5,0.0
SMR_VSA6,13.151638370425493
SMR_VSA7,28.007299824563233
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,86.99138785552813
SpAD_Dzi,83.88094577268372
SpAD_Dzm,87.0348510305491
SpAD_Dzp,173.41511554350706
SpAD_Dzv,140.61224495452026
SpAbs_Dt,195.57291844875311
SpDiam_A,4.459558410112985
SpDiam_D,98.52114423325952
SpMAD_Dt,12.223307403047073
SpMax_Dt,97.78645922437659
SsssssAs,0
VE1_Dzpe,3.9491252715527856
VE1_Dzse,3.948825272715017
VE2_Dzpe,0.2468203294720491
VE2_Dzse,0.24680157954468857
VE3_Dzpe,1.84349773339524
VE3_Dzse,1.8434217646141668
VMcGowan,139.64999999999992
VR1_Dzpe,72.42740405614798
VR1_Dzse,72.44664963687025
VR2_Dzpe,4.526712753509249
VR2_Dzse,4.5279156023043905
VR3_Dzpe,4.75258836608374
VR3_Dzse,4.752854053145637
mZagreb1,5.555555555555555
mZagreb2,3.555555555555556
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,19
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.24698676748582218
AATSC1are,0.022206891934467534
AATSC2are,0.026888260384857723
AATSC3are,0.006158781168422035
AATSC4are,-0.0946822837901701
AATSC5are,-0.06500496394314911
AATSC6are,0.04013430274829137
AATSC7are,-0.01259076748582222
AATSC8are,0.010449102079395154
AETA_beta,1.265625
BCUTdv-1h,7.004119451668938
BCUTdv-1l,1.8972228438641057
BCUTpe-1h,3.554211023705491
BCUTpe-1l,2.2976325765788497
BCUTse-1h,3.758143491821272
BCUTse-1l,2.493363653518143
ETA_alpha,6.866666666666666
ETA_dBeta,-2.25
ETA_eta_B,0.24950976442664619
ETA_eta_F,13.67794543685457
ETA_eta_L,3.1757920831327855
ETA_eta_R,22.400220401735602
ETA_psi_1,0.4229979466119097
LabuteASA,89.23300491597992
LogEE_DzZ,43.600604642049774
LogEE_Dzi,42.03681161670214
LogEE_Dzm,43.6220397922083
LogEE_Dzp,86.10403997501922
LogEE_Dzv,70.12156333507136
PEOE_VSA1,9.154013890853395
PEOE_VSA2,10.114318268765572
PEOE_VSA3,4.794537184071822
PEOE_VSA4,10.110320049694256
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,6.06636706846161
PEOE_VSA8,0.0
PEOE_VSA9,18.8257240539095
SM1_Dzare,1.9855746859004186
SpAD_Dzpe,85.57302191207076
SpAD_Dzse,87.20073585710048
SpAbs_DzZ,85.52263785552816
SpAbs_Dzi,82.53220354763982
SpAbs_Dzm,85.57025115347659
SpAbs_Dzp,179.17409672627963
SpAbs_Dzv,143.1960729451631
SpDiam_Dt,146.0128396079071
SpMAD_DzZ,5.436961740970508
SpMAD_Dzi,5.242559110792732
SpMAD_Dzm,5.439678189409319
SpMAD_Dzp,10.838444721469191
SpMAD_Dzv,8.788265309657517
SpMax_DzZ,43.600604642049774
SpMax_Dzi,42.03681161670214
SpMax_Dzm,43.6220397922083
SpMax_Dzp,86.10403997501922
SpMax_Dzv,70.12156333507136
VE1_Dzare,3.9497719686751145
VE2_Dzare,0.24686074804219466
VE3_Dzare,1.8436614770430193
VR1_Dzare,72.38450102214331
VR2_Dzare,4.524031313883957
VR3_Dzare,4.751995831440448
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,5
nAromBond,5
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.42916666666666664
AETA_dBeta,-0.140625
AETA_eta_B,0.015594360276665387
AETA_eta_F,0.8548715898034106
AETA_eta_L,0.1984870051957991
AETA_eta_R,1.4000137751084751
BCUTare-1h,3.6085235191356384
BCUTare-1l,2.248089522407787
ETA_beta_s,11.25
ETA_dPsi_A,0.29100205338809026
ETA_dPsi_B,0.0
ETA_eta_BR,0.42150976442664617
ETA_eta_FL,4.488911714813663
ETA_eta_RL,7.664703797946449
LogEE_Dzpe,42.89758328620674
LogEE_Dzse,43.70432186482718
PEOE_VSA10,11.530193013330589
PEOE_VSA11,5.760247418874442
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,35.39170259367143
SlogP_VSA3,4.736862953800049
SlogP_VSA4,10.114318268765572
SlogP_VSA5,5.760247418874442
SlogP_VSA6,21.65129259971629
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,83.27706603889114
SpAbs_Dzpe,84.01800928967174
SpAbs_Dzse,85.74538074922341
SpDiam_DzZ,67.8339165473796
SpDiam_Dzi,65.13528822564993
SpDiam_Dzm,67.86661111284019
SpDiam_Dzp,131.38928459142912
SpDiam_Dzv,108.85583146463466
SpMAD_Dzpe,5.348313869504422
SpMAD_Dzse,5.45004599106878
SpMax_Dzpe,42.89758328620674
SpMax_Dzse,43.70432186482718
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,16
AETA_beta_s,0.703125
AETA_eta_BR,0.026344360276665386
AETA_eta_FL,0.28055698217585395
AETA_eta_RL,0.47904398737165305
DetourIndex,761
EState_VSA1,11.016551119756086
EState_VSA2,18.25131158524837
EState_VSA3,6.544756405912575
EState_VSA4,5.008912523954532
EState_VSA5,18.347334716458537
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,9.838270479539773
EState_VSA9,4.417150937053347
ETA_beta_ns,9.0
ETA_shape_p,0.14563106796116507
ETA_shape_x,0.0
ETA_shape_y,0.33495145631067963
GhoseFilter,True
LogEE_Dzare,41.76263143731434
SlogP_VSA10,10.67871938593283
SlogP_VSA11,0.0
SpAbs_Dzare,81.53968818872829
SpDiam_Dzpe,66.71944695563141
SpDiam_Dzse,67.99781928977131
SpMAD_Dzare,5.204816627430696
SpMax_Dzare,41.76263143731434
TopoPSA(NO),98.17999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,4.812952569916856
VSA_EState9,44.18704743008315
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5625
EState_VSA10,14.908855452837393
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.07083333333333336
FilterItLogS,-1.2123029150547926
SpDiam_Dzare,64.95592487346939
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.7971014492753624
ETA_epsilon_2,1.0145833333333332
ETA_epsilon_3,0.43913043478260905
ETA_epsilon_4,0.723456790123457
ETA_epsilon_5,1.0145833333333332
AETA_beta_ns_d,0.03125
ETA_dEpsilon_A,0.35797101449275337
ETA_dEpsilon_B,0.07364465915190543
ETA_dEpsilon_C,-0.28432635534084794
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.0,0.0,0.0,0.0,3.1932262875153254,5.479913756094796,0.0,0.8254818122236568,0.0,0.0,0.5503212081491045,1.3218021521667296,0.16666666666666669,0.0,0.0,0.0,0.0,0.894427190999916,0.16666666666666669"
APolDescriptor,26.057551
BCUTDescriptor,"11.993842596782121,16.00169221889583,-0.33693572359304214,0.3601119961773923,3.4715510635053746,7.957635562624848"
BPolDescriptor,15.678448999999997
TPSADescriptor,98.17999999999999
ALOGPDescriptor,"1.8204000000000005,3.3138561600000016,47.27440000000001"
XLogPDescriptor,0.8959999999999999
VAdjMaDescriptor,5.08746284125034
WeightDescriptor,225.03857038
ChiPathDescriptor,"11.543605595440512,7.66470379794645,6.9287919931628,5.50942210087658,4.082189563786118,2.4723373676845286,1.6986192711557253,0.9478905207841435,7.88079150398389,4.444792431342377,2.930495510440924,1.8884335430222046,1.1581480020063868,0.5053449201650072,0.2398419392948491,0.11877031640085017"
ChiChainDescriptor,"0.0,0.0,0.23570226039551587,0.35255917860840175,0.38537974945151443,0.0,0.0,0.07966423733075242,0.08274443058488545,0.052612367370056666"
AtomCountDescriptor,23
BondCountDescriptor,17
SmallRingDescriptor,"2,1,2,1,0,0,2,0,0,0,0"
ChiClusterDescriptor,"1.1064930722941142,0.0,0.2845177968644246,0.0,0.25935319282096175,0.0,0.011785113019775792,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,3,0,2,0,0,0"
ZagrebIndexDescriptor,80.0
LargestChainDescriptor,10
MannholdLogPDescriptor,1.46
WeightedPathDescriptor,"31.982881509858988,1.9989300943661867,22.847295004229196,13.383144588796332,9.46415041543286"
FractionalPSADescriptor,0.4362807666002023
WienerNumbersDescriptor,"491.0,18.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.445560351239572,2.899503388077479,2.6621813093126496,0.4454644621830297,0.5038223090597574,0.3054424184420349"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"12.456747404844291,5.55765595463138,3.25"
AromaticAtomsCountDescriptor,5
AromaticBondsCountDescriptor,5
FragmentComplexityDescriptor,336.08
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"20.952286081534172,20.792091113794314,29.198966324159798,23.368600436714228,17.210741192583782"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.5805896793854943,-0.3426849069830038,-0.02960687937175509,0.20494346740138306,-0.04490767278569571"
EccentricConnectivityIndexDescriptor,244
AutocorrelationDescriptorPolarizability,"648.0288913059387,737.2562842166748,967.4161321316681,708.1041517966918,576.1850131413574"
