DLiP-ID,T003GD
AATSC5p,-0.061674298107074116
AATSC5s,-0.22246466737225842
AATSC5v,-12.761453435578145
AATSC6Z,2.4478794864168156
AATSC6c,0.0047779750473893505
AATSC6d,0.026633452310132835
AATSC6i,0.32427682994300727
AATSC6m,11.246370817259072
AATSC6p,0.05076411759334256
AATSC6s,0.005269463669540804
AATSC6v,7.562636946284193
AATSC7Z,-1.4362999939649448
AATSC7c,-0.0029437357921819614
AATSC7d,-0.16661062686978945
AATSC7i,-0.7859688510973306
AATSC7m,-6.255325075127816
AATSC7p,-0.12607191378769078
AATSC7s,0.16414298504797678
AATSC7v,-9.765065762995995
AATSC8Z,-1.5423445326712018
AATSC8c,-0.0023639764117243645
AATSC8d,-0.060566088163532796
AATSC8i,0.3908808682105149
AATSC8m,-7.1094706325686055
AATSC8p,0.05052113017460856
AATSC8s,0.17743149431972166
AATSC8v,1.9664761389546166
ATS0are,262.68829999999997
ATS1are,279.07079999999996
ATS2are,523.1929
ATS3are,629.5580000000001
ATS4are,761.7869999999998
ATS5are,633.9605999999999
ATS6are,569.6518000000001
ATS7are,420.47300000000007
ATS8are,454.201
ATSC0dv,189.08401084010845
ATSC0pe,6.155439024390242
ATSC0se,4.2704071219512185
ATSC1dv,26.12327318395136
ATSC1pe,0.2231273646638905
ATSC1se,0.2505723599048174
ATSC2dv,40.86251569832775
ATSC2pe,1.1498760261748957
ATSC2se,0.8842961064842331
ATSC3dv,-28.555158966223793
ATSC3pe,-0.5185674003569312
ATSC3se,-0.9386418554431892
ATSC4dv,-167.0974948773878
ATSC4pe,-6.200564485425339
ATSC4se,-4.11466791493159
ATSC5dv,-27.975940247207348
ATSC5pe,-0.6330922070196296
ATSC5se,0.18232067221891785
ATSC6dv,73.04719413047788
ATSC6pe,3.332208625817964
ATSC6se,2.04893769006544
ATSC7dv,18.19736929076607
ATSC7pe,0.9341099345627585
ATSC7se,0.020867819155265553
ATSC8dv,-89.66170930001978
ATSC8pe,-2.374138845925043
ATSC8se,-1.0472929857227866
AXp-0dv,0.6121347060567515
AXp-1dv,0.356128648009531
AXp-2dv,0.20673792208392366
AXp-3dv,0.12113822885750414
AXp-4dv,0.07089332286840835
AXp-5dv,0.037952658663522154
AXp-6dv,0.02364883084999552
AXp-7dv,0.013643651612924244
BertzCT,698.0395427345687
ECIndex,398
ETA_eta,18.052530013463496
GATS1dv,0.6537706203194723
GATS1pe,0.628394903483115
GATS1se,0.6101412707265385
GATS2dv,0.9565695716318684
GATS2pe,0.8978454484714632
GATS2se,0.8753941986086511
GATS3dv,0.9827044161734294
GATS3pe,0.8750411798281419
GATS3se,0.9481457784283678
GATS4dv,1.389765560526796
GATS4pe,1.4827960228402757
GATS4se,1.5149191859057056
GATS5dv,0.9897503689889644
GATS5pe,0.9893784666533495
GATS5se,0.9641314300752111
GATS6dv,0.7385752880811786
GATS6pe,0.6187414065688481
GATS6se,0.5886706005331347
GATS7dv,0.8172291197748025
GATS7pe,0.7479516889453425
GATS7se,0.825234626453307
GATS8dv,1.5068832894221922
GATS8pe,1.6030031922498886
GATS8se,1.5396532225602695
LogEE_A,4.033207854588119
LogEE_D,95.27253011409843
MATS1dv,0.13173106023739783
MATS1pe,0.034562822710091624
MATS1se,0.05594731947430484
MATS2dv,0.11215717450763688
MATS2pe,0.0969502093721334
MATS2se,0.10746949237805209
MATS3dv,-0.06254296099792855
MATS3pe,-0.034889507581911346
MATS3se,-0.09102890059061768
MATS4dv,-0.3044752728816114
MATS4pe,-0.34706361835307986
MATS4se,-0.33197272599434036
MATS5dv,-0.05947214063060296
MATS5pe,-0.041342012985292526
MATS5se,0.017161305306234227
MATS6dv,0.1649914184773261
MATS6pe,0.23119890581929653
MATS6se,0.20491421859225822
MATS7dv,0.057185848398967364
MATS7pe,0.09017241962480527
MATS7se,0.0029036385230702525
MATS8dv,-0.2817649536752002
MATS8pe,-0.22918270788171424
MATS8se,-0.14572487118370614
MAXaaCH,1.701947515117158
MAXaasC,0.8323467025699172
MAXdssC,-0.10066072192064235
MAXsCH3,1.699326346853403
MAXsssN,1.5629631204333585
MDEC-11,0.25
MDEC-12,2.8074842538847644
MDEC-13,2.6358665872816966
MDEC-22,8.075602941727182
MDEC-23,9.750855466018306
MDEC-33,2.525064635825322
MDEN-33,0.7211247851537042
MDEO-11,0.5952753944880748
MDEO-12,0.4613285758971775
MINaaCH,1.5681840513983372
MINaasC,0.2678694255479974
MINdssC,-0.10066072192064235
MINsCH3,1.6874744950015512
MINsssN,1.4440817901234568
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.053571428571429
SM1_Dzi,1.281385004616356
SM1_Dzm,2.0499215542742757
SM1_Dzp,-5.459584580867579
SM1_Dzv,-2.3963729217909213
SddssSe,0
SpAD_Dt,390.64934561430925
SpAbs_A,28.21398534129987
SpAbs_D,190.54506022819695
SpMAD_A,1.2824538791499942
SpMAD_D,8.661139101281677
SpMax_A,2.4867402962003333
SpMax_D,95.27253011409843
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,78.54
TpiPC10,7.950931933678383
VAdjMat,5.584962500721156
VE1_DzZ,4.599198449156338
VE1_Dzi,4.619201881024634
VE1_Dzm,4.599159209431353
VE1_Dzp,4.571211927202459
VE1_Dzv,4.592208762851967
VE2_DzZ,0.20905447496165175
VE2_Dzi,0.2099637218647561
VE2_Dzm,0.20905269133778878
VE2_Dzp,0.20778236032738448
VE2_Dzv,0.20873676194781668
VE3_DzZ,2.3143393984925877
VE3_Dzi,2.318679297509424
VE3_Dzm,2.314330866594516
VE3_Dzp,2.308235722061236
VE3_Dzv,2.312818480641704
VR1_DzZ,122.34544968850737
VR1_Dzi,121.04795252614777
VR1_Dzm,122.34892253838255
VR1_Dzp,125.46603285012901
VR1_Dzv,123.73300214007395
VR2_DzZ,5.561156804023063
VR2_Dzi,5.502179660279444
VR2_Dzm,5.561314660835571
VR2_Dzp,5.703001493187682
VR2_Dzv,5.624227370003362
VR3_DzZ,5.595305958621485
VR3_Dzi,5.584644129323157
VR3_Dzm,5.595334343825801
VR3_Dzp,5.620492427721902
VR3_Dzv,5.606583395934963
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.08737747720466194
Xch-7dv,0.17611774644311773
Xpc-4dv,3.0266692851367494
Xpc-5dv,4.006470494744489
Xpc-6dv,5.089483319353152
Zagreb1,120.0
Zagreb2,145.0
fragCpx,114.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,2
n6FRing,0
n6HRing,2
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,6
nBondsD,3
nBondsM,9
nBondsO,24
nBondsS,34
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.407031707317072
AATS1are,6.490018604651162
AATS2are,6.622694936708861
AATS3are,6.359171717171718
AATS4are,6.401571428571427
AATS5are,6.215299999999999
AATS6are,5.933872916666668
AATS7are,6.0938115942029
AATS8are,6.5826231884057975
AATSC0dv,4.6118051424416695
AATSC0pe,0.1501326591314693
AATSC0se,0.10415627126710289
AATSC1dv,0.6075179810221246
AATSC1pe,0.005189008480555593
AATSC1se,0.005827264183832963
AATSC2dv,0.5172470341560474
AATSC2pe,0.014555392736391086
AATSC2se,0.011193621601066241
AATSC3dv,-0.2884359491537757
AATSC3pe,-0.005238054549059911
AATSC3se,-0.009481230863062517
AATSC4dv,-1.404180629221746
AATSC4pe,-0.0521055839111373
AATSC4se,-0.03457704130194613
AATSC5dv,-0.2742739239922289
AATSC5pe,-0.006206786343329702
AATSC5se,0.0017874575707737045
AATSC6dv,0.7609082721924779
AATSC6pe,0.034710506518937125
AATSC6se,0.021343100938181665
AATSC7dv,0.2637299897212474
AATSC7pe,0.013537825138590703
AATSC7se,0.00030243216167051524
AATSC8dv,-1.2994450623191272
AATSC8pe,-0.034407809361232514
AATSC8se,-0.01517815921337372
AETA_eta,0.8205695460665225
ATSC0are,6.688239024390241
ATSC1are,-0.14902629387269598
ATSC2are,1.3567248066626985
ATSC3are,-0.5613039857227844
ATSC4are,-6.6507742415229
ATSC5are,-0.4157726948245082
ATSC6are,3.6603452111838184
ATSC7are,0.7924562760261745
ATSC8are,-2.3615437239738246
BCUTZ-1h,16.01312283828343
BCUTZ-1l,5.6933219890509426
BCUTc-1h,0.4467733500046075
BCUTc-1l,-0.41392077780495384
BCUTd-1h,4.048473901903506
BCUTd-1l,0.9714860751131179
BCUTi-1h,14.548700030202857
BCUTi-1l,10.319768003710708
BCUTm-1h,32.066543928726645
BCUTm-1l,11.705108463890411
BCUTp-1h,2.9546033525184794
BCUTp-1l,0.750697047975523
BCUTs-1h,7.014572169905435
BCUTs-1l,0.2975912741197369
BCUTv-1h,24.441831289196546
BCUTv-1l,14.70101737286888
BalabanJ,1.676319632723343
Diameter,11
ETA_beta,25.75
GATS1are,0.6924268499049312
GATS2are,0.9079304244447435
GATS3are,0.8808919866845356
GATS4are,1.4944833981595356
GATS5are,0.9738341094517697
GATS6are,0.5931151412004132
GATS7are,0.7568336059030873
GATS8are,1.6091885535057764
HybRatio,0.5
Lipinski,True
LogEE_Dt,195.32467280715463
MATS1are,-0.021245478492253497
MATS2are,0.10527778662790908
MATS3are,-0.034756417281548796
MATS4are,-0.3426078550294968
MATS5are,-0.024987790941446965
MATS6are,0.2337345343433821
MATS7are,0.07040415488625507
MATS8are,-0.20980651569453296
MAXddssS,-3.5126314484126984
MAXssCH2,0.4207818333562383
MINddssS,-3.5126314484126984
MINssCH2,0.37272775468211994
NsssssAs,0
RotRatio,0.08333333333333333
SM1_Dzpe,1.5300642594859244
SM1_Dzse,1.4861242843716291
SMR_VSA1,17.949197122200808
SMR_VSA2,0.0
SMR_VSA3,9.205125722146711
SMR_VSA4,0.0
SMR_VSA5,11.440239881430351
SMR_VSA6,45.298530437055845
SMR_VSA7,23.762552697081826
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,128.31767058867084
SpAD_Dzi,150.02831415449526
SpAD_Dzm,128.3334863660923
SpAD_Dzp,193.55472012810333
SpAD_Dzv,185.76259280181097
SpAbs_Dt,390.649345614309
SpDiam_A,4.973480592400667
SpDiam_D,142.72428863959414
SpMAD_Dt,17.756788437014055
SpMax_Dt,195.32467280715463
SsssssAs,0
VE1_Dzpe,4.616482050649168
VE1_Dzse,4.614456338938489
VE2_Dzpe,0.20984009321132582
VE2_Dzse,0.20974801540629498
VE3_Dzpe,2.3180903145008647
VE3_Dzse,2.317651418332847
VMcGowan,228.10999999999967
VR1_Dzpe,121.20895883552886
VR1_Dzse,121.3754390491338
VR2_Dzpe,5.509498128887675
VR2_Dzse,5.517065411324264
VR3_Dzpe,5.585973349052591
VR3_Dzse,5.587345904263831
mZagreb1,8.090277777777777
mZagreb2,4.694444444444444
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,2
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,37
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.1631277810826888
AATSC1are,-0.0034657277644813017
AATSC2are,0.017173731729907576
AATSC3are,-0.005669737229523074
AATSC4are,-0.05588885917246134
AATSC5are,-0.004076202890436355
AATSC6are,0.038128595949831444
AATSC7are,0.011484873565596732
AATSC8are,-0.03422527136193949
AETA_beta,1.1704545454545454
BCUTdv-1h,6.022776381737031
BCUTdv-1l,0.6449107732187671
BCUTpe-1h,3.5370168878798545
BCUTpe-1l,2.2361534800101914
BCUTse-1h,3.768313177333755
BCUTse-1l,2.4346840875086833
ETA_alpha,10.366666666666667
ETA_dBeta,-4.75
ETA_eta_B,0.5054928285703557
ETA_eta_F,20.614043372371505
ETA_eta_L,5.296144407057006
ETA_eta_R,38.666573385835
ETA_psi_1,0.5200668896321072
LabuteASA,129.65462196018723
LogEE_DzZ,63.8738779433887
LogEE_Dzi,74.99169964107895
LogEE_Dzm,63.881393523560945
LogEE_Dzp,95.81199282955879
LogEE_Dzv,92.52405960442951
PEOE_VSA1,9.636772684650527
PEOE_VSA2,4.899909730850478
PEOE_VSA3,13.212334168400758
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,23.762552697081826
PEOE_VSA8,33.729613183092106
PEOE_VSA9,23.796633679227174
SM1_Dzare,1.675270236251707
SpAD_Dzpe,150.03388498481334
SpAD_Dzse,149.26938831596163
SpAbs_DzZ,126.93503301094258
SpAbs_Dzi,149.09639778750153
SpAbs_Dzm,126.95232039612179
SpAbs_Dzp,197.08357023998514
SpAbs_Dzv,187.4444921306499
SpDiam_Dt,265.42479065258715
SpMAD_DzZ,5.832621390394129
SpMAD_Dzi,6.81946882520433
SpMAD_Dzm,5.833340289367832
SpMAD_Dzp,8.797941824004697
SpMAD_Dzv,8.443754218264134
SpMax_DzZ,63.8738779433887
SpMax_Dzi,74.99169964107895
SpMax_Dzm,63.881393523560945
SpMax_Dzp,95.81199282955879
SpMax_Dzv,92.52405960442951
VE1_Dzare,4.6182482454168285
VE2_Dzare,0.20992037479167402
VE3_Dzare,2.3184728258969898
VR1_Dzare,121.03650142095154
VR2_Dzare,5.501659155497797
VR3_Dzare,5.584549525105347
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47121212121212125
AETA_dBeta,-0.2159090909090909
AETA_eta_B,0.022976946753197988
AETA_eta_F,0.937001971471432
AETA_eta_L,0.24073383668440937
AETA_eta_R,1.7575715175379545
BCUTare-1h,3.5809996546757206
BCUTare-1l,2.1830886605411233
ETA_beta_s,15.25
ETA_dPsi_A,0.19393311036789274
ETA_dPsi_B,0.0
ETA_eta_BR,0.7634928285703557
ETA_eta_FL,5.112576326745734
ETA_eta_RL,10.40872073380274
LogEE_Dzpe,75.0262408327207
LogEE_Dzse,74.66926959488283
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,4.899909730850478
SlogP_VSA2,64.05265792501908
SlogP_VSA3,21.30491051312021
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,23.094584680902603
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,149.29520893173583
SpAbs_Dzpe,148.9211109779145
SpAbs_Dzse,148.15564902653375
SpDiam_DzZ,94.14561126976287
SpDiam_Dzi,113.34069865985614
SpDiam_Dzm,94.15270119360457
SpDiam_Dzp,136.6087667486679
SpDiam_Dzv,134.84828724727822
SpMAD_Dzpe,6.819722044764243
SpMAD_Dzse,6.784972196180075
SpMax_Dzpe,75.0262408327207
SpMax_Dzse,74.66926959488283
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6931818181818182
AETA_eta_BR,0.03470421948047071
AETA_eta_FL,0.23238983303389701
AETA_eta_RL,0.4731236697183064
DetourIndex,2107
EState_VSA1,10.023291153407584
EState_VSA2,10.926597987855846
EState_VSA3,32.84803314676356
EState_VSA4,11.250837766380558
EState_VSA5,9.205125722146711
EState_VSA6,37.19435490158968
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,4.736862953800049
ETA_beta_ns,10.5
ETA_shape_p,0.19292604501607713
ETA_shape_x,0.08038585209003216
ETA_shape_y,0.30868167202572344
GhoseFilter,True
LogEE_Dzare,74.6576706675655
SlogP_VSA10,10.481923458755384
SlogP_VSA11,0.0
SpAbs_Dzare,148.07683057809834
SpDiam_Dzpe,112.88891496573706
SpDiam_Dzse,112.00303297831266
SpMAD_Dzare,6.786145860533447
SpMax_Dzare,74.6576706675655
TopoPSA(NO),70.16000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.797337648022168
VSA_EState9,32.29862713372386
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.4772727272727273
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.028787878787878765
FilterItLogS,-1.9177693013276447
SpDiam_Dzare,112.69295047836181
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6252032520325205
ETA_epsilon_2,0.9060606060606058
ETA_epsilon_3,0.44193548387096804
ETA_epsilon_4,0.5836879432624116
ETA_epsilon_5,0.9060606060606058
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.18326776816155244
ETA_dEpsilon_B,0.041515308770108894
ETA_dEpsilon_C,-0.14175245939144354
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7727272727272727
MDEDescriptor,"0.25,2.8074842538847644,2.6358665872816966,0.0,8.075602941727182,9.750855466018306,0.0,2.525064635825322,0.0,0.0,0.5952753944880748,0.4613285758971775,0.0,0.0,0.0,0.0,0.0,0.0,0.7211247851537042"
APolDescriptor,46.71706699999999
BCUTDescriptor,"11.988495559959588,31.97207212081065,-0.37802784043508786,0.35348580190814727,5.047112720649342,12.29757128768992"
BPolDescriptor,36.060933
TPSADescriptor,78.54
ALOGPDescriptor,"-0.001499999999998447,2.249999999995341E-6,80.82809999999999"
XLogPDescriptor,-0.42400000000000015
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,325.10962724
ChiPathDescriptor,"15.905412915006313,10.408720733802744,10.021430949005927,8.827590947640072,6.7066467317696254,5.258584534913534,3.5457663067852865,2.6694664848520926,12.854208723219049,7.46636565812473,5.9882064037885865,4.513908284776924,3.1585690677186413,2.058188594055284,1.2223641381235197,0.7487585072194053"
ChiChainDescriptor,"0.0,0.0,0.0,0.2154643755225944,0.37268075307627235,0.0,0.0,0.0,0.08737747720466194,0.1334088540321326"
AtomCountDescriptor,41
BondCountDescriptor,24
SmallRingDescriptor,"3,1,2,1,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.1227106071276594,0.16666666666666666,1.0158111444030276,0.16666666666666666,0.9245451923500665,0.02280752297933222,0.24082567260213988,0.019006269149443516"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,5,1,5,0,0,0"
ZagrebIndexDescriptor,120.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.12
WeightedPathDescriptor,"44.54095602540932,2.0245889102458783,23.903690147559452,10.522499926212571,9.867244996189635"
FractionalPSADescriptor,0.24158004998732563
WienerNumbersDescriptor,"1015.0,40.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.493410609424784,7.870400201297105,11.2772530602226,2.0024901892639817,2.6689069748263274,3.131420044564579"
FractionalCSP3Descriptor,0.5
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,5,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.84375,6.481481481481482,3.1653477717617657"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1387.08
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.5
AutocorrelationDescriptorMass,"32.30557008444323,35.22177077572088,48.35289605090873,52.71334353949329,43.04779929798607"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.6480686259365736,-0.484889558247802,0.2805302069055488,-0.05060579499248016,-0.1631657329306378"
EccentricConnectivityIndexDescriptor,398
AutocorrelationDescriptorPolarizability,"1775.2246764326367,2119.0033992665853,3113.9069533887773,3268.752168363373,2625.5153403990475"
