DLiP-ID,C001DN
AATSC4s,-0.059530091262621425
AATSC4v,-2.283186880883331
AATSC5Z,-0.0854837864905144
AATSC5c,0.00021386356420753175
AATSC5d,-0.06499688125435475
AATSC5i,-0.19343985963073482
AATSC5m,-0.4785172816393959
AATSC5p,-0.025824505510828703
AATSC5s,0.028083259663217792
AATSC5v,-3.9012443007610793
AATSC6Z,-0.4013799462264786
AATSC6c,0.0005798620006207863
AATSC6d,-0.030523268315423135
AATSC6i,-0.09231214889083754
AATSC6m,-1.9076807959943376
AATSC6p,-0.00792903803594316
AATSC6s,-0.07215823069937881
AATSC6v,-2.591009175274512
AATSC7Z,-0.056715476422457174
AATSC7c,-0.0007075869392716985
AATSC7d,-0.05157468214061146
AATSC7i,0.034058655945130974
AATSC7m,-0.2523113173129647
AATSC7p,-0.0017691230285264822
AATSC7s,-0.012526654296260738
AATSC7v,0.38043215634068794
AATSC8Z,-0.6189614589800853
AATSC8c,0.00027323939732011
AATSC8d,0.03852480284679042
AATSC8i,-0.0352271349943114
AATSC8m,-2.9318820576053404
AATSC8p,-0.012930412948973666
AATSC8s,-0.10065966140821808
AATSC8v,-3.51623595607313
ATS0are,349.3847
ATS1are,392.154
ATS2are,708.9029999999998
ATS3are,933.384
ATS4are,1122.4369000000004
ATS5are,1046.9678999999999
ATS6are,984.4359999999999
ATS7are,835.6000000000003
ATS8are,729.4038999999999
ATSC0dv,201.22033898305085
ATSC0pe,5.050050847457625
ATSC0se,2.909894915254235
ATSC1dv,63.49353634013213
ATSC1pe,0.3311236713588121
ATSC1se,0.012567531169202627
ATSC2dv,1.8925596093076615
ATSC2pe,0.6838873312266707
ATSC2se,0.9341498431485173
ATSC3dv,-55.69175524274635
ATSC3pe,-0.6755005745475383
ATSC3se,-0.2957517391554153
ATSC4dv,-61.66618787704683
ATSC4pe,-1.5713959781671916
ATSC4se,-0.8355807411663315
ATSC5dv,-29.082734846308533
ATSC5pe,0.467189773053717
ATSC5se,0.10359498879632355
ATSC6dv,-43.572823901177834
ATSC6pe,-0.6549439241597209
ATSC6se,-0.27020703131284257
ATSC7dv,-31.31370295891984
ATSC7pe,-0.7953944268888254
ATSC7se,-0.6474099810399316
ATSC8dv,-8.361390405056015
ATSC8pe,-1.1469305946567054
ATSC8se,-0.6880583981614486
AXp-0dv,0.5891553636045298
AXp-1dv,0.3180843742447376
AXp-2dv,0.1809899630133417
AXp-3dv,0.10096618306622841
AXp-4dv,0.05709200041039031
AXp-5dv,0.03247982768269106
AXp-6dv,0.018394213176967246
AXp-7dv,0.01035474587780566
BertzCT,1058.9459141957213
ECIndex,849
ETA_eta,29.008063150070335
GATS1dv,0.6107969131048646
GATS1pe,0.7686494977715406
GATS1se,0.807637325221559
GATS2dv,1.0740119242939177
GATS2pe,0.966625308135117
GATS2se,0.8864955896423747
GATS3dv,1.0234388327817392
GATS3pe,0.8530290097151076
GATS3se,0.7857211136498936
GATS4dv,1.0936653294867476
GATS4pe,1.114927511637741
GATS4se,1.109908365213647
GATS5dv,1.0191955443701508
GATS5pe,0.9188882917923962
GATS5se,0.9136899673309874
GATS6dv,1.1365680028083993
GATS6pe,1.2889164109012008
GATS6se,1.3730816972655902
GATS7dv,1.100557461406518
GATS7pe,1.213245140577975
GATS7se,1.2669955621864195
GATS8dv,1.0902027541083383
GATS8pe,1.3853774594022892
GATS8se,1.535659301689239
LogEE_A,4.356841617335133
LogEE_D,186.02325810125922
MATS1dv,0.29550790441962943
MATS1pe,0.06140531166122586
MATS1se,0.004044679627628694
MATS2dv,0.0048253838040548235
MATS2pe,0.06947730740725352
MATS2se,0.164699928589651
MATS3dv,-0.10335082653792355
MATS3pe,-0.04994878131955783
MATS3se,-0.03795289650899441
MATS4dv,-0.0941729138589398
MATS4pe,-0.09561822320410708
MATS4se,-0.08823926844971208
MATS5dv,-0.04711257092224985
MATS5pe,0.03015581103274955
MATS5se,0.011604725683581858
MATS6dv,-0.07650315944929549
MATS6pe,-0.04581882071944333
MATS6se,-0.03280612088622236
MATS7dv,-0.06420643036209071
MATS7pe,-0.0649834503630237
MATS7se,-0.0917947955990685
MATS8dv,-0.01977137857577601
MATS8pe,-0.10806167956994282
MATS8se,-0.11250668304736836
MAXaaCH,2.305984381279295
MAXaaaC,1.449564822020561
MAXaasC,1.4745871587817492
MAXaasN,2.257221081145178
MAXdssC,-0.3335917498440051
MAXsCH3,2.227799115016377
MAXssNH,2.9947864701436133
MAXsssN,2.4906635540018476
MDEC-11,0.14285714285714285
MDEC-12,4.153837955204719
MDEC-13,3.936348474961716
MDEC-22,16.248554658303167
MDEC-23,26.65019266634335
MDEC-33,10.258296649243478
MDEN-23,0.3535533905932738
MDEN-33,0.19999999999999996
MDEO-12,0.4999999999999999
MINaaCH,1.952130764343378
MINaaaC,1.3271678508226337
MINaasC,1.0017195076217305
MINaasN,2.257221081145178
MINdssC,-0.3335917498440051
MINsCH3,2.1409553540810826
MINssNH,2.9947864701436133
MINsssN,2.4906635540018476
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.9285714285714287
SM1_Dzi,1.022017128129546
SM1_Dzm,0.9260316936439501
SM1_Dzp,-3.719133983223758
SM1_Dzv,-1.7559628408463377
SddssSe,0
SpAD_Dt,863.3778146538982
SpAbs_A,40.17189480412456
SpAbs_D,372.0465162025183
SpMAD_A,1.3390631601374854
SpMAD_D,12.401550540083948
SpMax_A,2.5763158419198344
SpMax_D,186.02325810125922
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,46.50000000000001
TpiPC10,8.906066200462606
VAdjMat,6.087462841250339
VE1_DzZ,5.410248840352158
VE1_Dzi,5.408270028241084
VE1_Dzm,5.410245376347904
VE1_Dzp,5.399531057800484
VE1_Dzv,5.405465674425044
VE2_DzZ,0.1803416280117386
VE2_Dzi,0.18027566760803612
VE2_Dzm,0.1803415125449301
VE2_Dzp,0.17998436859334946
VE2_Dzv,0.18018218914750148
VE3_DzZ,2.7869073768369357
VE3_Dzi,2.786541557419846
VE3_Dzm,2.786906736569646
VE3_Dzp,2.784924397319369
VE3_Dzv,2.786022892278397
VR1_DzZ,195.7430980025884
VR1_Dzi,195.85340539621745
VR1_Dzm,195.74397447913853
VR1_Dzp,197.541803421102
VR1_Dzv,196.7710478811452
VR2_DzZ,6.524769933419614
VR2_Dzi,6.528446846540581
VR2_Dzm,6.524799149304617
VR2_Dzp,6.5847267807034005
VR2_Dzv,6.5590349293715065
VR3_DzZ,6.375415363671364
VR3_Dzi,6.375978736406254
VR3_Dzm,6.375419841349488
VR3_Dzp,6.3845625135035124
VR3_Dzv,6.380653148038799
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.032274861218395144
Xch-6dv,0.2184951718813195
Xch-7dv,0.40159056482239974
Xpc-4dv,2.6540429076277614
Xpc-5dv,4.196368317083545
Xpc-6dv,6.39472740212605
Zagreb1,166.0
Zagreb2,200.0
fragCpx,286.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,2
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,34
nBondsS,46
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,5
naHRing,1
AATS0are,5.921774576271186
AATS1are,6.224666666666667
AATS2are,6.164373913043477
AATS3are,5.907493670886076
AATS4are,5.846025520833336
AATS5are,5.784353038674032
AATS6are,5.894826347305389
AATS7are,5.843356643356645
AATS8are,5.882289516129031
AATSC0dv,3.4105142200517093
AATSC0pe,0.08559408216029872
AATSC0se,0.049320252800919236
AATSC1dv,1.0078339101608276
AATSC1pe,0.005255931291409716
AATSC1se,0.00019948462173337503
AATSC2dv,0.016457040080936187
AATSC2pe,0.005946846358492789
AATSC2se,0.008123042114334933
AATSC3dv,-0.3524794635616858
AATSC3pe,-0.004275320092073027
AATSC3se,-0.0018718464503507297
AATSC4dv,-0.3211780618596189
AATSC4pe,-0.008184354052954123
AATSC4se,-0.004351983026907977
AATSC5dv,-0.16067809307352782
AATSC5pe,0.0025811589671476077
AATSC5se,0.0005723480043995776
AATSC6dv,-0.2609151131807056
AATSC6pe,-0.0039218199051480294
AATSC6se,-0.0016180061755260034
AATSC7dv,-0.21897694376867022
AATSC7pe,-0.005562198789432346
AATSC7se,-0.004527342524754767
AATSC8dv,-0.0674305677827098
AATSC8pe,-0.00924944027948956
AATSC8se,-0.005548858049689102
AETA_eta,0.9669354383356779
ATSC0are,5.162664406779659
ATSC1are,0.2314397012352907
ATSC2are,0.9513117494972922
ATSC3are,-0.6194165469692543
ATSC4are,-1.577257052571097
ATSC5are,0.44135495547255954
ATSC6are,-0.5598772191898814
ATSC7are,-1.0168069520252776
ATSC8are,-1.1590201091640289
BCUTZ-1h,8.028865914719407
BCUTZ-1l,5.668960640190834
BCUTc-1h,0.49655870053403195
BCUTc-1l,-0.4732557534518288
BCUTd-1h,3.3024308464806933
BCUTd-1l,0.9779124272139638
BCUTi-1h,14.551898324467754
BCUTi-1l,10.929860280952898
BCUTm-1h,16.014007341510336
BCUTm-1l,11.680380845551372
BCUTp-1h,2.019066014202247
BCUTp-1l,0.7405442657792035
BCUTs-1h,7.008274119474146
BCUTs-1l,1.1735119118196573
BCUTv-1h,20.921290945172714
BCUTv-1l,14.70145496054841
BalabanJ,1.140097452282073
Diameter,16
ETA_beta,35.25
GATS1are,0.7914176649092792
GATS2are,0.9669932704854002
GATS3are,0.8308701591827923
GATS4are,1.1190302427134369
GATS5are,0.914042139071186
GATS6are,1.316553279265108
GATS7are,1.250444066913489
GATS8are,1.4227101398174373
HybRatio,0.4
Lipinski,True
LogEE_Dt,431.6889073269491
MATS1are,0.0419831892898643
MATS2are,0.09453728741918481
MATS3are,-0.044802663395410905
MATS4are,-0.0938813585887634
MATS5are,0.027866828753020757
MATS6are,-0.03831373069030256
MATS7are,-0.08126070501233487
MATS8are,-0.10681872809031356
MAXssCH2,1.1059383757245271
MAXsssCH,0.5340575532651859
MINssCH2,0.30627319493723903
MINsssCH,0.4176330099941209
NsssssAs,0
RotRatio,0.11764705882352941
SM1_Dzpe,1.0009944920440637
SM1_Dzse,0.9177785797741316
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,12.965578028838582
SMR_VSA5,31.40827208567429
SMR_VSA6,20.13718479450234
SMR_VSA7,71.41813459439695
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,310.30059551933203
SpAD_Dzi,307.1403262570792
SpAD_Dzm,310.36857828025717
SpAD_Dzp,432.63830523801744
SpAD_Dzv,381.333712071202
SpAbs_Dt,863.3778146538984
SpDiam_A,5.083532014618976
SpDiam_D,286.7659507032529
SpMAD_Dt,28.779260488463272
SpMax_Dt,431.6889073269491
SsssssAs,0
VE1_Dzpe,5.410111757890971
VE1_Dzse,5.410264450845299
VE2_Dzpe,0.1803370585963657
VE2_Dzse,0.18034214836150994
VE3_Dzpe,2.78688203896396
VE3_Dzse,2.786910262188623
VMcGowan,316.09000000000106
VR1_Dzpe,195.73383084278865
VR1_Dzse,195.74480063908348
VR2_Dzpe,6.524461028092955
VR2_Dzse,6.524826687969449
VR3_Dzpe,6.375368019068816
VR3_Dzse,6.375424061955531
mZagreb1,8.222222222222221
mZagreb2,6.444444444444443
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,55
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.08750278655558745
AATSC1are,0.0036736460513538205
AATSC2are,0.00827227608258515
AATSC3are,-0.003920357892210471
AATSC4are,-0.00821488048214113
AATSC5are,0.0024384251683566825
AATSC6are,-0.003352558198741805
AATSC7are,-0.007110538126050892
AATSC8are,-0.00934693636422604
AETA_beta,1.175
BCUTdv-1h,6.02813870670311
BCUTdv-1l,0.9960195564223814
BCUTpe-1h,3.5018326920532856
BCUTpe-1l,2.2182276007229937
BCUTse-1h,3.714570875976268
BCUTse-1l,2.414110278851343
ETA_alpha,14.366666666666667
ETA_dBeta,-4.25
ETA_eta_B,0.3168567740490751
ETA_eta_F,25.66278373098048
ETA_eta_L,7.767740190311615
ETA_eta_R,54.670846881050814
ETA_psi_1,0.6053370786516857
LabuteASA,177.17675789957215
LogEE_DzZ,155.1812501406184
LogEE_Dzi,153.58462671790812
LogEE_Dzm,155.21515686325006
LogEE_Dzp,215.64225915980893
LogEE_Dzv,190.37419556212663
PEOE_VSA1,19.520660936448213
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,42.46456947923127
PEOE_VSA7,48.56394281824319
PEOE_VSA8,49.19670017350582
PEOE_VSA9,0.0
SM1_Dzare,1.1284318287575617
SpAD_Dzpe,308.27824582314025
SpAD_Dzse,310.6006632576117
SpAbs_DzZ,309.4770824338623
SpAbs_Dzi,306.254578079367
SpAbs_Dzm,309.5472184675208
SpAbs_Dzp,435.0036523028416
SpAbs_Dzv,382.50435396509965
SpDiam_Dt,590.0960910577963
SpMAD_DzZ,10.343353183977735
SpMAD_Dzi,10.238010875235974
SpMAD_Dzm,10.345619276008572
SpMAD_Dzp,14.421276841267249
SpMAD_Dzv,12.711123735706733
SpMax_DzZ,155.1812501406184
SpMax_Dzi,153.58462671790812
SpMax_Dzm,155.21515686325006
SpMax_Dzp,215.64225915980893
SpMax_Dzv,190.37419556212663
VE1_Dzare,5.410076170680263
VE2_Dzare,0.18033587235600876
VE3_Dzare,2.7868754610355646
VR1_Dzare,195.70361709462682
VR2_Dzare,6.523453903154228
VR3_Dzare,6.37521364575384
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4788888888888889
AETA_dBeta,-0.14166666666666666
AETA_eta_B,0.010561892468302502
AETA_eta_F,0.855426124366016
AETA_eta_L,0.2589246730103872
AETA_eta_R,1.8223615627016938
BCUTare-1h,3.5556237059079927
BCUTare-1l,2.1684125482582957
ETA_beta_s,19.75
ETA_dPsi_A,0.10866292134831423
ETA_dPsi_B,0.0
ETA_eta_BR,0.746856774049075
ETA_eta_FL,6.8296165980124055
ETA_eta_RL,14.59735678832402
LogEE_Dzpe,154.17248939463826
LogEE_Dzse,155.33092424813165
PEOE_VSA10,6.606881964512918
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,41.739275073230544
SlogP_VSA3,24.812238523916168
SlogP_VSA4,5.917906046161393
SlogP_VSA5,29.02908214417839
SlogP_VSA6,54.72778011930596
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,304.802074662667
SpAbs_Dzpe,307.39900652219046
SpAbs_Dzse,309.7856576981553
SpDiam_DzZ,243.75229005935648
SpDiam_Dzi,241.35462614386842
SpDiam_Dzm,243.80761550632644
SpDiam_Dzp,344.94973951392103
SpDiam_Dzv,301.6966241026289
SpMAD_Dzpe,10.27594152743801
SpMAD_Dzse,10.35335544192039
SpMax_Dzpe,154.17248939463826
SpMax_Dzse,155.33092424813165
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6583333333333333
AETA_eta_BR,0.024895225801635834
AETA_eta_FL,0.22765388660041352
AETA_eta_RL,0.4865785596108007
DetourIndex,6355
EState_VSA1,0.0
EState_VSA2,6.093240070938415
EState_VSA3,31.02929129189624
EState_VSA4,24.94985114346159
EState_VSA5,22.02982791547505
EState_VSA6,0.0
EState_VSA7,30.33183534230805
EState_VSA8,53.27508672500045
EState_VSA9,4.736862953800049
ETA_beta_ns,15.5
ETA_shape_p,0.09280742459396751
ETA_shape_x,0.0
ETA_shape_y,0.3689095127610209
GhoseFilter,True
LogEE_Dzare,152.4386517256254
SlogP_VSA10,4.794537184071822
SlogP_VSA11,0.0
SpAbs_Dzare,303.82192454764834
SpDiam_Dzpe,242.12964627216797
SpDiam_Dzse,243.99350579943012
SpMAD_Dzare,10.160069155422233
SpMax_Dzare,152.4386517256254
TopoPSA(NO),46.50000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.257221081145178
VSA_EState9,58.24277891885483
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.5166666666666667
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.021111111111111094
FilterItLogS,-5.161280218915884
SpDiam_Dzare,239.32308383749455
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5497175141242938
ETA_epsilon_2,0.7911111111111107
ETA_epsilon_3,0.4463414634146338
ETA_epsilon_4,0.5018264840182644
ETA_epsilon_5,0.7752688172043006
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.10337605070966
ETA_dEpsilon_B,0.047891030106029464
ETA_dEpsilon_C,-0.05548502060363053
ETA_dEpsilon_D,0.015842293906810023
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.9
MDEDescriptor,"0.14285714285714285,4.153837955204719,3.936348474961716,0.0,16.248554658303167,26.65019266634335,0.0,10.258296649243476,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.3535533905932738,0.19999999999999996"
APolDescriptor,68.24099699999996
BCUTDescriptor,"11.994267374829155,15.995930312617766,-0.3302586577957551,0.33771278881040373,4.517156586054746,11.650212848607518"
BPolDescriptor,39.197002999999995
TPSADescriptor,46.50000000000001
ALOGPDescriptor,"3.093100000000003,9.567267610000018,117.05"
XLogPDescriptor,4.103
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,403.22597740000003
ChiPathDescriptor,"20.664561460070647,14.597356788324024,13.451062338849615,11.589951653546805,10.140812869053251,8.837395433090125,6.263553080713778,5.094376402681341,17.674660908135895,10.81486872432108,8.868508187653743,6.865700448503535,5.480832039397468,4.254857426432529,2.777526189722055,1.9881112085386872"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.5060593834837511,0.8943498817111291,0.0,0.0,0.03227486121839514,0.21849517188131953,0.4015905648223998"
AtomCountDescriptor,59
BondCountDescriptor,34
SmallRingDescriptor,"5,3,2,2,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.9904367775793026,0.0,0.44983859872184484,0.0,1.211021086727785,0.0,0.24557817146849692,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,9,4,3,3,2,0"
ZagrebIndexDescriptor,166.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.66
WeightedPathDescriptor,"62.627219670681484,2.087573989022716,15.245789532510756,5.549796955034223,9.695992577476535"
FractionalPSADescriptor,0.1153199511098761
WienerNumbersDescriptor,"2692.0,51.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.754075214354972,8.12971888577569,12.528953409570848,2.6540429076277623,4.196368317083545,5.917204616940776"
FractionalCSP3Descriptor,0.4
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,5,0,0,9,3,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.825259515570934,9.46938775510204,4.577854671280277"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,3099.05
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.4
AutocorrelationDescriptorMass,"32.62887897491133,36.32573139684124,52.37675773906984,54.322279217467255,49.34989565238285"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.490395249148681,-0.391914198999811,0.23813999597130375,-0.11648213840368536,0.03976554707602252"
EccentricConnectivityIndexDescriptor,849
AutocorrelationDescriptorPolarizability,"2293.0606276153526,2775.2164947217607,4089.7797361217263,4222.860166407589,3664.7793574043208"
