DLiP-ID,P000EI
AATSC4s,-0.1606093215535658
AATSC4v,-9.889412297085808
AATSC5Z,-0.0821799307958478
AATSC5c,0.0002304355045083492
AATSC5d,0.06213956170703577
AATSC5i,0.03792865607828312
AATSC5m,-0.39474444831314925
AATSC5p,-0.002341479646662848
AATSC5s,-0.07275246699987188
AATSC5v,-0.4887411134312516
AATSC6Z,0.8588235294117643
AATSC6c,0.0015587962451627968
AATSC6d,0.012586505190311414
AATSC6i,0.037555260495758004
AATSC6m,4.120143568987889
AATSC6p,0.02486750543900636
AATSC6s,0.037697039600153734
AATSC6v,5.998059409675206
AATSC7Z,-0.6215462479987605
AATSC7c,-0.001745678664870656
AATSC7d,-0.07807093425605534
AATSC7i,0.043344012371297466
AATSC7m,-2.8512523075743683
AATSC7p,0.005631621636594788
AATSC7s,-0.07435573000051644
AATSC7v,-0.01609627866272173
AATSC8Z,-1.612509981368113
AATSC8c,0.0005519282666636495
AATSC8d,0.0029245408570668123
AATSC8i,-0.07026770804921639
AATSC8m,-7.611116436521824
AATSC8p,-0.017098849302025765
AATSC8s,-0.09599414426404043
AATSC8v,-7.205256839836734
ATS0are,418.6943
ATS1are,464.0498
ATS2are,836.3207
ATS3are,1061.7665999999997
ATS4are,1167.1509999999996
ATS5are,1190.9148
ATS6are,995.644
ATS7are,815.2539999999999
ATS8are,790.9300000000002
ATSC0dv,274.2352941176471
ATSC0pe,7.6626985294117596
ATSC0se,4.652046764705882
ATSC1dv,117.63321799307963
ATSC1pe,1.080548615916968
ATSC1se,0.3247723079584739
ATSC2dv,50.37024221453288
ATSC2pe,0.8121513624567662
ATSC2se,0.41190755622836706
ATSC3dv,-47.35640138408304
ATSC3pe,1.1246904628027818
ATSC3se,1.0068654593425563
ATSC4dv,-133.43598615916954
ATSC4pe,-3.86956639273356
ATSC4se,-2.0113077110726634
ATSC5dv,5.941176470588225
ATSC5pe,-0.19648676470589926
ATSC5se,-0.1437007647058759
ATSC6dv,5.7647058823529385
ATSC6pe,1.3555272058823375
ATSC6se,0.6368126764705928
ATSC7dv,-113.16955017301035
ATSC7pe,-2.592817690311414
ATSC7se,-1.6521215657439452
ATSC8dv,-70.86159169550172
ATSC8pe,-2.979750129757779
ATSC8se,-1.4366253442906576
AXp-0dv,0.5894541840828766
AXp-1dv,0.31447032531311503
AXp-2dv,0.1690688572580469
AXp-3dv,0.0963246691645779
AXp-4dv,0.05351850370186857
AXp-5dv,0.02928594099829212
AXp-6dv,0.01602494003437791
AXp-7dv,0.008881909388319427
BertzCT,1157.5817624642286
ECIndex,1260
ETA_eta,34.34026903803751
GATS1dv,0.4818449401782735
GATS1pe,0.6900444742126229
GATS1se,0.7716016288452017
GATS2dv,0.9726004630584782
GATS2pe,1.0077397271406983
GATS2se,1.044776423036074
GATS3dv,1.0801327643432908
GATS3pe,0.9270959819541813
GATS3se,0.9130379345744136
GATS4dv,1.0780117378055523
GATS4pe,1.0976578423040613
GATS4se,1.077680196196406
GATS5dv,0.8982196482196481
GATS5pe,0.912001896122066
GATS5se,0.8767470662344131
GATS6dv,0.9664843414843414
GATS6pe,0.8822606073923813
GATS6se,0.8962706042292955
GATS7dv,1.2443693693693691
GATS7pe,1.1868860513162027
GATS7se,1.228812668731075
GATS8dv,1.0787479787479788
GATS8pe,1.1947466081020248
GATS8se,1.2103300481269694
LogEE_A,4.495624281114985
LogEE_D,281.61503038201175
MATS1dv,0.40511940511940525
MATS1pe,0.13317999309745204
MATS1se,0.06593429031880624
MATS2dv,0.09534288923601901
MATS2pe,0.055016486869848974
MATS2se,0.04596140584013106
MATS3dv,-0.06867017393333182
MATS3pe,0.05836655696693539
MATS3se,0.08606769517755895
MATS4dv,-0.17055199529426332
MATS4pe,-0.1770059012634538
MATS4se,-0.15154500611992527
MATS5dv,0.007221507221507209
MATS5pe,-0.008547326765356597
MATS5se,-0.010296597890065932
MATS6dv,0.008408408408408403
MATS6pe,0.07075978263685637
MATS6se,0.054755483655234
MATS7dv,-0.20941623926698547
MATS7pe,-0.17170951275898702
MATS7se,-0.18021960885016555
MATS8dv,-0.13516153516153515
MATS8pe,-0.20340595723937643
MATS8se,-0.1615343960871366
MAXaaCH,2.1845193337640127
MAXaaaC,0.675303439385057
MAXaasC,1.346459928859821
MAXaasN,1.6412628219075376
MAXdssC,0.1818931085041775
MAXsCH3,1.970481891331322
MAXsssN,2.3025326555128003
MDEC-11,0.25671049593397294
MDEC-12,4.797299848841242
MDEC-13,3.0775449907673678
MDEC-22,18.708771785694857
MDEC-23,21.992359492516414
MDEC-33,4.3884759603083445
MDEN-22,1.4422495703074083
MDEN-23,1.9074121200462792
MDEN-33,0.7218182957671718
MDEO-12,0.1873171623163388
MDEO-22,0.07692307692307693
MINaaCH,1.9215405996853154
MINaaaC,0.675303439385057
MINaasC,0.3940534393850561
MINaasN,1.6412628219075376
MINdssC,0.1818931085041775
MINsCH3,1.5722162671291346
MINsssN,1.8002346336667845
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.75
SM1_Dzi,2.0961496558384387
SM1_Dzm,1.745297986671394
SM1_Dzp,-6.8741555202901825
SM1_Dzv,-3.4322558318780785
SddssSe,0
SpAD_Dt,859.6861476393674
SpAbs_A,46.735226688438075
SpAbs_D,563.2300607640238
SpMAD_A,1.3352921910982307
SpMAD_D,16.092287450400676
SpMax_A,2.44634665785583
SpMax_D,281.61503038201175
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,88.33
TpiPC10,8.682134769866257
VAdjMat,6.285402218862249
VE1_DzZ,5.8357732123049795
VE1_Dzi,5.8378409938512466
VE1_Dzm,5.835755478023399
VE1_Dzp,5.807483800229642
VE1_Dzv,5.817067634080624
VE2_DzZ,0.166736377494428
VE2_Dzi,0.16679545696717848
VE2_Dzm,0.16673587080066854
VE2_Dzp,0.16592810857798979
VE2_Dzv,0.16620193240230355
VE3_DzZ,3.016769738274887
VE3_Dzi,3.0171240041485703
VE3_Dzm,3.016766699378775
VE3_Dzp,3.011910364697106
VE3_Dzv,3.013559260325735
VR1_DzZ,243.24530813972345
VR1_Dzi,243.07191216323477
VR1_Dzm,243.24783121314013
VR1_Dzp,246.93537145127084
VR1_Dzv,245.68773460719848
VR2_DzZ,6.949865946849242
VR2_Dzi,6.944911776092422
VR2_Dzm,6.949938034661146
VR2_Dzp,7.055296327179167
VR2_Dzv,7.0196495602056705
VR3_DzZ,6.746833401152331
VR3_Dzi,6.746120302883969
VR3_Dzm,6.746843773645642
VR3_Dzp,6.761889616842516
VR3_Dzv,6.756824326577824
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.16990033411982686
Xch-7dv,0.2418091854304405
Xpc-4dv,2.5918497967212293
Xpc-5dv,3.318310487798095
Xpc-6dv,3.982915478647335
Zagreb1,188.0
Zagreb2,224.0
fragCpx,331.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,2
n6FRing,0
n6HRing,3
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,39
nBondsS,55
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,10
naHRing,2
AATS0are,6.157269117647059
AATS1are,6.445136111111111
AATS2are,6.384127480916031
AATS3are,6.20916140350877
AATS4are,6.0162422680412355
AATS5are,5.837817647058824
AATS6are,5.8567294117647055
AATS7are,6.083985074626865
AATS8are,6.084076923076925
AATSC0dv,4.03287197231834
AATSC0pe,0.1126867430795847
AATSC0se,0.06841245242214533
AATSC1dv,1.6337946943483281
AATSC1pe,0.015007619665513443
AATSC1se,0.004510726499423249
AATSC2dv,0.38450566575979295
AATSC2pe,0.006199628721044017
AATSC2se,0.0031443324902928785
AATSC3dv,-0.2769380197899593
AATSC3pe,0.006577137209372993
AATSC3se,0.005888102101418458
AATSC4dv,-0.6878143616452038
AATSC4pe,-0.019946218519245155
AATSC4se,-0.01036756552099311
AATSC5dv,0.029123414071510905
AATSC5pe,-0.0009631704152249964
AATSC5se,-0.0007044155132640975
AATSC6dv,0.03391003460207611
AATSC6pe,0.007973689446366691
AATSC6se,0.0037459569204152518
AATSC7dv,-0.8445488818881369
AATSC7pe,-0.019349385748592643
AATSC7se,-0.012329265415999591
AATSC8dv,-0.5450891668884748
AATSC8pe,-0.022921154844290605
AATSC8se,-0.011050964186851212
AETA_eta,0.9811505439439289
ATSC0are,8.119769117647055
ATSC1are,1.0110326989619447
ATSC2are,0.8558844939446482
ATSC3are,1.5122541306228445
ATSC4are,-3.909238365051902
ATSC5are,-0.1911794117647171
ATSC6are,1.2496374999999906
ATSC7are,-2.883539143598612
ATSC8are,-2.9028821366781967
BCUTZ-1h,8.022345178553387
BCUTZ-1l,5.692385367142955
BCUTc-1h,0.4608932767310963
BCUTc-1l,-0.523390262259075
BCUTd-1h,3.242253745252705
BCUTd-1l,0.9778143942484732
BCUTi-1h,14.701674565715205
BCUTi-1l,10.95277713184266
BCUTm-1h,16.01056078100607
BCUTm-1l,11.703668830896179
BCUTp-1h,1.9862438256863741
BCUTp-1l,0.7517611575183294
BCUTs-1h,7.008272491399783
BCUTs-1l,1.2236967859047025
BCUTv-1h,20.893571428714143
BCUTv-1l,14.702372978630562
BalabanJ,0.9819637378017445
Diameter,21
ETA_beta,40.75
GATS1are,0.7173389174613312
GATS2are,1.0306333171426052
GATS3are,0.9203931437310418
GATS4are,1.0861864249960909
GATS5are,0.8955692379691322
GATS6are,0.8796232796390364
GATS7are,1.201370366406028
GATS8are,1.184021919353607
HybRatio,0.52
Lipinski,True
LogEE_Dt,429.84307381968364
MATS1are,0.11759745897343711
MATS2are,0.05471533907969397
MATS3are,0.07406173832939483
MATS4are,-0.16875461349169837
MATS5are,-0.007848310668063142
MATS6are,0.0615602479279416
MATS7are,-0.18021307003076004
MATS8are,-0.18700416651115392
MAXssCH2,1.064045433243943
MAXsssCH,0.5191485880721295
MINssCH2,0.5770174219263411
MINsssCH,-0.08208207271260792
NsssssAs,0
RotRatio,0.1794871794871795
SM1_Dzpe,1.9044522643818853
SM1_Dzse,1.72732535244141
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,29.61126278021969
SMR_VSA4,0.0
SMR_VSA5,31.725127320851996
SMR_VSA6,58.38804324888099
SMR_VSA7,41.96165390246666
SMR_VSA8,0.0
SMR_VSA9,11.759976672870742
SpAD_DzZ,448.6825512837696
SpAD_Dzi,438.66116537066426
SpAD_Dzm,448.811425648203
SpAD_Dzp,685.3466415876292
SpAD_Dzv,590.6216685131626
SpAbs_Dt,859.6861476393676
SpDiam_A,4.8338129337556985
SpDiam_D,446.0099017813544
SpMAD_Dt,24.562461361124782
SpMax_Dt,429.84307381968364
SsssssAs,0
VE1_Dzpe,5.836459319636075
VE1_Dzse,5.835674254105082
VE2_Dzpe,0.1667559805610307
VE2_Dzse,0.16673355011728805
VE3_Dzpe,3.016887300588696
VE3_Dzse,3.0167527809608634
VMcGowan,361.8800000000014
VR1_Dzpe,243.16237628375643
VR1_Dzse,243.25743516820606
VR2_Dzpe,6.947496465250183
VR2_Dzse,6.950212433377316
VR3_Dzpe,6.7464924038390635
VR3_Dzse,6.746883255047924
mZagreb1,10.083333333333332
mZagreb2,7.694444444444444
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,2
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,8
nBondsKS,64
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11940836937716257
AATSC1are,0.014042120818915899
AATSC2are,0.006533469419424795
AATSC3are,0.008843591407151137
AATSC4are,-0.02015071322191702
AATSC5are,-0.0009371539792388092
AATSC6are,0.007350808823529357
AATSC7are,-0.02151894883282546
AATSC8are,-0.022329862589832283
AETA_beta,1.1642857142857144
BCUTdv-1h,6.02222773428356
BCUTdv-1l,0.9935835942914373
BCUTpe-1h,3.489405727968756
BCUTpe-1l,2.2417957697104645
BCUTse-1h,3.7022873049908362
BCUTse-1l,2.437812048369509
ETA_alpha,16.3
ETA_dBeta,-7.75
ETA_eta_B,0.38500512147093957
ETA_eta_F,31.338848479058633
ETA_eta_L,9.058514459223248
ETA_eta_R,65.67911751709615
ETA_psi_1,0.5506756756756759
LabuteASA,204.96814966458405
LogEE_DzZ,224.3438154486806
LogEE_Dzi,219.27911318403895
LogEE_Dzm,224.40823484954922
LogEE_Dzp,341.88770302006714
LogEE_Dzv,294.9185764472238
PEOE_VSA1,19.273545369301054
PEOE_VSA2,9.694446914922299
PEOE_VSA3,0.0
PEOE_VSA4,4.5153978936156225
PEOE_VSA5,10.197363616602075
PEOE_VSA6,17.231415945224256
PEOE_VSA7,55.51220625724747
PEOE_VSA8,39.77145401224006
PEOE_VSA9,13.151638370425495
SM1_Dzare,2.156817124243834
SpAD_Dzpe,444.3728307675366
SpAD_Dzse,449.31507473022435
SpAbs_DzZ,447.20743406491863
SpAbs_Dzi,437.00281240126156
SpAbs_Dzm,447.33996749295466
SpAbs_Dzp,690.6495615604247
SpAbs_Dzv,593.269408726326
SpDiam_Dt,620.0247251018504
SpMAD_DzZ,12.81950146525056
SpMAD_Dzi,12.53317615344755
SpMAD_Dzm,12.823183589948657
SpMAD_Dzp,19.581332616789403
SpMAD_Dzv,16.87490481466179
SpMax_DzZ,224.3438154486806
SpMax_Dzi,219.27911318403895
SpMax_Dzm,224.40823484954922
SpMax_Dzp,341.88770302006714
SpMax_Dzv,294.9185764472238
VE1_Dzare,5.837505868067995
VE2_Dzare,0.16678588194479987
VE3_Dzare,3.017066596726366
VR1_Dzare,243.02472845691534
VR2_Dzare,6.943563670197581
VR3_Dzare,6.745926169855576
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46571428571428575
AETA_dBeta,-0.22142857142857142
AETA_eta_B,0.01100014632774113
AETA_eta_F,0.8953956708302466
AETA_eta_L,0.25881469883494995
AETA_eta_R,1.8765462147741756
BCUTare-1h,3.544150308352586
BCUTare-1l,2.191902220996307
ETA_beta_s,24.25
ETA_dPsi_A,0.1633243243243241
ETA_dPsi_B,0.0
ETA_eta_BR,0.8150051214709395
ETA_eta_FL,7.970693981678908
ETA_eta_RL,17.029208440902156
LogEE_Dzpe,222.18495626664483
LogEE_Dzse,224.66059172429271
PEOE_VSA10,18.17425657563185
PEOE_VSA11,5.647177220767728
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,14.373635638450576
SlogP_VSA2,95.04841685674968
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,31.246737983401033
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,5.647177220767728
SlogP_VSA9,0.0
SpAD_Dzare,437.41736612940144
SpAbs_Dzpe,442.78893389733736
SpAbs_Dzse,447.8564023529243
SpDiam_DzZ,358.4099846927007
SpDiam_Dzi,351.64329886894745
SpDiam_Dzm,358.50726354403605
SpDiam_Dzp,536.8575393686824
SpDiam_Dzv,464.3112126992917
SpMAD_Dzpe,12.696366593358189
SpMAD_Dzse,12.837573563720696
SpMax_Dzpe,222.18495626664483
SpMax_Dzse,224.66059172429271
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6928571428571428
AETA_eta_BR,0.023285860613455413
AETA_eta_FL,0.2277341137622545
AETA_eta_RL,0.48654881259720445
DetourIndex,7314
EState_VSA1,0.0
EState_VSA2,11.949020558499466
EState_VSA3,24.18243007102888
EState_VSA4,57.132799886533824
EState_VSA5,5.563451491696996
EState_VSA6,16.525105165743632
EState_VSA7,26.104143319291033
EState_VSA8,49.361333160450506
EState_VSA9,9.473725907600098
ETA_beta_ns,16.5
ETA_shape_p,0.11247443762781185
ETA_shape_x,0.0
ETA_shape_y,0.34355828220858897
GhoseFilter,False
LogEE_Dzare,218.7043103265885
SlogP_VSA10,5.817862777835028
SlogP_VSA11,11.759976672870742
SpAbs_Dzare,435.653519207279
SpDiam_Dzpe,355.2497725672672
SpDiam_Dzse,358.87518135766993
SpMAD_Dzare,12.497639032268612
SpMax_Dzare,218.7043103265885
TopoPSA(NO),88.33
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.6412628219075376
VSA_EState9,72.02540384475914
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.4714285714285714
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03428571428571427
FilterItLogS,-4.180431815438776
SpDiam_Dzare,350.07479082768054
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5808823529411754
ETA_epsilon_2,0.8457142857142854
ETA_epsilon_3,0.4443298969072154
ETA_epsilon_4,0.551315789473683
ETA_epsilon_5,0.8457142857142854
AETA_beta_ns_d,0.02857142857142857
ETA_dEpsilon_A,0.13655245603396
ETA_dEpsilon_B,0.029566563467492424
ETA_dEpsilon_C,-0.10698589256646757
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.47619047619047616
TopoShapeIndex,0.9090909090909091
CDK Descriptors
FMFDescriptor,0.8571428571428571
MDEDescriptor,"0.25671049593397294,4.797299848841242,3.0775449907673678,0.0,18.708771785694857,21.992359492516414,0.0,4.3884759603083445,0.0,0.0,0.0,0.1873171623163388,0.07692307692307693,0.0,0.0,0.0,1.4422495703074083,1.9074121200462792,0.7218182957671718"
APolDescriptor,76.11016899999997
BCUTDescriptor,"11.988240828857903,15.996944316419366,-0.3442820758439807,0.26671879243702457,4.799698772748807,10.191669501886349"
BPolDescriptor,50.10583099999999
TPSADescriptor,88.33
ALOGPDescriptor,"1.220800000000001,1.4903526400000024,128.916"
XLogPDescriptor,4.936
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,479.26448818000006
ChiPathDescriptor,"24.363232072819912,17.029208440902156,15.16226109396172,13.818597897257263,10.87744097715839,8.559997287311296,6.122687136014867,4.549732929946077,20.63089644290068,12.264342687211487,9.298787149192579,7.224350187343342,4.977220844273774,3.3678832148035935,2.003117504297239,1.25234922375304"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4943877491981309,0.8356686332329504,0.0,0.0,0.022360679774997897,0.16990033411982686,0.24180918543044044"
AtomCountDescriptor,68
BondCountDescriptor,39
SmallRingDescriptor,"5,3,4,2,0,0,1,4,0,0,0"
ChiClusterDescriptor,"2.127476015241819,0.0,0.6461683496186241,0.0,1.095719676090675,0.0,0.2244064377723993,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,7,1,7,3,1,0"
ZagrebIndexDescriptor,188.0
LargestChainDescriptor,22
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"72.37989562657977,2.067997017902279,31.41785115340832,8.405029544607869,23.012821608800312"
FractionalPSADescriptor,0.18430324419702343
WienerNumbersDescriptor,"4765.0,58.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.953711151053415,8.726932773492853,11.075723694768342,2.5918497967212293,3.3183104877980942,3.6096766356403522"
FractionalCSP3Descriptor,0.52
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,8,0,0,6,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.47619047619047616
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.600920447074294,12.24,6.189511111111111"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,3994.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.52
AutocorrelationDescriptorMass,"39.843269215558195,43.70696755274201,61.89378646762706,65.47432072115265,51.8173728376346"
PetitjeanShapeIndexDescriptor,"0.9090909090909091,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.8271954040256347,-0.5303521486884433,-0.023292009870966184,0.38570533304625365,-0.3312036116239006"
EccentricConnectivityIndexDescriptor,1260
AutocorrelationDescriptorPolarizability,"2328.4585114582187,2728.694428157923,3801.117251027294,3821.8808027854734,3098.527486682792"
