DLiP-ID,T006HQ
AATSC3v,-1.7779101433467257
AATSC4Z,-1.1622227281734736
AATSC4c,-6.750991291801742e-05
AATSC4d,-0.07058863211862873
AATSC4i,-0.10112171462837675
AATSC4m,-5.307459119308082
AATSC4p,-0.026915594325818398
AATSC4s,-0.07880212070727935
AATSC4v,-4.500620204040243
AATSC5Z,-0.8523264490900351
AATSC5c,-0.0009122226107274992
AATSC5d,-0.039702310174021455
AATSC5i,-0.04222474003009067
AATSC5m,-3.9416190087427614
AATSC5p,-0.012104358506310902
AATSC5s,-0.10122639247485465
AATSC5v,-2.987400277390401
AATSC6Z,0.27102878395936264
AATSC6c,0.0005485018481768864
AATSC6d,-0.014557620782906767
AATSC6i,-0.002416307730519942
AATSC6m,1.0372842836510787
AATSC6p,0.0011004333337157077
AATSC6s,-0.013840029606390978
AATSC6v,-1.2425022254107463
AATSC7Z,1.8226468639633577
AATSC7c,0.0006143421157185045
AATSC7d,0.021122535747635524
AATSC7i,0.08215499827226791
AATSC7m,8.491922594521819
AATSC7p,0.010306103785547175
AATSC7s,0.5633441570084007
AATSC7v,4.138655921507449
AATSC8Z,0.7108962521012382
AATSC8c,0.0004651394183784891
AATSC8d,0.028647867983048046
AATSC8i,-0.0566551379726391
AATSC8m,3.3367169886619488
AATSC8p,-0.006998503584486786
AATSC8s,-0.10147790358332345
AATSC8v,1.607376963282955
ATS0are,351.3783
ATS1are,376.204
ATS2are,649.1116999999999
ATS3are,864.8450000000001
ATS4are,866.549
ATS5are,838.3380000000002
ATS6are,801.7276999999998
ATS7are,719.941
ATS8are,608.9557000000001
ATSC0dv,216.2495126705653
ATSC0pe,7.197192982456136
ATSC0se,4.477927368421052
ATSC1dv,55.014158202523866
ATSC1pe,-0.24339436749768803
ATSC1se,-0.24018249307479161
ATSC2dv,6.33716357169728
ATSC2pe,1.46343936595876
ATSC2se,1.1260775955678668
ATSC3dv,-80.44516261413771
ATSC3pe,-2.2614349030470904
ATSC3se,-1.3186053518005538
ATSC4dv,-74.1030402517014
ATSC4pe,-1.2963241305016948
ATSC4se,-0.8305945927977847
ATSC5dv,-54.3550494169146
ATSC5pe,-1.839139027393043
ATSC5se,-1.234848722991689
ATSC6dv,30.539619028077013
ATSC6pe,-0.0566382579255128
ATSC6se,-0.014027285318558624
ATSC7dv,104.67839677165622
ATSC7pe,4.257098738073252
ATSC7se,2.8812442022160676
ATSC8dv,11.499914503607943
ATSC8pe,0.28146368113265297
ATSC8se,0.2672824681440429
AXp-0dv,0.5847824136894821
AXp-1dv,0.34052463495925456
AXp-2dv,0.1939859610917227
AXp-3dv,0.1145391848550071
AXp-4dv,0.0658253588845228
AXp-5dv,0.03803504176807325
AXp-6dv,0.02343304660880079
AXp-7dv,0.014574372890147411
BertzCT,1052.8086048473963
ECIndex,914
ETA_eta,29.52370775114649
GATS1dv,0.5299091367995962
GATS1pe,0.6649157078783152
GATS1se,0.6851234245041153
GATS2dv,0.8405346070690426
GATS2pe,0.5639730171754039
GATS2se,0.505240820578775
GATS3dv,1.1090726484940265
GATS3pe,0.9934555991614668
GATS3se,0.9498524615045509
GATS4dv,1.0686539246125866
GATS4pe,0.8570137226721947
GATS4se,0.805955316585578
GATS5dv,1.101356774247437
GATS5pe,1.0518845118912672
GATS5se,1.0604137023425375
GATS6dv,0.9924608205432526
GATS6pe,1.1476162008312398
GATS6se,1.1905610599660768
GATS7dv,0.7885847757082112
GATS7pe,0.8115485024061981
GATS7se,0.8364609747670275
GATS8dv,0.8853337475245602
GATS8pe,0.8657910660176408
GATS8se,0.8123983848405284
LogEE_A,4.360280896541115
LogEE_D,215.97168506697923
MATS1dv,0.2416812396336627
MATS1pe,-0.032127059769890345
MATS1se,-0.05095512938199075
MATS2dv,0.01575827844305268
MATS2pe,0.10934037921658406
MATS2se,0.13522601912362428
MATS3dv,-0.14725062949207957
MATS3pe,-0.12437506093993761
MATS3se,-0.11656016473943577
MATS4dv,-0.1337836032326673
MATS4pe,-0.07031896297256014
MATS4se,-0.07241592030312285
MATS5dv,-0.1030729753833048
MATS5pe,-0.10478797987351149
MATS5se,-0.1130828557058016
MATS6dv,0.06144860636240577
MATS6pe,-0.0034241304289574525
MATS6se,-0.0013630134633991085
MATS7dv,0.23382706229763867
MATS7pe,0.2857218304622017
MATS7se,0.3108106360607631
MATS8dv,0.02914613623378135
MATS8pe,0.02143387688632522
MATS8se,0.03271409754563451
MAXaaCH,2.1808836777009923
MAXaasC,1.2997941593177609
MAXdssC,-0.8918948258566879
MAXssNH,3.3763198384547692
MDEC-22,18.207957933257177
MDEC-23,27.145760167697322
MDEC-33,6.9512634451312705
MDEN-22,0.6551853485522243
MDEO-11,0.4999999999999999
MINaaCH,1.3707813828299285
MINaasC,-0.34921956271938837
MINdssC,-0.8918948258566879
MINssNH,3.3763198384547692
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8869047619047623
SM1_Dzi,1.288819826376295
SM1_Dzm,1.9191793689943597
SM1_Dzp,-5.29320072005283
SM1_Dzv,-2.145043630975577
SddssSe,0
SpAD_Dt,696.7181755895715
SpAbs_A,40.14929829492467
SpAbs_D,431.9433701339587
SpMAD_A,1.2951386546749892
SpMAD_D,13.933657101095436
SpMax_A,2.3574411764103584
SpMax_D,215.97168506697923
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,103.35
TpiPC10,8.192743394772242
VAdjMat,6.087462841250339
VE1_DzZ,5.493563499662816
VE1_Dzi,5.4992462236746364
VE1_Dzm,5.4936711150049105
VE1_Dzp,5.46978221775035
VE1_Dzv,5.487544807315688
VE2_DzZ,0.1772117257955747
VE2_Dzi,0.17739503947337537
VE2_Dzm,0.1772151972582229
VE2_Dzp,0.17644458766936613
VE2_Dzv,0.1770175744295383
VE3_DzZ,2.834979245637033
VE3_Dzi,2.836013144096308
VE3_Dzm,2.8349988347958837
VE3_Dzp,2.8306409131927874
VE3_Dzv,2.8338830552013206
VR1_DzZ,199.79603152577724
VR1_Dzi,199.35569676176442
VR1_Dzm,199.773475124993
VR1_Dzp,202.88568550045363
VR1_Dzv,200.6411080572029
VR2_DzZ,6.4450332750250725
VR2_Dzi,6.430828927798852
VR2_Dzm,6.444305649193323
VR2_Dzp,6.5446995322726975
VR2_Dzv,6.472293808296867
VR3_DzZ,6.4286991152749495
VR3_Dzi,6.426492761593201
VR3_Dzm,6.428586211760378
VR3_Dzp,6.444044806304581
VR3_Dzv,6.432919891534058
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07905694150420949
Xch-6dv,0.20240925028942475
Xch-7dv,0.21881734061026886
Xpc-4dv,1.74154923828555
Xpc-5dv,2.439884253134356
Xpc-6dv,2.9191512056560875
Zagreb1,160.0
Zagreb2,183.0
fragCpx,226.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,34
nBondsS,42
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,2
AATS0are,6.1645315789473685
AATS1are,6.270066666666667
AATS2are,6.123695283018868
AATS3are,6.005868055555556
AATS4are,5.935267123287671
AATS5are,6.031208633093526
AATS6are,6.120058778625952
AATS7are,6.101194915254237
AATS8are,5.8553432692307705
AATSC0dv,3.793851099483602
AATSC0pe,0.12626654355186204
AATSC0se,0.07856012927054477
AATSC1dv,0.9169026367087311
AATSC1pe,-0.004056572791628134
AATSC1se,-0.004003041551246527
AATSC2dv,0.05978456199714415
AATSC2pe,0.013806031754327923
AATSC2se,0.010623373543093083
AATSC3dv,-0.5586469625981786
AATSC3pe,-0.015704409048938127
AATSC3se,-0.009156981609726068
AATSC4dv,-0.5075550702171329
AATSC4pe,-0.00887893240069654
AATSC4se,-0.005689004060258799
AATSC5dv,-0.3910435209849972
AATSC5pe,-0.013231216024410382
AATSC5se,-0.008883803762530135
AATSC6dv,0.23312686280974818
AATSC6pe,-0.00043235311393521224
AATSC6se,-0.00010707851388212691
AATSC7dv,0.8871050573869171
AATSC7pe,0.03607710794977333
AATSC7se,0.024417323747593794
AATSC8dv,0.11057610099623022
AATSC8pe,0.0027063815493524324
AATSC8se,0.0025700237321542585
AETA_eta,0.9523776693918222
ATSC0are,7.764221052631575
ATSC1are,-0.32094321329639813
ATSC2are,1.6290836565096947
ATSC3are,-2.359116343490304
ATSC4are,-1.31674515235457
ATSC5are,-1.971939058171744
ATSC6are,-0.039776454293628416
ATSC7are,4.529005540166202
ATSC8are,0.0685282548476444
BCUTZ-1h,16.00450421547594
BCUTZ-1l,5.692394452738765
BCUTc-1h,0.4284927778463399
BCUTc-1l,-0.3738878947032793
BCUTd-1h,3.1811789622502973
BCUTd-1l,0.9728880770421824
BCUTi-1h,17.42477292618051
BCUTi-1l,10.311705393279217
BCUTm-1h,32.062246367947424
BCUTm-1l,11.70369006310711
BCUTp-1h,2.936285390095013
BCUTp-1l,0.5458570152778633
BCUTs-1h,8.001920411823926
BCUTs-1l,0.6101057321090874
BCUTv-1h,24.440713609618342
BCUTv-1l,13.304119546009572
BalabanJ,1.1606808857271302
Diameter,17
ETA_beta,37.25
GATS1are,0.6685753318302623
GATS2are,0.5479070816345891
GATS3are,0.9817712346437225
GATS4are,0.8341783627198822
GATS5are,1.0486482334100833
GATS6are,1.162366471514715
GATS7are,0.8211696098889899
GATS8are,0.8673464066928827
HybRatio,0.375
Lipinski,False
LogEE_Dt,348.35908779478575
MATS1are,-0.03926936785606303
MATS2are,0.11282737537728445
MATS3are,-0.1202718057142909
MATS4are,-0.06621034281202594
MATS5are,-0.10414913157265553
MATS6are,-0.0022291112084833592
MATS7are,0.2817719832404911
MATS8are,0.004837414443268351
MAXssCH2,1.159664750883766
MAXsssCH,-0.2959764616005951
MINssCH2,-0.04727487126962693
MINsssCH,-0.2959764616005951
NsssssAs,0
RotRatio,0.2647058823529412
SM1_Dzpe,1.3719188814328684
SM1_Dzse,1.3026346839337528
SMR_VSA1,14.291479626587348
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,50.86365740664347
SMR_VSA6,11.861545009918906
SMR_VSA7,75.11786869222514
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,357.09368638591843
SpAD_Dzi,353.2987264600775
SpAD_Dzm,356.9700216109337
SpAD_Dzp,407.68506372979243
SpAD_Dzv,398.50151907900533
SpAbs_Dt,696.7181755895716
SpDiam_A,4.705061723532839
SpDiam_D,335.4540885714637
SpMAD_Dt,22.474779857728112
SpMax_Dt,348.35908779478575
SsssssAs,0
VE1_Dzpe,5.498294741121142
VE1_Dzse,5.4975873857256214
VE2_Dzpe,0.17736434648777877
VE2_Dzse,0.17734152857179425
VE3_Dzpe,2.8358401085861127
VE3_Dzse,2.835711450350541
VMcGowan,326.67000000000104
VR1_Dzpe,199.3393640189842
VR1_Dzse,199.41177297166425
VR2_Dzpe,6.430302065128523
VR2_Dzse,6.432637837795621
VR3_Dzpe,6.426410830591812
VR3_Dzse,6.426774009260203
mZagreb1,8.75
mZagreb2,6.805555555555556
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,51
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.1362144044321329
AATSC1are,-0.005349053554939969
AATSC2are,0.015368713740657496
AATSC3are,-0.016382752385349333
AATSC4are,-0.009018802413387464
AATSC5are,-0.014186611929293122
AATSC6are,-0.00030363705567655277
AATSC7are,0.038381402882764426
AATSC8are,0.0006589255273811961
AETA_beta,1.2016129032258065
BCUTdv-1h,7.004059461943912
BCUTdv-1l,0.6503324890070498
BCUTpe-1h,3.9886736885286376
BCUTpe-1l,2.241868868324126
BCUTse-1h,4.009953607160508
BCUTse-1l,2.437767259747478
ETA_alpha,14.985714285714288
ETA_dBeta,-1.25
ETA_eta_B,0.35053027886028865
ETA_eta_F,26.041505538850956
ETA_eta_L,8.260936954223286
ETA_eta_R,55.565213289997445
ETA_psi_1,0.5805201992252356
LabuteASA,184.93999419314042
LogEE_DzZ,178.40713972262452
LogEE_Dzi,176.68020357659884
LogEE_Dzm,178.34694314672623
LogEE_Dzp,203.09781586589418
LogEE_Dzv,199.0431746719889
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,14.358372089569237
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,18.19910120538483
PEOE_VSA7,73.76883997249628
PEOE_VSA8,17.61874717122695
PEOE_VSA9,17.122373314627236
SM1_Dzare,1.4940855672621596
SpAD_Dzpe,357.59823623663647
SpAD_Dzse,359.21804782629204
SpAbs_DzZ,355.5028696922484
SpAbs_Dzi,352.17620596613676
SpAbs_Dzm,355.35090423277495
SpAbs_Dzp,411.5453557628845
SpAbs_Dzv,400.2313929749532
SpDiam_Dt,510.23010418003673
SpMAD_DzZ,11.519151173739305
SpMAD_Dzi,11.396733111615402
SpMAD_Dzm,11.515161987449474
SpMAD_Dzp,13.15113108805782
SpMAD_Dzv,12.85488771222598
SpMax_DzZ,178.40713972262452
SpMax_Dzi,176.68020357659884
SpMax_Dzm,178.34694314672623
SpMax_Dzp,203.09781586589418
SpMax_Dzv,199.0431746719889
VE1_Dzare,5.499063676358133
VE2_Dzare,0.17738915085026236
VE3_Dzare,2.835979948574782
VR1_Dzare,199.26252741545824
VR2_Dzare,6.427823465014781
VR3_Dzare,6.426025300035491
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.483410138248848
AETA_dBeta,-0.04032258064516129
AETA_eta_B,0.011307428350331892
AETA_eta_F,0.8400485657693857
AETA_eta_L,0.2664818372330092
AETA_eta_R,1.792426235161208
BCUTare-1h,4.107721180074375
BCUTare-1l,2.191929013254876
ETA_beta_s,19.25
ETA_dPsi_A,0.1334798007747644
ETA_dPsi_B,0.0
ETA_eta_BR,0.6945302788602886
ETA_eta_FL,6.802746329289521
ETA_eta_RL,15.063683283512807
LogEE_Dzpe,178.84337356610644
LogEE_Dzse,179.6510443868213
PEOE_VSA10,11.635083618880923
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,27.588546130599546
SlogP_VSA3,30.47782367577586
SlogP_VSA4,5.817220841045895
SlogP_VSA5,52.7027535848831
SlogP_VSA6,41.778265181235575
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,355.4193107755424
SpAbs_Dzpe,356.3777125727371
SpAbs_Dzse,358.0506955538795
SpDiam_DzZ,279.49330378891
SpDiam_Dzi,275.7642733764802
SpDiam_Dzm,279.43962300072815
SpDiam_Dzp,312.69327054959416
SpDiam_Dzv,311.31158411815795
SpMAD_Dzpe,11.535426975375369
SpMAD_Dzse,11.587678962138453
SpMax_Dzpe,178.84337356610644
SpMax_Dzse,179.6510443868213
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6209677419354839
AETA_eta_BR,0.02240420254388028
AETA_eta_FL,0.21944342997708133
AETA_eta_RL,0.48592526721009055
DetourIndex,5188
EState_VSA1,5.969305287951849
EState_VSA2,18.1559485101333
EState_VSA3,11.984273114623004
EState_VSA4,60.86220698492734
EState_VSA5,17.696185628620217
EState_VSA6,23.469520014857956
EState_VSA7,5.380062770465915
EState_VSA8,17.449522740929552
EState_VSA9,9.967957041894417
ETA_beta_ns,18.0
ETA_shape_p,0.06355258976803303
ETA_shape_x,0.0
ETA_shape_y,0.3002859866539561
GhoseFilter,True
LogEE_Dzare,177.75785169639252
SlogP_VSA10,10.208277825509848
SlogP_VSA11,0.0
SpAbs_Dzare,354.09921633409124
SpDiam_Dzpe,279.6439476556457
SpDiam_Dzse,280.975982686797
SpMAD_Dzare,11.465139057275561
SpMax_Dzare,177.75785169639252
TopoPSA(NO),75.11
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.610391058598388
VSA_EState9,56.78821739416951
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5806451612903226
EState_VSA10,14.291479626587348
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.016589861751152016
FilterItLogS,-7.388882116004066
SpDiam_Dzare,277.89810409799804
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5897243107769421
ETA_epsilon_2,0.8327188940092162
ETA_epsilon_3,0.4425287356321833
ETA_epsilon_4,0.5393374741200821
ETA_epsilon_5,0.8004329004329002
AETA_beta_ns_d,0.016129032258064516
ETA_dEpsilon_A,0.14719557514475878
ETA_dEpsilon_B,0.050386836656859946
ETA_dEpsilon_C,-0.09680873848789884
ETA_dEpsilon_D,0.03228599357631601
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.8387096774193549
MDEDescriptor,"0.0,0.0,0.0,0.0,18.207957933257177,27.145760167697322,0.0,6.9512634451312705,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.6551853485522243,0.0,0.0"
APolDescriptor,67.93761799999997
BCUTDescriptor,"11.850000000000003,31.972072574033206,-0.3316271881252165,0.25959278747427916,4.1843555280911895,10.922631172674114"
BPolDescriptor,36.16438199999999
TPSADescriptor,103.35
ALOGPDescriptor,"3.1533000000000015,9.94330089000001,121.21799999999999"
XLogPDescriptor,3.7430000000000003
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,439.1729765000001
ChiPathDescriptor,"21.631181265251037,15.063683283512807,13.616889608835395,10.576720019603739,9.006704475915887,7.140387768047487,4.760263598174585,3.463441046006749,18.128254824373947,11.577837588614655,8.923354210219244,6.528733536735403,4.871076557454689,3.3851187173585195,2.0855411481832697,1.4137141703442981"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.4013747150773105,0.5595982058911932,0.0,0.0,0.07905694150420949,0.20240925028942475,0.21881734061026886"
AtomCountDescriptor,57
BondCountDescriptor,34
SmallRingDescriptor,"4,3,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.9759625274211374,0.0,0.16666666666666666,0.0,0.9022935386328923,0.0,0.07093429566185074,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,9,2,1,7,1,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.3299999999999996
WeightedPathDescriptor,"63.68649464499355,2.0544030530643083,19.800212021699256,4.813583262853191,9.369907487594885"
FractionalPSADescriptor,0.2353286871693481
WienerNumbersDescriptor,"3247.0,43.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.5986991714050225,5.679778396771518,7.42537960094904,1.7415492382855504,2.439884253134355,2.6829100525206067"
FractionalCSP3Descriptor,0.375
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,8,0,0,7,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"24.134948096885815,11.9234404536862,7.239150507848569"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2670.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.375
AutocorrelationDescriptorMass,"41.25867615240399,39.58263107397893,55.74468465970451,49.66296198504538,46.99478207294962"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.4652102935253519,-0.2200162547907216,0.035913194095478176,-0.02319935926655918,-0.009079761506255987"
EccentricConnectivityIndexDescriptor,914
AutocorrelationDescriptorPolarizability,"2185.5430585172476,2522.2652572072384,3384.672912572895,3174.4798553533733,2883.7889493079897"
