DLiP-ID,I001HE
AATSC5Z,0.5671736515049501
AATSC5c,0.0009945099229083062
AATSC5d,-0.08052339378152559
AATSC5i,0.10714637690298723
AATSC5m,2.7160409960684357
AATSC5p,0.0037204424505378436
AATSC5s,0.017973495509615398
AATSC5v,2.3003102250159557
AATSC6Z,-1.0408047142599604
AATSC6c,-0.002596395009672016
AATSC6d,-0.2111445375878853
AATSC6i,0.0023897326335138003
AATSC6m,-4.84516284311168
AATSC6p,-0.003109634423869089
AATSC6s,-0.1735087659996394
AATSC6v,-3.2635149465965854
AATSC7Z,-1.1375791446099723
AATSC7c,0.006383890833952538
AATSC7d,-0.23330656483712198
AATSC7i,-0.17699096521670432
AATSC7m,-5.528646749010171
AATSC7p,-0.04581431538433898
AATSC7s,0.3415444633220008
AATSC7v,-11.046309775070341
AATSC8Z,-1.8310178925545337
AATSC8c,-0.0052799085719399735
AATSC8d,-0.1169100414638544
AATSC8i,-0.0385223331775595
AATSC8m,-8.490547761714394
AATSC8p,-0.007943069381611616
AATSC8s,-0.2757845519600185
AATSC8v,-5.606654008102119
ATS0are,283.2093999999999
ATS1are,311.9368
ATS2are,506.9499
ATS3are,626.1018999999999
ATS4are,667.9176000000001
ATS5are,632.9837
ATS6are,636.2850000000001
ATS7are,642.4297
ATS8are,600.2579
ATSC0dv,180.74418604651166
ATSC0pe,6.115097674418602
ATSC0se,3.8069067906976737
ATSC1dv,55.62844780962685
ATSC1pe,-0.03543931855057017
ATSC1se,-0.0562436084369934
ATSC2dv,28.76041103299079
ATSC2pe,0.3073483504597043
ATSC2se,-0.017206485667929233
ATSC3dv,-25.13250405624662
ATSC3pe,-1.2084971876690136
ATSC3se,-0.7897942585181187
ATSC4dv,-5.067604110329909
ATSC4pe,-0.8727084369929712
ATSC4se,-0.4986366663061123
ATSC5dv,-4.510005408328832
ATSC5pe,0.7731773931855048
ATSC5se,0.21943596538669524
ATSC6dv,-92.80097349918877
ATSC6pe,-1.5545482963764223
ATSC6se,-0.7446071606273673
ATSC7dv,-94.43428880475932
ATSC7pe,0.5140634937804219
ATSC7se,0.8298642725797725
ATSC8dv,-119.84748512709574
ATSC8pe,-3.195562249864787
ATSC8se,-1.7075966489994576
AXp-0dv,0.530306065620328
AXp-1dv,0.2690701353989063
AXp-2dv,0.13687737826968613
AXp-3dv,0.06908355689510633
AXp-4dv,0.03454992250022315
AXp-5dv,0.01750879470898994
AXp-6dv,0.00849866172667067
AXp-7dv,0.004265027617834969
BertzCT,1410.9635588432013
ECIndex,577
ETA_eta,19.464735301179054
GATS1dv,0.41283220726886477
GATS1pe,0.6272535984703269
GATS1se,0.6543399144724715
GATS2dv,0.7257872081598278
GATS2pe,0.6842245574430348
GATS2se,0.7221401822482093
GATS3dv,0.9539507543949942
GATS3pe,0.9835040220296304
GATS3se,1.012875530933461
GATS4dv,0.9682192485846629
GATS4pe,0.9760788731189499
GATS4se,0.9867469453777707
GATS5dv,0.9496452466730386
GATS5pe,0.7453484497059834
GATS5se,0.8020549856617315
GATS6dv,1.1739658389089036
GATS6pe,1.0392372842358906
GATS6se,1.0907384533675486
GATS7dv,1.1571687019448214
GATS7pe,0.8946515835827537
GATS7se,0.8491981123639742
GATS8dv,1.2889418746783323
GATS8pe,1.131704633917882
GATS8se,1.0737023125935017
LogEE_A,4.300983974117891
LogEE_D,137.71424824438677
MATS1dv,0.2815809069107873
MATS1pe,-0.005302156737272889
MATS1se,-0.013516726619886328
MATS2dv,0.08886044475339375
MATS2pe,0.02806759612903125
MATS2se,-0.0025240483153357637
MATS3dv,-0.06293848362543
MATS3pe,-0.08945139053074679
MATS3se,-0.09390453770766147
MATS4dv,-0.01181970472182697
MATS4pe,-0.06016363393296024
MATS4se,-0.055217946371856445
MATS5dv,-0.010948512189229796
MATS5pe,0.055477659268212146
MATS5se,0.02529169558470515
MATS6dv,-0.2299775368845428
MATS6pe,-0.11386704320327551
MATS6se,-0.08760969881881941
MATS7dv,-0.22693351424694702
MATS7pe,0.03651292509900943
MATS7se,0.09468214432567104
MATS8dv,-0.29700366700977865
MATS8pe,-0.23406749446914688
MATS8se,-0.20091403364536664
MAXaaCH,1.8561596328154768
MAXaaNH,3.1378595049130764
MAXaaaC,0.7251062400268748
MAXaasC,0.7319038170823886
MAXaasN,1.6509130341760212
MAXsCH3,1.7910467395559386
MAXsNH2,5.9390429085415
MDEC-12,1.3222782907903234
MDEC-13,2.066065771391905
MDEC-22,7.704837326144267
MDEC-23,22.650817606739132
MDEC-33,14.33216632911655
MDEN-12,0.45856606309931985
MDEN-13,0.2857142857142857
MDEN-22,0.8254818122236568
MDEN-23,2.5751226567976713
MDEN-33,0.19999999999999996
MINaaCH,1.309522504211357
MINaaNH,3.1378595049130764
MINaaaC,0.4263194444444447
MINaasC,-0.37067005171622713
MINaasN,1.3829601284958426
MINsCH3,1.7910467395559386
MINsNH2,5.9390429085415
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4404761904761907
SM1_Dzi,1.87833489214073
SM1_Dzm,1.4720556229092903
SM1_Dzp,-6.189589841293614
SM1_Dzv,-2.8616019128193058
SddssSe,0
SpAD_Dt,680.0028413722935
SpAbs_A,37.02316843732844
SpAbs_D,275.42849648877365
SpMAD_A,1.3222560156188727
SpMAD_D,9.8367320174562
SpMax_A,2.5907869545634155
SpMax_D,137.71424824438677
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,94.52
TpiPC10,10.322681811197128
VAdjMat,6.0
VE1_DzZ,5.1930146895311315
VE1_Dzi,5.192094397860409
VE1_Dzm,5.193498548116921
VE1_Dzp,5.163741234864478
VE1_Dzv,5.183693293102705
VE2_DzZ,0.18546481034039755
VE2_Dzi,0.1854319427807289
VE2_Dzm,0.18548209100417573
VE2_Dzp,0.1844193298165885
VE2_Dzv,0.1851319033250966
VE3_DzZ,2.6769338107570615
VE3_Dzi,2.676756577823755
VE3_Dzm,2.6770269813091168
VE3_Dzp,2.671280779472482
VE3_Dzv,2.6751372103417266
VR1_DzZ,184.69597085844788
VR1_Dzi,184.78113366803515
VR1_Dzm,184.6491171980864
VR1_Dzp,187.8150698284616
VR1_Dzv,186.00299012990334
VR2_DzZ,6.596284673515996
VR2_Dzi,6.599326202429827
VR2_Dzm,6.594611328503086
VR2_Dzp,6.707681065302199
VR2_Dzv,6.642963933210834
VR3_DzZ,6.248330489629993
VR3_Dzi,6.248791480636212
VR3_Dzm,6.248076777521031
VR3_Dzp,6.265077224763958
VR3_Dzv,6.255382166732365
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.05681836317822866
Xch-6dv,0.17907935628432126
Xch-7dv,0.22532830239264634
Xpc-4dv,1.6943158917126722
Xpc-5dv,2.3705600768966613
Xpc-6dv,3.137649028182816
Zagreb1,160.0
Zagreb2,197.0
fragCpx,268.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,26
nBondsD,1
nBondsM,27
nBondsO,32
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,3
AATS0are,6.586265116279067
AATS1are,6.636953191489362
AATS2are,6.583764935064935
AATS3are,6.590546315789473
AATS4are,6.548211764705884
AATS5are,6.459017346938776
AATS6are,6.627968750000001
AATS7are,6.489188888888889
AATS8are,6.252686458333333
AATSC0dv,4.2033531638723645
AATSC0pe,0.14221157382368843
AATSC0se,0.08853271606273659
AATSC1dv,1.1835839959495074
AATSC1pe,-0.0007540280542674505
AATSC1se,-0.0011966725199360297
AATSC2dv,0.37351183159728296
AATSC2pe,0.003991537018957199
AATSC2se,-0.00022346085283024978
AATSC3dv,-0.2645526742762802
AATSC3pe,-0.01272102302809488
AATSC3se,-0.008313623773874934
AATSC4dv,-0.04968239323852852
AATSC4pe,-0.008555965068558541
AATSC4se,-0.0048885947677069835
AATSC5dv,-0.0460204633502942
AATSC5pe,0.007889565236586784
AATSC5se,0.00223914250394587
AATSC6dv,-0.9666768072832164
AATSC6pe,-0.016193211420587734
AATSC6se,-0.0077563245898684095
AATSC7dv,-0.953881705098579
AATSC7pe,0.005192560543236585
AATSC7se,0.008382467399795682
AATSC8dv,-1.2484113034072473
AATSC8pe,-0.03328710676942486
AATSC8se,-0.01778746509374435
AETA_eta,0.695169117899252
ATSC0are,6.805669767441857
ATSC1are,-0.05969021092482389
ATSC2are,0.138384369929692
ATSC3are,-1.4270076257436433
ATSC4are,-0.9439794483504584
ATSC5are,0.7543735532720383
ATSC6are,-1.549216224986477
ATSC7are,0.9092044889129263
ATSC8are,-3.323753434288803
BCUTZ-1h,9.004068719850949
BCUTZ-1l,5.6774196058714725
BCUTc-1h,0.48884058750010395
BCUTc-1l,-0.42898271631315876
BCUTd-1h,3.3281928434191923
BCUTd-1l,0.97783834133772
BCUTi-1h,17.42477302117949
BCUTi-1l,10.942714408759837
BCUTm-1h,19.00014207836452
BCUTm-1l,11.692198954451223
BCUTp-1h,2.0160469213783903
BCUTp-1l,0.5458599301079246
BCUTs-1h,8.001919782667398
BCUTs-1l,1.3583476393590392
BCUTv-1h,20.909658439857573
BCUTv-1l,13.304119701262813
BalabanJ,1.3950531644863766
Diameter,12
ETA_beta,41.75
GATS1are,0.645678161089686
GATS2are,0.7108084050551307
GATS3are,1.002616196496254
GATS4are,0.9774652766987595
GATS5are,0.7448002120178671
GATS6are,1.0363293938740545
GATS7are,0.8765369781325013
GATS8are,1.0964194568618912
HybRatio,0.05
Lipinski,True
LogEE_Dt,339.86048369870616
MATS1are,-0.008024220222237166
MATS2are,0.01135517676411421
MATS3are,-0.09490744289420136
MATS4are,-0.05847361596750238
MATS5are,0.04863601262360727
MATS6are,-0.1019620097880084
MATS7are,0.058026177250640625
MATS8are,-0.218753570182135
NsssssAs,0
RotRatio,0.0625
SM1_Dzpe,1.5851226758025136
SM1_Dzse,1.4035727588914488
SMR_VSA1,4.39041504767482
SMR_VSA2,0.0
SMR_VSA3,24.544948007839654
SMR_VSA4,7.04767198267719
SMR_VSA5,0.0
SMR_VSA6,5.733667477162185
SMR_VSA7,70.89880503947569
SMR_VSA8,0.0
SMR_VSA9,16.944765761229018
SpAD_DzZ,188.5675381444339
SpAD_Dzi,182.07050023091477
SpAD_Dzm,188.41705205575602
SpAD_Dzp,258.23646705176117
SpAD_Dzv,232.8664656412641
SpAbs_Dt,680.0028413722932
SpDiam_A,5.043080530326711
SpDiam_D,191.71232458975445
SpMAD_Dt,24.285815763296196
SpMax_Dt,339.86048369870616
SsssssAs,0
VE1_Dzpe,5.193058837777874
VE1_Dzse,5.192782205464928
VE2_Dzpe,0.18546638706349552
VE2_Dzse,0.18545650733803315
VE3_Dzpe,2.6769423121886424
VE3_Dzse,2.6768890411416737
VMcGowan,258.5700000000002
VR1_Dzpe,184.67643590752667
VR1_Dzse,184.72080205207297
VR2_Dzpe,6.595586996697381
VR2_Dzse,6.597171501859749
VR3_Dzpe,6.248224715887387
VR3_Dzse,6.248464924206241
mZagreb1,8.333333333333332
mZagreb2,5.916666666666667
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,1
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,36
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1582713899405083
AATSC1are,-0.0012700044877622105
AATSC2are,0.0017971996094765194
AATSC3are,-0.015021132902564667
AATSC4are,-0.009254700474024102
AATSC5are,0.007697689319102431
AATSC6are,-0.0161376690102758
AATSC7are,0.009183883726393194
AATSC8are,-0.034622431607175035
AETA_beta,1.4910714285714286
BCUTdv-1h,7.004059857008122
BCUTdv-1l,0.9969635614984159
BCUTpe-1h,3.988672596320403
BCUTpe-1l,2.2208945753608553
BCUTse-1h,4.009951463635987
BCUTse-1l,2.416090945642611
ETA_alpha,13.019047619047619
ETA_dBeta,4.25
ETA_eta_B,0.3893364191205091
ETA_eta_F,32.96057987630843
ETA_eta_L,5.211810773854095
ETA_eta_R,52.425315177487484
ETA_psi_1,0.5451645064805585
LabuteASA,157.37492580434304
LogEE_DzZ,94.33521465044824
LogEE_Dzi,91.08795200036762
LogEE_Dzm,94.26109944298192
LogEE_Dzp,127.9532107070503
LogEE_Dzv,115.92223247905719
PEOE_VSA1,5.733667477162185
PEOE_VSA2,14.575021927518044
PEOE_VSA3,14.056196503767211
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,36.39820241076966
PEOE_VSA8,18.298509749057747
PEOE_VSA9,33.86730698769095
SM1_Dzare,1.7899647028112904
SpAD_Dzpe,186.94765385419913
SpAD_Dzse,188.88275971975872
SpAbs_DzZ,187.29273238899987
SpAbs_Dzi,180.4774554693888
SpAbs_Dzm,187.11265732838666
SpAbs_Dzp,262.0960112553943
SpAbs_Dzv,234.70606687093374
SpDiam_Dt,458.114024140142
SpMAD_DzZ,6.7345549337297825
SpMAD_Dzi,6.502517865389813
SpMAD_Dzm,6.729180430562715
SpMAD_Dzp,9.222730966134327
SpMAD_Dzv,8.316659487188003
SpMax_DzZ,94.33521465044824
SpMax_Dzi,91.08795200036762
SpMax_Dzm,94.26109944298192
SpMax_Dzp,127.9532107070503
SpMax_Dzv,115.92223247905719
VE1_Dzare,5.192980101706615
VE2_Dzare,0.18546357506095054
VE3_Dzare,2.6769271502829883
VR1_Dzare,184.65333490175814
VR2_Dzare,6.594761960777077
VR3_Dzare,6.2480996189814535
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,1
n12FaRing,1
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,24
nAromBond,26
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46496598639455783
AETA_dBeta,0.15178571428571427
AETA_eta_B,0.013904872111446753
AETA_eta_F,1.1771635670110154
AETA_eta_L,0.1861360990662177
AETA_eta_R,1.8723326849102673
BCUTare-1h,4.107720172768779
BCUTare-1l,2.1724219370960203
ETA_beta_s,18.75
ETA_dPsi_A,0.1688354935194415
ETA_dPsi_B,0.0
ETA_eta_BR,0.819336419120509
ETA_eta_FL,8.313066369398491
ETA_eta_RL,13.524877143252587
LogEE_Dzpe,93.53043845123537
LogEE_Dzse,94.49150745841119
PEOE_VSA10,5.817220841045895
PEOE_VSA11,5.647177220767728
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052008
SlogP_VSA1,11.292934372214193
SlogP_VSA2,24.544948007839654
SlogP_VSA3,7.04767198267719
SlogP_VSA4,5.817220841045895
SlogP_VSA5,0.0
SlogP_VSA6,59.522317303377775
SlogP_VSA7,0.0
SlogP_VSA8,38.881092128542605
SlogP_VSA9,0.0
SpAD_Dzare,184.78859024867415
SpAbs_Dzpe,185.5533850399672
SpAbs_Dzse,187.6403128775233
SpDiam_DzZ,132.50045679788852
SpDiam_Dzi,128.21333447198975
SpDiam_Dzm,132.41788406566297
SpDiam_Dzp,178.67566415631092
SpDiam_Dzv,161.96921264845878
SpMAD_Dzpe,6.676701923364255
SpMAD_Dzse,6.74581284713424
SpMax_Dzpe,93.53043845123537
SpMax_Dzse,94.49150745841119
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,1
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6696428571428571
AETA_eta_BR,0.029262014968589607
AETA_eta_FL,0.29689522747851754
AETA_eta_RL,0.48303132654473524
DetourIndex,4707
EState_VSA1,0.0
EState_VSA2,11.376487736097904
EState_VSA3,33.618802697064375
EState_VSA4,10.949675706161791
EState_VSA5,16.814537072068404
EState_VSA6,42.19178676328189
EState_VSA7,12.13273413692322
EState_VSA8,10.197363616602075
EState_VSA9,10.717645998109393
ETA_beta_ns,23.0
ETA_shape_p,0.11667885881492318
ETA_shape_x,0.0
ETA_shape_y,0.4455010972933431
GhoseFilter,True
LogEE_Dzare,92.45822243515177
SlogP_VSA10,10.077801322358383
SlogP_VSA11,0.0
SpAbs_Dzare,183.2288060250653
SpDiam_Dzpe,131.45096523685842
SpDiam_Dzse,132.69786617748255
SpMAD_Dzare,6.59959250888122
SpMax_Dzare,92.45822243515177
TopoPSA(NO),94.52
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,16.345192419210417
VSA_EState9,51.82147424745626
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.8214285714285714
EState_VSA10,9.184952231746642
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03503401360544218
FilterItLogS,-5.2312349458394225
SpDiam_Dzare,130.05829341118988
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6600221483942416
ETA_epsilon_2,0.8528911564625848
ETA_epsilon_3,0.4473684210526316
ETA_epsilon_4,0.5623890234059726
ETA_epsilon_5,0.7993855606758832
AETA_beta_ns_d,0.05357142857142857
ETA_dEpsilon_A,0.21265372734160998
ETA_dEpsilon_B,0.09763312498826893
ETA_dEpsilon_C,-0.11502060235334105
ETA_dEpsilon_D,0.053505595786701665
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8571428571428571
MDEDescriptor,"0.0,1.3222782907903234,2.066065771391905,0.0,7.704837326144267,22.650817606739132,0.0,14.33216632911655,0.0,0.0,0.0,0.0,0.0,0.0,0.45856606309931985,0.2857142857142857,0.8254818122236568,2.5751226567976713,0.19999999999999996"
APolDescriptor,53.160894999999975
BCUTDescriptor,"11.98828435430366,18.998407639288818,-0.3025596507422066,0.2558577266556882,4.066118349226699,11.411608891223185"
BPolDescriptor,22.519104999999996
TPSADescriptor,94.52
ALOGPDescriptor,"4.270900000000002,18.240586810000018,102.10519999999998"
XLogPDescriptor,3.845
VAdjMaDescriptor,6.0
WeightDescriptor,374.12913744
ChiPathDescriptor,"19.413484604514082,13.52487714325259,12.83358795273851,11.394504400563696,9.957004610815464,8.419720610364594,6.452325296132755,5.211242749078541,14.848569837369183,8.610244332765001,6.570114156944936,4.766765425762339,3.4204423275220925,2.363687285713644,1.4447724935340143,0.9340410483058585"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.6464997536135815,1.0744607675532734,0.0,0.0,0.05681836317822865,0.17907935628432126,0.22532830239264628"
AtomCountDescriptor,43
BondCountDescriptor,32
SmallRingDescriptor,"5,5,3,3,0,0,2,3,0,0,0"
ChiClusterDescriptor,"2.130360881199233,0.0,0.5768582118311031,0.0,0.8217037852655918,0.0,0.14452663013066644,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,13,3,0,0,0,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"58.377135811434115,2.0848977075512183,23.99931415996734,2.6261993235427625,18.847663009395912"
FractionalPSADescriptor,0.25264003933710827
WienerNumbersDescriptor,"1854.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.31229056003249,9.057443515603179,13.552625558649416,1.6943158917126717,2.370560076896662,2.879825623610658"
FractionalCSP3Descriptor,0.05
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,5,4,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,26
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.93359375,7.921875,3.549674438143247"
AromaticAtomsCountDescriptor,24
AromaticBondsCountDescriptor,26
FragmentComplexityDescriptor,1453.08
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.05
AutocorrelationDescriptorMass,"32.436394982242476,35.129475089834685,53.40037889577396,56.396926716399975,54.39626481993459"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.4333087140528136,-0.15285988089815933,-0.02212160360748356,-0.12941032286545415,0.12209022542341251"
EccentricConnectivityIndexDescriptor,577
AutocorrelationDescriptorPolarizability,"2090.4601209502443,2584.0665458776834,3920.125945562172,4055.42467458129,3884.69692448026"
