DLiP-ID,C000RD
AATSC5i,-0.08353261952520705
AATSC5m,-9.953659268707476
AATSC5p,-0.00841673084304631
AATSC5s,0.17108428143544008
AATSC5v,-6.34355889009313
AATSC6Z,-2.9040423861852434
AATSC6c,-0.0007330963507919537
AATSC6d,0.04925431711145996
AATSC6i,-0.09675489474020181
AATSC6m,-13.91558420094191
AATSC6p,-0.04125260805427888
AATSC6s,-1.7451574983977798
AATSC6v,-17.399366399474474
AATSC7Z,5.0716503992901485
AATSC7c,0.0003264157216649121
AATSC7d,0.0669920141969831
AATSC7i,-0.06937497934147897
AATSC7m,23.145811098269736
AATSC7p,0.021159792806793417
AATSC7s,0.050177152821477236
AATSC7v,7.325808156751649
AATSC8Z,7.3942176870748275
AATSC8c,-0.0007109292796758074
AATSC8d,0.02755102040816323
AATSC8i,-0.06890214887368812
AATSC8m,34.11729953367345
AATSC8p,0.0542739541742666
AATSC8s,0.2165545637836752
AATSC8v,14.394780297912966
ATS0are,195.53740000000002
ATS1are,187.4158
ATS2are,316.7899999999999
ATS3are,385.2899999999999
ATS4are,377.55699999999996
ATS5are,389.7722
ATS6are,354.6981000000002
ATS7are,270.63
ATS8are,173.03500000000003
ATSC0dv,150.37566137566137
ATSC0pe,5.644085714285712
ATSC0se,4.448483714285712
ATSC1dv,23.269841269841272
ATSC1pe,0.3586000000000007
ATSC1se,0.5025752857142852
ATSC2dv,43.58742756361804
ATSC2pe,3.3405020408163253
ATSC2se,2.1862226122448973
ATSC3dv,-22.161690602166786
ATSC3pe,-1.765940816326538
ATSC3se,-1.3957056734693856
ATSC4dv,-6.727639203829675
ATSC4pe,-2.734073469387763
ATSC4se,-2.550271040816324
ATSC5dv,-79.45905769715294
ATSC5pe,-2.423651020408169
ATSC5se,-1.7240493061224471
ATSC6dv,-147.1191735953641
ATSC6pe,-4.04331632653061
ATSC6se,-2.1025741836734677
ATSC7dv,38.256739732930214
ATSC7pe,2.120702040816337
ATSC7se,1.4761808979591813
ATSC8dv,33.84353741496598
ATSC8pe,2.117051020408171
ATSC8se,1.384678591836733
AXp-0dv,0.6198052452776139
AXp-1dv,0.3648312403911972
AXp-2dv,0.21067697666974045
AXp-3dv,0.12288313582295536
AXp-4dv,0.06973443683830037
AXp-5dv,0.04299653988409371
AXp-6dv,0.03040310926806778
AXp-7dv,0.015135823557938
BertzCT,566.4357648608385
ECIndex,243
ETA_eta,12.072519740644209
GATS1dv,0.5616093733506914
GATS1pe,0.5181163088542748
GATS1se,0.5122866544317863
GATS2dv,0.7188277804379186
GATS2pe,0.4760057744169735
GATS2se,0.54084207264772
GATS3dv,1.1171602449158973
GATS3pe,1.2533338335030761
GATS3se,1.2820102899133887
GATS4dv,1.0833125830574901
GATS4pe,1.3448553460025647
GATS4se,1.4154168784460353
GATS5dv,1.378789744672367
GATS5pe,1.370137767473411
GATS5se,1.3744918814391527
GATS6dv,1.5199114684970214
GATS6pe,1.4399971437572114
GATS6se,1.331137193103294
GATS7dv,0.711671788925213
GATS7pe,0.5814462739978021
GATS7se,0.5261409911243426
GATS8dv,0.6784120896520179
GATS8pe,0.4813587421472793
GATS8se,0.44873221488696036
LogEE_A,3.78008108269474
LogEE_D,68.03608386184416
MATS1dv,0.15474473100876115
MATS1pe,0.06353553403562784
MATS1se,0.11297676196955195
MATS2dv,0.17643465308617992
MATS2pe,0.36026190445272344
MATS2se,0.2991455705422178
MATS3dv,-0.07785876286446883
MATS3pe,-0.1652968988170627
MATS3se,-0.16575399350859568
MATS4dv,-0.02409016806821245
MATS4pe,-0.2608382439811555
MATS4se,-0.30869459265905475
MATS5dv,-0.2739871100355719
MATS5pe,-0.22265925787184512
MATS5se,-0.20095644931613107
MATS6dv,-0.5268007856234873
MATS6pe,-0.38574366866181803
MATS6se,-0.25450364717185836
MATS7dv,0.15485691586492742
MATS7pe,0.22871057902858477
MATS7se,0.20198902640114863
MATS8dv,0.21005594454804544
MATS8pe,0.35008580410341184
MATS8se,0.29051847072386056
MAXaaCH,1.347740299823633
MAXaasC,0.343343778869573
MAXdssC,-0.9141309908737145
MAXsCH3,0.9933744855967077
MAXsssN,0.040249433106575916
MDEC-11,0.19999999999999996
MDEC-12,1.3427567700148955
MDEC-13,2.351921034871506
MDEC-22,3.3019272488946267
MDEC-23,6.047746481140281
MDEC-33,1.4747070034436622
MDEO-11,1.5059408653100468
MDEO-12,1.4755758929337621
MINaaCH,1.2054591836734694
MINaasC,-0.20523148148148085
MINdssC,-0.9304166666666662
MINsCH3,0.968659122085048
MINsssN,0.040249433106575916
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.6649159663865545
SM1_Dzi,1.1356809321748011
SM1_Dzm,2.6753715436864507
SM1_Dzp,-5.271570254714655
SM1_Dzv,-2.07342951362448
SddssSe,0
SpAD_Dt,178.12636764787112
SpAbs_A,20.768585369568605
SpAbs_D,136.07216772368832
SpMAD_A,1.153810298309367
SpMAD_D,7.55956487353824
SpMax_A,2.4232078019135463
SpMax_D,68.03608386184416
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,89.13
TpiPC10,6.896631134479202
VAdjMat,5.169925001442312
VE1_DzZ,4.137302239961832
VE1_Dzi,4.170797468042403
VE1_Dzm,4.137484291915698
VE1_Dzp,4.1403371931451
VE1_Dzv,4.163985011196359
VE2_DzZ,0.229850124442324
VE2_Dzi,0.2317109704468002
VE2_Dzm,0.22986023843976103
VE2_Dzp,0.23001873295250552
VE2_Dzv,0.23133250062201993
VE3_DzZ,2.007830607474911
VE3_Dzi,2.0158939217676237
VE3_Dzm,2.00787460908225
VE3_Dzp,2.008563897042254
VE3_Dzv,2.0142592160317343
VR1_DzZ,86.1792247670139
VR1_Dzi,84.10892187102571
VR1_Dzm,86.16672329119903
VR1_Dzp,85.83748626661486
VR1_Dzv,84.67019665498144
VR2_DzZ,4.78773470927855
VR2_Dzi,4.672717881723651
VR2_Dzm,4.7870401828443905
VR2_Dzp,4.768749237034159
VR2_Dzv,4.703899814165635
VR3_DzZ,5.044215801540114
VR3_Dzi,5.019899312711156
VR3_Dzm,5.044070727333523
VR3_Dzp,5.040242478856064
VR3_Dzv,5.026550335158798
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.027777777777777776
Xch-7dv,0.06551773028942419
Xpc-4dv,1.9208022032881522
Xpc-5dv,2.3035192136875446
Xpc-6dv,2.8443865173321035
Zagreb1,88.0
Zagreb2,100.0
fragCpx,18.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,6
nBondsD,4
nBondsM,10
nBondsO,18
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.983478571428572
AATS1are,6.693421428571428
AATS2are,6.886739130434781
AATS3are,7.269622641509432
AATS4are,7.260711538461537
AATS5are,7.218003703703704
AATS6are,6.821117307692311
AATS7are,5.883260869565217
AATS8are,5.767833333333334
AATSC0dv,5.370559334845049
AATSC0pe,0.20157448979591827
AATSC0se,0.15887441836734686
AATSC1dv,0.8310657596371883
AATSC1pe,0.012807142857142882
AATSC1se,0.01794911734693876
AATSC2dv,0.9475527731221314
AATSC2pe,0.0726196095829636
AATSC2se,0.04752657852706298
AATSC3dv,-0.4181451057012601
AATSC3pe,-0.03331963804389694
AATSC3se,-0.026334069310743124
AATSC4dv,-0.1293776769967245
AATSC4pe,-0.052578335949764674
AATSC4se,-0.049043673861852384
AATSC5dv,-1.4714640314287581
AATSC5pe,-0.04488242630385498
AATSC5se,-0.03192683900226754
AATSC6dv,-2.829214876833925
AATSC6pe,-0.07775608320251172
AATSC6se,-0.040434118916797455
AATSC7dv,0.8316682550637003
AATSC7pe,0.046102218278616026
AATSC7se,0.032090889086069156
AATSC8dv,1.1281179138321993
AATSC8pe,0.07056836734693904
AATSC8se,0.046155953061224435
AETA_eta,0.6706955411469004
ATSC0are,6.0493428571428565
ATSC1are,0.21699999999999964
ATSC2are,3.6448938775510187
ATSC3are,-1.3194489795918358
ATSC4are,-2.578608163265305
ATSC5are,-2.322546938775509
ATSC6are,-4.782165306122447
ATSC7are,1.6571510204081616
ATSC8are,1.7383612244897941
BCUTZ-1h,17.001103559199333
BCUTZ-1l,5.70066490687013
BCUTc-1h,0.48892822352378823
BCUTc-1l,-0.3894328892021798
BCUTd-1h,4.0485215519881015
BCUTd-1l,0.9705185298169116
BCUTi-1h,14.550470026944591
BCUTi-1l,10.319771219994179
BCUTm-1h,35.450517402617514
BCUTm-1l,11.711836080095747
BCUTp-1h,2.954585847465864
BCUTp-1l,0.7343020239839113
BCUTs-1h,7.015021311495831
BCUTs-1l,0.2976092157736361
BCUTv-1h,24.441829928237954
BCUTv-1l,14.695558702982558
BalabanJ,2.736566238528719
Diameter,9
ETA_beta,23.5
GATS1are,0.5711742007396317
GATS2are,0.4920103225626272
GATS3are,1.2474108702279574
GATS4are,1.3709953873838263
GATS5are,1.423030600726407
GATS6are,1.4971521291387202
GATS7are,0.5791513004543791
GATS8are,0.4490595200423185
HybRatio,0.2
Lipinski,True
LogEE_Dt,89.06318382393556
MATS1are,0.035871664927005005
MATS2are,0.3667557135203432
MATS3are,-0.11523026581666969
MATS4are,-0.22952597521263768
MATS5are,-0.19907676359616822
MATS6are,-0.4256680682053921
MATS7are,0.1667454870617843
MATS8are,0.26820607039568223
MAXddssS,-4.230054012345677
MINddssS,-4.230054012345677
NsssssAs,0
RotRatio,0.1111111111111111
SM1_Dzpe,1.6594547433493951
SM1_Dzse,1.6638772710282672
SMR_VSA1,22.844459936209216
SMR_VSA2,0.0
SMR_VSA3,4.468523985411105
SMR_VSA4,0.0
SMR_VSA5,18.742957874899023
SMR_VSA6,0.0
SMR_VSA7,29.288101587587764
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,78.92198616135485
SpAD_Dzi,103.70661350349884
SpAD_Dzm,78.87319532165066
SpAD_Dzp,160.19977279688425
SpAD_Dzv,136.40631477827714
SpAbs_Dt,178.12636764787112
SpDiam_A,4.846415603827094
SpDiam_D,97.17936140595748
SpMAD_Dt,9.895909313770618
SpMax_Dt,89.06318382393556
SsssssAs,0
VE1_Dzpe,4.168647011415764
VE1_Dzse,4.166628223086265
VE2_Dzpe,0.23159150063420914
VE2_Dzse,0.23147934572701473
VE3_Dzpe,2.0153781903709818
VE3_Dzse,2.0148937940404044
VMcGowan,187.31999999999985
VR1_Dzpe,84.12671816396994
VR1_Dzse,84.26987441517682
VR2_Dzpe,4.673706564664997
VR2_Dzse,4.6816596897320455
VR3_Dzpe,5.020110876598652
VR3_Dzse,5.0218111044179965
mZagreb1,8.868055555555555
mZagreb2,3.9444444444444438
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,21
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.21604795918367345
AATSC1are,0.007749999999999987
AATSC2are,0.07923682342502214
AATSC3are,-0.024895263765883694
AATSC4are,-0.049588618524332786
AATSC5are,-0.04301012849584276
AATSC6are,-0.09196471742543168
AATSC7are,0.03602502218278612
AATSC8are,0.057945374149659806
AETA_beta,1.3055555555555556
BCUTdv-1h,6.031503669316886
BCUTdv-1l,0.6449089269354036
BCUTpe-1h,3.538805413875561
BCUTpe-1l,2.2416663540704573
BCUTse-1h,3.769456261733727
BCUTse-1l,2.4410656376981668
ETA_alpha,8.614285714285714
ETA_dBeta,1.5
ETA_eta_B,0.6672888711188296
ETA_eta_F,18.727922668763114
ETA_eta_L,3.441862820749572
ETA_eta_R,30.800442409407324
ETA_psi_1,0.4843373493975905
LabuteASA,109.10567529565593
LogEE_DzZ,39.29634002074846
LogEE_Dzi,51.916400136870244
LogEE_Dzm,39.27289736900442
LogEE_Dzp,78.96105739550705
LogEE_Dzv,67.85758580353449
PEOE_VSA1,4.8375885837366335
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.794537184071822
PEOE_VSA4,8.417796984328938
PEOE_VSA5,0.0
PEOE_VSA6,16.06946387564362
PEOE_VSA7,24.26546827384644
PEOE_VSA8,18.870107713122575
PEOE_VSA9,4.895483475517775
SM1_Dzare,1.7062567909315893
SpAD_Dzpe,100.13999282742527
SpAD_Dzse,99.09968749667864
SpAbs_DzZ,76.84927374305421
SpAbs_Dzi,102.6971193415657
SpAbs_Dzm,76.79235078767235
SpAbs_Dzp,163.19368504572876
SpAbs_Dzv,137.78860112069341
SpDiam_Dt,125.3754089679536
SpMAD_DzZ,4.384554786741936
SpMAD_Dzi,5.761478527972158
SpMAD_Dzm,4.381844184536147
SpMAD_Dzp,8.899987377604681
SpMAD_Dzv,7.578128598793175
SpMax_DzZ,39.29634002074846
SpMax_Dzi,51.916400136870244
SpMax_Dzm,39.27289736900442
SpMax_Dzp,78.96105739550705
SpMax_Dzv,67.85758580353449
VE1_Dzare,4.168242203603367
VE2_Dzare,0.23156901131129817
VE3_Dzare,2.0152810779343704
VR1_Dzare,84.10683686613511
VR2_Dzare,4.672602048118617
VR3_Dzare,5.019874523061169
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47857142857142854
AETA_dBeta,0.08333333333333333
AETA_eta_B,0.03707160395104609
AETA_eta_F,1.0404401482646175
AETA_eta_L,0.191214601152754
AETA_eta_R,1.711135689411518
BCUTare-1h,3.5829424737803124
BCUTare-1l,2.1870392944768198
ETA_beta_s,11.0
ETA_dPsi_A,0.22966265060240948
ETA_dPsi_B,0.0
ETA_eta_BR,0.7532888711188296
ETA_eta_FL,4.805061870504694
ETA_eta_RL,8.246924691254266
LogEE_Dzpe,50.16218834389872
LogEE_Dzse,49.642281374507554
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,15.930470882759089
SlogP_VSA1,0.0
SlogP_VSA2,24.762805987043397
SlogP_VSA3,24.449954105287862
SlogP_VSA4,0.0
SlogP_VSA5,13.847474399381248
SlogP_VSA6,29.160951749364212
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,100.04718884399949
SpAbs_Dzpe,98.66492194444803
SpAbs_Dzse,97.62068547798688
SpDiam_DzZ,54.49992897530769
SpDiam_Dzi,75.79631278564126
SpDiam_Dzm,54.47025069299351
SpDiam_Dzp,118.20704910473393
SpDiam_Dzv,98.25826366155061
SpMAD_Dzpe,5.56333293485696
SpMAD_Dzse,5.505538194259924
SpMax_Dzpe,50.16218834389872
SpMax_Dzse,49.642281374507554
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,18
AETA_beta_s,0.6111111111111112
AETA_eta_BR,0.04184938172882387
AETA_eta_FL,0.26694788169470524
AETA_eta_RL,0.45816248284745925
DetourIndex,770
EState_VSA1,21.89977617071094
EState_VSA2,9.36400746092888
EState_VSA3,5.022633313741326
EState_VSA4,13.847474399381248
EState_VSA5,24.26546827384644
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,4.8375885837366335
EState_VSA9,11.600939890232516
ETA_beta_ns,12.5
ETA_shape_p,0.35378662244333886
ETA_shape_x,0.09673852957435047
ETA_shape_y,0.27860696517412936
GhoseFilter,True
LogEE_Dzare,50.11838646594038
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,98.53051614094925
SpDiam_Dzpe,73.07549781189445
SpDiam_Dzse,71.99342531221329
SpMAD_Dzare,5.558177157999972
SpMax_Dzare,50.11838646594038
TopoPSA(NO),80.75
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.05103363567649
VSA_EState9,31.74599408436215
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6944444444444444
EState_VSA10,18.00687135247258
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02142857142857145
FilterItLogS,-2.0750514893903316
SpDiam_Dzare,73.23012481436274
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.7423469387755103
ETA_epsilon_2,0.9880952380952378
ETA_epsilon_3,0.4333333333333337
ETA_epsilon_4,0.6642857142857145
ETA_epsilon_5,0.9880952380952378
AETA_beta_ns_d,0.027777777777777776
ETA_dEpsilon_A,0.3090136054421766
ETA_dEpsilon_B,0.0780612244897958
ETA_dEpsilon_C,-0.2309523809523808
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.3333333333333333
MDEDescriptor,"0.19999999999999996,1.3427567700148955,2.351921034871506,0.0,3.3019272488946267,6.047746481140281,0.0,1.4747070034436622,0.0,0.0,1.5059408653100468,1.4755758929337621,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,34.45793
BCUTDescriptor,"11.850000000000005,34.96885376187071,-0.277452471728232,0.2770746624376037,4.298365051612603,11.704228152773263"
BPolDescriptor,22.320069999999998
TPSADescriptor,89.13
ALOGPDescriptor,"1.4215999999999995,2.0209465599999987,62.1683"
XLogPDescriptor,1.3
VAdjMaDescriptor,5.169925001442312
WeightDescriptor,290.99682118
ChiPathDescriptor,"13.922285251880869,8.246924691254268,8.25822200266966,5.553788226829742,4.249739734280126,3.1840635205925563,1.5598405188410236,0.7122499435620411,10.543739604967566,5.486240432937535,4.161893420129741,2.4586231404975756,1.530333714972773,0.9996856196080591,0.4872785834393896,0.1815164703315938"
ChiChainDescriptor,"0.0,0.0,0.0,0.08333333333333333,0.125,0.0,0.0,0.0,0.027777777777777776,0.048496763344160726"
AtomCountDescriptor,28
BondCountDescriptor,18
SmallRingDescriptor,"1,1,1,1,0,0,0,1,0,0,0"
ChiClusterDescriptor,"2.203129058410133,0.16666666666666666,0.6827892578475433,0.15137471507731048,0.729815604843163,0.022807522979332223,0.10917043121552783,0.012258073792791233"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,6,0,2,0,0,0"
ZagrebIndexDescriptor,88.0
LargestChainDescriptor,10
MannholdLogPDescriptor,1.6800000000000002
WeightedPathDescriptor,"34.64676921775515,1.9248205120975084,21.920501443611037,12.661537668129789,3.2787570501380463"
FractionalPSADescriptor,0.30629200566032105
WienerNumbersDescriptor,"590.0,27.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.9085353486395085,5.823469784952389,8.339788032474997,1.106269557635104,1.2557912101424449,1.4158434938754734"
FractionalCSP3Descriptor,0.2
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.055555555555557,6.437869822485207,4.266666666666667"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,478.08
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2
AutocorrelationDescriptorMass,"36.07302842528,30.563729479962483,43.16971686880584,46.171231869031665,41.04623814036242"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.5482495784553277,-0.2362245851459486,-0.05081417125172087,0.1274680069962944,-0.1692488333991218"
EccentricConnectivityIndexDescriptor,243
AutocorrelationDescriptorPolarizability,"1245.3398718562817,1423.3121398939902,1983.928123623459,1987.5091217871714,1699.7443466052862"
