DLiP-ID,I001GZ
AATSC3s,-0.12465143250786913
AATSC3v,-4.070493398548095
AATSC4Z,-2.3305205839190553
AATSC4c,-0.005864357153391147
AATSC4d,-0.03653838727118252
AATSC4i,-0.03571209970890466
AATSC4m,-11.675115429114854
AATSC4p,-0.016066730515953725
AATSC4s,-0.25283435381286457
AATSC4v,-4.33789228178111
AATSC5Z,0.6735942310808619
AATSC5c,0.0038342161852136423
AATSC5d,0.028024226219413386
AATSC5i,-0.13775765948620447
AATSC5m,3.7846678095527455
AATSC5p,-0.04910745677301918
AATSC5s,0.3903908130247813
AATSC5v,1.4891850504566044
AATSC6Z,-1.9442607897153352
AATSC6c,0.0010456200095549893
AATSC6d,-0.03290863177226814
AATSC6i,0.06669246897357646
AATSC6m,-8.876187153489443
AATSC6p,0.005920350862864497
AATSC6s,0.014035105899057898
AATSC6v,1.8514123921790886
AATSC7Z,2.0341629828944847
AATSC7c,-0.0019448347649692985
AATSC7d,-0.07391168556601961
AATSC7i,0.11304840316062353
AATSC7m,10.48151944815491
AATSC7p,0.047614468710189886
AATSC7s,-0.28156021168969214
AATSC7v,2.043990532812304
AATSC8Z,-1.6245106568073078
AATSC8c,0.001676767708481832
AATSC8d,-0.05026642018268814
AATSC8i,-0.17778116130190452
AATSC8m,-6.13186746922575
AATSC8p,-0.0634624823833536
AATSC8s,-0.16972752754224268
AATSC8v,-6.873064708840478
ATS0are,278.8645999999999
ATS1are,300.72900000000004
ATS2are,489.4782
ATS3are,627.3609999999999
ATS4are,667.131
ATS5are,645.2379
ATS6are,578.7559999999997
ATS7are,557.8091999999998
ATS8are,478.47880000000004
ATSC0dv,165.0356652949246
ATSC0pe,4.834879545454543
ATSC0se,3.432810431818181
ATSC1dv,19.680041152263374
ATSC1pe,-0.4070576962809924
ATSC1se,-0.3471706658057849
ATSC2dv,-11.328875171467747
ATSC2pe,1.1023971590909085
ATSC2se,1.1600625397727258
ATSC3dv,-47.260288065843625
ATSC3pe,0.05750831611570331
ATSC3se,0.23620859969008207
ATSC4dv,-28.47976680384087
ATSC4pe,-2.005459349173553
ATSC4se,-1.346917641012396
ATSC5dv,79.4849108367627
ATSC5pe,2.674181508264461
ATSC5se,1.8189229762396695
ATSC6dv,16.08504801097395
ATSC6pe,-0.21568316115702613
ATSC6se,-0.6679828605371878
ATSC7dv,-52.81344307270231
ATSC7pe,-2.1835963842975215
ATSC7se,-1.5431527758264427
ATSC8dv,-47.714677640603554
ATSC8pe,-0.7813373966942149
ATSC8se,-0.6798498367768581
AXp-0dv,0.6269770437623168
AXp-1dv,0.33625813171490804
AXp-2dv,0.19809482689881658
AXp-3dv,0.10540796084353221
AXp-4dv,0.05876909536158321
AXp-5dv,0.034083920874294966
AXp-6dv,0.01887954674550445
AXp-7dv,0.010856322335456418
BertzCT,1154.2024165524354
ECIndex,714
ETA_eta,26.047439921269234
GATS1dv,0.6273330271528557
GATS1pe,0.7174855858074113
GATS1se,0.7506059936265239
GATS2dv,0.8630869757782506
GATS2pe,0.5532174246004193
GATS2se,0.48208791642913545
GATS3dv,1.0528645603378897
GATS3pe,0.8473456924665712
GATS3se,0.8059137458388834
GATS4dv,1.0794210751466
GATS4pe,1.196976538664417
GATS4se,1.1905890795096499
GATS5dv,0.8829180615401813
GATS5pe,0.92493240476076
GATS5se,0.9687222307963133
GATS6dv,1.036335506405159
GATS6pe,1.2025822982543257
GATS6se,1.3199651733366264
GATS7dv,1.2681487976992958
GATS7pe,1.5133158812361125
GATS7se,1.59485044651891
GATS8dv,1.1775809973187905
GATS8pe,1.2197484521924802
GATS8se,1.3147806095761463
LogEE_A,4.308010147850435
LogEE_D,164.29957957598455
MATS1dv,0.11163567753571989
MATS1pe,-0.07881794914490906
MATS1se,-0.0946777698707235
MATS2dv,-0.03922572095889574
MATS2pe,0.13029098819193244
MATS2se,0.19310500624382837
MATS3dv,-0.12475267275545199
MATS3pe,0.005181748082294016
MATS3se,0.029976242016407407
MATS4dv,-0.0709622732424696
MATS4pe,-0.1705678217635551
MATS4se,-0.16134671162586692
MATS5dv,0.2077587807155344
MATS5pe,0.23859301620981524
MATS5se,0.2285688232179073
MATS6dv,0.04764910200323424
MATS6pe,-0.021809250885936687
MATS6se,-0.09513178923541099
MATS7dv,-0.1637272239987334
MATS7pe,-0.23106860000895776
MATS7se,-0.2299923169434288
MATS8dv,-0.1673837409975637
MATS8pe,-0.0935603928520508
MATS8se,-0.11465744518696774
MAXaaCH,1.928390328764642
MAXaaNH,3.1417924467900535
MAXaaaC,0.9394401735229658
MAXaasC,0.9369159499675515
MAXdsCH,1.732483675568993
MAXdssC,0.4189806678844381
MAXsssN,1.217060185185185
MDEC-22,10.862766088230549
MDEC-23,24.658784958981872
MDEC-33,11.587794371735857
MDEN-23,0.19999999999999996
MDEO-11,0.814325284978472
MINaaCH,1.7876233126752052
MINaaNH,3.1417924467900535
MINaaaC,0.9232981760069605
MINaasC,0.832351085495927
MINdsCH,1.732483675568993
MINdssC,-1.0865992480810298
MINsssN,1.217060185185185
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.1142857142857143
SM1_Dzi,0.8429527246702839
SM1_Dzm,3.1331966176685837
SM1_Dzp,-2.9825115509186837
SM1_Dzv,-1.2964210836856174
SddssSe,0
SpAD_Dt,574.4022765035521
SpAbs_A,37.524850876863454
SpAbs_D,328.59915915196893
SpMAD_A,1.293960375064257
SpMAD_D,11.331005487998933
SpMax_A,2.4822024743005344
SpMax_D,164.29957957598455
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,130.79000000000002
TpiPC10,8.679685987760044
VAdjMat,6.0
VE1_DzZ,5.309444053110289
VE1_Dzi,5.309033661674961
VE1_Dzm,5.3096198661959
VE1_Dzp,5.321565917888916
VE1_Dzv,5.322574105519173
VE2_DzZ,0.18308427769345823
VE2_Dzi,0.18307012626465385
VE2_Dzm,0.18309034021365173
VE2_Dzp,0.18350227303065225
VE2_Dzv,0.1835370381213508
VE3_DzZ,2.7341978686690567
VE3_Dzi,2.7341205710664145
VE3_Dzm,2.734230981396688
VE3_Dzp,2.736478342502694
VE3_Dzv,2.736667777747074
VR1_DzZ,183.03815933807297
VR1_Dzi,183.6173724040777
VR1_Dzm,183.01714216201782
VR1_Dzp,182.73173411523305
VR1_Dzv,182.38926275997977
VR2_DzZ,6.311660666830102
VR2_Dzi,6.331633531175093
VR2_Dzm,6.310935936621304
VR2_Dzp,6.301094279835622
VR2_Dzv,6.289284922757923
VR3_DzZ,6.274405389069449
VR3_Dzi,6.277564831639783
VR3_Dzm,6.2742905584632975
VR3_Dzp,6.272729880505127
VR3_Dzv,6.270853946452482
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10454971151249738
Xch-6dv,0.3135980807554127
Xch-7dv,0.4322815218806638
Xpc-4dv,2.689311773495387
Xpc-5dv,3.8452586656297565
Xpc-6dv,5.022866500587058
Zagreb1,156.0
Zagreb2,186.0
fragCpx,212.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,4
nBondsM,20
nBondsO,32
nBondsS,27
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.337831818181815
AATS1are,6.398489361702128
AATS2are,6.356859740259741
AATS3are,6.21149504950495
AATS4are,6.234869158878505
AATS5are,6.325861764705882
AATS6are,6.43062222222222
AATS7are,6.486153488372091
AATS8are,6.295773684210527
AATSC0dv,3.75081057488465
AATSC0pe,0.10988362603305779
AATSC0se,0.07801841890495866
AATSC1dv,0.41872427983539096
AATSC1pe,-0.008660802048531754
AATSC1se,-0.00738660991076138
AATSC2dv,-0.1471282489801006
AATSC2pe,0.014316846221959851
AATSC2se,0.01506574726977566
AATSC3dv,-0.4679236442162735
AATSC3pe,0.00056938926847231
AATSC3se,0.0023386990068324956
AATSC4dv,-0.26616604489570905
AATSC4pe,-0.018742610739939745
AATSC4se,-0.01258801533656445
AATSC5dv,0.7792638317329675
AATSC5pe,0.026217465767298637
AATSC5se,0.017832578198428133
AATSC6dv,0.17872275567748833
AATSC6pe,-0.0023964795684114013
AATSC6se,-0.007422031783746531
AATSC7dv,-0.6141098031709571
AATSC7pe,-0.02539065563136653
AATSC7se,-0.01794363692821445
AATSC8dv,-0.6278247057974152
AATSC8pe,-0.010280755219660723
AATSC8se,-0.008945392589169186
AETA_eta,0.8981875834920425
ATSC0are,5.063290909090906
ATSC1are,-0.45334710743801626
ATSC2are,1.27070909090909
ATSC3are,0.2549504132231404
ATSC4are,-2.089780165289256
ATSC5are,2.552280165289254
ATSC6are,-0.1055404958677692
ATSC7are,-2.313768595041322
ATSC8are,-0.93428429752066
BCUTZ-1h,35.00041833233958
BCUTZ-1l,5.676101733806632
BCUTc-1h,0.46040456702119514
BCUTc-1l,-0.37340639545241977
BCUTd-1h,3.2418331905400013
BCUTd-1l,0.9725919187787615
BCUTi-1h,14.548172708937258
BCUTi-1l,10.30184997276599
BCUTm-1h,79.9041786541824
BCUTm-1l,11.687544092929578
BCUTp-1h,3.059016716246604
BCUTp-1l,0.7414685470161034
BCUTs-1h,7.009374738486293
BCUTs-1l,0.6279191869727386
BCUTv-1h,26.523894059750432
BCUTv-1l,14.700682307603198
BalabanJ,1.3858975376052798
Diameter,15
ETA_beta,37.5
GATS1are,0.7507551032741682
GATS2are,0.5561098807972025
GATS3are,0.8262362033977755
GATS4are,1.2155665026829299
GATS5are,0.9932228980876721
GATS6are,1.2489448512146653
GATS7are,1.5917266348512111
GATS8are,1.2615553451723727
HybRatio,0.09523809523809523
Lipinski,True
LogEE_Dt,287.20113825177606
MATS1are,-0.08382099027039318
MATS2are,0.14340860392117027
MATS3are,0.021935833580341676
MATS4are,-0.16972140618529763
MATS5are,0.2174442710246504
MATS6are,-0.010190521675326808
MATS7are,-0.23379825587032255
MATS8are,-0.10682803834864282
MAXssCH2,0.16403812267178064
MAXsssCH,-1.0717371084236167
MINssCH2,0.16403812267178064
MINsssCH,-1.0717371084236167
NsssssAs,0
RotRatio,0.15625
SM1_Dzpe,1.2603005392173081
SM1_Dzse,1.3156626386919945
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,0.0
SMR_VSA5,12.462662452073971
SMR_VSA6,0.0
SMR_VSA7,75.23253913242242
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,248.4751455910196
SpAD_Dzi,259.0307767185129
SpAD_Dzm,248.4664639648952
SpAD_Dzp,307.8968143896177
SpAD_Dzv,293.5743219989867
SpAbs_Dt,574.4022765035521
SpDiam_A,4.826176379865048
SpDiam_D,242.91182738729097
SpMAD_Dt,19.806975051846624
SpMax_Dt,287.20113825177606
SsssssAs,0
VE1_Dzpe,5.310871158305486
VE1_Dzse,5.310966528800154
VE2_Dzpe,0.18313348821743053
VE2_Dzse,0.18313677685517774
VE3_Dzpe,2.734466618734451
VE3_Dzse,2.734484576172228
VMcGowan,303.7800000000005
VR1_Dzpe,183.21394062193653
VR1_Dzse,183.16618090954358
VR2_Dzpe,6.317722090411604
VR2_Dzse,6.316075203777365
VR3_Dzpe,6.27536528143528
VR3_Dzse,6.275104570169266
mZagreb1,9.472222222222221
mZagreb2,6.277777777777778
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,11
nBondsKS,36
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11507479338842969
AATSC1are,-0.009645683136979069
AATSC2are,0.016502715466351816
AATSC3are,0.002524261517060796
AATSC4are,-0.019530655750366877
AATSC5are,0.02502235456165935
AATSC6are,-0.0011726721763085468
AATSC7are,-0.026904285988852583
AATSC8are,-0.012293214441061316
AETA_beta,1.293103448275862
BCUTdv-1h,6.023280473323884
BCUTdv-1l,0.25600832380005817
BCUTpe-1h,3.501281056320593
BCUTpe-1l,2.2253422547318817
BCUTse-1h,3.714181243455638
BCUTse-1l,2.421223607985993
ETA_alpha,15.300000000000002
ETA_dBeta,1.5
ETA_eta_B,0.478652816597549
ETA_eta_F,28.612609216733315
ETA_eta_L,6.662240011382151
ETA_eta_R,54.66004913800255
ETA_psi_1,0.6375000000000005
LabuteASA,184.46503239407164
LogEE_DzZ,124.02229088397085
LogEE_Dzi,129.5444556945899
LogEE_Dzm,123.97668911088512
LogEE_Dzp,153.3962534865377
LogEE_Dzv,146.56364012299585
PEOE_VSA1,10.090505915787915
PEOE_VSA2,9.694446914922299
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,70.24153763269521
PEOE_VSA7,35.402024295612705
PEOE_VSA8,27.993309642452555
PEOE_VSA9,4.905136513890047
SM1_Dzare,1.2668892750359109
SpAD_Dzpe,260.7960252745134
SpAD_Dzse,261.50912884407455
SpAbs_DzZ,246.21997317722648
SpAbs_Dzi,258.24595866450966
SpAbs_Dzm,246.19759744865237
SpAbs_Dzp,309.77501852399405
SpAbs_Dzv,294.42370132967733
SpDiam_Dt,402.839577276398
SpMAD_DzZ,8.568108468655849
SpMAD_Dzi,8.93209574891424
SpMAD_Dzm,8.567809102237765
SpMAD_Dzp,10.617131530676472
SpMAD_Dzv,10.123252482723679
SpMax_DzZ,124.02229088397085
SpMax_Dzi,129.5444556945899
SpMax_Dzm,123.97668911088512
SpMax_Dzp,153.3962534865377
SpMax_Dzv,146.56364012299585
VE1_Dzare,5.3098714100436215
VE2_Dzare,0.18309901413943522
VE3_Dzare,2.7342783553887604
VR1_Dzare,183.31480397658308
VR2_Dzare,6.321200137123554
VR3_Dzare,6.27591565222436
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5275862068965518
AETA_dBeta,0.05172413793103448
AETA_eta_B,0.016505269537846517
AETA_eta_F,0.986641697128735
AETA_eta_L,0.2297324141855914
AETA_eta_R,1.8848292806207776
BCUTare-1h,3.5551969091039974
BCUTare-1l,2.1755312853707767
ETA_beta_s,18.0
ETA_dPsi_A,0.07649999999999946
ETA_dPsi_B,0.0
ETA_eta_BR,0.822652816597549
ETA_eta_FL,7.273320734393396
ETA_eta_RL,13.935560745775547
LogEE_Dzpe,130.44147127654006
LogEE_Dzse,130.79993209923356
PEOE_VSA10,10.362374914706932
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,0.0
SlogP_VSA2,37.229275578648675
SlogP_VSA3,16.00989599106965
SlogP_VSA4,0.0
SlogP_VSA5,11.126902983393991
SlogP_VSA6,64.10563614902841
SlogP_VSA7,0.0
SlogP_VSA8,16.978945038914937
SlogP_VSA9,0.0
SpAD_Dzare,259.7381997261109
SpAbs_Dzpe,259.62264201386273
SpAbs_Dzse,260.28420155977517
SpDiam_DzZ,188.01721048003753
SpDiam_Dzi,193.83448834385797
SpDiam_Dzm,187.9687671086015
SpDiam_Dzp,235.3658975294648
SpDiam_Dzv,223.36659622080467
SpMAD_Dzpe,8.992966388776324
SpMAD_Dzse,9.017556167037053
SpMax_Dzpe,130.44147127654006
SpMax_Dzse,130.79993209923356
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6206896551724138
AETA_eta_BR,0.028367338503363756
AETA_eta_FL,0.2508041632549447
AETA_eta_RL,0.4805365774405361
DetourIndex,3998
EState_VSA1,12.011146117099809
EState_VSA2,16.648535437836486
EState_VSA3,4.905136513890047
EState_VSA4,38.26443238069858
EState_VSA5,4.899909730850478
EState_VSA6,12.272863678446956
EState_VSA7,48.53093654769288
EState_VSA8,20.913922418896558
EState_VSA9,12.217873443046695
ETA_beta_ns,19.5
ETA_shape_p,0.2069716775599128
ETA_shape_x,0.0
ETA_shape_y,0.3529411764705882
GhoseFilter,False
LogEE_Dzare,129.91278570012565
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,258.55868212521546
SpDiam_Dzpe,196.1275595908506
SpDiam_Dzse,196.97249155341234
SpMAD_Dzare,8.956489645727963
SpMax_Dzare,129.91278570012565
TopoPSA(NO),73.4
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.1921038646395934
VSA_EState9,59.51540909268689
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6724137931034483
EState_VSA10,14.69560176298435
ETA_dAlpha_A,0.02758620689655181
ETA_dAlpha_B,0.0
FilterItLogS,-5.241048386919639
SpDiam_Dzare,195.06456900185432
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6477272727272726
ETA_epsilon_2,0.8275862068965513
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.5549999999999998
ETA_epsilon_5,0.7935483870967738
AETA_beta_ns_d,0.017241379310344827
ETA_dEpsilon_A,0.204517396184063
ETA_dEpsilon_B,0.09272727272727277
ETA_dEpsilon_C,-0.11179012345679024
ETA_dEpsilon_D,0.03403781979977749
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.7931034482758621
MDEDescriptor,"0.0,0.0,0.0,0.0,10.862766088230549,24.658784958981872,0.0,11.587794371735857,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0"
APolDescriptor,60.41789499999997
BCUTDescriptor,"11.99690591594143,78.91833753521965,-0.3303872939905027,0.277765352358117,5.020232564099226,13.547200623522075"
BPolDescriptor,25.664104999999996
TPSADescriptor,130.79000000000002
ALOGPDescriptor,"5.453999999999998,29.74611599999998,123.0507"
XLogPDescriptor,4.123
VAdjMaDescriptor,6.0
WeightDescriptor,485.97074656000007
ChiPathDescriptor,"20.543241116511002,13.935560745775547,12.960527791273103,10.861029700682744,9.171113308599313,7.4557289755264575,4.6365255523265105,3.441963028236593,18.182334269107187,10.760260214877059,9.112362037345559,6.535293572298994,4.877834915011408,3.4083920874294966,1.925713768041452,1.3027586802547695"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.6288421288804824,0.93195786666896,0.0,0.0,0.1045497115124974,0.3135980807554127,0.4322815218806638"
AtomCountDescriptor,44
BondCountDescriptor,32
SmallRingDescriptor,"4,3,3,2,0,0,2,2,0,0,0"
ChiClusterDescriptor,"2.137561601372489,0.0,0.5564689430452948,0.0,1.4363234015364585,0.0,0.23206015756977022,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,12,3,0,2,0,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"59.32933698698233,2.0458392064476665,22.18142417155309,7.45323755410692,6.570235565987215"
FractionalPSADescriptor,0.26913142596712275
WienerNumbersDescriptor,"2296.0,46.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.975485665890829,7.977660676069629,11.32523600190224,2.689311773495387,3.8452586656297543,4.641310157203457"
FractionalCSP3Descriptor,0.09523809523809523
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,1,9,1,0,0,4,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"22.203125,9.646502835538753,4.924037460978147"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1397.08
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.09523809523809523
AutocorrelationDescriptorMass,"87.55696457739123,44.48921667210345,74.3208830749774,71.80896914240466,66.71730880476302"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.46158716789712073,-0.2476441502600719,0.03628474014182945,0.1155075032217136,-0.2463125243974251"
EccentricConnectivityIndexDescriptor,714
AutocorrelationDescriptorPolarizability,"2637.7090651683716,3140.2045659476826,4475.467057854848,4318.012979249618,3948.9396451028"
