DLiP-ID,J1007Q
AATSC5c,0.0013672784429575753
AATSC5d,-0.007995676046492895
AATSC5i,-0.18083492525410658
AATSC5m,-0.529668614528899
AATSC5p,-0.021058783823688088
AATSC5s,0.017581147031454036
AATSC5v,-3.0202366612798386
AATSC6Z,0.021330471069093016
AATSC6c,-0.0012799880102214584
AATSC6d,-0.009694938663854355
AATSC6i,-0.08398793633210218
AATSC6m,0.17421773534316293
AATSC6p,0.0068600105238577945
AATSC6s,-0.08362947834758369
AATSC6v,1.7587602963929907
AATSC7Z,-0.26410008645679695
AATSC7c,0.0004757931920871069
AATSC7d,-0.03833257047924189
AATSC7i,0.06843823013132352
AATSC7m,-1.1973844961128346
AATSC7p,0.010178159921112073
AATSC7s,0.007997912981893021
AATSC7v,1.1238978749591495
AATSC8Z,-1.1121898555884038
AATSC8c,-0.0016077429677879877
AATSC8d,-0.014046465553268219
AATSC8i,0.2727197488614264
AATSC8m,-5.214849581245065
AATSC8p,0.005903389122599674
AATSC8s,-0.1922213881192784
AATSC8v,-2.0175034751599035
ATS0are,317.87449999999995
ATS1are,346.5038
ATS2are,568.4689
ATS3are,706.8519
ATS4are,753.9277999999999
ATS5are,819.4839000000001
ATS6are,796.676
ATS7are,634.6350000000001
ATS8are,550.9519
ATSC0dv,189.2830188679245
ATSC0pe,4.502871698113204
ATSC0se,2.4115858113207547
ATSC1dv,83.687433250267
ATSC1pe,0.7296746529013851
ATSC1se,0.38023796938411636
ATSC2dv,70.71626913492346
ATSC2pe,0.9978491278034846
ATSC2se,0.4868370067639652
ATSC3dv,39.059807760768955
ATSC3pe,0.5087393022427873
ATSC3se,0.14520773371305748
ATSC4dv,21.09789960840155
ATSC4pe,1.0967222855108554
ATSC4se,0.8324785133499372
ATSC5dv,7.004271982912063
ATSC5pe,-0.07919288002848152
ATSC5se,-0.20760536133855856
ATSC6dv,-22.46493414026344
ATSC6pe,-1.2129327518689943
ATSC6se,-0.97971314916341
ATSC7dv,-46.10786756852974
ATSC7pe,-0.9018005339978655
ATSC7se,-0.47883573940904894
ATSC8dv,-54.35920256318977
ATSC8pe,-1.6671131363474538
ATSC8se,-0.7420858611605587
AXp-0dv,0.5821083031823624
AXp-1dv,0.31454629291340275
AXp-2dv,0.1574188635858596
AXp-3dv,0.08431865112740528
AXp-4dv,0.044749476232623535
AXp-5dv,0.02242827094569312
AXp-6dv,0.011324865773629227
AXp-7dv,0.0063199604148233305
BertzCT,927.3207830046771
ECIndex,653
ETA_eta,21.873772692583987
GATS1dv,0.46952298100623463
GATS1pe,0.6675376437876008
GATS1se,0.6589687589099607
GATS2dv,0.8166974377643715
GATS2pe,0.8282810900038889
GATS2se,0.8290838224469724
GATS3dv,0.988758386954848
GATS3pe,1.0128804450649278
GATS3se,1.0583294746745056
GATS4dv,1.002842935127916
GATS4pe,0.9525939039921231
GATS4se,0.9522071700842256
GATS5dv,1.0116546758402312
GATS5pe,1.049498302685317
GATS5se,1.1273461947026018
GATS6dv,1.1474244822582773
GATS6pe,1.3521927303616397
GATS6se,1.5414527180865758
GATS7dv,1.1943817878028404
GATS7pe,1.299418388528818
GATS7se,1.3879336688517094
GATS8dv,1.1317306358782333
GATS8pe,1.278936497110239
GATS8se,1.3096784635128678
LogEE_A,4.245176571956298
LogEE_D,163.68362781371346
MATS1dv,0.42605118167319134
MATS1pe,0.1561539116147029
MATS1se,0.1519378379213105
MATS2dv,0.2152264926149366
MATS2pe,0.12766250198624454
MATS2se,0.1162971055113341
MATS3dv,0.09428363718858274
MATS3pe,0.05162066532312505
MATS3se,0.027510906933408123
MATS4dv,0.048028422867960704
MATS4pe,0.1049488910633858
MATS4se,0.14874455308038015
MATS5dv,0.01431550425499714
MATS5pe,-0.00680380514277038
MATS5se,-0.03330359735763127
MATS6dv,-0.04729527167200298
MATS6pe,-0.10734241926652362
MATS6se,-0.1618901574958521
MATS7dv,-0.12295606440343287
MATS7pe,-0.1010898346152748
MATS7se,-0.10022369461521076
MATS8dv,-0.16544340718396788
MATS8pe,-0.21328658626854594
MATS8se,-0.17727172851446976
MAXaaCH,2.009210341926792
MAXaasC,1.1295380903100964
MAXaasN,1.6812685780362546
MAXdCH2,3.755870725300844
MAXdsCH,1.7308946753333616
MAXdssC,-0.28726437179810205
MAXsCH3,2.121896978026855
MAXssNH,2.9268683862433864
MAXsssN,2.249981784499628
MDEC-11,0.3253488184152496
MDEC-12,5.827965953431649
MDEC-13,2.6317070519946513
MDEC-22,14.930795021603512
MDEC-23,18.933295761351626
MDEC-33,5.2324496401603104
MDEN-22,1.3103706971044482
MDEN-23,1.5906910435107278
MDEN-33,0.1111111111111111
MINaaCH,1.9046700207860923
MINaasC,0.29247170781892984
MINaasN,1.6812685780362546
MINdCH2,3.755870725300844
MINdsCH,1.7308946753333616
MINdssC,-0.28726437179810205
MINsCH3,2.121896978026855
MINssNH,2.9268683862433864
MINsssN,2.249981784499628
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.9642857142857145
SM1_Dzi,1.2993821131665404
SM1_Dzm,0.9617664715096315
SM1_Dzp,-3.6732033552482424
SM1_Dzv,-1.9956176192751696
SddssSe,0
SpAD_Dt,495.5942593267839
SpAbs_A,36.480468543491384
SpAbs_D,327.3672556274271
SpMAD_A,1.3028738765532637
SpMAD_D,11.691687700979534
SpMax_A,2.453701084706764
SpMax_D,163.68362781371346
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,63.050000000000004
TpiPC10,8.54426863354377
VAdjMat,5.906890595608519
VE1_DzZ,5.195567963665122
VE1_Dzi,5.195310690728438
VE1_Dzm,5.195572247974001
VE1_Dzp,5.196725345860599
VE1_Dzv,5.196928107460932
VE2_DzZ,0.1855559987023258
VE2_Dzi,0.1855468103831585
VE2_Dzm,0.18555615171335718
VE2_Dzp,0.18559733378073567
VE2_Dzv,0.18560457526646187
VE3_DzZ,2.677425364662082
VE3_Dzi,2.677375845666568
VE3_Dzm,2.6774261892701214
VE3_Dzp,2.677648103217623
VE3_Dzv,2.67768711964265
VR1_DzZ,172.22788798974383
VR1_Dzi,172.2895271517929
VR1_Dzm,172.2277623918229
VR1_Dzp,172.45299237858956
VR1_Dzv,172.27916924091838
VR2_DzZ,6.150995999633708
VR2_Dzi,6.1531973982783175
VR2_Dzm,6.150991513993675
VR2_Dzp,6.159035442092484
VR2_Dzv,6.152827472889942
VR3_DzZ,6.178437947222068
VR3_Dzi,6.178795776231562
VR3_Dzm,6.178437217967542
VR3_Dzp,6.179744108565329
VR3_Dzv,6.178735655210784
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.09802486080859678
Xch-7dv,0.0959437328547054
Xpc-4dv,1.3849966261117068
Xpc-5dv,1.9414373730817562
Xpc-6dv,2.230385529998205
Zagreb1,140.0
Zagreb2,164.0
fragCpx,144.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,30
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,5.997632075471698
AATS1are,6.3000690909090915
AATS2are,6.179009782608695
AATS3are,6.093550862068965
AATS4are,6.129494308943089
AATS5are,5.981634306569344
AATS6are,5.990045112781956
AATS7are,6.044142857142858
AATS8are,5.988607608695652
AATSC0dv,3.5713777144891417
AATSC0pe,0.0849598433606265
AATSC0se,0.04550161908152367
AATSC1dv,1.5215896954594001
AATSC1pe,0.013266811870934274
AATSC1se,0.006913417625165752
AATSC2dv,0.7686550992926463
AATSC2pe,0.010846186171777007
AATSC2se,0.005291706595260491
AATSC3dv,0.3367224806962841
AATSC3pe,0.004385683640024028
AATSC3se,0.0012517908078711851
AATSC4dv,0.17152763909269553
AATSC4pe,0.008916441345616711
AATSC4se,0.006768117994714936
AATSC5dv,0.051126072867971266
AATSC5pe,-0.0005780502191859965
AATSC5se,-0.0015153676010113764
AATSC6dv,-0.16890927925010107
AATSC6pe,-0.009119795126834543
AATSC6se,-0.007366264279424136
AATSC7dv,-0.4391225482717118
AATSC7pe,-0.008588576514265386
AATSC7se,-0.0045603403753242755
AATSC8dv,-0.5908608974259757
AATSC8pe,-0.018120794960298413
AATSC8se,-0.008066150664788682
AETA_eta,0.7812061675922852
ATSC0are,4.623132075471693
ATSC1are,0.8023233179067291
ATSC2are,1.004142435030261
ATSC3are,0.3924411178355292
ATSC4are,1.320408579565682
ATSC5are,-0.18420555357778523
ATSC6are,-1.5119069063723733
ATSC7are,-0.9872333570665703
ATSC8are,-1.6343292630829465
BCUTZ-1h,8.02203025295817
BCUTZ-1l,5.691540145187085
BCUTc-1h,0.44270524774471753
BCUTc-1l,-0.4372400373336611
BCUTd-1h,3.2612832551699547
BCUTd-1l,0.9572838635528017
BCUTi-1h,14.751086098066189
BCUTi-1l,10.952553597066423
BCUTm-1h,16.010066189750354
BCUTm-1l,11.703053711420496
BCUTp-1h,1.9918900667724933
BCUTp-1l,0.7518224360650078
BCUTs-1h,7.008271666307457
BCUTs-1l,1.4249499555095413
BCUTv-1h,20.897149800582422
BCUTv-1l,14.702707617913783
BalabanJ,1.5414630170811545
Diameter,14
ETA_beta,36.75
GATS1are,0.6662881638534837
GATS2are,0.8460168911977046
GATS3are,1.046877980858893
GATS4are,0.9574974986892054
GATS5are,1.0697547544634178
GATS6are,1.4095759179523015
GATS7are,1.339418487367522
GATS8are,1.285817547667524
HybRatio,0.22727272727272727
Lipinski,True
LogEE_Dt,247.79712966339196
MATS1are,0.16723466081150604
MATS2are,0.12512585620904856
MATS3are,0.038784311277874337
MATS4are,0.12306733468271741
MATS5are,-0.015414225965354111
MATS6are,-0.1303205723940667
MATS7are,-0.1077879198825547
MATS8are,-0.20365322810463068
MAXssCH2,0.9395334057063647
MINssCH2,0.47527263579065937
NsssssAs,0
RotRatio,0.26666666666666666
SM1_Dzpe,1.0646419828641371
SM1_Dzse,0.9498097657793637
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,14.993869839101091
SMR_VSA4,0.0
SMR_VSA5,20.392230805293824
SMR_VSA6,23.30621114668196
SMR_VSA7,72.94618740143534
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,254.980444168423
SpAD_Dzi,245.34748539729043
SpAD_Dzm,255.02409642686987
SpAD_Dzp,338.8787647768918
SpAD_Dzv,312.6844349739623
SpAbs_Dt,495.59425932678397
SpDiam_A,4.808132196897638
SpDiam_D,245.02302955885392
SpMAD_Dt,17.699794975956568
SpMax_Dt,247.79712966339196
SsssssAs,0
VE1_Dzpe,5.195441427768978
VE1_Dzse,5.195585914238828
VE2_Dzpe,0.1855514795631778
VE2_Dzse,0.18555663979424386
VE3_Dzpe,2.677401009781553
VE3_Dzse,2.677428819634247
VMcGowan,301.03000000000077
VR1_Dzpe,172.23737127950696
VR1_Dzse,172.22664486253979
VR2_Dzpe,6.15133468855382
VR2_Dzse,6.1509516022335635
VR3_Dzpe,6.178493008157883
VR3_Dzse,6.178430729275515
mZagreb1,8.88888888888889
mZagreb2,6.555555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,45
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.08722890708437156
AATSC1are,0.014587696689213255
AATSC2are,0.010914591685111533
AATSC3are,0.003383113084789045
AATSC4are,0.010735029102160015
AATSC5are,-0.0013445660845093812
AATSC6are,-0.01136772110054416
AATSC7are,-0.009402222448253051
AATSC8are,-0.01776444851177116
AETA_beta,1.3125
BCUTdv-1h,6.021960666596416
BCUTdv-1l,0.9872569003884858
BCUTpe-1h,3.489106357564945
BCUTpe-1l,2.2406005437234606
BCUTse-1h,3.702004122403674
BCUTse-1l,2.4364564596978755
ETA_alpha,13.333333333333334
ETA_dBeta,2.25
ETA_eta_B,0.24164850692693918
ETA_eta_F,28.76346132120003
ETA_eta_L,6.149200443318145
ETA_eta_R,50.63723401378402
ETA_psi_1,0.596125186289121
LabuteASA,165.04207837478089
LogEE_DzZ,127.5246608597217
LogEE_Dzi,122.71293726103188
LogEE_Dzm,127.54639701598884
LogEE_Dzp,168.7834532178658
LogEE_Dzv,155.98585719782486
PEOE_VSA1,10.216698334856808
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.681802935145185
PEOE_VSA4,0.0
PEOE_VSA5,11.677617491899536
PEOE_VSA6,41.6212405447968
PEOE_VSA7,38.11294267322769
PEOE_VSA8,30.02773685288927
PEOE_VSA9,6.544756405912575
SM1_Dzare,1.2140530479292693
SpAD_Dzpe,252.78712077506805
SpAD_Dzse,255.29161524692168
SpAbs_DzZ,254.0850360051578
SpAbs_Dzi,244.23372930029058
SpAbs_Dzm,254.13102756046803
SpAbs_Dzp,341.24010979097994
SpAbs_Dzv,313.9673320149249
SpDiam_Dt,354.9967090763456
SpMAD_DzZ,9.106444434586535
SpMAD_Dzi,8.762410192760372
SpMAD_Dzm,9.10800344381678
SpMAD_Dzp,12.102813027746135
SpMAD_Dzv,11.167301249070082
SpMax_DzZ,127.5246608597217
SpMax_Dzi,122.71293726103188
SpMax_Dzm,127.54639701598884
SpMax_Dzp,168.7834532178658
SpMax_Dzv,155.98585719782486
VE1_Dzare,5.195201159718831
VE2_Dzare,0.1855428985613868
VE3_Dzare,2.6773547627764875
VR1_Dzare,172.25015407685234
VR2_Dzare,6.151791217030441
VR3_Dzare,6.178567221570041
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4761904761904762
AETA_dBeta,0.08035714285714286
AETA_eta_B,0.008630303818819256
AETA_eta_F,1.027266475757144
AETA_eta_L,0.21961430154707662
AETA_eta_R,1.8084726433494291
BCUTare-1h,3.5438558696969955
BCUTare-1l,2.1908390203167096
ETA_beta_s,17.25
ETA_dPsi_A,0.11787481371087893
ETA_dPsi_B,0.0
ETA_eta_BR,0.4996485069269392
ETA_eta_FL,7.523364612128011
ETA_eta_RL,13.672565055446157
LogEE_Dzpe,126.43158331549346
LogEE_Dzse,127.67972940081012
PEOE_VSA10,5.693927994848461
PEOE_VSA11,5.693927994848461
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.216698334856808
SlogP_VSA2,33.990562380277744
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,24.33593957830153
SlogP_VSA6,67.25225940658687
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,249.83809655951762
SpAbs_Dzpe,251.7985246481228
SpAbs_Dzse,254.40964903584074
SpDiam_DzZ,192.21493982967775
SpDiam_Dzi,184.84017443514745
SpDiam_Dzm,192.24780783176595
SpDiam_Dzp,254.44260161002873
SpDiam_Dzv,235.24881754491264
SpMAD_Dzpe,9.02811145625243
SpMAD_Dzse,9.11755768739006
SpMax_Dzpe,126.43158331549346
SpMax_Dzse,127.67972940081012
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6160714285714286
AETA_eta_BR,0.01784458953310497
AETA_eta_FL,0.26869159329028613
AETA_eta_RL,0.48830589483736275
DetourIndex,3357
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,17.932612395609496
EState_VSA4,30.02773685288927
EState_VSA5,0.0
EState_VSA6,10.757823041979066
EState_VSA7,54.59730361615449
EState_VSA8,40.95517532179245
EState_VSA9,0.0
ETA_beta_ns,19.5
ETA_shape_p,0.13749999999999998
ETA_shape_x,0.0
ETA_shape_y,0.285
GhoseFilter,True
LogEE_Dzare,124.96240731718486
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,248.7107615864404
SpDiam_Dzpe,190.55052017469038
SpDiam_Dzse,192.45093735703722
SpMAD_Dzare,8.922789162839916
SpMax_Dzare,124.96240731718486
TopoPSA(NO),63.050000000000004
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.6812685780362546
VSA_EState9,59.31873142196375
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6964285714285714
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.023809523809523787
FilterItLogS,-5.423192189496123
SpDiam_Dzare,188.3193429937494
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5635220125786164
ETA_epsilon_2,0.7988095238095234
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.502415458937198
ETA_epsilon_5,0.7816091954022986
AETA_beta_ns_d,0.03571428571428571
ETA_dEpsilon_A,0.12352201257861661
ETA_dEpsilon_B,0.06110655364141848
ETA_dEpsilon_C,-0.06241545893719813
ETA_dEpsilon_D,0.017200328407224852
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6785714285714286
MDEDescriptor,"0.3253488184152496,5.827965953431649,2.6317070519946513,0.0,14.930795021603512,18.933295761351626,0.0,5.2324496401603104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3103706971044482,1.5906910435107278,0.1111111111111111"
APolDescriptor,61.69182499999997
BCUTDescriptor,"11.850000000000001,15.994922719036467,-0.2754886033897541,0.25738603983607067,5.461466524731135,11.112224398429875"
BPolDescriptor,32.90817499999999
TPSADescriptor,63.050000000000004
ALOGPDescriptor,"4.682999999999999,21.93048899999999,114.12849999999997"
XLogPDescriptor,4.567
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,375.20591062
ChiPathDescriptor,"19.932510652501765,13.672565055446157,11.335768013687447,9.80598966195723,8.317273259633568,6.245862073299281,4.099899177918111,3.0598089166222757,16.299032489106146,9.436388787402084,6.296754543434384,4.553207160879881,3.1324633362836467,1.8391182175468357,0.9626135907584836,0.5940762789933934"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.36454789880438737,0.4981252959028268,0.0,0.0,0.022360679774997897,0.09802486080859678,0.09594373285470537"
AtomCountDescriptor,53
BondCountDescriptor,30
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.3536869468931796,0.0,0.33603041047203347,0.0,0.5865507780932763,0.0,0.0974902555818494,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,14,1,5,0,0,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"56.75340034088984,2.02690715503178,18.620138215407508,2.584225388204585,16.035912827202928"
FractionalPSADescriptor,0.16804106282818027
WienerNumbersDescriptor,"2205.0,43.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.684758097256467,6.3297559689290654,8.311315382855117,1.3849966261117066,1.941437373081756,1.9156063532519276"
FractionalCSP3Descriptor,0.22727272727272727
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,1,3,0,1,9,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.68,11.4075,5.795610425240055"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2269.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.22727272727272727
AutocorrelationDescriptorMass,"30.57437054192335,32.381508045129095,43.738262873182336,46.904172917134446,48.81734292624921"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.3410725893949101,-0.12541672277196916,-0.07181658929597229,-0.03157382477123425,0.10502891140368464"
EccentricConnectivityIndexDescriptor,653
AutocorrelationDescriptorPolarizability,"1891.5648668064855,2184.038683526232,2969.6630665339785,3047.954997910416,2902.8111946975023"
