DLiP-ID,I001IP
AATSC4s,-0.169652204656927
AATSC4v,-6.81578088955876
AATSC5Z,0.31226053639846724
AATSC5c,0.001309934317686194
AATSC5d,0.006665400082327993
AATSC5i,-0.08795458376428815
AATSC5m,1.4245884521231114
AATSC5p,8.462643963068627e-05
AATSC5s,-0.40822959862089997
AATSC5v,-1.0426899971238601
AATSC6Z,-8.630385487528343
AATSC6c,-0.0023603340483135432
AATSC6d,0.11594610295909
AATSC6i,-0.06859652608549877
AATSC6m,-44.787143966436155
AATSC6p,-0.08301131105507183
AATSC6s,-0.11649115521837451
AATSC6v,-8.207984195108052
AATSC7Z,-0.023809523809523978
AATSC7c,-0.003657723264937479
AATSC7d,0.07090384363111635
AATSC7i,0.28436218342974867
AATSC7m,-0.5566679126328198
AATSC7p,0.053106682579099763
AATSC7s,0.3549083327889913
AATSC7v,12.011728285991417
AATSC8Z,3.0277777777777777
AATSC8c,0.00414826303376479
AATSC8d,-0.06221303948576678
AATSC8i,0.2423346160460135
AATSC8m,14.652115882460976
AATSC8p,0.01031461268565999
AATSC8s,0.10405870548188802
AATSC8v,2.5513153018221844
ATS0are,218.1123
ATS1are,226.4289
ATS2are,344.302
ATS3are,408.1529
ATS4are,406.6509000000001
ATS5are,383.1848
ATS6are,310.7728
ATS7are,269.88300000000004
ATS8are,241.521
ATSC0dv,142.1886353244378
ATSC0pe,4.730987878787877
ATSC0se,3.3640598787878773
ATSC1dv,27.893065837323217
ATSC1pe,-0.2824541781450871
ATSC1se,-0.2958951175390268
ATSC2dv,-6.653314539584662
ATSC2pe,-0.6938536271808999
ATSC2se,-0.6217315059687791
ATSC3dv,3.7225163469084066
ATSC3pe,0.7822466483011941
ATSC3se,0.5922298301193746
ATSC4dv,-56.18566006744085
ATSC4pe,-0.6487957759412302
ATSC4se,-0.5630912910927468
ATSC5dv,-47.08350495855172
ATSC5pe,-1.1157786960514222
ATSC5se,-0.5934921505968787
ATSC6dv,21.659132791942376
ATSC6pe,-0.7182456382001835
ATSC6se,-0.44757509274563767
ATSC7dv,32.500202171358175
ATSC7pe,0.2757487603305777
ATSC7se,0.08497051790633617
ATSC8dv,1.1923121979238651
ATSC8pe,0.9245132231404959
ATSC8se,0.8938354049586767
AXp-0dv,0.6030262030418532
AXp-1dv,0.3053520939683104
AXp-2dv,0.16812631272564565
AXp-3dv,0.08372819608127997
AXp-4dv,0.048042337764262776
AXp-5dv,0.027615728753564665
AXp-6dv,0.013588997405717009
AXp-7dv,0.006512549662314112
BertzCT,674.6644919958609
ECIndex,414
ETA_eta,13.311595420931232
GATS1dv,0.5659197756781925
GATS1pe,0.7723893612719598
GATS1se,0.846569389446541
GATS2dv,0.9305586713890208
GATS2pe,0.9483789317842815
GATS2se,1.005110985027964
GATS3dv,0.9299504388394297
GATS3pe,0.87426928223475
GATS3se,0.9082593053086531
GATS4dv,1.2128167744593568
GATS4pe,1.173007014474732
GATS4se,1.219061515606518
GATS5dv,1.25246957791466
GATS5pe,1.3035813542999388
GATS5se,1.2708775384436657
GATS6dv,0.873256742959685
GATS6pe,1.0240636368534755
GATS6se,0.953472314630558
GATS7dv,0.87626146279401
GATS7pe,0.983795335936538
GATS7se,0.9936137049987293
GATS8dv,0.9594429723318185
GATS8pe,0.8454893782194249
GATS8se,0.8341738160968131
LogEE_A,3.9461008281983365
LogEE_D,102.91082209302036
MATS1dv,0.19039975653621896
MATS1pe,-0.057947031220787946
MATS1se,-0.08537075150631068
MATS2dv,-0.029695029816352487
MATS2pe,-0.09307362389459412
MATS2se,-0.11728696664283075
MATS3dv,0.014163018825128207
MATS3pe,0.08944910108791557
MATS3se,0.09523808759441055
MATS4dv,-0.21376899040303898
MATS4pe,-0.07418913084972963
MATS4se,-0.09055223998752497
MATS5dv,-0.18840388116219056
MATS5pe,-0.13418753528670233
MATS5se,-0.10037769261251132
MATS6dv,0.10258740346872769
MATS6pe,-0.10224428018200352
MATS6se,-0.08960248466042373
MATS7dv,0.1795915199296504
MATS7pe,0.04579587726934736
MATS7se,0.019845826825058005
MATS8dv,0.007686639973743611
MATS8pe,0.17913181691824254
MATS8se,0.24355961271038506
MAXaaCH,1.7141449648168623
MAXaasC,0.7172708992279699
MAXdsCH,1.3228703703703704
MAXdssC,-0.43675777641303415
MAXsCH3,1.449667137299262
MAXssNH,2.3323674886621317
MDEC-12,0.9608718841155639
MDEC-13,1.3747296369986024
MDEC-22,5.057014234340802
MDEC-23,10.871276688014582
MDEC-33,4.8131994033795955
MDEN-22,1.3103706971044482
MDEO-11,0.14285714285714285
MDEO-12,0.40824829046386313
MINaaCH,1.5174877776077271
MINaasC,-0.0587638049046777
MINdsCH,1.3228703703703704
MINdssC,-0.43675777641303415
MINsCH3,1.449667137299262
MINssNH,2.3323674886621317
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.007142857142857
SM1_Dzi,1.2420033006675162
SM1_Dzm,2.0249793912848943
SM1_Dzp,-4.348969231169468
SM1_Dzv,-1.930903462271982
SddssSe,0
SpAD_Dt,315.9570953319696
SpAbs_A,26.821056139059554
SpAbs_D,205.82164418604083
SpMAD_A,1.2771931494790263
SpMAD_D,9.801030675525752
SpMax_A,2.34993681312941
SpMax_D,102.91082209302036
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,83.81
TpiPC10,7.722802010710305
VAdjMat,5.459431618637297
VE1_DzZ,4.528098131815522
VE1_Dzi,4.521174340347027
VE1_Dzm,4.52808781264658
VE1_Dzp,4.514563661217768
VE1_Dzv,4.525346705918166
VE2_DzZ,0.2156237205626439
VE2_Dzi,0.2152940162070013
VE2_Dzm,0.21562322917364665
VE2_Dzp,0.21497922196275088
VE2_Dzv,0.2154927002818174
VE3_DzZ,2.2522393576161623
VE3_Dzi,2.250709114640082
VE3_Dzm,2.2522370786945487
VE3_Dzp,2.2492458848944668
VE3_Dzv,2.2516315390385095
VR1_DzZ,106.55416679886244
VR1_Dzi,107.59186756319289
VR1_Dzm,106.54203650658428
VR1_Dzp,108.07441775643923
VR1_Dzv,107.25491205186589
VR2_DzZ,5.074007942802973
VR2_Dzi,5.123422264913947
VR2_Dzm,5.073430309837347
VR2_Dzp,5.146400845544726
VR2_Dzv,5.107376764374566
VR3_DzZ,5.410590809021447
VR3_Dzi,5.420282409333005
VR3_Dzm,5.410476960983771
VR3_Dzp,5.424757387865731
VR3_Dzv,5.417145701506112
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.045678533083330995
Xch-7dv,0.08318870752661088
Xpc-4dv,0.9573146721657046
Xpc-5dv,1.2344477887233112
Xpc-6dv,1.4887509415737228
Zagreb1,102.0
Zagreb2,116.0
fragCpx,64.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,22
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.609463636363636
AATS1are,6.659673529411765
AATS2are,6.621192307692308
AATS3are,6.691031147540984
AATS4are,6.666408196721313
AATS5are,6.60663448275862
AATS6are,6.342302040816327
AATS7are,6.425785714285715
AATS8are,6.708916666666666
AATSC0dv,4.308746524982964
AATSC0pe,0.1433632690541781
AATSC0se,0.10194120844811749
AATSC1dv,0.8203842893330358
AATSC1pe,-0.00830747582779668
AATSC1se,-0.008702797574677259
AATSC2dv,-0.12794835653047426
AATSC2pe,-0.013343338984248075
AATSC2se,-0.011956375114784213
AATSC3dv,0.06102485814603945
AATSC3pe,0.012823715545921214
AATSC3se,0.009708685739661879
AATSC4dv,-0.9210763945482107
AATSC4pe,-0.010635996326905412
AATSC4se,-0.009231004772012243
AATSC5dv,-0.8117845682508917
AATSC5pe,-0.019237563725024522
AATSC5se,-0.01023262328615308
AATSC6dv,0.44202311820290563
AATSC6pe,-0.014658074248983338
AATSC6se,-0.009134185566237504
AATSC7dv,0.7738143374132899
AATSC7pe,0.006565446674537565
AATSC7se,0.00202310756919848
AATSC8dv,0.03311978327566292
AATSC8pe,0.025680922865013774
AATSC8se,0.02482876124885213
AETA_eta,0.6338854962348206
ATSC0are,5.057072727272726
ATSC1are,-0.31951735537190107
ATSC2are,-0.8112024793388427
ATSC3are,1.163941322314049
ATSC4are,-0.9224677685950414
ATSC5are,-1.349452066115702
ATSC6are,-0.5786504132231403
ATSC7are,0.23710743801652884
ATSC8are,0.9038388429752068
BCUTZ-1h,35.00041801461706
BCUTZ-1l,5.692717710629709
BCUTc-1h,0.43590867956005125
BCUTc-1l,-0.5242226102978245
BCUTd-1h,3.232062555037252
BCUTd-1l,0.9779079850653695
BCUTi-1h,14.641773938961942
BCUTi-1l,10.951674204401
BCUTm-1h,79.90417852325545
BCUTm-1l,11.70479932201754
BCUTp-1h,3.058980974476145
BCUTp-1l,0.7516860695806117
BCUTs-1h,7.008271030469012
BCUTs-1l,1.0438186875513782
BCUTv-1h,26.523891781650278
BCUTv-1l,14.702403104683762
BalabanJ,1.7103739330193897
Diameter,12
ETA_beta,29.5
GATS1are,0.8099640404089109
GATS2are,0.9841570636928351
GATS3are,0.8588289886192649
GATS4are,1.2245586134872175
GATS5are,1.332339536012197
GATS6are,0.964739770769438
GATS7are,0.9949968489547618
GATS8are,0.8865471341068072
HybRatio,0.07142857142857142
Lipinski,True
LogEE_Dt,157.9785476659848
MATS1are,-0.061323971953929995
MATS2are,-0.10179833298624621
MATS3are,0.12451337133650413
MATS4are,-0.09868158266662166
MATS5are,-0.15182532152430356
MATS6are,-0.07706105103372553
MATS7are,0.03683923711320084
MATS8are,0.16383370065566744
NsssssAs,0
RotRatio,0.18181818181818182
SM1_Dzpe,1.3982289357901354
SM1_Dzse,1.3132134234848372
SMR_VSA1,14.637927532712576
SMR_VSA2,0.0
SMR_VSA3,10.409769918057593
SMR_VSA4,5.101407525739723
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,52.258777916298996
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,147.25517368831416
SpAD_Dzi,145.32435840793326
SpAD_Dzm,147.3006339390176
SpAD_Dzp,232.48633949764047
SpAD_Dzv,200.3630834425452
SpAbs_Dt,315.95709533196964
SpDiam_A,4.69987362625882
SpDiam_D,158.679894179833
SpMAD_Dt,15.045575968189027
SpMax_Dt,157.9785476659848
SsssssAs,0
VE1_Dzpe,4.525484976266139
VE1_Dzse,4.5258790029668114
VE2_Dzpe,0.21549928458410184
VE2_Dzse,0.21551804776032435
VE3_Dzpe,2.251662093213604
VE3_Dzse,2.2517491578155417
VMcGowan,217.0499999999998
VR1_Dzpe,107.08121573042519
VR1_Dzse,107.04379432710915
VR2_Dzpe,5.0991055109726275
VR2_Dzse,5.09732353938615
VR3_Dzpe,5.415524916795087
VR3_Dzse,5.415175388230564
mZagreb1,7.416666666666666
mZagreb2,4.833333333333332
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,26
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15324462809917352
AATSC1are,-0.00939756927564415
AATSC2are,-0.015600047679593129
AATSC3are,0.01908100528383687
AATSC4are,-0.015122422435984285
AATSC5are,-0.023266414933029344
AATSC6are,-0.0118091921065947
AATSC7are,0.005645415190869734
AATSC8are,0.025106634527089076
AETA_beta,1.4047619047619047
BCUTdv-1h,6.022055486931506
BCUTdv-1l,0.2560136515064265
BCUTpe-1h,3.489314749164611
BCUTpe-1l,2.2383611584235408
BCUTse-1h,3.702202175038148
BCUTse-1l,2.4345228714854166
ETA_alpha,10.533333333333335
ETA_dBeta,3.5
ETA_eta_B,0.300821359442903
ETA_eta_F,20.467392301698986
ETA_eta_L,3.926136261962956
ETA_eta_R,33.77898772263022
ETA_psi_1,0.5766423357664235
LabuteASA,129.1551410267885
LogEE_DzZ,73.51420599227684
LogEE_Dzi,72.72132221828413
LogEE_Dzm,73.49511696695112
LogEE_Dzp,115.59992506842079
LogEE_Dzv,99.90569836951946
PEOE_VSA1,9.843390348640755
PEOE_VSA2,9.77851570501903
PEOE_VSA3,5.425791397110385
PEOE_VSA4,5.101407525739723
PEOE_VSA5,0.0
PEOE_VSA6,21.99631096641096
PEOE_VSA7,24.26546827384644
PEOE_VSA8,16.233014579142484
PEOE_VSA9,13.32439812081285
SM1_Dzare,1.5017373553477595
SpAD_Dzpe,148.10198354451438
SpAD_Dzse,149.85666652530585
SpAbs_DzZ,145.68230462419854
SpAbs_Dzi,144.30378908184696
SpAbs_Dzm,145.71314197713383
SpAbs_Dzp,235.54881936801115
SpAbs_Dzv,201.7423002013109
SpDiam_Dt,232.11348524770196
SpMAD_DzZ,7.01215112801496
SpMAD_Dzi,6.920207543234917
SpMAD_Dzm,7.01431590185798
SpMAD_Dzp,11.070778071316212
SpMAD_Dzv,9.54109921154977
SpMax_DzZ,73.51420599227684
SpMax_Dzi,72.72132221828413
SpMax_Dzm,73.49511696695112
SpMax_Dzp,115.59992506842079
SpMax_Dzv,99.90569836951946
VE1_Dzare,4.525016860578026
VE2_Dzare,0.21547699336085838
VE3_Dzare,2.251558647968916
VR1_Dzare,107.1172107352276
VR2_Dzare,5.100819558820362
VR3_Dzare,5.415861007080485
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5015873015873017
AETA_dBeta,0.16666666666666666
AETA_eta_B,0.014324826640138238
AETA_eta_F,0.9746377286523327
AETA_eta_L,0.1869588696172836
AETA_eta_R,1.6085232248871533
BCUTare-1h,3.544062659367165
BCUTare-1l,2.1879464760534026
ETA_beta_s,13.0
ETA_dPsi_A,0.13735766423357643
ETA_dPsi_B,0.0
ETA_eta_BR,0.472821359442903
ETA_eta_FL,6.187255940967237
ETA_eta_RL,10.113392202930193
LogEE_Dzpe,74.11757410253291
LogEE_Dzse,74.99086723519983
PEOE_VSA10,5.693927994848461
PEOE_VSA11,11.49902366656781
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.162654350910433
SlogP_VSA2,29.32208376595227
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,16.051916670617278
SlogP_VSA6,46.10280595549327
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,145.973816443584
SpAbs_Dzpe,146.8988130855586
SpAbs_Dzse,148.71916783067343
SpDiam_DzZ,115.16061722679117
SpDiam_Dzi,112.01415467434
SpDiam_Dzm,115.15150798267015
SpDiam_Dzp,182.74693520003513
SpDiam_Dzv,158.28159956495688
SpMAD_Dzpe,7.052475406881637
SpMAD_Dzse,7.136031739300279
SpMax_Dzpe,74.11757410253291
SpMax_Dzse,74.99086723519983
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6190476190476191
AETA_eta_BR,0.02251530283061443
AETA_eta_FL,0.29463123528415414
AETA_eta_RL,0.4815901049014378
DetourIndex,1604
EState_VSA1,5.907179729351506
EState_VSA2,11.443439828132366
EState_VSA3,11.3129633249809
EState_VSA4,4.472719515832414
EState_VSA5,19.521241692425924
EState_VSA6,30.33183534230805
EState_VSA7,0.0
EState_VSA8,31.441121341746662
EState_VSA9,4.736862953800049
ETA_beta_ns,16.5
ETA_shape_p,0.2373417721518987
ETA_shape_x,0.0
ETA_shape_y,0.28481012658227844
GhoseFilter,True
LogEE_Dzare,73.0584195244276
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,144.6915158068492
SpDiam_Dzpe,115.25177095329654
SpDiam_Dzse,116.77550304851437
SpMAD_Dzare,6.9511341163611435
SpMax_Dzare,73.0584195244276
TopoPSA(NO),83.81
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.7172708992279699
VSA_EState9,49.73732848816881
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7857142857142857
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0015873015873016662
ETA_dAlpha_B,0.0
FilterItLogS,-4.092918865499838
SpDiam_Dzare,113.43782986445868
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6626262626262628
ETA_epsilon_2,0.8698412698412696
ETA_epsilon_3,0.4377049180327872
ETA_epsilon_4,0.5782945736434111
ETA_epsilon_5,0.8202898550724637
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.22492134459347557
ETA_dEpsilon_B,0.0843316889828517
ETA_dEpsilon_C,-0.14058965561062386
ETA_dEpsilon_D,0.04955141476880598
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7619047619047619
MDEDescriptor,"0.0,0.9608718841155639,1.3747296369986024,0.0,5.057014234340802,10.871276688014582,0.0,4.8131994033795955,0.0,0.0,0.14285714285714285,0.4082482904638629,0.0,0.0,0.0,0.0,1.3103706971044482,0.0,0.0"
APolDescriptor,41.397515999999996
BCUTDescriptor,"11.996195874173564,78.91833740324043,-0.3818265545564434,0.26887543803713987,4.901601541266441,10.303736955809853"
BPolDescriptor,19.262484
TPSADescriptor,83.81
ALOGPDescriptor,"2.7114000000000003,7.351689960000002,81.80280000000002"
XLogPDescriptor,2.87
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,349.00620344
ChiPathDescriptor,"15.242276208189782,10.113392202930195,8.67037823427657,7.110702876967183,5.504191083704569,4.137747213567296,2.1846039850092263,1.441931646596069,12.663550263878914,6.717746067302829,4.875663069043725,3.014215058926079,2.017778186099037,1.2979392514175394,0.5299708988229632,0.2409643375056221"
ChiChainDescriptor,"0.0,0.0,0.0,0.1576176281715213,0.24860409634182867,0.0,0.0,0.0,0.045678533083330995,0.08318870752661087"
AtomCountDescriptor,33
BondCountDescriptor,22
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.216827484720204,0.0,0.31030121992763315,0.0,0.6410681919684689,0.0,0.04498621364723474,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,9,1,0,0,0,0"
ZagrebIndexDescriptor,102.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"41.97339257754475,1.9987329798830833,19.48344585224482,7.880155818287138,9.069026298925335"
FractionalPSADescriptor,0.24013899802903746
WienerNumbersDescriptor,"1050.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.9006357542025984,4.224321698901266,5.574792441380444,0.9573146721657046,1.2344477887233116,1.4236507184576745"
FractionalCSP3Descriptor,0.07142857142857142
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.355371900826448,8.585017835909632,5.0"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,736.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.07142857142857142
AutocorrelationDescriptorMass,"67.66143880176769,30.005751403673113,43.68254593728172,46.53636691511788,48.56868580108072"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.5186018377639476,-0.20582439493773774,-0.1831580705749294,0.1701215133116335,-0.05541001821809689"
EccentricConnectivityIndexDescriptor,414
AutocorrelationDescriptorPolarizability,"1261.1964841669856,1417.256371600931,1837.8716488327452,1792.6624173804644,1406.0671026699606"
