DLiP-ID,C000FM
AATSC5d,-0.09439820319725195
AATSC5i,-0.1235613432367887
AATSC5m,4.079018118526217
AATSC5p,-0.009062327590059392
AATSC5s,-0.1097529217255207
AATSC5v,-2.36743623010331
AATSC6Z,-3.8655662026998665
AATSC6c,-0.000741000566511312
AATSC6d,0.031475134643631456
AATSC6i,-0.07909922173884906
AATSC6m,-20.13718854512601
AATSC6p,-0.000970002737759367
AATSC6s,-0.16495384198609286
AATSC6v,-1.7112319463869083
AATSC7Z,-15.28107564255008
AATSC7c,-0.004005435139725957
AATSC7d,0.16230677764565982
AATSC7i,-0.017255383507766862
AATSC7m,-79.33543055584006
AATSC7p,-0.07513732250188809
AATSC7s,-0.3601807067602306
AATSC7v,-6.7106580955879505
AATSC8Z,31.71328775267539
AATSC8c,0.010972167608534216
AATSC8d,0.3433412604042805
AATSC8i,0.3598329887229107
AATSC8m,152.15199532877526
AATSC8p,-0.030034211238983238
AATSC8s,-0.4542982595104462
AATSC8v,39.6488040611284
ATS0are,180.76250000000002
ATS1are,196.654
ATS2are,341.994
ATS3are,485.454
ATS4are,497.927
ATS5are,441.35779999999994
ATS6are,306.004
ATS7are,156.482
ATS8are,48.88000000000001
ATSC0dv,104.0112577456128
ATSC0pe,3.3827310344827564
ATSC0se,2.330700551724137
ATSC1dv,12.592620321030061
ATSC1pe,-0.3794917954815706
ATSC1se,-0.2622464518430436
ATSC2dv,-5.129671222285838
ATSC2pe,0.7385273483947673
ATSC2se,0.7540518156956001
ATSC3dv,-18.00177625108263
ATSC3pe,0.23305576694411523
ATSC3se,0.3527267538644465
ATSC4dv,-22.795088478181793
ATSC4pe,-0.8961153388822828
ATSC4se,-0.7235900083234248
ATSC5dv,-25.791159195483857
ATSC5pe,-0.6364770511296076
ATSC5se,-0.6155382663495835
ATSC6dv,-15.164540547946538
ATSC6pe,-0.9620925089179543
ATSC6se,-0.8117032116527939
ATSC7dv,15.498350157970542
ATSC7pe,-0.9499243757431625
ATSC7se,-0.7296958394768125
ATSC8dv,3.399051361221618
ATSC8pe,1.2987604042806178
ATSC8se,0.9523261926278235
AXp-0dv,0.6261959901641946
AXp-1dv,0.3375579283579978
AXp-2dv,0.19503523936440767
AXp-3dv,0.104721225329758
AXp-4dv,0.05797101429154666
AXp-5dv,0.032301679952922345
AXp-6dv,0.018968996546225764
AXp-7dv,0.010788063784668999
BertzCT,512.1409683123314
ECIndex,216
ETA_eta,14.109313736165864
GATS1dv,0.6469225212430801
GATS1pe,0.761074306876726
GATS1se,0.7753535036377202
GATS2dv,0.8076619562441123
GATS2pe,0.5003197876138735
GATS2se,0.42096655492374496
GATS3dv,0.9550587861578188
GATS3pe,0.7587988739969336
GATS3se,0.679295973405421
GATS4dv,1.0465574714440073
GATS4pe,1.0319263437468178
GATS4se,1.0099270726239802
GATS5dv,1.15548008607124
GATS5pe,1.232765433130727
GATS5se,1.3028500512805221
GATS6dv,1.1698530073859856
GATS6pe,1.3761963080508826
GATS6se,1.4564784544045062
GATS7dv,1.0315703019052236
GATS7pe,1.7622129122671435
GATS7se,1.8765545359622688
GATS8dv,1.2018292538730693
GATS8pe,0.3017606157848383
GATS8se,0.3019652179167207
LogEE_A,3.7943504639603036
LogEE_D,55.89898057851851
MATS1dv,0.11325882850446677
MATS1pe,-0.10494728969543439
MATS1se,-0.10525905000374455
MATS2dv,-0.02600425948124028
MATS2pe,0.11511566399577713
MATS2se,0.17058860567594272
MATS3dv,-0.06273978444696489
MATS3pe,0.024974706725437237
MATS3se,0.054860521735095834
MATS4dv,-0.07750774105861392
MATS4pe,-0.09368727106299969
MATS4se,-0.10979693776712335
MATS5dv,-0.09987482136286403
MATS5pe,-0.07578456863619236
MATS5se,-0.10637365442509053
MATS6dv,-0.08290423771393494
MATS6pe,-0.16172501016977775
MATS6se,-0.1980334744647008
MATS7dv,0.16619952209714736
MATS7pe,-0.31321764091858045
MATS7se,-0.34920466838201153
MATS8dv,0.11846372644165136
MATS8pe,1.391776767802388
MATS8se,1.4811780285211271
MAXaaCH,2.077113567649282
MAXaasC,1.1903935185185188
MAXdsCH,2.131666666666667
MAXdssC,-0.7664178240740729
MAXssNH,3.134675925925926
MDEC-22,5.109498309746021
MDEC-23,16.004771220820544
MDEC-33,9.380202453646369
MDEO-11,0.4999999999999999
MINaaCH,1.9342620937263795
MINaasC,0.9383333333333337
MINdsCH,2.0862679516250946
MINdssC,-0.7664178240740729
MINssNH,3.134675925925926
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4714285714285715
SM1_Dzi,0.6183699438739194
SM1_Dzm,1.4907134552218257
SM1_Dzp,-2.2303113304666793
SM1_Dzv,-0.8932597277270988
SddssSe,0
SpAD_Dt,337.2012961291021
SpAbs_A,21.961891691112495
SpAbs_D,111.79796115703707
SpMAD_A,1.2918759818301468
SpMAD_D,6.576350656296296
SpMax_A,2.50742783125889
SpMax_D,55.89898057851851
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,49.33
TpiPC10,7.841173494516883
VAdjMat,5.247927513443585
VE1_DzZ,4.0774877269445335
VE1_Dzi,4.065475358773103
VE1_Dzm,4.077612520650799
VE1_Dzp,4.05085701410966
VE1_Dzv,4.0623685530932665
VE2_DzZ,0.23985221923203137
VE2_Dzi,0.23914560933959428
VE2_Dzm,0.2398595600382823
VE2_Dzp,0.23828570671233293
VE2_Dzv,0.23896285606430978
VE3_DzZ,1.9361092966245128
VE3_Dzi,1.93315892665264
VE3_Dzm,1.936139901694343
VE3_Dzp,1.9295567182168523
VE3_Dzv,1.9323944420328971
VR1_DzZ,83.68505172043466
VR1_Dzi,84.73447173547764
VR1_Dzm,83.66524658316747
VR1_Dzp,85.58128816140149
VR1_Dzv,84.95541053706829
VR2_DzZ,4.922650101202039
VR2_Dzi,4.984380690322214
VR2_Dzm,4.921485093127498
VR2_Dzp,5.0341934212589114
VR2_Dzv,4.997377090415782
VR3_DzZ,4.9576886190646805
VR3_Dzi,4.9701507561749505
VR3_Dzm,4.957451928272247
VR3_Dzp,4.980094914068916
VR3_Dzv,4.972754787994411
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07856742013183861
Xch-6dv,0.13275715366103957
Xch-7dv,0.25423141869220023
Xpc-4dv,1.6678373673199811
Xpc-5dv,2.4721372617222412
Xpc-6dv,3.5612413024659433
Zagreb1,94.0
Zagreb2,114.0
fragCpx,89.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,2
nBondsM,8
nBondsO,19
nBondsS,23
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,4
naHRing,0
AATS0are,6.233189655172414
AATS1are,6.343677419354838
AATS2are,6.218072727272728
AATS3are,6.068175
AATS4are,6.072280487804878
AATS5are,6.129969444444444
AATS6are,6.0000784313725495
AATS7are,6.018538461538461
AATS8are,6.110000000000001
AATSC0dv,3.586595094676303
AATSC0pe,0.1166458977407847
AATSC0se,0.08036898454221161
AATSC1dv,0.4062135587429052
AATSC1pe,-0.012241670821986147
AATSC1se,-0.008459562962678826
AATSC2dv,-0.09326674949610614
AATSC2pe,0.013427769970813951
AATSC2se,0.013710033012647274
AATSC3dv,-0.22502220313853288
AATSC3pe,0.0029131970868014403
AATSC3se,0.004409084423305581
AATSC4dv,-0.27798888388026577
AATSC4pe,-0.010928235840027839
AATSC4se,-0.008824268394188107
AATSC5dv,-0.35821054438172023
AATSC5pe,-0.008839959043466773
AATSC5se,-0.00854914258818866
AATSC6dv,-0.29734393231267725
AATSC6pe,-0.018864558998391262
AATSC6se,-0.015915749248093997
AATSC7dv,0.5960903906911746
AATSC7pe,-0.03653555291319856
AATSC7se,-0.02806522459526202
AATSC8dv,0.42488142015270225
AATSC8pe,0.16234505053507722
AATSC8se,0.11904077407847793
AETA_eta,0.8299596315391685
ATSC0are,3.440979310344826
ATSC1are,-0.4112192627824025
ATSC2are,0.9306668252080852
ATSC3are,0.5477398335315103
ATSC4are,-1.035613912009512
ATSC5are,-0.8490348394768132
ATSC6are,-0.9378222354340069
ATSC7are,-0.8059124851367419
ATSC8are,0.9135988109393578
BCUTZ-1h,35.000417868842824
BCUTZ-1l,5.690662393062597
BCUTc-1h,0.4556558171487228
BCUTc-1l,-0.33096862835178065
BCUTd-1h,3.22053363097971
BCUTd-1l,0.9729526544495839
BCUTi-1h,14.54023629786374
BCUTi-1l,10.950022406514757
BCUTm-1h,79.9041784620208
BCUTm-1l,11.702343264084591
BCUTp-1h,3.0589775701133486
BCUTp-1l,0.7415816065169392
BCUTs-1h,7.008291363152083
BCUTs-1l,1.043835175836975
BCUTv-1h,26.523891310510002
BCUTv-1l,14.701441144952161
BalabanJ,1.8020688742386934
Diameter,8
ETA_beta,19.5
GATS1are,0.794599372271727
GATS2are,0.47504341003745737
GATS3are,0.7171737396330636
GATS4are,1.0609593069667125
GATS5are,1.2872344826096467
GATS6are,1.3480339299919417
GATS7are,1.6609314540336586
GATS8are,0.6332790184029405
HybRatio,0.3076923076923077
Lipinski,True
LogEE_Dt,168.29186521293215
MATS1are,-0.11179636756538147
MATS2are,0.14260917920501598
MATS3are,0.057703250077163336
MATS4are,-0.10643879766659423
MATS5are,-0.09938227901350373
MATS6are,-0.15497665609449204
MATS7are,-0.26123446443443565
MATS8are,0.9624573096672563
MAXssCH2,0.8339153439153439
MAXsssCH,0.22671296296296273
MINssCH2,0.8339153439153439
MINsssCH,-0.4827078609221471
NsssssAs,0
RotRatio,0.05263157894736842
SM1_Dzpe,0.8171395845049457
SM1_Dzse,0.7841926370417289
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.917906046161393
SMR_VSA5,18.380568498235363
SMR_VSA6,5.316788604006331
SMR_VSA7,40.387312426582
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,88.83298048834521
SpAD_Dzi,90.83123351723108
SpAD_Dzm,88.8434304483807
SpAD_Dzp,108.71435413316743
SpAD_Dzv,102.47921366419494
SpAbs_Dt,337.20129612910193
SpDiam_A,4.964082659885056
SpDiam_D,78.50501971259455
SpMAD_Dt,19.835370360535418
SpMax_Dt,168.29186521293215
SsssssAs,0
VE1_Dzpe,4.069675664134481
VE1_Dzse,4.069903967222431
VE2_Dzpe,0.2393926861255577
VE2_Dzse,0.23940611571896653
VE3_Dzpe,1.9341915579394575
VE3_Dzse,1.9342476549612573
VMcGowan,179.16999999999976
VR1_Dzpe,84.41055646757214
VR1_Dzse,84.39655162594246
VR2_Dzpe,4.965326851033655
VR2_Dzse,4.964503036820145
VR3_Dzpe,4.966320721472654
VR3_Dzse,4.966154794316861
mZagreb1,5.527777777777778
mZagreb2,3.6388888888888884
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,26
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.11865445897740778
AATSC1are,-0.013265137509109758
AATSC2are,0.016921215003783366
AATSC3are,0.006846747919143879
AATSC4are,-0.012629437951335512
AATSC5are,-0.011792150548289073
AATSC6are,-0.018388671283019742
AATSC7are,-0.03099663404372084
AATSC8are,0.11419985136741972
AETA_beta,1.1470588235294117
BCUTdv-1h,6.022013007865375
BCUTdv-1l,0.2560150149685929
BCUTpe-1h,3.500795608597351
BCUTpe-1l,2.2374560805265276
BCUTse-1h,3.7137148113463994
BCUTse-1l,2.433502811170081
ETA_alpha,8.899999999999999
ETA_dBeta,-1.5
ETA_eta_B,0.24950976442664796
ETA_eta_F,11.63856670043666
ETA_eta_L,4.5778049963327865
ETA_eta_R,25.747880436602525
ETA_psi_1,0.6402877697841728
LabuteASA,107.65789822251969
LogEE_DzZ,44.283802646107944
LogEE_Dzi,45.451991461196364
LogEE_Dzm,44.247109887408136
LogEE_Dzp,53.963592714148426
LogEE_Dzv,51.081972762498566
PEOE_VSA1,10.423315998847038
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,28.08198411161711
PEOE_VSA7,30.183374320007836
PEOE_VSA8,21.99591788283876
PEOE_VSA9,0.0
SM1_Dzare,0.8446875647474806
SpAD_Dzpe,91.0508878285145
SpAD_Dzse,91.43207083424522
SpAbs_DzZ,87.7077704043116
SpAbs_Dzi,90.28561297851878
SpAbs_Dzm,87.70347310026992
SpAbs_Dzp,110.15749675876351
SpAbs_Dzv,103.05720525272429
SpDiam_Dt,209.8809587752829
SpMAD_DzZ,5.225469440490895
SpMAD_Dzi,5.343013736307711
SpMAD_Dzm,5.226084144022394
SpMAD_Dzp,6.394962007833378
SpMAD_Dzv,6.028189039070291
SpMax_DzZ,44.283802646107944
SpMax_Dzi,45.451991461196364
SpMax_Dzm,44.247109887408136
SpMax_Dzp,53.963592714148426
SpMax_Dzv,51.081972762498566
VE1_Dzare,4.068833144479148
VE2_Dzare,0.23934312614583225
VE3_Dzare,1.933984512723152
VR1_Dzare,84.46462184338928
VR2_Dzare,4.968507167258193
VR3_Dzare,4.966961021346266
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5235294117647058
AETA_dBeta,-0.08823529411764706
AETA_eta_B,0.014677044966273409
AETA_eta_F,0.6846215706139213
AETA_eta_L,0.2692826468431051
AETA_eta_R,1.5145812021530898
BCUTare-1h,3.554746826232114
BCUTare-1l,2.1869414207095406
ETA_beta_s,10.5
ETA_dPsi_A,0.07371223021582718
ETA_dPsi_B,0.0
ETA_eta_BR,0.507509764426648
ETA_eta_FL,3.5868988016136614
ETA_eta_RL,8.164703797946448
LogEE_Dzpe,45.57351094863989
LogEE_Dzse,45.76216439577212
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,17.117673511940517
SlogP_VSA3,4.794537184071822
SlogP_VSA4,5.917906046161393
SlogP_VSA5,17.9021791607844
SlogP_VSA6,34.823860934885005
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,90.64983935076845
SpAbs_Dzpe,90.32988231277486
SpAbs_Dzse,90.74013615450254
SpDiam_DzZ,61.95294838520997
SpDiam_Dzi,62.628687484212904
SpDiam_Dzm,61.91498416469794
SpDiam_Dzp,77.41004173000958
SpDiam_Dzv,72.96122195892443
SpMAD_Dzpe,5.355934578147912
SpMAD_Dzse,5.378357107896778
SpMax_Dzpe,45.57351094863989
SpMax_Dzse,45.76216439577212
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,17
AETA_beta_s,0.6176470588235294
AETA_eta_BR,0.029853515554508703
AETA_eta_FL,0.21099404715374478
AETA_eta_RL,0.48027669399684986
DetourIndex,1425
EState_VSA1,12.011146117099809
EState_VSA2,11.835812092322787
EState_VSA3,0.0
EState_VSA4,16.580927413441984
EState_VSA5,5.563451491696996
EState_VSA6,0.0
EState_VSA7,12.13273413692322
EState_VSA8,39.46513978408505
EState_VSA9,0.0
ETA_beta_ns,9.0
ETA_shape_p,0.22471910112359555
ETA_shape_x,0.0
ETA_shape_y,0.3932584269662922
GhoseFilter,True
LogEE_Dzare,45.37460717919291
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,89.9045267936383
SpDiam_Dzpe,63.2784183230139
SpDiam_Dzse,63.658964570504764
SpMAD_Dzare,5.332343491221673
SpMax_Dzare,45.37460717919291
TopoPSA(NO),49.33
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.0332175925925928
VSA_EState9,35.92017372921391
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.5294117647058824
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0235294117647058
ETA_dAlpha_B,0.0
FilterItLogS,-2.712820585647016
SpDiam_Dzare,62.843338914047294
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6034482758620691
ETA_epsilon_2,0.8176470588235292
ETA_epsilon_3,0.44468085106383015
ETA_epsilon_4,0.5378378378378381
ETA_epsilon_5,0.763157894736842
AETA_beta_ns_d,0.029411764705882353
ETA_dEpsilon_A,0.1587674247982389
ETA_dEpsilon_B,0.06561043802423094
ETA_dEpsilon_C,-0.09315698677400797
ETA_dEpsilon_D,0.054489164086687136
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7647058823529411
MDEDescriptor,"0.0,0.0,0.0,0.0,5.109498309746021,16.004771220820544,0.0,9.380202453646369,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,36.635515999999996
BCUTDescriptor,"11.9,78.9183373415549,-0.3303631540090961,0.276779606904209,4.523869084932292,11.093468579863872"
BPolDescriptor,16.026484
TPSADescriptor,49.33
ALOGPDescriptor,"2.0801,4.326816009999999,69.87540000000001"
XLogPDescriptor,2.779
VAdjMaDescriptor,5.247927513443585
WeightDescriptor,293.00514082
ChiPathDescriptor,"11.991199352633217,8.164703797946448,7.744345198611859,6.4662546015122455,5.676118826289184,4.807399712492214,3.493306097664155,2.4407562408059045,10.645331832791308,6.413600638801959,5.4609867022034155,4.084127787860562,3.188405786035066,2.3257209566104096,1.517519723698061,0.9385615492662026"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.24948506639458295,0.524002989168924,0.0,0.0,0.07856742013183861,0.13275715366103957,0.25423141869220023"
AtomCountDescriptor,29
BondCountDescriptor,19
SmallRingDescriptor,"3,1,1,1,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.3330061885466302,0.0,0.3707908118985982,0.0,0.8511747216917234,0.0,0.1403529554181747,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,7,1,0,2,2,0"
ZagrebIndexDescriptor,94.0
LargestChainDescriptor,9
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"34.97209783088845,2.0571822253463794,10.574105580674242,4.872606807894314,3.1515898691487068"
FractionalPSADescriptor,0.1683588208109447
WienerNumbersDescriptor,"460.0,28.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,2,0"
ChiPathClusterDescriptor,"3.090050848829374,5.085412770396982,7.860015771954521,1.667837367319981,2.4721372617222426,3.2743230107405257"
FractionalCSP3Descriptor,0.3076923076923077
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,2,3,3,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"12.055401662049862,4.591836734693878,2.061801446416831"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,689.04
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.3076923076923077
AutocorrelationDescriptorMass,"62.167009163673775,25.64922328177061,41.40873164481704,41.74118580340932,39.7964485846259"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.276174346924831,-0.11282323968638991,-0.06510085950967458,0.07874335462769536,-0.07166048275461014"
EccentricConnectivityIndexDescriptor,216
AutocorrelationDescriptorPolarizability,"1359.2612346667026,1643.4703868927315,2408.1820098843395,2321.4363929727792,1917.4753399079602"
