DLiP-ID,C001RN
AATSC4d,-0.051169590643274844
AATSC4i,-0.12628682884435788
AATSC4m,-22.739411075087713
AATSC4p,-0.03903788126898879
AATSC4s,0.016911940774432727
AATSC4v,-3.974678738686175
AATSC5Z,-0.5615079365079376
AATSC5c,0.005433458321469859
AATSC5d,-0.14186507936507933
AATSC5i,-0.20016795305659693
AATSC5m,-1.5092882562698544
AATSC5p,-0.037687564028117584
AATSC5s,0.271050515628062
AATSC5v,-6.322092700041958
AATSC6Z,-3.6507936507936525
AATSC6c,-0.006155963901987902
AATSC6d,-0.15376984126984125
AATSC6i,-0.10675065997259041
AATSC6m,-14.935658270555567
AATSC6p,-0.057515209914696754
AATSC6s,0.055163261806780335
AATSC6v,-3.8019030087330847
AATSC7Z,1.8000000000000012
AATSC7c,0.003469002529399563
AATSC7d,-0.12407407407407409
AATSC7i,-0.11097703222098534
AATSC7m,7.380502400000009
AATSC7p,-0.030664496280158167
AATSC7s,-0.16980938500228634
AATSC7v,-8.848775551804376
AATSC8Z,12.90740740740741
AATSC8c,0.0006162434643827461
AATSC8d,0.037037037037036986
AATSC8i,-0.15486605042599874
AATSC8m,61.71074845814813
AATSC8p,0.059297360272500654
AATSC8s,-0.027179879210486216
AATSC8v,4.001298880311936
ATS0are,193.82460000000003
ATS1are,206.15
ATS2are,320.55850000000004
ATS3are,366.4160000000001
ATS4are,349.91720000000015
ATS5are,347.43300000000005
ATS6are,354.16099999999994
ATS7are,298.7655999999999
ATS8are,221.91119999999995
ATSC0dv,115.84563328760858
ATSC0pe,3.336586666666666
ATSC0se,2.4121229666666664
ATSC1dv,15.741521109586955
ATSC1pe,-0.3166324444444454
ATSC1se,-0.29366833111111096
ATSC2dv,-8.873037646700194
ATSC2pe,0.804835555555555
ATSC2se,0.7482928888888887
ATSC3dv,-62.97645480871818
ATSC3pe,-1.5480875555555544
ATSC3se,-0.7003057355555553
ATSC4dv,4.36078646547782
ATSC4pe,-0.30309466666666496
ATSC4se,-0.15428306999999963
ATSC5dv,10.480926688004876
ATSC5pe,1.1687182222222237
ATSC5se,0.7309171622222222
ATSC6dv,-0.01719859777473065
ATSC6pe,-0.6499084444444454
ATSC6se,-0.8695375377777775
ATSC7dv,-13.88193872885231
ATSC7pe,-0.30412000000000156
ATSC7se,0.033634249999999616
ATSC8dv,1.2291358024691306
ATSC8pe,0.4751226666666678
ATSC8se,0.23149313999999982
AXp-0dv,0.6587880108664358
AXp-1dv,0.37542589611455385
AXp-2dv,0.21673391096711486
AXp-3dv,0.12410271140336249
AXp-4dv,0.06853999255138984
AXp-5dv,0.039741966830317645
AXp-6dv,0.024503422366689155
AXp-7dv,0.014149131833701934
BertzCT,802.344151801561
ECIndex,372
ETA_eta,15.95181329000863
GATS1dv,0.6040756915017068
GATS1pe,0.7107895506485669
GATS1se,0.7835598989950606
GATS2dv,0.8895754326745461
GATS2pe,0.533815595978325
GATS2se,0.5046236890991004
GATS3dv,1.1884636698632431
GATS3pe,1.0721735586067995
GATS3se,1.009773561986316
GATS4dv,0.8420435854613976
GATS4pe,0.6712824598980867
GATS4se,0.5925346866917421
GATS5dv,0.8379052863160403
GATS5pe,0.5423351451840145
GATS5se,0.5133326790358312
GATS6dv,1.0220801727878872
GATS6pe,1.0624603601170972
GATS6se,1.097098282656256
GATS7dv,1.1416350640315174
GATS7pe,1.39144428371243
GATS7se,1.3828148350295775
GATS8dv,1.0484774489805584
GATS8pe,1.0823111643036394
GATS8se,1.0772071462065271
LogEE_A,3.9807859835804766
LogEE_D,91.65292895203271
MATS1dv,0.12739087025921006
MATS1pe,-0.08896604414091876
MATS1se,-0.11413765559271026
MATS2dv,-0.04595617838095567
MATS2pe,0.14472914435510933
MATS2se,0.1861330203881673
MATS3dv,-0.2811847751608024
MATS3pe,-0.2399862561725961
MATS3se,-0.15016941905671824
MATS4dv,0.019812147477375967
MATS4pe,-0.04781038969124004
MATS4se,-0.033663961958658645
MATS5dv,0.0484677928286565
MATS5pe,0.18764657123219194
MATS5se,0.16233117916757553
MATS6dv,-7.953285989902445e-05
MATS6pe,-0.10434772804599872
MATS6se,-0.1931177172099591
MATS7dv,-0.07988756724440813
MATS7pe,-0.06076469365898914
MATS7se,0.009295891479495916
MATS8dv,0.008841764737458638
MATS8pe,0.11866484977328826
MATS8se,0.07997558692730544
MAXaaCH,2.035130857898715
MAXaaaC,0.9269189342403631
MAXaasC,1.0661342592592593
MAXdssC,-0.8544596978164798
MDEC-22,5.56566178862157
MDEC-23,15.831359214287112
MDEC-33,7.247755272706777
MDEN-22,0.4999999999999999
MDEO-11,0.4999999999999999
MINaaCH,1.480534349542286
MINaaaC,0.8711180791761151
MINaasC,0.7097858796296298
MINdssC,-0.8544596978164798
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.864285714285714
SM1_Dzi,0.6698185387919827
SM1_Dzm,2.88393103856989
SM1_Dzp,-1.9002172865795317
SM1_Dzv,-0.8974266056275917
SddssSe,0
SpAD_Dt,376.7631430369613
SpAbs_A,27.190208858550456
SpAbs_D,183.30585790406545
SpMAD_A,1.2947718504071646
SpMAD_D,8.72885037638407
SpMax_A,2.4803742224965966
SpMax_D,91.65292895203271
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,116.61999999999999
TpiPC10,8.969156652992853
VAdjMat,5.523561956057013
VE1_DzZ,4.50388670296983
VE1_Dzi,4.489226492870202
VE1_Dzm,4.504122774970168
VE1_Dzp,4.47656208988552
VE1_Dzv,4.487907443796792
VE2_DzZ,0.21447079537951574
VE2_Dzi,0.21377269013667627
VE2_Dzm,0.21448203690334133
VE2_Dzp,0.2131696233278819
VE2_Dzv,0.2137098782760377
VE3_DzZ,2.24687808049235
VE3_Dzi,2.24361775833994
VE3_Dzm,2.2469304942916404
VE3_Dzp,2.2407927059107897
VE3_Dzv,2.2433238896971845
VR1_DzZ,114.37586376366323
VR1_Dzi,115.75772448951038
VR1_Dzm,114.35344047320532
VR1_Dzp,116.86245255603508
VR1_Dzv,116.11309395605277
VR2_DzZ,5.446469703031583
VR2_Dzi,5.512272594738589
VR2_Dzm,5.445401927295491
VR2_Dzp,5.564878693144528
VR2_Dzv,5.529194950288227
VR3_DzZ,5.481427420328575
VR3_Dzi,5.493436769719719
VR3_Dzm,5.481231351962044
VR3_Dzp,5.502934968765641
VR3_Dzv,5.496502008779726
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.08838834764831845
Xch-6dv,0.1701283529079416
Xch-7dv,0.32038476918621367
Xpc-4dv,1.7711020002140572
Xpc-5dv,2.685930740059505
Xpc-6dv,3.8882907870181076
Zagreb1,110.0
Zagreb2,129.0
fragCpx,109.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,23
nBondsS,15
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.460820000000001
AATS1are,6.4421875
AATS2are,6.411170000000001
AATS3are,6.317517241379313
AATS4are,6.138898245614038
AATS5are,6.204160714285715
AATS6are,6.324303571428571
AATS7are,6.639235555555553
AATS8are,6.164199999999998
AATSC0dv,3.8615211095869526
AATSC0pe,0.11121955555555553
AATSC0se,0.08040409888888887
AATSC1dv,0.49192253467459235
AATSC1pe,-0.009894763888888918
AATSC1se,-0.009177135347222217
AATSC2dv,-0.17746075293400387
AATSC2pe,0.0160967111111111
AATSC2se,0.014965857777777774
AATSC3dv,-1.0858009449778996
AATSC3pe,-0.026691164750957834
AATSC3se,-0.012074236819923367
AATSC4dv,0.07650502571013719
AATSC4pe,-0.005317450292397631
AATSC4se,-0.002706720526315783
AATSC5dv,0.1871594051429442
AATSC5pe,0.02086996825396828
AATSC5se,0.013052092182539683
AATSC6dv,-0.0003071178174059045
AATSC6pe,-0.011605507936507954
AATSC6se,-0.015527456031746028
AATSC7dv,-0.30848752730782913
AATSC7pe,-0.006758222222222257
AATSC7se,0.0007474277777777692
AATSC8dv,0.034142661179698074
AATSC8pe,0.013197851851851884
AATSC8se,0.006430364999999995
AETA_eta,0.7596101566670777
ATSC0are,3.5141466666666648
ATSC1are,-0.33700977777777846
ATSC2are,1.0236555555555547
ATSC3are,-1.6048568888888886
ATSC4are,-0.24295199999999734
ATSC5are,1.4320062222222234
ATSC6are,-0.6553271111111107
ATSC7are,-0.25050666666666976
ATSC8are,0.17282400000000137
BCUTZ-1h,35.00041804846343
BCUTZ-1l,5.681925913355796
BCUTc-1h,0.44386139486076437
BCUTc-1l,-0.37512339539152517
BCUTd-1h,3.284662886746799
BCUTd-1l,0.9728964520334449
BCUTi-1h,14.555753672103094
BCUTi-1l,10.311498538387147
BCUTm-1h,79.90417853444205
BCUTm-1l,11.693410998985915
BCUTp-1h,3.0590067804112393
BCUTp-1l,0.7416197402238774
BCUTs-1h,7.008292436647885
BCUTs-1l,0.609937225661396
BCUTv-1h,26.523892677347895
BCUTv-1l,14.70143915224383
BalabanJ,1.6367526720562457
Diameter,11
ETA_beta,29.5
GATS1are,0.7454974844533145
GATS2are,0.5231830581914625
GATS3are,1.0661621028907924
GATS4are,0.6248700740206151
GATS5are,0.5076379715836995
GATS6are,1.0733961289525278
GATS7are,1.4258242557383936
GATS8are,1.1189167308516816
HybRatio,0.07142857142857142
Lipinski,True
LogEE_Dt,188.38157151848065
MATS1are,-0.08990708033434408
MATS2are,0.17477737601541954
MATS3are,-0.23621620539588503
MATS4are,-0.03638706229797158
MATS5are,0.2183022688702591
MATS6are,-0.09990137821171244
MATS7are,-0.04752347021499195
MATS8are,0.04098292235953002
MAXssCH2,-0.01216485050810423
MINssCH2,-0.01216485050810423
NsssssAs,0
RotRatio,0.17391304347826086
SM1_Dzpe,1.0015796089847502
SM1_Dzse,1.0671678384730565
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,5.025959978669241
SMR_VSA6,5.752853606746789
SMR_VSA7,40.44557063490931
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,116.59694637251894
SpAD_Dzi,144.2222480698849
SpAD_Dzm,116.57474493779586
SpAD_Dzp,142.6731643724941
SpAD_Dzv,144.95046791296684
SpAbs_Dt,376.7631430369613
SpDiam_A,4.857621236252902
SpDiam_D,131.52312576563423
SpMAD_Dt,17.94110204937911
SpMax_Dt,188.38157151848065
SsssssAs,0
VE1_Dzpe,4.493627129419392
VE1_Dzse,4.49429390089226
VE2_Dzpe,0.21398224425806628
VE2_Dzse,0.21401399528058382
VE3_Dzpe,2.2445975442935513
VE3_Dzse,2.2447459148615265
VMcGowan,223.03999999999988
VR1_Dzpe,115.44668333249913
VR1_Dzse,115.39818394309306
VR2_Dzpe,5.497461111071387
VR2_Dzse,5.495151616337765
VR3_Dzpe,5.490746151944843
VR3_Dzse,5.4903259616179625
mZagreb1,6.527777777777777
mZagreb2,4.61111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,8
nBondsKS,24
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11713822222222216
AATSC1are,-0.010531555555555577
AATSC2are,0.020473111111111095
AATSC3are,-0.027669946360153252
AATSC4are,-0.0042623157894736375
AATSC5are,0.025571539682539703
AATSC6are,-0.011702269841269835
AATSC7are,-0.005566814814814884
AATSC8are,0.004800666666666705
AETA_beta,1.4047619047619047
BCUTdv-1h,6.022005988124405
BCUTdv-1l,0.2560107847089061
BCUTpe-1h,3.500785972677955
BCUTpe-1l,2.2287208507394003
BCUTse-1h,3.7137155364018195
BCUTse-1l,2.42513215320605
ETA_alpha,11.466666666666667
ETA_dBeta,3.5
ETA_eta_B,0.26634651683225385
ETA_eta_F,17.754426290987745
ETA_eta_L,4.775401643002836
ETA_eta_R,33.706239580996375
ETA_psi_1,0.6502835538752364
LabuteASA,136.92611880164029
LogEE_DzZ,58.09407492242149
LogEE_Dzi,72.1430201558373
LogEE_Dzm,58.04267710307591
LogEE_Dzp,70.90171925120696
LogEE_Dzv,72.34703015567949
PEOE_VSA1,5.106527394840706
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,39.824562984263686
PEOE_VSA7,17.696185628620217
PEOE_VSA8,15.416233777995323
PEOE_VSA9,11.139077821211584
SM1_Dzare,0.9811749893216251
SpAD_Dzpe,140.4672158040533
SpAD_Dzse,138.7021314695691
SpAbs_DzZ,114.82381712081829
SpAbs_Dzi,143.62967062098994
SpAbs_Dzm,114.78945429487165
SpAbs_Dzp,143.75877466926966
SpAbs_Dzv,145.59148691698658
SpDiam_Dt,265.77852360202394
SpMAD_DzZ,5.552235541548521
SpMAD_Dzi,6.867726098565948
SpMAD_Dzm,5.551178330371231
SpMAD_Dzp,6.793960208214005
SpMAD_Dzv,6.902403233950802
SpMax_DzZ,58.09407492242149
SpMax_Dzi,72.1430201558373
SpMax_Dzm,58.04267710307591
SpMax_Dzp,70.90171925120696
SpMax_Dzv,72.34703015567949
VE1_Dzare,4.49275617379998
VE2_Dzare,0.21394077018095142
VE3_Dzare,2.2444037053279184
VR1_Dzare,115.50171163805481
VR2_Dzare,5.5000815065740385
VR3_Dzare,5.491222693958518
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5460317460317461
AETA_dBeta,0.16666666666666666
AETA_eta_B,0.012683167468202564
AETA_eta_F,0.8454488709994165
AETA_eta_L,0.2274000782382303
AETA_eta_R,1.605059027666494
BCUTare-1h,3.5547420247687866
BCUTare-1l,2.1780653181312886
ETA_beta_s,13.0
ETA_dPsi_A,0.06371644612476357
ETA_dPsi_B,0.0
ETA_eta_BR,0.5243465168322539
ETA_eta_FL,5.372465402538006
ETA_eta_RL,10.147867045540842
LogEE_Dzpe,70.28130216912115
LogEE_Dzse,69.40188325090232
PEOE_VSA10,16.183676473054348
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,26.79664333143376
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,45.47153061357855
SlogP_VSA7,0.0
SlogP_VSA8,21.343523617479352
SlogP_VSA9,0.0
SpAD_Dzare,141.48792012417812
SpAbs_Dzpe,139.5627304398098
SpAbs_Dzse,137.73773943965043
SpDiam_DzZ,85.38979023093194
SpDiam_Dzi,105.03765848311762
SpDiam_Dzm,85.32613939713686
SpDiam_Dzp,100.57437527686638
SpDiam_Dzv,103.56363961851235
SpMAD_Dzpe,6.688915038288252
SpMAD_Dzse,6.604863403312815
SpMax_Dzpe,70.28130216912115
SpMax_Dzse,69.40188325090232
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6190476190476191
AETA_eta_BR,0.02496888175391685
AETA_eta_FL,0.25583168583514315
AETA_eta_RL,0.4832317640733734
DetourIndex,1952
EState_VSA1,5.969305287951849
EState_VSA2,5.752853606746789
EState_VSA3,5.025959978669241
EState_VSA4,25.816243133311765
EState_VSA5,29.425990902090394
EState_VSA6,0.0
EState_VSA7,29.645531044312353
EState_VSA8,25.897900939843765
EState_VSA9,5.106527394840706
ETA_beta_ns,16.5
ETA_shape_p,0.1744186046511628
ETA_shape_x,0.0
ETA_shape_y,0.30523255813953487
GhoseFilter,True
LogEE_Dzare,70.7906826806282
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,140.60551698545777
SpDiam_Dzpe,102.17872154758338
SpDiam_Dzse,100.78840200640963
SpMAD_Dzare,6.737520005913244
SpMax_Dzare,70.7906826806282
TopoPSA(NO),63.08
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.0162137191245237
VSA_EState9,43.38565117153635
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7857142857142857
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.046031746031746035
ETA_dAlpha_B,0.0
FilterItLogS,-4.885061007009153
SpDiam_Dzare,103.00142845311333
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6777777777777778
ETA_epsilon_2,0.8396825396825395
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.5833333333333336
ETA_epsilon_5,0.815151515151515
AETA_beta_ns_d,0.047619047619047616
ETA_dEpsilon_A,0.2354048964218453
ETA_dEpsilon_B,0.09444444444444422
ETA_dEpsilon_C,-0.1409604519774011
ETA_dEpsilon_D,0.024531024531024515
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7142857142857143
MDEDescriptor,"0.0,0.0,0.0,0.0,5.56566178862157,15.831359214287112,0.0,7.247755272706777,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0"
APolDescriptor,43.29513699999999
BCUTDescriptor,"11.850000000000001,78.91833741456676,-0.3309526201788243,0.26938926030425836,4.366841289390228,12.877361345129092"
BPolDescriptor,19.286862999999997
TPSADescriptor,116.61999999999999
ALOGPDescriptor,"3.5513999999999997,12.612441959999998,89.54380000000002"
XLogPDescriptor,3.197
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,379.92888170000003
ChiPathDescriptor,"14.819626477379408,10.147867045540844,9.260767148049363,7.384490708109576,6.19514729056505,5.243365312091848,3.70160660586756,2.6804323947326165,13.834548228195152,8.634795610634738,6.935485150947674,5.212313878941221,3.906779575429221,2.9011635786131884,1.9357703669684434,1.2451236013657698"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.33052720793239876,0.5828444084796229,0.0,0.0,0.08838834764831843,0.1701283529079416,0.3203847691862136"
AtomCountDescriptor,30
BondCountDescriptor,23
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.4441172996577412,0.0,0.22451341401773972,0.0,0.8837399535253987,0.0,0.11056377681655599,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,5,3,1,0,0,0"
ZagrebIndexDescriptor,110.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"42.97523333556851,2.0464396826461195,19.730700385450636,4.789691778649189,6.226817550396924"
FractionalPSADescriptor,0.30695218399343915
WienerNumbersDescriptor,"924.0,31.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.905803666195311,4.674087405413171,6.751752033030154,1.771102000214057,2.6859307400595065,3.466527475441931"
FractionalCSP3Descriptor,0.07142857142857142
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"15.879017013232515,7.05078125,3.673469387755102"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,604.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.07142857142857142
AutocorrelationDescriptorMass,"78.78249554185027,36.66072796634343,56.34239943998885,58.433952651994254,53.015391546837726"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.40470634659863736,-0.2393662629747887,0.07889204673798358,-0.054174879687575596,-0.005665403473420463"
EccentricConnectivityIndexDescriptor,372
AutocorrelationDescriptorPolarizability,"1920.0243750023774,2274.654465955289,3208.5441654055617,3098.298140203458,2781.772896303822"
