DLiP-ID,C001XG
AATSC6m,-6.3691475627939
AATSC6p,-0.05819991873780035
AATSC6s,0.4370189390310114
AATSC6v,-12.836617222947497
AATSC7Z,-2.9625
AATSC7c,-0.0033144184654488435
AATSC7d,-0.02499999999999996
AATSC7i,0.0162286462512232
AATSC7m,-14.06429902658164
AATSC7p,-0.0461239534216321
AATSC7s,-0.2831632653061224
AATSC7v,-14.52711582078903
AATSC8Z,2.7285714285714286
AATSC8c,0.0014328157477295894
AATSC8d,0.06857142857142863
AATSC8i,0.21356368524729522
AATSC8m,13.032753211836713
AATSC8p,0.058974538706294294
AATSC8s,0.2571428571428572
AATSC8v,16.878039943752054
ATS0are,226.5398
ATS1are,236.20800000000003
ATS2are,403.07890000000003
ATS3are,488.9
ATS4are,520.538
ATS5are,542.47
ATS6are,461.00200000000007
ATS7are,477.306
ATS8are,384.16
ATSC0dv,164.0
ATSC0pe,5.57649714285714
ATSC0se,3.9570029714285706
ATSC1dv,66.0
ATSC1pe,-0.22881420408163455
ATSC1se,-0.34727528489795934
ATSC2dv,53.0
ATSC2pe,2.297433632653059
ATSC2se,1.3757742791836731
ATSC3dv,-29.0
ATSC3pe,-2.5784824489795932
ATSC3se,-1.84594293877551
ATSC4dv,13.0
ATSC4pe,1.7908179591836704
ATSC4se,0.6165055510204073
ATSC5dv,-114.0
ATSC5pe,-2.635987836734697
ATSC5se,-1.1498255640816333
ATSC6dv,-63.0
ATSC6pe,-0.264339918367348
ATSC6se,0.1411402579591833
ATSC7dv,-72.0
ATSC7pe,-3.104919183673464
ATSC7se,-1.4350734204081623
ATSC8dv,48.0
ATSC8pe,1.8119942857142903
ATSC8se,0.6430243428571436
AXp-0dv,0.5799865530422939
AXp-1dv,0.30069844225719644
AXp-2dv,0.16212973303230307
AXp-3dv,0.07598568063818653
AXp-4dv,0.039810443734733504
AXp-5dv,0.0203857677943699
AXp-6dv,0.011412698232575355
AXp-7dv,0.005829322931601617
BertzCT,516.7553416371451
ECIndex,249
ETA_eta,16.01767953786368
GATS1dv,0.4059959349593496
GATS1pe,0.7485105003618931
GATS1se,0.8122683929357932
GATS2dv,0.752360346184107
GATS2pe,0.6539985360547265
GATS2se,0.7024330365614434
GATS3dv,1.1208943089430894
GATS3pe,1.2582780588326314
GATS3se,1.2931277224067068
GATS4dv,1.0093750000000001
GATS4pe,0.8959681359112278
GATS4se,0.9960235381317162
GATS5dv,1.533883914788515
GATS5pe,1.6106892135636217
GATS5se,1.64908365207433
GATS6dv,1.1314840261078667
GATS6pe,1.0212632921870415
GATS6se,1.011508770695361
GATS7dv,1.0119664634146341
GATS7pe,1.040509364813754
GATS7se,0.8738440241179932
GATS8dv,0.7493031358885018
GATS8pe,0.633758826585455
GATS8se,0.6119433218375719
LogEE_A,3.8601183011501723
LogEE_D,72.5580469399415
MATS1dv,0.39126016260162594
MATS1pe,-0.039892112964354264
MATS1se,-0.08532436079633711
MATS2dv,0.18243509047993708
MATS2pe,0.23257222370768257
MATS2se,0.19627146507462048
MATS3dv,-0.08252032520325203
MATS3pe,-0.21577914929358305
MATS3se,-0.21770012413820303
MATS4dv,0.03467987804878049
MATS4pe,0.14049731167645418
MATS4se,0.06816299621681925
MATS5dv,-0.3079654214263661
MATS5pe,-0.20942227397592614
MATS5se,-0.1287379344489548
MATS6dv,-0.18936791480590864
MATS6pe,-0.02336743068714515
MATS6se,0.017583050607588305
MATS7dv,-0.19207317073170732
MATS7pe,-0.2435941610042963
MATS7se,-0.1586667045645165
MATS8dv,0.14634146341463414
MATS8pe,0.162467068420832
MATS8se,0.08125143542980419
MAXaaCH,1.7005961829176115
MAXaasC,0.49065381708238864
MAXdssC,0.46833333333333327
MAXsCH3,1.7683814405391787
MAXssNH,2.6509174225245653
MDEC-11,0.7211247851537042
MDEC-12,1.3016187125148262
MDEC-13,6.127157780328489
MDEC-22,2.381101577952299
MDEC-23,5.629387556815237
MDEC-33,8.952163110637972
MDEN-22,0.4999999999999999
MDEO-11,0.16666666666666669
MDEO-12,0.9611245656539016
MDEO-22,0.19999999999999996
MINaaCH,1.490333522297808
MINaasC,0.49065381708238864
MINdssC,-0.47092592592592575
MINsCH3,1.6583333333333332
MINssNH,2.562482993197279
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.2857142857142856
SM1_Dzi,1.1430359144285005
SM1_Dzm,1.28206267335915
SM1_Dzp,-5.365540693720243
SM1_Dzv,-2.2346271687189603
SddssSe,0
SpAD_Dt,249.52022092099213
SpAbs_A,22.897166151139526
SpAbs_D,145.116093879883
SpMAD_A,1.2051140079547118
SpMAD_D,7.63768915157279
SpMax_A,2.43853496710556
SpMax_D,72.5580469399415
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,80.57
TpiPC10,7.154957095389418
VAdjMat,5.321928094887363
VE1_DzZ,4.291184659442731
VE1_Dzi,4.288062554384607
VE1_Dzm,4.2911733698766374
VE1_Dzp,4.26717165888646
VE1_Dzv,4.278972051396033
VE2_DzZ,0.22585182418119637
VE2_Dzi,0.22568750286234773
VE2_Dzm,0.22585122999350724
VE2_Dzp,0.2245879820466558
VE2_Dzv,0.2252090553366333
VE3_DzZ,2.0984167253837205
VE3_Dzi,2.097688898077167
VE3_Dzm,2.098414094506273
VE3_Dzp,2.0928051189776684
VE3_Dzv,2.095566692012019
VR1_DzZ,95.25215951008495
VR1_Dzi,95.45364376450966
VR1_Dzm,95.25326173872537
VR1_Dzp,97.00103768215381
VR1_Dzv,96.2097446127026
VR2_DzZ,5.013271553162366
VR2_Dzi,5.023875987605772
VR2_Dzm,5.013329565196072
VR2_Dzp,5.105317772744937
VR2_Dzv,5.06367076908961
VR3_DzZ,5.198381571944088
VR3_Dzi,5.200494610204411
VR3_Dzm,5.198393143569013
VR3_Dzp,5.21657556237272
VR3_Dzv,5.208384534064367
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.039283710065919304
Xch-6dv,0.04072265649350153
Xch-7dv,0.0661305480430372
Xpc-4dv,1.004283021101308
Xpc-5dv,1.4082155897132846
Xpc-6dv,1.6744976812292534
Zagreb1,96.0
Zagreb2,111.0
fragCpx,58.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,5
nBondsD,3
nBondsM,8
nBondsO,20
nBondsS,28
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.4725657142857145
AATS1are,6.561333333333334
AATS2are,6.5012725806451614
AATS3are,6.518666666666666
AATS4are,6.506725
AATS5are,6.866708860759494
AATS6are,6.492985915492959
AATS7are,5.966324999999999
AATS8are,5.488
AATSC0dv,4.685714285714286
AATSC0pe,0.1593284897959183
AATSC0se,0.11305722775510202
AATSC1dv,1.8333333333333333
AATSC1pe,-0.006355950113378738
AATSC1se,-0.009646535691609982
AATSC2dv,0.8548387096774194
AATSC2pe,0.03705538117182353
AATSC2se,0.022189907728768922
AATSC3dv,-0.38666666666666666
AATSC3pe,-0.03437976598639458
AATSC3se,-0.0246125725170068
AATSC4dv,0.1625
AATSC4pe,0.02238522448979588
AATSC4se,0.007706319387755091
AATSC5dv,-1.4430379746835442
AATSC5pe,-0.033366934642211354
AATSC5se,-0.014554753975716877
AATSC6dv,-0.8873239436619719
AATSC6pe,-0.0037230974417936337
AATSC6se,0.001987890957171596
AATSC7dv,-0.9
AATSC7pe,-0.0388114897959183
AATSC7se,-0.017938417755102028
AATSC8dv,0.6857142857142857
AATSC8pe,0.02588563265306129
AATSC8se,0.009186062040816336
AETA_eta,0.8430357651507199
ATSC0are,6.086497142857141
ATSC1are,-0.38348277551020404
ATSC2are,2.4589450612244885
ATSC3are,-2.8570024489795913
ATSC4are,1.7226922448979578
ATSC5are,-2.546007836734692
ATSC6are,-0.13361991836734646
ATSC7are,-3.060484897959182
ATSC8are,1.6293485714285705
BCUTZ-1h,8.02976095833912
BCUTZ-1l,5.726971074287053
BCUTc-1h,0.46344533292571904
BCUTc-1l,-0.5349821760528575
BCUTd-1h,3.2595292859039495
BCUTd-1l,0.9772124457398867
BCUTi-1h,14.544464677558498
BCUTi-1l,10.989528031359098
BCUTm-1h,16.015229231287357
BCUTm-1l,11.74009950561392
BCUTp-1h,1.956880249087568
BCUTp-1l,0.7413538159162243
BCUTs-1h,7.009356435311467
BCUTs-1l,1.2618024830660535
BCUTv-1h,20.855840341226408
BCUTv-1l,14.700464686171749
BalabanJ,2.088547249836954
Diameter,8
ETA_beta,20.5
GATS1are,0.7815469590609784
GATS2are,0.6661151676172387
GATS3are,1.27564626271863
GATS4are,0.9228645587375146
GATS5are,1.6243669932374425
GATS6are,1.020063814577473
GATS7are,0.9977048140286178
GATS8are,0.6164699940007717
HybRatio,0.38461538461538464
Lipinski,True
LogEE_Dt,124.76011046049607
MATS1are,-0.06125534399174318
MATS2are,0.22806453611737415
MATS3are,-0.21905338624671447
MATS4are,0.12382785031409099
MATS5are,-0.18532468331791102
MATS6are,-0.010822148157969514
MATS7are,-0.2199889544725232
MATS8are,0.13384944847470323
MAXsssCH,-0.23363047996976638
MINsssCH,-0.6296296296296298
NsssssAs,0
RotRatio,0.15
SM1_Dzpe,1.3572521419828645
SM1_Dzse,1.2745051870999227
SMR_VSA1,18.743088258997037
SMR_VSA2,0.0
SMR_VSA3,10.633577208012662
SMR_VSA4,0.0
SMR_VSA5,32.917018815968135
SMR_VSA6,0.0
SMR_VSA7,35.42628839456182
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,116.30741091755834
SpAD_Dzi,117.55586546858162
SpAD_Dzm,116.34106104997483
SpAD_Dzp,176.39054635639718
SpAD_Dzv,149.47784488651735
SpAbs_Dt,249.52022092099213
SpDiam_A,4.857083855107799
SpDiam_D,99.50560839919584
SpMAD_Dt,13.132643206368007
SpMax_Dt,124.76011046049607
SsssssAs,0
VE1_Dzpe,4.291115979851009
VE1_Dzse,4.291186825661452
VE2_Dzpe,0.22584820946584258
VE2_Dzse,0.225851938192708
VE3_Dzpe,2.098400720446441
VE3_Dzse,2.0984172301902824
VMcGowan,194.2499999999997
VR1_Dzpe,95.24789726233011
VR1_Dzse,95.2533199341512
VR2_Dzpe,5.013047224333164
VR2_Dzse,5.013332628113221
VR3_Dzpe,5.198336823949491
VR3_Dzse,5.198393754523504
mZagreb1,7.527777777777777
mZagreb2,4.194444444444445
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,31
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1738999183673469
AATSC1are,-0.01065229931972789
AATSC2are,0.0396604042132982
AATSC3are,-0.03809336598639455
AATSC4are,0.021533653061224473
AATSC5are,-0.03222794730043914
AATSC6are,-0.001881970681230232
AATSC7are,-0.038256061224489775
AATSC8are,0.023276408163265292
AETA_beta,1.0789473684210527
BCUTdv-1h,6.029105248900321
BCUTdv-1l,0.9887226375997201
BCUTpe-1h,3.502161990007227
BCUTpe-1l,2.2729530080874745
BCUTse-1h,3.7150375760450256
BCUTse-1l,2.4686457835765623
ETA_alpha,8.633333333333335
ETA_dBeta,-4.5
ETA_eta_B,0.42814255938072954
ETA_eta_F,15.228501123441731
ETA_eta_L,4.711811520442645
ETA_eta_R,31.24618066130541
ETA_psi_1,0.5029126213592234
LabuteASA,110.3510910242403
LogEE_DzZ,58.221374631711505
LogEE_Dzi,58.805517282996014
LogEE_Dzm,58.238007507795786
LogEE_Dzp,87.88766626544421
LogEE_Dzv,74.6213104870103
PEOE_VSA1,19.787591098866056
PEOE_VSA2,0.0
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,32.903945735995094
PEOE_VSA8,5.697039313055833
PEOE_VSA9,17.940233913456627
SM1_Dzare,1.5141926477431364
SpAD_Dzpe,115.63027251076326
SpAD_Dzse,116.41316983498797
SpAbs_DzZ,115.15703497770869
SpAbs_Dzi,116.65346869403282
SpAbs_Dzm,115.19395234223242
SpAbs_Dzp,181.1408732246087
SpAbs_Dzv,151.47724814273957
SpDiam_Dt,179.51399086556998
SpMAD_DzZ,6.121442679871492
SpMAD_Dzi,6.187150814135874
SpMAD_Dzm,6.12321373947236
SpMAD_Dzp,9.283712966126167
SpMAD_Dzv,7.8672549940272285
SpMax_DzZ,58.221374631711505
SpMax_Dzi,58.805517282996014
SpMax_Dzm,58.238007507795786
SpMax_Dzp,87.88766626544421
SpMax_Dzv,74.6213104870103
VE1_Dzare,4.291327163066479
VE2_Dzare,0.22585932437191997
VE3_Dzare,2.098449933289916
VR1_Dzare,95.21592645034696
VR2_Dzare,5.011364550018261
VR3_Dzare,5.198001108624028
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,5
nAromBond,5
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4543859649122808
AETA_dBeta,-0.23684210526315788
AETA_eta_B,0.02253381891477524
AETA_eta_F,0.8015000591285122
AETA_eta_L,0.24799008002329712
AETA_eta_R,1.644535824279232
BCUTare-1h,3.556018639304512
BCUTare-1l,2.2238488552553073
ETA_beta_s,12.5
ETA_dPsi_A,0.21108737864077654
ETA_dPsi_B,0.0
ETA_eta_BR,0.6001425593807295
ETA_eta_FL,4.274259482549721
ETA_eta_RL,8.986071002992366
LogEE_Dzpe,57.88657057864389
LogEE_Dzse,58.27366413786766
PEOE_VSA10,11.802088248022404
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,18.104386188038223
SlogP_VSA3,9.53140013787187
SlogP_VSA4,0.0
SlogP_VSA5,32.573299847094276
SlogP_VSA6,34.08319191274072
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,114.17252280352278
SpAbs_Dzpe,114.41588901530494
SpAbs_Dzse,115.27282308863542
SpDiam_DzZ,81.82597389091165
SpDiam_Dzi,83.02218857401604
SpDiam_Dzm,81.8486215513347
SpDiam_Dzp,124.58508147543125
SpDiam_Dzv,104.24919661399167
SpMAD_Dzpe,6.085803816355961
SpMAD_Dzse,6.127008938683577
SpMax_Dzpe,57.88657057864389
SpMax_Dzse,58.27366413786766
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.6578947368421053
AETA_eta_BR,0.031586450493722606
AETA_eta_FL,0.22496102539735374
AETA_eta_RL,0.47295110542065083
DetourIndex,1155
EState_VSA1,12.011146117099809
EState_VSA2,12.135080900086376
EState_VSA3,17.030391261999544
EState_VSA4,0.0
EState_VSA5,6.263162995639057
EState_VSA6,32.903945735995094
EState_VSA7,0.0
EState_VSA8,10.633577208012662
EState_VSA9,9.154013890853395
ETA_beta_ns,8.0
ETA_shape_p,0.2509652509652509
ETA_shape_x,0.0
ETA_shape_y,0.4054054054054053
GhoseFilter,True
LogEE_Dzare,57.16595575164261
SlogP_VSA10,4.794537184071822
SlogP_VSA11,0.0
SpAbs_Dzare,112.87578452819018
SpDiam_Dzpe,81.41625042340162
SpDiam_Dzse,81.89108254397077
SpMAD_Dzare,6.0090801475538305
SpMax_Dzare,57.16595575164261
TopoPSA(NO),80.57
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.270583427815571
VSA_EState9,43.72941657218443
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.42105263157894735
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04561403508771923
FilterItLogS,-2.8997994716976794
SpDiam_Dzare,80.47402788954011
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6276190476190479
ETA_epsilon_2,0.9035087719298245
ETA_epsilon_3,0.4381818181818185
ETA_epsilon_4,0.5796747967479678
ETA_epsilon_5,0.846031746031746
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.18943722943722935
ETA_dEpsilon_B,0.04794425087108001
ETA_dEpsilon_C,-0.14149297856614934
ETA_dEpsilon_D,0.05747702589807846
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5789473684210527
MDEDescriptor,"0.7211247851537042,1.3016187125148262,6.127157780328489,0.0,2.381101577952299,5.629387556815237,0.0,8.952163110637972,0.0,0.0,0.16666666666666669,0.9611245656539016,0.19999999999999996,0.0,0.0,0.0,0.4999999999999999,0.0,0.0"
APolDescriptor,38.956688
BCUTDescriptor,"11.994369805018684,15.997931808366003,-0.3200062047256367,0.2927459225834324,4.703709640241075,10.692543636853996"
BPolDescriptor,24.559311999999995
TPSADescriptor,80.57
ALOGPDescriptor,"0.48989999999999956,0.24000200999999957,67.0493"
XLogPDescriptor,1.388
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,264.11100712
ChiPathDescriptor,"13.991199352633217,8.986071002992366,8.446434700684415,6.105725886297997,5.707567523571345,3.5447239894933955,2.8081280072129395,1.5175971163453006,11.019744507803583,6.013968845143928,4.539632524904487,2.6594988223365292,1.9109012992672076,1.0600599253072347,0.6505237992567954,0.29146614658008085"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.1388888888888889,0.28229922855241735,0.0,0.0,0.039283710065919304,0.04072265649350153,0.0661305480430372"
AtomCountDescriptor,35
BondCountDescriptor,20
SmallRingDescriptor,"2,1,2,1,0,0,1,1,0,0,0"
ChiClusterDescriptor,"1.5821884871154401,0.0,0.2705371431703058,0.0,0.6657789124115492,0.0,0.08316506378063893,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,4,1,3,2,0,0"
ZagrebIndexDescriptor,96.0
LargestChainDescriptor,9
MannholdLogPDescriptor,2.2299999999999995
WeightedPathDescriptor,"37.72611302731717,1.9855848961745879,17.046999312571998,10.98875489153946,6.058244421032539"
FractionalPSADescriptor,0.30506112137686353
WienerNumbersDescriptor,"665.0,27.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.785537472767874,5.288578188047466,7.004248300791525,1.004283021101308,1.4082155897132846,1.5278641483915558"
FractionalCSP3Descriptor,0.38461538461538464
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.39,6.635204081632653,3.7616326530612243"
AromaticAtomsCountDescriptor,5
AromaticBondsCountDescriptor,5
FragmentComplexityDescriptor,954.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.38461538461538464
AutocorrelationDescriptorMass,"22.817836744716743,22.65727959551717,33.23074410360039,31.04110708002936,37.86367784657901"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.612498239540041,-0.38891459848876325,0.1939873336735039,-0.10307579607402251,-0.09504468170674214"
EccentricConnectivityIndexDescriptor,249
AutocorrelationDescriptorPolarizability,"1124.4526046240233,1308.9912421630859,1820.1743788476556,1786.6105424296882,1739.4503528554685"
