DLiP-ID,C101SX
AATSC4s,-0.042785972801244306
AATSC4v,2.20611814970195
AATSC5Z,-2.3290120510678918
AATSC5c,-0.0007092407545839082
AATSC5d,-0.056896551724137934
AATSC5i,0.2879731384467131
AATSC5m,-10.37775891919222
AATSC5p,0.022767110177432066
AATSC5s,-0.2828867139990121
AATSC5v,0.1816612302189422
AATSC6Z,-2.2666460701927833
AATSC6c,-0.0005076962614452403
AATSC6d,-0.03214285714285714
AATSC6i,-0.24937304686132566
AATSC6m,-10.664804366374193
AATSC6p,-0.07881669990345858
AATSC6s,-0.12038659009355374
AATSC6v,-13.038513539864962
AATSC7Z,0.5893063107595976
AATSC7c,0.0005358299859757502
AATSC7d,0.026785714285714284
AATSC7i,-0.09504790585035569
AATSC7m,2.6198180622322425
AATSC7p,-0.009931828971174114
AATSC7s,0.05538812179737549
AATSC7v,-0.8068343536526991
AATSC8Z,2.793742032416682
AATSC8c,0.0005145592431313246
AATSC8d,0.03289473684210526
AATSC8i,0.12371254085429761
AATSC8m,12.747325098923236
AATSC8p,0.04175011119724296
AATSC8s,0.09174104980662338
AATSC8v,8.716462837713138
ATS0are,404.3468
ATS1are,430.38700000000006
ATS2are,763.9431
ATS3are,1007.3330000000002
ATS4are,1062.7258000000002
ATS5are,896.5879000000001
ATS6are,830.0587
ATS7are,940.8185000000001
ATS8are,843.3660000000001
ATSC0dv,221.235294117647
ATSC0pe,6.8283808823529375
ATSC0se,4.213625470588234
ATSC1dv,67.59948096885809
ATSC1pe,0.06203704584776329
ATSC1se,-0.16498455103806364
ATSC2dv,20.51028450595922
ATSC2pe,3.1736174956747547
ATSC2se,2.6408577084775056
ATSC3dv,-50.6078431372549
ATSC3pe,-2.472024264705874
ATSC3se,-1.587443588235295
ATSC4dv,-56.85015378700499
ATSC4pe,-0.7912520544982701
ATSC4se,-1.2543688849480978
ATSC5dv,-148.93800461361013
ATSC5pe,-5.268528352076101
ATSC5se,-3.3179491358131523
ATSC6dv,-48.15763168012303
ATSC6pe,-2.131085640138398
ATSC6se,-0.6803653512110736
ATSC7dv,76.71607074202231
ATSC7pe,1.5970972318338923
ATSC7se,1.054407955017304
ATSC8dv,79.68646674356017
ATSC8pe,3.1319824394463454
ATSC8se,1.938440506920418
AXp-0dv,0.6546722142341066
AXp-1dv,0.378660736639797
AXp-2dv,0.2506576205599755
AXp-3dv,0.14261979451357795
AXp-4dv,0.08853448484154945
AXp-5dv,0.056698062942154785
AXp-6dv,0.0358419344085697
AXp-7dv,0.022410773292638627
BertzCT,732.5070878767631
ECIndex,1133
ETA_eta,37.5020652323887
GATS1dv,0.6422654577169452
GATS1pe,0.8170471911882267
GATS1se,0.8189595636580993
GATS2dv,0.9984462761086003
GATS2pe,0.71959951922114
GATS2se,0.6067047386732061
GATS3dv,1.1216151141835804
GATS3pe,1.18670527140294
GATS3se,1.2295048899694914
GATS4dv,1.2079406444186886
GATS4pe,1.20483367893702
GATS4se,1.3244963543963293
GATS5dv,1.6434852147621135
GATS5pe,1.8566787461925762
GATS5se,2.008862786342184
GATS6dv,0.9904953934068536
GATS6pe,1.0908584207662944
GATS6se,1.0169216233101133
GATS7dv,0.6121995409585149
GATS7pe,0.6502662274838477
GATS7se,0.5658728038756949
GATS8dv,0.617976450365478
GATS8pe,0.5388750966432316
GATS8se,0.45967826274645424
LogEE_A,4.3491982823975865
LogEE_D,274.790348381201
MATS1dv,0.301126357852714
MATS1pe,0.008953507321887143
MATS1se,-0.038587546929162206
MATS2dv,0.050433159029808806
MATS2pe,0.2528341560601645
MATS2se,0.34094786151252454
MATS3dv,-0.09150048745900916
MATS3pe,-0.14480880942622865
MATS3se,-0.1506962210396629
MATS4dv,-0.09654006116537389
MATS4pe,-0.043533887512648084
MATS4se,-0.11184064934086184
MATS5dv,-0.31571268340836234
MATS5pe,-0.3618366002572577
MATS5se,-0.36927907891158157
MATS6dv,-0.10572838193151944
MATS6pe,-0.1515877273587464
MATS6se,-0.07842727667537622
MATS7dv,0.14035618974465033
MATS7pe,0.09467019031081035
MATS7se,0.1012866889209611
MATS8dv,0.16113707782706796
MATS8pe,0.20519506202718873
MATS8se,0.2058078191663264
MAXaaCH,1.9833410307549753
MAXaasC,1.0772004651165565
MAXdssC,0.800260552473236
MAXsCH3,1.8834012733046752
MAXssNH,3.2906222879268583
MAXsssN,1.779552944082425
MDEC-11,1.5000000000000004
MDEC-12,3.459626192450843
MDEC-13,1.6758076996684586
MDEC-14,3.0
MDEC-22,15.631728602870245
MDEC-23,12.505413018745761
MDEC-24,1.27916665458862
MDEC-33,1.4605123636277964
MDEC-34,0.655002571330519
MDEN-22,0.727928250960776
MDEN-23,0.315712777350091
MDEO-11,0.06666666666666665
MDEO-12,0.36514837167011066
MINaaCH,1.9554568775074783
MINaasC,1.0772004651165565
MINdssC,-0.23239969936573268
MINsCH3,1.8834012733046752
MINssNH,2.8523791416523405
MINsssN,1.779552944082425
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.5714285714285716
SM1_Dzi,1.2465999089259103
SM1_Dzm,2.568514856090708
SM1_Dzp,-4.471334203675762
SM1_Dzv,-2.1591241968048562
SddssSe,0
SpAD_Dt,643.717925187173
SpAbs_A,39.34434284113087
SpAbs_D,549.5806967624019
SpMAD_A,1.2295107137853396
SpMAD_D,17.174396773825062
SpMax_A,2.310909242278707
SpMax_D,274.790348381201
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,140.09
TpiPC10,6.847739846572151
VAdjMat,6.044394119358453
VE1_DzZ,5.573953316435488
VE1_Dzi,5.584092129788026
VE1_Dzm,5.573937870266462
VE1_Dzp,5.563359917303556
VE1_Dzv,5.57521887393478
VE2_DzZ,0.174186041138609
VE2_Dzi,0.1745028790558758
VE2_Dzm,0.17418555844582695
VE2_Dzp,0.17385499741573612
VE2_Dzv,0.17422558981046188
VE3_DzZ,2.8812553635945357
VE3_Dzi,2.8830726740171877
VE3_Dzm,2.8812525924571486
VE3_Dzp,2.879353037224744
VE3_Dzv,2.881482386279829
VR1_DzZ,196.80466022471344
VR1_Dzi,195.83382522328648
VR1_Dzm,196.80648363725444
VR1_Dzp,198.1077160294597
VR1_Dzv,196.7517818430291
VR2_DzZ,6.150145632022295
VR2_Dzi,6.1198070382277026
VR2_Dzm,6.150202613664201
VR2_Dzp,6.190866125920616
VR2_Dzv,6.14849318259466
VR3_DzZ,6.4453624741470925
VR3_Dzi,6.440417278931215
VR3_Dzm,6.445371739192401
VR3_Dzp,6.451961712925599
VR3_Dzv,6.445093753443527
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.0966247373917695
Xch-7dv,0.13401226330393035
Xpc-4dv,2.0525509226790537
Xpc-5dv,2.6691105804716924
Xpc-6dv,3.137673737427981
Zagreb1,152.0
Zagreb2,164.0
fragCpx,97.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,3
nBondsM,9
nBondsO,33
nBondsS,60
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,0
AATS0are,5.946276470588235
AATS1are,6.237492753623189
AATS2are,6.1115448
AATS3are,5.925488235294119
AATS4are,5.871413259668509
AATS5are,6.183364827586208
AATS6are,5.928990714285715
AATS7are,5.60011011904762
AATS8are,5.5484605263157905
AATSC0dv,3.2534602076124557
AATSC0pe,0.10041736591695496
AATSC0se,0.061965080449826966
AATSC1dv,0.9797026227370738
AATSC1pe,0.0008990876209820767
AATSC1se,-0.0023910804498270093
AATSC2dv,0.16408227604767375
AATSC2pe,0.02538893996539804
AATSC2se,0.021126861667820046
AATSC3dv,-0.2976931949250288
AATSC3pe,-0.014541319204152199
AATSC3se,-0.009337903460207618
AATSC4dv,-0.31408924744201655
AATSC4pe,-0.004371558312145139
AATSC4se,-0.006930214833967391
AATSC5dv,-1.0271586525076561
AATSC5pe,-0.03633467829018001
AATSC5se,-0.022882407833194153
AATSC6dv,-0.3439830834294502
AATSC6pe,-0.015222040286702843
AATSC6se,-0.0048597525086505255
AATSC7dv,0.4566432782263233
AATSC7pe,0.009506531141868406
AATSC7se,0.0062762378274839525
AATSC8dv,0.524253070681317
AATSC8pe,0.02060514762793648
AATSC8se,0.012752898071844855
AETA_eta,1.171939538512147
ATSC0are,7.079011764705877
ATSC1are,-0.04994429065743289
ATSC2are,3.638763667820075
ATSC3are,-2.4416647058823484
ATSC4are,-1.1483283737024206
ATSC5are,-5.3290692041522325
ATSC6are,-2.042235986159165
ATSC7are,1.636170934256044
ATSC8are,2.865073702422131
BCUTZ-1h,16.006544672798395
BCUTZ-1l,5.694859395065806
BCUTc-1h,0.49651176286438303
BCUTc-1l,-0.4780538594810321
BCUTd-1h,4.017072168393192
BCUTd-1l,0.9771864326500501
BCUTi-1h,14.546329234856255
BCUTi-1l,10.301918194393604
BCUTm-1h,32.063740072359955
BCUTm-1l,11.705935728537625
BCUTp-1h,2.945395352091116
BCUTp-1l,0.7403517972906776
BCUTs-1h,7.009361831754096
BCUTs-1l,0.6234390080280781
BCUTv-1h,24.444514063160874
BCUTv-1l,14.70067762935416
BalabanJ,1.4375883148818602
Diameter,22
ETA_beta,29.75
GATS1are,0.835051872417832
GATS2are,0.7027161085960819
GATS3are,1.1899421404782324
GATS4are,1.2407617253329515
GATS5are,1.9166789877502073
GATS6are,1.0773585610629792
GATS7are,0.6156354754964294
GATS8are,0.5231774433234984
HybRatio,0.6086956521739131
Lipinski,True
LogEE_Dt,321.85896259358657
MATS1are,-0.006953012933733251
MATS2are,0.27962765158313957
MATS3are,-0.13796641605009657
MATS4are,-0.06094299584954981
MATS5are,-0.3530365224423657
MATS6are,-0.14012452955974464
MATS7are,0.09355255872965167
MATS8are,0.18106249022532322
MAXssCH2,0.9273349467645796
MAXsssCH,0.42005912770654963
MAXssssC,-0.46264954189907903
MINssCH2,0.5242292677095228
MINsssCH,0.42005912770654963
MINssssC,-0.46264954189907903
NsssssAs,0
RotRatio,0.24242424242424243
SM1_Dzpe,1.4441554467564264
SM1_Dzse,1.4492485814243974
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,20.85027554286947
SMR_VSA4,0.0
SMR_VSA5,63.85024333765435
SMR_VSA6,26.1790256236503
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,451.29666934033236
SpAD_Dzi,480.59778226352296
SpAD_Dzm,451.38335560421
SpAD_Dzp,661.495799369733
SpAD_Dzv,606.9221763204719
SpAbs_Dt,643.717925187173
SpDiam_A,4.621818484557413
SpDiam_D,436.27345804660746
SpMAD_Dt,20.116185162099157
SpMax_Dt,321.85896259358657
SsssssAs,0
VE1_Dzpe,5.584385161770006
VE1_Dzse,5.583425372888721
VE2_Dzpe,0.1745120363053127
VE2_Dzse,0.17448204290277253
VE3_Dzpe,2.8831251488486975
VE3_Dzse,2.882953263969263
VMcGowan,377.6400000000016
VR1_Dzpe,195.73541085787755
VR1_Dzse,195.82991154239645
VR2_Dzpe,6.1167315893086736
VR2_Dzse,6.119684735699889
VR3_Dzpe,6.439914612437462
VR3_Dzse,6.440397294028235
mZagreb1,11.479166666666668
mZagreb2,7.1527777777777795
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,63
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.10410311418685113
AATSC1are,-0.0007238302993830853
AATSC2are,0.0291101093425606
AATSC3are,-0.014362733564013814
AATSC4are,-0.0063443556558144786
AATSC5are,-0.03675220140794643
AATSC6are,-0.014587399901136892
AATSC7are,0.009739112703905024
AATSC8are,0.01884916909488244
AETA_beta,0.9296875
BCUTdv-1h,6.029247027078678
BCUTdv-1l,0.6503449673746478
BCUTpe-1h,3.5024281195362543
BCUTpe-1l,2.244737885776827
BCUTse-1h,3.7151345537145333
BCUTse-1l,2.4407198352604804
ETA_alpha,15.766666666666667
ETA_dBeta,-9.75
ETA_eta_B,0.6880482548473914
ETA_eta_F,20.66833366632048
ETA_eta_L,9.907852060461858
ETA_eta_R,58.17039889870918
ETA_psi_1,0.5875776397515531
LabuteASA,200.95748783390206
LogEE_DzZ,225.55001496121895
LogEE_Dzi,240.33759965161192
LogEE_Dzm,225.5920678862029
LogEE_Dzp,330.23108169778556
LogEE_Dzv,303.2586702667855
PEOE_VSA1,25.587138496669517
PEOE_VSA2,0.0
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,54.311593734745855
PEOE_VSA7,52.01794958247291
PEOE_VSA8,37.97372005954505
PEOE_VSA9,0.0
SM1_Dzare,1.5506335390459918
SpAD_Dzpe,485.04241521745354
SpAD_Dzse,486.25838487040926
SpAbs_DzZ,449.23721836955326
SpAbs_Dzi,479.50700734321276
SpAbs_Dzm,449.3261171532022
SpAbs_Dzp,664.933497599247
SpAbs_Dzv,608.6764647303759
SpDiam_Dt,489.93003369213557
SpMAD_DzZ,14.103020916885386
SpMAD_Dzi,15.018680695735092
SpMAD_Dzm,14.105729862631563
SpMAD_Dzp,20.671743730304158
SpMAD_Dzv,18.966318010014746
SpMax_DzZ,225.55001496121895
SpMax_Dzi,240.33759965161192
SpMax_Dzm,225.5920678862029
SpMax_Dzp,330.23108169778556
SpMax_Dzv,303.2586702667855
VE1_Dzare,5.58524060003688
VE2_Dzare,0.1745387687511525
VE3_Dzare,2.8832783210832535
VR1_Dzare,195.64515025726047
VR2_Dzare,6.11391094553939
VR3_Dzare,6.439453370305456
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49270833333333336
AETA_dBeta,-0.3046875
AETA_eta_B,0.02150150796398098
AETA_eta_F,0.645885427072515
AETA_eta_L,0.30962037688943306
AETA_eta_R,1.817824965584662
BCUTare-1h,3.5561640193886155
BCUTare-1l,2.1947672195779555
ETA_beta_s,19.75
ETA_dPsi_A,0.12642236024844689
ETA_dPsi_B,0.0
ETA_eta_BR,0.8600482548473913
ETA_eta_FL,5.318313247063847
ETA_eta_RL,15.226165307525704
LogEE_Dzpe,242.56633746643791
LogEE_Dzse,243.17448145337414
PEOE_VSA10,9.921584896542658
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,15.950365812018994
SlogP_VSA2,58.37481286430209
SlogP_VSA3,11.281619359712625
SlogP_VSA4,0.0
SlogP_VSA5,52.01794958247291
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,480.9186196588439
SpAbs_Dzpe,483.72710223518186
SpAbs_Dzse,484.9285383853738
SpDiam_DzZ,360.5166175501784
SpDiam_Dzi,386.2994843163582
SpDiam_Dzm,360.57865979912367
SpDiam_Dzp,521.9061554150496
SpDiam_Dzv,483.893441630688
SpMAD_Dzpe,15.157575475545423
SpMAD_Dzse,15.19557452720029
SpMax_Dzpe,242.56633746643791
SpMax_Dzse,243.17448145337414
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.6171875
AETA_eta_BR,0.02687650796398098
AETA_eta_FL,0.1661972889707452
AETA_eta_RL,0.47581766586017826
DetourIndex,4948
EState_VSA1,5.601050810983688
EState_VSA2,12.124354583276487
EState_VSA3,31.428963653632476
EState_VSA4,42.11202847487259
EState_VSA5,0.0
EState_VSA6,16.66179468024159
EState_VSA7,51.10304694137992
EState_VSA8,15.950365812018994
EState_VSA9,16.954736396846744
ETA_beta_ns,10.0
ETA_shape_p,0.19027484143763213
ETA_shape_x,0.03171247357293869
ETA_shape_y,0.18393234672304437
GhoseFilter,False
LogEE_Dzare,240.50776712751716
SlogP_VSA10,9.589074368143644
SlogP_VSA11,0.0
SpAbs_Dzare,479.51690273857497
SpDiam_Dzpe,390.24047756438927
SpDiam_Dzse,390.9286832981762
SpMAD_Dzare,15.028706864338872
SpMax_Dzare,240.50776712751716
TopoPSA(NO),82.7
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.800260552473236
VSA_EState9,63.31242454156911
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.3125
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.007291666666666641
FilterItLogS,-5.267499948792331
SpDiam_Dzare,387.2415739448694
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5534313725490189
ETA_epsilon_2,0.8385416666666663
ETA_epsilon_3,0.43617021276595663
ETA_epsilon_4,0.532882882882882
ETA_epsilon_5,0.7923809523809521
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.11726115978306223
ETA_dEpsilon_B,0.02054848966613687
ETA_dEpsilon_C,-0.09671267011692536
ETA_dEpsilon_D,0.04616071428571422
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.71875
MDEDescriptor,"1.5000000000000004,3.459626192450843,1.6758076996684586,3.0,15.631728602870245,12.505413018745761,1.27916665458862,1.4605123636277964,0.655002571330519,0.0,0.06666666666666665,0.36514837167011066,0.0,0.0,0.0,0.0,0.727928250960776,0.315712777350091,0.0"
APolDescriptor,77.09054799999998
BCUTDescriptor,"11.994278154868892,31.973074129634725,-0.2970244819578433,0.340627282447139,4.675671976448945,12.697192360461841"
BPolDescriptor,50.567451999999996
TPSADescriptor,140.09
ALOGPDescriptor,"2.2250000000000005,4.950625000000002,125.6653"
XLogPDescriptor,3.733000000000001
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,480.22288330000003
ChiPathDescriptor,"23.39913045768215,15.226165307525706,14.041869435700827,9.302505322169837,7.291973452295351,5.2706430185047815,3.234803483378876,2.1755546372125205,20.94951085549141,12.4958043091133,10.778277684078947,6.417890753111006,4.6037932117605695,3.2884876506449783,1.8996225236541944,1.2101817578024858"
ChiChainDescriptor,"0.0,0.0,0.0,0.1853954059492991,0.17920687118005102,0.0,0.0,0.0,0.09662473739176948,0.13401226330393035"
AtomCountDescriptor,68
BondCountDescriptor,33
SmallRingDescriptor,"2,1,2,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.948627658495493,0.35355339059327373,0.11785113019775793,0.0,2.158879191294795,0.20412414523193154,0.018633899812498248,0.0"
RuleOfFiveDescriptor,1
CarbonTypesDescriptor,"0,0,0,5,1,8,5,1,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,23
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"63.546738901940756,1.9858355906856486,25.908672347011038,7.939058582849072,12.38444875271358"
FractionalPSADescriptor,0.29171870994011834
WienerNumbersDescriptor,"4252.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.2023550255340782,4.741323666735609,5.457052423510677,2.0525509226790537,2.669110580471693,2.983999988287938"
FractionalCSP3Descriptor,0.6086956521739131
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,9,0,0,5,1,0,0,3,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,6
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"28.238751147842056,15.089237425635478,12.88888888888889"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,3769.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.6086956521739131
AutocorrelationDescriptorMass,"48.018834388628775,40.83336092081322,61.86971531198405,51.169207261316835,50.609425148412015"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,15
AutocorrelationDescriptorCharge,"0.6270823853862914,-0.5489549484630635,0.44817365902654593,-0.2010511282715595,-0.027416812222482732"
EccentricConnectivityIndexDescriptor,1133
AutocorrelationDescriptorPolarizability,"2226.048296093635,2432.309054392654,3001.9827120906957,2798.9777164342945,2560.450486858406"
