DLiP-ID,P000GY
AATSC4s,-0.10434022914640562
AATSC4v,1.2364266760833584
AATSC5Z,1.9500000000000002
AATSC5c,0.00025121313431478127
AATSC5d,0.08526528258362169
AATSC5i,-0.15136215359938937
AATSC5m,8.709350266666666
AATSC5p,0.01630248759228224
AATSC5s,-0.010065414853103256
AATSC5v,5.210943267402931
AATSC6Z,0.4994606256742179
AATSC6c,-0.0001528193722951148
AATSC6d,0.06221654852689219
AATSC6i,0.08276868398356299
AATSC6m,2.3108922114347363
AATSC6p,0.006362356686544122
AATSC6s,-0.20278330654318724
AATSC6v,4.115871996531588
AATSC7Z,0.6394799054373521
AATSC7c,0.001523145605171265
AATSC7d,-0.10859162188029153
AATSC7i,0.06552379448912435
AATSC7m,3.173811143026004
AATSC7p,0.024905539939800304
AATSC7s,-0.05790841190073886
AATSC7v,4.149053737226516
AATSC8Z,-3.8518518518518525
AATSC8c,-0.0006351257028823344
AATSC8d,-0.1550941945405613
AATSC8i,-0.17205209812505626
AATSC8m,-17.13938461851852
AATSC8p,-0.06881916694578834
AATSC8s,-0.05195442926087836
AATSC8v,-10.177568692147906
ATS0are,326.65680000000003
ATS1are,359.04
ATS2are,635.1885000000001
ATS3are,775.5348
ATS4are,796.0388999999999
ATS5are,723.4261999999998
ATS6are,642.5907
ATS7are,586.9759
ATS8are,578.1200000000001
ATSC0dv,224.5010893246187
ATSC0pe,6.541062745098037
ATSC0se,4.514019176470586
ATSC1dv,60.20906488957235
ATSC1pe,1.0100617454825072
ATSC1se,0.5702652802768153
ATSC2dv,23.92165406467595
ATSC2pe,-0.08324998077662275
ATSC2se,0.1722929550172979
ATSC3dv,14.455935751206804
ATSC3pe,-0.38845378700499866
ATSC3se,-0.29461731487889
ATSC4dv,12.01136315092488
ATSC4pe,-0.8549690119184945
ATSC4se,-0.7443542768166039
ATSC5dv,58.960399846213015
ATSC5pe,0.48248961937715923
ATSC5se,-0.1358671799307905
ATSC6dv,-12.035969071724548
ATSC6pe,-0.7920698577470202
ATSC6se,-0.43976076816608967
ATSC7dv,-4.394164637532584
ATSC7pe,0.3014176855055738
ATSC7se,-0.20470550173010277
ATSC8dv,-55.829809047802144
ATSC8pe,-1.267240138408303
ATSC8se,-1.0587556055363354
AXp-0dv,0.5905706115202406
AXp-1dv,0.3248774542710829
AXp-2dv,0.1779508995826289
AXp-3dv,0.10046395220480558
AXp-4dv,0.055613732940863525
AXp-5dv,0.030976902946193815
AXp-6dv,0.0170191894837505
AXp-7dv,0.009636091227328239
BertzCT,1195.4238502167002
ECIndex,883
ETA_eta,28.650351946526698
GATS1dv,0.48862555645933947
GATS1pe,0.5246575847923234
GATS1se,0.5549896872320951
GATS2dv,0.8620778435784772
GATS2pe,0.8741324345689515
GATS2se,0.8424289214242392
GATS3dv,0.8577043262232403
GATS3pe,0.8428232864959883
GATS3se,0.8061896632981025
GATS4dv,0.8983259236629371
GATS4pe,0.9050954699951054
GATS4se,0.8893486436625967
GATS5dv,0.8285862624458981
GATS5pe,0.8336311003009045
GATS5se,0.8339570519820829
GATS6dv,1.0255270103708989
GATS6pe,1.0359722093140395
GATS6se,0.9921724436259463
GATS7dv,0.9928766578528658
GATS7pe,0.8599398036628452
GATS7se,0.8889972862299578
GATS8dv,1.1438257347851122
GATS8pe,1.0848390049946914
GATS8se,1.1277393261817514
LogEE_A,4.39079616132499
LogEE_D,199.9179996266208
MATS1dv,0.24868575905200316
MATS1pe,0.1431881554949643
MATS1se,0.11714426125337804
MATS2dv,0.05545195389259477
MATS2pe,-0.006623383886708911
MATS2se,0.019863154488016444
MATS3dv,0.02627168449042176
MATS3pe,-0.024229876898339407
MATS3se,-0.026629010593741412
MATS4dv,0.020829206492379567
MATS4pe,-0.0508863076733249
MATS4se,-0.06419706434446285
MATS5dv,0.11161714185897566
MATS5pe,0.03134935349595386
MATS5se,-0.01279204833058206
MATS6dv,-0.026545784341011618
MATS6pe,-0.05995813598607827
MATS6se,-0.048237638025007336
MATS7dv,-0.010619405256318111
MATS7pe,0.025001308444096683
MATS7se,-0.024604154066960912
MATS8dv,-0.14092088323014323
MATS8pe,-0.109783803195619
MATS8se,-0.13291071356790743
MAXaaCH,1.9577086710487683
MAXaaaC,0.9446044944480193
MAXaasC,0.9074225939648366
MAXaasN,1.8324277210884354
MAXddsN,-0.3969667063669262
MAXdssC,0.5003423406399599
MAXsssN,2.3430398072556606
MDEC-22,14.455687588542231
MDEC-23,21.08675615521503
MDEC-33,9.347174690845396
MDEN-33,1.0289566078984769
MDEO-11,0.4814111366353723
MDEO-12,0.21814292760389353
MINaaCH,1.4780332936330742
MINaaaC,0.8708661110347623
MINaasC,0.05611555261364676
MINaasN,1.8324277210884354
MINddsN,-0.3969667063669262
MINdssC,-0.06270700155891329
MINsssN,1.6758458344438685
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.821428571428571
SM1_Dzi,1.4197340948042116
SM1_Dzm,2.817780435189402
SM1_Dzp,-5.5536284680149155
SM1_Dzv,-2.558118674862882
SddssSe,0
SpAD_Dt,761.0644976432078
SpAbs_A,40.84562573010188
SpAbs_D,399.8359992532415
SpMAD_A,1.3176008300032864
SpMAD_D,12.897935459781987
SpMax_A,2.601348130897647
SpMax_D,199.9179996266208
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,141.17999999999998
TpiPC10,9.566242048270537
VAdjMat,6.129283016944966
VE1_DzZ,5.449027489745269
VE1_Dzi,5.459086142144207
VE1_Dzm,5.449006073373644
VE1_Dzp,5.422362194474775
VE1_Dzv,5.439066567439073
VE2_DzZ,0.17577508031436354
VE2_Dzi,0.17609955297239377
VE2_Dzm,0.17577438946366594
VE2_Dzp,0.17491490949918628
VE2_Dzv,0.17545376023997009
VE3_DzZ,2.8268392619949667
VE3_Dzi,2.8286835140057898
VE3_Dzm,2.826835331676437
VE3_Dzp,2.8219336612355668
VE3_Dzv,2.8250095707684233
VR1_DzZ,211.80630350489147
VR1_Dzi,211.06050347732327
VR1_Dzm,211.80883745297658
VR1_Dzp,215.04334860024895
VR1_Dzv,213.20723367200773
VR2_DzZ,6.832461403383596
VR2_Dzi,6.80840333797817
VR2_Dzm,6.832543143644406
VR2_Dzp,6.936882212911256
VR2_Dzv,6.877652699097023
VR3_DzZ,6.487074305806151
VR3_Dzi,6.483546950201318
VR3_Dzm,6.487086269250514
VR3_Dzp,6.502241740692408
VR3_Dzv,6.493666732250401
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.14566320886671358
Xch-6dv,0.3840484922095773
Xch-7dv,0.5479451370583054
Xpc-4dv,2.725172055736838
Xpc-5dv,4.038007782708682
Xpc-6dv,5.441458473519422
Zagreb1,172.0
Zagreb2,209.0
fragCpx,295.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,3
n5aRing,2
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,15
nBondsD,3
nBondsM,18
nBondsO,35
nBondsS,37
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,10
naHRing,2
AATS0are,6.405035294117647
AATS1are,6.5280000000000005
AATS2are,6.48151530612245
AATS3are,6.2042784
AATS4are,6.07663282442748
AATS5are,6.028551666666664
AATS6are,6.2387446601941745
AATS7are,6.244424468085106
AATS8are,6.423555555555557
AATSC0dv,4.401982143619975
AATSC0pe,0.12825613225682425
AATSC0se,0.0885101799307958
AATSC1dv,1.0947102707194973
AATSC1pe,0.01836475900877286
AATSC1se,0.010368459641396642
AATSC2dv,0.2440985108640403
AATSC2pe,-0.0008494895997614567
AATSC2se,0.0017580913777275296
AATSC3dv,0.11564748600965442
AATSC3pe,-0.0031076302960399895
AATSC3se,-0.00235693851903112
AATSC4dv,0.0916897950452281
AATSC4pe,-0.006526481007011409
AATSC4se,-0.005682093716157282
AATSC5dv,0.49133666538510845
AATSC5pe,0.004020746828142994
AATSC5se,-0.0011322264994232541
AATSC6dv,-0.11685406865751988
AATSC6pe,-0.007689998618903108
AATSC6se,-0.004269522021029997
AATSC7dv,-0.046746432314176425
AATSC7pe,0.003206571122399721
AATSC7se,-0.0021777181035117317
AATSC8dv,-0.620331211642246
AATSC8pe,-0.014080445982314477
AATSC8se,-0.011763951172625948
AETA_eta,0.9242049015008612
ATSC0are,7.106298039215685
ATSC1are,1.1227844675124958
ATSC2are,-0.139147212610532
ATSC3are,-0.48241284121491756
ATSC4are,-1.0326420222991177
ATSC5are,0.03573010380622488
ATSC6are,-1.133254863514033
ATSC7are,0.22776635909265605
ATSC8are,-1.0249769319492479
BCUTZ-1h,16.005515557225216
BCUTZ-1l,5.6899086344991385
BCUTc-1h,0.4601184405289433
BCUTc-1l,-0.41453502269130943
BCUTd-1h,3.294461026412406
BCUTd-1l,0.972625705582164
BCUTi-1h,14.594893500574509
BCUTi-1l,10.310684885118256
BCUTm-1h,32.063251343252944
BCUTm-1l,11.701461994610458
BCUTp-1h,2.9377047783793273
BCUTp-1l,0.6692181806506813
BCUTs-1h,8.001938625013386
BCUTs-1l,0.6046808806929801
BCUTv-1h,24.441753168743908
BCUTv-1l,14.65155252193212
BalabanJ,1.1525166636200141
Diameter,17
ETA_beta,37.75
GATS1are,0.5391888072371442
GATS2are,0.8939397145686636
GATS3are,0.8378230081463224
GATS4are,0.8933963116914203
GATS5are,0.8395692291179434
GATS6are,1.050971881035828
GATS7are,0.8634758896143667
GATS8are,1.072987958026002
HybRatio,0.3333333333333333
Lipinski,True
LogEE_Dt,380.5322488216039
MATS1are,0.14650770479712064
MATS2are,-0.010190023685824215
MATS3are,-0.027697183277357967
MATS4are,-0.05657248510553836
MATS5are,0.0021368783062357404
MATS6are,-0.07896181548521472
MATS7are,0.017389555624839997
MATS8are,-0.08173316939884663
MAXssCH2,0.9249593615612146
MINssCH2,0.5834041722366938
NsssssAs,0
RotRatio,0.17142857142857143
SM1_Dzpe,1.7028763769889845
SM1_Dzse,1.6977433816433352
SMR_VSA1,14.454711186689542
SMR_VSA2,0.0
SMR_VSA3,14.366919109492311
SMR_VSA4,0.0
SMR_VSA5,6.4208216229260096
SMR_VSA6,39.392789552676135
SMR_VSA7,52.20644867438369
SMR_VSA8,0.0
SMR_VSA9,10.440598685398296
SpAD_DzZ,308.80527446497376
SpAD_Dzi,306.3132330575942
SpAD_Dzm,308.8604379048511
SpAD_Dzp,431.92469064924455
SpAD_Dzv,398.7757290605343
SpAbs_Dt,761.0644976432079
SpDiam_A,4.913897965779808
SpDiam_D,302.3299535932237
SpMAD_Dt,24.550467665909927
SpMax_Dt,380.5322488216039
SsssssAs,0
VE1_Dzpe,5.458960262505992
VE1_Dzse,5.458047783198478
VE2_Dzpe,0.17609549233890298
VE2_Dzse,0.17606605752253154
VE3_Dzpe,2.8286604550017236
VE3_Dzse,2.828493288447331
VMcGowan,309.8500000000008
VR1_Dzpe,210.9356683367542
VR1_Dzse,211.00112221818165
VR2_Dzpe,6.804376397959812
VR2_Dzse,6.80648781348973
VR3_Dzpe,6.482955309079675
VR3_Dzse,6.483265563522605
mZagreb1,9.083333333333332
mZagreb2,6.666666666666667
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,1
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,46
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.13933917723952324
AATSC1are,0.02041426304568174
AATSC2are,-0.001419869516434
AATSC3are,-0.0038593027297193407
AATSC4are,-0.007882763529000898
AATSC5are,0.000297750865051874
AATSC6are,-0.011002474403048863
AATSC7are,0.002423046373326128
AATSC8are,-0.011388632577213866
AETA_beta,1.217741935483871
BCUTdv-1h,7.004122931621728
BCUTdv-1l,0.6524574251030447
BCUTpe-1h,3.5531454337341972
BCUTpe-1l,2.2354247700561958
BCUTse-1h,3.757019860105715
BCUTse-1l,2.4335097622653454
ETA_alpha,15.100000000000001
ETA_dBeta,-4.75
ETA_eta_B,0.38933641912051087
ETA_eta_F,28.77137682861234
ETA_eta_L,7.709105540962518
ETA_eta_R,57.42172877513904
ETA_psi_1,0.5613382899628255
LabuteASA,187.30896439749043
LogEE_DzZ,154.2617339259954
LogEE_Dzi,153.12861555211506
LogEE_Dzm,154.2882676443934
LogEE_Dzp,214.98170814204593
LogEE_Dzv,199.1362520723749
PEOE_VSA1,4.736862953800049
PEOE_VSA2,29.275774562329705
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,12.13273413692322
PEOE_VSA7,36.334880694592925
PEOE_VSA8,43.18890695427482
PEOE_VSA9,28.35369561192887
SM1_Dzare,1.8363478247602774
SpAD_Dzpe,314.7732019449505
SpAD_Dzse,317.8551946973763
SpAbs_DzZ,306.71195649262353
SpAbs_Dzi,305.07669045889384
SpAbs_Dzm,306.7698266142267
SpAbs_Dzp,435.5727492431712
SpAbs_Dzv,400.83062281961264
SpDiam_Dt,523.2461046932717
SpMAD_DzZ,9.961460466612056
SpMAD_Dzi,9.881072034115942
SpMAD_Dzm,9.96323993241455
SpMAD_Dzp,13.933054537072405
SpMAD_Dzv,12.863733195501105
SpMax_DzZ,154.2617339259954
SpMax_Dzi,153.12861555211506
SpMax_Dzm,154.2882676443934
SpMax_Dzp,214.98170814204593
SpMax_Dzv,199.1362520723749
VE1_Dzare,5.459907685992699
VE2_Dzare,0.17612605438686127
VE3_Dzare,2.828833993777639
VR1_Dzare,210.84988901136424
VR2_Dzare,6.801609322947233
VR3_Dzare,6.48254856529683
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,1
n11FHRing,1
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4870967741935484
AETA_dBeta,-0.1532258064516129
AETA_eta_B,0.012559239326468092
AETA_eta_F,0.9281089299552367
AETA_eta_L,0.24868082390201673
AETA_eta_R,1.852313831456098
BCUTare-1h,3.607657338639822
BCUTare-1l,2.1792204508056803
ETA_beta_s,21.25
ETA_dPsi_A,0.15266171003717444
ETA_dPsi_B,0.0
ETA_eta_BR,0.8193364191205108
ETA_eta_FL,7.3157716022900665
ETA_eta_RL,15.024877143252585
LogEE_Dzpe,157.38301528925854
LogEE_Dzse,158.93652400822342
PEOE_VSA10,5.693927994848461
PEOE_VSA11,5.112436884724758
PEOE_VSA12,0.0
PEOE_VSA13,11.594566004035068
SlogP_VSA1,0.0
SlogP_VSA2,69.70263632506237
SlogP_VSA3,4.736862953800049
SlogP_VSA4,10.114318268765572
SlogP_VSA5,16.909286801846292
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,20.65721931948366
SlogP_VSA9,0.0
SpAD_Dzare,310.7348717355149
SpAbs_Dzpe,313.29005155208904
SpAbs_Dzse,316.3765149778803
SpDiam_DzZ,236.97704315555288
SpDiam_Dzi,232.34208044880415
SpDiam_Dzm,237.0183673922524
SpDiam_Dzp,325.9163432443635
SpDiam_Dzv,305.2162360634409
SpMAD_Dzpe,10.153974256288725
SpMAD_Dzse,10.253393377334719
SpMax_Dzpe,157.38301528925854
SpMax_Dzse,158.93652400822342
n10FAHRing,0
n10FaHRing,0
n11FAHRing,1
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6854838709677419
AETA_eta_BR,0.026430207068403575
AETA_eta_FL,0.23599263233193762
AETA_eta_RL,0.48467345623395436
DetourIndex,5801
EState_VSA1,4.923311048817671
EState_VSA2,11.594566004035068
EState_VSA3,17.351121285485796
EState_VSA4,59.92607408917322
EState_VSA5,17.403152946396347
EState_VSA6,17.0326438677737
EState_VSA7,22.766200853176187
EState_VSA8,4.899909730850478
EState_VSA9,16.954736396846744
ETA_beta_ns,16.5
ETA_shape_p,0.12141280353200883
ETA_shape_x,0.0
ETA_shape_y,0.3708609271523179
GhoseFilter,True
LogEE_Dzare,155.35554840209812
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,309.1354720171754
SpDiam_Dzpe,239.89642075512194
SpDiam_Dzse,242.55627631546548
SpMAD_Dzare,10.02370553985532
SpMax_Dzare,155.35554840209812
TopoPSA(NO),80.84999999999998
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.8324277210884354
VSA_EState9,64.842142030954
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.532258064516129
EState_VSA10,14.908855452837393
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.012903225806451568
FilterItLogS,-4.480724984611889
SpDiam_Dzare,236.61493686854737
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6450980392156861
ETA_epsilon_2,0.8677419354838707
ETA_epsilon_3,0.44588235294117595
ETA_epsilon_4,0.5793650793650786
ETA_epsilon_5,0.8677419354838707
AETA_beta_ns_d,0.016129032258064516
ETA_dEpsilon_A,0.19921568627451014
ETA_dEpsilon_B,0.06573295985060745
ETA_dEpsilon_C,-0.1334827264239027
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.8387096774193549
MDEDescriptor,"0.0,0.0,0.0,0.0,14.455687588542231,21.08675615521503,0.0,9.347174690845396,0.0,0.0,0.4814111366353723,0.21814292760389353,0.0,0.0,0.0,0.0,0.0,0.0,1.0289566078984769"
APolDescriptor,63.70385999999996
BCUTDescriptor,"11.994290653571609,31.973074054305798,-0.37812348814374525,0.2510008482837483,3.8813607043320943,12.65223923655682"
BPolDescriptor,35.354139999999994
TPSADescriptor,141.18
ALOGPDescriptor,"4.2623999999999995,18.168053759999996,118.87759999999999"
XLogPDescriptor,2.6149999999999993
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,456.09259728
ChiPathDescriptor,"21.534804948073717,15.02487714325259,13.880135376846857,12.22214347760282,10.524512722283086,8.472636424918635,6.047185522876347,4.8503909820912385,18.136831265304778,11.369833042939444,9.065701736031214,7.237522235928601,5.581029136294483,3.9546426274189432,2.576222688074853,1.867587026210054"
ChiChainDescriptor,"0.0,0.0,0.23894249490673464,0.8224397914230581,1.3720182079848122,0.0,0.0,0.14566320886671358,0.3840484922095773,0.5536981032023761"
AtomCountDescriptor,51
BondCountDescriptor,35
SmallRingDescriptor,"5,4,3,2,0,0,3,2,0,0,0"
ChiClusterDescriptor,"2.108383726266656,0.0,0.7086155143747543,0.0,1.1450278565459915,0.0,0.238686408379023,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,1,6,1,0,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,18
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"64.30316939552988,2.0742957869525767,29.72122123086563,10.442874399843955,13.471335821251602"
FractionalPSADescriptor,0.3095424061735607
WienerNumbersDescriptor,"2969.0,51.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.56481387482476,9.051188705640813,12.798695717418019,2.700411065304866,4.043955469794026,4.9746616755088"
FractionalCSP3Descriptor,0.3333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,22
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.775510204081634,9.700115340253749,4.537037037037037"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,2095.1
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.3333333333333333
AutocorrelationDescriptorMass,"47.79330342416972,43.774374070994305,67.08242344478793,69.56297420239774,63.92848880549575"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5868850963005332,-0.33142314282086577,-0.05118082290788696,0.11963656201280301,0.01178137324583306"
EccentricConnectivityIndexDescriptor,883
AutocorrelationDescriptorPolarizability,"2689.861354293988,3299.4246333032756,4944.84626055293,4722.840008433807,4010.5321160850963"
