DLiP-ID,C000AZ
AATSC6v,1.8250905418009158
AATSC7Z,-0.5862068965517241
AATSC7c,-0.0011070666428113552
AATSC7d,-0.015047949398081987
AATSC7i,0.011733891070526508
AATSC7m,-2.7651859630177524
AATSC7p,-0.0044411753817491925
AATSC7s,-0.031218118751275253
AATSC7v,-2.0124592636909733
AATSC8Z,-0.1111111111111111
AATSC8c,0.0009798169088518099
AATSC8d,0.07675871137409604
AATSC8i,-0.11086595549191541
AATSC8m,-0.5392809074621968
AATSC8p,-0.008317518095105374
AATSC8s,-0.04536489151873768
AATSC8v,-1.4287277437033856
ATS0are,156.5147
ATS1are,177.979
ATS2are,290.09290000000004
ATS3are,325.0120000000001
ATS4are,329.6429
ATS5are,267.80199999999996
ATS6are,231.9549
ATS7are,167.246
ATS8are,100.47300000000001
ATSC0dv,86.0
ATSC0pe,1.84993846153846
ATSC0se,0.858276461538461
ATSC1dv,16.0
ATSC1pe,0.06952781065088605
ATSC1se,-0.03847572781064978
ATSC2dv,-25.0
ATSC2pe,-0.5485680473372796
ATSC2se,-0.20948050887573774
ATSC3dv,-42.0
ATSC3pe,-0.3830698224852065
ATSC3se,-0.11122159171597663
ATSC4dv,-11.0
ATSC4pe,-0.22655976331360878
ATSC4se,-0.040616071005917354
ATSC5dv,14.0
ATSC5pe,0.21243964497041445
ATSC5se,0.025297337278105805
ATSC6dv,5.0
ATSC6pe,0.11986153846153855
ATSC6se,0.06588992307692317
ATSC7dv,-10.0
ATSC7pe,-0.27753136094674485
ATSC7se,-0.1307085147928999
ATSC8dv,0.0
ATSC8pe,-0.02745739644970345
ATSC8se,-0.01994155029585863
AXp-0dv,0.5480224083802313
AXp-1dv,0.29062415219478477
AXp-2dv,0.15628323595303897
AXp-3dv,0.083452563090325
AXp-4dv,0.04486310789662611
AXp-5dv,0.025455265372067586
AXp-6dv,0.013578402348496377
AXp-7dv,0.007392455527999119
BertzCT,563.3494168404264
ECIndex,211
ETA_eta,7.547344254534888
GATS1dv,0.6696428571428571
GATS1pe,0.8714816916986851
GATS1se,1.0426273352480835
GATS2dv,1.1596309403437817
GATS2pe,1.2070466142234513
GATS2se,1.2970863649885689
GATS3dv,1.1125792811839323
GATS3pe,0.8734811439579165
GATS3se,0.7888960485730004
GATS4dv,1.0408014950166113
GATS4pe,1.0518086360461059
GATS4se,1.0104116084525032
GATS5dv,0.8657735085945399
GATS5pe,0.8644382729173311
GATS5se,0.8681579870916695
GATS6dv,0.9727191413237926
GATS6pe,1.0747758761206196
GATS6se,1.1004687330739347
GATS7dv,1.0725741780272655
GATS7pe,1.112012758901723
GATS7se,1.0725263702105892
GATS8dv,1.0174418604651163
GATS8pe,0.9877580820429233
GATS8se,0.9023575233951772
LogEE_A,3.6712773669902194
LogEE_D,50.21033163949528
MATS1dv,0.17275747508305647
MATS1pe,0.034899289789264605
MATS1se,-0.04162698517260861
MATS2dv,-0.16430738119312435
MATS2pe,-0.1676056837107125
MATS2se,-0.13795324940359668
MATS3dv,-0.23086680761099368
MATS3pe,-0.09788841964881079
MATS3se,-0.06125937512725759
MATS4dv,-0.05938538205980066
MATS4pe,-0.0568605192688321
MATS4se,-0.021971313887205548
MATS5dv,0.09201213346814965
MATS5pe,0.06490733850678586
MATS5se,0.016659544592015414
MATS6dv,0.03875968992248062
MATS6pe,0.043194784026079944
MATS6se,0.05118003039006448
MATS7dv,-0.10425020048115478
MATS7pe,-0.13450243093612096
MATS7se,-0.13653752555094545
MATS8dv,0.0
MATS8pe,-0.02143892058317434
MATS8se,-0.033560819653413836
MAXaaCH,2.136999244142101
MAXaaNH,3.266851851851852
MAXaaaC,1.2835185185185187
MAXaasC,1.2950000000000002
MAXaasN,2.0650925925925927
MDEC-22,10.627551204491022
MDEC-23,10.538863147387929
MDEC-33,2.381101577952299
MDEN-22,0.16666666666666669
MDEN-23,0.7071067811865476
MINaaCH,1.800441232048375
MINaaNH,3.266851851851852
MINaaaC,1.1876067649281936
MINaasC,1.2950000000000002
MINaasN,2.0650925925925927
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.4285714285714287
SM1_Dzi,0.6757487563729435
SM1_Dzm,0.42750053544656264
SM1_Dzp,-1.5545454545454542
SM1_Dzv,-0.9579738847302863
SddssSe,0
SpAD_Dt,235.71128538374364
SpAbs_A,20.406058254563682
SpAbs_D,100.4206632789905
SpMAD_A,1.3604038836375787
SpMAD_D,6.694710885266036
SpMax_A,2.4110660377528568
SpMax_D,50.21033163949528
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,33.61
TpiPC10,8.237672515645146
VAdjMat,5.087462841250339
VE1_DzZ,3.8315354795219685
VE1_Dzi,3.831973452247983
VE1_Dzm,3.8315333102281426
VE1_Dzp,3.82546906603429
VE1_Dzv,3.8275549224953833
VE2_DzZ,0.2554356986347979
VE2_Dzi,0.2554648968165322
VE2_Dzm,0.2554355540152095
VE2_Dzp,0.2550312710689527
VE2_Dzv,0.2551703281663589
VE3_DzZ,1.748730739449758
VE3_Dzi,1.7488450402825464
VE3_Dzm,1.7487301732813245
VE3_Dzp,1.7471461995109698
VE3_Dzv,1.7476913059985149
VR1_DzZ,69.18471390646096
VR1_Dzi,69.13906004618403
VR1_Dzm,69.18491604301745
VR1_Dzp,69.57181274908137
VR1_Dzv,69.45697027107593
VR2_DzZ,4.612314260430731
VR2_Dzi,4.609270669745602
VR2_Dzm,4.612327736201164
VR2_Dzp,4.638120849938758
VR2_Dzv,4.630464684738396
VR3_DzZ,4.642245049024908
VR3_Dzi,4.641584947574085
VR3_Dzm,4.642247970714538
VR3_Dzp,4.647824604180912
VR3_Dzv,4.646172536146784
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07457440977032666
Xch-6dv,0.12217651529602673
Xch-7dv,0.11834411511505528
Xpc-4dv,0.7405341458238893
Xpc-5dv,1.0266312117731489
Xpc-6dv,1.1107852219694445
Zagreb1,80.0
Zagreb2,94.0
fragCpx,79.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,15
nBondsD,0
nBondsM,15
nBondsO,17
nBondsS,13
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,3
naHRing,2
AATS0are,6.019796153846154
AATS1are,6.356392857142858
AATS2are,6.306367391304349
AATS3are,5.909309090909093
AATS4are,5.886480357142857
AATS5are,5.821782608695651
AATS6are,5.947561538461539
AATS7are,5.767103448275862
AATS8are,5.581833333333334
AATSC0dv,3.3076923076923075
AATSC0pe,0.07115147928994077
AATSC0se,0.033010633136094654
AATSC1dv,0.5714285714285714
AATSC1pe,0.0024831360946745017
AATSC1se,-0.001374133136094635
AATSC2dv,-0.5434782608695652
AATSC2pe,-0.011925392333419122
AATSC2se,-0.004553924105994298
AATSC3dv,-0.7636363636363637
AATSC3pe,-0.006964905863367391
AATSC3se,-0.0020222107584723023
AATSC4dv,-0.19642857142857142
AATSC4pe,-0.004045710059171585
AATSC4se,-0.0007252869822485242
AATSC5dv,0.30434782608695654
AATSC5pe,0.004618253151530749
AATSC5se,0.0005499421147414305
AATSC6dv,0.1282051282051282
AATSC6pe,0.003073372781065091
AATSC6se,0.001689485207100594
AATSC7dv,-0.3448275862068966
AATSC7pe,-0.009570046929198099
AATSC7se,-0.004507190165272411
AATSC8dv,0.0
AATSC8pe,-0.001525410913872414
AATSC8se,-0.0011078639053254795
AETA_eta,0.5031562836356592
ATSC0are,1.8674653846153833
ATSC1are,0.010768047337276019
ATSC2are,-0.5275118343195291
ATSC3are,-0.31413062130177455
ATSC4are,-0.17352159763313535
ATSC5are,0.15551893491124347
ATSC6are,0.13037884615384607
ATSC7are,-0.28678446745562003
ATSC8are,-0.03372603550295741
BCUTZ-1h,7.073338866433734
BCUTZ-1l,5.676428554649179
BCUTc-1h,0.37405208482073904
BCUTc-1l,-0.43526551885875725
BCUTd-1h,3.2402148678065705
BCUTd-1l,1.7516217373054435
BCUTi-1h,14.55799251043617
BCUTi-1l,10.937431854427384
BCUTm-1h,14.045269971658493
BCUTm-1l,11.68791971107044
BCUTp-1h,2.0081846398429986
BCUTp-1l,0.9977430930900325
BCUTs-1h,3.0443468648854597
BCUTs-1l,1.3825053591300416
BCUTv-1h,20.90956260167589
BCUTv-1l,15.584624177988694
BalabanJ,1.5637908044767015
Diameter,8
ETA_beta,22.25
GATS1are,0.9397764555413445
GATS2are,1.2510708583871886
GATS3are,0.8312311796157649
GATS4are,1.0360562091710952
GATS5are,0.8629023224027199
GATS6are,1.088836988019549
GATS7are,1.0980677152943292
GATS8are,0.9514901934131205
HybRatio,0.08333333333333333
Lipinski,True
LogEE_Dt,117.85564269187182
MATS1are,0.005354263153294539
MATS2are,-0.15965964634876664
MATS3are,-0.07951853518221746
MATS4are,-0.043140611635856994
MATS5are,0.04707022010320566
MATS6are,0.046543958182728135
MATS7are,-0.13768239608161167
MATS8are,-0.026086365518050117
MAXssCH2,0.8650925925925925
MINssCH2,0.8650925925925925
NsssssAs,0
RotRatio,0.11764705882352941
SM1_Dzpe,0.48355263157894746
SM1_Dzse,0.42078897933625536
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,14.53505668968577
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,0.0
SMR_VSA7,54.7467705551472
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,72.0995678716846
SpAD_Dzi,69.71167242489646
SpAD_Dzm,72.10993384736348
SpAD_Dzp,91.91979870370648
SpAD_Dzv,85.89544764553875
SpAbs_Dt,235.71128538374364
SpDiam_A,4.670137166392748
SpDiam_D,76.22692266212526
SpMAD_Dt,15.714085692249576
SpMax_Dt,117.85564269187182
SsssssAs,0
VE1_Dzpe,3.8316439038157184
VE1_Dzse,3.8315196657590933
VE2_Dzpe,0.2554429269210479
VE2_Dzse,0.25543464438393954
VE3_Dzpe,1.7487590369196027
VE3_Dzse,1.7487266121760858
VMcGowan,151.4999999999998
VR1_Dzpe,69.17438065816965
VR1_Dzse,69.18618361294594
VR2_Dzpe,4.61162537721131
VR2_Dzse,4.612412240863063
VR3_Dzpe,4.642095680480064
VR3_Dzse,4.642266292024865
mZagreb1,3.1944444444444446
mZagreb2,3.305555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,6
nBondsKS,22
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.07182559171597627
AATSC1are,0.00038457311918842923
AATSC2are,-0.011467648572163676
AATSC3are,-0.005711465841850447
AATSC4are,-0.0030985999577345597
AATSC5are,0.0033808464111139886
AATSC6are,0.0033430473372781043
AATSC7are,-0.009889119567435174
AATSC8are,-0.0018736686390531897
AETA_beta,1.4833333333333334
BCUTdv-1h,5.0370313746204864
BCUTdv-1l,1.9915943078189375
BCUTpe-1h,3.17223507944556
BCUTpe-1l,2.225591439153811
BCUTse-1h,3.3348265739512892
BCUTse-1l,2.421459839499974
ETA_alpha,7.200000000000001
ETA_dBeta,1.75
ETA_eta_B,-0.018439428004476177
ETA_eta_F,11.904933061645693
ETA_eta_L,2.8682803731559674
ETA_eta_R,19.45227731618058
ETA_psi_1,0.6153846153846156
LabuteASA,87.38304428126324
LogEE_DzZ,36.078355364413724
LogEE_Dzi,34.90088612953977
LogEE_Dzm,36.08346695937818
LogEE_Dzp,45.648990260944146
LogEE_Dzv,42.756129045823315
PEOE_VSA1,9.551078168738563
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,11.629818560158606
PEOE_VSA8,29.49345564692029
PEOE_VSA9,12.872076480677116
SM1_Dzare,0.5570032573289901
SpAD_Dzpe,71.5675941438279
SpAD_Dzse,72.1749038910312
SpAbs_DzZ,71.72813930025605
SpAbs_Dzi,69.12602350270657
SpAbs_Dzm,71.73943338330977
SpAbs_Dzp,92.85252597643378
SpAbs_Dzv,86.47023197637692
SpDiam_Dt,167.16970592738522
SpMAD_DzZ,4.806637858112307
SpMAD_Dzi,4.647444828326431
SpMAD_Dzm,4.8073289231575655
SpMAD_Dzp,6.127986580247098
SpMAD_Dzv,5.72636317636925
SpMax_DzZ,36.078355364413724
SpMax_Dzi,34.900886129539764
SpMax_Dzm,36.08346695937818
SpMax_Dzp,45.648990260944146
SpMax_Dzv,42.756129045823315
VE1_Dzare,3.831779317458656
VE2_Dzare,0.2554519544972437
VE3_Dzare,1.7487943771687424
VR1_Dzare,69.1607243296165
VR2_Dzare,4.610714955307767
VR3_Dzare,4.641898242113299
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4800000000000001
AETA_dBeta,0.11666666666666667
AETA_eta_B,-0.0012292952002984118
AETA_eta_F,0.7936622041097129
AETA_eta_L,0.19121869154373117
AETA_eta_R,1.2968184877453721
BCUTare-1h,3.1881366556955384
BCUTare-1l,2.17580023633835
ETA_beta_s,10.25
ETA_dPsi_A,0.09861538461538433
ETA_dPsi_B,0.0
ETA_eta_BR,0.23956057199552383
ETA_eta_FL,4.564372617221604
ETA_eta_RL,7.432652990377571
LogEE_Dzpe,35.816033914019215
LogEE_Dzse,36.11550454413802
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,14.53505668968577
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,49.183319063450206
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,70.85763717385348
SpAbs_Dzpe,71.1485151964595
SpAbs_Dzse,71.8102201089398
SpDiam_DzZ,56.28166440815963
SpDiam_Dzi,54.441495680870496
SpDiam_Dzm,56.2896823397924
SpDiam_Dzp,71.64100971270193
SpDiam_Dzv,66.93221905655184
SpMAD_Dzpe,4.771172942921861
SpMAD_Dzse,4.81166025940208
SpMax_Dzpe,35.816033914019215
SpMax_Dzse,36.11550454413802
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,15
AETA_beta_s,0.6833333333333333
AETA_eta_BR,0.01597070479970159
AETA_eta_FL,0.3042915078147736
AETA_eta_RL,0.49551019935850477
DetourIndex,869
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,6.544756405912575
EState_VSA5,16.46637642377805
EState_VSA6,6.196843571613076
EState_VSA7,18.590530714839225
EState_VSA8,38.931001466683675
EState_VSA9,0.0
ETA_beta_ns,12.0
ETA_shape_p,0.0
ETA_shape_x,0.0
ETA_shape_y,0.26388888888888884
GhoseFilter,True
LogEE_Dzare,35.46595213741534
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,70.37490101750171
SpDiam_Dzpe,55.870526123617026
SpDiam_Dzse,56.33994137276352
SpMAD_Dzare,4.723842478256898
SpMax_Dzare,35.46595213741534
TopoPSA(NO),33.61
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.0650925925925927
VSA_EState9,27.93490740740741
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.019999999999999928
FilterItLogS,-3.0109084373142174
SpDiam_Dzare,55.32287610501953
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5769230769230771
ETA_epsilon_2,0.7799999999999998
ETA_epsilon_3,0.4463414634146345
ETA_epsilon_4,0.5000000000000003
ETA_epsilon_5,0.7499999999999999
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1305816135084426
ETA_dEpsilon_B,0.07692307692307676
ETA_dEpsilon_C,-0.053658536585365846
ETA_dEpsilon_D,0.029999999999999916
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,1.0
MDEDescriptor,"0.0,0.0,0.0,0.0,10.627551204491022,10.538863147387929,0.0,2.381101577952299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.7071067811865476,0.0"
APolDescriptor,31.754723000000002
BCUTDescriptor,"11.850000000000001,14.005092296211108,-0.2644414823663559,0.09879465591331978,6.054717597293878,9.763790403539545"
BPolDescriptor,15.985276999999996
TPSADescriptor,33.61
ALOGPDescriptor,"1.8000999999999996,3.2403600099999985,59.60859999999999"
XLogPDescriptor,2.0839999999999996
VAdjMaDescriptor,5.08746284125034
WeightDescriptor,197.09529744
ChiPathDescriptor,"10.087575669810528,7.432652990377571,6.432005955414524,5.592446081657686,4.824450412144448,3.3177579055124107,2.212930534275658,1.6484268515605924,8.220336125703472,4.940610587311341,3.594514426919896,2.587029455800075,1.8393874237616707,1.0945764109989056,0.5974497033338404,0.3622303208719567"
ChiChainDescriptor,"0.0,0.0,0.2405626121623441,0.3895195511812306,0.44580997485849017,0.0,0.0,0.07457440977032667,0.12217651529602674,0.11834411511505528"
AtomCountDescriptor,26
BondCountDescriptor,17
SmallRingDescriptor,"3,3,2,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"0.6735402420532192,0.0,0.13608276348795434,0.0,0.3518088952523182,0.0,0.050296115882772816,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,5,2,1,0,0,0"
ZagrebIndexDescriptor,80.0
LargestChainDescriptor,9
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"31.25631791333806,2.0837545275558704,9.481717163209815,0.0,9.481717163209815"
FractionalPSADescriptor,0.17052664592483036
WienerNumbersDescriptor,"366.0,18.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.7655822747008614,3.019706587635749,3.441784086603476,0.7405341458238893,1.0266312117731489,0.9890141263838631"
FractionalCSP3Descriptor,0.08333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"10.173010380622838,4.472589792060491,2.097814776274714"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,574.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.08333333333333333
AutocorrelationDescriptorMass,"16.079940903829442,18.163273532263123,24.357071900359156,18.997091599082676,16.024708033998262"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.18432716899335286,-0.1394309823279018,0.06688488005120863,-0.03792383861695433,0.040423454817510425"
EccentricConnectivityIndexDescriptor,211
AutocorrelationDescriptorPolarizability,"942.1367356487275,1105.4134286174472,1520.3863862161256,1196.255237384705,945.8929818029785"
