DLiP-ID,T007FU
AATSC3p,-0.02244860020290911
AATSC3s,-0.05888598344615412
AATSC3v,-3.9619536271700255
AATSC4Z,1.9709829867674864
AATSC4c,-0.007266049194776212
AATSC4d,-0.07085696282293637
AATSC4i,-0.09729155131379162
AATSC4m,9.253101905655322
AATSC4p,0.033741013632826916
AATSC4s,-0.8136416607920083
AATSC4v,4.878210933117706
AATSC5Z,-0.8685356467728867
AATSC5c,0.0052047799071423375
AATSC5d,0.024355252497974624
AATSC5i,0.10465340142859132
AATSC5m,-4.036147209264447
AATSC5p,-0.02177373360757001
AATSC5s,0.3841549866986299
AATSC5v,-4.673029317449912
AATSC6Z,0.9563867134755603
AATSC6c,0.0009028195137388613
AATSC6d,-0.06007797731568997
AATSC6i,-0.06479331653007465
AATSC6m,4.345673943879956
AATSC6p,-0.0005533912866623853
AATSC6s,-0.23563152868708123
AATSC6v,-0.8123424197888172
AATSC7Z,-1.410126458509876
AATSC7c,-0.003954836270889828
AATSC7d,-0.0730558633726615
AATSC7i,-0.16956480582742392
AATSC7m,-6.463761001865919
AATSC7p,-0.03400450105123922
AATSC7s,-0.47148723568736384
AATSC7v,-2.6001393344415047
AATSC8Z,-2.2698865784499063
AATSC8c,0.0029904802830602235
AATSC8d,0.09704158790170134
AATSC8i,0.02672061905194745
AATSC8m,-10.61216509122874
AATSC8p,-0.02161982876941697
AATSC8s,0.45370415524268554
AATSC8v,-3.303451221011881
ATS0are,305.97969999999987
ATS1are,313.77479999999997
ATS2are,553.7168
ATS3are,727.8889
ATS4are,800.0060000000001
ATS5are,777.6610000000002
ATS6are,711.1109999999999
ATS7are,735.0309
ATS8are,656.5037999999998
ATSC0dv,199.51154052603334
ATSC0pe,7.475332608695652
ATSC0se,5.703847217391304
ATSC1dv,1.5682046255455278
ATSC1pe,-0.5074448960302455
ATSC1se,-0.15267370510396955
ATSC2dv,35.015426264323565
ATSC2pe,2.3869774102079386
ATSC2se,1.804672994328922
ATSC3dv,-9.858059698009288
ATSC3pe,-1.066343147448016
ATSC3se,-1.3903639470699423
ATSC4dv,-47.747228640108275
ATSC4pe,-4.596830718336485
ATSC4se,-4.014158175803403
ATSC5dv,-36.00931176923614
ATSC5pe,2.2335706049149358
ATSC5se,2.7742162533081256
ATSC6dv,-43.976568881420796
ATSC6pe,-0.23819461247636983
ATSC6se,-0.2141037901701306
ATSC7dv,-38.99099162174148
ATSC7pe,-2.7122952741020803
ATSC7se,-2.4443872438563323
ATSC8dv,3.632453499498232
ATSC8pe,0.5352312854442356
ATSC8se,1.0965776143667285
AXp-0dv,0.6228203289057739
AXp-1dv,0.37751905559825316
AXp-2dv,0.22098581339516776
AXp-3dv,0.13013972223359727
AXp-4dv,0.08319328474698079
AXp-5dv,0.04761229578294002
AXp-6dv,0.030250933251797032
AXp-7dv,0.017789708626104322
BertzCT,993.8306305105807
ECIndex,628
ETA_eta,27.070765759401862
GATS1dv,0.6988131911001102
GATS1pe,0.6480878013861822
GATS1se,0.6367278060896289
GATS2dv,0.7607534888905115
GATS2pe,0.5572864785800054
GATS2se,0.5499348362891281
GATS3dv,0.9589299961405651
GATS3pe,0.9522975796637635
GATS3se,0.9680877741256565
GATS4dv,1.2377219591595143
GATS4pe,1.4052092127353353
GATS4se,1.438594677813417
GATS5dv,1.2072515426642014
GATS5pe,1.109032412961869
GATS5se,1.0584172232947116
GATS6dv,1.0320717173105083
GATS6pe,0.9129750832458438
GATS6se,0.889063706623341
GATS7dv,1.051850541005157
GATS7pe,1.1446180805541364
GATS7se,1.1688165060829163
GATS8dv,1.0745410153622639
GATS8pe,1.1583206999950266
GATS8se,1.1131282462547818
LogEE_A,4.290194428987293
LogEE_D,162.0804087018162
MATS1dv,0.00753271095088204
MATS1pe,-0.06505414329390023
MATS1se,-0.025651511190293498
MATS2dv,0.09611030185164544
MATS2pe,0.1748623592408062
MATS2se,0.17326433699081673
MATS3dv,-0.020114202124379504
MATS3pe,-0.05806920089302621
MATS3se,-0.09922931695703137
MATS4dv,-0.0917395768875496
MATS4pe,-0.23572441980430522
MATS4se,-0.2697759206042925
MATS5dv,-0.07412873823424278
MATS5pe,0.12271819912373508
MATS5se,0.1997617052960837
MATS6dv,-0.09053012687223988
MATS6pe,-0.01308703374755834
MATS6se,-0.015416872489208158
MATS7dv,-0.07749900037201933
MATS7pe,-0.1438819412617433
MATS7se,-0.16994248602179815
MATS8dv,0.008375097527509466
MATS8pe,0.0329358443553334
MATS8se,0.08843604735250919
MAXaaCH,1.6917803936809586
MAXaasC,0.534415640484589
MAXdssC,-0.6649726001511709
MAXssNH,2.4408977037316983
MAXsssN,1.061583469807676
MDEC-22,7.023094303889938
MDEC-23,17.106298542628476
MDEC-33,6.853976507383535
MDEN-22,0.25
MDEN-23,0.43643578047198467
MDEO-11,1.9905358527674863
MINaaCH,1.2622478408769895
MINaasC,-0.11855764817660486
MINdssC,-1.2218730630707533
MINssNH,2.4408977037316983
MINsssN,1.061583469807676
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,4.222689075630252
SM1_Dzi,1.6309405204157437
SM1_Dzm,4.24691537036162
SM1_Dzp,-5.649851005915368
SM1_Dzv,-2.4712112652022604
SddssSe,0
SpAD_Dt,504.3379500181385
SpAbs_A,35.65036123842526
SpAbs_D,324.1608174036325
SpMAD_A,1.229322801325009
SpMAD_D,11.177959220814909
SpMax_A,2.4872826931378023
SpMax_D,162.0804087018162
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,153.29
TpiPC10,7.669290981780143
VAdjMat,5.954196310386875
VE1_DzZ,5.309719124669955
VE1_Dzi,5.311420250158676
VE1_Dzm,5.309821424563841
VE1_Dzp,5.323687621787464
VE1_Dzv,5.323164530871147
VE2_DzZ,0.1830937629196536
VE2_Dzi,0.1831524224192647
VE2_Dzm,0.18309729050220142
VE2_Dzp,0.18357543523405048
VE2_Dzv,0.18355739761624645
VE3_DzZ,2.734249675304876
VE3_Dzi,2.734570003556532
VE3_Dzm,2.734268941655132
VE3_Dzp,2.7368769622102915
VE3_Dzv,2.736778700130714
VR1_DzZ,177.8464475914841
VR1_Dzi,178.47578890763126
VR1_Dzm,177.8216631939072
VR1_Dzp,177.47707581266405
VR1_Dzv,177.31300292540854
VR2_DzZ,6.1326361238442795
VR2_Dzi,6.154337548539009
VR2_Dzm,6.131781489445076
VR2_Dzp,6.119899165953933
VR2_Dzv,6.114241480186501
VR3_DzZ,6.245631261004016
VR3_Dzi,6.249163692640864
VR3_Dzm,6.245491892886013
VR3_Dzp,6.2435521872160855
VR3_Dzv,6.242627285936234
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.18257418583505536
Xch-6dv,0.24605292898677802
Xch-7dv,0.36583121956783143
Xpc-4dv,3.2390277399811955
Xpc-5dv,5.108100732111872
Xpc-6dv,6.7191099746129685
Zagreb1,152.0
Zagreb2,178.0
fragCpx,149.12
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,4
nBondsM,15
nBondsO,31
nBondsS,33
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,12
naHRing,1
AATS0are,6.651732608695649
AATS1are,6.536974999999999
AATS2are,6.591866666666667
AATS3are,6.441494690265487
AATS4are,6.666716666666668
AATS5are,6.943401785714287
AATS6are,6.349205357142856
AATS7are,6.336473275862069
AATS8are,6.565037999999999
AATSC0dv,4.337207402739855
AATSC0pe,0.16250723062381853
AATSC0se,0.12399667863894138
AATSC1dv,0.03267092969886516
AATSC1pe,-0.01057176866729678
AATSC1se,-0.003180702189666032
AATSC2dv,0.41685031267051864
AATSC2pe,0.028416397740570698
AATSC2se,0.021484202313439546
AATSC3dv,-0.0872394663540645
AATSC3pe,-0.009436665021663859
AATSC3se,-0.012304105726282676
AATSC4dv,-0.3978935720009023
AATSC4pe,-0.03830692265280404
AATSC4se,-0.033451318131695024
AATSC5dv,-0.3215117122253227
AATSC5pe,0.0199425946867405
AATSC5se,0.024769787975965407
AATSC6dv,-0.3926479364412571
AATSC6pe,-0.002126737611396159
AATSC6se,-0.0019116409836618803
AATSC7dv,-0.336129238118461
AATSC7pe,-0.02338185581122483
AATSC7se,-0.021072303826347692
AATSC8dv,0.03632453499498232
AATSC8pe,0.005352312854442356
AATSC8se,0.010965776143667285
AETA_eta,0.9334746813586849
ATSC0are,7.629210869565216
ATSC1are,-0.7895591682419658
ATSC2are,2.923562759924387
ATSC3are,-0.47461583175803385
ATSC4are,-5.63277835538752
ATSC5are,2.063777882797733
ATSC6are,-0.46120037807183434
ATSC7are,-2.6531274102079383
ATSC8are,0.9831133270321367
BCUTZ-1h,17.002130860942376
BCUTZ-1l,5.700489789145274
BCUTc-1h,0.4611588036082532
BCUTc-1l,-0.37500815284776523
BCUTd-1h,4.048542668611757
BCUTd-1l,0.9706522681518234
BCUTi-1h,14.548386896864061
BCUTi-1l,10.311905769995622
BCUTm-1h,35.451529318851634
BCUTm-1l,11.711752697095205
BCUTp-1h,2.9547742955318888
BCUTp-1l,0.7413890102073105
BCUTs-1h,7.015033634148974
BCUTs-1l,0.297583206543076
BCUTv-1h,24.442572013757673
BCUTv-1l,14.69996826359259
BalabanJ,1.643612549292589
Diameter,13
ETA_beta,35.75
GATS1are,0.7138885453706677
GATS2are,0.5529382022570245
GATS3are,0.9241929411056151
GATS4are,1.5251716657116225
GATS5are,1.1991305259830238
GATS6are,0.9523675022517858
GATS7are,1.1098314197621617
GATS8are,1.1202413521029155
HybRatio,0.35294117647058826
Lipinski,True
LogEE_Dt,252.16897500906924
MATS1are,-0.09917944103284942
MATS2are,0.20985114733570695
MATS3are,-0.025324564766875682
MATS4are,-0.2830216309149681
MATS5are,0.11110232414568419
MATS6are,-0.024828463531737063
MATS7are,-0.13790446572563023
MATS8are,0.05927639675537705
MAXddssS,-4.0383599327076505
MAXssCH2,0.4676971529352483
MAXsssCH,-1.0184804894179902
MINddssS,-4.0383599327076505
MINssCH2,0.007881416072703207
MINsssCH,-1.2126219870664314
NsssssAs,0
RotRatio,0.22580645161290322
SM1_Dzpe,2.1864890460623156
SM1_Dzse,2.2255435340739296
SMR_VSA1,23.113398747313287
SMR_VSA2,0.0
SMR_VSA3,14.605983116249774
SMR_VSA4,0.0
SMR_VSA5,36.24163000259173
SMR_VSA6,6.544756405912575
SMR_VSA7,44.828897871799235
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,234.92490011866525
SpAD_Dzi,266.5578607679921
SpAD_Dzm,234.8287060184048
SpAD_Dzp,333.17044789493474
SpAD_Dzv,324.523080109774
SpAbs_Dt,504.3379500181384
SpDiam_A,4.927265376427722
SpDiam_D,239.52504513034114
SpMAD_Dt,17.390963793728915
SpMax_Dt,252.16897500906924
SsssssAs,0
VE1_Dzpe,5.313078856225493
VE1_Dzse,5.313424294334274
VE2_Dzpe,0.18320961573191355
VE2_Dzse,0.18322152739083702
VE3_Dzpe,2.734882226478984
VE3_Dzse,2.7349472409252242
VMcGowan,304.1800000000005
VR1_Dzpe,178.01246365864642
VR1_Dzse,177.95171213015564
VR2_Dzpe,6.138360815815394
VR2_Dzse,6.136265935522609
VR3_Dzpe,6.246564305387382
VR3_Dzse,6.2462229703137275
mZagreb1,11.0625
mZagreb2,6.25
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,39
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16585241020793948
AATSC1are,-0.016449149338374287
AATSC2are,0.03480431857052842
AATSC3are,-0.004200140104053397
AATSC4are,-0.04693981962822934
AATSC5are,0.018426588239265473
AATSC6are,-0.004117860518498521
AATSC7are,-0.022871788019033952
AATSC8are,0.009831133270321367
AETA_beta,1.2327586206896552
BCUTdv-1h,6.024070955966379
BCUTdv-1l,0.6447036674023098
BCUTpe-1h,3.5372566032141775
BCUTpe-1l,2.239691354733201
BCUTse-1h,3.7684915838123607
BCUTse-1l,2.4392235564406883
ETA_alpha,14.461904761904762
ETA_dBeta,-1.75
ETA_eta_B,0.7346358807412567
ETA_eta_F,30.128289017798966
ETA_eta_L,7.115067096895942
ETA_eta_R,57.19905477720083
ETA_psi_1,0.5309440559440561
LabuteASA,181.056496490836
LogEE_DzZ,117.18087105230899
LogEE_Dzi,133.33516971228624
LogEE_Dzm,117.13466992650402
LogEE_Dzp,165.60620193186617
LogEE_Dzv,162.0058975102109
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,18.19631268934797
PEOE_VSA4,4.305215991296234
PEOE_VSA5,11.336785877934737
PEOE_VSA6,23.20187978046503
PEOE_VSA7,31.040744451236847
PEOE_VSA8,28.390907426787155
PEOE_VSA9,16.099950743983616
SM1_Dzare,2.1696099057347467
SpAD_Dzpe,267.6955710439971
SpAD_Dzse,267.0217274470285
SpAbs_DzZ,231.57587085178614
SpAbs_Dzi,265.03939890415677
SpAbs_Dzm,231.46046279363532
SpAbs_Dzp,336.91860344333975
SpAbs_Dzv,326.4830062856241
SpDiam_Dt,374.1554656561799
SpMAD_DzZ,8.10085862478156
SpMAD_Dzi,9.191650371310073
SpMAD_Dzm,8.097541586841546
SpMAD_Dzp,11.488636134308095
SpMAD_Dzv,11.190451038268069
SpMax_DzZ,117.18087105230899
SpMax_Dzi,133.33516971228624
SpMax_Dzm,117.13466992650402
SpMax_Dzp,165.60620193186617
SpMax_Dzv,162.0058975102109
VE1_Dzare,5.311549056576114
VE2_Dzare,0.183156864019866
VE3_Dzare,2.7345942541052675
VR1_Dzare,178.19353036837572
VR2_Dzare,6.144604495461231
VR3_Dzare,6.247580945917641
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4986863711001642
AETA_dBeta,-0.0603448275862069
AETA_eta_B,0.025332271749698508
AETA_eta_F,1.0389065178551369
AETA_eta_L,0.24534714127227386
AETA_eta_R,1.9723811992138216
BCUTare-1h,3.5812747138458105
BCUTare-1l,2.1844213217879416
ETA_beta_s,18.75
ETA_dPsi_A,0.18305594405594383
ETA_dPsi_B,0.0
ETA_eta_BR,0.9926358807412567
ETA_eta_FL,6.564510584735897
ETA_eta_RL,13.679577681631839
LogEE_Dzpe,133.92318169600068
LogEE_Dzse,133.58760660399957
PEOE_VSA10,12.083681658295921
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,53.31844197292493
SlogP_VSA3,26.033187144477235
SlogP_VSA4,0.0
SlogP_VSA5,18.53557124070048
SlogP_VSA6,33.9851867249859
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,267.0258713977545
SpAbs_Dzpe,265.6598743459393
SpAbs_Dzse,264.9496696739252
SpDiam_DzZ,178.16111238157941
SpDiam_Dzi,199.51323493426014
SpDiam_Dzm,178.12610593622279
SpDiam_Dzp,254.97724428299566
SpDiam_Dzv,247.90949473369014
SpMAD_Dzpe,9.230881760137832
SpMAD_Dzse,9.207645774035466
SpMax_Dzpe,133.92318169600068
SpMax_Dzse,133.58760660399957
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.646551724137931
AETA_eta_BR,0.03422882347383644
AETA_eta_FL,0.22636243395641026
AETA_eta_RL,0.4717095752286841
DetourIndex,3526
EState_VSA1,33.98345782900686
EState_VSA2,34.327149754765024
EState_VSA3,12.114749617774471
EState_VSA4,4.305215991296234
EState_VSA5,29.535887083319565
EState_VSA6,10.890602044083295
EState_VSA7,0.0
EState_VSA8,10.30076712495354
EState_VSA9,23.20187978046503
ETA_beta_ns,17.0
ETA_shape_p,0.21402700032927233
ETA_shape_x,0.057622653934804084
ETA_shape_y,0.30424761277576556
GhoseFilter,True
LogEE_Dzare,133.58774983355775
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,265.00588976138073
SpDiam_Dzpe,201.4888699885689
SpDiam_Dzse,201.23702961713371
SpMAD_Dzare,9.207788668888085
SpMax_Dzare,133.58774983355775
TopoPSA(NO),116.66999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.128402059834237
VSA_EState9,44.90138716357945
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5862068965517241
EState_VSA10,23.113398747313287
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0013136288998357917
FilterItLogS,-4.099874917826198
SpDiam_Dzare,200.60214882789296
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7030020703933747
ETA_epsilon_2,0.939244663382594
ETA_epsilon_3,0.43975903614457795
ETA_epsilon_4,0.6432980599647261
ETA_epsilon_5,0.8980030721966202
AETA_beta_ns_d,0.034482758620689655
ETA_dEpsilon_A,0.26324303424879675
ETA_dEpsilon_B,0.05970401042864859
ETA_dEpsilon_C,-0.20353902382014816
ETA_dEpsilon_D,0.041241591185973814
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7241379310344828
MDEDescriptor,"0.0,0.0,0.0,0.0,7.023094303889938,17.106298542628476,0.0,6.853976507383535,0.0,0.0,1.9905358527674863,0.0,0.0,0.0,0.0,0.0,0.25,0.43643578047198467,0.0"
APolDescriptor,58.72548099999998
BCUTDescriptor,"11.849999999999998,34.96985631487723,-0.33041451188394566,0.27703802558383095,4.542445375243166,12.853160991462207"
BPolDescriptor,34.056519
TPSADescriptor,153.29
ALOGPDescriptor,"1.3866000000000003,1.9226595600000007,104.74669999999999"
XLogPDescriptor,2.392
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,476.99866814
ChiPathDescriptor,"21.181433796945203,13.679577681631839,13.24025963532064,10.214852315919009,8.41788815349383,6.077439253596281,3.689596784891113,2.4390505645898504,17.449034728237958,10.622368829441836,8.525560284604738,6.002629417320066,4.664016911436127,2.6710457699993384,1.6538861856241707,0.9624577893910505"
ChiChainDescriptor,"0.0,0.0,0.2621886974951644,0.2970704012027991,0.531075435577003,0.0,0.0,0.18257418583505536,0.19011632370795442,0.2494819775585712"
AtomCountDescriptor,46
BondCountDescriptor,31
SmallRingDescriptor,"3,2,3,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"2.826131738323151,0.16666666666666666,0.8759423616138584,0.15137471507731048,1.1963106599124544,0.022807522979332223,0.19525315170155008,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,7,0,1,5,0,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.01
WeightedPathDescriptor,"57.939541973068096,1.997915240450624,33.40251755075374,12.409830278179221,9.470955105433545"
FractionalPSADescriptor,0.32136358073647514
WienerNumbersDescriptor,"2275.0,44.0"
AminoAcidCountDescriptor,"2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.757735147206634,8.594953947294632,12.878887007412587,2.1999754697525233,3.3151890942660294,3.7217071504389025"
FractionalCSP3Descriptor,0.35294117647058826
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,5,2,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"23.658688865764827,10.08,5.825792551554325"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1492.12
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.35294117647058826
AutocorrelationDescriptorMass,"61.63369197413175,49.13251859734216,69.634883998108,68.66217226903959,88.88801290124252"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.740934109007203,-0.3631333898898445,0.08114372124375972,0.13997708920474763,-0.585388336519793"
EccentricConnectivityIndexDescriptor,628
AutocorrelationDescriptorPolarizability,"2454.7912590527812,2890.5037083727166,4103.371179533159,3947.192365982319,3975.1360394607054"
