DLiP-ID,T001BX
AATSC4p,-0.03278744889387412
AATSC4s,-0.4439422753536108
AATSC4v,-3.119274625218232
AATSC5Z,-0.696590143862871
AATSC5c,0.001481123029903878
AATSC5d,-0.0325925925925926
AATSC5i,0.07549567874204444
AATSC5m,-3.1251453213557188
AATSC5p,0.017494069934440276
AATSC5s,0.020040095219980486
AATSC5v,0.008088129296497583
AATSC6Z,-2.2435457211410297
AATSC6c,0.0002389092595583087
AATSC6d,-0.05935483870967742
AATSC6i,-0.16193682271654744
AATSC6m,-10.261834911246389
AATSC6p,-0.043893379372382364
AATSC6s,-0.20608961661435324
AATSC6v,-7.291978366844581
AATSC7Z,-1.0607419374883493
AATSC7c,-0.0010292969954498168
AATSC7d,-0.008421052631578935
AATSC7i,0.08727399307287001
AATSC7m,-4.837119786046525
AATSC7p,0.007124619949599561
AATSC7s,-0.2912354607738269
AATSC7v,-0.42301181094938645
AATSC8Z,-0.6739127956682818
AATSC8c,0.000840179981787406
AATSC8d,-0.00034482758620688633
AATSC8i,0.03525268907243384
AATSC8m,-3.1032833175032217
AATSC8p,-0.003202236761133386
AATSC8s,-0.10169439836462073
AATSC8v,-1.996513168350827
ATS0are,344.52849999999984
ATS1are,356.7708
ATS2are,646.9019999999999
ATS3are,857.3009999999999
ATS4are,939.3689999999998
ATS5are,865.7919999999999
ATS6are,763.7880000000001
ATS7are,808.9010000000002
ATS8are,694.3460000000001
ATSC0dv,231.44242424242424
ATSC0pe,8.404970909090908
ATSC0se,5.689036981818181
ATSC1dv,28.406134067952244
ATSC1pe,0.20455560330578834
ATSC1se,0.4109937279338823
ATSC2dv,58.341157024793375
ATSC2pe,2.6211235702479376
ATSC2se,2.058296034049579
ATSC3dv,13.83948576675851
ATSC3pe,0.6303376859504134
ATSC3se,-0.09237664462810143
ATSC4dv,-95.77226813590447
ATSC4pe,-3.5502133884297464
ATSC4se,-2.7302201322314295
ATSC5dv,-47.54857667584939
ATSC5pe,-0.7436976859504041
ATSC5se,-0.04756079173556968
ATSC6dv,-72.64393021120294
ATSC6pe,-2.913358049586774
ATSC6se,-2.094595413553727
ATSC7dv,-78.44359963269056
ATSC7pe,-3.5308714710743794
ATSC7se,-2.422140046942152
ATSC8dv,-8.129072543618003
ATSC8pe,-0.27555864462810103
ATSC8se,-0.03169910710742987
AXp-0dv,0.5975453790609895
AXp-1dv,0.3649560818152271
AXp-2dv,0.21461534240363955
AXp-3dv,0.13042782867100366
AXp-4dv,0.0787228102584852
AXp-5dv,0.04834750931031833
AXp-6dv,0.03177051175202589
AXp-7dv,0.01937286036088892
BertzCT,926.2895545238233
ECIndex,794
ETA_eta,26.626320515129034
GATS1dv,0.6053568770569978
GATS1pe,0.5510705068518006
GATS1se,0.5109195122635773
GATS2dv,0.7827650835264675
GATS2pe,0.6249741227190644
GATS2se,0.6027645720544493
GATS3dv,0.9114269254365621
GATS3pe,0.8555590077832107
GATS3se,0.8867921937997202
GATS4dv,1.2633811668586992
GATS4pe,1.2983323937739004
GATS4se,1.3954380654180312
GATS5dv,1.2761513215320697
GATS5pe,1.2688538860336758
GATS5se,1.358991904026805
GATS6dv,1.1063853870663645
GATS6pe,1.1440959941915112
GATS6se,1.1918364366738838
GATS7dv,1.1689358779792258
GATS7pe,1.2029535358353551
GATS7se,1.2281627044160568
GATS8dv,0.949368460213174
GATS8pe,0.9217439439443229
GATS8se,0.9056988193350576
LogEE_A,4.281885354247329
LogEE_D,182.44329993498815
MATS1dv,0.11842870942588128
MATS1pe,0.02348350944351576
MATS1se,0.06970826462232918
MATS2dv,0.1346038658003683
MATS2pe,0.16652396612048218
MATS2se,0.19319440509559324
MATS3dv,0.023491548080424196
MATS3pe,0.0294626435969957
MATS3se,-0.00637908046499062
MATS4dv,-0.15172887352629677
MATS4pe,-0.1548779791352907
MATS4se,-0.1759666387036888
MATS5dv,-0.08369961735766
MATS5pe,-0.03604866089426048
MATS5se,-0.0034059576193929825
MATS6dv,-0.13921863367538753
MATS6pe,-0.15374416852911926
MATS6se,-0.16330609561359122
MATS7dv,-0.1401604855335154
MATS7pe,-0.17372276890168023
MATS7se,-0.17606439626225007
MATS8dv,-0.01665339295367505
MATS8pe,-0.015544706466659942
MATS8se,-0.0026418793035783445
MAXaaCH,1.7496108626722804
MAXaasC,0.9719522117395909
MAXdssC,-0.500469629209708
MAXsCH3,1.8922662964225725
MAXsssN,1.2812227914581813
MDEC-12,2.062064391407777
MDEC-13,1.0002288068076144
MDEC-22,19.9174716850349
MDEC-23,19.436305028688942
MDEC-33,2.6552355570972552
MDEO-11,0.814325284978472
MDEO-12,0.814325284978472
MINaaCH,1.399982443569204
MINaasC,-0.284857749779857
MINdssC,-0.500469629209708
MINsCH3,1.8922662964225725
MINsssN,1.2812227914581813
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.1011904761904763
SM1_Dzi,1.1845890272176018
SM1_Dzm,2.132710170227372
SM1_Dzp,-6.421425612367498
SM1_Dzv,-2.3043833306047707
SddssSe,0
SpAD_Dt,572.307711321351
SpAbs_A,36.93316951279538
SpAbs_D,364.88659986997635
SpMAD_A,1.2735575694067374
SpMAD_D,12.582296547240563
SpMax_A,2.4622584829213943
SpMax_D,182.44329993498815
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,72.06
TpiPC10,7.575873071499224
VAdjMat,5.954196310386875
VE1_DzZ,5.294831683099119
VE1_Dzi,5.305368208272573
VE1_Dzm,5.295163638117536
VE1_Dzp,5.3105794212786535
VE1_Dzv,5.31614088793241
VE2_DzZ,0.18258040286548685
VE2_Dzi,0.1829437313197439
VE2_Dzm,0.18259184959025987
VE2_Dzp,0.18312342831995357
VE2_Dzv,0.18331520303215207
VE3_DzZ,2.731441927646146
VE3_Dzi,2.733429914429705
VE3_Dzm,2.7315046198397606
VE3_Dzp,2.734411685178112
VE3_Dzv,2.7354583801130836
VR1_DzZ,177.83912867090066
VR1_Dzi,177.25660155737413
VR1_Dzm,177.8073295477256
VR1_Dzp,176.56962080832807
VR1_Dzv,176.26217338363918
VR2_DzZ,6.132383747272437
VR2_Dzi,6.112296605426694
VR2_Dzm,6.131287225783641
VR2_Dzp,6.088607614080278
VR2_Dzv,6.078005978746178
VR3_DzZ,6.245590107125012
VR3_Dzi,6.242309146040444
VR3_Dzm,6.245411282775578
VR3_Dzp,6.238425987761804
VR3_Dzv,6.2366832451430065
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.12010527799234584
Xch-7dv,0.20327113954447584
Xpc-4dv,2.8861843496993957
Xpc-5dv,4.023154230224964
Xpc-6dv,5.71325826690877
Zagreb1,148.0
Zagreb2,171.0
fragCpx,149.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,31
nBondsS,42
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.264154545454542
AATS1are,6.2591368421052636
AATS2are,6.280601941747572
AATS3are,6.123578571428571
AATS4are,6.262459999999999
AATS5are,6.4132740740740735
AATS6are,6.159580645161292
AATS7are,6.081962406015039
AATS8are,5.985741379310346
AATSC0dv,4.2080440771349865
AATSC0pe,0.15281765289256197
AATSC0se,0.10343703603305784
AATSC1dv,0.49835322926232006
AATSC1pe,0.003588694794838392
AATSC1se,0.007210416279541794
AATSC2dv,0.5664190002407123
AATSC2pe,0.025447801652892597
AATSC2se,0.01998345664125805
AATSC3dv,0.09885346976256079
AATSC3pe,0.0045024120425029525
AATSC3se,-0.0006598331759150102
AATSC4dv,-0.6384817875726965
AATSC4pe,-0.02366808925619831
AATSC4se,-0.01820146754820953
AATSC5dv,-0.3522116790803658
AATSC5pe,-0.005508871747780771
AATSC5se,-0.00035230216100421986
AATSC6dv,-0.5858381468645398
AATSC6pe,-0.0234948229805385
AATSC6se,-0.016891898496401023
AATSC7dv,-0.5898015009976734
AATSC7pe,-0.026547905797551726
AATSC7se,-0.018211579300316933
AATSC8dv,-0.07007821158291382
AATSC8pe,-0.002375505557138802
AATSC8se,-0.000273268164719223
AETA_eta,0.9181489832803116
ATSC0are,9.176570909090902
ATSC1are,-0.09208621487603058
ATSC2are,3.027014479338846
ATSC3are,0.6317231404958681
ATSC4are,-4.137864297520652
ATSC5are,-0.4984613223140357
ATSC6are,-2.995708958677681
ATSC7are,-3.8026514710743786
ATSC8are,-0.07365137190082995
BCUTZ-1h,16.013123696176404
BCUTZ-1l,5.693496221593446
BCUTc-1h,0.4556307100921797
BCUTc-1l,-0.4943702132041423
BCUTd-1h,4.04853651695316
BCUTd-1l,0.9714600246610057
BCUTi-1h,17.424772372268407
BCUTi-1l,10.319763886257723
BCUTm-1h,32.066544327028865
BCUTm-1l,11.704562743956187
BCUTp-1h,2.9546181063765253
BCUTp-1l,0.5458540165919102
BCUTs-1h,8.001921550293806
BCUTs-1l,0.2975848066216501
BCUTv-1h,24.441833811196155
BCUTv-1l,13.304119272124089
BalabanJ,1.4627255839634572
Diameter,17
ETA_beta,34.5
GATS1are,0.578002284286155
GATS2are,0.6142928548792767
GATS3are,0.8540606218580703
GATS4are,1.3183807023181966
GATS5are,1.2710586683795932
GATS6are,1.1371705084427237
GATS7are,1.1987715388519766
GATS8are,0.8998949696797024
HybRatio,0.4090909090909091
Lipinski,True
LogEE_Dt,286.1538556606755
MATS1are,-0.009682823845364383
MATS2are,0.17614062714706266
MATS3are,0.02704462816345571
MATS4are,-0.16533593257453644
MATS5are,-0.02212992598527718
MATS6are,-0.14479721128907805
MATS7are,-0.17136303527839683
MATS8are,-0.0038054420803653195
MAXddssS,-3.753662970390461
MAXssCH2,0.7869682017183821
MAXsssCH,-0.7908572107038927
MINddssS,-3.753662970390461
MINssCH2,0.19953281331663364
MINsssCH,-0.7908572107038927
NsssssAs,0
RotRatio,0.22580645161290322
SM1_Dzpe,1.5669923208453531
SM1_Dzse,1.5190982981474588
SMR_VSA1,22.33961216987563
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,49.96516961898641
SMR_VSA6,13.151638370425493
SMR_VSA7,65.47506037213277
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,275.8025316453612
SpAD_Dzi,306.86812840203356
SpAD_Dzm,275.6607950607221
SpAD_Dzp,406.0134804968044
SpAD_Dzv,363.8602185119002
SpAbs_Dt,572.3077113213511
SpDiam_A,4.9245169658427885
SpDiam_D,277.02398370643255
SpMAD_Dt,19.734748666253484
SpMax_Dt,286.1538556606755
SsssssAs,0
VE1_Dzpe,5.304085910572166
VE1_Dzse,5.303779281775635
VE2_Dzpe,0.1828995141576609
VE2_Dzse,0.18288894075088397
VE3_Dzpe,2.7331881870623422
VE3_Dzse,2.7331303754685754
VMcGowan,309.7300000000009
VR1_Dzpe,177.26243532934663
VR1_Dzse,177.27106480251305
VR2_Dzpe,6.11249776997747
VR2_Dzse,6.112795338017691
VR3_Dzpe,6.242342056949965
VR3_Dzse,6.242390737670771
mZagreb1,9.840277777777779
mZagreb2,6.38888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,48
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16684674380165276
AATSC1are,-0.0016155476294040453
AATSC2are,0.029388490090668407
AATSC3are,0.004512308146399057
AATSC4are,-0.027585761983471013
AATSC5are,-0.0036923060912150796
AATSC6are,-0.024158943215142586
AATSC7are,-0.02859136444416826
AATSC8are,-0.0006349256198347409
AETA_beta,1.1896551724137931
BCUTdv-1h,7.004060387452128
BCUTdv-1l,0.6449105885156693
BCUTpe-1h,3.9886748914199006
BCUTpe-1l,2.237498196954795
BCUTse-1h,4.009961355829971
BCUTse-1l,2.4362260198146064
ETA_alpha,13.852380952380953
ETA_dBeta,-0.5
ETA_eta_B,0.5391663333815693
ETA_eta_F,27.459027252136455
ETA_eta_L,7.449379460433122
ETA_eta_R,54.08534776726549
ETA_psi_1,0.550842643438743
LabuteASA,171.09329961109313
LogEE_DzZ,137.58352608272108
LogEE_Dzi,153.47491209850708
LogEE_Dzm,137.51464963860354
LogEE_Dzp,201.6976347468108
LogEE_Dzv,181.53280178515618
PEOE_VSA1,4.736862953800049
PEOE_VSA2,4.794537184071822
PEOE_VSA3,12.808212032003757
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,29.828919765543436
PEOE_VSA7,68.85676507986412
PEOE_VSA8,6.544756405912575
PEOE_VSA9,11.502365440030694
SM1_Dzare,1.6941786338047375
SpAD_Dzpe,301.2492390052847
SpAD_Dzse,300.5650071503104
SpAbs_DzZ,274.03393103742724
SpAbs_Dzi,305.84107824059697
SpAbs_Dzm,273.86480650078954
SpAbs_Dzp,409.8166951059891
SpAbs_Dzv,365.3699869009172
SpDiam_Dt,429.31874425410444
SpMAD_DzZ,9.510432125702112
SpMAD_Dzi,10.581659600070124
SpMAD_Dzm,9.50554465726628
SpMAD_Dzp,14.000464844717392
SpMAD_Dzv,12.546904086617248
SpMax_DzZ,137.58352608272108
SpMax_Dzi,153.47491209850708
SpMax_Dzm,137.51464963860354
SpMax_Dzp,201.6976347468108
SpMax_Dzv,181.53280178515618
VE1_Dzare,5.3034818821630765
VE2_Dzare,0.18287868559183024
VE3_Dzare,2.7330743007461678
VR1_Dzare,177.31930635721275
VR2_Dzare,6.114458839903888
VR3_Dzare,6.242662835048032
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4776683087027915
AETA_dBeta,-0.017241379310344827
AETA_eta_B,0.01859194253039894
AETA_eta_F,0.9468630086943605
AETA_eta_L,0.2568751538080387
AETA_eta_R,1.865011991974672
BCUTare-1h,4.107721915394176
BCUTare-1l,2.184149079464763
ETA_beta_s,17.5
ETA_dPsi_A,0.16315735656125696
ETA_dPsi_B,0.0
ETA_eta_BR,0.7971663333815693
ETA_eta_FL,6.425667768558404
ETA_eta_RL,13.875047228991527
LogEE_Dzpe,150.6786537206025
LogEE_Dzse,150.3348862750913
PEOE_VSA10,11.859061670193856
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,37.885797463150475
SlogP_VSA3,25.975512914205463
SlogP_VSA4,12.740958040736519
SlogP_VSA5,36.81018947509803
SlogP_VSA6,53.42642002321065
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,299.68599442017563
SpAbs_Dzpe,299.82900862993364
SpAbs_Dzse,299.18055127861237
SpDiam_DzZ,215.1744973816066
SpDiam_Dzi,236.9401883932602
SpDiam_Dzm,215.10421975334094
SpDiam_Dzp,321.68810197032593
SpDiam_Dzv,284.57023878801004
SpMAD_Dzpe,10.38790479328568
SpMAD_Dzse,10.364310591390014
SpMax_Dzpe,150.6786537206025
SpMax_Dzse,150.3348862750913
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.603448275862069
AETA_eta_BR,0.027488494254536873
AETA_eta_FL,0.22157475063994497
AETA_eta_RL,0.4784499044479837
DetourIndex,4002
EState_VSA1,22.034437270507397
EState_VSA2,17.31958628107659
EState_VSA3,25.807221274690605
EState_VSA4,23.96854622924601
EState_VSA5,16.437950128219455
EState_VSA6,36.39820241076966
EState_VSA7,6.923737199690624
EState_VSA8,0.0
EState_VSA9,4.736862953800049
ETA_beta_ns,17.0
ETA_shape_p,0.12891027844620143
ETA_shape_x,0.060158129941560674
ETA_shape_y,0.24544517016156753
GhoseFilter,True
LogEE_Dzare,149.90141716297765
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,298.1600436186466
SpDiam_Dzpe,232.33867239820754
SpDiam_Dzse,232.06509843280173
SpMAD_Dzare,10.333999807592264
SpMax_Dzare,149.90141716297765
TopoPSA(NO),63.68000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,40.306972556207924
VSA_EState9,37.03002374751586
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5862068965517241
EState_VSA10,17.60274921607558
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02233169129720852
FilterItLogS,-5.597022947309081
SpDiam_Dzare,230.8495641093608
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5990476190476189
ETA_epsilon_2,0.8671592775041046
ETA_epsilon_3,0.43975903614457795
ETA_epsilon_4,0.5454868514570002
ETA_epsilon_5,0.8671592775041046
AETA_beta_ns_d,0.017241379310344827
ETA_dEpsilon_A,0.159288582903041
ETA_dEpsilon_B,0.053560767590618785
ETA_dEpsilon_C,-0.1057278153124222
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.8275862068965517
MDEDescriptor,"0.0,2.062064391407777,1.0002288068076144,0.0,19.9174716850349,19.436305028688942,0.0,2.6552355570972552,0.0,0.0,0.814325284978472,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,63.82161799999997
BCUTDescriptor,"11.84999999999998,31.972072487508335,-0.31446897098649257,0.280083554276197,3.994711694177486,12.73782929226058"
BPolDescriptor,40.95638199999999
TPSADescriptor,72.06
ALOGPDescriptor,"2.003300000000001,4.013210890000005,101.68689999999998"
XLogPDescriptor,4.604
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,419.15665774
ChiPathDescriptor,"20.85516038331214,13.875047228991528,12.720606209452697,10.231292057590982,7.802439148365421,6.3804715090889825,3.934833208171939,2.3342216487565275,16.71606118273921,10.232916642168025,7.809658405178696,5.600403472154935,3.881138193231058,2.806953964113446,1.5173634470067987,0.8634324203724486"
ChiChainDescriptor,"0.0,0.0,0.0,0.25,0.3570380875313478,0.0,0.0,0.0,0.12010527799234583,0.14669701969000098"
AtomCountDescriptor,55
BondCountDescriptor,31
SmallRingDescriptor,"3,2,3,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.3261317383231512,0.16666666666666666,0.709275694947192,0.15137471507731048,0.9089912267331464,0.02280752297933222,0.1731998675628082,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,2,3,6,0,0"
ZagrebIndexDescriptor,148.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"58.476144780514375,2.016418785534978,20.0727393441955,10.588835554238058,3.4508976456390954"
FractionalPSADescriptor,0.17191662990284248
WienerNumbersDescriptor,"2546.0,45.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.004904936457078,7.204281242823521,10.497200590501308,1.8313331629697178,2.432041220790251,3.0295458413838787"
FractionalCSP3Descriptor,0.4090909090909091
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,7,0,0,8,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.658688865764827,11.039480800432667,6.491083676268861"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2437.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.4090909090909091
AutocorrelationDescriptorMass,"40.087653620932926,41.80646428816337,55.82375992486195,60.10306896508054,55.846171857597966"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.5509291388797445,-0.32827184372088447,0.09984535303655442,0.07949673127463865,-0.2813745001679255"
EccentricConnectivityIndexDescriptor,794
AutocorrelationDescriptorPolarizability,"2119.1723699458357,2456.5804818459187,3404.075392594556,3500.0649205251084,3066.7216805085327"
