DLiP-ID,C100PN
AATSC5m,-4.367213867692313
AATSC5p,0.018466853375358236
AATSC5s,-0.26183191689235935
AATSC5v,4.988813273528346
AATSC6Z,-2.6455555555555557
AATSC6c,-0.00012612760983427275
AATSC6d,-0.022222222222222216
AATSC6i,0.49366130015927656
AATSC6m,-13.648768719999998
AATSC6p,0.003953420673219422
AATSC6s,-0.0051370075064777415
AATSC6v,-1.909031876818463
AATSC7Z,0.3475816993464052
AATSC7c,0.0022974239129500175
AATSC7d,-0.08986928104575165
AATSC7i,0.5683988789472328
AATSC7m,2.124646763529401
AATSC7p,0.04489161527195245
AATSC7s,0.030513136896276497
AATSC7v,-1.0176885520756103
AATSC8Z,2.812777777777778
AATSC8c,-0.00015827847949767502
AATSC8d,-0.12847222222222227
AATSC8i,-0.21047132900563653
AATSC8m,13.898365714999992
AATSC8p,0.007404269506039889
AATSC8s,0.09710046820225592
AATSC8v,-0.06442583240324362
ATS0are,200.76720000000003
ATS1are,214.88980000000004
ATS2are,329.87889999999993
ATS3are,396.31500000000005
ATS4are,399.9288
ATS5are,346.2697
ATS6are,273.5086
ATS7are,225.84699999999998
ATS8are,192.91000000000003
ATSC0dv,127.66620941929585
ATSC0pe,3.781866666666666
ATSC0se,2.6468161666666656
ATSC1dv,25.676116445663762
ATSC1pe,1.2566222222222212
ATSC1se,0.9896440555555549
ATSC2dv,8.384849870446562
ATSC2pe,0.7679222222222218
ATSC2se,0.6742490555555546
ATSC3dv,-3.953055936595028
ATSC3pe,-0.7881111111111093
ATSC3se,-0.6468042777777787
ATSC4dv,-28.988873647309866
ATSC4pe,-1.5531555555555558
ATSC4se,-1.231206472222222
ATSC5dv,-24.772138393537574
ATSC5pe,-1.4293888888888904
ATSC5se,-1.0997960555555548
ATSC6dv,-29.89056546258193
ATSC6pe,-0.17642222222222384
ATSC6se,0.07419961111111238
ATSC7dv,-5.018137479042829
ATSC7pe,0.8006777777777785
ATSC7se,0.8851297777777775
ATSC8dv,12.028196921201044
ATSC8pe,0.6628888888888924
ATSC8se,0.3288498888888868
AXp-0dv,0.5851412849906443
AXp-1dv,0.3005177790318383
AXp-2dv,0.1655752551541481
AXp-3dv,0.08401653414361963
AXp-4dv,0.044785442340593846
AXp-5dv,0.02375437804726888
AXp-6dv,0.012049953191953445
AXp-7dv,0.005882932993541205
BertzCT,815.9935107377643
ECIndex,390
ETA_eta,12.552907243537758
GATS1dv,0.4365389040708294
GATS1pe,0.30564850029967555
GATS1se,0.2847317184759778
GATS2dv,0.6815175533477074
GATS2pe,0.5451686116203638
GATS2se,0.5334751229732175
GATS3dv,0.8603293082480666
GATS3pe,0.8648027116381055
GATS3se,0.8295229208095819
GATS4dv,1.137735837092138
GATS4pe,1.226171957179616
GATS4se,1.2225960938695253
GATS5dv,1.179574779085087
GATS5pe,1.2766840991560269
GATS5se,1.2447123021693685
GATS6dv,1.2082792364777262
GATS6pe,1.1298953999788466
GATS6se,1.0867920007918948
GATS7dv,1.0355360115723116
GATS7pe,0.8556438308294687
GATS7se,0.7854256724845173
GATS8dv,0.7099417074668882
GATS8pe,0.4931113162812013
GATS8se,0.4844542274595699
LogEE_A,3.9805030804450574
LogEE_D,96.55807359989116
MATS1dv,0.18854918053336955
MATS1pe,0.31150842617402325
MATS1se,0.3505310696555741
MATS2dv,0.039406746273360806
MATS2pe,0.12183225215061343
MATS2se,0.15284379717342148
MATS3dv,-0.014982578477724726
MATS3pe,-0.1008348838373038
MATS3se,-0.1182438794841214
MATS4dv,-0.11167264360775751
MATS4pe,-0.2019761831552812
MATS4se,-0.22876971487747358
MATS5dv,-0.11194519183244354
MATS5pe,-0.21805301682522835
MATS5se,-0.23972111563684625
MATS6dv,-0.17559794560288822
MATS6pe,-0.034987131575236544
MATS6se,0.02102515053148483
MATS7dv,-0.03468238294221723
MATS7pe,0.1868073241142461
MATS7se,0.2950703084637214
MATS8dv,0.08832748042663845
MATS8pe,0.16432581793823248
MATS8se,0.11647834659465324
MAXaaCH,1.918547335600907
MAXaasC,0.9374064296160257
MAXaasN,1.623935185185185
MAXddsN,-0.4283426214838544
MDEC-22,9.28431215651338
MDEC-23,14.289568323608561
MDEC-33,2.9398657698051562
MDEN-22,1.0
MDEN-23,1.437216447852337
MDEN-33,0.16666666666666669
MDEO-11,0.4999999999999999
MINaaCH,1.4466573785161447
MINaasC,0.03194958847736684
MINaasN,1.623935185185185
MINddsN,-0.4283426214838544
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9
SM1_Dzi,1.2941187002468628
SM1_Dzm,1.9182139906683884
SM1_Dzp,-3.7848567850121335
SM1_Dzv,-1.8512336124573852
SddssSe,0
SpAD_Dt,335.7600249547017
SpAbs_A,27.178909078181846
SpAbs_D,193.11614719978238
SpMAD_A,1.294233765627707
SpMAD_D,9.196007009513446
SpMax_A,2.404525150876236
SpMax_D,96.55807359989116
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.85
TpiPC10,8.73651946619216
VAdjMat,5.523561956057013
VE1_DzZ,4.5223256326640335
VE1_Dzi,4.513145340979589
VE1_Dzm,4.522433185887829
VE1_Dzp,4.484755714357919
VE1_Dzv,4.5059687164664375
VE2_DzZ,0.21534883965066826
VE2_Dzi,0.21491168290378995
VE2_Dzm,0.21535396123275377
VE2_Dzp,0.21355979592180568
VE2_Dzv,0.21456993887935416
VE3_DzZ,2.2509637267541223
VE3_Dzi,2.2489316700145894
VE3_Dzm,2.2509875091956353
VE3_Dzp,2.2426213715009826
VE3_Dzv,2.247340244075835
VR1_DzZ,112.33545851841959
VR1_Dzi,113.23801706969662
VR1_Dzm,112.31732023241689
VR1_Dzp,115.35003907476532
VR1_Dzv,113.992193657731
VR2_DzZ,5.349307548496171
VR2_Dzi,5.392286527128411
VR2_Dzm,5.348443820591281
VR2_Dzp,5.492859003560254
VR2_Dzv,5.42819969798719
VR3_DzZ,5.4634269047962745
VR3_Dzi,5.471429293955194
VR3_Dzm,5.463265426392642
VR3_Dzp,5.489908668098674
VR3_Dzv,5.478067314092668
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025819888974716113
Xch-6dv,0.08137544453027167
Xch-7dv,0.13102406215545093
Xpc-4dv,1.1379377498560423
Xpc-5dv,1.361450316610361
Xpc-6dv,1.5692584718753961
Zagreb1,110.0
Zagreb2,128.0
fragCpx,109.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,23
nBondsS,14
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.692240000000001
AATS1are,6.715306250000001
AATS2are,6.597577999999999
AATS3are,6.39217741935484
AATS4are,6.556209836065574
AATS5are,6.659032692307692
AATS6are,6.837715
AATS7are,6.642558823529411
AATS8are,6.028437500000001
AATSC0dv,4.255540313976528
AATSC0pe,0.1260622222222222
AATSC0se,0.08822720555555552
AATSC1dv,0.8023786389269926
AATSC1pe,0.03926944444444441
AATSC1se,0.03092637673611109
AATSC2dv,0.16769699740893124
AATSC2pe,0.015358444444444437
AATSC2se,0.013484981111111093
AATSC3dv,-0.06375896671927465
AATSC3pe,-0.012711469534050151
AATSC3se,-0.010432327060931914
AATSC4dv,-0.4752274368411453
AATSC4pe,-0.02546156648451731
AATSC4se,-0.02018371265938069
AATSC5dv,-0.4763872767987995
AATSC5pe,-0.02748824786324789
AATSC5se,-0.02114992414529913
AATSC6dv,-0.7472641365645483
AATSC6pe,-0.004410555555555596
AATSC6se,0.0018549902777778096
AATSC7dv,-0.1475922787953773
AATSC7pe,0.02354934640522878
AATSC7se,0.026033228758169925
AATSC8dv,0.3758811537875326
AATSC8pe,0.020715277777777888
AATSC8se,0.010276559027777712
AETA_eta,0.5977574877875123
ATSC0are,4.056786666666664
ATSC1are,1.5896808888888867
ATSC2are,0.9441955555555552
ATSC3are,-0.8153791111111077
ATSC4are,-1.889306222222222
ATSC5are,-1.7385568888888905
ATSC6are,-0.0047422222222257004
ATSC7are,1.1809351111111102
ATSC8are,0.6585608888888941
BCUTZ-1h,35.00041801388444
BCUTZ-1l,5.690958517640215
BCUTc-1h,0.4590273818857697
BCUTc-1l,-0.38762053908322797
BCUTd-1h,3.1609992846914454
BCUTd-1l,0.9729461106687587
BCUTi-1h,14.751079636085233
BCUTi-1l,10.952558071003091
BCUTm-1h,79.90417852288833
BCUTm-1l,11.7028611620527
BCUTp-1h,3.0589812323675165
BCUTp-1l,0.6692285045461956
BCUTs-1h,8.001936024330618
BCUTs-1l,1.0438367655781677
BCUTv-1h,26.52389179961819
BCUTv-1l,14.651593174727914
BalabanJ,1.515826093853743
Diameter,11
ETA_beta,31.5
GATS1are,0.2833715991145702
GATS2are,0.5469400247815185
GATS3are,0.8424697777116674
GATS4are,1.2605527139598875
GATS5are,1.3156841703943025
GATS6are,1.1199935745532594
GATS7are,0.8160660528578305
GATS8are,0.4495745709247715
HybRatio,0.0
Lipinski,True
LogEE_Dt,167.88001247735085
MATS1are,0.3673660844872294
MATS2are,0.13964681406301874
MATS3are,-0.09725388885042623
MATS4are,-0.22904014208343543
MATS5are,-0.24724336578628525
MATS6are,-0.0008767201627567166
MATS7are,0.2568539226351852
MATS8are,0.15218962298568126
NsssssAs,0
RotRatio,0.13043478260869565
SM1_Dzpe,1.3006922160838932
SM1_Dzse,1.2049816163779843
SMR_VSA1,4.923311048817671
SMR_VSA2,0.0
SMR_VSA3,14.993869839101091
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,69.31481790390394
SMR_VSA8,0.0
SMR_VSA9,16.944765761229018
SpAD_DzZ,134.88643311492896
SpAD_Dzi,133.86433417583294
SpAD_Dzm,134.90488733699505
SpAD_Dzp,192.09785675571166
SpAD_Dzv,171.24196521860046
SpAbs_Dt,335.76002495470175
SpDiam_A,4.718053822586759
SpDiam_D,147.02604037707565
SpMAD_Dt,15.988572616890556
SpMax_Dt,167.88001247735085
SsssssAs,0
VE1_Dzpe,4.516127796987942
VE1_Dzse,4.516403042988098
VE2_Dzpe,0.21505370461847345
VE2_Dzse,0.2150668115708618
VE3_Dzpe,2.2495922893293994
VE3_Dzse,2.249653234817462
VMcGowan,205.9999999999998
VR1_Dzpe,113.00426836029808
VR1_Dzse,112.99411215822663
VR2_Dzpe,5.381155636204671
VR2_Dzse,5.380672007534601
VR3_Dzpe,5.469362935828316
VR3_Dzse,5.469273057289762
mZagreb1,6.527777777777779
mZagreb2,4.583333333333334
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,23
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13522622222222214
AATSC1are,0.04967752777777771
AATSC2are,0.018883911111111106
AATSC3are,-0.013151275985663027
AATSC4are,-0.03097223315118397
AATSC5are,-0.03343378632478636
AATSC6are,-0.00011855555555564251
AATSC7are,0.034733385620915005
AATSC8are,0.02058002777777794
AETA_beta,1.5
BCUTdv-1h,7.004118319318076
BCUTdv-1l,0.2560144782081668
BCUTpe-1h,3.5529872670053617
BCUTpe-1l,2.2394179382612913
BCUTse-1h,3.756842306770436
BCUTse-1l,2.435193562724367
ETA_alpha,10.600000000000001
ETA_dBeta,5.5
ETA_eta_B,0.2831832692378615
ETA_eta_F,20.777891770346976
ETA_eta_L,3.7906803984708404
ETA_eta_R,33.330799013884736
ETA_psi_1,0.5921787709497208
LabuteASA,127.86144986607829
LogEE_DzZ,67.32237925563156
LogEE_Dzi,66.99379178792823
LogEE_Dzm,67.29028597511473
LogEE_Dzp,95.14777200047197
LogEE_Dzv,85.18021270157229
PEOE_VSA1,0.0
PEOE_VSA2,10.114318268765572
PEOE_VSA3,4.681802935145185
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,39.34243019898905
PEOE_VSA7,18.19910120538483
PEOE_VSA8,22.16890514445263
PEOE_VSA9,16.807540895114307
SM1_Dzare,1.4016908220764708
SpAD_Dzpe,136.51664594530905
SpAD_Dzse,137.7035438528656
SpAbs_DzZ,133.34833787683374
SpAbs_Dzi,132.8003001408734
SpAbs_Dzm,133.35204743978733
SpAbs_Dzp,194.0804007859561
SpAbs_Dzv,172.21165901560198
SpDiam_Dt,244.712615293076
SpMAD_DzZ,6.423163481663284
SpMAD_Dzi,6.374492103611092
SpMAD_Dzm,6.424042254142622
SpMAD_Dzp,9.147516988367222
SpMAD_Dzv,8.154379296123832
SpMax_DzZ,67.32237925563156
SpMax_Dzi,66.99379178792823
SpMax_Dzm,67.29028597511473
SpMax_Dzp,95.14777200047197
SpMax_Dzv,85.18021270157229
VE1_Dzare,4.515421638163524
VE2_Dzare,0.21502007800778683
VE3_Dzare,2.2494359133208466
VR1_Dzare,113.04510742269518
VR2_Dzare,5.383100353461676
VR3_Dzare,5.469724264522101
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5047619047619049
AETA_dBeta,0.2619047619047619
AETA_eta_B,0.01348491758275531
AETA_eta_F,0.9894234176355703
AETA_eta_L,0.18050859040337336
AETA_eta_R,1.5871809054230828
BCUTare-1h,3.6075096640509505
BCUTare-1l,2.189780169072502
ETA_beta_s,13.0
ETA_dPsi_A,0.12182122905027915
ETA_dPsi_B,0.0
ETA_eta_BR,0.5411832692378615
ETA_eta_FL,6.340349894664394
ETA_eta_RL,10.131030293135234
LogEE_Dzpe,68.32026069722995
LogEE_Dzse,68.9091520034032
PEOE_VSA10,5.693927994848461
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.687386274683562
SlogP_VSA1,0.0
SlogP_VSA2,19.91718088791876
SlogP_VSA3,0.0
SlogP_VSA4,10.114318268765572
SlogP_VSA5,0.0
SlogP_VSA6,59.20049963513837
SlogP_VSA7,0.0
SlogP_VSA8,16.944765761229018
SlogP_VSA9,0.0
SpAD_Dzare,135.25185056784204
SpAbs_Dzpe,135.33982917837605
SpAbs_Dzse,136.6133223904284
SpDiam_DzZ,104.26826324046627
SpDiam_Dzi,103.03805228997116
SpDiam_Dzm,104.23689541178614
SpDiam_Dzp,142.51807806125169
SpDiam_Dzv,129.14275471701976
SpMAD_Dzpe,6.5007926640623355
SpMAD_Dzse,6.55731161204122
SpMax_Dzpe,68.32026069722995
SpMax_Dzse,68.9091520034032
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6190476190476191
AETA_eta_BR,0.025770631868469597
AETA_eta_FL,0.3019214235554473
AETA_eta_RL,0.4824300139588207
DetourIndex,1724
EState_VSA1,4.923311048817671
EState_VSA2,5.687386274683562
EState_VSA3,11.257379486545457
EState_VSA4,10.160105790515976
EState_VSA5,12.13273413692322
EState_VSA6,23.011380643681484
EState_VSA7,24.26546827384644
EState_VSA8,26.242010801905252
EState_VSA9,0.0
ETA_beta_ns,18.5
ETA_shape_p,0.18867924528301885
ETA_shape_x,0.0
ETA_shape_y,0.31132075471698106
GhoseFilter,True
LogEE_Dzare,67.69267246592467
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,133.98365410977289
SpDiam_Dzpe,105.17394650292212
SpDiam_Dzse,106.04865485073648
SpMAD_Dzare,6.440564312754383
SpMax_Dzare,67.69267246592467
TopoPSA(NO),73.85
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.561341614801211
VSA_EState9,47.12186484196653
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8809523809523809
EState_VSA10,10.114318268765572
ETA_dAlpha_A,0.00476190476190483
ETA_dAlpha_B,0.0
FilterItLogS,-4.532411654521893
SpDiam_Dzare,104.21805334652461
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6866666666666669
ETA_epsilon_2,0.8523809523809524
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.5636363636363639
ETA_epsilon_5,0.8523809523809524
AETA_beta_ns_d,0.047619047619047616
ETA_dEpsilon_A,0.24429378531073437
ETA_dEpsilon_B,0.12303030303030293
ETA_dEpsilon_C,-0.12126348228043143
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.8095238095238095
MDEDescriptor,"0.0,0.0,0.0,0.0,9.28431215651338,14.289568323608561,0.0,2.9398657698051562,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,1.437216447852337,0.16666666666666669"
APolDescriptor,39.695136999999995
BCUTDescriptor,"11.850000000000001,78.9183374027674,-0.1353152512807855,0.2202040997691162,3.7895977039151276,10.106770264590471"
BPolDescriptor,14.364862999999996
TPSADescriptor,73.85
ALOGPDescriptor,"5.0482,25.484323239999995,79.82610000000001"
XLogPDescriptor,4.1690000000000005
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,343.99088770000003
ChiPathDescriptor,"14.819626477379408,10.131030293135234,9.295851298250028,7.522175039664815,6.118660342869357,4.782515465857864,3.217251364131615,2.268561603849035,12.117109292980851,6.911031061183823,5.288614022249878,3.4487955770710053,2.348498843919005,1.50548028667461,0.8008628862786745,0.42190087676109034"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.30274943015462097,0.4594047004265344,0.0,0.0,0.025819888974716113,0.08137544453027167,0.13677702829952168"
AtomCountDescriptor,30
BondCountDescriptor,23
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.4553418012614796,0.0,0.3333333333333333,0.0,0.7253316474908257,0.0,0.040761583118584285,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,1,0,0,0,0"
ZagrebIndexDescriptor,110.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"42.868044895538944,2.04133547121614,20.11941321155809,4.841046433798816,12.74874986969621"
FractionalPSADescriptor,0.21468591942588247
WienerNumbersDescriptor,"981.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.188718582918503,4.408607081780486,5.815699835247037,1.11317675942407,1.3673980036957056,1.4805359795804496"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.879017013232515,7.05078125,3.8548483045806066"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,604.07
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"67.24695006750322,31.144286990552565,46.76580354517618,44.461720095804324,42.89963843112032"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.1391436128990302,9.518126536577198E-4,-0.04201320539900621,-0.012442520326778166,0.0027738850122639522"
EccentricConnectivityIndexDescriptor,390
AutocorrelationDescriptorPolarizability,"1367.3254971750491,1591.265819508489,2166.8155730297335,1978.7140005004894,1716.749179013796"
