DLiP-ID,C100NE
AATSC4s,-0.08501970495394476
AATSC4v,-6.508587700697484
AATSC5Z,-0.08825613605617466
AATSC5c,-0.0024571751030201465
AATSC5d,-0.025913161115763698
AATSC5i,0.15511425902253415
AATSC5m,-0.6619253426528373
AATSC5p,0.04857836049302215
AATSC5s,-0.4284394535759892
AATSC5v,-0.23405059572440104
AATSC6Z,-0.3174109857442064
AATSC6c,0.00041580183155455925
AATSC6d,-0.06585703668671035
AATSC6i,0.09107296931451035
AATSC6m,-1.0485865556719132
AATSC6p,-0.013235633023261329
AATSC6s,0.000712826168735643
AATSC6v,2.064769450317309
AATSC7Z,-0.5052915690034807
AATSC7c,0.0045480817233398635
AATSC7d,-0.07447261879394845
AATSC7i,0.12162884598923511
AATSC7m,-2.2463535550465226
AATSC7p,0.018594976274697663
AATSC7s,0.35838804493476023
AATSC7v,-0.18629651686958135
AATSC8Z,-0.9936518928901202
AATSC8c,-0.0055692727719474444
AATSC8d,-0.08316020313942757
AATSC8i,-0.04486215293550606
AATSC8m,-4.715407181171131
AATSC8p,-0.02138408904032451
AATSC8s,-0.9256739193731024
AATSC8v,-4.267309443020654
ATS0are,251.45570000000004
ATS1are,259.8998
ATS2are,418.98060000000004
ATS3are,517.0668000000001
ATS4are,523.7718
ATS5are,557.3385999999999
ATS6are,533.9510000000001
ATS7are,504.2016
ATS8are,459.7480000000001
ATSC0dv,159.54385964912274
ATSC0pe,5.78973684210526
ATSC0se,4.420232868421049
ATSC1dv,-14.414589104339806
ATSC1pe,-0.7628387811634351
ATSC1se,-0.2115690720221607
ATSC2dv,41.54601415820252
ATSC2pe,2.492180055401661
ATSC2se,1.8503030900277004
ATSC3dv,-76.86426592797785
ATSC3pe,-1.6739670360110808
ATSC3se,-0.8270239335180056
ATSC4dv,2.498614958448755
ATSC4pe,-0.9339653739612205
ATSC4se,-1.3759011668975063
ATSC5dv,-41.751308094798404
ATSC5pe,-2.4517991689750693
ATSC5se,-2.0287853337950135
ATSC6dv,15.791320406278853
ATSC6pe,0.24284155124653617
ATSC6se,0.2301413102493074
ATSC7dv,25.012311480455526
ATSC7pe,1.4297717451523544
ATSC7se,0.8354914016620498
ATSC8dv,-97.20590951061865
ATSC8pe,-2.8791382271468127
ATSC8se,-1.7516664349030469
AXp-0dv,0.6047726244507932
AXp-1dv,0.3847242740266689
AXp-2dv,0.22847605651126232
AXp-3dv,0.14226088345797344
AXp-4dv,0.07800221128177427
AXp-5dv,0.04339610340938664
AXp-6dv,0.026521488932181484
AXp-7dv,0.015186056463484147
BertzCT,1029.3597359447388
ECIndex,455
ETA_eta,18.967856913395533
GATS1dv,0.781411736676197
GATS1pe,0.7443073610290444
GATS1se,0.709381121614997
GATS2dv,0.6629196333663224
GATS2pe,0.44069306508795064
GATS2se,0.47679478772355605
GATS3dv,1.1659977274393376
GATS3pe,1.0147703229398666
GATS3se,0.9775709512660892
GATS4dv,0.9006042060925625
GATS4pe,0.9418233346295711
GATS4se,1.006230257082438
GATS5dv,1.1080199398871053
GATS5pe,1.183223035316577
GATS5se,1.194214676522661
GATS6dv,0.9521555354106436
GATS6pe,0.997801574429544
GATS6se,0.998936294562281
GATS7dv,0.9190552989761261
GATS7pe,0.8921467439125729
GATS7se,0.9273117242541776
GATS8dv,1.3664147708297703
GATS8pe,1.3445639655268196
GATS8se,1.2946614756922383
LogEE_A,4.148545475910964
LogEE_D,120.47212536046553
MATS1dv,-0.08583131735210038
MATS1pe,-0.12516921958092825
MATS1se,-0.045470594967284714
MATS2dv,0.15461545157979625
MATS2pe,0.2555784396163811
MATS2se,0.24854289183555708
MATS3dv,-0.22884319331427327
MATS3pe,-0.13733514385709752
MATS3se,-0.0888723241772051
MATS4dv,0.007347131604883978
MATS4pe,-0.07567815379884546
MATS4se,-0.14602952316429776
MATS5dv,-0.11563122801813282
MATS5pe,-0.1871161247427444
MATS5se,-0.20280380194810127
MATS6dv,0.04586781957549069
MATS6pe,0.019437209616857683
MATS6se,0.024127880649247146
MATS7dv,0.07637702326508136
MATS7pe,0.12030865729879416
MATS7se,0.09208435046771304
MATS8dv,-0.3215612247391444
MATS8pe,-0.2624549641682954
MATS8se,-0.20914975430950308
MAXaaCH,1.7309321197614849
MAXaaaC,0.5275982615268331
MAXaasC,0.2962773998488286
MAXdssC,-1.0293751070408266
MAXssNH,2.5296919879062734
MDEC-22,8.275000942632985
MDEC-23,16.941656441442287
MDEC-33,7.352074352568606
MDEO-11,1.7117768118155856
MINaaCH,1.4547916666666665
MINaaaC,0.4460818216175362
MINaasC,-0.0685911386159399
MINdssC,-1.0293751070408266
MINssNH,2.5296919879062734
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.267857142857143
SM1_Dzi,0.8302190290397771
SM1_Dzm,3.264904181274471
SM1_Dzp,-4.65723934677413
SM1_Dzv,-1.8415603930191533
SddssSe,0
SpAD_Dt,477.0668188104763
SpAbs_A,31.619210034074005
SpAbs_D,240.94425072093105
SpMAD_A,1.26476840136296
SpMAD_D,9.637770028837242
SpMax_A,2.477920701760911
SpMax_D,120.47212536046553
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,165.62
TpiPC10,8.866619112058057
VAdjMat,5.754887502163468
VE1_DzZ,4.91625277001829
VE1_Dzi,4.903242613811476
VE1_Dzm,4.916249546226531
VE1_Dzp,4.901401168909397
VE1_Dzv,4.912018062099874
VE2_DzZ,0.1966501108007316
VE2_Dzi,0.19612970455245904
VE2_Dzm,0.19664998184906124
VE2_Dzp,0.19605604675637586
VE2_Dzv,0.19648072248399498
VE3_DzZ,2.5088373400791784
VE3_Dzi,2.5061874760462244
VE3_Dzm,2.508836684337302
VE3_Dzp,2.5058118489526677
VE3_Dzv,2.5079755998498325
VR1_DzZ,146.0141978264184
VR1_Dzi,147.73320330709475
VR1_Dzm,146.01483151492118
VR1_Dzp,148.36867932574205
VR1_Dzv,147.32116572559966
VR2_DzZ,5.840567913056736
VR2_Dzi,5.9093281322837905
VR2_Dzm,5.840593260596847
VR2_Dzp,5.934747173029682
VR2_Dzv,5.892846629023986
VR3_DzZ,5.899994594240893
VR3_Dzi,5.911698698497226
VR3_Dzm,5.89999893414165
VR3_Dzp,5.915990984575579
VR3_Dzv,5.908905736300515
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.11785113019775792
Xch-6dv,0.19015754098736004
Xch-7dv,0.2778179251303386
Xpc-4dv,3.0885661580531107
Xpc-5dv,3.9210055059664466
Xpc-6dv,4.8714049312738
Zagreb1,132.0
Zagreb2,155.0
fragCpx,129.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,27
nBondsS,21
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,1
nHetero,9
naHRing,1
AATS0are,6.617255263157896
AATS1are,6.497495000000001
AATS2are,6.546571875000001
AATS3are,6.463335000000001
AATS4are,6.466318518518518
AATS5are,6.480681395348836
AATS6are,6.511597560975612
AATS7are,6.464123076923077
AATS8are,6.38538888888889
AATSC0dv,4.198522622345335
AATSC0pe,0.15236149584487527
AATSC0se,0.11632191759002761
AATSC1dv,-0.36036472760849514
AATSC1pe,-0.019070969529085876
AATSC1se,-0.005289226800554017
AATSC2dv,0.6491564712219143
AATSC2pe,0.03894031336565095
AATSC2se,0.02891098578168282
AATSC3dv,-0.9608033240997231
AATSC3pe,-0.02092458795013851
AATSC3se,-0.01033779916897507
AATSC4dv,0.030847098252453766
AATSC4pe,-0.011530436715570623
AATSC4se,-0.016986434159228472
AATSC5dv,-0.4854803266837024
AATSC5pe,-0.028509292662500806
AATSC5se,-0.023590527137151318
AATSC6dv,0.19257707812535185
AATSC6pe,0.0029614823322748314
AATSC6se,0.0028066013445037486
AATSC7dv,0.3206706600058401
AATSC7pe,0.01833040698913275
AATSC7se,0.010711428226436536
AATSC8dv,-1.3500820765363701
AATSC8pe,-0.03998803093259462
AATSC8se,-0.02432870048476454
AETA_eta,0.7587142765358214
ATSC0are,6.447276315789475
ATSC1are,-1.03348296398892
ATSC2are,3.1581477839335164
ATSC3are,-2.2605554016620504
ATSC4are,-1.0930389889196677
ATSC5are,-2.5519753462603876
ATSC6are,0.12074321329639812
ATSC7are,1.941748614958448
ATSC8are,-3.269020914127422
BCUTZ-1h,16.01398471665314
BCUTZ-1l,5.654697530544284
BCUTc-1h,0.47207390761593665
BCUTc-1l,-0.3586603164384208
BCUTd-1h,4.043820760692799
BCUTd-1l,0.9706271814161745
BCUTi-1h,14.539658183593684
BCUTi-1l,10.300594413843612
BCUTm-1h,32.06746848002824
BCUTm-1l,11.666227828819157
BCUTp-1h,2.961261440463876
BCUTp-1l,0.7415043116463982
BCUTs-1h,7.0145823970266505
BCUTs-1l,0.29867736837401854
BCUTv-1h,24.446493391315844
BCUTv-1l,14.699973712534385
BalabanJ,1.7021790195193534
Diameter,11
ETA_beta,35.0
GATS1are,0.7908073890851499
GATS2are,0.4214518306894179
GATS3are,1.0514089078823572
GATS4are,0.9501847607649117
GATS5are,1.1748075233537978
GATS6are,1.0139756351920006
GATS7are,0.8661039584709919
GATS8are,1.345240005696226
HybRatio,0.0625
Lipinski,True
LogEE_Dt,238.5334094052382
MATS1are,-0.15228272648792945
MATS2are,0.2908437850132551
MATS3are,-0.16654533840279354
MATS4are,-0.07953493817863308
MATS5are,-0.17489819859315497
MATS6are,0.008678730253637712
MATS7are,0.14672553930257604
MATS8are,-0.26760394763009065
MAXddssS,-3.761037638049047
MAXssCH2,-0.2470090597967578
MINddssS,-3.761037638049047
MINssCH2,-0.2470090597967578
NsssssAs,0
RotRatio,0.2222222222222222
SM1_Dzpe,1.4896725826193393
SM1_Dzse,1.5968053066856394
SMR_VSA1,23.425388958082173
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,9.104662653039854
SMR_VSA6,10.474948471198877
SMR_VSA7,47.844632249697185
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,138.57893382251603
SpAD_Dzi,191.487880613586
SpAD_Dzm,138.57280590333255
SpAD_Dzp,198.38912938426753
SpAD_Dzv,203.70630761980095
SpAbs_Dt,477.06681881047643
SpDiam_A,4.950083071038739
SpDiam_D,168.97046790648108
SpMAD_Dt,19.082672752419054
SpMax_Dt,238.5334094052382
SsssssAs,0
VE1_Dzpe,4.907747683391854
VE1_Dzse,4.9093424876265646
VE2_Dzpe,0.19630990733567416
VE2_Dzse,0.1963736995050626
VE3_Dzpe,2.5071058481494557
VE3_Dzse,2.507430751806437
VMcGowan,257.69999999999993
VR1_Dzpe,147.15253484926635
VR1_Dzse,147.00604937098885
VR2_Dzpe,5.8861013939706535
VR2_Dzse,5.880241974839554
VR3_Dzpe,5.907760432699974
VR3_Dzse,5.906764469989761
mZagreb1,8.840277777777779
mZagreb2,5.402777777777777
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,30
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16966516620498617
AATSC1are,-0.025837074099723002
AATSC2are,0.04934605912396119
AATSC3are,-0.02825694252077563
AATSC4are,-0.013494308505181083
AATSC5are,-0.02967413193326032
AATSC6are,0.0014724782109316844
AATSC7are,0.024894213012287794
AATSC8are,-0.04540306825176975
AETA_beta,1.4
BCUTdv-1h,6.022553616269702
BCUTdv-1l,0.6424824569461662
BCUTpe-1h,3.537055524853707
BCUTpe-1l,2.2020907802419583
BCUTse-1h,3.768338755820585
BCUTse-1l,2.398712073211119
ETA_alpha,12.566666666666666
ETA_dBeta,5.0
ETA_eta_B,0.532366282108029
ETA_eta_F,26.634471805189055
ETA_eta_L,5.343705515898214
ETA_eta_R,45.60232871858459
ETA_psi_1,0.5576923076923079
LabuteASA,151.72414706232504
LogEE_DzZ,68.8992020820451
LogEE_Dzi,95.77714906795458
LogEE_Dzm,68.89448886355005
LogEE_Dzp,97.6783363445064
LogEE_Dzv,101.48484173129664
PEOE_VSA1,10.213054789681411
PEOE_VSA2,9.51663204852391
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,23.098670827325854
PEOE_VSA6,30.33183534230805
PEOE_VSA7,17.512796907389134
PEOE_VSA8,10.772448428929591
PEOE_VSA9,16.335723356948126
SM1_Dzare,1.540468689211147
SpAD_Dzpe,185.33020440440183
SpAD_Dzse,181.65253757589898
SpAbs_DzZ,136.35679096537314
SpAbs_Dzi,190.72407910686943
SpAbs_Dzm,136.35267106006594
SpAbs_Dzp,200.06940423842954
SpAbs_Dzv,204.81124385561247
SpDiam_Dt,334.28467495551706
SpMAD_DzZ,5.543157352900641
SpMAD_Dzi,7.65951522454344
SpMAD_Dzm,5.542912236133302
SpMAD_Dzp,7.9355651753707015
SpMAD_Dzv,8.148252304792038
SpMax_DzZ,68.8992020820451
SpMax_Dzi,95.77714906795458
SpMax_Dzm,68.89448886355005
SpMax_Dzp,97.6783363445064
SpMax_Dzv,101.48484173129664
VE1_Dzare,4.906604718145592
VE2_Dzare,0.19626418872582366
VE3_Dzare,2.506872931049138
VR1_Dzare,147.2261697594176
VR2_Dzare,5.889046790376703
VR3_Dzare,5.908260706058979
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5026666666666667
AETA_dBeta,0.2
AETA_eta_B,0.02129465128432116
AETA_eta_F,1.065378872207562
AETA_eta_L,0.21374822063592855
AETA_eta_R,1.8240931487433836
BCUTare-1h,3.5810947353410727
BCUTare-1l,2.151536741839749
ETA_beta_s,15.0
ETA_dPsi_A,0.15630769230769204
ETA_dPsi_B,0.0
ETA_eta_BR,0.7903662821080291
ETA_eta_FL,6.538141764366853
ETA_eta_RL,11.881847280265067
LogEE_Dzpe,92.72468910550569
LogEE_Dzse,90.89014100021691
PEOE_VSA10,9.958691010805985
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,4.722094864452088
SlogP_VSA2,30.35301066870899
SlogP_VSA3,14.817828337479405
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,56.94929490273704
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
SpAD_Dzare,186.7003270320567
SpAbs_Dzpe,183.95970562839207
SpAbs_Dzse,180.1834766937482
SpDiam_DzZ,97.06391105274011
SpDiam_Dzi,135.50101935228236
SpDiam_Dzm,97.05789998186316
SpDiam_Dzp,140.05110882686327
SpDiam_Dzv,146.2394038680473
SpMAD_Dzpe,7.413208176176073
SpMAD_Dzse,7.266101503035959
SpMax_Dzpe,92.72468910550569
SpMax_Dzse,90.89014100021691
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.6
AETA_eta_BR,0.031614651284321164
AETA_eta_FL,0.26152567057467413
AETA_eta_RL,0.47527389121060265
DetourIndex,2933
EState_VSA1,15.992596441359433
EState_VSA2,21.398930892236336
EState_VSA3,15.667931904447368
EState_VSA4,23.098670827325854
EState_VSA5,12.13273413692322
EState_VSA6,35.711898112773966
EState_VSA7,0.0
EState_VSA8,4.722094864452088
EState_VSA9,5.106527394840706
ETA_beta_ns,20.0
ETA_shape_p,0.1326259946949602
ETA_shape_x,0.06631299734748011
ETA_shape_y,0.27851458885941643
GhoseFilter,True
LogEE_Dzare,93.41178226359679
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,185.2830958379824
SpDiam_Dzpe,131.63417203225205
SpDiam_Dzse,129.04033949944824
SpMAD_Dzare,7.468013081282268
SpMax_Dzare,93.41178226359679
TopoPSA(NO),103.7
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.179922078399258
VSA_EState9,45.811986111089425
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8
EState_VSA10,18.318861563241462
ETA_dAlpha_A,0.002666666666666657
ETA_dAlpha_B,0.0
FilterItLogS,-3.8655975622606413
SpDiam_Dzare,132.56344133333204
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6956140350877194
ETA_epsilon_2,0.901333333333333
ETA_epsilon_3,0.44084507042253557
ETA_epsilon_4,0.5891025641025643
ETA_epsilon_5,0.8369047619047617
AETA_beta_ns_d,0.06
ETA_dEpsilon_A,0.2547689646651838
ETA_dEpsilon_B,0.10651147098515501
ETA_dEpsilon_C,-0.14825749368002877
ETA_dEpsilon_D,0.06442857142857128
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.68
MDEDescriptor,"0.0,0.0,0.0,0.0,8.275000942632985,16.941656441442287,0.0,7.352074352568606,0.0,0.0,1.7117768118155856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,50.63830899999998
BCUTDescriptor,"11.99617785653294,31.97407451475956,-0.3840301511299321,0.26936054911120655,4.356809038449937,13.25232843858478"
BPolDescriptor,26.865690999999998
TPSADescriptor,165.61999999999998
ALOGPDescriptor,"3.3337999999999997,11.114222439999997,97.41090000000001"
XLogPDescriptor,2.4959999999999996
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,394.99558561999993
ChiPathDescriptor,"18.026733258565955,11.881847280265067,11.372427534563602,8.868211551950852,7.266784022153229,5.6091225149645245,4.078241444701068,2.825699335811061,14.506560801240344,9.274488381354482,7.449629557155865,5.700700822380601,3.9844043658656774,2.5466572722537504,1.6575039914867518,1.0206302533123432"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.200863038144688,0.46525462945289525,0.0,0.0,0.11785113019775793,0.11794369409127282,0.1827486425960015"
AtomCountDescriptor,38
BondCountDescriptor,27
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.401011623452337,0.20412414523193154,0.646851114825647,0.10206207261596577,0.9570259210473172,0.025499585890087693,0.22172758489582528,0.01803093010032981"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,2,1,0,0,0"
ZagrebIndexDescriptor,132.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.2299999999999995
WeightedPathDescriptor,"50.46366274870702,2.018546509948281,24.933214861147206,12.360286986167054,3.076278523546535"
FractionalPSADescriptor,0.41929582514203695
WienerNumbersDescriptor,"1451.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.648058586821796,7.084673399250687,10.199602610598411,2.1034872062688104,2.721168045438307,3.2057463300825533"
FractionalCSP3Descriptor,0.0625
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"19.753086419753085,8.347140039447732,4.6464"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1000.09
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.0625
AutocorrelationDescriptorMass,"47.61558459433124,43.7376380616697,61.96320839787272,66.90353532925101,56.61236384409814"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.4734623401995529,-0.2206509661850324,-0.052742327832420534,0.11924659155396279,-0.018970760913071344"
EccentricConnectivityIndexDescriptor,455
AutocorrelationDescriptorPolarizability,"2350.5708627325653,2781.573734631706,3990.263324728401,3947.9667187179853,3759.6228319372517"
