DLiP-ID,I000BO
AATSC5v,-4.962829347886349
AATSC6Z,-1.1091373661303732
AATSC6c,-0.00013585650511152748
AATSC6d,-0.03457076140642574
AATSC6i,-0.3250836473343649
AATSC6m,-5.3168121228024585
AATSC6p,-0.04077067826656601
AATSC6s,-0.2389571990752061
AATSC6v,-9.259454206123934
AATSC7Z,-0.36295954990784757
AATSC7c,-0.001670854923264502
AATSC7d,-0.0192247065670773
AATSC7i,-0.03978578765157253
AATSC7m,-1.7034805368306831
AATSC7p,-0.0016873702878802315
AATSC7s,0.07539208593354244
AATSC7v,-1.1645374663955497
AATSC8Z,-0.26284951850562704
AATSC8c,0.0003301836376834938
AATSC8d,-0.012465193177862861
AATSC8i,0.184741725945016
AATSC8m,-1.254409021689002
AATSC8p,0.005978188389888437
AATSC8s,0.2409081277152544
AATSC8v,-0.014595804313880632
ATS0are,320.0947
ATS1are,346.82500000000005
ATS2are,603.504
ATS3are,781.1579
ATS4are,829.8009999999999
ATS5are,811.6209
ATS6are,738.4330000000001
ATS7are,735.06
ATS8are,611.3639
ATSC0dv,205.92307692307696
ATSC0pe,5.6200980769230755
ATSC0se,3.615651307692307
ATSC1dv,70.42751479289942
ATSC1pe,0.23802703402366848
ATSC1se,-0.02688319082840359
ATSC2dv,47.372781065088745
ATSC2pe,0.20469585798816586
ATSC2se,0.1867776627218908
ATSC3dv,15.226331360946741
ATSC3pe,1.6722123890532534
ATSC3se,1.0639151523668622
ATSC4dv,-110.11094674556213
ATSC4pe,-1.6163508505917146
ATSC4se,-1.131609767751484
ATSC5dv,-114.77071005917158
ATSC5pe,-1.680510613905323
ATSC5se,-0.7968877440828461
ATSC6dv,-78.8594674556213
ATSC6pe,-1.3560955251479274
ATSC6se,-0.7686913890532558
ATSC7dv,-38.47337278106509
ATSC7pe,-0.786189718934911
ATSC7se,-0.339990529585799
ATSC8dv,15.420118343195261
ATSC8pe,-0.05279815088757388
ATSC8se,0.25269712721893556
AXp-0dv,0.5646697329558781
AXp-1dv,0.3080108230084696
AXp-2dv,0.15834422031117884
AXp-3dv,0.08639648706987328
AXp-4dv,0.04721096384114466
AXp-5dv,0.026307348126006037
AXp-6dv,0.01361192210829202
AXp-7dv,0.007372327906892531
BertzCT,1063.4214039649135
ECIndex,745
ETA_eta,23.264478333184396
GATS1dv,0.4570550480524331
GATS1pe,0.6067343161924387
GATS1se,0.6187367466860573
GATS2dv,0.8229711430706013
GATS2pe,0.8304653782048014
GATS2se,0.7694355596683963
GATS3dv,0.970184923186432
GATS3pe,0.8113241437129688
GATS3se,0.791457875016671
GATS4dv,1.3053637081122678
GATS4pe,1.3067558188739725
GATS4se,1.4274241764534588
GATS5dv,1.3679187914274047
GATS5pe,1.4663105856041045
GATS5se,1.582131097631783
GATS6dv,1.151336607834723
GATS6pe,1.1772648290286145
GATS6se,1.2207264650435783
GATS7dv,1.1094187278394578
GATS7pe,1.1481977588416672
GATS7se,1.1252872258041422
GATS8dv,0.9360291370937615
GATS8pe,0.9989016069046149
GATS8se,0.919543594518251
LogEE_A,4.3042093885739465
LogEE_D,173.1893073328801
MATS1dv,0.3233538221210989
MATS1pe,0.04004267152966651
MATS1se,-0.007029669844257864
MATS2dv,0.12461088282903741
MATS2pe,0.019728645578659852
MATS2se,0.02798146872158703
MATS3dv,0.030275399362901814
MATS3pe,0.12182801407955275
MATS3se,0.12048141965933827
MATS4dv,-0.20906300117121338
MATS4pe,-0.11244585323777928
MATS4se,-0.12236630595909397
MATS5dv,-0.22466720527722508
MATS5pe,-0.12053439671599417
MATS5se,-0.08884320971406266
MATS6dv,-0.16457611054683757
MATS6pe,-0.10369656290796385
MATS6se,-0.0913657553061526
MATS7dv,-0.07963404104178275
MATS7pe,-0.05962480594901053
MATS7se,-0.04007963818540606
MATS8dv,0.038175598965772314
MATS8pe,-0.0047893655956968255
MATS8se,0.03563009136175884
MAXaaCH,1.9524346836224542
MAXaaaC,0.9485436100208138
MAXaasC,0.634933445033484
MAXaasN,1.978484188670877
MAXdssC,-0.04625766182403934
MAXsCH3,2.0054432456195275
MAXsssN,1.7287150940623162
MDEC-12,2.1462476049176527
MDEC-13,1.2330033747177491
MDEC-22,19.31433087587471
MDEC-23,22.987223428293046
MDEC-33,6.204660932678426
MDEN-33,0.6082201995573401
MDEO-11,0.5436901865014462
MINaaCH,1.7639678340471991
MINaaaC,0.7968438407755344
MINaasC,0.44003846008355385
MINaasN,1.978484188670877
MINdssC,-0.5038738767111777
MINsCH3,2.0054432456195275
MINsssN,1.5507596371882084
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078471
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,596.3296866181965
SpAbs_A,38.7627681581503
SpAbs_D,346.37861466576015
SpMAD_A,1.3366471778672515
SpMAD_D,11.944090160888283
SpMax_A,2.4896864228069027
SpMax_D,173.1893073328801
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,62.620000000000005
TpiPC10,8.525079977545532
VAdjMat,6.0
VE1_DzZ,5.312808185158141
VE1_Dzi,5.311970732603372
VE1_Dzm,5.312817281379184
VE1_Dzp,5.32155590723356
VE1_Dzv,5.319467392317048
VE2_DzZ,0.18320028224683244
VE2_Dzi,0.1831714045725301
VE2_Dzm,0.18320059590962703
VE2_Dzp,0.18350192783564
VE2_Dzv,0.1834299100798982
VE3_DzZ,2.7348312808842574
VE3_Dzi,2.734673639475813
VE3_Dzm,2.734832993013312
VE3_Dzp,2.736476461352498
VE3_Dzv,2.736083921108099
VR1_DzZ,181.9984548098037
VR1_Dzi,182.1908183958829
VR1_Dzm,181.9982333743557
VR1_Dzp,181.9286039507177
VR1_Dzv,181.74524830674494
VR2_DzZ,6.275808786544955
VR2_Dzi,6.282442013651134
VR2_Dzm,6.275801150839851
VR2_Dzp,6.273400136231645
VR2_Dzv,6.267077527818791
VR3_DzZ,6.26870893397716
VR3_Dzi,6.269765327551167
VR3_Dzm,6.268707717287803
VR3_Dzp,6.268325061119881
VR3_Dzv,6.267316708947347
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.032274861218395144
Xch-6dv,0.18607979619633297
Xch-7dv,0.21849952471436299
Xpc-4dv,1.802657913204987
Xpc-5dv,2.485165116659036
Xpc-6dv,3.1644201058859287
Zagreb1,154.0
Zagreb2,185.0
fragCpx,212.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,32
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.155667307692307
AATS1are,6.305909090909092
AATS2are,6.2865
AATS3are,6.150849606299213
AATS4are,6.239105263157894
AATS5are,6.29163488372093
AATS6are,6.102752066115704
AATS7are,6.025081967213114
AATS8are,5.993763725490195
AATSC0dv,3.960059171597634
AATSC0pe,0.10807880917159761
AATSC0se,0.06953175591715975
AATSC1dv,1.2805002689618075
AATSC1pe,0.004327764254975791
AATSC1se,-0.0004887852877891562
AATSC2dv,0.49346646942800776
AATSC2pe,0.0021322485207100612
AATSC2se,0.0019456006533530293
AATSC3dv,0.11989237292084048
AATSC3pe,0.013167026685458688
AATSC3se,0.008377284664306001
AATSC4dv,-0.8279018552297904
AATSC4pe,-0.012153013914223418
AATSC4se,-0.008508344118432211
AATSC5dv,-0.8896954268152836
AATSC5pe,-0.013027214061281574
AATSC5se,-0.006177424372735241
AATSC6dv,-0.6517311359968703
AATSC6pe,-0.011207401034280392
AATSC6se,-0.006352821397134346
AATSC7dv,-0.31535551459889416
AATSC7pe,-0.006444178024056647
AATSC7se,-0.0027868076195557297
AATSC8dv,0.1511776308156398
AATSC8pe,-0.0005176289302703321
AATSC8se,0.0024774228158719173
AETA_eta,0.8022233907994619
ATSC0are,5.952467307692306
ATSC1are,0.14935573224852172
ATSC2are,0.20865843195266498
ATSC3are,1.7168394600591723
ATSC4are,-1.7292529215976298
ATSC5are,-1.4789996671597594
ATSC6are,-1.3066066198224837
ATSC7are,-0.8259271449704136
ATSC8are,0.049237204142011576
BCUTZ-1h,8.02528105025195
BCUTZ-1l,5.675822815462092
BCUTc-1h,0.46472461006105026
BCUTc-1l,-0.4612770756032335
BCUTd-1h,3.2789713550136477
BCUTd-1l,0.9762359043998174
BCUTi-1h,14.55137283007195
BCUTi-1l,10.936810746730245
BCUTm-1h,16.012487850902914
BCUTm-1l,11.687423987825554
BCUTp-1h,2.0127085108891403
BCUTp-1l,0.7465779022025846
BCUTs-1h,7.010547100914336
BCUTs-1l,1.366907975114389
BCUTv-1h,20.91310410038386
BCUTv-1l,14.701658539754986
BalabanJ,1.3001738326291516
Diameter,15
ETA_beta,37.5
GATS1are,0.6226586830230502
GATS2are,0.8400400504574216
GATS3are,0.8185728204603813
GATS4are,1.3377385082908073
GATS5are,1.488977244887906
GATS6are,1.1799558038783102
GATS7are,1.1527374469316114
GATS8are,0.9861708929361224
HybRatio,0.2608695652173913
Lipinski,True
LogEE_Dt,298.1648433090983
MATS1are,0.023722777235848747
MATS2are,0.018987641840827043
MATS3are,0.11809521208955853
MATS4are,-0.11358296512875592
MATS5are,-0.10015778021544523
MATS6are,-0.09433346970986714
MATS7are,-0.059140941497004336
MATS8are,0.0042169605410909885
MAXssCH2,0.7244599649157591
MINssCH2,0.356712096875788
NsssssAs,0
RotRatio,0.125
SM1_Dzpe,1.259715422276622
SM1_Dzse,1.1662733799930698
SMR_VSA1,14.383611552215466
SMR_VSA2,0.0
SMR_VSA3,14.366919109492311
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,26.1790256236503
SMR_VSA7,71.92105017116157
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,284.71275146075465
SpAD_Dzi,275.00626329476927
SpAD_Dzm,284.7606539264923
SpAD_Dzp,375.9789391204133
SpAD_Dzv,346.400808614991
SpAbs_Dt,596.3296866181965
SpDiam_A,4.868097856119372
SpDiam_D,265.9288295904329
SpMAD_Dt,20.563092642006776
SpMax_Dt,298.1648433090983
SsssssAs,0
VE1_Dzpe,5.312495041909642
VE1_Dzse,5.31285314674037
VE2_Dzpe,0.18318948420378076
VE2_Dzse,0.18320183264621964
VE3_Dzpe,2.7347723379549316
VE3_Dzse,2.73483974371416
VMcGowan,296.04000000000076
VR1_Dzpe,182.02551822681679
VR1_Dzse,181.99483482591674
VR2_Dzpe,6.276742007821269
VR2_Dzse,6.27568395951437
VR3_Dzpe,6.26885762427817
VR3_Dzse,6.268689043589121
mZagreb1,8.86111111111111
mZagreb2,6.472222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,45
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11447052514792896
AATSC1are,0.0027155587681549406
AATSC2are,0.00217352533284026
AATSC3are,0.013518420945347814
AATSC4are,-0.013001901666147592
AATSC5are,-0.011465113698912864
AATSC6are,-0.010798401816714742
AATSC7are,-0.00676989463090503
AATSC8are,0.00048271768766678015
AETA_beta,1.293103448275862
BCUTdv-1h,6.025261368489441
BCUTdv-1l,0.9880097534089809
BCUTpe-1h,3.4960467396724866
BCUTpe-1l,2.2247105646331673
BCUTse-1h,3.7088194597310054
BCUTse-1l,2.4205932542967092
ETA_alpha,13.7
ETA_dBeta,-0.5
ETA_eta_B,0.31765811184851067
ETA_eta_F,30.21260320846856
ETA_eta_L,6.492908573258642
ETA_eta_R,53.47708154165296
ETA_psi_1,0.5756302521008405
LabuteASA,168.8721752814841
LogEE_DzZ,142.34158353747088
LogEE_Dzi,137.4331750759829
LogEE_Dzm,142.36555135013074
LogEE_Dzp,186.99607061243503
LogEE_Dzv,172.7545510691015
PEOE_VSA1,14.366919109492311
PEOE_VSA2,14.383611552215466
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,25.122838405075452
PEOE_VSA8,55.387002024954
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,282.411563040715
SpAD_Dzse,285.0400210620926
SpAbs_DzZ,283.696741608538
SpAbs_Dzi,273.97596043786587
SpAbs_Dzm,283.7474666224039
SpAbs_Dzp,378.793569472433
SpAbs_Dzv,347.6640594571073
SpDiam_Dt,424.0578652488812
SpMAD_DzZ,9.817681084853609
SpMAD_Dzi,9.482974596371355
SpMAD_Dzm,9.819332894016975
SpMAD_Dzp,12.964791004152183
SpMAD_Dzv,11.944855469482448
SpMax_DzZ,142.34158353747088
SpMax_Dzi,137.4331750759829
SpMax_Dzm,142.36555135013074
SpMax_Dzp,186.99607061243503
SpMax_Dzv,172.7545510691015
VE1_Dzare,5.311971875165811
VE2_Dzare,0.18317144397123486
VE3_Dzare,2.734673854567795
VR1_Dzare,182.05489492433045
VR2_Dzare,6.277754997390705
VR3_Dzare,6.26901899905427
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4724137931034483
AETA_dBeta,-0.017241379310344827
AETA_eta_B,0.01095372799477623
AETA_eta_F,1.0418139037402951
AETA_eta_L,0.22389339907788422
AETA_eta_R,1.8440372945397572
BCUTare-1h,3.5499166270324842
BCUTare-1l,2.1749690650638627
ETA_beta_s,19.0
ETA_dPsi_A,0.13836974789915946
ETA_dPsi_B,0.0
ETA_eta_BR,0.6616581118485106
ETA_eta_FL,7.603646877265943
ETA_eta_RL,14.096555450524585
LogEE_Dzpe,141.18412391208312
LogEE_Dzse,142.5061313067568
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.14354913821055
SlogP_VSA3,11.339293589984397
SlogP_VSA4,0.0
SlogP_VSA5,27.639714551228256
SlogP_VSA6,60.794147187767564
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,279.25542549486994
SpAbs_Dzpe,281.3256014697869
SpAbs_Dzse,284.0346129758916
SpDiam_DzZ,224.24095522187858
SpDiam_Dzi,215.89351192970634
SpDiam_Dzm,224.2799951469126
SpDiam_Dzp,297.3853132614661
SpDiam_Dzv,274.4348941079785
SpMAD_Dzpe,9.738329760024655
SpMAD_Dzse,9.828966243520433
SpMax_Dzpe,141.18412391208312
SpMax_Dzse,142.5061313067568
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6551724137931034
AETA_eta_BR,0.02281579696029347
AETA_eta_FL,0.2621947199057222
AETA_eta_RL,0.4860881189836064
DetourIndex,4180
EState_VSA1,11.690424675716445
EState_VSA2,5.907179729351506
EState_VSA3,37.305928607044294
EState_VSA4,17.447681337993632
EState_VSA5,0.0
EState_VSA6,28.12939717023725
EState_VSA7,53.955406326713245
EState_VSA8,0.0
EState_VSA9,0.0
ETA_beta_ns,18.5
ETA_shape_p,0.1094890510948905
ETA_shape_x,0.0
ETA_shape_y,0.3430656934306569
GhoseFilter,True
LogEE_Dzare,139.60000097710054
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,278.0363340168771
SpDiam_Dzpe,222.3135576728733
SpDiam_Dzse,224.51461078128756
SpMAD_Dzare,9.629497430857585
SpMax_Dzare,139.60000097710054
TopoPSA(NO),62.620000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.978484188670877
VSA_EState9,66.1881824779958
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6379310344827587
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.027586206896551748
FilterItLogS,-3.8121921526430556
SpDiam_Dzare,219.7010162562517
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5903846153846155
ETA_epsilon_2,0.8206896551724134
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.5287878787878786
ETA_epsilon_5,0.8206896551724134
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.14717473884140592
ETA_dEpsilon_B,0.06159673659673692
ETA_dEpsilon_C,-0.085578002244669
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8275862068965517
MDEDescriptor,"0.0,2.1462476049176527,1.2330033747177491,0.0,19.31433087587471,22.987223428293046,0.0,6.204660932678426,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6082201995573401"
APolDescriptor,61.52223899999996
BCUTDescriptor,"11.988256804866007,15.99693667007882,-0.3154398090495274,0.2745633989916253,5.423485823657247,10.53482929338632"
BPolDescriptor,33.957761
TPSADescriptor,62.620000000000005
ALOGPDescriptor,"2.642700000000002,6.983863290000009,111.21519999999998"
XLogPDescriptor,3.1300000000000003
VAdjMaDescriptor,6.0
WeightDescriptor,389.17394178
ChiPathDescriptor,"20.38010440969447,14.096555450524589,12.330351302879983,11.331320266186262,9.138861518625227,7.287257069376343,4.847753458712115,3.5068492281841572,16.375422255720466,9.856346336271027,7.125489914003046,5.442978685402016,3.8240880711327176,2.630734812600602,1.4292518213706624,0.8625623651064266"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.4807563271119505,0.6711248667854417,0.0,0.0,0.03227486121839514,0.18607979619633297,0.218499524714363"
AtomCountDescriptor,52
BondCountDescriptor,32
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.6522652263201554,0.0,0.6575061586928509,0.0,0.7494326429605472,0.0,0.1507259501065554,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,3,6,0,0,0"
ZagrebIndexDescriptor,154.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.3299999999999996
WeightedPathDescriptor,"59.489691322090906,2.051368666278997,17.993148844303605,7.708375844908601,10.284772999395003"
FractionalPSADescriptor,0.16090491494263273
WienerNumbersDescriptor,"2427.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.020850302782912,7.97106714495115,11.10935829216481,1.8026579132049867,2.4851651166590365,2.8607931255197636"
FractionalCSP3Descriptor,0.2608695652173913
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,10,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.203125,10.08,4.768959435626102"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2213.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2608695652173913
AutocorrelationDescriptorMass,"32.40334801045228,34.4919133300217,49.097110434467936,54.67383032715978,50.868020788100935"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6227116045851552,-0.32370369389854126,-0.061706718549684056,0.18439008554552133,-0.20841939284509173"
EccentricConnectivityIndexDescriptor,745
AutocorrelationDescriptorPolarizability,"2003.5297874027212,2373.5965388249483,3349.500251467243,3402.893960349416,2994.429606415308"
