DLiP-ID,J000DF
AATSC5s,-0.007030217519106295
AATSC5v,9.755710593717955
AATSC6Z,-2.672114285714286
AATSC6c,0.0031669375753084887
AATSC6d,-0.17097142857142858
AATSC6i,-0.09512640720648244
AATSC6m,-12.149919032685714
AATSC6p,-0.06665363479123142
AATSC6s,0.26463174603174605
AATSC6v,-12.883007088725279
AATSC7Z,-3.0478814814814816
AATSC7c,-0.0010869939291108521
AATSC7d,-0.04462222222222221
AATSC7i,-0.2220392378927286
AATSC7m,-13.961792445807411
AATSC7p,-0.08609848745193778
AATSC7s,-0.03314135040390181
AATSC7v,-15.695491278633869
AATSC8Z,4.8008727272727265
AATSC8c,0.0019155599454513397
AATSC8d,0.012145454545454548
AATSC8i,-0.07646809148117693
AATSC8m,21.464559787054547
AATSC8p,0.002910122312030915
AATSC8s,-0.09824249906472114
AATSC8v,8.916617497396144
ATS0are,154.20340000000002
ATS1are,172.775
ATS2are,283.88450000000006
ATS3are,321.513
ATS4are,273.132
ATS5are,207.71099999999998
ATS6are,170.54399999999998
ATS7are,160.395
ATS8are,123.35400000000003
ATSC0dv,89.75999999999999
ATSC0pe,2.395799999999999
ATSC0se,1.4985279999999992
ATSC1dv,23.35697777777779
ATSC1pe,-0.15034800000000098
ATSC1se,-0.18590699999999838
ATSC2dv,6.129777777777788
ATSC2pe,0.11659999999999897
ATSC2se,0.10059000000000187
ATSC3dv,-35.07342222222222
ATSC3pe,-0.6160119999999997
ATSC3se,-0.426299
ATSC4dv,-36.13688888888888
ATSC4pe,-1.1060599999999996
ATSC4se,-0.6012749999999998
ATSC5dv,-6.597333333333337
ATSC5pe,0.023279999999999967
ATSC5se,-0.06775300000000133
ATSC6dv,-11.357866666666666
ATSC6pe,0.23082800000000014
ATSC6se,0.23528400000000027
ATSC7dv,4.272533333333326
ATSC7pe,0.21205200000000077
ATSC7se,0.2299259999999995
ATSC8dv,6.984533333333326
ATSC8pe,0.5678120000000005
ATSC8se,0.37888499999999753
AXp-0dv,0.5911567044141793
AXp-1dv,0.3416055309344047
AXp-2dv,0.18997997023736393
AXp-3dv,0.1074072462225051
AXp-4dv,0.06248016355323819
AXp-5dv,0.031890336393204655
AXp-6dv,0.018378432376188105
AXp-7dv,0.011420426581961263
BertzCT,468.28907064680715
ECIndex,231
ETA_eta,9.28831400833589
GATS1dv,0.5985783763561542
GATS1pe,0.8597452950070031
GATS1se,0.9663747060819392
GATS2dv,0.9008384498580578
GATS2pe,0.7890808915602303
GATS2se,0.7641790699495329
GATS3dv,1.1412683998699538
GATS3pe,1.024415368404141
GATS3se,1.0348080954512546
GATS4dv,1.2315970159107414
GATS4pe,1.2565433953863705
GATS4se,1.1813032522582163
GATS5dv,1.0614548849842969
GATS5pe,0.813437801867554
GATS5se,0.7381209140855941
GATS6dv,1.006387403446227
GATS6pe,0.7806518550320202
GATS6se,0.7440616010225655
GATS7dv,0.8219449395919984
GATS7pe,0.9419261485377184
GATS7se,0.9329424905270003
GATS8dv,0.9040944201372009
GATS8pe,0.7603761127427542
GATS8se,0.6865359023837212
LogEE_A,3.676774348806925
LogEE_D,50.83037451060197
MATS1dv,0.24094063364215884
MATS1pe,-0.05810631568207367
MATS1se,-0.11487013329821645
MATS2dv,0.037939305913162184
MATS2pe,0.02703805734108742
MATS2se,0.037292151586980286
MATS3dv,-0.18431447288273037
MATS3pe,-0.12128378750864324
MATS3se,-0.13418797243846245
MATS4dv,-0.22366365176822692
MATS4pe,-0.25648124959419727
MATS4se,-0.22291319659470277
MATS5dv,-0.052499787793905475
MATS5pe,0.006940717684519331
MATS5se,-0.032295025518376014
MATS6dv,-0.11297852474323064
MATS6pe,0.0860240539992607
MATS6se,0.14018757073608257
MATS7dv,0.04407363394291493
MATS7pe,0.08195360399217182
MATS7se,0.14206904672081141
MATS8dv,0.08842435045643593
MATS8pe,0.2693216917484389
MATS8se,0.28731604371999303
MAXaaCH,2.071145124716553
MAXaasC,1.095439814814815
MAXaasN,2.173469387755102
MDEC-22,6.501331017482575
MDEC-23,10.970602249279997
MDEC-33,2.1822472719434427
MDEN-23,0.4999999999999999
MINaaCH,1.6874364606953893
MINaasC,0.29155118837658556
MINaasN,2.173469387755102
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1607142857142858
SM1_Dzi,0.5367328615238046
SM1_Dzm,1.1596246384960072
SM1_Dzp,-1.6945199696683053
SM1_Dzv,-0.8800648593734153
SddssSe,0
SpAD_Dt,221.74197847347097
SpAbs_A,19.68463039735302
SpAbs_D,101.66074902120387
SpMAD_A,1.312308693156868
SpMAD_D,6.7773832680802615
SpMax_A,2.434460664149867
SpMax_D,50.83037451060197
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,63.349999999999994
TpiPC10,7.996803750632648
VAdjMat,5.087462841250339
VE1_DzZ,3.822136804142892
VE1_Dzi,3.807682374780108
VE1_Dzm,3.822125099851222
VE1_Dzp,3.7985280634333045
VE1_Dzv,3.8068699833638275
VE2_DzZ,0.2548091202761928
VE2_Dzi,0.2538454916520072
VE2_Dzm,0.25480833999008146
VE2_Dzp,0.25323520422888696
VE2_Dzv,0.25379133222425515
VE3_DzZ,1.7462747471482698
VE3_Dzi,1.7424858115742619
VE3_Dzm,1.7462716849058149
VE3_Dzp,1.7400787480723676
VE3_Dzv,1.7422724329326416
VR1_DzZ,69.71124930360743
VR1_Dzi,70.59999402150736
VR1_Dzm,69.71161895638363
VR1_Dzp,70.88093423241953
VR1_Dzv,70.58444997420116
VR2_DzZ,4.647416620240495
VR2_Dzi,4.7066662681004905
VR2_Dzm,4.647441263758909
VR2_Dzp,4.7253956154946355
VR2_Dzv,4.705629998280077
VR3_DzZ,4.649826808886244
VR3_Dzi,4.662495167926158
VR3_Dzm,4.649832111499521
VR3_Dzp,4.666466594798088
VR3_Dzv,4.662274973024665
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.16579815283577284
Xch-6dv,0.23827347316382788
Xch-7dv,0.24079822054777714
Xpc-4dv,0.9713241366947112
Xpc-5dv,1.39465708824724
Xpc-6dv,1.4573062645649901
Zagreb1,82.0
Zagreb2,97.0
fragCpx,79.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,0
nBondsM,11
nBondsO,17
nBondsS,16
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,4
naHRing,1
AATS0are,6.1681360000000005
AATS1are,6.399074074074075
AATS2are,6.308544444444446
AATS3are,6.066283018867924
AATS4are,6.0696
AATS5are,5.9346
AATS6are,6.090857142857142
AATS7are,5.940555555555556
AATS8are,5.607000000000001
AATSC0dv,3.5904
AATSC0pe,0.09583199999999996
AATSC0se,0.059941119999999966
AATSC1dv,0.865073251028807
AATSC1pe,-0.005568444444444481
AATSC1se,-0.006885444444444384
AATSC2dv,0.1362172839506175
AATSC2pe,0.0025911111111110883
AATSC2se,0.0022353333333333747
AATSC3dv,-0.6617626834381551
AATSC3pe,-0.011622867924528296
AATSC3se,-0.008043377358490566
AATSC4dv,-0.8030419753086419
AATSC4pe,-0.024579111111111104
AATSC4se,-0.013361666666666662
AATSC5dv,-0.1884952380952382
AATSC5pe,0.0006651428571428562
AATSC5se,-0.0019358000000000378
AATSC6dv,-0.40563809523809524
AATSC6pe,0.008243857142857148
AATSC6se,0.00840300000000001
AATSC7dv,0.15824197530864173
AATSC7pe,0.007853777777777807
AATSC7se,0.00851577777777776
AATSC8dv,0.3174787878787875
AATSC8pe,0.02580963636363639
AATSC8se,0.01722204545454534
AETA_eta,0.6192209338890593
ATSC0are,2.5195439999999985
ATSC1are,-0.19977152000000004
ATSC2are,0.059816799999999816
ATSC3are,-0.6006492799999997
ATSC4are,-1.1108351999999995
ATSC5are,-0.07962560000000002
ATSC6are,0.40979072000000016
ATSC7are,0.40129247999999995
ATSC8are,0.3920412799999995
BCUTZ-1h,16.00200262505121
BCUTZ-1l,5.6913721599179645
BCUTc-1h,0.37623177218770726
BCUTc-1l,-0.4313415408965937
BCUTd-1h,3.1889574642465885
BCUTd-1l,0.9938489952790177
BCUTi-1h,14.557724908040447
BCUTi-1l,10.338124766224416
BCUTm-1h,32.060998491410814
BCUTm-1l,11.703101034308567
BCUTp-1h,2.91635257629403
BCUTp-1l,0.7874902885080926
BCUTs-1h,6.0028053008622795
BCUTs-1l,0.6267722895592219
BCUTv-1h,24.434226006099777
BCUTv-1l,14.708161642446877
BalabanJ,1.556766735884689
Diameter,9
ETA_beta,20.5
GATS1are,0.905225531110215
GATS2are,0.8195027883352437
GATS3are,1.0143434759892762
GATS4are,1.2501944796359976
GATS5are,0.8164062340532369
GATS6are,0.7188375583609007
GATS7are,0.8679877522811007
GATS8are,0.7989540964555493
HybRatio,0.18181818181818182
Lipinski,True
LogEE_Dt,110.8709892367355
MATS1are,-0.07341551869291815
MATS2are,0.013189511894039347
MATS3are,-0.11245095623472808
MATS4are,-0.24493744370674486
MATS5are,-0.02257369927710277
MATS6are,0.14521856789505236
MATS7are,0.14747395207668978
MATS8are,0.17681828717635184
MAXssCH2,1.123205519862266
MINssCH2,1.0467098922902494
NsssssAs,0
RotRatio,0.058823529411764705
SM1_Dzpe,0.5927172582619341
SM1_Dzse,0.6003768906027296
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,11.701192887733281
SMR_VSA6,5.752853606746789
SMR_VSA7,30.462311845459517
SMR_VSA8,0.0
SMR_VSA9,17.00689131982936
SpAD_DzZ,69.02628030962026
SpAD_Dzi,74.4808608363527
SpAD_Dzm,69.03396451275012
SpAD_Dzp,91.00676273958561
SpAD_Dzv,86.41845406918789
SpAbs_Dt,221.74197847347097
SpDiam_A,4.697312110799812
SpDiam_D,78.30702327936488
SpMAD_Dt,14.782798564898064
SpMax_Dt,110.8709892367355
SsssssAs,0
VE1_Dzpe,3.8104495809225796
VE1_Dzse,3.8118811534647272
VE2_Dzpe,0.2540299720615053
VE2_Dzse,0.25412541023098184
VE3_Dzpe,1.7432122905274399
VE3_Dzse,1.7435879164636177
VMcGowan,153.94999999999985
VR1_Dzpe,70.42497779927785
VR1_Dzse,70.35111758594276
VR2_Dzpe,4.694998519951857
VR2_Dzse,4.690074505729517
VR3_Dzpe,4.66001310663133
VR3_Dzse,4.6589637776254325
mZagreb1,3.805555555555556
mZagreb2,3.222222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,22
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.10078175999999994
AATSC1are,-0.007398945185185186
AATSC2are,0.0013292622222222182
AATSC3are,-0.011333005283018862
AATSC4are,-0.024685226666666654
AATSC5are,-0.0022750171428571435
AATSC6are,0.014635382857142862
AATSC7are,0.014862684444444442
AATSC8are,0.017820058181818157
AETA_beta,1.3666666666666667
BCUTdv-1h,5.06368286413689
BCUTdv-1l,0.6561999557061351
BCUTpe-1h,3.45433540086681
BCUTpe-1l,2.240038208050711
BCUTse-1h,3.6680220708754163
BCUTse-1l,2.4359541614521896
ETA_alpha,7.466666666666666
ETA_dBeta,0.5
ETA_eta_B,0.08771372187817228
ETA_eta_F,10.558867878671292
ETA_eta_L,3.649422809490781
ETA_eta_R,19.84718188700718
ETA_psi_1,0.6054054054054054
LabuteASA,91.76867406694237
LogEE_DzZ,34.48269235053392
LogEE_Dzi,37.276212608944604
LogEE_Dzm,34.48602232146252
LogEE_Dzp,45.150716299613904
LogEE_Dzv,43.03321406271925
PEOE_VSA1,9.67362704263206
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,11.761884949391115
PEOE_VSA7,24.26546827384644
PEOE_VSA8,24.057905075969437
PEOE_VSA9,5.693927994848461
SM1_Dzare,0.632459626665853
SpAD_Dzpe,74.88244508472462
SpAD_Dzse,74.78753902033742
SpAbs_DzZ,68.17508983342978
SpAbs_Dzi,74.01569235636538
SpAbs_Dzm,68.18357311118638
SpAbs_Dzp,91.99595256889613
SpAbs_Dzv,86.94649298481193
SpDiam_Dt,156.60316155896464
SpMAD_DzZ,4.601752020641351
SpMAD_Dzi,4.965390722423513
SpMAD_Dzm,4.602264300850008
SpMAD_Dzp,6.067117515972374
SpMAD_Dzv,5.761230271279192
SpMax_DzZ,34.48269235053391
SpMax_Dzi,37.276212608944604
SpMax_Dzm,34.486022321462514
SpMax_Dzp,45.150716299613904
SpMax_Dzv,43.03321406271925
VE1_Dzare,3.8104948308602644
VE2_Dzare,0.25403298872401764
VE3_Dzare,1.7432241656797152
VR1_Dzare,70.42834887309553
VR2_Dzare,4.695223258206369
VR3_Dzare,4.660060973073649
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4977777777777777
AETA_dBeta,0.03333333333333333
AETA_eta_B,0.005847581458544819
AETA_eta_F,0.7039245252447528
AETA_eta_L,0.24329485396605208
AETA_eta_R,1.323145459133812
BCUTare-1h,3.512627562184683
BCUTare-1l,2.1903183608158714
ETA_beta_s,10.0
ETA_dPsi_A,0.10859459459459453
ETA_dPsi_B,0.0
ETA_eta_BR,0.3457137218781723
ETA_eta_FL,3.6770770310041416
ETA_eta_RL,7.326499840494923
LogEE_Dzpe,37.480737026246445
LogEE_Dzse,37.433794636208894
PEOE_VSA10,5.749511833283905
PEOE_VSA11,5.156436481820707
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,20.410459170326057
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,35.61874832728022
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,74.43765517221131
SpAbs_Dzpe,74.36875679423093
SpAbs_Dzse,74.26721238181506
SpDiam_DzZ,53.70155800257988
SpDiam_Dzi,57.07974527410429
SpDiam_Dzm,53.706546622579765
SpDiam_Dzp,68.8780053211115
SpDiam_Dzv,65.7159686544519
SpMAD_Dzpe,4.992163005648308
SpMAD_Dzse,4.985835934689161
SpMax_Dzpe,37.480737026246445
SpMax_Dzse,37.433794636208894
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,15
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.023047581458544818
AETA_eta_FL,0.24513846873360945
AETA_eta_RL,0.4884333226996615
DetourIndex,818
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,5.749511833283905
EState_VSA4,28.71142598102553
EState_VSA5,0.0
EState_VSA6,23.894619086314336
EState_VSA7,12.13273413692322
EState_VSA8,15.74792174035164
EState_VSA9,0.0
ETA_beta_ns,10.5
ETA_shape_p,0.044642857142857144
ETA_shape_x,0.0
ETA_shape_y,0.32142857142857145
GhoseFilter,True
LogEE_Dzare,37.26099156121671
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,73.88952349576758
SpDiam_Dzpe,57.61590319030326
SpDiam_Dzse,57.582471087464455
SpMAD_Dzare,4.9625103448140875
SpMax_Dzare,37.26099156121671
TopoPSA(NO),38.05
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.173469387755102
VSA_EState9,28.537539866255145
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7
EState_VSA10,5.106527394840706
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0022222222222222734
FilterItLogS,-2.2640808849581635
SpDiam_Dzare,57.24002616252662
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6133333333333336
ETA_epsilon_2,0.8222222222222222
ETA_epsilon_3,0.4463414634146345
ETA_epsilon_4,0.5373737373737377
ETA_epsilon_5,0.7895833333333333
AETA_beta_ns_d,0.03333333333333333
ETA_dEpsilon_A,0.16699186991869913
ETA_dEpsilon_B,0.0759595959595959
ETA_dEpsilon_C,-0.09103227395910324
ETA_dEpsilon_D,0.032638888888888884
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.9333333333333333
MDEDescriptor,"0.0,0.0,0.0,0.0,6.501331017482575,10.970602249279997,0.0,2.1822472719434427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,31.929930000000002
BCUTDescriptor,"11.850000000000003,31.97207172590275,-0.36044400020084055,0.17912030893166012,4.8036719135672215,10.280909017389886"
BPolDescriptor,16.512069999999998
TPSADescriptor,63.349999999999994
ALOGPDescriptor,"2.5499,6.50199001,61.9628"
XLogPDescriptor,2.6010000000000004
VAdjMaDescriptor,5.08746284125034
WeightDescriptor,218.05138402
ChiPathDescriptor,"10.25071237662706,7.3264998404949235,6.702499056019101,5.754674484996897,4.750365589518102,3.536173859604001,2.52552873093748,1.6629785484393949,8.86735056621269,5.80729402588488,4.5595192856967355,3.4370318791201635,2.624166869236003,1.5307361468738232,0.9556784835617808,0.6167030354259082"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.44163831904350986,0.5880688732907025,0.0,0.0,0.16579815283577282,0.2382734731638279,0.24079822054777716"
AtomCountDescriptor,25
BondCountDescriptor,17
SmallRingDescriptor,"3,2,2,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"0.9553418012614795,0.0,0.16666666666666666,0.0,0.4361802350768032,0.0,0.07151657414559676,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,6,1,2,0,0,0"
ZagrebIndexDescriptor,82.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"31.12728063798371,2.075152042532247,12.197693564153035,2.524394350685339,6.603063356281993"
FractionalPSADescriptor,0.29052785096832695
WienerNumbersDescriptor,"369.0,19.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.2073620322967082,3.268645240350245,3.826362189783334,0.9713241366947111,1.39465708824724,1.3025986412792008"
FractionalCSP3Descriptor,0.18181818181818182
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"10.173010380622838,4.107638888888889,1.96875"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,519.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.18181818181818182
AutocorrelationDescriptorMass,"22.62218267654392,21.50257205214076,31.58558773486067,23.834664029273323,15.666604914407332"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.20942560937393878,-0.14127407094588879,0.07026063233640956,-0.03492034462424595,0.0077908206374107045"
EccentricConnectivityIndexDescriptor,231
AutocorrelationDescriptorPolarizability,"1069.0659447275582,1264.6790049534152,1777.046991517075,1348.0206083576045,939.3758952471317"
