DLiP-ID,J000MS
AATSC4Z,-0.3551924865724488
AATSC4c,-0.004369211291235173
AATSC4d,-0.013727608245566653
AATSC4i,-0.28592928372059456
AATSC4m,-1.410099866187844
AATSC4p,0.001972507013802997
AATSC4s,-0.5930720586911514
AATSC4v,2.4250578522781545
AATSC5Z,0.8822601064844522
AATSC5c,0.004524731479952767
AATSC5d,-0.04911898857113127
AATSC5i,0.21419488716317475
AATSC5m,4.223906059558614
AATSC5p,-0.01779664660996827
AATSC5s,0.2999350610560961
AATSC5v,-0.10825010445675468
AATSC6Z,-1.3015398168370438
AATSC6c,-0.00011934167835059726
AATSC6d,-0.001280121863930843
AATSC6i,-0.2335267939139543
AATSC6m,-6.423423798080616
AATSC6p,-0.03756743751229259
AATSC6s,-0.7425398871902168
AATSC6v,-7.951867960958832
AATSC7Z,1.4979664318038612
AATSC7c,-0.003872142539803275
AATSC7d,-0.0007876496534341539
AATSC7i,-0.1306053260031231
AATSC7m,7.4112234664766685
AATSC7p,0.005329083582383269
AATSC7s,0.6597655827334467
AATSC7v,4.486762438256663
AATSC8Z,1.7683650591286761
AATSC8c,-0.00044310410032658357
AATSC8d,-0.09397942585835493
AATSC8i,-0.36155229189761956
AATSC8m,8.679681041249358
AATSC8p,-0.0004419323364695178
AATSC8s,0.6809029762166436
AATSC8v,3.5768538660468536
ATS0are,334.7295999999999
ATS1are,328.16900000000004
ATS2are,562.047
ATS3are,713.584
ATS4are,848.2599
ATS5are,744.2629
ATS6are,689.0929
ATS7are,645.1680000000002
ATS8are,581.4920000000001
ATSC0dv,244.60869565217385
ATSC0pe,11.648965217391307
ATSC0se,8.146147478260868
ATSC1dv,49.88657844990549
ATSC1pe,0.029184120982987286
ATSC1se,0.11190767485822671
ATSC2dv,64.76748582230621
ATSC2pe,6.554321361058601
ATSC2se,4.560776559546313
ATSC3dv,-51.79395085066162
ATSC3pe,-1.1340676748582195
ATSC3se,-0.611532710775039
ATSC4dv,-28.62381852551984
ATSC4pe,-4.867082986767482
ATSC4se,-3.9335279621928096
ATSC5dv,42.68809073724008
ATSC5pe,2.307904158790172
ATSC5se,0.7526430623818571
ATSC6dv,-33.623818525519845
ATSC6pe,-3.5631090737240028
ATSC6se,-2.4538623969754183
ATSC7dv,120.42911153119093
ATSC7pe,3.8962139886578484
ATSC7se,2.2055768620037925
ATSC8dv,12.514177693761825
ATSC8pe,4.303004158790172
ATSC8se,2.567296801512293
AXp-0dv,0.5159969094892924
AXp-1dv,0.26851678446796495
AXp-2dv,0.14177685583391642
AXp-3dv,0.07530061812236416
AXp-4dv,0.04004620372419366
AXp-5dv,0.021627696443614244
AXp-6dv,0.011468735706145306
AXp-7dv,0.005957277571982559
BertzCT,1225.3684913252546
ECIndex,800
ETA_eta,25.21557719344998
GATS1dv,0.39476315321720595
GATS1pe,0.5454601980881301
GATS1se,0.5750317880324032
GATS2dv,0.601343094560967
GATS2pe,0.44382536590299854
GATS2se,0.4666349504651417
GATS3dv,0.8434726908088458
GATS3pe,0.7174710075400512
GATS3se,0.7277229751935312
GATS4dv,1.0322609313899753
GATS4pe,1.048745819344495
GATS4se,1.0503427743839258
GATS5dv,0.8995831933650125
GATS5pe,0.8413073529579849
GATS5se,0.8717892902617229
GATS6dv,1.0144992562271564
GATS6pe,1.0169601985673589
GATS6se,1.019141408346397
GATS7dv,0.7665303945965164
GATS7pe,0.666549645523146
GATS7se,0.6701396430895237
GATS8dv,0.982941533908184
GATS8pe,0.7321875020669089
GATS8se,0.7448011487873658
LogEE_A,4.358256973463639
LogEE_D,194.80783294216718
MATS1dv,0.1954467353951891
MATS1pe,0.002400909902303985
MATS1se,0.01316510109332849
MATS2dv,0.1522484891574831
MATS2pe,0.32352528420139565
MATS2se,0.32192475384683306
MATS3dv,-0.09188806685939273
MATS3pe,-0.042247750482345435
MATS3se,-0.03257762279390463
MATS4dv,-0.04272115292378357
MATS4pe,-0.1525347130357016
MATS4se,-0.17628577125464268
MATS5dv,0.07364888443889285
MATS5pe,0.08361067989289318
MATS5se,0.038991337087528666
MATS6dv,-0.0613897335187876
MATS6pe,-0.136603672625601
MATS6se,-0.1345298147615344
MATS7dv,0.22876112709031304
MATS7pe,0.15540968846170064
MATS7se,0.12580345423047684
MATS8dv,0.02736464421828887
MATS8pe,0.19758037153341065
MATS8se,0.1685711275900381
MAXaaCH,1.5759331495501574
MAXaaaC,0.5244497797843761
MAXaasC,-0.11477958737796068
MAXaasN,1.49857296466694
MAXddsN,-0.5484374618927399
MAXdssC,-0.9638020177206685
MAXsCH3,1.188367150100781
MAXssNH,2.229556332149225
MDEC-12,2.024643790007419
MDEC-13,1.5052294597734053
MDEC-14,0.7559289460184545
MDEC-22,9.469952826891795
MDEC-23,17.690166746279285
MDEC-24,4.194581250034137
MDEC-33,4.617464022019029
MDEC-34,3.5619752022926945
MDEC-44,0.16666666666666669
MDEN-12,0.16666666666666669
MDEN-13,0.16329931618554522
MDEN-23,0.33333333333333337
MDEN-33,0.19999999999999996
MDEO-11,0.9932194267794947
MINaaCH,0.6217493755668775
MINaaaC,0.5206661521632665
MINaasC,-1.203295573014673
MINaasN,1.49857296466694
MINddsN,-0.5484374618927399
MINdssC,-0.9638020177206685
MINsCH3,1.188367150100781
MINssNH,2.229556332149225
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.571428571428572
SM1_Dzi,2.65464466589342
SM1_Dzm,2.670429949075939
SM1_Dzp,-12.396518333674543
SM1_Dzv,-4.5132554211079405
SddssSe,0
SpAD_Dt,615.6885476787938
SpAbs_A,37.771237490201706
SpAbs_D,389.6156658843344
SpMAD_A,1.2184270158129582
SpMAD_D,12.568247286591431
SpMax_A,2.4603486066381657
SpMax_D,194.80783294216718
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,121.19
TpiPC10,8.699344811896834
VAdjMat,6.044394119358453
VE1_DzZ,5.496136192880191
VE1_Dzi,5.495416758817055
VE1_Dzm,5.496539883192024
VE1_Dzp,5.455728269102963
VE1_Dzv,5.483108851519245
VE2_DzZ,0.177294715899361
VE2_Dzi,0.17727150834893726
VE2_Dzm,0.17730773816748463
VE2_Dzp,0.17599123448719234
VE2_Dzv,0.17687447908126597
VE3_DzZ,2.835447446468056
VE3_Dzi,2.835316539749538
VE3_Dzm,2.835520893608538
VE3_Dzp,2.8280682267419555
VE3_Dzv,2.8330743602636903
VR1_DzZ,196.10691945927186
VR1_Dzi,196.3764584761906
VR1_Dzm,196.03019410963816
VR1_Dzp,201.83148963117108
VR1_Dzv,198.19608727033398
VR2_DzZ,6.326029659976512
VR2_Dzi,6.33472446697389
VR2_Dzm,6.323554648698005
VR2_Dzp,6.510693213908745
VR2_Dzv,6.393422170010774
VR3_DzZ,6.410062129431784
VR3_Dzi,6.411435635034548
VR3_Dzm,6.409670810436678
VR3_Dzp,6.438835250999045
VR3_Dzv,6.420658991871914
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.11749798455839885
Xch-7dv,0.1519683731068296
Xpc-4dv,2.015128438721154
Xpc-5dv,2.372702884640736
Xpc-6dv,2.8374031443978907
Zagreb1,166.0
Zagreb2,195.0
fragCpx,159.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,19
nBondsO,33
nBondsS,29
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,11
naHRing,1
AATS0are,7.276730434782606
AATS1are,6.836854166666668
AATS2are,7.0255875
AATS3are,6.731924528301886
AATS4are,6.732221428571429
AATS5are,6.828099999999999
AATS6are,6.690222330097087
AATS7are,6.516848484848487
AATS8are,6.761534883720931
AATSC0dv,5.317580340264649
AATSC0pe,0.2532383742911154
AATSC0se,0.17709016257088844
AATSC1dv,1.0393037177063644
AATSC1pe,0.0006080025204789018
AATSC1se,0.0023314098928797233
AATSC2dv,0.8095935727788277
AATSC2pe,0.0819290170132325
AATSC2se,0.05700970699432891
AATSC3dv,-0.4886221778364304
AATSC3pe,-0.010698751649605844
AATSC3se,-0.0057691765167456515
AATSC4dv,-0.22717316290095113
AATSC4pe,-0.038627642752122875
AATSC4se,-0.031218475890419123
AATSC5dv,0.39163385997467964
AATSC5pe,0.021173432649451117
AATSC5se,0.006904982223686762
AATSC6dv,-0.3264448400535907
AATSC6pe,-0.03459329197790294
AATSC6se,-0.023823906766751633
AATSC7dv,1.2164556720322315
AATSC7pe,0.03935569685512978
AATSC7se,0.02227855416165447
AATSC8dv,0.1455136941135096
AATSC8pe,0.050034932078955485
AATSC8se,0.029852288389677822
AETA_eta,0.8134057159177414
ATSC0are,13.388373913043472
ATSC1are,0.07767069943289365
ATSC2are,7.704254064272205
ATSC3are,-1.1937833648393137
ATSC4are,-5.962558979206043
ATSC5are,2.4444835538752363
ATSC6are,-3.9303372400756085
ATSC7are,4.101251795841217
ATSC8are,4.5994965973534985
BCUTZ-1h,9.014110200539927
BCUTZ-1l,5.678705803234406
BCUTc-1h,0.5072185980268513
BCUTc-1l,-0.4581601757212835
BCUTd-1h,4.024234966178325
BCUTd-1l,0.9113042458746758
BCUTi-1h,17.43070460581858
BCUTi-1l,10.940369665541303
BCUTm-1h,19.00561121780174
BCUTm-1l,11.690656478155823
BCUTp-1h,2.010495835920858
BCUTp-1l,0.5269559760955033
BCUTs-1h,8.007942035442266
BCUTs-1l,1.179372028732474
BCUTv-1h,20.91037199427452
BCUTv-1l,13.30278058787101
BalabanJ,1.5490555472721974
Diameter,16
ETA_beta,41.0
GATS1are,0.5581218300693074
GATS2are,0.4506974699983049
GATS3are,0.7120194790482147
GATS4are,1.0455179848725709
GATS5are,0.839547385285975
GATS6are,1.0000652551069855
GATS7are,0.65419208028581
GATS8are,0.7329969040038649
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,307.844273839397
MATS1are,0.005559631122741464
MATS2are,0.33088006920995033
MATS3are,-0.03869453716158086
MATS4are,-0.16258936750011735
MATS5are,0.07705318953181865
MATS6are,-0.13110600693863841
MATS7are,0.14233484663182622
MATS8are,0.18375613576205582
MAXssCH2,-0.26135774911816534
MAXssssC,-2.027757188523557
MINssCH2,-0.26135774911816534
MINssssC,-4.790688663748885
NsssssAs,0
RotRatio,0.15151515151515152
SM1_Dzpe,2.7575100102716767
SM1_Dzse,2.4955311733240926
SMR_VSA1,27.995620770754662
SMR_VSA2,5.261891554738487
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,25.24584293403036
SMR_VSA6,5.316788604006331
SMR_VSA7,69.90263430300391
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,301.07859352850875
SpAD_Dzi,291.1330374555307
SpAD_Dzm,300.6708306195908
SpAD_Dzp,444.89578703259957
SpAD_Dzv,383.2126319257337
SpAbs_Dt,615.6885476787938
SpDiam_A,4.873549134015795
SpDiam_D,297.22581007287806
SpMAD_Dt,19.860920892864318
SpMax_Dt,307.844273839397
SsssssAs,0
VE1_Dzpe,5.496301560675636
VE1_Dzse,5.495918487437741
VE2_Dzpe,0.17730005034437535
VE2_Dzse,0.17728769314315296
VE3_Dzpe,2.8354775340244593
VE3_Dzse,2.835407835048934
VMcGowan,281.4600000000005
VR1_Dzpe,196.07678396918718
VR1_Dzse,196.14788190962508
VR2_Dzpe,6.3250575473931345
VR2_Dzse,6.327351029342744
VR3_Dzpe,6.409908448950517
VR3_Dzse,6.410270985768834
mZagreb1,12.875
mZagreb2,6.569444444444444
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,38
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.29105160680529285
AATSC1are,0.0016181395715186176
AATSC2are,0.09630317580340256
AATSC3are,-0.011262107215465224
AATSC4are,-0.04732189666036542
AATSC5are,0.02242645462270859
AATSC6are,-0.038158613981316584
AATSC7are,0.04142678581657795
AATSC8are,0.05348251857387789
AETA_beta,1.3225806451612903
BCUTdv-1h,7.014446898115067
BCUTdv-1l,0.9959526479086869
BCUTpe-1h,4.00718854704051
BCUTpe-1l,2.227083080311774
BCUTse-1h,4.030650211257055
BCUTse-1l,2.4228345258378314
ETA_alpha,13.790476190476193
ETA_dBeta,1.0
ETA_eta_B,0.9953429140073542
ETA_eta_F,38.09010456887729
ETA_eta_L,6.089705205673418
ETA_eta_R,63.30568176232727
ETA_psi_1,0.46417695143452503
LabuteASA,172.82672609988057
LogEE_DzZ,150.62224607301013
LogEE_Dzi,145.65215242666514
LogEE_Dzm,150.4215582113785
LogEE_Dzp,220.27173859663154
LogEE_Dzv,190.87837154010748
PEOE_VSA1,14.99041564663839
PEOE_VSA2,14.908855452837393
PEOE_VSA3,0.0
PEOE_VSA4,18.433136697762947
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,37.255572541998674
PEOE_VSA8,34.919888915300916
PEOE_VSA9,28.66419175091651
SM1_Dzare,3.0562598599462025
SpAD_Dzpe,298.2955879678068
SpAD_Dzse,301.6929790569195
SpAbs_DzZ,298.6730635745918
SpAbs_Dzi,288.64966018743684
SpAbs_Dzm,298.172686473681
SpAbs_Dzp,452.93999552693754
SpAbs_Dzv,386.26999850132296
SpDiam_Dt,446.55241954600683
SpMAD_DzZ,9.712212694468024
SpMAD_Dzi,9.39138830501712
SpMAD_Dzm,9.699059052244865
SpMAD_Dzp,14.351477001051599
SpMAD_Dzv,12.361697804055927
SpMax_DzZ,150.62224607301013
SpMax_Dzi,145.65215242666514
SpMax_Dzm,150.4215582113785
SpMax_Dzp,220.27173859663154
SpMax_Dzv,190.87837154010748
VE1_Dzare,5.496500449129653
VE2_Dzare,0.17730646610095654
VE3_Dzare,2.835513719239814
VR1_Dzare,196.02153334910244
VR2_Dzare,6.323275269325885
VR3_Dzare,6.409626628713041
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.44485407066052235
AETA_dBeta,0.03225806451612903
AETA_eta_B,0.032107835935721106
AETA_eta_F,1.2287130506089448
AETA_eta_L,0.19644210340881993
AETA_eta_R,2.042118766526686
BCUTare-1h,4.12456233759262
BCUTare-1l,2.1774873598051667
ETA_beta_s,20.0
ETA_dPsi_A,0.24982304856547494
ETA_dPsi_B,0.0
ETA_eta_BR,1.2533429140073542
ETA_eta_FL,8.329165442692323
ETA_eta_RL,14.418870648365742
LogEE_Dzpe,149.23674591971866
LogEE_Dzse,150.92699053405087
PEOE_VSA10,0.0
PEOE_VSA11,5.601050810983688
PEOE_VSA12,0.0
PEOE_VSA13,11.594566004035068
SlogP_VSA1,5.316788604006331
SlogP_VSA2,26.105168631784924
SlogP_VSA3,17.51559210742787
SlogP_VSA4,21.44543113629633
SlogP_VSA5,18.050640183084614
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,294.4635807729262
SpAbs_Dzpe,295.7159818291657
SpAbs_Dzse,299.35844989477755
SpDiam_DzZ,233.607927975262
SpDiam_Dzi,225.10447152609444
SpDiam_Dzm,233.40706112187976
SpDiam_Dzp,333.55800273100215
SpDiam_Dzv,294.5224110906836
SpMAD_Dzpe,9.622438321542155
SpMAD_Dzse,9.732031582481275
SpMax_Dzpe,149.23674591971866
SpMax_Dzse,150.92699053405087
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6451612903225806
AETA_eta_BR,0.040430416580882395
AETA_eta_FL,0.2686827562158814
AETA_eta_RL,0.46512485962470135
DetourIndex,4625
EState_VSA1,33.73474308999033
EState_VSA2,17.9195289552797
EState_VSA3,16.969292000542666
EState_VSA4,12.13273413692322
EState_VSA5,41.95600293727216
EState_VSA6,6.06636706846161
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,5.261891554738487
ETA_beta_ns,21.0
ETA_shape_p,0.22410220994475127
ETA_shape_x,0.07251381215469611
ETA_shape_y,0.3118093922651933
GhoseFilter,True
LogEE_Dzare,147.3303794142033
SlogP_VSA10,24.546017692391587
SlogP_VSA11,0.0
SpAbs_Dzare,291.6044989684603
SpDiam_Dzpe,231.4187294194753
SpDiam_Dzse,234.0339981726011
SpMAD_Dzare,9.498825186223426
SpMax_Dzare,147.3303794142033
TopoPSA(NO),121.19
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,40.818881060256786
VSA_EState9,58.847785606409914
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6774193548387096
EState_VSA10,33.18662799070256
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.055145929339477644
FilterItLogS,-4.902808986865511
SpDiam_Dzare,228.4369276190971
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7436853002070387
ETA_epsilon_2,0.9583717357910903
ETA_epsilon_3,0.4393258426966286
ETA_epsilon_4,0.640158730158729
ETA_epsilon_5,0.9184704184704182
AETA_beta_ns_d,0.03225806451612903
ETA_dEpsilon_A,0.3043594575104101
ETA_dEpsilon_B,0.10352657004830967
ETA_dEpsilon_C,-0.20083288746210043
ETA_dEpsilon_D,0.039901317320672036
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6129032258064516
MDEDescriptor,"0.0,2.024643790007419,1.5052294597734053,0.7559289460184545,9.469952826891795,17.690166746279285,4.194581250034137,4.617464022019029,3.5619752022926945,0.16666666666666669,0.9932194267794947,0.0,0.0,0.0,0.16666666666666669,0.16329931618554522,0.0,0.33333333333333337,0.19999999999999996"
APolDescriptor,54.48089499999999
BCUTDescriptor,"11.850000000000005,19.000418275648766,-0.37913205042284087,0.41803452209992636,3.775439453124996,10.173360010423172"
BPolDescriptor,25.521104999999995
TPSADescriptor,121.19
ALOGPDescriptor,"4.389499999999999,19.267710249999993,98.331"
XLogPDescriptor,3.261
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,432.10453974000006
ChiPathDescriptor,"22.974327015758657,14.418870648365743,14.727892838133512,11.086338259601613,8.557166010328354,6.951694008516199,4.610855709150355,3.502597878690961,15.825046502345385,8.860176030894387,7.079048649012957,4.672756000769177,3.1005435680917417,2.071315362935652,1.1637866843751659,0.6900809332227211"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.34020690871988585,0.5226801689690168,0.0,0.0,0.037267799624996496,0.11749798455839883,0.1569505879347067"
AtomCountDescriptor,46
BondCountDescriptor,33
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"4.078684403585964,0.49279927982674443,1.208027665673518,0.2621886974951644,1.2956144540090457,0.09255567268311046,0.1746752956831848,0.020034178649126003"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,2,10,3,3,0,1,0"
ZagrebIndexDescriptor,166.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"61.839011714576145,1.9948068295024564,29.044233137515956,9.843114539633024,12.046892402184058"
FractionalPSADescriptor,0.2804645377549626
WienerNumbersDescriptor,"2919.0,51.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"7.209714303490977,9.630481102045673,13.4739566132904,1.990367448289181,2.377109069093693,2.6492368538402196"
FractionalCSP3Descriptor,0.2
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,8,0,0,1,1,4,2,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.619834710743802,10.092,6.118626430801249"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1374.11
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"40.04392976439766,37.679736015236934,61.233789578910795,60.690929936918344,58.46779116170606"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.7456950533846255,-0.30296083909493887,-0.04736312470732781,0.03417135430723877,-0.1707798804329184"
EccentricConnectivityIndexDescriptor,800
AutocorrelationDescriptorPolarizability,"1803.5333044033564,2148.2025066405986,3096.52217408875,3046.153587570708,2712.5911895567374"
