DLiP-ID,T001IU
AATSC4c,-0.0023052740526078126
AATSC4d,-0.010189433223763244
AATSC4i,-0.10757566374201327
AATSC4m,-3.8100860127909892
AATSC4p,-0.02212089865594125
AATSC4s,-0.18766149870801038
AATSC4v,-4.674109696418034
AATSC5Z,-0.17265054169816038
AATSC5c,0.0021937696080009898
AATSC5d,0.06638951877047113
AATSC5i,0.06998775397235327
AATSC5m,-0.7727586461955157
AATSC5p,0.0070953467445878556
AATSC5s,-0.13029100529100535
AATSC5v,0.41006722408567714
AATSC6Z,0.7942428823381209
AATSC6c,-0.001941485490065188
AATSC6d,0.017712270093222474
AATSC6i,-0.21603821887705596
AATSC6m,3.763010859700176
AATSC6p,-0.006276084698215079
AATSC6s,-0.003373015873015915
AATSC6v,2.011448527902722
AATSC7Z,0.25143546697431407
AATSC7c,0.0027839721540437543
AATSC7d,-0.03533304159870576
AATSC7i,0.10635008405749721
AATSC7m,1.2025568573948102
AATSC7p,0.002790224051268766
AATSC7s,-0.022904483430799257
AATSC7v,1.6488892450510573
AATSC8Z,-0.7162615533542852
AATSC8c,-0.0014572611031258454
AATSC8d,-0.06512975560594608
AATSC8i,-0.10970894517952393
AATSC8m,-3.367782648035432
AATSC8p,-0.021320814712778007
AATSC8s,-0.09868421052631578
AATSC8v,-3.7451496720088464
ATS0are,407.5544999999999
ATS1are,440.87800000000004
ATS2are,769.8749
ATS3are,996.2689999999998
ATS4are,1057.3349
ATS5are,1023.7629000000003
ATS6are,835.4820000000002
ATS7are,717.0428
ATS8are,723.483
ATSC0dv,272.98412698412704
ATSC0pe,9.216860317460316
ATSC0se,6.392843936507934
ATSC1dv,74.88989669942049
ATSC1pe,-0.029070496346673837
ATSC1se,-0.23702424993701574
ATSC2dv,42.029730410682774
ATSC2pe,3.3741155958679925
ATSC2se,3.0864615792391
ATSC3dv,-64.72134038800708
ATSC3pe,-1.1459763668430416
ATSC3se,-0.7198660599647158
ATSC4dv,-77.0677752582515
ATSC4pe,-2.7613361048123086
ATSC4se,-1.8815080171327678
ATSC5dv,5.8201058201058204
ATSC5pe,-0.8503370370370573
ATSC5se,-0.6234254814814679
ATSC6dv,38.73368606701939
ATSC6pe,0.7472754850087882
ATSC6se,-0.2010333192239665
ATSC7dv,-13.098261526832953
ATSC7pe,0.01721148904005873
ATSC7se,-0.2190890279667405
ATSC8dv,-78.87603930461076
ATSC8pe,-2.1595964474678713
ATSC8se,-1.6041127739984897
AXp-0dv,0.5431484998478122
AXp-1dv,0.29701693343781405
AXp-2dv,0.1607820088706604
AXp-3dv,0.09059753037165799
AXp-4dv,0.04977124315334821
AXp-5dv,0.02816299997326396
AXp-6dv,0.015150066175936377
AXp-7dv,0.00846128586217054
BertzCT,1261.096855928983
ECIndex,1384
ETA_eta,31.701334839817555
GATS1dv,0.491527130020325
GATS1pe,0.7145771968007888
GATS1se,0.7680819255661676
GATS2dv,0.7843319384792474
GATS2pe,0.6118340507307057
GATS2se,0.541321950001026
GATS3dv,0.9874757934441312
GATS3pe,0.8498291448445673
GATS3se,0.8104484461437903
GATS4dv,0.9989293644204164
GATS4pe,0.9765792120116136
GATS4se,0.9383777139954151
GATS5dv,0.9490347714850562
GATS5pe,0.9789479795653994
GATS5se,0.9624218689881936
GATS6dv,0.8849546458890566
GATS6pe,0.7872689405303115
GATS6se,0.7878670085793946
GATS7dv,0.9991262753930992
GATS7pe,0.9214657443101849
GATS7se,0.9025411693777393
GATS8dv,1.1266319217044818
GATS8pe,1.0991241415495328
GATS8se,1.107271851253347
LogEE_A,4.521318396110931
LogEE_D,304.83245032367375
MATS1dv,0.25795953364934815
MATS1pe,-0.002965754430952358
MATS1se,-0.034862973453092375
MATS2dv,0.08220112311049171
MATS2pe,0.1954499184913664
MATS2se,0.2577658116217175
MATS3dv,-0.09277367944705402
MATS3pe,-0.048652742843691865
MATS3se,-0.04406281803752246
MATS4dv,-0.1034064263827325
MATS4pe,-0.10973580861043121
MATS4se,-0.10780131864939965
MATS5dv,0.0079951157111292
MATS5pe,-0.03459707296255979
MATS5se,-0.03656972669400942
MATS6dv,0.06385044772647978
MATS6pe,0.036484654933624315
MATS6se,-0.014150977960553979
MATS7dv,-0.026516241178594805
MATS7pe,0.0010319796586506027
MATS7se,-0.018939225899739544
MATS8dv,-0.15967737986669198
MATS8pe,-0.1294867399034374
MATS8se,-0.13866807697931488
MAXaaCH,1.9659087312100427
MAXaaNH,2.5147464453839463
MAXaasC,1.0358781053749233
MAXdssC,-0.37242603208644076
MAXssNH,3.318827083203783
MAXsssN,2.176400647729876
MDEC-22,19.24756116282916
MDEC-23,26.559303319126215
MDEC-33,6.338417474424508
MDEN-22,0.6506976368304991
MDEN-23,0.5892007319044872
MDEN-33,0.19999999999999996
MDEO-11,0.5288370628131926
MDEO-12,0.8877505122372403
MDEO-22,0.09090909090909091
MINaaCH,1.8473976873575046
MINaaNH,2.5147464453839463
MINaasC,0.3826433915347187
MINdssC,-0.7212334206247093
MINssNH,3.318827083203783
MINsssN,1.6252681762779304
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.2142857142857144
SM1_Dzi,2.1650530425580468
SM1_Dzm,2.2080943670031
SM1_Dzp,-9.084674676944003
SM1_Dzv,-3.990590009565298
SddssSe,0
SpAD_Dt,836.4675396421546
SpAbs_A,47.35069542689084
SpAbs_D,609.6649006473476
SpMAD_A,1.3152970951914122
SpMAD_D,16.935136129092985
SpMax_A,2.4162894771484167
SpMax_D,304.83245032367375
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,141.0
TpiPC10,8.57011320884712
VAdjMat,6.321928094887363
VE1_DzZ,5.905336970348704
VE1_Dzi,5.903804411594287
VE1_Dzm,5.905343162488736
VE1_Dzp,5.907379615255584
VE1_Dzv,5.909886388422013
VE2_DzZ,0.16403713806524178
VE2_Dzi,0.1639945669887302
VE2_Dzm,0.16403731006913155
VE2_Dzp,0.164093878201544
VE2_Dzv,0.16416351078950037
VE3_DzZ,3.0567903587412664
VE3_Dzi,3.0565308040939887
VE3_Dzm,3.0567914073074727
VE3_Dzp,3.0571361970439863
VE3_Dzv,3.0575604530780383
VR1_DzZ,254.02305072207906
VR1_Dzi,254.28156368867488
VR1_Dzm,254.02292929817685
VR1_Dzp,254.575826855317
VR1_Dzv,253.91127829191245
VR2_DzZ,7.056195853391085
VR2_Dzi,7.0633767691298575
VR2_Dzm,7.0561924805049125
VR2_Dzp,7.071550745981027
VR2_Dzv,7.053091063664235
VR3_DzZ,6.818358859237317
VR3_Dzi,6.81937601698704
VR3_Dzm,6.818358381233723
VR3_Dzp,6.8205325814976945
VR3_Dzv,6.817918753398486
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.060089572854378416
Xch-6dv,0.20103384364677526
Xch-7dv,0.20699473077538824
Xpc-4dv,2.0203589614451123
Xpc-5dv,2.498695714653387
Xpc-6dv,2.848167110848806
Zagreb1,192.0
Zagreb2,225.0
fragCpx,340.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,40
nBondsS,47
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,11
naHRing,1
AATS0are,6.4691190476190465
AATS1are,6.580268656716418
AATS2are,6.524363559322034
AATS3are,6.188006211180123
AATS4are,6.147295930232558
AATS5are,6.093826785714287
AATS6are,5.967728571428573
AATS7are,6.289849122807018
AATS8are,6.346342105263157
AATSC0dv,4.333081380700429
AATSC0pe,0.14629937011841773
AATSC0se,0.10147371327790372
AATSC1dv,1.1177596522301565
AATSC1pe,-0.00043388800517423637
AATSC1se,-0.0035376753721942647
AATSC2dv,0.3561841560227354
AATSC2pe,0.028594199964982987
AATSC2se,0.026156454061348307
AATSC3dv,-0.4019959030310999
AATSC3pe,-0.007117865632565476
AATSC3se,-0.004471217763755998
AATSC4dv,-0.4480684608037878
AATSC4pe,-0.016054279679141328
AATSC4se,-0.010939000099609115
AATSC5dv,0.03464348702443941
AATSC5pe,-0.005061529982363437
AATSC5se,-0.003710865961199214
AATSC6dv,0.27666918619299563
AATSC6pe,0.005337682035777058
AATSC6se,-0.0014359522801711893
AATSC7dv,-0.11489703093713116
AATSC7pe,0.0001509779740356029
AATSC7se,-0.0019218335786556186
AATSC8dv,-0.6918950816193926
AATSC8pe,-0.018943828486560274
AATSC8se,-0.014071164684197278
AETA_eta,0.8805926344393765
ATSC0are,10.045571428571426
ATSC1are,-0.1682188208616645
ATSC2are,4.107575736961468
ATSC3are,-1.2167539682539812
ATSC4are,-3.0465569160997905
ATSC5are,-0.81793333333336
ATSC6are,0.4160079365078994
ATSC7are,-0.08806734693877759
ATSC8are,-2.489772108843531
BCUTZ-1h,8.046016285238444
BCUTZ-1l,5.689059462238787
BCUTc-1h,0.5640515867178221
BCUTc-1l,-0.472562414796445
BCUTd-1h,3.1686381163053303
BCUTd-1l,0.9726076959614002
BCUTi-1h,14.569166338816256
BCUTi-1l,10.949931551950776
BCUTm-1h,16.023690012563826
BCUTm-1l,11.700460221512765
BCUTp-1h,1.9931545646604087
BCUTp-1l,0.6990650756937009
BCUTs-1h,7.010473576067611
BCUTs-1l,1.2256923266088402
BCUTv-1h,20.89902089812429
BCUTv-1l,14.680711134004572
BalabanJ,0.9638620427563294
Diameter,23
ETA_beta,43.75
GATS1are,0.7425869698705663
GATS2are,0.5977669077552391
GATS3are,0.8395166869984422
GATS4are,0.9672707879077306
GATS5are,0.9622888195224617
GATS6are,0.7824988267751247
GATS7are,0.9232609015107341
GATS8are,1.1094999030732877
HybRatio,0.36
Lipinski,True
LogEE_Dt,418.2337698210773
MATS1are,-0.015745834600655494
MATS2are,0.2183079120550161
MATS3are,-0.04739612090739335
MATS4are,-0.11108278321020187
MATS5are,-0.03053335513872596
MATS6are,0.018635432813320488
MATS7are,-0.004844801247847332
MATS8are,-0.13696848422339966
MAXssCH2,0.7066176955757482
MAXsssCH,-0.26757046766690507
MINssCH2,0.452029603149386
MINsssCH,-0.2715723475109233
NsssssAs,0
RotRatio,0.2
SM1_Dzpe,2.358246634026928
SM1_Dzse,2.1922837668740542
SMR_VSA1,23.955559653757746
SMR_VSA2,0.0
SMR_VSA3,15.457430382078986
SMR_VSA4,5.917906046161393
SMR_VSA5,25.490366039512896
SMR_VSA6,35.97884508535126
SMR_VSA7,64.64498804569115
SMR_VSA8,0.0
SMR_VSA9,11.387855989696924
SpAD_DzZ,494.1300679254472
SpAD_Dzi,478.3507601111522
SpAD_Dzm,494.22388030055333
SpAD_Dzp,672.4520512330146
SpAD_Dzv,610.3796863669497
SpAbs_Dt,836.4675396421546
SpDiam_A,4.776067271841912
SpDiam_D,476.9910407692025
SpMAD_Dt,23.235209434504295
SpMax_Dt,418.2337698210773
SsssssAs,0
VE1_Dzpe,5.905016021179512
VE1_Dzse,5.9053817739388705
VE2_Dzpe,0.164028222810542
VE2_Dzse,0.16403838260941306
VE3_Dzpe,3.0567360082625803
VE3_Dzse,3.056797945678376
VMcGowan,350.9300000000013
VR1_Dzpe,254.0550716891238
VR1_Dzse,254.01882136847019
VR2_Dzpe,7.0570853246978835
VR2_Dzse,7.056078371346394
VR3_Dzpe,6.8184849066527615
VR3_Dzse,6.818342209611208
mZagreb1,10.333333333333334
mZagreb2,7.805555555555557
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,57
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15945351473922897
AATSC1are,-0.0025107286695770824
AATSC2are,0.03480996387255481
AATSC3are,-0.007557478063689324
AATSC4are,-0.017712540209882503
AATSC5are,-0.004868650793650953
AATSC6are,0.00297148526077071
AATSC7are,-0.0007725205871822596
AATSC8are,-0.02184010621792571
AETA_beta,1.2152777777777777
BCUTdv-1h,6.045499450747526
BCUTdv-1l,1.8878232011165554
BCUTpe-1h,3.538572244262433
BCUTpe-1l,2.2383560375496163
BCUTse-1h,3.7477759559947783
BCUTse-1l,2.434243800521598
ETA_alpha,16.500000000000004
ETA_dBeta,-5.75
ETA_eta_B,0.456683428742938
ETA_eta_F,35.741876660726696
ETA_eta_L,8.68457684855841
ETA_eta_R,67.44321150054425
ETA_psi_1,0.5188679245283023
LabuteASA,206.19514882051737
LogEE_DzZ,247.1265418992315
LogEE_Dzi,239.2355204178694
LogEE_Dzm,247.17327610491566
LogEE_Dzp,334.92143367126124
LogEE_Dzv,304.6355945710352
PEOE_VSA1,20.060088683497565
PEOE_VSA2,19.201520372842854
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,29.422131530971885
PEOE_VSA7,42.67056301139546
PEOE_VSA8,43.11724966471442
PEOE_VSA9,12.462662452073968
SM1_Dzare,2.6426244765006977
SpAD_Dzpe,490.005854226324
SpAD_Dzse,494.7204147389156
SpAbs_DzZ,492.06876384400664
SpAbs_Dzi,476.3845783880033
SpAbs_Dzm,492.1682669133814
SpAbs_Dzp,678.9275420194667
SpAbs_Dzv,613.261779151636
SpDiam_Dt,613.3172307448446
SpMAD_DzZ,13.72583522015131
SpMAD_Dzi,13.287521114198674
SpMAD_Dzm,13.728441119459815
SpMAD_Dzp,18.679223645361517
SpMAD_Dzv,16.954991287970827
SpMax_DzZ,247.1265418992315
SpMax_Dzi,239.2355204178694
SpMax_Dzm,247.17327610491566
SpMax_Dzp,334.92143367126124
SpMax_Dzv,304.6355945710352
VE1_Dzare,5.904569124885482
VE2_Dzare,0.16401580902459673
VE3_Dzare,3.056660324605836
VR1_Dzare,254.08615265425308
VR2_Dzare,7.057948684840364
VR3_Dzare,6.818607238648982
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4583333333333334
AETA_dBeta,-0.1597222222222222
AETA_eta_B,0.012685650798414945
AETA_eta_F,0.9928299072424083
AETA_eta_L,0.24123824579328915
AETA_eta_R,1.8734225416817847
BCUTare-1h,3.5903236189993613
BCUTare-1l,2.1885341627782045
ETA_beta_s,24.75
ETA_dPsi_A,0.19513207547169764
ETA_dPsi_B,0.0
ETA_eta_BR,0.8866834287429379
ETA_eta_FL,8.772953285071749
ETA_eta_RL,17.457530133630158
LogEE_Dzpe,245.0684339641072
LogEE_Dzse,247.42110414075987
PEOE_VSA10,6.103966387748303
PEOE_VSA11,5.824404497999927
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,20.87267088793674
SlogP_VSA2,59.592706543202226
SlogP_VSA3,16.076156543784446
SlogP_VSA4,5.917906046161393
SlogP_VSA5,18.405094737549014
SlogP_VSA6,57.84856866873805
SlogP_VSA7,0.0
SlogP_VSA8,11.387855989696924
SlogP_VSA9,0.0
SpAD_Dzare,484.1348999158878
SpAbs_Dzpe,487.81723725163494
SpAbs_Dzse,492.67876171951025
SpDiam_DzZ,390.52865662492707
SpDiam_Dzi,377.13736110943825
SpDiam_Dzm,390.6002428216483
SpDiam_Dzp,525.0753211104113
SpDiam_Dzv,480.24247632014425
SpMAD_Dzpe,13.611273728509
SpMAD_Dzse,13.742233742747656
SpMax_Dzpe,245.0684339641072
SpMax_Dzse,247.42110414075987
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,36
AETA_beta_s,0.6875
AETA_eta_BR,0.024630095242859387
AETA_eta_FL,0.24369314680754858
AETA_eta_RL,0.48493139260083773
DetourIndex,7316
EState_VSA1,11.725368110181304
EState_VSA2,18.11511250484811
EState_VSA3,51.38982977341482
EState_VSA4,22.501675532761116
EState_VSA5,0.0
EState_VSA6,4.899909730850478
EState_VSA7,48.53093654769288
EState_VSA8,24.880435049902808
EState_VSA9,4.736862953800049
ETA_beta_ns,19.0
ETA_shape_p,0.08080808080808079
ETA_shape_x,0.0
ETA_shape_y,0.35151515151515145
GhoseFilter,False
LogEE_Dzare,242.14085619340224
SlogP_VSA10,16.169309733438947
SlogP_VSA11,0.0
SpAbs_Dzare,481.69115635671255
SpDiam_Dzpe,387.22100271721456
SpDiam_Dzse,391.0003825522199
SpMAD_Dzare,13.448191664330217
SpMax_Dzare,242.14085619340224
TopoPSA(NO),141.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,4.525666819868058
VSA_EState9,83.97433318013196
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5277777777777778
EState_VSA10,19.49013894705617
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04166666666666657
FilterItLogS,-4.719995497643103
SpDiam_Dzare,382.61129310566116
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6333333333333319
ETA_epsilon_2,0.8833333333333329
ETA_epsilon_3,0.44399999999999884
ETA_epsilon_4,0.5799999999999983
ETA_epsilon_5,0.8384615384615378
AETA_beta_ns_d,0.013888888888888888
ETA_dEpsilon_A,0.18933333333333302
ETA_dEpsilon_B,0.053333333333333566
ETA_dEpsilon_C,-0.13599999999999945
ETA_dEpsilon_D,0.044871794871795045
PetitjeanIndex,0.4782608695652174
TopoShapeIndex,0.9166666666666666
CDK Descriptors
FMFDescriptor,0.8611111111111112
MDEDescriptor,"0.0,0.0,0.0,0.0,19.24756116282916,26.559303319126215,0.0,6.338417474424508,0.0,0.0,0.5288370628131926,0.8877505122372403,0.09090909090909091,0.0,0.0,0.0,0.6506976368304991,0.5892007319044872,0.19999999999999996"
APolDescriptor,72.31541099999997
BCUTDescriptor,"11.899999999999974,15.999967667741663,-0.3314922141311971,0.3668584173674846,3.8961714799099996,9.792656676300533"
BPolDescriptor,41.50258899999999
TPSADescriptor,141.0
ALOGPDescriptor,"2.1728000000000014,4.721059840000006,122.86899999999999"
XLogPDescriptor,2.898
VAdjMaDescriptor,6.321928094887363
WeightDescriptor,493.1961337999999
ChiPathDescriptor,"25.070338854006454,17.45753013363016,15.962318211273233,13.407684919944804,10.957151863583864,8.354767460615822,5.851375509174939,4.469931029072394,19.55334599452124,11.880677337512564,9.003792496756981,6.613619717131031,4.578954370108034,3.069766997085772,1.80285787493643,1.1507348772551926"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.6557144941062055,0.7533151937998972,0.0,0.0,0.060089572854378416,0.2010338436467753,0.20699473077538827"
AtomCountDescriptor,63
BondCountDescriptor,40
SmallRingDescriptor,"5,3,5,3,0,0,2,3,0,0,0"
ChiClusterDescriptor,"2.402041782275479,0.0,0.4975997599422481,0.0,0.9908454933040715,0.0,0.12178248402433597,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,10,2,5,3,1,0"
ZagrebIndexDescriptor,192.0
LargestChainDescriptor,24
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"74.2216276506569,2.061711879184914,32.10341126632366,15.981474181497042,16.12193708482674"
FractionalPSADescriptor,0.2858903189561054
WienerNumbersDescriptor,"5277.0,54.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.4802114011503225,7.90722176060457,9.366283509938388,2.0203589614451123,2.498695714653385,2.5414137111769293"
FractionalCSP3Descriptor,0.36
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,7,0,0,8,2,0,0,2,5,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.4782608695652174
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"27.5625,12.901785714285714,7.158566335147307"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,3229.11
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.36
AutocorrelationDescriptorMass,"42.446715719628074,44.70610670197946,64.55187687999393,60.588208096804635,54.33899533580425"
PetitjeanShapeIndexDescriptor,"0.9166666666666666,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.9564284137779738,-0.6595989692814737,0.27274455870797015,-0.005143493988159328,-0.2313963080223586"
EccentricConnectivityIndexDescriptor,1384
AutocorrelationDescriptorPolarizability,"2272.4214673296738,2658.303920256323,3660.6039294204684,3492.8221125135383,3025.9859259548766"
