DLiP-ID,C003CL
AATSC4p,-0.018490075304991718
AATSC4s,-0.5220559576178987
AATSC4v,-0.2800874838748455
AATSC5Z,-4.647555555555557
AATSC5c,0.010842194731764326
AATSC5d,1.1102230246251566e-17
AATSC5i,0.14316332225673148
AATSC5m,-20.15491220422221
AATSC5p,-0.02748468422872793
AATSC5s,-0.14914951989026065
AATSC5v,-6.284786542249521
AATSC6Z,-4.465185185185186
AATSC6c,-0.010318315330518467
AATSC6d,-0.16111111111111107
AATSC6i,-0.361899332716606
AATSC6m,-19.296304418888873
AATSC6p,-0.1140485232154499
AATSC6s,-0.21701074531321443
AATSC6v,-7.665077346845037
AATSC7Z,1.4736336336336338
AATSC7c,0.0066639378974404995
AATSC7d,-0.1640540540540541
AATSC7i,-0.1396426392118467
AATSC7m,5.787119946336352
AATSC7p,-0.07707486910302508
AATSC7s,0.4386565268972673
AATSC7v,-7.713327981271288
AATSC8Z,-5.902652329749106
AATSC8c,-0.0018282917128911666
AATSC8d,-0.01967741935483872
AATSC8i,-0.5358149224911122
AATSC8m,-26.495047597168472
AATSC8p,-0.15320453702694486
AATSC8s,0.03970629231381929
AATSC8v,-19.417398472182946
ATS0are,198.5721
ATS1are,204.02499999999998
ATS2are,333.70820000000015
ATS3are,391.016
ATS4are,367.43399999999997
ATS5are,328.178
ATS6are,292.866
ATS7are,253.71599999999995
ATS8are,186.68199999999996
ATSC0dv,135.76296296296297
ATSC0pe,4.755546666666665
ATSC0se,3.5856491999999993
ATSC1dv,26.363456790123458
ATSC1pe,-0.33560488888889095
ATSC1se,-0.4046638400000002
ATSC2dv,9.625185185185181
ATSC2pe,0.9488106666666649
ATSC2se,0.8322395599999992
ATSC3dv,-54.28049382716051
ATSC3pe,-1.5750164444444428
ATSC3se,-1.1917112800000007
ATSC4dv,-51.763950617283975
ATSC4pe,-1.6945635555555545
ATSC4se,-1.1830915199999998
ATSC5dv,15.26172839506173
ATSC5pe,0.6344222222222208
ATSC5se,0.4446272000000015
ATSC6dv,3.9703703703703717
ATSC6pe,-0.8446000000000022
ATSC6se,-1.0388239999999986
ATSC7dv,-49.41876543209875
ATSC7pe,0.28303244444444114
ATSC7se,0.8916479200000028
ATSC8dv,-8.73283950617284
ATSC8pe,-0.4465582222222189
ATSC8se,-0.36834624000000193
AXp-0dv,0.60523069607857
AXp-1dv,0.34042428117449247
AXp-2dv,0.20451205764445923
AXp-3dv,0.11637176228729051
AXp-4dv,0.07005869719289151
AXp-5dv,0.04304885981449129
AXp-6dv,0.023821850723769383
AXp-7dv,0.01364825052686081
BertzCT,535.9340998864408
ECIndex,330
ETA_eta,15.27452494652159
GATS1dv,0.5455032666394446
GATS1pe,0.7323770472528471
GATS1se,0.8117798017648222
GATS2dv,0.8106850335070735
GATS2pe,0.6559448764225289
GATS2se,0.6375650982013872
GATS3dv,1.1555099020008166
GATS3pe,1.0838120009449521
GATS3se,1.067346400235983
GATS4dv,1.1879364906154515
GATS4pe,1.115465870029664
GATS4se,1.0837779390131081
GATS5dv,0.9382120253164556
GATS5pe,0.9016347226817246
GATS5se,0.9225120711752839
GATS6dv,0.9844409282700421
GATS6pe,1.0620727795752893
GATS6se,1.1467903713999066
GATS7dv,1.3560554225111183
GATS7pe,1.1959363412298374
GATS7se,1.110396602430932
GATS8dv,0.9363515720702327
GATS8pe,0.9008726516160506
GATS8se,0.8737601062051612
LogEE_A,3.8572934256157465
LogEE_D,85.36553305864476
MATS1dv,0.18792329029441995
MATS1pe,-0.06829476135891525
MATS1se,-0.10921597342593797
MATS2dv,0.041704110714560795
MATS2pe,0.11736272624148923
MATS2se,0.13653111474288696
MATS3dv,-0.1934603849565622
MATS3pe,-0.16025596731594724
MATS3se,-0.16081731875013905
MATS4dv,-0.19721473833140182
MATS4pe,-0.18431075378742245
MATS4se,-0.17066474033633086
MATS5dv,0.06744871235268442
MATS5pe,0.08004407484873788
MATS5se,0.07440112100202133
MATS6dv,0.0194965808235123
MATS6pe,-0.1184020904711975
MATS6se,-0.19314475418658708
MATS7dv,-0.2951413875682753
MATS7pe,0.04825644281325453
MATS7se,0.20162534945498164
MATS8dv,-0.06224919390039566
MATS8pe,-0.09087348912138392
MATS8se,-0.09941410420902534
MAXaaCH,1.7469993541110966
MAXaasC,0.5889221938775513
MAXdsCH,1.6354124149659865
MAXdssC,0.4956250000000002
MAXsssN,1.428287037037037
MDEC-22,5.715971467124184
MDEC-23,10.19085497265551
MDEC-33,3.1178466593897287
MDEO-11,0.6506976368304991
MDEO-12,0.37797631496846196
MINaaCH,1.5272196577973094
MINaasC,0.5889221938775513
MINdsCH,1.6354124149659865
MINdssC,-0.878177347844556
MINsssN,1.428287037037037
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.392857142857143
SM1_Dzi,0.7439853384312681
SM1_Dzm,2.390279899742839
SM1_Dzp,-3.9990830134694604
SM1_Dzv,-1.6001447901325956
SddssSe,0
SpAD_Dt,247.52010825203328
SpAbs_A,23.67072313280781
SpAbs_D,170.73106611728952
SpMAD_A,1.2458275333056743
SpMAD_D,8.9858455851205
SpMax_A,2.4145232427490435
SpMax_D,85.36553305864476
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,128.14
TpiPC10,7.298994679826319
VAdjMat,5.321928094887363
VE1_DzZ,4.2714657315489655
VE1_Dzi,4.284870973685332
VE1_Dzm,4.271454957920936
VE1_Dzp,4.268190146386696
VE1_Dzv,4.28205605881525
VE2_DzZ,0.22481398587099818
VE2_Dzi,0.22551952493080696
VE2_Dzm,0.22481341883794398
VE2_Dzp,0.22464158665193137
VE2_Dzv,0.22537137151659212
VE3_DzZ,2.093810917169618
VE3_Dzi,2.0969443266101724
VE3_Dzm,2.093808394934326
VE3_Dzp,2.0930437702565023
VE3_Dzv,2.0962871679905866
VR1_DzZ,94.7596525637621
VR1_Dzi,94.21817257781906
VR1_Dzm,94.76077344512898
VR1_Dzp,95.27384612993946
VR1_Dzv,94.36415989901357
VR2_DzZ,4.9873501349348475
VR2_Dzi,4.958851188306267
VR2_Dzm,4.987409128690999
VR2_Dzp,5.01441295420734
VR2_Dzv,4.96653473152703
VR3_DzZ,5.193197598969999
VR3_Dzi,5.187466963987881
VR3_Dzm,5.193209427577506
VR3_Dzp,5.198609221916335
VR3_Dzv,5.189015225147232
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10774902975406508
Xch-6dv,0.22242462203601268
Xch-7dv,0.2711272990146082
Xpc-4dv,1.5175199454881116
Xpc-5dv,2.1690616416601722
Xpc-6dv,2.5518434097141136
Zagreb1,94.0
Zagreb2,107.0
fragCpx,58.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,5
nBondsD,4
nBondsM,9
nBondsO,20
nBondsS,22
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.61907
AATS1are,6.5814516129032254
AATS2are,6.543298039215689
AATS3are,6.306709677419355
AATS4are,6.335068965517241
AATS5are,6.56356
AATS6are,6.508133333333333
AATS7are,6.857189189189188
AATS8are,6.0219999999999985
AATSC0dv,4.525432098765433
AATSC0pe,0.15851822222222217
AATSC0se,0.11952163999999997
AATSC1dv,0.8504340900039825
AATSC1pe,-0.01082596415770616
AATSC1se,-0.013053672258064523
AATSC2dv,0.18872912127814082
AATSC2pe,0.018604130718954216
AATSC2se,0.016318422745098024
AATSC3dv,-0.8754918359219438
AATSC3pe,-0.025403491039426497
AATSC3se,-0.019221149677419367
AATSC4dv,-0.8924819071945513
AATSC4pe,-0.029216613026819906
AATSC4se,-0.02039812965517241
AATSC5dv,0.3052345679012346
AATSC5pe,0.012688444444444415
AATSC5se,0.00889254400000003
AATSC6dv,0.08823045267489715
AATSC6pe,-0.01876888888888894
AATSC6se,-0.023084977777777748
AATSC7dv,-1.335642308975642
AATSC7pe,0.0076495255255254364
AATSC7se,0.02409859243243251
AATSC8dv,-0.2817045001991239
AATSC8pe,-0.014405103942652223
AATSC8se,-0.01188213677419361
AETA_eta,0.8039223656063994
ATSC0are,5.278016666666665
ATSC1are,-0.41659722222222273
ATSC2are,0.9961583333333335
ATSC3are,-1.875694444444443
ATSC4are,-1.9611888888888875
ATSC5are,1.2322055555555549
ATSC6are,-0.9587750000000002
ATSC7are,0.13226944444444377
ATSC8are,-0.32124722222222113
BCUTZ-1h,16.00654224932173
BCUTZ-1l,5.732889659272423
BCUTc-1h,0.42845816689134064
BCUTc-1l,-0.5336772269630119
BCUTd-1h,3.188447432973011
BCUTd-1l,0.9725788652270757
BCUTi-1h,14.543340383365859
BCUTi-1l,10.30185762173638
BCUTm-1h,32.06373880884338
BCUTm-1l,11.744621215381212
BCUTp-1h,2.945428474257648
BCUTp-1l,0.7414948612815712
BCUTs-1h,7.009370365143354
BCUTs-1l,0.62792469601948
BCUTv-1h,24.4445098747713
BCUTv-1l,14.700461795501022
BalabanJ,1.7742731466148562
Diameter,11
ETA_beta,21.0
GATS1are,0.7599674690446101
GATS2are,0.6711625003227408
GATS3are,1.0857285814533422
GATS4are,1.1174888926080189
GATS5are,0.8545687300469558
GATS6are,1.0753079597449802
GATS7are,1.2557875403136094
GATS8are,0.8392742019520814
HybRatio,0.25
Lipinski,True
LogEE_Dt,123.76005412601663
MATS1are,-0.07638448826747514
MATS2are,0.11102190978228793
MATS3are,-0.1719574119106934
MATS4are,-0.1921949304145833
MATS5are,0.14007597550847697
MATS6are,-0.12110293955115721
MATS7are,0.02031927943176161
MATS8are,-0.05890174818233166
MAXssCH2,0.3847274974804733
MINssCH2,0.02211459120685344
NsssssAs,0
RotRatio,0.25
SM1_Dzpe,1.219323745410037
SM1_Dzse,1.27695440230708
SMR_VSA1,19.112752700037696
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,12.841643245852019
SMR_VSA6,6.544756405912575
SMR_VSA7,29.061281065326764
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,131.16011126617013
SpAD_Dzi,139.05993185824408
SpAD_Dzm,131.17522818437305
SpAD_Dzp,178.50320745969327
SpAD_Dzv,165.36121131938734
SpAbs_Dt,247.52010825203342
SpDiam_A,4.612597777571061
SpDiam_D,127.54624490970988
SpMAD_Dt,13.027374118528067
SpMax_Dt,123.76005412601663
SsssssAs,0
VE1_Dzpe,4.285953669851701
VE1_Dzse,4.285223193950977
VE2_Dzpe,0.22557650893956324
VE2_Dzse,0.22553806283952513
VE3_Dzpe,2.0971969735180624
VE3_Dzse,2.097026524135416
VMcGowan,198.57999999999984
VR1_Dzpe,94.03422371372756
VR1_Dzse,94.0532872278166
VR2_Dzpe,4.949169669143555
VR2_Dzse,4.950173011990347
VR3_Dzpe,5.185512684241539
VR3_Dzse,5.185715393225872
mZagreb1,6.916666666666666
mZagreb2,4.249999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,25
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.17593388888888883
AATSC1are,-0.013438620071684605
AATSC2are,0.019532516339869285
AATSC3are,-0.03025313620071682
AATSC4are,-0.033813601532567024
AATSC5are,0.0246441111111111
AATSC6are,-0.021306111111111116
AATSC7are,0.0035748498498498317
AATSC8are,-0.010362813620071649
AETA_beta,1.105263157894737
BCUTdv-1h,6.023877229097042
BCUTdv-1l,0.6506780293925153
BCUTpe-1h,3.501661207854547
BCUTpe-1l,2.2718761346595255
BCUTse-1h,3.714574664042233
BCUTse-1l,2.4727992928699143
ETA_alpha,9.4
ETA_dBeta,-3.0
ETA_eta_B,0.33882616190368786
ETA_eta_F,14.011676901286949
ETA_eta_L,4.886654588670123
ETA_eta_R,29.286201847808538
ETA_psi_1,0.5433526011560695
LabuteASA,118.80883700809022
LogEE_DzZ,65.60964798827023
LogEE_Dzi,69.56912305219737
LogEE_Dzm,65.61616223117743
LogEE_Dzp,88.80738073686999
LogEE_Dzv,82.59638751284459
PEOE_VSA1,9.523678331894054
PEOE_VSA2,14.48898409899412
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.97975839243781
PEOE_VSA7,18.55355575984923
PEOE_VSA8,19.041598135672466
PEOE_VSA9,11.168299509529103
SM1_Dzare,1.2793445674312873
SpAD_Dzpe,138.94392327312022
SpAD_Dzse,139.23698428812355
SpAbs_DzZ,129.50835122491802
SpAbs_Dzi,138.39426076596354
SpAbs_Dzm,129.52611945773378
SpAbs_Dzp,181.6138444872094
SpAbs_Dzv,166.7929198158218
SpDiam_Dt,176.31462301046264
SpMAD_DzZ,6.90316375085106
SpMAD_Dzi,7.3189437820128465
SpMAD_Dzm,6.903959378124898
SpMAD_Dzp,9.39490565577333
SpMAD_Dzv,8.703221648388807
SpMax_DzZ,65.60964798827023
SpMax_Dzi,69.56912305219737
SpMax_Dzm,65.61616223117743
SpMax_Dzp,88.80738073686999
SpMax_Dzv,82.59638751284459
VE1_Dzare,4.286357273503558
VE2_Dzare,0.22559775123702938
VE3_Dzare,2.097291138009953
VR1_Dzare,94.01631274165057
VR2_Dzare,4.948226986402662
VR3_Dzare,5.185322193190902
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,5
nAromBond,5
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4947368421052632
AETA_dBeta,-0.15789473684210525
AETA_eta_B,0.01783295588966778
AETA_eta_F,0.7374566790151026
AETA_eta_L,0.2571923467721118
AETA_eta_R,1.541379044621502
BCUTare-1h,3.5555990651131557
BCUTare-1l,2.209716210283887
ETA_beta_s,12.0
ETA_dPsi_A,0.17064739884393043
ETA_dPsi_B,0.0
ETA_eta_BR,0.5108261619036878
ETA_eta_FL,4.188732811799285
ETA_eta_RL,9.075387400469408
LogEE_Dzpe,69.53613657052905
LogEE_Dzse,69.68570027049898
PEOE_VSA10,10.080781504433414
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,0.0
SlogP_VSA2,32.748212634466086
SlogP_VSA3,9.589074368143644
SlogP_VSA4,0.0
SlogP_VSA5,18.60189066472646
SlogP_VSA6,27.71818458350567
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
SpAD_Dzare,138.0190447521142
SpAbs_Dzpe,137.852949395648
SpAbs_Dzse,138.0944461386909
SpDiam_DzZ,101.21070105078638
SpDiam_Dzi,105.30900290489916
SpDiam_Dzm,101.21972997524011
SpDiam_Dzp,137.18094209180808
SpDiam_Dzv,126.88691596197057
SpMAD_Dzpe,7.312838067006328
SpMAD_Dzse,7.328262330953871
SpMax_Dzpe,69.53613657052905
SpMax_Dzse,69.68570027049898
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.631578947368421
AETA_eta_BR,0.026885587468615146
AETA_eta_FL,0.22045962167364655
AETA_eta_RL,0.4776519684457583
DetourIndex,1139
EState_VSA1,5.969305287951849
EState_VSA2,12.328001352277514
EState_VSA3,27.951496047162045
EState_VSA4,0.0
EState_VSA5,22.92495767588065
EState_VSA6,18.208754243757102
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,21.74155177494075
ETA_beta_ns,9.0
ETA_shape_p,0.1950354609929078
ETA_shape_x,0.0
ETA_shape_y,0.30851063829787234
GhoseFilter,True
LogEE_Dzare,69.07685630065876
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,136.8743680338863
SpDiam_Dzpe,105.96214357478931
SpDiam_Dzse,106.41843930136245
SpMAD_Dzare,7.264160250111274
SpMax_Dzare,69.07685630065876
TopoPSA(NO),70.75
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.597422230447122
VSA_EState9,39.91707937575091
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.47368421052631576
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.005263157894736824
FilterItLogS,-2.0238647615881797
SpDiam_Dzare,105.13080770076024
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6866666666666668
ETA_epsilon_2,0.9105263157894733
ETA_epsilon_3,0.4381818181818185
ETA_epsilon_4,0.6222222222222223
ETA_epsilon_5,0.8799999999999997
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.24848484848484825
ETA_dEpsilon_B,0.06444444444444442
ETA_dEpsilon_C,-0.18404040404040384
ETA_dEpsilon_D,0.030526315789473624
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.5789473684210527
MDEDescriptor,"0.0,0.0,0.0,0.0,5.715971467124184,10.19085497265551,0.0,3.1178466593897287,0.0,0.0,0.6506976368304991,0.37797631496846196,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,38.562723
BCUTDescriptor,"11.996965891996743,31.974672934757297,-0.33165421947462476,0.2614118928559022,3.852370156553964,12.851306636468934"
BPolDescriptor,21.257277
TPSADescriptor,128.14
ALOGPDescriptor,"1.7314000000000003,2.997745960000001,75.2702"
XLogPDescriptor,0.46199999999999986
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,297.01294992
ChiPathDescriptor,"13.828062645816686,9.075387400469408,8.206972391347902,6.254112034675867,5.029084857762946,3.148050896222436,2.1215772381018536,1.6759423201027885,11.499383225492831,6.808485623489849,5.5218255564004,3.8402681554805866,2.8724065849085525,1.7219543925796517,1.0005177303983142,0.6414677747624578"
ChiChainDescriptor,"0.0,0.0,0.22290498742924508,0.37030802399075413,0.4703576425397576,0.0,0.0,0.10774902975406508,0.22242462203601268,0.27112729901460814"
AtomCountDescriptor,30
BondCountDescriptor,20
SmallRingDescriptor,"2,1,2,1,0,0,2,0,0,0,0"
ChiClusterDescriptor,"1.3432742159758069,0.0,0.2710175098617139,0.0,0.7694784840653461,0.0,0.16699770408390696,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,5,0,1,2,0,0"
ZagrebIndexDescriptor,94.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.0100000000000002
WeightedPathDescriptor,"37.84141524584091,1.991653433991627,19.368024744799257,10.355904630282406,3.4006562983066826"
FractionalPSADescriptor,0.43142900009751867
WienerNumbersDescriptor,"778.0,23.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.651917832704035,3.990824252084886,4.59527528649357,1.5175199454881114,2.1690616416601722,2.378329729009583"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"15.39,7.135802469135802,4.231404958677686"
AromaticAtomsCountDescriptor,5
AromaticBondsCountDescriptor,5
FragmentComplexityDescriptor,619.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"34.71336252034028,27.1683612988631,44.347080351364106,36.230241203573435,34.78476347354014"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.516069853548762,-0.2877115387512211,0.09930730801481041,-0.053683645428403974,-0.1272415692997981"
EccentricConnectivityIndexDescriptor,330
AutocorrelationDescriptorPolarizability,"1436.618552055659,1660.4318861531553,2255.6263572512207,1906.5381522871742,1602.0561652959666"
