DLiP-ID,C000VN
AATSC5c,0.0037120530225514675
AATSC5d,-0.10002726512879419
AATSC5i,-0.2839748382784042
AATSC5m,-13.331255208806194
AATSC5p,-0.09224249225307403
AATSC5s,0.8072057556485169
AATSC5v,-11.36292648699804
AATSC6Z,-1.1132861555948703
AATSC6c,0.0015232423313951888
AATSC6d,0.035232053973288324
AATSC6i,0.15775404877876154
AATSC6m,-5.017960575349935
AATSC6p,0.031098802517822145
AATSC6s,-0.4974308897723839
AATSC6v,1.0366119837755994
AATSC7Z,-1.2519319752418723
AATSC7c,-0.0008290262309474124
AATSC7d,-0.17009795084430013
AATSC7i,-0.2217768730751738
AATSC7m,-5.722586850591911
AATSC7p,-0.020582758849443224
AATSC7s,-0.49764612863892704
AATSC7v,-3.969026130278862
AATSC8Z,-1.9475392103839915
AATSC8c,0.0003491516737710249
AATSC8d,-0.19396175993382755
AATSC8i,-0.10718214954119958
AATSC8m,-9.22758963701842
AATSC8p,-0.027653099946520383
AATSC8s,-0.35442891148228844
AATSC8v,-9.013635383806829
ATS0are,278.0082999999999
ATS1are,289.978
ATS2are,482.509
ATS3are,621.2996999999999
ATS4are,750.9887
ATS5are,815.6226999999999
ATS6are,763.7180000000001
ATS7are,568.6140000000001
ATS8are,533.094
ATSC0dv,194.03100775193795
ATSC0pe,5.953679069767439
ATSC0se,4.1941781860465115
ATSC1dv,32.80992728802357
ATSC1pe,0.6360288804759324
ATSC1se,0.894253689021092
ATSC2dv,93.20876149269877
ATSC2pe,2.273574202271495
ATSC2se,1.5874202758247695
ATSC3dv,78.76065140316085
ATSC3pe,1.1966784207679804
ATSC3se,0.16796931584640346
ATSC4dv,30.893095366864973
ATSC4pe,0.827533207138991
ATSC4se,-0.013740850730125626
ATSC5dv,73.06261642930114
ATSC5pe,2.8747193618171942
ATSC5se,2.0480066625202786
ATSC6dv,-103.4442641668169
ATSC6pe,-3.435275121687398
ATSC6se,-2.263770417522985
ATSC7dv,-94.68763896400455
ATSC7pe,-2.3633817739318546
ATSC7se,-1.7579537149810704
ATSC8dv,-172.57809025899883
ATSC8pe,-3.2083632774472663
ATSC8se,-1.8890480189291499
AXp-0dv,0.5787757885841779
AXp-1dv,0.33720536027981735
AXp-2dv,0.19273081270271206
AXp-3dv,0.10434323913091895
AXp-4dv,0.06045839910681129
AXp-5dv,0.03373988209947256
AXp-6dv,0.01903245327876248
AXp-7dv,0.010852435508363045
BertzCT,1124.4844161546396
ECIndex,430
ETA_eta,20.149481623877886
GATS1dv,0.5221769432236872
GATS1pe,0.4710891031354985
GATS1se,0.3746553270501831
GATS2dv,0.5669423008179658
GATS2pe,0.4793088915860795
GATS2se,0.4946867607950556
GATS3dv,0.6740392337276078
GATS3pe,0.6281178540848349
GATS3se,0.6877863016472023
GATS4dv,0.9223404328598787
GATS4pe,0.9570441325303454
GATS4se,1.0439245751648967
GATS5dv,0.9719840323842793
GATS5pe,1.117006937813672
GATS5se,1.2306787932693444
GATS6dv,1.316086458961111
GATS6pe,1.497067337713322
GATS6se,1.538361801112811
GATS7dv,1.2355604385848094
GATS7pe,1.1961388215950377
GATS7se,1.2139903792371212
GATS8dv,1.4209978613898617
GATS8pe,1.2572751828675341
GATS8se,1.174736120691384
LogEE_A,4.189946174820567
LogEE_D,115.31265249155409
MATS1dv,0.16158091771355865
MATS1pe,0.10208157394958439
MATS1se,0.2037369522026975
MATS2dv,0.27179437306810783
MATS2pe,0.21606209139106913
MATS2se,0.2141410408748382
MATS3dv,0.17630775729057788
MATS3pe,0.08730222254007808
MATS3se,0.01739467573212801
MATS4dv,0.05902021023048206
MATS4pe,0.05152410729623972
MATS4se,-0.001214443209845399
MATS5dv,0.13381572966434774
MATS5pe,0.17159045221956684
MATS5se,0.17352720563622392
MATS6dv,-0.19427714990598854
MATS6pe,-0.21026285254448754
MATS6se,-0.19668532216534654
MATS7dv,-0.23315680442727987
MATS7pe,-0.18965941542323866
MATS7se,-0.20025644646527438
MATS8dv,-0.4499497857472994
MATS8pe,-0.2726136805268691
MATS8se,-0.2278482253839439
MAXaaCH,1.7375383177962542
MAXaaaC,0.20397659989921912
MAXaasC,0.5894935227177294
MAXddsN,-0.7000751133786851
MAXsCH3,1.8625383177962542
MAXsNH2,5.949134542705972
MDEC-11,0.4999999999999999
MDEC-12,2.8324229789912456
MDEC-13,3.9632380712834316
MDEC-22,7.00443067236344
MDEC-23,17.69915580620054
MDEC-33,10.35319932599702
MDEN-12,0.33333333333333337
MDEN-13,0.19999999999999996
MDEN-23,0.25
MDEO-11,1.628650569956944
MINaaCH,1.1249074074074072
MINaaaC,0.09546579743008343
MINaasC,-0.5130933484504909
MINddsN,-0.7000751133786851
MINsCH3,1.8625383177962542
MINsNH2,5.949134542705972
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.053571428571429
SM1_Dzi,1.281385004616356
SM1_Dzm,2.0499215542742757
SM1_Dzp,-5.459584580867579
SM1_Dzv,-2.3963729217909213
SddssSe,0
SpAD_Dt,512.6832052552352
SpAbs_A,32.46186621736374
SpAbs_D,230.6253049831082
SpMAD_A,1.2485333160524517
SpMAD_D,8.870204037811853
SpMax_A,2.544585861720384
SpMax_D,115.31265249155409
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,124.57
TpiPC10,9.184482354002183
VAdjMat,5.807354922057604
VE1_DzZ,4.990963098067611
VE1_Dzi,5.026306447657739
VE1_Dzm,4.990933312283493
VE1_Dzp,4.957313791529729
VE1_Dzv,5.000852127623866
VE2_DzZ,0.19196011915644656
VE2_Dzi,0.1933194787560669
VE2_Dzm,0.19195897354936514
VE2_Dzp,0.19066591505883573
VE2_Dzv,0.19234046644707178
VE3_DzZ,2.563140341792446
VE3_Dzi,2.5701968547647707
VE3_Dzm,2.563134373831471
VE3_Dzp,2.5563754647715866
VE3_Dzv,2.56511976846553
VR1_DzZ,158.55547482686254
VR1_Dzi,154.71028185039563
VR1_Dzm,158.56039172057072
VR1_Dzp,162.92204313687247
VR1_Dzv,158.81031619419412
VR2_DzZ,6.098287493340867
VR2_Dzi,5.950395455784447
VR2_Dzm,6.0984766046373355
VR2_Dzp,6.266232428341249
VR2_Dzv,6.108089084392081
VR3_DzZ,6.021615976017092
VR3_Dzi,5.997065663554929
VR3_Dzm,6.021646986094021
VR3_Dzp,6.048783268466017
VR3_Dzv,6.023221955169949
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.06733654783555035
Xch-7dv,0.13159500600117457
Xpc-4dv,3.198875050431522
Xpc-5dv,4.974274365870758
Xpc-6dv,7.558788808334744
Zagreb1,140.0
Zagreb2,170.0
fragCpx,134.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,28
nBondsS,25
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.465309302325579
AATS1are,6.443955555555556
AATS2are,6.348802631578947
AATS3are,6.275754545454545
AATS4are,6.474040517241379
AATS5are,6.740683471074379
AATS6are,6.472186440677967
AATS7are,6.317933333333335
AATS8are,6.271694117647059
AATSC0dv,4.512349017486929
AATSC0pe,0.1384576527852893
AATSC0se,0.09753902758247701
AATSC1dv,0.7291094952894127
AATSC1pe,0.014133975121687388
AATSC1se,0.01987230420046871
AATSC2dv,1.2264310722723522
AATSC2pe,0.02991545002988809
AATSC2se,0.02088710889243118
AATSC3dv,0.7955621353854632
AATSC3pe,0.012087660815838185
AATSC3se,0.0016966597560242774
AATSC4dv,0.2663197876453877
AATSC4pe,0.00713390695809475
AATSC4se,-0.0001184556097424623
AATSC5dv,0.603823276275216
AATSC5pe,0.023758011254687555
AATSC5se,0.016925674896861805
AATSC6dv,-0.8766463064984482
AATSC6pe,-0.029112501031249134
AATSC6se,-0.019184495063754112
AATSC7dv,-1.0520848773778284
AATSC7pe,-0.026259797488131717
AATSC7se,-0.01953281905534523
AATSC8dv,-2.0303304736352805
AATSC8pe,-0.03774545032290902
AATSC8se,-0.02222409434034294
AETA_eta,0.7749800624568418
ATSC0are,6.501265116279069
ATSC1are,0.6441760411032991
ATSC2are,2.445596538669549
ATSC3are,0.9828384532179543
ATSC4are,0.3772127095727421
ATSC5are,3.7844376960519224
ATSC6are,-3.4890089237425608
ATSC7are,-2.6157874526771216
ATSC8are,-3.3938263926446703
BCUTZ-1h,16.013012940706922
BCUTZ-1l,5.672530418589691
BCUTc-1h,0.5135627772945562
BCUTc-1l,-0.38780976018949825
BCUTd-1h,4.048864718828955
BCUTd-1l,0.9706569882563916
BCUTi-1h,14.594824966289272
BCUTi-1l,10.311297030821363
BCUTm-1h,32.066489098255815
BCUTm-1l,11.686337659004883
BCUTp-1h,2.9571524937727736
BCUTp-1l,0.669215631945035
BCUTs-1h,8.001938813043935
BCUTs-1l,0.29606907196679655
BCUTv-1h,24.44330021079038
BCUTv-1l,14.651550418491476
BalabanJ,1.9023189959731543
Diameter,10
ETA_beta,37.5
GATS1are,0.48722004256297385
GATS2are,0.48390905406302986
GATS3are,0.645802976581172
GATS4are,1.0005193240040036
GATS5are,1.119371834203301
GATS6are,1.4994066010474685
GATS7are,1.2010523890877765
GATS8are,1.2451355737391148
HybRatio,0.16666666666666666
Lipinski,True
LogEE_Dt,256.34160262761753
MATS1are,0.09468095575593795
MATS2are,0.21283438741684682
MATS3are,0.06566251668564484
MATS4are,0.021507944490379623
MATS5are,0.20686478609181197
MATS6are,-0.19556478367971253
MATS7are,-0.19223414119040869
MATS8are,-0.26408350532974223
MAXddssS,-4.153729213907784
MAXsssCH,-0.06990635760477093
MINddssS,-4.153729213907784
MINsssCH,-0.06990635760477093
NsssssAs,0
RotRatio,0.14285714285714285
SM1_Dzpe,1.5300642594859244
SM1_Dzse,1.4861242843716291
SMR_VSA1,13.341108033146607
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,29.55634739657819
SMR_VSA6,5.733667477162185
SMR_VSA7,64.33918281130691
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,144.50217119974445
SpAD_Dzi,178.35254339564185
SpAD_Dzm,144.49990176706598
SpAD_Dzp,191.44398510714478
SpAD_Dzv,187.93598253449798
SpAbs_Dt,512.6832052552352
SpDiam_A,5.089171723440769
SpDiam_D,163.13306537770472
SpMAD_Dt,19.718584817509047
SpMax_Dt,256.34160262761753
SsssssAs,0
VE1_Dzpe,5.021641090644377
VE1_Dzse,5.019193905382537
VE2_Dzpe,0.19314004194786066
VE2_Dzse,0.1930459194377899
VE3_Dzpe,2.5692682357944117
VE3_Dzse,2.5687807892202446
VMcGowan,262.9700000000001
VR1_Dzpe,155.1864819900621
VR1_Dzse,155.5149783113221
VR2_Dzpe,5.96871084577162
VR2_Dzse,5.981345319666234
VR3_Dzpe,6.000138948403582
VR3_Dzse,6.00225349555339
mZagreb1,10.3125
mZagreb2,5.611111111111108
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,34
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.15119221200648997
AATSC1are,0.014315023135628869
AATSC2are,0.03217890182459933
AATSC3are,0.0099276611436157
AATSC4are,0.003251833703213294
AATSC5are,0.031276344595470434
AATSC6are,-0.029567872235106447
AATSC7are,-0.029064305029745795
AATSC8are,-0.039927369325231415
AETA_beta,1.4423076923076923
BCUTdv-1h,7.004121020633605
BCUTdv-1l,0.6442261598707473
BCUTpe-1h,3.553584797867805
BCUTpe-1l,2.2135566764872436
BCUTse-1h,3.7681037927188266
BCUTse-1l,2.411314764483683
ETA_alpha,12.366666666666667
ETA_dBeta,5.5
ETA_eta_B,0.6672888711188278
ETA_eta_F,31.631271297264437
ETA_eta_L,5.147345874797133
ETA_eta_R,51.78075292114232
ETA_psi_1,0.5439882697947216
LabuteASA,150.10290098273165
LogEE_DzZ,71.9508213902014
LogEE_Dzi,89.22170562621474
LogEE_Dzm,71.94921865542594
LogEE_Dzp,94.41265187243877
LogEE_Dzv,93.50715032075074
PEOE_VSA1,5.733667477162185
PEOE_VSA2,15.09829678971278
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,32.046575604766076
PEOE_VSA7,35.74682581170483
PEOE_VSA8,6.196843571613076
PEOE_VSA9,20.892405013483803
SM1_Dzare,1.6752702362517065
SpAD_Dzpe,174.36252562112338
SpAD_Dzse,171.97424169909738
SpAbs_DzZ,142.81805057155142
SpAbs_Dzi,177.26829454558185
SpAbs_Dzm,142.81867886187524
SpAbs_Dzp,194.3453809638134
SpAbs_Dzv,189.4106735632924
SpDiam_Dt,364.9349158763237
SpMAD_DzZ,5.557775815374787
SpMAD_Dzi,6.8597132075246865
SpMAD_Dzm,5.5576885295025376
SpMAD_Dzp,7.3632301964286455
SpMAD_Dzv,7.228307020557614
SpMax_DzZ,71.9508213902014
SpMax_Dzi,89.22170562621474
SpMax_Dzm,71.94921865542594
SpMax_Dzp,94.41265187243877
SpMax_Dzv,93.50715032075074
VE1_Dzare,5.0230306634335555
VE2_Dzare,0.19319348705513675
VE3_Dzare,2.5695449143822366
VR1_Dzare,154.93131549486762
VR2_Dzare,5.958896749802601
VR3_Dzare,5.998493337897851
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47564102564102567
AETA_dBeta,0.21153846153846154
AETA_eta_B,0.025664956581493377
AETA_eta_F,1.2165873575870938
AETA_eta_L,0.19797484133835128
AETA_eta_R,1.9915674200439355
BCUTare-1h,3.6078463854616065
BCUTare-1l,2.1608935488338323
ETA_beta_s,16.0
ETA_dPsi_A,0.17001173020527838
ETA_dPsi_B,0.0
ETA_eta_BR,0.9252888711188278
ETA_eta_FL,7.099578816457135
ETA_eta_RL,12.246924691254268
LogEE_Dzpe,87.24011143592654
LogEE_Dzse,86.04427947587067
PEOE_VSA10,5.516700717616262
PEOE_VSA11,4.895483475517775
PEOE_VSA12,9.837253136417502
PEOE_VSA13,5.687386274683562
SlogP_VSA1,5.733667477162185
SlogP_VSA2,18.325086554093815
SlogP_VSA3,9.837253136417502
SlogP_VSA4,10.114318268765572
SlogP_VSA5,25.328831937239634
SlogP_VSA6,58.4523800018799
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,175.3133020826314
SpAbs_Dzpe,173.01391960663
SpAbs_Dzse,170.65460626246846
SpDiam_DzZ,98.64441980985242
SpDiam_Dzi,130.4977929012337
SpDiam_Dzm,98.63620727751017
SpDiam_Dzp,125.63091652048573
SpDiam_Dzv,129.797209613332
SpMAD_Dzpe,6.706250985427823
SpMAD_Dzse,6.614393911503745
SpMax_Dzpe,87.24011143592654
SpMax_Dzse,86.04427947587067
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6153846153846154
AETA_eta_BR,0.0355880335045703
AETA_eta_FL,0.2730607237098898
AETA_eta_RL,0.47103556504824107
DetourIndex,3270
EState_VSA1,25.343433935436508
EState_VSA2,27.403700728443788
EState_VSA3,5.563451491696996
EState_VSA4,6.06636706846161
EState_VSA5,24.395944776997904
EState_VSA6,18.19910120538483
EState_VSA7,13.847474399381248
EState_VSA8,4.9839785209472085
EState_VSA9,5.733667477162185
ETA_beta_ns,21.5
ETA_shape_p,0.2210242587601078
ETA_shape_x,0.0673854447439353
ETA_shape_y,0.3557951482479785
GhoseFilter,True
LogEE_Dzare,87.72108451194076
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,173.84562776736217
SpDiam_Dzpe,126.43705744776351
SpDiam_Dzse,123.98799898110826
SpMAD_Dzare,6.742819310870439
SpMax_Dzare,87.72108451194076
TopoPSA(NO),116.19
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.59970804988662
VSA_EState9,48.47068783068784
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8269230769230769
EState_VSA10,18.53211525309451
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.024358974358974342
FilterItLogS,-5.348395244304568
SpDiam_Dzare,127.67685699788302
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6472868217054265
ETA_epsilon_2,0.8743589743589741
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5619883040935675
ETA_epsilon_5,0.8333333333333331
AETA_beta_ns_d,0.038461538461538464
ETA_dEpsilon_A,0.20674628116488575
ETA_dEpsilon_B,0.08529851761185903
ETA_dEpsilon_C,-0.12144776355302672
ETA_dEpsilon_D,0.04102564102564099
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6538461538461539
MDEDescriptor,"0.4999999999999999,2.8324229789912456,3.9632380712834316,0.0,7.00443067236344,17.69915580620054,0.0,10.35319932599702,0.0,0.0,1.628650569956944,0.0,0.0,0.0,0.33333333333333337,0.19999999999999996,0.0,0.25,0.0"
APolDescriptor,52.42348099999998
BCUTDescriptor,"11.998999999999986,31.972072321006983,-0.30073495444292864,0.20938752900633728,4.6432149043838,13.401263446306098"
BPolDescriptor,26.976518999999996
TPSADescriptor,124.57000000000002
ALOGPDescriptor,"3.5079999999999996,12.306063999999997,93.99069999999998"
XLogPDescriptor,3.3680000000000003
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,371.09397716
ChiPathDescriptor,"19.060113453385565,12.246924691254272,11.873201567439656,9.547314445505979,8.318468427684405,7.237951097443676,4.381370004059738,2.946797518863522,14.26455800133646,8.327805213920849,6.653101954507719,4.727321603451079,3.487769984438505,2.4190640981546676,1.270351559839329,0.7508173318105682"
ChiChainDescriptor,"0.0,0.0,0.0,0.2120275878293181,0.3443847856619549,0.0,0.0,0.0,0.06733654783555035,0.10725525784813891"
AtomCountDescriptor,43
BondCountDescriptor,28
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.568114191555632,0.16666666666666666,1.0395994160520226,0.13608276348795434,1.0753872370567172,0.025499585890087693,0.3058631604632985,0.014722192777866112"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,2,2,0,1,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"52.27479766721386,2.010569141046687,22.17762090895938,9.910837407467504,8.73502730751169"
FractionalPSADescriptor,0.3356831629371627
WienerNumbersDescriptor,"1454.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.859287839938428,9.81603386356562,16.506034159988516,2.251550896654526,3.2126484667773143,4.220718564933965"
FractionalCSP3Descriptor,0.16666666666666666
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,8,1,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.727040816326532,8.16326530612245,3.9381688466111773"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1375.08
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.16666666666666666
AutocorrelationDescriptorMass,"36.30557008444323,38.22402023926548,53.383904284352276,65.13692078609782,76.51882885888539"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.3181763518766274,-0.06716142323481361,6.229000231578272E-4,-0.04383254166465074,-0.19489350799334187"
EccentricConnectivityIndexDescriptor,430
AutocorrelationDescriptorPolarizability,"2231.2168875078355,2706.2405266905716,4054.1243496881593,4554.247466810789,4345.457869875154"
