DLiP-ID,P000AN
AATSC5s,-0.03370429202475728
AATSC5v,3.1473747098545437
AATSC6Z,-1.3329863176680548
AATSC6c,-0.0016112442994066327
AATSC6d,-0.17182007463090151
AATSC6i,-0.14248835409999472
AATSC6m,-6.2807666159280195
AATSC6p,-0.019633453969920802
AATSC6s,-0.19722094532475254
AATSC6v,-6.466889311154817
AATSC7Z,-2.1011302795954783
AATSC7c,0.0003094669676404821
AATSC7d,-0.18114217727543136
AATSC7i,-0.19679307713595004
AATSC7m,-10.012437445270672
AATSC7p,-0.04057049556023646
AATSC7s,-0.18153876660717824
AATSC7v,-12.721663665127656
AATSC8Z,-1.6308287191689925
AATSC8c,-0.00027320492967161024
AATSC8d,-0.08882075687548627
AATSC8i,-0.39781267052149766
AATSC8m,-7.866819244993057
AATSC8p,-0.061047789680677124
AATSC8s,-0.10755197608261263
AATSC8v,-14.070390756858268
ATS0are,249.2198
ATS1are,277.379
ATS2are,476.51200000000006
ATS3are,621.8308999999999
ATS4are,608.4540000000001
ATS5are,574.075
ATS6are,541.547
ATS7are,498.7369999999999
ATS8are,449.728
ATSC0dv,149.90243902439025
ATSC0pe,3.9637512195121927
ATSC0se,2.4771361951219504
ATSC1dv,44.738845925044636
ATSC1pe,0.09693771564544736
ATSC1se,-0.06503435574063174
ATSC2dv,25.693039857227834
ATSC2pe,-0.155624211778705
ATSC2se,-0.042890117787033624
ATSC3dv,36.901249256395
ATSC3pe,-0.043727424152292096
ATSC3se,-0.26812204640095333
ATSC4dv,20.894110648423563
ATSC4pe,0.7668324211778694
ATSC4se,0.5944286995835787
ATSC5dv,-32.02022605591909
ATSC5pe,-0.2353515764425947
ATSC5se,-0.30264210588935325
ATSC6dv,-123.20523497917905
ATSC6pe,-1.9352513979773942
ATSC6se,-1.1045800285544334
ATSC7dv,-119.78048780487805
ATSC7pe,-1.6474731707317054
ATSC7se,-0.6089444878048789
ATSC8dv,-54.692444973230245
ATSC8pe,-0.8087657346817343
ATSC8se,-0.25665861511005134
AXp-0dv,0.556012596690457
AXp-1dv,0.30413816747057204
AXp-2dv,0.1592838744041486
AXp-3dv,0.08510310834303032
AXp-4dv,0.04486803427676579
AXp-5dv,0.023808539401556885
AXp-6dv,0.011496425158568834
AXp-7dv,0.006297786206439452
BertzCT,880.7602431450022
ECIndex,432
ETA_eta,16.271931704533472
GATS1dv,0.5276158920805846
GATS1pe,0.729898574207796
GATS1se,0.778481070262146
GATS2dv,0.85669755253738
GATS2pe,0.9557533284136973
GATS2se,0.9455655855558609
GATS3dv,0.9548694192939136
GATS3pe,1.0547643628164647
GATS3se,1.121548756616133
GATS4dv,1.059274817816959
GATS4pe,1.1554863946845428
GATS4se,1.2858768635671673
GATS5dv,1.1979422700112856
GATS5pe,1.2056760718166704
GATS5se,1.3582956847028242
GATS6dv,1.4782341803981895
GATS6pe,1.3895010202769913
GATS6se,1.4805414149189216
GATS7dv,1.3976570126911814
GATS7pe,1.2680215464778992
GATS7se,1.2423689416960875
GATS8dv,1.0006508298080052
GATS8pe,0.8517249075589349
GATS8se,0.7017122944228541
LogEE_A,4.0870380295093405
LogEE_D,101.64330227066517
MATS1dv,0.2781040144365886
MATS1pe,0.02278859619082378
MATS1se,-0.024463812381930388
MATS2dv,0.09246493226231864
MATS2pe,-0.02118073567971031
MATS2se,-0.009340661165243423
MATS3dv,0.09895005838326218
MATS3pe,-0.004434362485150466
MATS3se,-0.04350772003386859
MATS4dv,0.057724988248906255
MATS4pe,0.08012033191002604
MATS4se,0.09937989793882354
MATS5dv,-0.09316905650449002
MATS5pe,-0.025898029792193487
MATS5se,-0.05328874204722444
MATS6dv,-0.3829319882850634
MATS6pe,-0.22747422065080025
MATS6se,-0.207753565570422
MATS7dv,-0.3995281483891962
MATS7pe,-0.2078174284276165
MATS7se,-0.12291300111072422
MATS8dv,-0.19178202207814973
MATS8pe,-0.10725205158908604
MATS8se,-0.0544622043599064
MAXaaCH,2.0339854182413704
MAXaaaC,0.6664191232048375
MAXaasC,1.0543618774670365
MAXssNH,3.312029868663617
MAXsssN,2.1241203703703704
MDEC-22,17.58689592434871
MDEC-23,22.331784158278396
MDEC-33,7.383136998085741
MDEN-23,0.33333333333333337
MDEO-12,0.25
MINaaCH,1.6135185185185184
MINaaaC,0.6298495370370372
MINaasC,0.6596121504157217
MINssNH,3.312029868663617
MINsssN,2.1241203703703704
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.7857142857142858
SM1_Dzi,0.7967675426718981
SM1_Dzm,0.7835315151617626
SM1_Dzp,-3.20095216504194
SM1_Dzv,-1.436638212602909
SddssSe,0
SpAD_Dt,472.46229653702545
SpAbs_A,31.286902111523965
SpAbs_D,203.28660454133052
SpMAD_A,1.3603000918053898
SpMAD_D,8.838548023536111
SpMax_A,2.475838579152585
SpMax_D,101.64330227066517
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,45.480000000000004
TpiPC10,9.284729931154663
VAdjMat,5.700439718141092
VE1_DzZ,4.7094654020684805
VE1_Dzi,4.712998586249984
VE1_Dzm,4.709469568677164
VE1_Dzp,4.697855059086546
VE1_Dzv,4.702539866124796
VE2_DzZ,0.20475936530732525
VE2_Dzi,0.20491298201086888
VE2_Dzm,0.20475954646422453
VE2_Dzp,0.20425456778637158
VE2_Dzv,0.20445825504890416
VE3_DzZ,2.382483521775961
VE3_Dzi,2.3832334709084764
VE3_Dzm,2.3824844065062827
VE3_Dzp,2.3800151570753307
VE3_Dzv,2.381011882737044
VR1_DzZ,134.82990352196475
VR1_Dzi,134.51775404386643
VR1_Dzm,134.82904380118055
VR1_Dzp,135.249187089325
VR1_Dzv,134.97113714274738
VR2_DzZ,5.862169718346293
VR2_Dzi,5.848598001907236
VR2_Dzm,5.862132339181763
VR2_Dzp,5.880399438666305
VR2_Dzv,5.868310310554234
VR3_DzZ,5.736923133027651
VR3_Dzi,5.7346053135918655
VR3_Dzm,5.7369167566712
VR3_Dzp,5.7400280302135025
VR3_Dzv,5.737970079572669
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.12676436688342807
Xch-7dv,0.10633855804705095
Xpc-4dv,1.1788604529495879
Xpc-5dv,1.6509777624969824
Xpc-6dv,2.2001798699785047
Zagreb1,124.0
Zagreb2,148.0
fragCpx,170.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,26
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.078531707317073
AATS1are,6.304068181818182
AATS2are,6.269894736842106
AATS3are,6.096381372549019
AATS4are,6.146000000000001
AATS5are,6.107180851063831
AATS6are,6.153943181818182
AATS7are,6.082158536585364
AATS8are,5.76574358974359
AATSC0dv,3.6561570493753717
AATSC0pe,0.09667685901249251
AATSC0se,0.060417955978584154
AATSC1dv,1.0167919528419236
AATSC1pe,0.0022031299010328944
AATSC1se,-0.0014780535395598122
AATSC2dv,0.33806631391089254
AATSC2pe,-0.0020476869970882236
AATSC2se,-0.0005643436550925477
AATSC3dv,0.36177695349406863
AATSC3pe,-0.00042870023678717744
AATSC3se,-0.0026286475137348364
AATSC4dv,0.2110516227113491
AATSC4pe,0.0077457820320996915
AATSC4se,0.006004330298824028
AATSC5dv,-0.3406407027225435
AATSC5pe,-0.0025037401749212203
AATSC5se,-0.0032195968711633324
AATSC6dv,-1.400059488399762
AATSC6pe,-0.021991493158834027
AATSC6se,-0.012552045779027653
AATSC7dv,-1.4607376561570493
AATSC7pe,-0.020091136228435433
AATSC7se,-0.007426152290303401
AATSC8dv,-0.7011851919644904
AATSC8pe,-0.010368791470278645
AATSC8se,-0.003290495065513479
AETA_eta,0.7074752915014553
ATSC0are,4.1452243902439
ATSC1are,0.018915288518739422
ATSC2are,-0.1640842355740616
ATSC3are,-0.22538506841165915
ATSC4are,0.8845118381915535
ATSC5are,-0.30377787031528813
ATSC6are,-1.9756279595478865
ATSC7are,-1.436151219512194
ATSC8are,-0.6662415229030341
BCUTZ-1h,8.023850604584744
BCUTZ-1l,5.665010780042134
BCUTc-1h,0.4648088426772899
BCUTc-1l,-0.5159144292583606
BCUTd-1h,3.2752338521865183
BCUTd-1l,0.9778540484331226
BCUTi-1h,14.543816510930233
BCUTi-1l,10.925796213265134
BCUTm-1h,16.01136322177872
BCUTm-1l,11.677540489385189
BCUTp-1h,2.0207700824258445
BCUTp-1l,0.7493608270706678
BCUTs-1h,7.008279001227967
BCUTs-1l,1.3740252534005433
BCUTv-1h,20.924028958857775
BCUTv-1l,14.701724624934275
BalabanJ,1.4697445702163887
Diameter,11
ETA_beta,31.0
GATS1are,0.7578710242898595
GATS2are,0.9766851118837031
GATS3are,1.0875685516289384
GATS4are,1.1821562764699212
GATS5are,1.239801476427805
GATS6are,1.4164821517155264
GATS7are,1.2518196078708266
GATS8are,0.7944514402960265
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,236.23114826851275
MATS1are,0.004252027899281232
MATS2are,-0.021354483799319382
MATS3are,-0.021855501739442056
MATS4are,0.08836988037502072
MATS5are,-0.03196421854528666
MATS6are,-0.22205384798321598
MATS7are,-0.17322961127174258
MATS8are,-0.08448369604492849
MAXssCH2,0.9048409828807555
MINssCH2,0.8491572971781304
NsssssAs,0
RotRatio,0.07692307692307693
SM1_Dzpe,0.839810281517748
SM1_Dzse,0.7775155866620465
SMR_VSA1,4.417150937053347
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,31.078935354500782
SMR_VSA7,64.82063119212685
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,146.9069712534153
SpAD_Dzi,145.43222621036503
SpAD_Dzm,146.94044255144237
SpAD_Dzp,203.66387609973913
SpAD_Dzv,181.75402289158484
SpAbs_Dt,472.46229653702545
SpDiam_A,4.951677158305169
SpDiam_D,145.97861084105568
SpMAD_Dt,20.541838979870672
SpMax_Dt,236.23114826851275
SsssssAs,0
VE1_Dzpe,4.709783409814793
VE1_Dzse,4.70942477327071
VE2_Dzpe,0.20477319173107794
VE2_Dzse,0.20475759883785696
VE3_Dzpe,2.3825510447287535
VE3_Dzse,2.38247489468784
VMcGowan,232.42999999999984
VR1_Dzpe,134.81388472489226
VR1_Dzse,134.83163560025937
VR2_Dzpe,5.861473248908359
VR2_Dzse,5.8622450260982335
VR3_Dzpe,5.736804318519106
VR3_Dzse,5.73693597934085
mZagreb1,5.527777777777778
mZagreb2,5.0555555555555545
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,36
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1011030339083878
AATSC1are,0.0004298929208804414
AATSC2are,-0.0021590030996587054
AATSC3are,-0.0022096575334476388
AATSC4are,0.008934463012035895
AATSC5are,-0.0032316794714392356
AATSC6are,-0.022450317722135075
AATSC7are,-0.01751403926234383
AATSC8are,-0.008541557985936334
AETA_beta,1.3478260869565217
BCUTdv-1h,6.023770101167745
BCUTdv-1l,1.8921772648314519
BCUTpe-1h,3.49414389387079
BCUTpe-1l,2.2115575841073634
BCUTse-1h,3.7069620572658812
BCUTse-1l,2.4076603684426066
ETA_alpha,10.966666666666665
ETA_dBeta,1.0
ETA_eta_B,0.08771372187817228
ETA_eta_F,21.543977578125315
ETA_eta_L,5.099771155683891
ETA_eta_R,37.81590928265879
ETA_psi_1,0.5949367088607597
LabuteASA,133.90013393921765
LogEE_DzZ,73.39609935474051
LogEE_Dzi,72.63295660379771
LogEE_Dzm,73.41310520329345
LogEE_Dzp,100.9969070502934
LogEE_Dzv,90.50223625989604
PEOE_VSA1,14.633849271910154
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,42.46456947923127
PEOE_VSA7,11.629818560158606
PEOE_VSA8,37.80884418380891
PEOE_VSA9,5.386224214464796
SM1_Dzare,0.9427640763145648
SpAD_Dzpe,145.9223070395525
SpAD_Dzse,147.05333646195305
SpAbs_DzZ,146.3262259118004
SpAbs_Dzi,144.8433110701293
SpAbs_Dzm,146.36131056197502
SpAbs_Dzp,205.19476626562874
SpAbs_Dzv,182.44111073239492
SpDiam_Dt,317.4404654995069
SpMAD_DzZ,6.387259619713708
SpMAD_Dzi,6.3231402700158705
SpMAD_Dzm,6.388714893540973
SpMAD_Dzp,8.854951134771266
SpMAD_Dzv,7.902348821373254
SpMax_DzZ,73.39609935474051
SpMax_Dzi,72.63295660379771
SpMax_Dzm,73.41310520329345
SpMax_Dzp,100.9969070502934
SpMax_Dzv,90.50223625989604
VE1_Dzare,4.709901557199245
VE2_Dzare,0.20477832857388023
VE3_Dzare,2.3825761299380512
VR1_Dzare,134.82613789681693
VR2_Dzare,5.86200599551378
VR3_Dzare,5.736895203928579
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4768115942028985
AETA_dBeta,0.043478260869565216
AETA_eta_B,0.0038136400816596644
AETA_eta_F,0.9366946773097963
AETA_eta_L,0.2217291806819083
AETA_eta_R,1.6441699688112517
BCUTare-1h,3.5479512285747465
BCUTare-1l,2.162203862660899
ETA_beta_s,15.0
ETA_dPsi_A,0.1190632911392403
ETA_dPsi_B,0.0
ETA_eta_BR,0.43171372187817225
ETA_eta_FL,6.226728684811032
ETA_eta_RL,11.326499840494924
LogEE_Dzpe,72.89467837976981
LogEE_Dzse,73.47060182455618
PEOE_VSA10,5.583020141642242
PEOE_VSA11,11.31297259376155
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,15.64548872675735
SlogP_VSA2,26.1790256236503
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,63.808991737279655
SlogP_VSA7,0.0
SlogP_VSA8,22.09614733950103
SlogP_VSA9,0.0
SpAD_Dzare,144.22377697907294
SpAbs_Dzpe,145.3015777010394
SpAbs_Dzse,146.47865102833327
SpDiam_DzZ,104.3345287738497
SpDiam_Dzi,103.56440357223822
SpDiam_Dzm,104.36279043787816
SpDiam_Dzp,152.01516874481416
SpDiam_Dzv,133.29084718789724
SpMAD_Dzpe,6.344448132154456
SpMAD_Dzse,6.393623324432741
SpMax_Dzpe,72.89467837976981
SpMax_Dzse,73.47060182455618
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6521739130434783
AETA_eta_BR,0.0187701618207901
AETA_eta_FL,0.2707273341222188
AETA_eta_RL,0.4924565148041271
DetourIndex,2676
EState_VSA1,0.0
EState_VSA2,5.428790391900541
EState_VSA3,16.853426557968046
EState_VSA4,37.305928607044294
EState_VSA5,0.0
EState_VSA6,6.06636706846161
EState_VSA7,48.53093654769288
EState_VSA8,10.216698334856808
EState_VSA9,4.417150937053347
ETA_beta_ns,16.0
ETA_shape_p,0.030395136778115506
ETA_shape_x,0.0
ETA_shape_y,0.31003039513677816
GhoseFilter,True
LogEE_Dzare,72.02973771642277
SlogP_VSA10,5.884182201861009
SlogP_VSA11,0.0
SpAbs_Dzare,143.52695135744912
SpDiam_Dzpe,103.55846068973237
SpDiam_Dzse,104.45104228494976
SpMAD_Dzare,6.270598999090128
SpMax_Dzare,72.02973771642277
TopoPSA(NO),45.480000000000004
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.165797430083144
VSA_EState9,42.83420256991686
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6956521739130435
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.023188405797101522
FilterItLogS,-5.249095663736609
SpDiam_Dzare,102.17544792934146
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5813008130081302
ETA_epsilon_2,0.8014492753623186
ETA_epsilon_3,0.4460317460317464
ETA_epsilon_4,0.50969696969697
ETA_epsilon_5,0.7805555555555553
AETA_beta_ns_d,0.021739130434782608
ETA_dEpsilon_A,0.1352690669763838
ETA_dEpsilon_B,0.07160384331116021
ETA_dEpsilon_C,-0.06366522366522359
ETA_dEpsilon_D,0.020893719806763245
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.9565217391304348
MDEDescriptor,"0.0,0.0,0.0,0.0,17.58689592434871,22.331784158278396,0.0,7.383136998085741,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,49.246273999999985
BCUTDescriptor,"11.850000000000003,15.995926239339056,-0.31415869641241073,0.23012100589417978,5.401089239143615,10.813638168859988"
BPolDescriptor,25.191725999999996
TPSADescriptor,45.480000000000004
ALOGPDescriptor,"3.3368000000000007,11.134234240000005,85.91549999999998"
XLogPDescriptor,4.770000000000001
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,306.13682796
ChiPathDescriptor,"15.6480536021256,11.326499840494924,9.927415744425792,8.726978113584563,7.627229142736852,6.528103963974957,4.266899660062095,3.379729563103595,12.78828972388051,7.907592354234874,5.734219478549348,4.255155417151516,3.051026330820073,2.166577085541676,1.1151532403811766,0.7368409861534154"
ChiChainDescriptor,"0.0,0.0,0.0,0.32772108253146426,0.40352036829349863,0.0,0.0,0.0,0.1267643668834281,0.10633855804705095"
AtomCountDescriptor,41
BondCountDescriptor,26
SmallRingDescriptor,"4,3,3,2,0,0,0,4,0,0,0"
ChiClusterDescriptor,"1.1439505508593788,0.0,0.35871087105335925,0.0,0.5021355285820641,0.0,0.09688170303640467,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,3,4,0,0,0"
ZagrebIndexDescriptor,124.0
LargestChainDescriptor,12
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"48.091981977990926,2.0909557381735184,12.27908341158898,5.795563861285922,6.483519550303055"
FractionalPSADescriptor,0.1485610218903243
WienerNumbersDescriptor,"1130.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.1831127679487947,5.520974966655712,8.335828144437398,1.178860452949588,1.6509777624969826,1.9859107042844024"
FractionalCSP3Descriptor,0.21052631578947367
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.467455621301774,7.486111111111111,3.52"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1430.04
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"25.26889867363485,27.827185597299923,39.044831148631665,41.681171961830444,39.15112027207684"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.3928111531659193,-0.18388591200544,-0.009606691180444441,-0.12003703404073798,0.11120743591266444"
EccentricConnectivityIndexDescriptor,432
AutocorrelationDescriptorPolarizability,"1655.0369289817884,1970.38691716105,2781.68170166711,2914.0802352035553,2583.062867710143"
