DLiP-ID,T000HO
AATSC3s,-0.008545219602652745
AATSC3v,-1.5543305770640592
AATSC4Z,-0.6199655271473713
AATSC4c,0.0005031784692253821
AATSC4d,-0.05674040026812218
AATSC4i,-0.050792327234663474
AATSC4m,-2.9389939513372894
AATSC4p,-0.01673575643036816
AATSC4s,-0.10704824869396835
AATSC4v,-3.885438871895364
AATSC5Z,0.8309816313770555
AATSC5c,0.000715609751044221
AATSC5d,-0.06116490453310499
AATSC5i,-0.1311699158390324
AATSC5m,3.9764354074534265
AATSC5p,-0.017926266076625102
AATSC5s,0.1246414814981713
AATSC5v,0.3167703071975168
AATSC6Z,-0.15706791860314118
AATSC6c,0.0018142110120214407
AATSC6d,-0.0519512972575193
AATSC6i,-0.25866513406587577
AATSC6m,-0.8057600986454546
AATSC6p,-0.016432820484075072
AATSC6s,-0.2624874454365665
AATSC6v,-1.7457722414301842
AATSC7Z,-1.1618504783543564
AATSC7c,-0.002880769424939152
AATSC7d,0.03540649238724507
AATSC7i,-0.09972352086044543
AATSC7m,-5.664026947920846
AATSC7p,-0.005871624920237334
AATSC7s,-0.5502837463256522
AATSC7v,-2.044554200239103
AATSC8Z,-0.5350487179419601
AATSC8c,-0.0024529744022491204
AATSC8d,0.07634102822926031
AATSC8i,0.2526827029829645
AATSC8m,-2.493665752728371
AATSC8p,0.030327672212771554
AATSC8s,-0.4413634076174694
AATSC8v,3.480818645693529
ATS0are,386.7296
ATS1are,410.02900000000005
ATS2are,715.4588999999999
ATS3are,944.6200000000001
ATS4are,949.0339
ATS5are,962.4570000000001
ATS6are,951.0009999999997
ATS7are,863.4280000000001
ATS8are,705.2360000000002
ATSC0dv,262.6779661016949
ATSC0pe,10.352464406779658
ATSC0se,6.802702237288134
ATSC1dv,58.818442976156305
ATSC1pe,-0.40924843435793634
ATSC1se,-0.4501532364263143
ATSC2dv,14.59494398161451
ATSC2pe,2.1574606722206373
ATSC2se,1.4825157989083593
ATSC3dv,-54.38954323470265
ATSC3pe,0.3674914679689837
ATSC3se,0.760980158575122
ATSC4dv,-17.384659580580276
ATSC4pe,-0.9743213731686301
ATSC4se,-0.40567999310542924
ATSC5dv,67.76730824475726
ATSC5pe,2.3382702671645994
ATSC5se,0.7895026049985631
ATSC6dv,-45.11835679402473
ATSC6pe,-2.0684712438954214
ATSC6se,-1.7420750956621662
ATSC7dv,-112.2117207698937
ATSC7pe,-6.111679689744314
ATSC7se,-4.0650925986785404
ATSC8dv,-40.96437805228384
ATSC8pe,-3.1114223786268247
ATSC8se,-2.107446912956047
AXp-0dv,0.5378576298615503
AXp-1dv,0.29174334650021067
AXp-2dv,0.15305938161673832
AXp-3dv,0.08315945592619331
AXp-4dv,0.04488790066999237
AXp-5dv,0.024086616274150763
AXp-6dv,0.012561649963784253
AXp-7dv,0.0067983686141044756
BertzCT,1357.4830970490857
ECIndex,1084
ETA_eta,30.29620730253825
GATS1dv,0.4871678270826548
GATS1pe,0.6383905911995023
GATS1se,0.6943447481116769
GATS2dv,0.840670770185203
GATS2pe,0.6998049179326533
GATS2se,0.711789372379406
GATS3dv,1.06998561016269
GATS3pe,0.9577890836086127
GATS3se,0.9324767214830801
GATS4dv,0.950923560029251
GATS4pe,0.8846806879466785
GATS4se,0.8496232563268462
GATS5dv,0.8637281470853924
GATS5pe,0.8386677255409731
GATS5se,0.8735626722752198
GATS6dv,1.1350165377061467
GATS6pe,1.2821909624414687
GATS6se,1.3515467836252577
GATS7dv,1.3256524791077637
GATS7pe,1.6142822216785362
GATS7se,1.6579046715232728
GATS8dv,1.2306204647891825
GATS8pe,1.4307295811150358
GATS8se,1.4820444264805746
LogEE_A,4.498015473818549
LogEE_D,247.12602512812504
MATS1dv,0.20970140540407683
MATS1pe,-0.037021562375878454
MATS1se,-0.06197126727775676
MATS2dv,0.030074907564278858
MATS2pe,0.11280404042143419
MATS2se,0.11796234086867147
MATS3dv,-0.08367407548830867
MATS3pe,0.014345069952599921
MATS3se,0.045205474004814256
MATS4dv,-0.02603174603174601
MATS4pe,-0.03701853572134523
MATS4se,-0.023456482202051078
MATS5dv,0.09948490085585576
MATS5pe,0.08709867376382595
MATS5se,0.04475408541203433
MATS6dv,-0.06941107734625948
MATS6pe,-0.08074300296714793
MATS6se,-0.10348670666899686
MATS7dv,-0.19093812691373668
MATS7pe,-0.26387297860322984
MATS7se,-0.267095801580966
MATS8dv,-0.08441278602388474
MATS8pe,-0.162682462900015
MATS8se,-0.16768750207708083
MAXaaCH,1.8296321103113506
MAXaaaC,0.7654088747223393
MAXaasC,0.943674177181002
MAXaasN,1.8500851331522916
MAXdssC,-0.9362266550038061
MAXssNH,3.0756777941499185
MDEC-22,19.872244547256756
MDEC-23,28.5851645577717
MDEC-24,3.033245719792805
MDEC-33,7.254707105092105
MDEC-34,1.993948958693423
MDEN-22,0.4106133378832246
MDEN-23,0.40852897032162194
MDEO-11,0.4999999999999999
MDEO-12,0.2222222222222222
MINaaCH,1.3606462910796773
MINaaaC,0.7511121947503622
MINaasC,-0.3279036986624537
MINaasN,1.8500851331522916
MINdssC,-0.9362266550038061
MINssNH,3.0756777941499185
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9880952380952386
SM1_Dzi,2.127807286498578
SM1_Dzm,2.053375397059774
SM1_Dzp,-9.316019401471838
SM1_Dzv,-3.567601277749207
SddssSe,0
SpAD_Dt,885.430778096981
SpAbs_A,46.020339292916155
SpAbs_D,494.25205025625013
SpMAD_A,1.3148668369404615
SpMAD_D,14.121487150178575
SpMax_A,2.475789958822688
SpMax_D,247.12602512812504
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,89.27
TpiPC10,9.125002026506696
VAdjMat,6.285402218862249
VE1_DzZ,5.824279379000124
VE1_Dzi,5.827328488871244
VE1_Dzm,5.82412774703406
VE1_Dzp,5.831582379036821
VE1_Dzv,5.830398153731223
VE2_DzZ,0.1664079822571464
VE2_Dzi,0.16649509968203555
VE2_Dzm,0.16640364991525886
VE2_Dzp,0.166616639401052
VE2_Dzv,0.16658280439232065
VE3_DzZ,3.014798248534566
VE3_Dzi,3.015321628650907
VE3_Dzm,3.0147722137360855
VE3_Dzp,3.0160513521049306
VE3_Dzv,3.0158482604763104
VR1_DzZ,246.1193579892931
VR1_Dzi,245.77507678305363
VR1_Dzm,246.08711828841663
VR1_Dzp,246.4551711719989
VR1_Dzv,245.97907865795307
VR2_DzZ,7.031981656836946
VR2_Dzi,7.022145050944389
VR2_Dzm,7.0310605225261895
VR2_Dzp,7.041576319199969
VR2_Dzv,7.027973675941516
VR3_DzZ,6.758579581837086
VR3_Dzi,6.757179764160284
VR3_Dzm,6.758448581118987
VR3_Dzp,6.759943084068127
VR3_Dzv,6.758009454705224
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.17627925703967984
Xch-7dv,0.2123237856336553
Xpc-4dv,1.972265557565817
Xpc-5dv,2.682270404248602
Xpc-6dv,3.466357208418792
Zagreb1,190.0
Zagreb2,225.0
fragCpx,331.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,3
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,22
nBondsD,1
nBondsM,23
nBondsO,39
nBondsS,40
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,9
naHRing,3
AATS0are,6.554738983050847
AATS1are,6.508396825396826
AATS2are,6.563843119266053
AATS3are,6.470000000000001
AATS4are,6.326892666666667
AATS5are,6.290568627450981
AATS6are,6.513705479452053
AATS7are,6.541121212121213
AATS8are,6.470055045871562
AATSC0dv,4.45216891697788
AATSC0pe,0.1754654984199942
AATSC0se,0.11530003792013786
AATSC1dv,0.933626078986608
AATSC1pe,-0.006496006894570418
AATSC1se,-0.007145289467084354
AATSC2dv,0.13389856863866523
AATSC2pe,0.01979321717633612
AATSC2se,0.013601062375306049
AATSC3dv,-0.37253111804590855
AATSC3pe,0.002517064849102628
AATSC3se,0.005212192866952891
AATSC4dv,-0.11589773053720184
AATSC4pe,-0.0064954758211242004
AATSC4se,-0.002704533287369528
AATSC5dv,0.44292358329906706
AATSC5pe,0.015282812203690193
AATSC5se,0.005160147745088647
AATSC6dv,-0.3090298410549639
AATSC6pe,-0.014167611259557681
AATSC6se,-0.011932021203165522
AATSC7dv,-0.850088793711316
AATSC7pe,-0.04630060371018419
AATSC7se,-0.030796156050595002
AATSC8dv,-0.3758199821310444
AATSC8pe,-0.028545159436943347
AATSC8se,-0.019334375348220616
AETA_eta,0.8656059229296643
ATSC0are,11.551830508474573
ATSC1are,-0.586703763286408
ATSC2are,2.486847026716467
ATSC3are,0.7936160298764771
ATSC4are,-0.9787572249353638
ATSC5are,2.1938666475150757
ATSC6are,-2.5591263430048756
ATSC7are,-6.925597069807513
ATSC8are,-3.3735207698937018
BCUTZ-1h,9.009103609306278
BCUTZ-1l,5.679056255343016
BCUTc-1h,0.47222295844254036
BCUTc-1l,-0.5171046864536359
BCUTd-1h,4.023071322017554
BCUTd-1l,0.9728150586605637
BCUTi-1h,17.427742049678404
BCUTi-1l,10.94026221704472
BCUTm-1h,19.002879323787216
BCUTm-1l,11.69086764682058
BCUTp-1h,2.0094563603073756
BCUTp-1l,0.5362966154288611
BCUTs-1h,8.004600698386268
BCUTs-1l,1.1908635523520281
BCUTv-1h,20.90851082318667
BCUTv-1l,13.30344926047236
BalabanJ,1.1229873881208037
Diameter,18
ETA_beta,45.25
GATS1are,0.6563365765561322
GATS2are,0.7061479054290907
GATS3are,0.9503934669506412
GATS4are,0.8768829603154339
GATS5are,0.848858253198309
GATS6are,1.3061378337955496
GATS7are,1.640861093704468
GATS8are,1.436513347683078
HybRatio,0.2692307692307692
Lipinski,False
LogEE_Dt,442.7153890484905
MATS1are,-0.0475641267670703
MATS2are,0.11652625173876474
MATS3are,0.027762513261818875
MATS4are,-0.03332613316352633
MATS5are,0.07323522133170181
MATS6are,-0.0895241229532639
MATS7are,-0.2679689614001143
MATS8are,-0.15807314493228936
MAXssCH2,0.9553828953722175
MAXsssCH,-0.459727287704762
MAXssssC,-3.261966146603558
MINssCH2,-0.8449147931160024
MINsssCH,-0.459727287704762
MINssssC,-3.261966146603558
NsssssAs,0
RotRatio,0.20512820512820512
SM1_Dzpe,2.1394925976270587
SM1_Dzse,1.933536373105155
SMR_VSA1,23.418757628062217
SMR_VSA2,0.0
SMR_VSA3,14.53505668968577
SMR_VSA4,0.0
SMR_VSA5,31.226834866020567
SMR_VSA6,18.468426974431825
SMR_VSA7,83.94229824077458
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,375.75022113145957
SpAD_Dzi,372.3043978033879
SpAD_Dzm,375.5899348065482
SpAD_Dzp,552.9786019351684
SpAD_Dzv,472.2980299873211
SpAbs_Dt,885.4307780969812
SpDiam_A,4.893514796288543
SpDiam_D,381.15561111914235
SpMAD_Dt,25.298022231342316
SpMax_Dt,442.7153890484905
SsssssAs,0
VE1_Dzpe,5.824284794526623
VE1_Dzse,5.824353324376211
VE2_Dzpe,0.16640813698647494
VE2_Dzse,0.16641009498217746
VE3_Dzpe,3.0147991783532833
VE3_Dzse,3.0148109445097884
VMcGowan,336.6500000000012
VR1_Dzpe,246.09373762121365
VR1_Dzse,246.1371279625447
VR2_Dzpe,7.03124964632039
VR2_Dzse,7.0324893703584195
VR3_Dzpe,6.758475479088374
VR3_Dzse,6.758651779862979
mZagreb1,10.17361111111111
mZagreb2,7.513888888888889
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,11
nBondsKS,52
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.19579373743177242
AATSC1are,-0.009312758147403302
AATSC2are,0.02281511033684832
AATSC3are,0.005435726232030665
AATSC4are,-0.006525048166235758
AATSC5are,0.014338997696176964
AATSC6are,-0.017528262623321064
AATSC7are,-0.05246664446823874
AATSC8are,-0.030949731833887172
AETA_beta,1.292857142857143
BCUTdv-1h,7.009091749196385
BCUTdv-1l,1.8567277307303935
BCUTpe-1h,3.9980163326023734
BCUTpe-1l,2.2275486300631906
BCUTse-1h,4.020422777915356
BCUTse-1l,2.4233895089632465
ETA_alpha,16.171428571428574
ETA_dBeta,-1.25
ETA_eta_B,0.510396894253418
ETA_eta_F,38.62438396504869
ETA_eta_L,7.880348594663634
ETA_eta_R,68.92059126758694
ETA_psi_1,0.527985074626866
LabuteASA,199.94962376571362
LogEE_DzZ,187.93191328681823
LogEE_Dzi,186.21299339559388
LogEE_Dzm,187.8536352717615
LogEE_Dzp,275.40630107711075
LogEE_Dzv,235.8432205984249
PEOE_VSA1,19.72727860043844
PEOE_VSA2,9.77851570501903
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,8.78083009534964
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,60.36674864001567
PEOE_VSA8,36.03821205283286
PEOE_VSA9,12.462662452073971
SM1_Dzare,2.3803016717928926
SpAD_Dzpe,373.03067894538674
SpAD_Dzse,376.27352419953945
SpAbs_DzZ,373.98041998801204
SpAbs_Dzi,370.5060799506035
SpAbs_Dzm,373.75820783811736
SpAbs_Dzp,560.1286215556933
SpAbs_Dzv,475.254042474599
SpDiam_Dt,637.3069093032769
SpMAD_DzZ,10.735720603755988
SpMAD_Dzi,10.637268508668225
SpMAD_Dzm,10.731140994472804
SpMAD_Dzp,15.799388626719097
SpMAD_Dzv,13.494229428209175
SpMax_DzZ,187.93191328681823
SpMax_Dzi,186.21299339559388
SpMax_Dzm,187.8536352717615
SpMax_Dzp,275.40630107711075
SpMax_Dzv,235.8432205984249
VE1_Dzare,5.824225400160494
VE2_Dzare,0.16640644000458554
VE3_Dzare,3.014788980591486
VR1_Dzare,246.08229180665296
VR2_Dzare,7.0309226230472275
VR3_Dzare,6.7584289680277845
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4620408163265307
AETA_dBeta,-0.03571428571428571
AETA_eta_B,0.014582768407240515
AETA_eta_F,1.1035538275728198
AETA_eta_L,0.22515281699038953
AETA_eta_R,1.969159750502484
BCUTare-1h,4.116205776268668
BCUTare-1l,2.17789823933222
ETA_beta_s,23.25
ETA_dPsi_A,0.18601492537313402
ETA_dPsi_B,0.0
ETA_eta_BR,0.940396894253418
ETA_eta_FL,9.023468073456044
ETA_eta_RL,16.903816668119678
LogEE_Dzpe,186.57646783262558
LogEE_Dzse,188.19200599614416
PEOE_VSA10,17.261302605967394
PEOE_VSA11,6.606881964512918
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,38.76252774290382
SlogP_VSA3,17.137887975092408
SlogP_VSA4,0.0
SlogP_VSA5,35.70431505324243
SlogP_VSA6,67.12146726253211
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,368.1390156623089
SpAbs_Dzpe,371.1383234016057
SpAbs_Dzse,374.55244715809215
SpDiam_DzZ,288.80970267899835
SpDiam_Dzi,287.3007199434914
SpDiam_Dzm,288.7556055316369
SpDiam_Dzp,430.52579749539694
SpDiam_Dzv,365.9513179932999
SpMAD_Dzpe,10.65801939843962
SpMAD_Dzse,10.750672119986842
SpMax_Dzpe,186.57646783262558
SpMax_Dzse,188.19200599614416
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6642857142857143
AETA_eta_BR,0.0268684826929548
AETA_eta_FL,0.25781337352731554
AETA_eta_RL,0.48296619051770506
DetourIndex,7521
EState_VSA1,24.540557249707305
EState_VSA2,12.114749617774471
EState_VSA3,11.567374611118932
EState_VSA4,41.416227567239645
EState_VSA5,6.06636706846161
EState_VSA6,48.92236605714728
EState_VSA7,16.699833784714574
EState_VSA8,15.284745645900749
EState_VSA9,4.736862953800049
ETA_beta_ns,22.0
ETA_shape_p,0.07656065959952885
ETA_shape_x,0.03091872791519434
ETA_shape_y,0.3030035335689046
GhoseFilter,True
LogEE_Dzare,184.13751645034853
SlogP_VSA10,14.598692873184667
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,366.048864832641
SpDiam_Dzpe,286.756619535421
SpDiam_Dzse,289.17927917463817
SpMAD_Dzare,10.518257590351682
SpMax_Dzare,184.13751645034853
TopoPSA(NO),89.27
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,31.577685099069562
VSA_EState9,56.8389815675971
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6285714285714286
EState_VSA10,18.681894674262168
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0379591836734693
FilterItLogS,-6.388809347457758
SpDiam_Dzare,282.9045265774572
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6411622276029045
ETA_epsilon_2,0.8751020408163261
ETA_epsilon_3,0.4443298969072154
ETA_epsilon_4,0.5683809523809509
ETA_epsilon_5,0.8440154440154437
AETA_beta_ns_d,0.014285714285714285
ETA_dEpsilon_A,0.19683233069568912
ETA_dEpsilon_B,0.07278127522195366
ETA_dEpsilon_C,-0.12405105547373546
ETA_dEpsilon_D,0.031086596800882438
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8285714285714286
MDEDescriptor,"0.0,0.0,0.0,0.0,19.872244547256756,28.5851645577717,3.033245719792805,7.254707105092105,1.993948958693423,0.0,0.4999999999999999,0.2222222222222222,0.0,0.0,0.0,0.0,0.4106133378832246,0.40852897032162194,0.0"
APolDescriptor,69.68303199999998
BCUTDescriptor,"11.988233677612024,18.999414324116877,-0.3391094168471113,0.31311639544423187,4.2352390148791335,11.319419189720511"
BPolDescriptor,36.79696799999999
TPSADescriptor,89.27
ALOGPDescriptor,"3.6253999999999995,13.143525159999996,126.26420000000002"
XLogPDescriptor,4.103000000000001
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,478.18164726000003
ChiPathDescriptor,"24.415638315627202,16.903816668119674,15.87755954237053,12.96118429762686,10.88148419084575,9.299197539955902,6.414231435874853,4.847423644499498,18.82501704515426,11.377990513508216,8.571325370537348,6.153799738538305,4.399014265659253,3.0830868830913,1.746069344966012,1.0945373468708215"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.5131164884807633,0.7279660860480143,0.0,0.0,0.037267799624996496,0.1762792570396798,0.21232378563365528"
AtomCountDescriptor,59
BondCountDescriptor,39
SmallRingDescriptor,"5,4,3,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"2.88210177577568,0.20412414523193154,0.6789889204617368,0.10206207261596577,0.9848879253717087,0.025253813613805267,0.16636093321448034,0.006520506636966263"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,5,11,3,2,5,0,0"
ZagrebIndexDescriptor,190.0
LargestChainDescriptor,19
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"72.28235558650263,2.065210159614361,25.713699509874466,7.904821563505282,12.816915626056492"
FractionalPSADescriptor,0.18668637851645012
WienerNumbersDescriptor,"4183.0,57.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.896836123737884,9.036237863176005,12.869670770871652,1.9722655575658177,2.682270404248604,3.1445908614867495"
FractionalCSP3Descriptor,0.2692307692307692
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,11,1,0,0,1,5,2,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"26.600920447074294,11.806760204081632,6.357925493060629"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,2779.09
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2692307692307692
AutocorrelationDescriptorMass,"41.76741658981406,42.987575530204566,64.61827700578883,66.05404212492903,62.16862724637271"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.817581296945295,-0.3633333224398886,-0.16469140591813233,0.026319047069100245,0.16217411785823974"
EccentricConnectivityIndexDescriptor,1084
AutocorrelationDescriptorPolarizability,"2301.8871984599236,2744.9006135238205,3913.1711847994898,3949.3250659578944,3577.835788429762"
