DLiP-ID,J1005V
AATSC5m,-0.06498605978748129
AATSC5p,0.008634373474676646
AATSC5s,-0.03956718346253229
AATSC5v,1.7402483037323218
AATSC6Z,0.24409237379162185
AATSC6c,0.0018612988174023135
AATSC6d,-0.08767454350161119
AATSC6i,0.1162336003095586
AATSC6m,1.176198386531806
AATSC6p,0.008312417559363976
AATSC6s,0.03709795321637426
AATSC6v,2.046966533459324
AATSC7Z,-1.4994331065759636
AATSC7c,-0.0005451121323536289
AATSC7d,-0.014314058956916093
AATSC7i,-0.3206865649678232
AATSC7m,-7.197555474631516
AATSC7p,-0.04985029114651298
AATSC7s,-0.0669367283950617
AATSC7v,-11.70494592604738
AATSC8Z,-0.0363433044450655
AATSC8c,-0.0029540698512196843
AATSC8d,0.06492871121051155
AATSC8i,0.22793794968105444
AATSC8m,-0.06771777242723818
AATSC8p,0.02696385968838153
AATSC8s,-0.07810121765601216
AATSC8v,4.33372842947512
ATS0are,251.23470000000003
ATS1are,276.29499999999996
ATS2are,443.23799999999994
ATS3are,514.8929
ATS4are,566.2280000000001
ATS5are,512.0479999999999
ATS6are,451.2158999999998
ATS7are,428.957
ATS8are,422.25700000000006
ATSC0dv,155.14285714285717
ATSC0pe,3.401707142857141
ATSC0se,1.8663639047619043
ATSC1dv,70.32653061224491
ATSC1pe,0.7480734693877538
ATSC1se,0.450627623582766
ATSC2dv,23.61224489795918
ATSC2pe,-0.0035908163265324505
ATSC2se,-0.21555707482993258
ATSC3dv,-22.428571428571445
ATSC3pe,0.12757142857142859
ATSC3se,0.24657704761904678
ATSC4dv,-25.20408163265306
ATSC4pe,-0.7136280612244896
ATSC4se,-0.42035864172335613
ATSC5dv,-5.530612244897952
ATSC5pe,-0.6251551020408168
ATSC5se,-0.46527999546485294
ATSC6dv,-18.448979591836746
ATSC6pe,0.10700612244897936
ATSC6se,-0.00516382766439924
ATSC7dv,-45.38775510204081
ATSC7pe,-0.9721265306122442
ATSC7se,-0.43363993197278905
ATSC8dv,-3.5102040816326476
ATSC8pe,-0.6771076530612239
ATSC8se,-0.40350554875283395
AXp-0dv,0.587973555167826
AXp-1dv,0.2992348298891077
AXp-2dv,0.1631222854939683
AXp-3dv,0.08252443226022486
AXp-4dv,0.04263743375071032
AXp-5dv,0.022905080079731594
AXp-6dv,0.012170950372439301
AXp-7dv,0.006297338604638426
BertzCT,802.3909443154583
ECIndex,499
ETA_eta,15.107841277364239
GATS1dv,0.47749246609743845
GATS1pe,0.6464942449637109
GATS1se,0.6717398693018998
GATS2dv,0.9653289339062818
GATS2pe,0.9986474753222648
GATS2se,1.0888736473294998
GATS3dv,1.085405156537753
GATS3pe,1.0070521313878114
GATS3se,1.0329308641437303
GATS4dv,1.0765629543471937
GATS4pe,1.1050044642556187
GATS4se,1.0786306239750771
GATS5dv,1.0739913914942822
GATS5pe,1.2115067835052726
GATS5se,1.3227822631312567
GATS6dv,1.0849084036056993
GATS6pe,1.0045985314096495
GATS6se,1.0828253268865986
GATS7dv,1.1121470227133208
GATS7pe,1.1757144113681481
GATS7se,1.220540389773763
GATS8dv,0.9864968843815434
GATS8pe,1.1076497304924628
GATS8se,1.0830618890993973
LogEE_A,4.062440979047819
LogEE_D,118.32069730967964
MATS1dv,0.4326971371170266
MATS1pe,0.20991522782010308
MATS1se,0.23047196138227058
MATS2dv,0.08878146101903005
MATS2pe,-0.0006157622538266507
MATS2se,-0.06737251329352538
MATS3dv,-0.0722836095764273
MATS3pe,0.01875108926400401
MATS3se,0.06605813769488408
MATS4dv,-0.0718232044198895
MATS4pe,-0.09274717327356978
MATS4se,-0.09957477609036158
MATS5dv,-0.01740973917512525
MATS5pe,-0.08975149618300418
MATS5se,-0.12174997847271876
MATS6dv,-0.06571677813317828
MATS6pe,0.017383907527191374
MATS6se,-0.0015290127655748383
MATS7dv,-0.17065684468999381
MATS7pe,-0.16670271299354592
MATS7se,-0.1355344616013655
MATS8dv,-0.013017482782108507
MATS8pe,-0.11452155354136534
MATS8se,-0.1243883236127311
MAXaaCH,2.0693809051398335
MAXaasC,1.1604471482501788
MAXdsCH,1.8387037037037037
MAXsCH3,2.0235468532122574
MAXsssN,2.068030622742924
MDEC-11,0.5129927840030091
MDEC-12,4.671083386085221
MDEC-13,3.5889823688833893
MDEC-22,11.073991274453402
MDEC-23,16.276689803119424
MDEC-33,4.8853369343990485
MDEN-22,0.33333333333333337
MDEN-23,0.2721655269759087
MINaaCH,1.9778605022255815
MINaasC,0.7129766103972454
MINdsCH,1.8387037037037037
MINsCH3,1.8762448559670781
MINsssN,2.068030622742924
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.6785714285714287
SM1_Dzi,0.8488829422512447
SM1_Dzm,0.6767661145452564
SM1_Dzp,-2.636839718884606
SM1_Dzv,-1.356968362788312
SddssSe,0
SpAD_Dt,393.5052685338121
SpAbs_A,30.025867973461274
SpAbs_D,236.6413946193593
SpMAD_A,1.3054725205852729
SpMAD_D,10.28875628779823
SpMax_A,2.4104244281316833
SpMax_D,118.32069730967964
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,41.63
TpiPC10,8.663891618486309
VAdjMat,5.643856189774724
VE1_DzZ,4.717781277865823
VE1_Dzi,4.718912209721295
VE1_Dzm,4.717780320647516
VE1_Dzp,4.709402804637089
VE1_Dzv,4.7128165959652275
VE2_DzZ,0.205120925124601
VE2_Dzi,0.2051700960748389
VE2_Dzm,0.20512088350641375
VE2_Dzp,0.20475664367987345
VE2_Dzv,0.2049050693897925
VE3_DzZ,2.3842477437670877
VE3_Dzi,2.3844874319295513
VE3_Dzm,2.384247540871203
VE3_Dzp,2.382470229853828
VE3_Dzv,2.3831948556203
VR1_DzZ,128.9064762325772
VR1_Dzi,128.84382064123804
VR1_Dzm,128.90658371432602
VR1_Dzp,129.46491460347144
VR1_Dzv,129.23867836476938
VR2_DzZ,5.604629401416401
VR2_Dzi,5.601905245271219
VR2_Dzm,5.604634074535914
VR2_Dzp,5.6289093305857145
VR2_Dzv,5.619072972381278
VR3_DzZ,5.691996273918975
VR3_Dzi,5.691510101112711
VR3_Dzm,5.691997107714974
VR3_Dzp,5.696319037663691
VR3_Dzv,5.694570037630273
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.10429165983842643
Xch-7dv,0.09028652576432
Xpc-4dv,1.269229813602889
Xpc-5dv,1.3488268198635158
Xpc-6dv,1.466511799959357
Zagreb1,118.0
Zagreb2,137.0
fragCpx,119.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,25
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,4
naHRing,1
AATS0are,5.981778571428572
AATS1are,6.279431818181817
AATS2are,6.156083333333332
AATS3are,6.129677380952382
AATS4are,5.960294736842106
AATS5are,5.954046511627905
AATS6are,5.937051315789471
AATS7are,5.957736111111111
AATS8are,5.784342465753426
AATSC0dv,3.693877551020409
AATSC0pe,0.0809930272108843
AATSC0se,0.04443723582766439
AATSC1dv,1.5983302411873843
AATSC1pe,0.017001669758812586
AATSC1se,0.010241536899608317
AATSC2dv,0.3279478458049886
AATSC2pe,-4.9872448979617366e-05
AATSC2se,-0.0029938482615268413
AATSC3dv,-0.2670068027210886
AATSC3pe,0.0015187074829931975
AATSC3se,0.00293544104308389
AATSC4dv,-0.2653061224489796
AATSC4pe,-0.0075118743286788385
AATSC4se,-0.004424827807614275
AATSC5dv,-0.06430944470811573
AATSC5pe,-0.007269245372567637
AATSC5se,-0.005410232505405266
AATSC6dv,-0.24274973147153614
AATSC6pe,0.0014079752953813074
AATSC6se,-6.794510084735842e-05
AATSC7dv,-0.6303854875283447
AATSC7pe,-0.013501757369614502
AATSC7se,-0.006022776832955403
AATSC8dv,-0.04808498741962531
AATSC8pe,-0.009275447302208547
AATSC8se,-0.005527473270586766
AETA_eta,0.6568626642332278
ATSC0are,3.471840476190474
ATSC1are,0.8136409297052167
ATSC2are,-0.20363367346938505
ATSC3are,0.3253142857142884
ATSC4are,-0.8093891723355993
ATSC5are,-0.7523376417233545
ATSC6are,0.08766247165532912
ATSC7are,-0.9075884353741486
ATSC8are,-0.7612370181405901
BCUTZ-1h,8.033283853217709
BCUTZ-1l,5.690618249687601
BCUTc-1h,0.41726852095462913
BCUTc-1l,-0.46187241213364816
BCUTd-1h,3.244543435689736
BCUTd-1l,0.9886206632636155
BCUTi-1h,14.565170200533284
BCUTi-1l,10.951696797793298
BCUTm-1h,16.015887975596623
BCUTm-1l,11.702189883870963
BCUTp-1h,1.9949710879882516
BCUTp-1l,0.7157249337753419
BCUTs-1h,3.5537953076519075
BCUTs-1l,1.4227367407330347
BCUTv-1h,20.900017509466757
BCUTv-1l,14.68177782069807
BalabanJ,1.4594171204055844
Diameter,13
ETA_beta,33.0
GATS1are,0.6500884544002542
GATS2are,1.0560711074749016
GATS3are,1.0046901156447143
GATS4are,1.1251153615553595
GATS5are,1.249430631089663
GATS6are,1.0163998932766876
GATS7are,1.1723352898912998
GATS8are,1.1121689818848088
HybRatio,0.15789473684210525
Lipinski,True
LogEE_Dt,196.75263426690606
MATS1are,0.223701882735825
MATS2are,-0.0342142187518212
MATS3are,0.046850408010572546
MATS4are,-0.10306787292981284
MATS5are,-0.10582879924015764
MATS6are,0.013953708546675646
MATS7are,-0.15249162250752588
MATS8are,-0.12614980038494236
NsssssAs,0
RotRatio,0.16
SM1_Dzpe,0.7422735618115056
SM1_Dzse,0.6692837795551935
SMR_VSA1,4.523094936973348
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,4.992404732635669
SMR_VSA5,6.923737199690624
SMR_VSA6,18.99525369620486
SMR_VSA7,65.92100252672593
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,174.43626908362285
SpAD_Dzi,169.73419722213566
SpAD_Dzm,174.45937260554427
SpAD_Dzp,218.98083342588478
SpAD_Dzv,204.71287764609937
SpAbs_Dt,393.5052685338119
SpDiam_A,4.717948683246133
SpDiam_D,179.9918227402943
SpMAD_Dt,17.108924718861395
SpMax_Dt,196.75263426690606
SsssssAs,0
VE1_Dzpe,4.717941342949222
VE1_Dzse,4.717759115326116
VE2_Dzpe,0.20512788447605312
VE2_Dzse,0.20511996153591808
VE3_Dzpe,2.3842816712339805
VE3_Dzse,2.3842430460945043
VMcGowan,243.0999999999998
VR1_Dzpe,128.89644448565824
VR1_Dzse,128.90787736255442
VR2_Dzpe,5.60419323850688
VR2_Dzse,5.604690320111062
VR3_Dzpe,5.6919184489905685
VR3_Dzse,5.692007143212773
mZagreb1,7.027777777777777
mZagreb2,5.111111111111112
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,35
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.08266286848072557
AATSC1are,0.018491839311482197
AATSC2are,-0.00282824546485257
AATSC3are,0.0038727891156462905
AATSC4are,-0.008519886024585255
AATSC5are,-0.008748112113062262
AATSC6are,0.0011534535744122253
AATSC7are,-0.012605394935752063
AATSC8are,-0.010427904358090274
AETA_beta,1.434782608695652
BCUTdv-1h,6.0332540743542395
BCUTdv-1l,0.9940360717248736
BCUTpe-1h,3.5150998018266955
BCUTpe-1l,2.239518044219055
BCUTse-1h,3.7232716968744692
BCUTse-1l,2.4353329130977235
ETA_alpha,11.033333333333333
ETA_dBeta,4.0
ETA_eta_B,0.26634651683225385
ETA_eta_F,22.42192148684797
ETA_eta_L,4.33094158166577
ETA_eta_R,37.52976276421221
ETA_psi_1,0.6107011070110704
LabuteASA,135.62584969606758
LogEE_DzZ,87.24763764740149
LogEE_Dzi,84.90400656507876
LogEE_Dzm,87.25911091644801
LogEE_Dzp,108.91719068709787
LogEE_Dzv,102.06144570070441
PEOE_VSA1,9.423004667823825
PEOE_VSA2,4.992404732635669
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,47.62123273635672
PEOE_VSA7,24.619922828310838
PEOE_VSA8,31.560782311270255
PEOE_VSA9,0.0
SM1_Dzare,0.8427175430432758
SpAD_Dzpe,173.32468878929524
SpAD_Dzse,174.5944042782283
SpAbs_DzZ,173.81670386623153
SpAbs_Dzi,168.95913018790634
SpAbs_Dzm,173.84145571835103
SpAbs_Dzp,220.47122109308052
SpAbs_Dzv,205.47985976419722
SpDiam_Dt,290.22543692656365
SpMAD_DzZ,7.584185612331428
SpMAD_Dzi,7.379747705310246
SpMAD_Dzm,7.585190113284534
SpMAD_Dzp,9.520905801125425
SpMAD_Dzv,8.900559897656494
SpMax_DzZ,87.24763764740149
SpMax_Dzi,84.90400656507876
SpMax_Dzm,87.25911091644801
SpMax_Dzp,108.91719068709787
SpMax_Dzv,102.06144570070441
VE1_Dzare,4.718080123386656
VE2_Dzare,0.20513391840811548
VE3_Dzare,2.38431108626614
VR1_Dzare,128.8862567948591
VR2_Dzare,5.603750295428656
VR3_Dzare,5.691839408071578
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4797101449275362
AETA_dBeta,0.17391304347826086
AETA_eta_B,0.011580283340532776
AETA_eta_F,0.9748661516020857
AETA_eta_L,0.18830180789851172
AETA_eta_R,1.6317288158353134
BCUTare-1h,3.569513735229031
BCUTare-1l,2.189807681456049
ETA_beta_s,14.5
ETA_dPsi_A,0.10329889298892958
ETA_dPsi_B,0.0
ETA_eta_BR,0.5243465168322539
ETA_eta_FL,6.816925463875072
ETA_eta_RL,11.147867045540842
LogEE_Dzpe,86.69461715820464
LogEE_Dzse,87.32630143387743
PEOE_VSA10,11.381314269532023
PEOE_VSA11,5.760247418874442
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.899909730850478
SlogP_VSA2,25.466607802015144
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.323698910571437
SlogP_VSA6,64.1128032857635
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,171.8034830791293
SpAbs_Dzpe,172.6469607545978
SpAbs_Dzse,173.98331908819978
SpDiam_DzZ,132.84145771327152
SpDiam_Dzi,129.13860336769397
SpDiam_Dzm,132.8588344179509
SpDiam_Dzp,165.6258666057517
SpDiam_Dzv,155.32104533220806
SpMAD_Dzpe,7.5358560343171845
SpMAD_Dzse,7.591061055575143
SpMax_Dzpe,86.69461715820464
SpMax_Dzse,87.32630143387743
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6304347826086957
AETA_eta_BR,0.022797674644880604
AETA_eta_FL,0.29638806364674225
AETA_eta_RL,0.484689871545254
DetourIndex,2195
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,5.760247418874442
EState_VSA4,28.195603527609574
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,69.69825122381158
EState_VSA8,27.18171185753481
EState_VSA9,4.523094936973348
ETA_beta_ns,18.5
ETA_shape_p,0.13595166163141995
ETA_shape_x,0.0
ETA_shape_y,0.3081570996978852
GhoseFilter,True
LogEE_Dzare,85.93838143274044
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,171.0340453224377
SpDiam_Dzpe,131.98483590759835
SpDiam_Dzse,132.96312467305893
SpMAD_Dzare,7.4697166556143175
SpMax_Dzare,85.93838143274044
TopoPSA(NO),41.63
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.318638867979597
VSA_EState9,42.18136113202041
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8043478260869565
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.020289855072463774
FilterItLogS,-5.488408696532119
SpDiam_Dzare,130.8237954512966
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.565873015873016
ETA_epsilon_2,0.7855072463768112
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.4994047619047622
ETA_epsilon_5,0.7855072463768112
AETA_beta_ns_d,0.043478260869565216
ETA_dEpsilon_A,0.12433455433455404
ETA_dEpsilon_B,0.06646825396825379
ETA_dEpsilon_C,-0.05786630036630025
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8260869565217391
MDEDescriptor,"0.5129927840030091,4.671083386085221,3.5889823688833893,0.0,11.073991274453402,16.276689803119424,0.0,4.8853369343990485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.2721655269759087,0.0"
APolDescriptor,50.21106699999999
BCUTDescriptor,"11.850000000000001,15.994920939301586,-0.2808112623990476,0.1274000112740827,5.994417358398443,9.955094304808023"
BPolDescriptor,25.986932999999993
TPSADescriptor,41.63
ALOGPDescriptor,"4.692199999999999,22.01674083999999,95.0892"
XLogPDescriptor,4.726
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,305.15281238
ChiPathDescriptor,"16.233840039752504,11.147867045540842,9.882606273374899,8.233984530969662,6.523406952501588,4.95569082531407,3.346518538872745,2.3164026474497277,13.52339176886,7.480870747227693,5.546157706794922,3.6310750194498937,2.302421422538356,1.4430200450230903,0.7789408238361157,0.41562434790613606"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.40521738811376945,0.4555242425599862,0.0,0.0,0.02282177322938192,0.10429165983842643,0.09028652576432"
AtomCountDescriptor,42
BondCountDescriptor,25
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.3786585992700227,0.0,0.386488648831137,0.0,0.6915662466891982,0.0,0.12849127229187315,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,13,2,1,0,0,0"
ZagrebIndexDescriptor,118.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"46.879226509666395,2.038227239550713,12.270768401691537,3.0360247231937048,9.234743678497829"
FractionalPSADescriptor,0.1364234518283223
WienerNumbersDescriptor,"1314.0,33.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.359440266497794,4.732643132924015,5.630832678087062,1.2692298136028888,1.3488268198635158,1.3081524366870867"
FractionalCSP3Descriptor,0.15789473684210525
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,0,0,1,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.8112,8.392733564013842,4.545454545454546"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1430.04
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.15789473684210525
AutocorrelationDescriptorMass,"24.854409939370385,26.88264517328186,36.32573139684126,35.74117127409967,30.325731396841263"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.2616892698918061,-0.08061067687170537,-0.11528426566283709,0.09132429105220669,-0.025239382637290482"
EccentricConnectivityIndexDescriptor,499
AutocorrelationDescriptorPolarizability,"1466.6004180330394,1683.0974812819954,2267.75299431094,2144.2033932134855,1797.7347983235413"
