DLiP-ID,C100LZ
AATSC4s,0.14947521324118934
AATSC4v,-3.3968177761934975
AATSC5Z,1.9483113602546802
AATSC5c,0.008927458983503347
AATSC5d,-0.013668293020519745
AATSC5i,0.09223930613346062
AATSC5m,9.579312845686696
AATSC5p,0.012687052955026548
AATSC5s,0.2390179025244772
AATSC5v,2.6649803694668295
AATSC6Z,0.42143326758711375
AATSC6c,-0.004037367284793993
AATSC6d,0.0028585312866249335
AATSC6i,-0.13537085814942917
AATSC6m,2.6354554503044283
AATSC6p,-0.0010493444237316956
AATSC6s,-0.395784750064964
AATSC6v,-2.594889685293811
AATSC7Z,0.8020000692065473
AATSC7c,-0.0016061602296102442
AATSC7d,0.006124779404131639
AATSC7i,0.07268782214839672
AATSC7m,3.5832934158621432
AATSC7p,0.010413677959616655
AATSC7s,-0.3272969756169386
AATSC7v,3.7826774960148133
AATSC8Z,3.1985272846811297
AATSC8c,0.0030551681411917927
AATSC8d,-0.05804076265614727
AATSC8i,-0.25762735676166654
AATSC8m,15.591206402366858
AATSC8p,-0.015937354102218377
AATSC8s,0.0388222453100579
AATSC8v,2.2609102236834766
ATS0are,251.02740000000003
ATS1are,272.0539
ATS2are,435.669
ATS3are,537.7339999999999
ATS4are,517.4350000000001
ATS5are,493.8847999999999
ATS6are,445.85980000000006
ATS7are,357.9460000000001
ATS8are,318.8300000000001
ATSC0dv,152.39217755267134
ATSC0pe,4.610943589743587
ATSC0se,3.2947272307692304
ATSC1dv,31.12789939475598
ATSC1pe,0.10488126232741578
ATSC1se,-0.004425710059171497
ATSC2dv,8.879880123628137
ATSC2pe,0.7582661406969098
ATSC2se,0.47147160355029627
ATSC3dv,-1.8957963003547085
ATSC3pe,-0.1229887573964498
ATSC3se,-0.2157928047337267
ATSC4dv,-1.9091764226300503
ATSC4pe,-1.1778509533201842
ATSC4se,-0.7282203964497019
ATSC5dv,20.8332030133233
ATSC5pe,2.3255253122945425
ATSC5se,1.8086888579881664
ATSC6dv,-49.96774376831358
ATSC6pe,-1.8581796844181457
ATSC6se,-1.322062869822483
ATSC7dv,-8.884497690765501
ATSC7pe,-0.4018457593688364
ATSC7se,-0.33290849112426013
ATSC8dv,-11.92338896960613
ATSC8pe,0.4840389875082173
ATSC8se,0.10686247337278115
AXp-0dv,0.5793893349727305
AXp-1dv,0.29963386756969274
AXp-2dv,0.1609667273832802
AXp-3dv,0.08139361250088877
AXp-4dv,0.04061018323181075
AXp-5dv,0.022658659350319126
AXp-6dv,0.012010494382610207
AXp-7dv,0.005825643993718181
BertzCT,1007.0502650209589
ECIndex,650
ETA_eta,17.896019845306462
GATS1dv,0.49572437057336655
GATS1pe,0.6114624897798487
GATS1se,0.6550377289816698
GATS2dv,0.7611393807413992
GATS2pe,0.6677637311311394
GATS2se,0.7038646049177126
GATS3dv,0.9961764021419497
GATS3pe,1.0215928803238925
GATS3se,1.0575548643249306
GATS4dv,1.047496668907014
GATS4pe,1.2689897167719164
GATS4se,1.2860105300767977
GATS5dv,0.999845649164417
GATS5pe,0.9334043924487341
GATS5se,0.9580663371829495
GATS6dv,1.2648276901279671
GATS6pe,1.4406504529334074
GATS6se,1.499334138607711
GATS7dv,1.0893157601493035
GATS7pe,1.1097873064526536
GATS7se,1.1348043114918922
GATS8dv,1.031009287131099
GATS8pe,0.9287244392938097
GATS8se,1.0174248382975741
LogEE_A,4.20473278618818
LogEE_D,144.38551913068554
MATS1dv,0.18967166473768646
MATS1pe,0.021121434624872308
MATS1se,-0.0012473226535139725
MATS2dv,0.03391831213456118
MATS2pe,0.09572418090255938
MATS2se,0.08329633240680435
MATS3dv,-0.005775828875115192
MATS3pe,-0.012383999492845355
MATS3se,-0.03040904738572984
MATS4dv,-0.006107423103856255
MATS4pe,-0.1245303327980035
MATS4se,-0.10775017729960758
MATS5dv,0.07015269924368121
MATS5pe,0.2588107293415548
MATS5se,0.2817055560567586
MATS6dv,-0.18532865817426078
MATS6pe,-0.22777885987105861
MATS6se,-0.22680266804573682
MATS7dv,-0.03988962516759786
MATS7pe,-0.05962924793248432
MATS7se,-0.06913455286978187
MATS8dv,-0.06102835162308995
MATS8pe,0.08188137696939488
MATS8se,0.025298825484654366
MAXaaCH,1.9290226511380357
MAXaasC,0.9267027869016506
MAXdsCH,1.461273148148148
MAXdssC,0.029518914819014253
MAXssNH,2.5678112909917563
MAXsssN,1.2238629062736206
MDEC-22,13.386862042781283
MDEC-23,22.03751317935744
MDEC-33,7.5307011997611735
MDEN-23,1.0
MDEO-11,0.25
MDEO-12,0.3999999999999999
MINaaCH,1.734308077684701
MINaasC,0.44445294784580547
MINdsCH,1.461273148148148
MINdssC,-0.46242605452674845
MINssNH,2.5678112909917563
MINsssN,1.2238629062736206
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8642857142857143
SM1_Dzi,1.0167537152098685
SM1_Dzm,1.882479212802707
SM1_Dzp,-3.8307874129876494
SM1_Dzv,-1.6115788340285533
SddssSe,0
SpAD_Dt,478.41124045768754
SpAbs_A,34.38763874592844
SpAbs_D,288.77103826137125
SpMAD_A,1.3226014902280172
SpMAD_D,11.106578394668121
SpMax_A,2.4621895712346165
SpMax_D,144.38551913068554
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,62.550000000000004
TpiPC10,8.757557608774764
VAdjMat,5.857980995127572
VE1_DzZ,5.028985688851969
VE1_Dzi,5.020441948197811
VE1_Dzm,5.029160857519519
VE1_Dzp,5.034994029516741
VE1_Dzv,5.030067759841302
VE2_DzZ,0.1934225264943065
VE2_Dzi,0.1930939210845312
VE2_Dzm,0.1934292637507507
VE2_Dzp,0.19365361651987467
VE2_Dzv,0.19346414460928082
VE3_DzZ,2.5707297564888103
VE3_Dzi,2.5690294123456057
VE3_Dzm,2.570764587690913
VE3_Dzp,2.5719237854011796
VE3_Dzv,2.5709449001897613
VR1_DzZ,156.6256975563921
VR1_Dzi,157.5229199610397
VR1_Dzm,156.60444608748395
VR1_Dzp,156.7184806233124
VR1_Dzv,156.80577398519102
VR2_DzZ,6.024065290630466
VR2_Dzi,6.058573844655372
VR2_Dzm,6.02324792644169
VR2_Dzp,6.027633870127399
VR2_Dzv,6.030991307122732
VR3_DzZ,6.0093703119058475
VR3_Dzi,6.015082416267754
VR3_Dzm,6.009234619544356
VR3_Dzp,6.0099625237680305
VR3_Dzv,6.010519376150908
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06197154059073595
Xch-6dv,0.1494396218996641
Xch-7dv,0.18381866968098481
Xpc-4dv,1.435034686511644
Xpc-5dv,1.6722740496480952
Xpc-6dv,1.9386171861845398
Zagreb1,140.0
Zagreb2,166.0
fragCpx,191.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,29
nBondsS,22
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.4366
AATS1are,6.47747380952381
AATS2are,6.502522388059702
AATS3are,6.401595238095237
AATS4are,6.467937500000001
AATS5are,6.498484210526315
AATS6are,6.461736231884059
AATS7are,6.279754385964914
AATS8are,6.376600000000002
AATSC0dv,3.907491732119778
AATSC0pe,0.11822932281393814
AATSC0se,0.08448018540433924
AATSC1dv,0.7411404617799042
AATSC1pe,0.0024971729125575185
AATSC1se,-0.00010537404902789279
AATSC2dv,0.13253552423325576
AATSC2pe,0.011317405085028504
AATSC2se,0.0070368896052283025
AATSC3dv,-0.02256900357565129
AATSC3pe,-0.0014641518737672594
AATSC3se,-0.002568961961115794
AATSC4dv,-0.02386470528287563
AATSC4pe,-0.014723136916502302
AATSC4se,-0.009102754955621274
AATSC5dv,0.27412109228056974
AATSC5pe,0.030599017267033454
AATSC5se,0.023798537605107452
AATSC6dv,-0.7241701995407765
AATSC6pe,-0.02693014035388617
AATSC6se,-0.019160331446702653
AATSC7dv,-0.15586838053974564
AATSC7pe,-0.007049925602962042
AATSC7se,-0.005840499844285266
AATSC8dv,-0.2384677793921226
AATSC8pe,0.009680779750164346
AATSC8se,0.002137249467455623
AETA_eta,0.6883084555887101
ATSC0are,4.871492307692304
ATSC1are,0.1139852071005904
ATSC2are,0.9006260355029557
ATSC3are,0.034447337278104895
ATSC4are,-1.1188355029585813
ATSC5are,2.5663124260355006
ATSC6are,-2.1368402366863917
ATSC7are,-0.6569349112426032
ATSC8are,0.1572970414201177
BCUTZ-1h,35.00041818988258
BCUTZ-1l,5.691062752671561
BCUTc-1h,0.4577536704748113
BCUTc-1l,-0.53009053332088
BCUTd-1h,3.20381514055801
BCUTd-1l,0.977310499558832
BCUTi-1h,14.63874907485066
BCUTi-1l,10.951402432663118
BCUTm-1h,79.90417859719244
BCUTm-1l,11.70219118012885
BCUTp-1h,3.058987205164981
BCUTp-1l,0.7507979289241543
BCUTs-1h,7.009360533748148
BCUTs-1l,1.0438487476333127
BCUTv-1h,26.52389280825578
BCUTv-1l,14.701700284508593
BalabanJ,1.289490284339726
Diameter,15
ETA_beta,36.75
GATS1are,0.6378939022829541
GATS2are,0.6849407473805879
GATS3are,1.021092700945187
GATS4are,1.2922818825063878
GATS5are,0.973890483724779
GATS6are,1.5069575030357731
GATS7are,1.130933394810836
GATS8are,1.0019566267799793
HybRatio,0.0
Lipinski,True
LogEE_Dt,239.2056202288438
MATS1are,0.021727101247039624
MATS2are,0.10761486883859392
MATS3are,0.003283061038226734
MATS4are,-0.11196411145534324
MATS5are,0.27033266165726966
MATS6are,-0.24792798344501338
MATS7are,-0.0922677801762647
MATS8are,0.02518564837184617
NsssssAs,0
RotRatio,0.10344827586206896
SM1_Dzpe,1.2370447252638197
SM1_Dzse,1.1729504303727523
SMR_VSA1,14.006225305196992
SMR_VSA2,0.0
SMR_VSA3,5.425791397110385
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.008912523954532
SMR_VSA7,82.53610921785385
SMR_VSA8,0.0
SMR_VSA9,11.323698910571437
SpAD_DzZ,210.10637551828603
SpAD_Dzi,211.62244143934896
SpAD_Dzm,210.1313323339951
SpAD_Dzp,273.72873786256696
SpAD_Dzv,257.2214177191487
SpAbs_Dt,478.41124045768765
SpDiam_A,4.760546906960927
SpDiam_D,219.81389832462278
SpMAD_Dt,18.400432325295675
SpMax_Dt,239.2056202288438
SsssssAs,0
VE1_Dzpe,5.021878075555295
VE1_Dzse,5.022365266738476
VE2_Dzpe,0.19314915675212674
VE2_Dzse,0.1931678948745568
VE3_Dzpe,2.5693154274026595
VE3_Dzse,2.5694124364389723
VMcGowan,256.9900000000001
VR1_Dzpe,157.36309922880912
VR1_Dzse,157.32205927580003
VR2_Dzpe,6.052426893415736
VR2_Dzse,6.0508484336846164
VR3_Dzpe,6.0140673140643255
VR3_Dzse,6.013806482232048
mZagreb1,7.5
mZagreb2,5.638888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,31
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.12491005917159753
AATSC1are,0.0027139335023950097
AATSC2are,0.013442179634372473
AATSC3are,0.0004100873485488678
AATSC4are,-0.013985443786982266
AATSC5are,0.03376726876362501
AATSC6are,-0.030968699082411472
AATSC7are,-0.011525173881449179
AATSC8are,0.003145940828402354
AETA_beta,1.4134615384615385
BCUTdv-1h,6.024756642242474
BCUTdv-1l,0.25601300441923075
BCUTpe-1h,3.493880430458326
BCUTpe-1l,2.2407696525632534
BCUTse-1h,3.7066740489072
BCUTse-1l,2.4367792075125267
ETA_alpha,13.133333333333335
ETA_dBeta,4.25
ETA_eta_B,0.3000200216434692
ETA_eta_F,26.8343995770636
ETA_eta_L,5.1332001851174045
ETA_eta_R,44.73041942237006
ETA_psi_1,0.6146645865834637
LabuteASA,157.57467874735008
LogEE_DzZ,104.89517792277941
LogEE_Dzi,105.85032663179796
LogEE_Dzm,104.86616838480106
LogEE_Dzp,136.1276790441705
LogEE_Dzv,128.30078985303038
PEOE_VSA1,4.417150937053347
PEOE_VSA2,15.01486576525403
PEOE_VSA3,5.008912523954532
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,46.2617792402574
PEOE_VSA7,42.47422251760354
PEOE_VSA8,10.03617100752941
PEOE_VSA9,5.687386274683562
SM1_Dzare,1.3160696029047632
SpAD_Dzpe,211.85170020831447
SpAD_Dzse,213.1811997582157
SpAbs_DzZ,208.52890299081358
SpAbs_Dzi,210.68389954838608
SpAbs_Dzm,208.53846530777741
SpAbs_Dzp,276.0861455013286
SpAbs_Dzv,258.21315854008935
SpDiam_Dt,343.0733197673484
SpMAD_DzZ,8.081014443011002
SpMAD_Dzi,8.139324670744191
SpMAD_Dzm,8.081974320538272
SpMAD_Dzp,10.528028379329498
SpMAD_Dzv,9.893131450736488
SpMax_DzZ,104.89517792277941
SpMax_Dzi,105.85032663179796
SpMax_Dzm,104.86616838480106
SpMax_Dzp,136.1276790441705
SpMax_Dzv,128.30078985303038
VE1_Dzare,5.020680523144028
VE2_Dzare,0.19310309704400108
VE3_Dzare,2.5690769319226137
VR1_Dzare,157.463572550755
VR2_Dzare,6.056291251952116
VR3_Dzare,6.014705591150501
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5051282051282052
AETA_dBeta,0.16346153846153846
AETA_eta_B,0.011539231601671892
AETA_eta_F,1.032092291425523
AETA_eta_L,0.1974307763506694
AETA_eta_R,1.720400747014233
BCUTare-1h,3.548120356674372
BCUTare-1l,2.190824901566651
ETA_beta_s,16.25
ETA_dPsi_A,0.09933541341653629
ETA_dPsi_B,0.0
ETA_eta_BR,0.6440200216434692
ETA_eta_FL,7.480993355612222
ETA_eta_RL,12.614193540729627
LogEE_Dzpe,105.97342874743661
LogEE_Dzse,106.63571335719912
PEOE_VSA10,17.09359936781815
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
SlogP_VSA1,10.434703921064916
SlogP_VSA2,11.814359458703011
SlogP_VSA3,9.589074368143644
SlogP_VSA4,0.0
SlogP_VSA5,5.760247418874442
SlogP_VSA6,81.19301273603276
SlogP_VSA7,0.0
SlogP_VSA8,17.399719017405317
SlogP_VSA9,0.0
SpAD_Dzare,210.06699535754973
SpAbs_Dzpe,210.70981276960936
SpAbs_Dzse,212.09847628402542
SpDiam_DzZ,161.7277144670647
SpDiam_Dzi,162.68500940975966
SpDiam_Dzm,161.70634067296749
SpDiam_Dzp,209.14408424789758
SpDiam_Dzv,197.58221964153125
SpMAD_Dzpe,8.148142315704403
SpMAD_Dzse,8.199276913777528
SpMax_Dzpe,105.97342874743661
SpMax_Dzse,106.63571335719912
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.625
AETA_eta_BR,0.024770000832441123
AETA_eta_FL,0.28773051367739316
AETA_eta_RL,0.4851612900280626
DetourIndex,3012
EState_VSA1,11.814359458703011
EState_VSA2,5.573104530069267
EState_VSA3,17.207881112432446
EState_VSA4,10.03617100752941
EState_VSA5,11.084932630788412
EState_VSA6,30.33183534230805
EState_VSA7,36.39820241076966
EState_VSA8,21.355735295059734
EState_VSA9,4.417150937053347
ETA_beta_ns,20.5
ETA_shape_p,0.15228426395939082
ETA_shape_x,0.0
ETA_shape_y,0.3350253807106599
GhoseFilter,True
LogEE_Dzare,105.08411574042505
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,208.85216187794538
SpDiam_Dzpe,162.6433277518083
SpDiam_Dzse,163.65754389396562
SpMAD_Dzare,8.07949982144422
SpMax_Dzare,105.08411574042505
TopoPSA(NO),62.550000000000004
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.639622524726171
VSA_EState9,52.09962073084705
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7884615384615384
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0051282051282051785
ETA_dAlpha_B,0.0
FilterItLogS,-5.771823077082592
SpDiam_Dzare,161.19959965306052
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6478632478632479
ETA_epsilon_2,0.8217948717948714
ETA_epsilon_3,0.44444444444444475
ETA_epsilon_4,0.5380116959064329
ETA_epsilon_5,0.8024691358024688
AETA_beta_ns_d,0.019230769230769232
ETA_dEpsilon_A,0.20341880341880314
ETA_dEpsilon_B,0.10985155195681495
ETA_dEpsilon_C,-0.09356725146198819
ETA_dEpsilon_D,0.019325735992402615
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8846153846153846
MDEDescriptor,"0.0,0.0,0.0,0.0,13.386862042781283,22.03751317935744,0.0,7.5307011997611735,0.0,0.0,0.25,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0"
APolDescriptor,51.52430899999998
BCUTDescriptor,"11.993653577094248,78.91833747756587,-0.3600144121359145,0.2573137972025084,5.130836548609685,10.033677175373763"
BPolDescriptor,20.653691
TPSADescriptor,62.550000000000004
ALOGPDescriptor,"4.3091,18.56834281,100.08030000000001"
XLogPDescriptor,4.530000000000001
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,408.01095447999995
ChiPathDescriptor,"18.0956473593183,12.614193540729628,11.492713976820456,9.895341131435616,8.183521256469277,6.449917337924017,4.118085257641575,3.0096000702737133,15.064122709290992,8.68938215952109,6.599635822714488,4.476648687548883,2.9239331926903733,1.9486447041274446,1.0689340000523087,0.5942156873592542"
ChiChainDescriptor,"0.0,0.0,0.19641855032959654,0.5948214380084939,0.7915219439827257,0.0,0.0,0.06197154059073595,0.1494396218996641,0.18381866968098484"
AtomCountDescriptor,39
BondCountDescriptor,29
SmallRingDescriptor,"4,3,4,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.6931171569280443,0.0,0.40473460020592533,0.0,0.8369077806331158,0.0,0.07759418965223684,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,16,2,0,0,0,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"53.56611631139934,2.0602352427461286,17.363615292965356,8.292296657497243,6.548084611560445"
FractionalPSADescriptor,0.1533047074182566
WienerNumbersDescriptor,"1809.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.103662558290976,6.4596700090587245,8.662757752684584,1.4350346865116437,1.6722740496480966,1.799581323885683"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,25
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.322235434007133,8.566329565734682,4.379504132231405"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1114.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"72.3014585004912,36.83956947049266,56.56809951148091,55.06610153256559,45.24688195678084"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.4548043180208052,-0.18375100531630256,0.013584425749106042,-0.07894053936582983,-0.15220308881712327"
EccentricConnectivityIndexDescriptor,650
AutocorrelationDescriptorPolarizability,"1818.5818208556716,2137.83250767406,2979.8037817208924,2729.048600623552,2411.9217541972976"
