DLiP-ID,C100IG
AATSC5i,0.016938289222773437
AATSC5m,3.6336260526077173
AATSC5p,0.00517354493054236
AATSC5s,-0.1513452162351503
AATSC5v,3.5551895703318555
AATSC6Z,1.096716947648625
AATSC6c,-0.015330195411829516
AATSC6d,-0.08794242334615006
AATSC6i,-0.6127911245658941
AATSC6m,5.5604652134477
AATSC6p,0.014197853075087735
AATSC6s,-0.4084812302200766
AATSC6v,3.822449313486392
AATSC7Z,-5.397278911564627
AATSC7c,0.009611480122668267
AATSC7d,0.22358276643990932
AATSC7i,0.6446311238579506
AATSC7m,-25.291758635827673
AATSC7p,-0.015737937849867205
AATSC7s,-0.19374383294952877
AATSC7v,-8.776640025392137
AATSC8Z,6.3265306122449
AATSC8c,-0.004758544049649482
AATSC8d,0.25056689342403626
AATSC8i,1.223272841567691
AATSC8m,30.279288907029507
AATSC8p,0.20773033217303272
AATSC8s,0.16402150963520085
AATSC8v,43.14167826668684
ATS0are,146.0736
ATS1are,151.3249
ATS2are,227.7158
ATS3are,254.95700000000005
ATS4are,260.471
ATS5are,230.5601
ATS6are,157.532
ATS7are,119.4482
ATS8are,23.188000000000002
ATSC0dv,86.63962375073488
ATSC0pe,3.2640952380952375
ATSC0se,2.506147238095238
ATSC1dv,9.315808627977946
ATSC1pe,-0.3032331065759644
ATSC1se,-0.3004075351473923
ATSC2dv,-14.313177122700926
ATSC2pe,0.2473503401360537
ATSC2se,0.36922791156462553
ATSC3dv,-33.08969513731418
ATSC3pe,-1.1338768707482978
ATSC3se,-0.8507709183673478
ATSC4dv,-9.31955992273453
ATSC4pe,-0.08190544217686987
ATSC4se,0.09263970068027202
ATSC5dv,11.080344895159705
ATSC5pe,0.449250793650796
ATSC5se,0.25023950793650696
ATSC6dv,-12.41835334957028
ATSC6pe,-0.9763709750566906
ATSC6se,-1.0269341655328792
ATSC7dv,2.658940119257581
ATSC7pe,0.14277482993196933
ATSC7se,0.21979154421768948
ATSC8dv,2.7658800145572613
ATSC8pe,0.02396281179138421
ATSC8se,-0.006859664399093371
AXp-0dv,0.5478498291626338
AXp-1dv,0.27744461755918504
AXp-2dv,0.1475296462297739
AXp-3dv,0.07952972901461212
AXp-4dv,0.04029950200807513
AXp-5dv,0.021802282797047177
AXp-6dv,0.011701023837143831
AXp-7dv,0.005544936968656409
BertzCT,496.06349343883664
ECIndex,179
ETA_eta,7.528134963661799
GATS1dv,0.5581254618737483
GATS1pe,0.7390186550239654
GATS1se,0.8035356445753684
GATS2dv,0.8475406418055729
GATS2pe,0.6469563902674516
GATS2se,0.6203236588062531
GATS3dv,1.0295052566416576
GATS3pe,0.9423980302952087
GATS3se,0.9552650520303922
GATS4dv,0.9727631739655567
GATS4pe,0.9801200316912393
GATS4se,0.9829263690829456
GATS5dv,1.0435083528980686
GATS5pe,0.9454118402240831
GATS5se,0.8724082110327875
GATS6dv,1.2489342406571622
GATS6pe,1.422259758283552
GATS6se,1.496326602685499
GATS7dv,1.3763078969153306
GATS7pe,1.8192688121845182
GATS7se,1.894676655261314
GATS8dv,1.4427578813087787
GATS8pe,1.0808508155107517
GATS8se,0.7230301446203933
LogEE_A,3.6353340680166575
LogEE_D,49.36169362267695
MATS1dv,0.10263621188886164
MATS1pe,-0.08867688055532737
MATS1se,-0.11441971278754139
MATS2dv,-0.1051295590563032
MATS2pe,0.0482230910629357
MATS2se,0.09375475346324692
MATS3dv,-0.20565103332077148
MATS3pe,-0.18705002143423038
MATS3se,-0.18279349697370378
MATS4dv,-0.05792066443198937
MATS4pe,-0.013511532962704296
MATS4se,0.01990422389900304
MATS5dv,0.07673402364053356
MATS5pe,0.08258045691944141
MATS5se,0.05991016907530891
MATS6dv,-0.13086964192256195
MATS6pe,-0.2731137072026532
MATS6se,-0.37413426002683714
MATS7dv,0.042965516305454164
MATS7pe,0.06123741720888016
MATS7se,0.12278135826474208
MATS8dv,0.167600797969791
MATS8pe,0.03854200099203614
MATS8se,-0.014369961009398453
MAXaaCH,1.6925925925925926
MAXaasC,0.6544444444444448
MAXaasN,1.599969135802469
MAXdssC,-1.0602551020408157
MDEC-22,3.8090912374128565
MDEC-23,8.276645842470662
MDEC-33,3.3019272488946267
MDEN-22,1.0
MDEN-23,0.9999999999999998
MDEO-11,0.4999999999999999
MINaaCH,1.4662962962962962
MINaasC,0.058209876543210415
MINaasN,1.599969135802469
MINdssC,-1.0602551020408157
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5756302521008405
SM1_Dzi,1.1536780407249854
SM1_Dzm,1.5872164609218062
SM1_Dzp,-3.485189029095318
SM1_Dzv,-1.6726742111087283
SddssSe,0
SpAD_Dt,175.51893701209667
SpAbs_A,18.917505816928017
SpAbs_D,98.72338724535392
SpMAD_A,1.261167054461868
SpMAD_D,6.581559149690262
SpMax_A,2.3728213542946364
SpMax_D,49.36169362267695
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,68.00999999999999
TpiPC10,7.709224211408952
VAdjMat,5.0
VE1_DzZ,3.82364788288255
VE1_Dzi,3.8178141872569697
VE1_Dzm,3.823678967916
VE1_Dzp,3.7954430226322984
VE1_Dzv,3.806496493470333
VE2_DzZ,0.25490985885883666
VE2_Dzi,0.2545209458171313
VE2_Dzm,0.2549119311944
VE2_Dzp,0.25302953484215324
VE2_Dzv,0.2537664328980222
VE3_DzZ,1.7466700182214654
VE3_Dzi,1.7451431646676911
VE3_Dzm,1.746678147868349
VE3_Dzp,1.739266250648883
VE3_Dzv,1.7421743186766339
VR1_DzZ,66.55934020356196
VR1_Dzi,67.13384248297754
VR1_Dzm,66.54860031240169
VR1_Dzp,68.4120328527813
VR1_Dzv,67.8257271902724
VR2_DzZ,4.437289346904131
VR2_Dzi,4.47558949886517
VR2_Dzm,4.436573354160113
VR2_Dzp,4.560802190185419
VR2_Dzv,4.521715146018161
VR3_DzZ,4.603558991764923
VR3_Dzi,4.612153383851331
VR3_Dzm,4.603397620607922
VR3_Dzp,4.6310138361650655
VR3_Dzv,4.622406688162546
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.029814239699997195
Xch-6dv,0.038963381066233004
Xch-7dv,0.06727691327689204
Xpc-4dv,0.8604086512522101
Xpc-5dv,0.9573957012314304
Xpc-6dv,1.0469355365167445
Zagreb1,76.0
Zagreb2,88.0
fragCpx,46.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,1
nBondsM,12
nBondsO,16
nBondsS,10
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.9558857142857144
AATS1are,6.878404545454546
AATS2are,6.900478787878788
AATS3are,6.537358974358976
AATS4are,6.67874358974359
AATS5are,6.587431428571429
AATS6are,6.849217391304348
AATS7are,7.963213333333333
AATS8are,5.797000000000001
AATSC0dv,4.125696369082614
AATSC0pe,0.15543310657596368
AATSC0se,0.11934034467120182
AATSC1dv,0.4234458467262703
AATSC1pe,-0.0137833230261802
AATSC1se,-0.013654887961245105
AATSC2dv,-0.43373264008184625
AATSC2pe,0.007495464852607688
AATSC2se,0.01118872459286744
AATSC3dv,-0.8484537214695944
AATSC3pe,-0.029073765916623022
AATSC3se,-0.021814638932496095
AATSC4dv,-0.23896307494191105
AATSC4pe,-0.0021001395429966633
AATSC4se,0.0023753769405197955
AATSC5dv,0.3165812827188487
AATSC5pe,0.012835736961451315
AATSC5se,0.007149700226757341
AATSC6dv,-0.5399284065030556
AATSC6pe,-0.042450911958986544
AATSC6se,-0.04464931154490779
AATSC7dv,0.17726267461717207
AATSC7pe,0.009518321995464622
AATSC7se,0.014652769614512633
AATSC8dv,0.6914700036393153
AATSC8pe,0.005990702947846052
AATSC8se,-0.0017149160997733427
AETA_eta,0.5018756642441199
ATSC0are,3.3846666666666647
ATSC1are,-0.3135888888888895
ATSC2are,0.4665999999999993
ATSC3are,-1.0697999999999972
ATSC4are,-0.4041999999999988
ATSC5are,0.40012222222222393
ATSC6are,-1.2053111111111112
ATSC7are,0.47993333333332866
ATSC8are,-0.04608888888888785
BCUTZ-1h,17.00110216315581
BCUTZ-1l,5.693003846138663
BCUTc-1h,0.46234252948399057
BCUTc-1l,-0.3969949079264795
BCUTd-1h,3.206249424518051
BCUTd-1l,0.97295826122898
BCUTi-1h,14.691583580386117
BCUTi-1l,10.953421179638417
BCUTm-1h,35.450516982330576
BCUTm-1l,11.704969907806607
BCUTp-1h,2.2079051108779093
BCUTp-1l,0.7415785110999082
BCUTs-1h,7.008291422580507
BCUTs-1l,1.299393493076356
BCUTv-1h,22.455858242999568
BCUTv-1l,14.701439371515367
BalabanJ,1.9209909265588907
Diameter,7
ETA_beta,22.0
GATS1are,0.7887711067738644
GATS2are,0.6423800741311082
GATS3are,0.8955015833093439
GATS4are,0.9959546067483829
GATS5are,0.9573848448183686
GATS6are,1.4924210634489732
GATS7are,1.691668308055939
GATS8are,1.1181307858971832
HybRatio,0.0
Lipinski,True
LogEE_Dt,87.75946850604832
MATS1are,-0.0884385016204991
MATS2are,0.08772718319694874
MATS3are,-0.17019287586551685
MATS4are,-0.06430357115801259
MATS5are,0.07092968288359301
MATS6are,-0.32514322905515947
MATS7are,0.1985148709868014
MATS8are,-0.07148906834744771
NsssssAs,0
RotRatio,0.125
SM1_Dzpe,1.194032466727608
SM1_Dzse,1.1275627524360021
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,14.76446326439343
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,41.43982616035223
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,67.57059148791063
SpAD_Dzi,67.92277477148482
SpAD_Dzm,67.53032439630107
SpAD_Dzp,98.18680418858591
SpAD_Dzv,87.84371093428052
SpAbs_Dt,175.5189370120967
SpDiam_A,4.719755022912404
SpDiam_D,72.52370700727607
SpMAD_Dt,11.70126246747311
SpMax_Dt,87.75946850604832
SsssssAs,0
VE1_Dzpe,3.820245725321143
VE1_Dzse,3.8202223547563694
VE2_Dzpe,0.25468304835474287
VE2_Dzse,0.2546814903170913
VE3_Dzpe,1.745779854658119
VE3_Dzse,1.745773737084031
VMcGowan,144.06999999999988
VR1_Dzpe,66.95504618795488
VR1_Dzse,66.95234987268833
VR2_Dzpe,4.463669745863658
VR2_Dzse,4.463489991512556
VR3_Dzpe,4.60948654989124
VR3_Dzse,4.609446278549308
mZagreb1,5.305555555555555
mZagreb2,3.333333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,16
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16117460317460308
AATSC1are,-0.014254040404040434
AATSC2are,0.014139393939393919
AATSC3are,-0.027430769230769158
AATSC4are,-0.010364102564102532
AATSC5are,0.01143206349206354
AATSC6are,-0.0524048309178744
AATSC7are,0.03199555555555524
AATSC8are,-0.011522222222221962
AETA_beta,1.4666666666666666
BCUTdv-1h,6.02203793645212
BCUTdv-1l,0.7740104608800582
BCUTpe-1h,3.5008347143093412
BCUTpe-1l,2.239374470800112
BCUTse-1h,3.7137567901967983
BCUTse-1l,2.4354799594376235
ETA_alpha,7.080952380952381
ETA_dBeta,2.0
ETA_eta_B,0.2326730120210394
ETA_eta_F,13.732856741269543
ETA_eta_L,2.5834970410907983
ETA_eta_R,21.260991704931342
ETA_psi_1,0.5087239137872049
LabuteASA,89.93934295698642
LogEE_DzZ,33.89033776076206
LogEE_Dzi,34.03829925512409
LogEE_Dzm,33.870976628878665
LogEE_Dzp,48.39636428847389
LogEE_Dzv,43.58732062491851
PEOE_VSA1,5.106527394840706
PEOE_VSA2,4.567099647791355
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,10.197363616602075
PEOE_VSA6,11.600939890232516
PEOE_VSA7,18.19910120538483
PEOE_VSA8,5.687386274683562
PEOE_VSA9,10.586084805438322
SM1_Dzare,1.2450396026091517
SpAD_Dzpe,68.86730243381189
SpAD_Dzse,69.44682859655423
SpAbs_DzZ,66.20504526942327
SpAbs_Dzi,66.92292046952315
SpAbs_Dzm,66.1547367968355
SpAbs_Dzp,100.27791760604312
SpAbs_Dzv,88.84731546094577
SpDiam_Dt,123.44099747063022
SpMAD_DzZ,4.504706099194042
SpMAD_Dzi,4.528184984765655
SpMAD_Dzm,4.502021626420071
SpMAD_Dzp,6.545786945905728
SpMAD_Dzv,5.856247395618701
SpMax_DzZ,33.890337760762044
SpMax_Dzi,34.03829925512407
SpMax_Dzm,33.87097662887865
SpMax_Dzp,48.39636428847389
SpMax_Dzv,43.58732062491851
VE1_Dzare,3.819759762682142
VE2_Dzare,0.2546506508454761
VE3_Dzare,1.7456526393988054
VR1_Dzare,66.99444866794272
VR2_Dzare,4.466296577862848
VR3_Dzare,4.61007486836406
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.472063492063492
AETA_dBeta,0.13333333333333333
AETA_eta_B,0.01551153413473596
AETA_eta_F,0.9155237827513029
AETA_eta_L,0.1722331360727199
AETA_eta_R,1.4173994469954228
BCUTare-1h,3.5547684357071714
BCUTare-1l,2.1887508002760394
ETA_beta_s,10.0
ETA_dPsi_A,0.20527608621279503
ETA_dPsi_B,0.0
ETA_eta_BR,0.4046730120210394
ETA_eta_FL,4.598043509261258
ETA_eta_RL,7.1815405503520555
LogEE_Dzpe,34.51325338135447
LogEE_Dzse,34.79858514843952
PEOE_VSA10,12.654640149529083
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,25.840295947185986
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,30.853741354913915
SlogP_VSA7,5.022633313741326
SlogP_VSA8,5.687386274683562
SlogP_VSA9,0.0
SpAD_Dzare,68.3409218421299
SpAbs_Dzpe,67.83247429598131
SpAbs_Dzse,68.46960754444304
SpDiam_DzZ,50.36268015828041
SpDiam_Dzi,50.039449798156014
SpDiam_Dzm,50.3441831592075
SpDiam_Dzp,70.91158849686649
SpDiam_Dzv,64.19728019557262
SpMAD_Dzpe,4.591153495587459
SpMAD_Dzse,4.629788573103615
SpMax_Dzpe,34.51325338135446
SpMax_Dzse,34.798585148439514
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,15
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.026978200801402626
AETA_eta_FL,0.3065362339507505
AETA_eta_RL,0.47876937002347036
DetourIndex,645
EState_VSA1,5.969305287951849
EState_VSA2,10.586084805438322
EState_VSA3,5.687386274683562
EState_VSA4,0.0
EState_VSA5,24.787374286452305
EState_VSA6,10.633466716252965
EState_VSA7,0.0
EState_VSA8,10.197363616602075
EState_VSA9,16.70746728507322
ETA_beta_ns,12.0
ETA_shape_p,0.19502353732347008
ETA_shape_x,0.0
ETA_shape_y,0.3389374579690652
GhoseFilter,True
LogEE_Dzare,34.2534635612389
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,67.26188751986862
SpDiam_Dzpe,50.924260575572085
SpDiam_Dzse,51.371093257193046
SpMAD_Dzare,4.556061456141993
SpMax_Dzare,34.253463561238895
TopoPSA(NO),68.00999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.599969135802469
VSA_EState9,34.4465482489292
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.027936507936507957
FilterItLogS,-1.7951994568983036
SpDiam_Dzare,50.48167448754795
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.7485260770975058
ETA_epsilon_2,0.9279365079365078
ETA_epsilon_3,0.43953488372093064
ETA_epsilon_4,0.6488536155202824
ETA_epsilon_5,0.8886904761904761
AETA_beta_ns_d,0.03333333333333333
ETA_dEpsilon_A,0.3089911933765752
ETA_dEpsilon_B,0.09967246157722343
ETA_dEpsilon_C,-0.2093187317993518
ETA_dEpsilon_D,0.039246031746031695
PetitjeanIndex,0.42857142857142855
TopoShapeIndex,0.75
CDK Descriptors
FMFDescriptor,0.7333333333333333
MDEDescriptor,"0.0,0.0,0.0,0.0,3.8090912374128565,8.276645842470662,0.0,3.3019272488946267,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999998,0.0"
APolDescriptor,26.924757999999997
BCUTDescriptor,"11.998536936422024,34.969380071113314,-0.3276903950213827,0.2926954635616154,4.4538053244186875,9.572859026418643"
BPolDescriptor,11.237241999999998
TPSADescriptor,68.00999999999999
ALOGPDescriptor,"1.3819,1.9096476099999997,55.8892"
XLogPDescriptor,3.1559999999999997
VAdjMaDescriptor,5.0
WeightDescriptor,223.01485416
ChiPathDescriptor,"10.836498814253964,7.181540550352056,6.502824321302916,5.221417298415794,4.176966131411736,2.734914414522204,1.9021757509774673,1.190606236817281,8.217747437439508,4.43911388094696,3.2456522170550266,2.22683241240914,1.3701830682745548,0.7848821806936986,0.4329378819743219,0.1940727939029743"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.15137471507731048,0.2644599320735737,0.0,0.0,0.0298142396999972,0.03896338106623301,0.06727691327689204"
AtomCountDescriptor,21
BondCountDescriptor,16
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"1.0384516905501369,0.0,0.3156411416862253,0.0,0.43054694628444734,0.0,0.0852669157935193,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,5,1,0,0,0,0"
ZagrebIndexDescriptor,76.0
LargestChainDescriptor,8
MannholdLogPDescriptor,1.79
WeightedPathDescriptor,"30.0452834366233,2.0030188957748867,16.75977382423065,4.834406032426914,9.38432346886917"
FractionalPSADescriptor,0.30495726509413057
WienerNumbersDescriptor,"359.0,20.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.4017921586565607,3.519456719424301,4.20733329084336,0.8604086512522099,0.9573957012314306,0.9520530008387119"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.42857142857142855
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"11.484375,4.8884297520661155,2.5714285714285716"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,274.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"25.34182888276012,19.806844560881935,28.726882603957012,27.84840755956633,28.141290121312924"
PetitjeanShapeIndexDescriptor,"0.75,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.3590392543522183,-0.20329770094266578,0.07901204808181798,-0.08262720391453365,-0.0200621783801552"
EccentricConnectivityIndexDescriptor,179
AutocorrelationDescriptorPolarizability,"859.3188639049074,995.2526276882934,1348.4083810878906,1197.3153666435546,933.2689250874025"
