DLiP-ID,C101CO
AATSC5c,-0.0012954756821984546
AATSC5d,-0.03746702286137534
AATSC5i,0.18407661438120057
AATSC5m,0.1878387154353832
AATSC5p,0.021301085775327393
AATSC5s,-0.04454514435040238
AATSC5v,4.163830316444012
AATSC6Z,-0.9105851413543719
AATSC6c,-0.0004741596499125208
AATSC6d,-0.1351084812623274
AATSC6i,0.2205055246893719
AATSC6m,-4.265402398422087
AATSC6p,0.009066163108110469
AATSC6s,-0.007916940609248314
AATSC6v,-1.4208000353611903
AATSC7Z,-1.063482552284889
AATSC7c,0.0011516791187901145
AATSC7d,-0.18417263792142075
AATSC7i,-0.07369330254665975
AATSC7m,-5.184289958696393
AATSC7p,-0.04134136148532985
AATSC7s,0.013688113249943823
AATSC7v,-9.45253862144966
AATSC8Z,-0.8226383147352591
AATSC8c,-0.000485549338491092
AATSC8d,-0.06281015553934415
AATSC8i,-0.23409682190225617
AATSC8m,-4.01126952170076
AATSC8p,-0.04510251678349121
AATSC8s,-0.004957985463781028
AATSC8v,-8.800892692096248
ATS0are,239.5398
ATS1are,267.6499
ATS2are,435.98799999999994
ATS3are,527.2819999999999
ATS4are,531.003
ATS5are,484.06600000000003
ATS6are,477.389
ATS7are,469.0210000000001
ATS8are,426.774
ATSC0dv,141.58974358974362
ATSC0pe,3.817589743589743
ATSC0se,2.4282149743589723
ATSC1dv,34.67258382642997
ATSC1pe,0.18117514792899214
ATSC1se,0.04089895069033502
ATSC2dv,1.5719921104536385
ATSC2pe,-0.4366639053254465
ATSC2se,-0.4020568520710062
ATSC3dv,-4.3622616699539805
ATSC3pe,0.6358813280736344
ATSC3se,0.6762771071663374
ATSC4dv,-3.4286653517422785
ATSC4pe,-0.047561998685077045
ATSC4se,-0.09481825115055911
ATSC5dv,-26.989480604865225
ATSC5pe,-0.8827151216305074
ATSC5se,-0.6314245890861275
ATSC6dv,-63.30769230769231
ATSC6pe,-1.0329410256410254
ATSC6se,-0.39060512820512805
ATSC7dv,-52.50230111768574
ATSC7pe,-0.07839717291255593
ATSC7se,0.220429462195924
ATSC8dv,-21.744904667981583
ATSC8pe,-0.3053577251808001
ATSC8se,-0.15967736226166962
AXp-0dv,0.5441285043662052
AXp-1dv,0.290143910516138
AXp-2dv,0.15091878999687314
AXp-3dv,0.07768016332356868
AXp-4dv,0.04023859562784564
AXp-5dv,0.021639633037307957
AXp-6dv,0.010900379822937177
AXp-7dv,0.005817262307087912
BertzCT,938.3353597104987
ECIndex,459
ETA_eta,14.898237056703447
GATS1dv,0.5814922129663164
GATS1pe,0.7668906315666252
GATS1se,0.8493665483522679
GATS2dv,0.939333574791742
GATS2pe,0.9863906379494316
GATS2se,1.0601622040528051
GATS3dv,1.049843407120182
GATS3pe,0.9565897081936352
GATS3se,0.9271595221458726
GATS4dv,1.0704033759254734
GATS4pe,1.0293225986231387
GATS4se,1.0091687229208637
GATS5dv,1.1295783494331073
GATS5pe,1.0771091279250775
GATS5se,1.051112156638769
GATS6dv,1.2042738138355666
GATS6pe,1.089539983611622
GATS6se,1.0516848590603396
GATS7dv,1.0684282432983827
GATS7pe,0.7930631829943116
GATS7se,0.6968475875090677
GATS8dv,0.9669069673981532
GATS8pe,0.9499793719162528
GATS8se,0.9399757669640688
LogEE_A,4.089975313745865
LogEE_D,107.29770884074436
MATS1dv,0.22738914471982188
MATS1pe,0.04406813650328776
MATS1se,0.015640129671641845
MATS2dv,0.006275294080594575
MATS2pe,-0.06465074825267579
MATS2se,-0.0935870701248781
MATS3dv,-0.014135969491019884
MATS3pe,0.07642448110713985
MATS3se,0.1277859878334502
MATS4dv,-0.01098144420205016
MATS4pe,-0.0056498510332083475
MATS4se,-0.017708059135219622
MATS5dv,-0.09410230195443771
MATS5pe,-0.11414813678701093
MATS5se,-0.12837246276622652
MATS6dv,-0.22356030423759504
MATS6pe,-0.1352870652714157
MATS6se,-0.08043050807481417
MATS7dv,-0.18305603821767016
MATS7pe,-0.010137915390876545
MATS7se,0.044814651531516154
MATS8dv,-0.08204789807147495
MATS8pe,-0.04273280522249321
MATS8se,-0.035131602781807075
MAXaaCH,2.090163336926955
MAXaaaC,1.063242157974301
MAXaasC,1.1970325753758295
MAXaasN,1.98724111866969
MDEC-22,17.415310015794425
MDEC-23,20.860960727958524
MDEC-33,5.630061524710363
MDEN-23,1.0
MDEO-12,0.33333333333333337
MINaaCH,1.7780976001511715
MINaaaC,1.043769368858655
MINaasC,0.5432319410521071
MINaasN,1.98724111866969
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.7857142857142858
SM1_Dzi,0.7967675426718981
SM1_Dzm,0.7835315151617626
SM1_Dzp,-3.20095216504194
SM1_Dzv,-1.436638212602909
SddssSe,0
SpAD_Dt,456.91100866930987
SpAbs_A,31.18082347443316
SpAbs_D,214.59541768148887
SpMAD_A,1.3556879771492678
SpMAD_D,9.330235551369077
SpMax_A,2.5024127072258047
SpMax_D,107.29770884074436
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,51.190000000000005
TpiPC10,9.238159190449782
VAdjMat,5.700439718141092
VE1_DzZ,4.709879742757546
VE1_Dzi,4.705317189114429
VE1_Dzm,4.709874344853751
VE1_Dzp,4.698574748970805
VE1_Dzv,4.704554428795106
VE2_DzZ,0.2047773801198933
VE2_Dzi,0.20457900822236647
VE2_Dzm,0.20477714542842396
VE2_Dzp,0.20428585865090457
VE2_Dzv,0.204545844730222
VE3_DzZ,2.3825714983142365
VE3_Dzi,2.381602309027326
VE3_Dzm,2.3825703522325563
VE3_Dzp,2.3801683407632566
VE3_Dzv,2.381440189850367
VR1_DzZ,135.2556067436605
VR1_Dzi,135.66782138973835
VR1_Dzm,135.25557021035667
VR1_Dzp,135.58150608660722
VR1_Dzv,135.17983133838715
VR2_DzZ,5.880678554072196
VR2_Dzi,5.898600929988624
VR2_Dzm,5.880676965667681
VR2_Dzp,5.894848090722053
VR2_Dzv,5.877383971234224
VR3_DzZ,5.740075494469095
VR3_Dzi,5.74311853114564
VR3_Dzm,5.740075224363407
VR3_Dzp,5.7424821033480296
VR3_Dzv,5.739515098924829
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.059020690871988586
Xch-6dv,0.1599645823741307
Xch-7dv,0.1777346202655196
Xpc-4dv,1.08763510927756
Xpc-5dv,1.5492983272282177
Xpc-6dv,1.9230450533187144
Zagreb1,124.0
Zagreb2,148.0
fragCpx,170.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,0
nBondsM,21
nBondsO,26
nBondsS,21
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,2
AATS0are,6.142046153846154
AATS1are,6.372616666666667
AATS2are,6.318666666666666
AATS3are,6.203317647058823
AATS4are,6.174453488372094
AATS5are,6.127417721518988
AATS6are,6.120371794871795
AATS7are,5.936974683544305
AATS8are,5.846219178082192
AATSC0dv,3.630506245890862
AATSC0pe,0.09788691650230111
AATSC0se,0.062261922419460825
AATSC1dv,0.8255377101530945
AATSC1pe,0.004313693998309337
AATSC1se,0.0009737845402460719
AATSC2dv,0.022782494354400558
AATSC2pe,-0.006328462396020964
AATSC2se,-0.005826910899579801
AATSC3dv,-0.05132072552887036
AATSC3pe,0.007480956800866287
AATSC3se,0.00795620126078044
AATSC4dv,-0.039868201764445096
AATSC4pe,-0.0005530464963381051
AATSC4se,-0.0011025378040762687
AATSC5dv,-0.341638994998294
AATSC5pe,-0.011173609134563384
AATSC5se,-0.007992716317545919
AATSC6dv,-0.8116370808678501
AATSC6pe,-0.013242833662064428
AATSC6se,-0.005007758053911898
AATSC7dv,-0.6645860900972879
AATSC7pe,-0.0009923692773741257
AATSC7se,0.00279024635691043
AATSC8dv,-0.2978754064107066
AATSC8pe,-0.004182982536723289
AATSC8se,-0.0021873611268721864
AETA_eta,0.647749437247976
ATSC0are,4.019143589743589
ATSC1are,0.1882479289940806
ATSC2are,-0.5433514792899435
ATSC3are,0.8305485864562768
ATSC4are,-0.09930637738330214
ATSC5are,-1.0627216305062466
ATSC6are,-0.9508974358974364
ATSC7are,0.11135529257067861
ATSC8are,-0.2722790269559478
BCUTZ-1h,8.022671956466816
BCUTZ-1l,5.679008567097339
BCUTc-1h,0.41255816586333827
BCUTc-1l,-0.5286993452622085
BCUTd-1h,3.2772381570235622
BCUTd-1l,0.9879806782624265
BCUTi-1h,14.692311388364251
BCUTi-1l,10.941708659041694
BCUTm-1h,16.010470457513108
BCUTm-1l,11.691668422025598
BCUTp-1h,2.0069220109358548
BCUTp-1l,0.7512160591980819
BCUTs-1h,6.002696036400382
BCUTs-1l,1.3969973645100993
BCUTv-1h,20.907973932207916
BCUTv-1l,14.702399012079026
BalabanJ,1.4132961420558594
Diameter,12
ETA_beta,32.5
GATS1are,0.789550459148715
GATS2are,1.022414798651204
GATS3are,0.9565816044344632
GATS4are,1.0489386083341918
GATS5are,1.1005509141764516
GATS6are,1.0809992050864257
GATS7are,0.7481520161210933
GATS8are,0.9226088039592877
HybRatio,0.10526315789473684
Lipinski,True
LogEE_Dt,228.45550433465493
MATS1are,0.04349226257994882
MATS2are,-0.07641222534804068
MATS3are,0.09481503342112062
MATS4are,-0.011204946131541963
MATS5are,-0.13053396010107884
MATS6are,-0.11829602683566989
MATS7are,0.013677756150065947
MATS8are,-0.03619281930110745
MAXssCH2,0.7032927059712775
MINssCH2,-0.1084757355906345
NsssssAs,0
RotRatio,0.15384615384615385
SM1_Dzpe,0.839810281517748
SM1_Dzse,0.7775155866620465
SMR_VSA1,9.523678331894054
SMR_VSA2,0.0
SMR_VSA3,9.780484743446223
SMR_VSA4,0.0
SMR_VSA5,13.151638370425493
SMR_VSA6,0.0
SMR_VSA7,78.05373666364916
SMR_VSA8,0.0
SMR_VSA9,11.454175413722904
SpAD_DzZ,154.68083843207768
SpAD_Dzi,152.3364936259304
SpAD_Dzm,154.7135534803139
SpAD_Dzp,210.57817255937442
SpAD_Dzv,193.7207123932452
SpAbs_Dt,456.91100866930987
SpDiam_A,4.803955939070949
SpDiam_D,154.1903393157902
SpMAD_Dt,19.86569602910043
SpMax_Dt,228.45550433465493
SsssssAs,0
VE1_Dzpe,4.7094953916124
VE1_Dzse,4.709926968031626
VE2_Dzpe,0.20476066920053912
VE2_Dzse,0.20477943339267937
VE3_Dzpe,2.3824898896852402
VE3_Dzse,2.382581525117446
VMcGowan,228.12999999999977
VR1_Dzpe,135.30398122318266
VR1_Dzse,135.2492962173163
VR2_Dzpe,5.882781792312289
VR2_Dzse,5.880404183361578
VR3_Dzpe,5.7404330828318
VR3_Dzse,5.740028837079331
mZagreb1,5.527777777777777
mZagreb2,5.111111111111112
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,33
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1030549638395792
AATSC1are,0.004482093547478109
AATSC2are,-0.007874659120144109
AATSC3are,0.00977115984066208
AATSC4are,-0.00115472531841049
AATSC5are,-0.013452172538053754
AATSC6are,-0.01219099276791585
AATSC7are,0.001409560665451628
AATSC8are,-0.003729849684328052
AETA_beta,1.4130434782608696
BCUTdv-1h,6.022435751582206
BCUTdv-1l,1.9903569064591586
BCUTpe-1h,3.490701298698982
BCUTpe-1l,2.226624441299075
BCUTse-1h,3.703691336438457
BCUTse-1l,2.422314735562798
ETA_alpha,10.966666666666667
ETA_dBeta,3.5
ETA_eta_B,0.06654567182299509
ETA_eta_F,22.02870230273412
ETA_eta_L,4.619842032832684
ETA_eta_R,36.92693935943757
ETA_psi_1,0.5949367088607599
LabuteASA,133.15293676538718
LogEE_DzZ,77.37458070672207
LogEE_Dzi,76.20288888003789
LogEE_Dzm,77.39084332777269
LogEE_Dzp,104.59322711337374
LogEE_Dzv,96.54804354170895
PEOE_VSA1,9.523678331894054
PEOE_VSA2,4.681802935145185
PEOE_VSA3,0.0
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,48.53093654769288
PEOE_VSA7,23.762552697081826
PEOE_VSA8,5.386224214464796
PEOE_VSA9,12.061457123528836
SM1_Dzare,0.9427640763145648
SpAD_Dzpe,153.60766426198217
SpAD_Dzse,154.83892291784892
SpAbs_DzZ,153.96344712772975
SpAbs_Dzi,151.6090102174038
SpAbs_Dzm,153.99815514038357
SpAbs_Dzp,212.3874063917894
SpAbs_Dzv,194.53272529602077
SpDiam_Dt,323.79797454930946
SpMAD_DzZ,6.725253844872943
SpMAD_Dzi,6.6233258098230605
SpMAD_Dzm,6.726676238274517
SpMAD_Dzp,9.1555727199728
SpMAD_Dzv,8.42263966927153
SpMax_DzZ,77.37458070672207
SpMax_Dzi,76.20288888003789
SpMax_Dzm,77.39084332777269
SpMax_Dzp,104.59322711337374
SpMax_Dzv,96.54804354170895
VE1_Dzare,4.709301964034414
VE2_Dzare,0.2047522593058441
VE3_Dzare,2.3824488170151934
VR1_Dzare,135.34679326418873
VR2_Dzare,5.8846431853995105
VR3_Dzare,5.740749446540304
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47681159420289854
AETA_dBeta,0.15217391304347827
AETA_eta_B,0.002893290079260656
AETA_eta_F,0.9577696653362662
AETA_eta_L,0.20086269707968193
AETA_eta_R,1.6055191025842421
BCUTare-1h,3.5451641498778685
BCUTare-1l,2.17716509803693
ETA_beta_s,14.5
ETA_dPsi_A,0.11906329113924008
ETA_dPsi_B,0.0
ETA_eta_BR,0.41054567182299506
ETA_eta_FL,6.727825857717416
ETA_eta_RL,11.3476678905501
LogEE_Dzpe,76.84034562149186
LogEE_Dzse,77.45326648443151
PEOE_VSA10,18.061057378235823
PEOE_VSA11,5.760247418874442
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,14.887012138286927
SlogP_VSA3,13.151638370425493
SlogP_VSA4,0.0
SlogP_VSA5,11.323698910571437
SlogP_VSA6,71.14718869013106
SlogP_VSA7,0.0
SlogP_VSA8,22.357100345803964
SlogP_VSA9,0.0
SpAD_Dzare,151.86608735130193
SpAbs_Dzpe,152.84088096146604
SpAbs_Dzse,154.12901738220094
SpDiam_DzZ,111.39589182761782
SpDiam_Dzi,108.86449950087493
SpDiam_Dzm,111.42207649095492
SpDiam_Dzp,156.13962590645372
SpDiam_Dzv,143.64864097229955
SpMAD_Dzpe,6.678594098347051
SpMAD_Dzse,6.732127083384736
SpMax_Dzpe,76.84034562149186
SpMax_Dzse,77.45326648443151
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6304347826086957
AETA_eta_BR,0.01784981181839109
AETA_eta_FL,0.2925141677268442
AETA_eta_RL,0.4933768648065261
DetourIndex,2582
EState_VSA1,0.0
EState_VSA2,6.606881964512918
EState_VSA3,18.06525124366146
EState_VSA4,16.596852926929518
EState_VSA5,5.563451491696996
EState_VSA6,6.06636706846161
EState_VSA7,47.14637241437645
EState_VSA8,18.19910120538483
EState_VSA9,9.515832745354384
ETA_beta_ns,18.0
ETA_shape_p,0.0303951367781155
ETA_shape_x,0.0
ETA_shape_y,0.3100303951367781
GhoseFilter,True
LogEE_Dzare,75.97403341809942
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,151.00530275988433
SpDiam_Dzpe,110.45489723924533
SpDiam_Dzse,111.53343748115574
SpMAD_Dzare,6.602873363100084
SpMax_Dzare,75.97403341809942
TopoPSA(NO),51.190000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,7.6519118480725625
VSA_EState9,41.84808815192744
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.782608695652174
EState_VSA10,5.106527394840706
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.023188405797101443
FilterItLogS,-4.890104384774333
SpDiam_Dzare,108.99815567389939
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5957264957264957
ETA_epsilon_2,0.8014492753623184
ETA_epsilon_3,0.4460317460317464
ETA_epsilon_4,0.5096969696969699
ETA_epsilon_5,0.7805555555555551
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.14969474969474933
ETA_dEpsilon_B,0.08602952602952585
ETA_dEpsilon_C,-0.06366522366522348
ETA_dEpsilon_D,0.020893719806763245
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.9130434782608695
MDEDescriptor,"0.0,0.0,0.0,0.0,17.415310015794425,20.860960727958524,0.0,5.630061524710363,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,1.0,0.0"
APolDescriptor,47.91268799999998
BCUTDescriptor,"11.993662031031338,16.00073181726458,-0.38907289500571474,0.1363202966285171,4.231402952455232,10.374618364782993"
BPolDescriptor,21.387311999999998
TPSADescriptor,51.190000000000005
ALOGPDescriptor,"4.0374,16.30059876,89.58109999999999"
XLogPDescriptor,3.4200000000000004
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,304.12117787999995
ChiPathDescriptor,"15.6480536021256,11.347667890550102,9.858946782088948,8.730680680973173,7.541614450410401,6.06555346760254,4.265310421137948,3.2604890351370464,12.51495560042272,7.543741673419588,5.433076439887433,3.8840081661784325,2.7764630983213485,1.8610084412084844,1.057336842824905,0.6748024276221972"
ChiChainDescriptor,"0.0,0.0,0.19641855032959654,0.5487977088559277,0.7761045568373032,0.0,0.0,0.059020690871988586,0.1599645823741307,0.17773462026551956"
AtomCountDescriptor,39
BondCountDescriptor,26
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.1498299142610593,0.0,0.24719387459906544,0.0,0.5234409122716133,0.0,0.06835990186225722,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,15,2,2,0,0,0"
ZagrebIndexDescriptor,124.0
LargestChainDescriptor,13
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"47.97971957985209,2.086074764341395,12.347686273030785,5.562187024590662,6.78549924844012"
FractionalPSADescriptor,0.1683210631921153
WienerNumbersDescriptor,"1186.0,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.0626052717461976,5.2933512441084964,7.241111042782114,1.0876351092775602,1.549298327228217,1.7462320015523674"
FractionalCSP3Descriptor,0.10526315789473684
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.467455621301774,7.486111111111111,3.52"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1258.04
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.10526315789473684
AutocorrelationDescriptorMass,"25.268898673634855,27.854802032215513,38.98991535110639,37.48775198549671,35.543648837401335"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.3164305728927932,-0.08919246206618853,-0.18977969871215872,0.16399546384368988,0.017618621941172082"
EccentricConnectivityIndexDescriptor,459
AutocorrelationDescriptorPolarizability,"1549.522350275501,1849.7426443706895,2639.384007587594,2473.292168047865,2286.019325946596"
