DLiP-ID,C000GM
AATSC5v,-9.945048894692427
AATSC6Z,-2.74163388341082
AATSC6c,-0.0005970916987451629
AATSC6d,-0.24065464330114625
AATSC6i,0.05484089691913245
AATSC6m,-12.86454294017268
AATSC6p,-0.014469506103672753
AATSC6s,-0.4412012437768584
AATSC6v,-8.991940543616977
AATSC7Z,-2.6016995565606056
AATSC7c,3.845110882579504e-05
AATSC7d,-0.20714449764146775
AATSC7i,-0.0676793268963178
AATSC7m,-12.362565600374536
AATSC7p,-0.04672735845031737
AATSC7s,-0.22673255932645897
AATSC7v,-13.638935602601004
AATSC8Z,-1.625016878206859
AATSC8c,-0.00011971746589162715
AATSC8d,-0.05087091547394001
AATSC8i,-0.0021648044887366377
AATSC8m,-7.672887485518504
AATSC8p,-0.016549493966625545
AATSC8s,-0.23924506593752817
AATSC8v,-7.1442690898496775
ATS0are,278.35959999999994
ATS1are,302.504
ATS2are,560.1107000000002
ATS3are,731.3127999999999
ATS4are,742.6078999999999
ATS5are,646.206
ATS6are,695.7349999999997
ATS7are,647.2489999999997
ATS8are,640.5380000000001
ATSC0dv,173.30434782608705
ATSC0pe,5.012521739130435
ATSC0se,3.0207596521739126
ATSC1dv,92.03024574669182
ATSC1pe,0.19649905482041244
ATSC1se,-0.0629853761814753
ATSC2dv,150.98487712665414
ATSC2pe,2.926785255198487
ATSC2se,1.8837389489603011
ATSC3dv,128.80151228733465
ATSC3pe,3.0640423440453652
ATSC3se,1.179707705103969
ATSC4dv,-10.419659735349713
ATSC4pe,0.8047712665406349
ATSC4se,0.468491833648389
ATSC5dv,-208.47258979206057
ATSC5pe,-3.1415803402646545
ATSC5se,-1.6218929754253328
ATSC6dv,-257.6257088846882
ATSC6pe,-5.436645935727792
ATSC6se,-2.8885648998109645
ATSC7dv,-173.16446124763718
ATSC7pe,-3.631983175803401
ATSC7se,-1.7426129300567106
ATSC8dv,-81.26275992438563
ATSC8pe,-2.544200756143663
ATSC8se,-1.2252388052930039
AXp-0dv,0.6087428130049822
AXp-1dv,0.3500720786205436
AXp-2dv,0.18214805172449833
AXp-3dv,0.09215963743172222
AXp-4dv,0.05033852820201147
AXp-5dv,0.02403586242728271
AXp-6dv,0.012983189380695695
AXp-7dv,0.007382162466728968
BertzCT,777.7653189463257
ECIndex,356
ETA_eta,22.402230516246718
GATS1dv,0.3570308580030103
GATS1pe,0.7021447104208589
GATS1se,0.7081993426588692
GATS2dv,0.5164642181701888
GATS2pe,0.544220050732003
GATS2se,0.4616521241226583
GATS3dv,0.7587570842210026
GATS3pe,0.7091061188459177
GATS3se,0.7539621773453957
GATS4dv,1.4102159281623607
GATS4pe,1.3953112587307586
GATS4se,1.509448155839041
GATS5dv,1.8227533992736946
GATS5pe,1.5379775771189632
GATS5se,1.5904374267126213
GATS6dv,1.8679059139420393
GATS6pe,1.773257794346285
GATS6se,1.8494638167108401
GATS7dv,1.4208432785778253
GATS7pe,1.3733126166927254
GATS7se,1.3629903210807506
GATS8dv,1.0374760321840724
GATS8pe,1.1749726383987424
GATS8se,1.179144563476016
LogEE_A,4.028666979697431
LogEE_D,93.36053418522958
MATS1dv,0.5089061716006015
MATS1pe,0.03756823491314439
MATS1se,-0.019982054998585512
MATS2dv,0.4403930239354223
MATS2pe,0.2951556007658984
MATS2se,0.31522524071061225
MATS3dv,0.2802266950720966
MATS3pe,0.23048172445684112
MATS3se,0.1472503192750914
MATS4dv,-0.023842067927401053
MATS4pe,0.06366724173823095
MATS4se,0.06150149822218082
MATS5dv,-0.5478680331655844
MATS5pe,-0.28544889045840294
MATS5se,-0.2445358169657878
MATS6dv,-0.6160480601022498
MATS6pe,-0.4494792360190323
MATS6se,-0.39627877398048433
MATS7dv,-0.4295595331323183
MATS7pe,-0.31150255483706946
MATS7se,-0.24800407353287632
MATS8dv,-0.19258476094903582
MATS8pe,-0.20846584826075285
MATS8se,-0.1665882555016228
MAXaaNH,3.226472978080121
MAXaaaC,0.5334287603930463
MAXaasC,0.8778717876039307
MAXaasN,1.6541118669690098
MAXsCH3,2.025870102670698
MDEC-11,0.12499999999999997
MDEC-12,3.0699987324493625
MDEC-13,2.24571477701761
MDEC-22,6.566455395151524
MDEC-23,12.947426961193644
MDEC-33,6.631975707865092
MDEN-22,0.4999999999999999
MDEN-23,1.3731780959380786
MDEN-33,0.4999999999999999
MDEO-11,0.25
MINaaNH,3.226472978080121
MINaaaC,0.4892592592592597
MINaasC,0.8778717876039307
MINaasN,1.3418664965986393
MINsCH3,1.9693971736102869
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0714285714285716
SM1_Dzi,1.247266713587194
SM1_Dzm,1.0685318721261376
SM1_Dzp,-4.237315801405576
SM1_Dzv,-2.0752874690897665
SddssSe,0
SpAD_Dt,373.5399982323538
SpAbs_A,28.57740847852839
SpAbs_D,186.72106837045925
SpMAD_A,1.2989731126603816
SpMAD_D,8.48732128956633
SpMax_A,2.5341349514425873
SpMax_D,93.36053418522958
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,72.68
TpiPC10,8.875100890824616
VAdjMat,5.584962500721156
VE1_DzZ,4.560394127746982
VE1_Dzi,4.555728805089214
VE1_Dzm,4.560422269053642
VE1_Dzp,4.588782844554675
VE1_Dzv,4.58218022462697
VE2_DzZ,0.20729064217031737
VE2_Dzi,0.20707858204950974
VE2_Dzm,0.20729192132062008
VE2_Dzp,0.20858103838884887
VE2_Dzv,0.2082809193012259
VE3_DzZ,2.305866411679037
VE3_Dzi,2.304842879394659
VE3_Dzm,2.3058725824658253
VE3_Dzp,2.3120721737932057
VE3_Dzv,2.3106322768012175
VR1_DzZ,127.28137393185548
VR1_Dzi,127.76850122102965
VR1_Dzm,127.27975015513103
VR1_Dzp,125.72977649464687
VR1_Dzv,125.91476710831539
VR2_DzZ,5.785516996902522
VR2_Dzi,5.807659146410439
VR2_Dzm,5.785443188869592
VR2_Dzp,5.714989840665766
VR2_Dzv,5.723398504923427
VR3_DzZ,5.634857538897573
VR3_Dzi,5.638677402610134
VR3_Dzm,5.6348447814372165
VR3_Dzp,5.622592333306497
VR3_Dzv,5.624062586897881
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.1722884170161538
Xch-6dv,0.12728163911727447
Xch-7dv,0.17948494474878485
Xpc-4dv,1.3657038511255604
Xpc-5dv,2.0379490111174636
Xpc-6dv,2.6105660215547335
Zagreb1,116.0
Zagreb2,141.0
fragCpx,114.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,10
nBondsD,2
nBondsM,12
nBondsO,24
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,2
AATS0are,6.051295652173912
AATS1are,6.302166666666667
AATS2are,6.155062637362639
AATS3are,5.994367213114754
AATS4are,6.401792241379309
AATS5are,6.398079207920793
AATS6are,6.26788288288288
AATS7are,6.049056074766352
AATS8are,5.719089285714287
AATSC0dv,3.76748582230624
AATSC0pe,0.10896786389413989
AATSC0se,0.06566868809073723
AATSC1dv,1.9172967863894128
AATSC1pe,0.004093730308758593
AATSC1se,-0.0013121953371140688
AATSC2dv,1.6591744739192762
AATSC2pe,0.03216247533185151
AATSC2se,0.02070042801055276
AATSC3dv,1.0557501007158578
AATSC3pe,0.025115101180699716
AATSC3se,0.00966973528773745
AATSC4dv,-0.0898246528909458
AATSC4pe,0.0069376833322468525
AATSC4se,0.004038722703865422
AATSC5dv,-2.0640850474461443
AATSC5pe,-0.0311047558442045
AATSC5se,-0.01605834629133993
AATSC6dv,-2.3209523322944885
AATSC6pe,-0.04897879221376389
AATSC6se,-0.026023107205504183
AATSC7dv,-1.618359450912497
AATSC7pe,-0.03394376799816263
AATSC7se,-0.016286102150062716
AATSC8dv,-0.7255603564677289
AATSC8pe,-0.022716078179854132
AATSC8se,-0.010939632190116106
AETA_eta,1.0182832052839417
ATSC0are,5.274243478260868
ATSC1are,0.09033724007561304
ATSC2are,3.3252270321361026
ATSC3are,2.8796672967863874
ATSC4are,0.7029207939508472
ATSC5are,-3.2276824196597365
ATSC6are,-5.5838831758033995
ATSC7are,-3.59998374291115
ATSC8are,-2.459027599243853
BCUTZ-1h,8.02385732577719
BCUTZ-1l,5.758439509664374
BCUTc-1h,0.5096057189805069
BCUTc-1l,-0.4300763357516669
BCUTd-1h,3.3200528630334656
BCUTd-1l,0.9772752548289471
BCUTi-1h,14.56442844971309
BCUTi-1l,11.036050097882573
BCUTm-1h,16.011262191120416
BCUTm-1l,11.7835123440001
BCUTp-1h,1.9454297435742536
BCUTp-1l,0.743731555752913
BCUTs-1h,7.009373115624779
BCUTs-1l,1.228076978708353
BCUTv-1h,20.804415281942635
BCUTv-1l,14.701775852421065
BalabanJ,1.7633159556168927
Diameter,10
ETA_beta,23.0
GATS1are,0.7177480790568765
GATS2are,0.5164409220132025
GATS3are,0.7308802067676864
GATS4are,1.461304933875138
GATS5are,1.572516360422301
GATS6are,1.805650275426695
GATS7are,1.3685175683609343
GATS8are,1.1506165237615544
HybRatio,0.6875
Lipinski,True
LogEE_Dt,186.7699991161769
MATS1are,0.016414332929950842
MATS2are,0.31869670052108723
MATS3are,0.2058638738134823
MATS4are,0.05285012986649702
MATS5are,-0.27871932407555455
MATS6are,-0.43874380960927883
MATS7are,-0.29343669262749755
MATS8are,-0.19148865010459815
MAXssCH2,1.2118495177761952
MAXsssCH,0.3996330677332658
MINssCH2,0.4534750566893424
MINsssCH,0.3996330677332658
NsssssAs,0
RotRatio,0.20833333333333334
SM1_Dzpe,1.1621787025703796
SM1_Dzse,1.0580415728862167
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,19.102156337477126
SMR_VSA4,0.0
SMR_VSA5,71.37982299492386
SMR_VSA6,0.0
SMR_VSA7,26.66248915939905
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,142.29110658457708
SpAD_Dzi,136.51609466512522
SpAD_Dzm,142.31972392009607
SpAD_Dzp,194.27808241621847
SpAD_Dzv,177.59158850497735
SpAbs_Dt,373.5399982323538
SpDiam_A,4.9786168070943075
SpDiam_D,130.1443332629174
SpMAD_Dt,16.979090828743356
SpMax_Dt,186.7699991161769
SsssssAs,0
VE1_Dzpe,4.55918299201827
VE1_Dzse,4.5605652896433355
VE2_Dzpe,0.20723559054628501
VE2_Dzse,0.20729842225651526
VE3_Dzpe,2.3056007994209406
VE3_Dzse,2.3059039432343353
VMcGowan,238.17999999999984
VR1_Dzpe,127.3759836803813
VR1_Dzse,127.2682710731753
VR2_Dzpe,5.789817440017331
VR2_Dzse,5.784921412417059
VR3_Dzpe,5.63560057458887
VR3_Dzse,5.634754589559801
mZagreb1,7.388888888888888
mZagreb2,5.027777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,4
nBondsKS,44
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1146574669187145
AATSC1are,0.001882025834908605
AATSC2are,0.036540956397100026
AATSC3are,0.023603830301527767
AATSC4are,0.006059662016817648
AATSC5are,-0.03195725167979937
AATSC6are,-0.05030525383606666
AATSC7are,-0.0336447078776743
AATSC8are,-0.02195560356467726
AETA_beta,1.0454545454545454
BCUTdv-1h,6.0238405624001885
BCUTdv-1l,0.9871444409375076
BCUTpe-1h,3.4975286883335914
BCUTpe-1l,2.2838114890427255
BCUTse-1h,3.709261419087279
BCUTse-1l,2.4770688655817072
ETA_alpha,10.266666666666667
ETA_dBeta,-7.0
ETA_eta_B,0.24597980457651047
ETA_eta_F,15.076429042870842
ETA_eta_L,7.114962926496806
ETA_eta_R,37.47865955911756
ETA_psi_1,0.5539568345323744
LabuteASA,128.73269129319766
LogEE_DzZ,71.19425459098986
LogEE_Dzi,68.3147412740893
LogEE_Dzm,71.20843159059922
LogEE_Dzp,96.89752518901568
LogEE_Dzv,88.7014630038937
PEOE_VSA1,4.9839785209472085
PEOE_VSA2,13.928736479654532
PEOE_VSA3,9.77851570501903
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,26.689117645233267
PEOE_VSA7,25.683286491704038
PEOE_VSA8,19.007418857986544
PEOE_VSA9,0.0
SM1_Dzare,1.314099581200558
SpAD_Dzpe,140.91880585577312
SpAD_Dzse,142.48633276382338
SpAbs_DzZ,141.32705345333517
SpAbs_Dzi,135.47241042820713
SpAbs_Dzm,141.35814247807537
SpAbs_Dzp,198.03236617943693
SpAbs_Dzv,179.47821347687713
SpDiam_Dt,239.82595853581233
SpMAD_DzZ,6.467777572026231
SpMAD_Dzi,6.205277030232964
SpMAD_Dzm,6.469078360004366
SpMAD_Dzp,8.83082192800993
SpMAD_Dzv,8.072344932044425
SpMax_DzZ,71.19425459098986
SpMax_Dzi,68.3147412740893
SpMax_Dzm,71.20843159059922
SpMax_Dzp,96.89752518901568
SpMax_Dzv,88.7014630038937
VE1_Dzare,4.557374405766331
VE2_Dzare,0.20715338208028777
VE3_Dzare,2.305204029851738
VR1_Dzare,127.5009716367696
VR2_Dzare,5.795498710762255
VR3_Dzare,5.6365813456142595
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,9
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46666666666666673
AETA_dBeta,-0.3181818181818182
AETA_eta_B,0.011180900208023203
AETA_eta_F,0.6852922292214019
AETA_eta_L,0.3234074057498548
AETA_eta_R,1.7035754345053435
BCUTare-1h,3.5505213663436423
BCUTare-1l,2.239473608442522
ETA_beta_s,15.0
ETA_dPsi_A,0.16004316546762554
ETA_dPsi_B,0.0
ETA_eta_BR,0.5039798045765105
ETA_eta_FL,3.5532708312997796
ETA_eta_RL,10.668233757796585
LogEE_Dzpe,70.51222923254885
LogEE_Dzse,71.29125918067925
PEOE_VSA10,11.341105215616189
PEOE_VSA11,5.647177220767728
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052008
SlogP_VSA1,11.24901029325548
SlogP_VSA2,19.102156337477126
SlogP_VSA3,13.08951281182515
SlogP_VSA4,0.0
SlogP_VSA5,64.11471468109863
SlogP_VSA6,9.589074368143644
SlogP_VSA7,0.0
SlogP_VSA8,11.16387793838399
SlogP_VSA9,0.0
SpAD_Dzare,139.03624446793003
SpAbs_Dzpe,139.88194979349643
SpAbs_Dzse,141.5332985973323
SpDiam_DzZ,97.85695989850981
SpDiam_Dzi,93.87625439718136
SpDiam_Dzm,97.87598324260591
SpDiam_Dzp,133.268396631874
SpDiam_Dzv,122.03620563827937
SpMAD_Dzpe,6.4054002661715055
SpMAD_Dzse,6.476651489264699
SpMax_Dzpe,70.51222923254885
SpMax_Dzse,71.29125918067925
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6818181818181818
AETA_eta_BR,0.022908172935295932
AETA_eta_FL,0.16151231051362636
AETA_eta_RL,0.4849197162634811
DetourIndex,2028
EState_VSA1,0.0
EState_VSA2,11.24901029325548
EState_VSA3,30.171296796370534
EState_VSA4,31.507690989703967
EState_VSA5,17.408742893643375
EState_VSA6,4.567099647791355
EState_VSA7,13.847474399381248
EState_VSA8,9.967957041894417
EState_VSA9,0.0
ETA_beta_ns,8.0
ETA_shape_p,0.1623376623376623
ETA_shape_x,0.0
ETA_shape_y,0.3701298701298701
GhoseFilter,True
LogEE_Dzare,69.5778540331105
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,137.88180267169318
SpDiam_Dzpe,96.927265197112
SpDiam_Dzse,97.98914321387635
SpMAD_Dzare,6.319829293996819
SpMax_Dzare,69.5778540331105
TopoPSA(NO),72.68
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.995978363567649
VSA_EState9,46.17068830309903
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.36363636363636365
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0333333333333333
FilterItLogS,-3.8682981112504837
SpDiam_Dzare,95.66424480742128
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5594202898550726
ETA_epsilon_2,0.842424242424242
ETA_epsilon_3,0.44193548387096804
ETA_epsilon_4,0.5486111111111113
ETA_epsilon_5,0.8188405797101446
AETA_beta_ns_d,0.045454545454545456
ETA_dEpsilon_A,0.1174848059841046
ETA_dEpsilon_B,0.010809178743961367
ETA_dEpsilon_C,-0.10667562724014323
ETA_dEpsilon_D,0.023583662714097398
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6363636363636364
MDEDescriptor,"0.12499999999999997,3.0699987324493625,2.24571477701761,0.0,6.566455395151524,12.947426961193644,0.0,6.631975707865092,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,1.3731780959380786,0.4999999999999999"
APolDescriptor,50.16703199999999
BCUTDescriptor,"11.98846487012132,16.006030268843908,-0.33122181528246464,0.36105026885802405,5.44441742983564,10.332188383390639"
BPolDescriptor,34.09296799999999
TPSADescriptor,72.68
ALOGPDescriptor,"0.15719999999999978,0.024711839999999933,71.3564"
XLogPDescriptor,4.689000000000001
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,304.18992619999995
ChiPathDescriptor,"15.689869965382487,10.668233757796585,9.227023106005234,8.261614939450281,7.228709993179171,5.422848082238456,4.077377370838167,2.9354834818140425,13.392341886109609,8.401729886893047,6.193033758632945,4.515822234154388,3.4230199177367813,1.9949765814644649,1.3113021274502663,0.8341843587403733"
ChiChainDescriptor,"0.0,0.0,0.2405626121623441,0.28703703703703703,0.6304635249758264,0.0,0.0,0.17228841701615383,0.1272816391172745,0.17948494474878485"
AtomCountDescriptor,46
BondCountDescriptor,24
SmallRingDescriptor,"3,2,2,1,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.2625645667449013,0.0,0.5087141249717989,0.0,0.5659695482477658,0.0,0.11886836143142865,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,1,0,4,6,1,0"
ZagrebIndexDescriptor,116.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"44.698262748026124,2.0317392158193694,18.38787526124559,5.173433920907149,13.214441340338439"
FractionalPSADescriptor,0.23892967432529005
WienerNumbersDescriptor,"985.0,36.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.7956878937725134,6.676718602018436,9.936602229567686,1.3657038511255604,2.0379490111174636,2.3765649615919298"
FractionalCSP3Descriptor,0.6875
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,8,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.84375,7.26643598615917,3.1653477717617657"
AromaticAtomsCountDescriptor,9
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,1842.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.6875
AutocorrelationDescriptorMass,"24.988859276187814,26.32600328606959,38.56805507078587,41.92461310407375,44.44947721184543"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.489633582423703,-0.36319387211959314,0.3018530250363869,-0.34173103201520844,0.19508587878377903"
EccentricConnectivityIndexDescriptor,356
AutocorrelationDescriptorPolarizability,"1504.266359560815,1797.24137736652,2604.884429704482,2616.87313471965,2537.0673440233595"
