DLiP-ID,C001AO
AATSC4c,0.00042097641557425794
AATSC4d,-0.08885222299830377
AATSC4i,-0.20519555544406398
AATSC4m,-8.343616897841137
AATSC4p,-0.049218382586653064
AATSC4s,-0.008241386790936688
AATSC4v,-9.63729653274717
AATSC5Z,-0.3892350447958178
AATSC5c,-0.0008464121782426505
AATSC5d,-0.13775665592243855
AATSC5i,-0.23147085718816973
AATSC5m,-1.8011878270792547
AATSC5p,-0.06683716452999326
AATSC5s,0.011795174838543249
AATSC5v,-4.33073786729382
AATSC6Z,-1.3884904117734502
AATSC6c,-0.000852392497899326
AATSC6d,-0.1891878499578812
AATSC6i,-0.016596435426374904
AATSC6m,-6.709393615256921
AATSC6p,-0.03197109464463875
AATSC6s,-0.023058503754329225
AATSC6v,-7.234761094325418
AATSC7Z,-1.450885677797749
AATSC7c,0.0016319213617305992
AATSC7d,-0.06821138019108881
AATSC7i,-0.36299872640911884
AATSC7m,-6.8514247619194
AATSC7p,-0.056634370768600804
AATSC7s,0.09676989103921892
AATSC7v,-12.189347915264607
AATSC8Z,0.517362985303856
AATSC8c,-0.0016029259152195946
AATSC8d,0.09224877161156773
AATSC8i,-0.06727197997434319
AATSC8m,2.421683207720061
AATSC8p,0.007283827359767991
AATSC8s,-0.025462776903354897
AATSC8v,0.9360594022232325
ATS0are,376.36699999999996
ATS1are,411.85
ATS2are,693.7576000000001
ATS3are,812.2440000000005
ATS4are,875.19
ATS5are,974.8420000000002
ATS6are,1008.6321
ATS7are,1041.7979999999998
ATS8are,1082.748
ATSC0dv,223.93548387096774
ATSC0pe,6.706085483870963
ATSC0se,4.472291677419352
ATSC1dv,60.97444791305351
ATSC1pe,-0.09946058792921963
ATSC1se,-0.3251176940686845
ATSC2dv,-5.0099433460515765
ATSC2pe,-1.6066659469302529
ATSC2se,-1.2318305515088548
ATSC3dv,-23.5139322465025
ATSC3pe,-0.7703833766909289
ATSC3se,-0.5605159209157183
ATSC4dv,-28.62943692912477
ATSC4pe,0.10424708636837636
ATSC4se,0.25358082414151994
ATSC5dv,-36.166261995606426
ATSC5pe,0.8281158168574407
ATSC5se,0.5515744016649331
ATSC6dv,-119.71048676147528
ATSC6pe,-2.5352316337148677
ATSC6se,-1.2785394162330928
ATSC7dv,-37.93872123944965
ATSC7pe,0.6257218522372506
ATSC7se,0.9676769157128028
ATSC8dv,34.1408255289629
ATSC8pe,0.06319862122786205
ATSC8se,-0.4649750593132051
AXp-0dv,0.6291503990806219
AXp-1dv,0.35041981533063216
AXp-2dv,0.19585819999350224
AXp-3dv,0.11368935315835213
AXp-4dv,0.06530339979402992
AXp-5dv,0.0376570302840953
AXp-6dv,0.02219290485601329
AXp-7dv,0.01268190222639708
BertzCT,1202.5802296248523
ECIndex,866
ETA_eta,35.936588171614176
GATS1dv,0.6777402260980481
GATS1pe,0.8801988098325347
GATS1se,0.9678944738456312
GATS2dv,1.125046971488919
GATS2pe,1.2022943575847023
GATS2se,1.2559782152134036
GATS3dv,1.095061190862492
GATS3pe,0.9655974918426592
GATS3se,0.9568832426590281
GATS4dv,0.9830443329750702
GATS4pe,0.6823158613405361
GATS4se,0.6219148060047475
GATS5dv,0.9968617733930147
GATS5pe,0.755773501472203
GATS5se,0.7202130240470473
GATS6dv,1.1695899813877342
GATS6pe,1.0449602639270044
GATS6se,0.9943917803454867
GATS7dv,0.951593915603747
GATS7pe,0.8262826610871646
GATS7se,0.7758884721983239
GATS8dv,0.8405875231717927
GATS8pe,0.9049518540398281
GATS8se,0.9019575982174495
LogEE_A,4.424314833839315
LogEE_D,205.7940309940929
MATS1dv,0.2597187440748373
MATS1pe,-0.01414686697384617
MATS1se,-0.06934079536907338
MATS2dv,-0.012496218488727876
MATS2pe,-0.13382129076059235
MATS2se,-0.15384718772104006
MATS3dv,-0.04894883901388931
MATS3pe,-0.05355226774822141
MATS3se,-0.0584248870406297
MATS4dv,-0.05429111047088578
MATS4pe,0.006601363903883738
MATS4se,0.024078261276171912
MATS5dv,-0.06105602830733003
MATS5pe,0.046684190861954994
MATS5se,0.04662531984453263
MATS6dv,-0.197283920130362
MATS6pe,-0.1395182331640377
MATS6se,-0.10550338874400579
MATS7dv,-0.059681371479124286
MATS7pe,0.03286936081144654
MATS7se,0.07622181440851633
MATS8dv,0.05054767513458857
MATS8pe,0.003124558076775933
MATS8se,-0.03447066180148972
MAXaaCH,2.0634549779445854
MAXaaaC,1.1483839938610516
MAXaasC,1.1483839938610516
MAXaasN,2.142443709539218
MAXdsCH,2.1954946145124716
MAXdssC,1.1716868753674312
MAXsCH3,2.140672031158142
MAXsssN,2.142443709539218
MDEC-11,0.2564963920015046
MDEC-12,5.762442664366848
MDEC-13,4.279387351643643
MDEC-22,14.66699510990563
MDEC-23,27.599404759334842
MDEC-33,8.405000593153149
MDEN-33,0.16666666666666669
MDEO-11,0.08333333333333334
MDEO-12,0.4193139346887673
MDEO-22,0.07142857142857142
MINaaCH,1.9640419034616157
MINaaaC,1.0550043642314222
MINaasC,0.8014314155150751
MINaasN,2.142443709539218
MINdsCH,2.1954946145124716
MINdssC,1.0804551868319006
MINsCH3,1.6637937336961142
MINsssN,2.142443709539218
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.5357142857142856
SM1_Dzi,0.969234923888916
SM1_Dzm,2.5327800782250267
SM1_Dzp,-4.5172648316512785
SM1_Dzv,-1.9194694183760244
SddssSe,0
SpAD_Dt,787.4955773688956
SpAbs_A,43.20909156174339
SpAbs_D,411.58806198818587
SpMAD_A,1.309366410961921
SpMAD_D,12.47236551479351
SpMax_A,2.492223036823952
SpMax_D,205.7940309940929
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,119.58
TpiPC10,9.309220875129503
VAdjMat,6.169925001442312
VE1_DzZ,5.635355703438544
VE1_Dzi,5.654785887529435
VE1_Dzm,5.635291602892432
VE1_Dzp,5.566075478548112
VE1_Dzv,5.616705686202171
VE2_DzZ,0.17076835464965287
VE2_Dzi,0.17135714810695257
VE2_Dzm,0.17076641220886157
VE2_Dzp,0.16866895389539732
VE2_Dzv,0.170203202612187
VE3_DzZ,2.9229827379184448
VE3_Dzi,2.926424714817869
VE3_Dzm,2.922971363142113
VE3_Dzp,2.9106126921288373
VE3_Dzv,2.919667783676874
VR1_DzZ,226.60893629483337
VR1_Dzi,224.21668221351345
VR1_Dzm,226.6173712850819
VR1_Dzp,234.82428827098025
VR1_Dzv,228.68219532244365
VR2_DzZ,6.8669374634797995
VR2_Dzi,6.794444915561014
VR2_Dzm,6.867193069244906
VR2_Dzp,7.115887523363038
VR2_Dzv,6.929763494619505
VR3_DzZ,6.6171482527178425
VR3_Dzi,6.606535384074372
VR3_Dzm,6.617185474697716
VR3_Dzp,6.652759993457248
VR3_Dzv,6.6262557147978285
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.1450118741501201
Xch-6dv,0.40181933572538087
Xch-7dv,0.6285341341538138
Xpc-4dv,3.0903274799768097
Xpc-5dv,4.924978959019958
Xpc-6dv,6.864461170248071
Zagreb1,172.0
Zagreb2,206.0
fragCpx,240.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,2
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,36
nBondsS,47
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.070435483870967
AATS1are,6.336153846153847
AATS2are,6.25006846846847
AATS3are,6.107097744360906
AATS4are,5.994452054794521
AATS5are,5.944158536585367
AATS6are,6.003762500000001
AATS7are,5.919306818181817
AATS8are,5.7900962566844925
AATSC0dv,3.611862643080125
AATSC0pe,0.10816266909469295
AATSC0se,0.07213373673257019
AATSC1dv,0.9380684294315924
AATSC1pe,-0.0015301628912187636
AATSC1se,-0.0050018106779797615
AATSC2dv,-0.04513462473920339
AATSC2pe,-0.014474467990362639
AATSC2se,-0.01109757253611581
AATSC3dv,-0.17679648305640977
AATSC3pe,-0.00579235621572127
AATSC3se,-0.004214405420418935
AATSC4dv,-0.19609203376112855
AATSC4pe,0.0007140211395094271
AATSC4se,0.0017368549598734244
AATSC5dv,-0.22052598777808796
AATSC5pe,0.005049486688155126
AATSC5se,0.003363258546737397
AATSC6dv,-0.7125624211992576
AATSC6pe,-0.015090664486398023
AATSC6se,-0.0076103536680541236
AATSC7dv,-0.21556091613323664
AATSC7pe,0.0035552377968025603
AATSC7se,0.005498164293822743
AATSC8dv,0.18257125951317058
AATSC8pe,0.00033796054132546546
AATSC8se,-0.0024864976433861233
AETA_eta,1.0889875203519448
ATSC0are,7.048574193548385
ATSC1are,-0.22380520291361544
ATSC2are,-2.0419925078043475
ATSC3are,-0.7207317377731389
ATSC4are,0.5950414151925114
ATSC5are,0.45299729448490933
ATSC6are,-2.409094588969816
ATSC7are,1.2375958376690903
ATSC8are,-0.16468345473467208
BCUTZ-1h,16.004890887132564
BCUTZ-1l,5.696611222250344
BCUTc-1h,0.49490571839799236
BCUTc-1l,-0.5295212313332726
BCUTd-1h,3.270468330165157
BCUTd-1l,0.9871441632082136
BCUTi-1h,14.551109310131533
BCUTi-1l,10.311089317719986
BCUTm-1h,32.06282438926752
BCUTm-1l,11.709679088653303
BCUTp-1h,2.936720672387489
BCUTp-1l,0.7760498063105459
BCUTs-1h,6.003756189929123
BCUTs-1l,0.6046315196594546
BCUTv-1h,24.440923571417642
BCUTv-1l,14.705532984837804
BalabanJ,1.3967254991522582
Diameter,16
ETA_beta,38.0
GATS1are,0.9169359067180544
GATS2are,1.2596274414766189
GATS3are,0.9650965855540649
GATS4are,0.6323635846687095
GATS5are,0.7611872428055655
GATS6are,1.0298691237748119
GATS7are,0.7851896655499636
GATS8are,0.8975642384715171
HybRatio,0.32
Lipinski,True
LogEE_Dt,393.7477886844478
MATS1are,-0.0302863708528891
MATS2are,-0.1618160439866757
MATS3are,-0.04766640732724355
MATS4are,0.035849636140814496
MATS5are,0.024296413720245165
MATS6are,-0.12613481786622696
MATS7are,0.06185240433393095
MATS8are,-0.007746379624731063
MAXssCH2,0.8545463277903753
MINssCH2,0.06385847494908514
NsssssAs,0
RotRatio,0.25
SM1_Dzpe,1.380507955936353
SM1_Dzse,1.4172173954191654
SMR_VSA1,24.253880345072865
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,24.784798704046985
SMR_VSA6,38.87802514834396
SMR_VSA7,58.084022041402186
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,290.8919715215073
SpAD_Dzi,309.71815397218245
SpAD_Dzm,290.9268276679577
SpAD_Dzp,392.38581853100635
SpAD_Dzv,370.98500289643937
SpAbs_Dt,787.4955773688955
SpDiam_A,4.807886805066878
SpDiam_D,303.73790319085083
SpMAD_Dt,23.86350234451199
SpMax_Dt,393.7477886844478
SsssssAs,0
VE1_Dzpe,5.657265532626105
VE1_Dzse,5.655333626409012
VE2_Dzpe,0.17143228886745773
VE2_Dzse,0.17137374625481855
VE3_Dzpe,2.926863122502609
VE3_Dzse,2.92652157301275
VMcGowan,359.26000000000124
VR1_Dzpe,223.83775508000554
VR1_Dzse,224.07388982665222
VR2_Dzpe,6.782962275151683
VR2_Dzse,6.790117873534916
VR3_Dzpe,6.60484395021139
VR3_Dzse,6.605898331231433
mZagreb1,10.472222222222221
mZagreb2,7.666666666666667
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,2
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,56
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.11368668054110298
AATSC1are,-0.003443156967901776
AATSC2are,-0.018396328899138267
AATSC3are,-0.005419035622354428
AATSC4are,0.004075626131455558
AATSC5are,0.0027621786249079835
AATSC6are,-0.014339848743867952
AATSC7are,0.007031794532210741
AATSC8are,-0.0008806601857469095
AETA_beta,1.1515151515151516
BCUTdv-1h,6.008637461287443
BCUTdv-1l,0.6530761021347696
BCUTpe-1h,3.4674335081439347
BCUTpe-1l,2.2290675306553687
BCUTse-1h,3.680912776886194
BCUTse-1l,2.431750000435698
ETA_alpha,16.3
ETA_dBeta,-4.0
ETA_eta_B,0.30546555669923237
ETA_eta_F,28.772373956051254
ETA_eta_L,8.717934645937351
ETA_eta_R,64.70896212766543
ETA_psi_1,0.5927272727272731
LabuteASA,201.9329144090855
LogEE_DzZ,145.2109012493321
LogEE_Dzi,154.88844774136058
LogEE_Dzm,145.22711354837548
LogEE_Dzp,195.28479393394048
LogEE_Dzv,185.2016727484657
PEOE_VSA1,24.586690428131988
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,4.567099647791355
PEOE_VSA5,0.0
PEOE_VSA6,30.022408027016475
PEOE_VSA7,42.335414533675596
PEOE_VSA8,23.58262705672584
PEOE_VSA9,37.60930168708977
SM1_Dzare,1.4650123198742837
SpAD_Dzpe,309.25743710887764
SpAD_Dzse,309.7791646924611
SpAbs_DzZ,288.81729619683193
SpAbs_Dzi,308.80766055883225
SpAbs_Dzm,288.85455305850087
SpAbs_Dzp,395.1461353509038
SpAbs_Dzv,372.3228149153075
SpDiam_Dt,564.2157882190749
SpMAD_DzZ,8.814908227924462
SpMAD_Dzi,9.38539860521765
SpMAD_Dzm,8.815964474786597
SpMAD_Dzp,11.890479349424435
SpMAD_Dzv,11.241969784740586
SpMax_DzZ,145.2109012493321
SpMax_Dzi,154.88844774136058
SpMax_Dzm,145.22711354837548
SpMax_Dzp,195.28479393394048
SpMax_Dzv,185.2016727484657
VE1_Dzare,5.659308472416112
VE2_Dzare,0.17149419613382158
VE3_Dzare,2.927224175204829
VR1_Dzare,223.57390183089086
VR2_Dzare,6.774966722148208
VR3_Dzare,6.603664484832573
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49393939393939396
AETA_dBeta,-0.12121212121212122
AETA_eta_B,0.00925653202118886
AETA_eta_F,0.871890119880341
AETA_eta_L,0.2641798377556773
AETA_eta_R,1.9608776402322858
BCUTare-1h,3.5245702342727903
BCUTare-1l,2.1697609378623675
ETA_beta_s,21.0
ETA_dPsi_A,0.12127272727272687
ETA_dPsi_B,0.0
ETA_eta_BR,0.6494655566992323
ETA_eta_FL,7.390813359736512
ETA_eta_RL,16.108748005673863
LogEE_Dzpe,154.67055212886117
LogEE_Dzse,154.93252832790992
PEOE_VSA10,22.80582554754983
PEOE_VSA11,6.544756405912575
PEOE_VSA12,5.516700717616262
PEOE_VSA13,5.007623696852765
SlogP_VSA1,18.94073528624193
SlogP_VSA2,44.19117020717489
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,18.352182519469398
SlogP_VSA6,57.971881820067196
SlogP_VSA7,0.0
SlogP_VSA8,16.292640740919246
SlogP_VSA9,0.0
SpAD_Dzare,307.1333369095066
SpAbs_Dzpe,307.960596301786
SpAbs_Dzse,308.44783926040077
SpDiam_DzZ,211.20457898570936
SpDiam_Dzi,227.70502661205182
SpDiam_Dzm,211.21868774347854
SpDiam_Dzp,270.8146741847147
SpDiam_Dzv,266.20756017295577
SpMAD_Dzpe,9.371437488147807
SpMAD_Dzse,9.387247414923063
SpMax_Dzpe,154.67055212886117
SpMax_Dzse,154.93252832790992
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6363636363636364
AETA_eta_BR,0.019680774445431284
AETA_eta_FL,0.22396404120413674
AETA_eta_RL,0.48814387895981404
DetourIndex,6348
EState_VSA1,0.0
EState_VSA2,13.213763929025836
EState_VSA3,13.08951281182515
EState_VSA4,48.75603066750989
EState_VSA5,5.573104530069267
EState_VSA6,37.31826590988092
EState_VSA7,24.26546827384644
EState_VSA8,40.67552092892343
EState_VSA9,9.473725907600098
ETA_beta_ns,17.0
ETA_shape_p,0.1329243353783231
ETA_shape_x,0.0
ETA_shape_y,0.32515337423312884
GhoseFilter,False
LogEE_Dzare,153.6110627674768
SlogP_VSA10,5.687386274683562
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,305.75711321507936
SpDiam_Dzpe,227.64421459238503
SpDiam_Dzse,227.74368749032595
SpMAD_Dzare,9.307070815439594
SpMax_Dzare,153.6110627674768
TopoPSA(NO),66.04
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.142443709539218
VSA_EState9,65.62083957163368
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5151515151515151
EState_VSA10,10.213054789681411
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.006060606060606039
FilterItLogS,-4.950357419263838
SpDiam_Dzare,226.4208702094482
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5838709677419348
ETA_epsilon_2,0.8333333333333329
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.5256410256410246
ETA_epsilon_5,0.8028571428571425
AETA_beta_ns_d,0.030303030303030304
ETA_dEpsilon_A,0.14193548387096788
ETA_dEpsilon_B,0.05822994210091026
ETA_dEpsilon_C,-0.08370554177005762
ETA_dEpsilon_D,0.030476190476190435
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6363636363636364
MDEDescriptor,"0.2564963920015046,5.762442664366848,4.279387351643643,0.0,14.66699510990563,27.599404759334842,0.0,8.405000593153149,0.0,0.0,0.08333333333333334,0.4193139346887673,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.16666666666666669"
APolDescriptor,74.54499699999998
BCUTDescriptor,"11.996129173557156,31.97307423307025,-0.4191462493621972,0.08904903690739996,4.549851795536241,13.138978830006135"
BPolDescriptor,44.055003
TPSADescriptor,119.58
ALOGPDescriptor,"3.3485999999999962,11.213121959999976,136.07479999999998"
XLogPDescriptor,4.724000000000001
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,485.15687463999996
ChiPathDescriptor,"23.37166824125719,16.108748005673863,13.664822516313887,12.083522300440634,10.31434932983867,8.818766977706384,6.617993115135607,5.023873262094725,20.969069950847068,12.96866674249603,10.39286303018176,8.684555622978822,7.07684175356337,5.3363935972857774,3.618350533424187,2.4096901653881915"
ChiChainDescriptor,"0.0,0.0,0.15713484026367722,0.5805272079323989,1.02785693073634,0.0,0.0,0.1767184951612006,0.47915678097835,0.7487835018169904"
AtomCountDescriptor,62
BondCountDescriptor,36
SmallRingDescriptor,"4,4,2,2,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.8233701563142786,0.0,0.3832766380870198,0.0,1.3862699038443704,0.0,0.3210085422470138,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,14,1,5,1,0,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"67.57013032778539,2.047579706902588,23.942158286025645,10.523000592269982,7.042360639803326"
FractionalPSADescriptor,0.2464769773462073
WienerNumbersDescriptor,"3282.0,54.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.860364469817724,8.23558427860607,11.813011214850825,3.524761973728544,5.744029277534684,7.321404561155228"
FractionalCSP3Descriptor,0.32
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,5,0,2,6,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,22
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.074074074074073,12.3008,5.877551020408164"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,3169.08
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.32
AutocorrelationDescriptorMass,"49.07334282161676,45.668784280089966,67.5676290976011,70.79066433817,70.45484829243512"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.7038338638398821,-0.358315337262195,-0.13138215990654956,0.1387546974726405,0.11489662741682552"
EccentricConnectivityIndexDescriptor,866
AutocorrelationDescriptorPolarizability,"3012.135611330899,3622.6009499589063,5248.217607449539,5326.842348398968,4985.564189724075"
