DLiP-ID,C001OB
AATSC5p,-0.04239941950896915
AATSC5s,0.13225814396674132
AATSC5v,-4.289795404653925
AATSC6Z,-2.4741379310344827
AATSC6c,0.0006972147987322603
AATSC6d,-0.1339911099137931
AATSC6i,-0.4775023898868134
AATSC6m,-10.720617664645523
AATSC6p,-0.05691857567015958
AATSC6s,-0.006817137020481517
AATSC6v,-3.708519925267363
AATSC7Z,-1.9575471698113207
AATSC7c,-0.001792761521208127
AATSC7d,-0.20642320165094338
AATSC7i,-0.8199242456538413
AATSC7m,-9.085623947890582
AATSC7p,-0.10221419945141264
AATSC7s,-0.3870580458821855
AATSC7v,-14.308756663104193
AATSC8Z,-1.6944444444444444
AATSC8c,0.0029245241822226774
AATSC8d,-0.05162760416666667
AATSC8i,-0.21850712660578187
AATSC8m,-7.182522517867566
AATSC8p,-0.07994445309137226
AATSC8s,0.15936559308794399
AATSC8v,-8.010935097025564
ATS0are,216.32659999999998
ATS1are,234.8997
ATS2are,366.74580000000003
ATS3are,389.4136
ATS4are,400.748
ATS5are,365.2678
ATS6are,388.1094
ATS7are,360.24839999999995
ATS8are,294.168
ATSC0dv,139.33333333333334
ATSC0pe,4.538599999999999
ATSC0se,2.802085874999999
ATSC1dv,41.1111111111111
ATSC1pe,0.5855000000000002
ATSC1se,0.29697751171875
ATSC2dv,-7.444444444444457
ATSC2pe,0.34550000000000036
ATSC2se,0.3442064648437496
ATSC3dv,-71.00000000000001
ATSC3pe,-1.3006999999999997
ATSC3se,-0.7190355781249994
ATSC4dv,-21.111111111111107
ATSC4pe,-1.5304999999999995
ATSC4se,-0.7928695703124993
ATSC5dv,32.111111111111114
ATSC5pe,0.8251999999999988
ATSC5se,0.17313309765625096
ATSC6dv,-19.555555555555557
ATSC6pe,-0.9032000000000002
ATSC6se,-0.7905528359375003
ATSC7dv,-64.22222222222223
ATSC7pe,-1.6053999999999986
ATSC7se,-0.755569605468751
ATSC8dv,-5.1111111111111
ATSC8pe,0.49499999999999994
ATSC8se,0.4588893007812501
AXp-0dv,0.5858624958230396
AXp-1dv,0.3192802780928259
AXp-2dv,0.17612018071489782
AXp-3dv,0.10152125630347231
AXp-4dv,0.05752279062561373
AXp-5dv,0.03300110726570178
AXp-6dv,0.01946577551393796
AXp-7dv,0.010985586788614806
BertzCT,978.5276689394215
ECIndex,434
ETA_eta,15.773152632883791
GATS1dv,0.43791296422875364
GATS1pe,0.4714565851017621
GATS1se,0.5324509600497931
GATS2dv,0.8533202841815282
GATS2pe,0.6777085845454947
GATS2se,0.6703768329532208
GATS3dv,1.1254186602870813
GATS3pe,1.0005763524728626
GATS3se,1.0192039379711493
GATS4dv,0.9764752791068578
GATS4pe,0.9840809941391617
GATS4se,0.9606924520113076
GATS5dv,0.7049791544251377
GATS5pe,0.5171915213053567
GATS5se,0.5599746609190906
GATS6dv,1.022933509321894
GATS6pe,0.9438827027018816
GATS6se,0.9758956460149223
GATS7dv,1.2756913725136168
GATS7pe,1.300199172049564
GATS7se,1.2701380929069357
GATS8dv,1.1357877015771751
GATS8pe,1.0643201280864876
GATS8se,0.9787690036444727
LogEE_A,4.09349316581657
LogEE_D,104.46425879697027
MATS1dv,0.2697653223969012
MATS1pe,0.11794700694361392
MATS1se,0.09690006250382012
MATS2dv,-0.031085979411338314
MATS2pe,0.044290790512092296
MATS2se,0.07147017917338254
MATS3dv,-0.2717703349282297
MATS3pe,-0.1528459583718915
MATS3se,-0.13685720522989556
MATS4dv,-0.07820136852394916
MATS4pe,-0.1740482712446498
MATS4se,-0.146042277891379
MATS5dv,0.12938246733260583
MATS5pe,0.10207336523125984
MATS5se,0.034687562353445896
MATS6dv,-0.07743496672716273
MATS6pe,-0.10979536451313414
MATS6se,-0.15565799955954313
MATS7dv,-0.27829436369654836
MATS7pe,-0.21356764491419084
MATS7se,-0.16280477818675823
MATS8dv,-0.02608541555909971
MATS8pe,0.07755695588948135
MATS8se,0.11645655954621867
MAXaaCH,2.005522486772487
MAXaaaC,0.9278779289493577
MAXaasC,0.975210695389267
MAXaasN,1.585857289655991
MAXsCH3,1.7730385038542507
MDEC-12,0.773568665723073
MDEC-13,1.349950872776879
MDEC-22,4.697603470226241
MDEC-23,14.004741586653035
MDEC-33,7.762009630236172
MDEN-22,3.1114245051048495
MDEN-23,2.0068539044005766
MINaaCH,1.4464662068531116
MINaaaC,0.8721782879818596
MINaasC,-0.2599141419780846
MINaasN,1.585857289655991
MINsCH3,1.7730385038542507
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4404761904761907
SM1_Dzi,1.531399715722844
SM1_Dzm,2.4735074486764734
SM1_Dzp,-4.259019714885497
SM1_Dzv,-2.147449684418344
SddssSe,0
SpAD_Dt,455.48836105634484
SpAbs_A,30.509566796570844
SpAbs_D,208.92851759394063
SpMAD_A,1.3265029041987324
SpMAD_D,9.083848591040896
SpMax_A,2.48937912328892
SpMax_D,104.46425879697027
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,122.91999999999999
TpiPC10,9.246127839506599
VAdjMat,5.700439718141092
VE1_DzZ,4.715501921509784
VE1_Dzi,4.728008788067931
VE1_Dzm,4.716137824175827
VE1_Dzp,4.6616454912013845
VE1_Dzv,4.698877072573202
VE2_DzZ,0.2050218226743384
VE2_Dzi,0.2055655994812144
VE2_Dzm,0.2050494706163403
VE2_Dzp,0.2026802387478863
VE2_Dzv,0.20429900315535662
VE3_DzZ,2.383764485424849
VE3_Dzi,2.3864132617655853
VE3_Dzm,2.383899329987227
VE3_Dzp,2.3722776184439684
VE3_Dzv,2.380232682375907
VR1_DzZ,134.53969912629145
VR1_Dzi,133.41629999855883
VR1_Dzm,134.49340765234646
VR1_Dzp,139.21758476750358
VR1_Dzv,136.37849502089188
VR2_DzZ,5.849552135925715
VR2_Dzi,5.800708695589514
VR2_Dzm,5.847539463145498
VR2_Dzp,6.0529384681523295
VR2_Dzv,5.929499783517038
VR3_DzZ,5.734768439215892
VR3_Dzi,5.726383437846916
VR3_Dzm,5.7344243070385845
VR3_Dzp,5.768947190209551
VR3_Dzv,5.748343194777486
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10838834764831845
Xch-6dv,0.2146232503357734
Xch-7dv,0.3130716559081084
Xpc-4dv,1.8636340669278335
Xpc-5dv,2.8361986072540155
Xpc-6dv,3.8710225097332476
Zagreb1,126.0
Zagreb2,151.0
fragCpx,170.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,0
nBondsM,21
nBondsO,26
nBondsS,14
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,3
AATS0are,6.7602062499999995
AATS1are,6.7114199999999995
AATS2are,6.668105454545455
AATS3are,6.490226666666667
AATS4are,6.4636774193548385
AATS5are,6.40820701754386
AATS6are,6.691541379310345
AATS7are,6.797139622641509
AATS8are,6.537066666666667
AATSC0dv,4.354166666666667
AATSC0pe,0.14183124999999996
AATSC0se,0.08756518359374997
AATSC1dv,1.1746031746031742
AATSC1pe,0.016728571428571436
AATSC1se,0.008485071763392856
AATSC2dv,-0.1353535353535356
AATSC2pe,0.006281818181818189
AATSC2se,0.0062582993607954475
AATSC3dv,-1.1833333333333336
AATSC3pe,-0.02167833333333333
AATSC3se,-0.011983926302083324
AATSC4dv,-0.3405017921146953
AATSC4pe,-0.024685483870967733
AATSC4se,-0.012788218876008053
AATSC5dv,0.5633528265107213
AATSC5pe,0.01447719298245612
AATSC5se,0.0030374227658991394
AATSC6dv,-0.3371647509578544
AATSC6pe,-0.015572413793103453
AATSC6se,-0.013630221309267245
AATSC7dv,-1.2117400419287212
AATSC7pe,-0.030290566037735823
AATSC7se,-0.014256030291863226
AATSC8dv,-0.11358024691358
AATSC8pe,0.011
AATSC8se,0.010197540017361114
AETA_eta,0.6857892449079909
ATSC0are,5.175349999999997
ATSC1are,0.7228171874999995
ATSC2are,0.23976093749999952
ATSC3are,-1.511618749999999
ATSC4are,-1.4090781249999986
ATSC5are,0.9387765624999996
ATSC6are,-1.0626468749999995
ATSC7are,-1.910029687499999
ATSC8are,0.5695078124999998
BCUTZ-1h,16.004888767761308
BCUTZ-1l,5.681689889587015
BCUTc-1h,0.4144771492983372
BCUTc-1l,-0.37453899803712
BCUTd-1h,3.2849749539703885
BCUTd-1l,0.992958437988694
BCUTi-1h,17.42477197130124
BCUTi-1l,10.311498556490333
BCUTm-1h,32.06282336510648
BCUTm-1l,11.693300274884152
BCUTp-1h,2.936608901603638
BCUTp-1l,0.5458657200897544
BCUTs-1h,8.001917884237237
BCUTs-1l,0.6099377024529319
BCUTv-1h,24.440914447063324
BCUTv-1l,13.304120967948082
BalabanJ,1.4382295943331025
Diameter,11
ETA_beta,34.0
GATS1are,0.48421763055362704
GATS2are,0.7076289087167577
GATS3are,1.0132321163463984
GATS4are,0.9520515520689422
GATS5are,0.5036955717377535
GATS6are,0.9509380175187218
GATS7are,1.3263124488344693
GATS8are,1.0403515382212474
HybRatio,0.07142857142857142
Lipinski,True
LogEE_Dt,227.74418052817245
MATS1are,0.12769405519847515
MATS2are,0.02695417174244689
MATS3are,-0.15577625989868638
MATS4are,-0.14052501358019415
MATS5are,0.10183513310990579
MATS6are,-0.11328469205647596
MATS7are,-0.22283043112023596
MATS8are,0.07825235652339135
NsssssAs,0
RotRatio,0.11538461538461539
SM1_Dzpe,1.349657559523444
SM1_Dzse,1.2977901669917533
SMR_VSA1,4.39041504767482
SMR_VSA2,0.0
SMR_VSA3,30.175211976650374
SMR_VSA4,7.04767198267719
SMR_VSA5,10.182396460489947
SMR_VSA6,0.0
SMR_VSA7,41.79007196012279
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,128.63877968141085
SpAD_Dzi,154.9850145216695
SpAD_Dzm,128.4491673877622
SpAD_Dzp,179.1752932262076
SpAD_Dzv,171.68678456409407
SpAbs_Dt,455.48836105634507
SpDiam_A,4.875672195776472
SpDiam_D,151.20640988044943
SpMAD_Dt,19.80384178505847
SpMax_Dt,227.74418052817245
SsssssAs,0
VE1_Dzpe,4.726561610835931
VE1_Dzse,4.725105131971099
VE2_Dzpe,0.205502678731997
VE2_Dzse,0.20543935356396084
VE3_Dzpe,2.3861071289256484
VE3_Dzse,2.385798933785893
VMcGowan,220.31999999999996
VR1_Dzpe,133.63119002225375
VR1_Dzse,133.78688028381757
VR2_Dzpe,5.810051740097989
VR2_Dzse,5.8168208819051115
VR3_Dzpe,5.727992815040915
VR3_Dzse,5.72915721114157
mZagreb1,6.138888888888888
mZagreb2,4.9722222222222205
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,26
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1617296874999999
AATSC1are,0.020651919642857126
AATSC2are,0.004359289772727264
AATSC3are,-0.025193645833333316
AATSC4are,-0.022727066532258044
AATSC5are,0.016469764254385958
AATSC6are,-0.01832149784482758
AATSC7are,-0.036038295990566016
AATSC8are,0.012655729166666662
AETA_beta,1.4782608695652173
BCUTdv-1h,7.00405731885434
BCUTdv-1l,0.6502685904624819
BCUTpe-1h,3.9886644907607796
BCUTpe-1l,2.2293571868265976
BCUTse-1h,4.009940024145456
BCUTse-1l,2.4256525972175864
ETA_alpha,11.352380952380953
ETA_dBeta,4.0
ETA_eta_B,0.19386687176081985
ETA_eta_F,22.004907871619572
ETA_eta_L,4.646868744536185
ETA_eta_R,37.778060504503365
ETA_psi_1,0.5634601748995512
LabuteASA,137.94393939401618
LogEE_DzZ,64.1789095312276
LogEE_Dzi,77.55872181272599
LogEE_Dzm,64.08741749197462
LogEE_Dzp,88.59040270497916
LogEE_Dzv,85.56188009485973
PEOE_VSA1,0.0
PEOE_VSA2,0.0
PEOE_VSA3,19.040175024714422
PEOE_VSA4,0.0
PEOE_VSA5,16.435467686235775
PEOE_VSA6,12.13273413692322
PEOE_VSA7,39.884840769321066
PEOE_VSA8,17.9911862448401
PEOE_VSA9,5.386224214464796
SM1_Dzare,1.4550700892281523
SpAD_Dzpe,153.27220651736567
SpAD_Dzse,151.83000189926787
SpAbs_DzZ,126.83494945366765
SpAbs_Dzi,153.77543913963805
SpAbs_Dzm,126.62092275178394
SpAbs_Dzp,181.49496898446796
SpAbs_Dzv,173.27120987413775
SpDiam_Dt,322.8506511216487
SpMAD_DzZ,5.5929904209309065
SpMAD_Dzi,6.7384788922465
SpMAD_Dzm,5.584746408163574
SpMAD_Dzp,7.7902301402698955
SpMAD_Dzv,7.464642807134525
SpMax_DzZ,64.1789095312276
SpMax_Dzi,77.55872181272599
SpMax_Dzm,64.08741749197462
SpMax_Dzp,88.59040270497916
SpMax_Dzv,85.56188009485973
VE1_Dzare,4.727602706489821
VE2_Dzare,0.205547943760427
VE3_Dzare,2.386327369577948
VR1_Dzare,133.50702707469264
VR2_Dzare,5.804653351073593
VR3_Dzare,5.7270632366537315
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4935817805383023
AETA_dBeta,0.17391304347826086
AETA_eta_B,0.008428994424383471
AETA_eta_F,0.9567351248530249
AETA_eta_L,0.20203777150157326
AETA_eta_R,1.642524369761016
BCUTare-1h,4.107713301253244
BCUTare-1l,2.179057009797473
ETA_beta_s,15.0
ETA_dPsi_A,0.15053982510044872
ETA_dPsi_B,0.0
ETA_eta_BR,0.5378668717608198
ETA_eta_FL,6.573477946076091
ETA_eta_RL,11.220346690612276
LogEE_Dzpe,76.69478402214037
LogEE_Dzse,75.97142660906836
PEOE_VSA10,22.000897314100243
PEOE_VSA11,0.0
PEOE_VSA12,5.156436481820707
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,30.175211976650374
SlogP_VSA3,7.04767198267719
SlogP_VSA4,5.817220841045895
SlogP_VSA5,0.0
SlogP_VSA6,46.15524757956685
SlogP_VSA7,0.0
SlogP_VSA8,21.343523617479352
SlogP_VSA9,0.0
SpAD_Dzare,153.69317484071206
SpAbs_Dzpe,152.04161450577467
SpAbs_Dzse,150.64620268791185
SpDiam_DzZ,94.63917717722333
SpDiam_Dzi,115.42049472740632
SpDiam_Dzm,94.52266488468126
SpDiam_Dzp,123.4357849054908
SpDiam_Dzv,122.30039698453317
SpMAD_Dzpe,6.6640089790158985
SpMAD_Dzse,6.6013044304029505
SpMax_Dzpe,76.69478402214037
SpMax_Dzse,75.97142660906836
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6521739130434783
AETA_eta_BR,0.023385516163513906
AETA_eta_FL,0.28580338895983004
AETA_eta_RL,0.4878411604614033
DetourIndex,2575
EState_VSA1,0.0
EState_VSA2,5.817220841045895
EState_VSA3,5.156436481820707
EState_VSA4,26.369483596148594
EState_VSA5,41.558725039013616
EState_VSA6,23.862209054745595
EState_VSA7,5.380062770465915
EState_VSA8,25.49340904150519
EState_VSA9,0.0
ETA_beta_ns,19.0
ETA_shape_p,0.06921140939597314
ETA_shape_x,0.0
ETA_shape_y,0.3435402684563758
GhoseFilter,True
LogEE_Dzare,76.90985133727901
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,152.3864583424556
SpDiam_Dzpe,113.468581649756
SpDiam_Dzse,112.06775413619641
SpMAD_Dzare,6.682311949596176
SpMax_Dzare,76.90985133727901
TopoPSA(NO),69.38
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.75269674190715
VSA_EState9,36.67801709764101
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8260869565217391
EState_VSA10,4.39041504767482
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.006418219461697699
FilterItLogS,-4.732860796775771
SpDiam_Dzare,114.06730050981328
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7139880952380951
ETA_epsilon_2,0.8759834368530016
ETA_epsilon_3,0.4460317460317464
ETA_epsilon_4,0.615419501133787
ETA_epsilon_5,0.8759834368530016
AETA_beta_ns_d,0.043478260869565216
ETA_dEpsilon_A,0.26795634920634875
ETA_dEpsilon_B,0.09856859410430818
ETA_dEpsilon_C,-0.16938775510204057
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.9130434782608695
MDEDescriptor,"0.0,0.773568665723073,1.349950872776879,0.0,4.697603470226241,14.004741586653035,0.0,7.762009630236172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1114245051048495,2.0068539044005766,0.0"
APolDescriptor,43.598136999999994
BCUTDescriptor,"11.850000000000003,31.97307322767795,-0.22953406335919385,0.2340953060743493,4.126430850689866,12.977318492744807"
BPolDescriptor,20.221863
TPSADescriptor,122.92
ALOGPDescriptor,"3.3299,11.088234009999999,93.9673"
XLogPDescriptor,3.0940000000000003
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,344.03141458
ChiPathDescriptor,"15.81119030894213,11.220346690612278,10.193539488499356,8.914300578412233,7.547198834595849,5.911103093308048,4.214039014202515,3.1421651530652954,13.47483740392991,8.301287230413472,6.516446686451219,5.177584071477087,3.969072553167348,2.7720930103189514,1.829782898310169,1.208414546747629"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.53171167146349,0.7142902642454252,0.0,0.0,0.10838834764831844,0.21462325033577337,0.3130716559081084"
AtomCountDescriptor,32
BondCountDescriptor,26
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.4382379362560607,0.0,0.34236454421549767,0.0,0.7773319617086498,0.0,0.1653360325670726,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,5,3,0,0,0,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.01
WeightedPathDescriptor,"47.80092405265134,2.0783010457674496,27.291412342860255,0.0,18.474794459063673"
FractionalPSADescriptor,0.3572929528835704
WienerNumbersDescriptor,"1160.0,35.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.594096418194798,5.803903497449105,7.718075168534398,1.8636340669278335,2.8361986072540164,3.4259988502532863"
FractionalCSP3Descriptor,0.07142857142857142
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,2
KappaShapeIndicesDescriptor,"16.467455621301774,7.086924762600439,3.3833141099577086"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,719.09
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.07142857142857142
AutocorrelationDescriptorMass,"38.91743202360155,35.50414036582964,53.89757779180598,53.74079652876991,51.498823645047445"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.31700257947629384,-0.20998556817120964,0.14980309505657452,-0.15709706197191836,0.1351536979965105"
EccentricConnectivityIndexDescriptor,434
AutocorrelationDescriptorPolarizability,"1958.2584923206282,2369.793598709755,3422.786368272445,3254.5686454976753,2979.9440787582585"
