DLiP-ID,J100CR
AATSC4m,0.5519935637638648
AATSC4p,-0.005156279416085858
AATSC4s,-0.3593543471538396
AATSC4v,1.0119820344144308
AATSC5Z,-0.6304609017788607
AATSC5c,0.001732269362002052
AATSC5d,-0.0572205720388479
AATSC5i,0.06003209515116371
AATSC5m,-2.875699141033198
AATSC5p,-0.0017732883086654444
AATSC5s,0.2907952531474793
AATSC5v,-2.1818000785773934
AATSC6Z,-0.6864041759403069
AATSC6c,-0.00029826790644808023
AATSC6d,-0.0755127856147823
AATSC6i,-0.28640766841442505
AATSC6m,-3.047489672347382
AATSC6p,-0.04978141331277493
AATSC6s,-0.04755285592201704
AATSC6v,-4.51940698776132
AATSC7Z,-0.7931341511673922
AATSC7c,-0.001135884971851794
AATSC7d,-0.022144176230048822
AATSC7i,0.010113267574769604
AATSC7m,-3.6503476667161334
AATSC7p,0.0004333373638401834
AATSC7s,-0.39011959635283555
AATSC7v,-1.969300104890682
AATSC8Z,-0.8253054066442136
AATSC8c,0.0041145411435527315
AATSC8d,-0.04832698937802665
AATSC8i,0.03681734260127544
AATSC8m,-3.77798814978156
AATSC8p,-0.00663221421114457
AATSC8s,-0.2542261539005101
AATSC8v,-3.241822536679185
ATS0are,364.46340000000004
ATS1are,384.1958000000001
ATS2are,667.6149999999999
ATS3are,886.666
ATS4are,993.3059999999999
ATS5are,1064.3979000000002
ATS6are,1071.4788
ATS7are,1062.8849999999998
ATS8are,858.8000000000001
ATSC0dv,241.39571150097467
ATSC0pe,8.099971929824557
ATSC0se,5.818495578947368
ATSC1dv,26.28326664614751
ATSC1pe,-0.41327396121883087
ATSC1se,-0.007132188365650996
ATSC2dv,54.89398447385518
ATSC2pe,3.3873371806709813
ATSC2se,2.7781948033241006
ATSC3dv,-6.680619677849613
ATSC3pe,0.10870978762696609
ATSC3se,-0.038232116343490156
ATSC4dv,-54.46810984576452
ATSC4pe,-2.4441560172360672
ATSC4se,-2.0750802437673115
ATSC5dv,12.069799254471443
ATSC5pe,0.4031203447214633
ATSC5se,0.642464401662051
ATSC6dv,-1.9885434834650053
ATSC6pe,-0.5923358571868294
ATSC6se,-1.2740157396121887
ATSC7dv,-96.20724325433467
ATSC7pe,-3.929268144044315
ATSC7se,-2.9220678642659266
ATSC8dv,-19.343148319140916
ATSC8pe,-0.5737368113265636
ATSC8se,-0.3669702188365651
AXp-0dv,0.5704809848811804
AXp-1dv,0.332313966357112
AXp-2dv,0.18716675868805108
AXp-3dv,0.10633097676431752
AXp-4dv,0.05857131564661199
AXp-5dv,0.03193353150208626
AXp-6dv,0.018084019208529242
AXp-7dv,0.009630733664988688
BertzCT,1320.5387924902006
ECIndex,753
ETA_eta,29.53977979834847
GATS1dv,0.6336606479537452
GATS1pe,0.6816122386389037
GATS1se,0.6537528154923559
GATS2dv,0.7637387040428159
GATS2pe,0.5166124265737779
GATS2se,0.46694224439144505
GATS3dv,0.9528903360862307
GATS3pe,0.82376819927136
GATS3se,0.812669228308012
GATS4dv,1.0850557846899627
GATS4pe,1.0638055266254771
GATS4se,1.0916282795595798
GATS5dv,0.9813523287893003
GATS5pe,1.007936856040523
GATS5se,1.025752454307384
GATS6dv,0.9349396843522486
GATS6pe,0.919599276174375
GATS6se,0.9728153602647209
GATS7dv,1.1845464969798765
GATS7pe,1.2860435513746638
GATS7se,1.3055112036436207
GATS8dv,0.9905226243760311
GATS8pe,1.0026815100959054
GATS8se,0.9874463365879721
LogEE_A,4.4309292877731075
LogEE_D,186.16872076402913
MATS1dv,0.10343639975451394
MATS1pe,-0.048470570831520544
MATS1se,-0.001164489833400239
MATS2dv,0.12463405384789304
MATS2pe,0.2292009596441185
MATS2se,0.2616938414499299
MATS3dv,-0.011187754841166074
MATS3pe,0.005425513850231839
MATS3se,-0.0026562770710178924
MATS4dv,-0.08191962536027207
MATS4pe,-0.10955207657496213
MATS4se,-0.1294790159947797
MATS5dv,0.017168694157099314
MATS5pe,0.01708905196944031
MATS5se,0.037914482078844645
MATS6dv,-0.0027141528036241213
MATS6pe,-0.024094241678918528
MATS6se,-0.0721427739562278
MATS7dv,-0.1352208912247996
MATS7pe,-0.16458631714061434
MATS7se,-0.1703904160563365
MATS8dv,-0.03285925153736628
MATS8pe,-0.029046195556208416
MATS8se,-0.02586307550058912
MAXaaCH,1.7944845993953136
MAXaaaC,0.6644860166288742
MAXaasC,0.8816066201659083
MAXdssC,-0.9073053657234749
MAXsCH3,1.8337231410300354
MAXsssN,1.8099751535141144
MDEC-12,2.0907936166867667
MDEC-13,1.3550082558785024
MDEC-22,19.101100697543046
MDEC-23,30.260575909060048
MDEC-33,8.776472593916067
MDEN-33,0.19999999999999996
MDEO-11,2.42729117021888
MINaaCH,1.4561161280398294
MINaaaC,0.5305328273284626
MINaasC,-0.006489076499898605
MINdssC,-1.2876588190882912
MINsCH3,1.8337231410300354
MINsssN,0.8936243386243381
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4107142857142856
SM1_Dzi,1.4024037909153106
SM1_Dzm,2.405952533989476
SM1_Dzp,-7.105991291364065
SM1_Dzv,-2.875037249663544
SddssSe,0
SpAD_Dt,702.1395746458916
SpAbs_A,41.7936357646322
SpAbs_D,372.3374415280583
SpMAD_A,1.2664738110494607
SpMAD_D,11.282952773577525
SpMax_A,2.5296024029134387
SpMax_D,186.16872076402913
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,123.60000000000001
TpiPC10,9.214254187373976
VAdjMat,6.169925001442312
VE1_DzZ,5.62573686785888
VE1_Dzi,5.637922890328639
VE1_Dzm,5.62572017136543
VE1_Dzp,5.620637764359199
VE1_Dzv,5.637187258114608
VE2_DzZ,0.1704768747836024
VE2_Dzi,0.17084614819177693
VE2_Dzm,0.17047636882925543
VE2_Dzp,0.17032235649573332
VE2_Dzv,0.17082385630650326
VE3_DzZ,2.9212744067138017
VE3_Dzi,2.92343818429336
VE3_Dzm,2.921271438832683
VE3_Dzp,2.9203676071422344
VE3_Dzv,2.9233076964834157
VR1_DzZ,227.13781285920493
VR1_Dzi,226.2002699320827
VR1_Dzm,227.14017095718836
VR1_Dzp,228.4392240483769
VR1_Dzv,226.4983367211889
VR2_DzZ,6.882964026036513
VR2_Dzi,6.854553634305536
VR2_Dzm,6.883035483551162
VR2_Dzp,6.922400728738694
VR2_Dzv,6.863585961248148
VR3_DzZ,6.6194794068467155
VR3_Dzi,6.615343225487441
VR3_Dzm,6.6194897885868285
VR3_Dzp,6.62519266552185
VR3_Dzv,6.616660069974251
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.16767598180641657
Xch-7dv,0.24330858208546854
Xpc-4dv,3.42624129893977
Xpc-5dv,4.916189087306129
Xpc-6dv,6.929064048407261
Zagreb1,178.0
Zagreb2,214.0
fragCpx,240.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,4
nBondsM,21
nBondsO,36
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,1
nHetero,9
naHRing,0
AATS0are,6.3940947368421055
AATS1are,6.403263333333334
AATS2are,6.419374999999999
AATS3are,6.288411347517731
AATS4are,6.326789808917197
AATS5are,6.412035542168676
AATS6are,6.1935190751445095
AATS7are,6.326696428571427
AATS8are,6.178417266187051
AATSC0dv,4.23501248247324
AATSC0pe,0.14210477069867644
AATSC0se,0.10207886980609417
AATSC1dv,0.4380544441024585
AATSC1pe,-0.006887899353647181
AATSC1se,-0.00011886980609418327
AATSC2dv,0.527826773787069
AATSC2pe,0.03257054981414405
AATSC2se,0.026713411570424044
AATSC3dv,-0.04738028140318874
AATSC3pe,0.0007709914016096886
AATSC3se,-0.0002711497613013486
AATSC4dv,-0.34693063596028356
AATSC4pe,-0.015567872721248837
AATSC4se,-0.013217071616352303
AATSC5dv,0.07270963406308098
AATSC5pe,0.00242843581157508
AATSC5se,0.0038702674798918734
AATSC6dv,-0.011494471002687892
AATSC6pe,-0.00342390668894121
AATSC6se,-0.007364252830128259
AATSC7dv,-0.5726621622281826
AATSC7pe,-0.02338850085740664
AATSC7se,-0.017393261096820992
AATSC8dv,-0.1391593404254742
AATSC8pe,-0.004127602959183911
AATSC8se,-0.002640073516809821
AETA_eta,0.895144842374196
ATSC0are,8.81314736842105
ATSC1are,-0.7455551246537393
ATSC2are,3.926997783933519
ATSC3are,0.37087756232687
ATSC4are,-3.130504155124652
ATSC5are,0.7956357340720245
ATSC6are,-0.9528648199445992
ATSC7are,-4.27479224376731
ATSC8are,-0.3075102493074797
BCUTZ-1h,16.013124204361652
BCUTZ-1l,5.654491329580893
BCUTc-1h,0.47197303695168846
BCUTc-1l,-0.4236823771967791
BCUTd-1h,4.048552389271801
BCUTd-1l,0.9704859690781756
BCUTi-1h,14.54426232139425
BCUTi-1l,10.319762427826598
BCUTm-1h,32.06654455099756
BCUTm-1l,11.666104615920245
BCUTp-1h,2.9546274219746635
BCUTp-1l,0.7404478229969389
BCUTs-1h,7.015043979635891
BCUTs-1l,0.2975900188250279
BCUTv-1h,24.441834829404925
BCUTv-1l,14.699772941353004
BalabanJ,1.5657229871124212
Diameter,14
ETA_beta,43.25
GATS1are,0.7218412523235819
GATS2are,0.5071950381087806
GATS3are,0.8124876108736016
GATS4are,1.0900957536143183
GATS5are,1.008113519567749
GATS6are,0.9278132512108174
GATS7are,1.295683542172042
GATS8are,0.9835345047596824
HybRatio,0.25
Lipinski,True
LogEE_Dt,351.06978732294584
MATS1are,-0.08036599625678859
MATS2are,0.24421432802317708
MATS3are,0.017011995948331606
MATS4are,-0.12896101885631764
MATS5are,0.03099916641803983
MATS6are,-0.03562287880090537
MATS7are,-0.16456957761157578
MATS8are,-0.014308319149118837
MAXddssS,-4.168713571848492
MAXssCH2,0.7360985954476493
MAXsssCH,-0.661416839423989
MINddssS,-4.168713571848492
MINssCH2,-0.7489921369782482
MINsssCH,-0.661416839423989
NsssssAs,0
RotRatio,0.19444444444444445
SM1_Dzpe,1.8863219094247248
SM1_Dzse,1.84285089169742
SMR_VSA1,28.219926142153987
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,30.70270475020838
SMR_VSA6,22.294638533971863
SMR_VSA7,66.2271221763131
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,259.4203960832542
SpAD_Dzi,284.115382029907
SpAD_Dzm,259.4539581227409
SpAD_Dzp,368.5651340548436
SpAD_Dzv,349.0690975970839
SpAbs_Dt,702.1395746458916
SpDiam_A,5.048242914131725
SpDiam_D,265.5230142669585
SpMAD_Dt,21.27695680745126
SpMax_Dt,351.06978732294584
SsssssAs,0
VE1_Dzpe,5.639124165874599
VE1_Dzse,5.638650807358701
VE2_Dzpe,0.17088255048104847
VE2_Dzse,0.170868206283597
VE3_Dzpe,2.923651232185156
VE3_Dzse,2.9235672868116582
VMcGowan,334.1100000000012
VR1_Dzpe,225.8171737422295
VR1_Dzse,225.8630939868553
VR2_Dzpe,6.84294465885544
VR2_Dzse,6.844336181419857
VR3_Dzpe,6.613648174613011
VR3_Dzse,6.613851505367373
mZagreb1,11.784722222222221
mZagreb2,7.11111111111111
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,48
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15461662049861494
AATSC1are,-0.012425918744228989
AATSC2are,0.037759594076283834
AATSC3are,0.002630337321467163
AATSC4are,-0.019939516911621987
AATSC5are,0.004792986349831473
AATSC6are,-0.005507889132627741
AATSC7are,-0.02544519192718637
AATSC8are,-0.002212303951852372
AETA_beta,1.3106060606060606
BCUTdv-1h,6.024122480073851
BCUTdv-1l,0.644910825465372
BCUTpe-1h,3.5374112238981588
BCUTpe-1l,2.2034960002545536
BCUTse-1h,3.7685748438289455
BCUTse-1l,2.3993838880389626
ETA_alpha,15.633333333333335
ETA_dBeta,1.75
ETA_eta_B,0.7177991283356508
ETA_eta_F,40.11942617970137
ETA_eta_L,7.229483864915747
ETA_eta_R,69.65920597804984
ETA_psi_1,0.543453070683662
LabuteASA,191.27582255624114
LogEE_DzZ,129.39472569252516
LogEE_Dzi,142.1001880995267
LogEE_Dzm,129.41103946316747
LogEE_Dzp,182.5884763252397
LogEE_Dzv,173.9246924122497
PEOE_VSA1,15.11296452053189
PEOE_VSA2,9.099753175368056
PEOE_VSA3,13.212334168400758
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,41.96165390246666
PEOE_VSA7,44.03084871938908
PEOE_VSA8,23.00459110952573
PEOE_VSA9,10.582869750201336
SM1_Dzare,2.0610310552372813
SpAD_Dzpe,285.9042201426741
SpAD_Dzse,285.7262426015112
SpAbs_DzZ,257.30188958974776
SpAbs_Dzi,282.7979724081381
SpAbs_Dzm,257.339636198932
SpAbs_Dzp,372.2829439418434
SpAbs_Dzv,350.7244220741628
SpDiam_Dt,493.4582672871861
SpMAD_DzZ,7.861224123734976
SpMAD_Dzi,8.609557031209302
SpMAD_Dzm,7.862241155234573
SpMAD_Dzp,11.168640425904352
SpMAD_Dzv,10.577851442335875
SpMax_DzZ,129.39472569252516
SpMax_Dzi,142.1001880995267
SpMax_Dzm,129.41103946316747
SpMax_Dzp,182.5884763252397
SpMax_Dzv,173.9246924122497
VE1_Dzare,5.6392413215952
VE2_Dzare,0.17088610065440002
VE3_Dzare,2.9236720074864593
VR1_Dzare,225.77453052479623
VR2_Dzare,6.8416524401453405
VR3_Dzare,6.613459317213032
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4737373737373738
AETA_dBeta,0.05303030303030303
AETA_eta_B,0.021751488737443966
AETA_eta_F,1.215740187263678
AETA_eta_L,0.21907526863381052
AETA_eta_R,2.110885029637874
BCUTare-1h,3.581496134321159
BCUTare-1l,2.1536988783524325
ETA_beta_s,20.75
ETA_dPsi_A,0.17054692931633797
ETA_dPsi_B,0.0
ETA_eta_BR,1.0617991283356507
ETA_eta_FL,8.466930569121697
ETA_eta_RL,15.696414434037445
LogEE_Dzpe,143.00927134131962
LogEE_Dzse,142.91896526717068
PEOE_VSA10,12.586597235060536
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,9.205125722146711
SlogP_VSA2,49.70081599088715
SlogP_VSA3,19.612365521551226
SlogP_VSA4,6.923737199690624
SlogP_VSA5,18.405094737549014
SlogP_VSA6,65.55915416013387
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
SpAD_Dzare,284.1509668793637
SpAbs_Dzpe,284.1322207732145
SpAbs_Dzse,283.995079642644
SpDiam_DzZ,184.3005693546284
SpDiam_Dzi,201.77274490150745
SpDiam_Dzm,184.32525117795484
SpDiam_Dzp,261.0901245647955
SpDiam_Dzv,249.05130266652077
SpMAD_Dzpe,8.6637642467477
SpMAD_Dzse,8.658370987924583
SpMax_Dzpe,143.00927134131962
SpMax_Dzse,142.91896526717068
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6287878787878788
AETA_eta_BR,0.032175731161686386
AETA_eta_FL,0.2565736536097484
AETA_eta_RL,0.4756489222435589
DetourIndex,5655
EState_VSA1,34.548498964371824
EState_VSA2,10.582869750201336
EState_VSA3,29.42541273245174
EState_VSA4,16.289489105919237
EState_VSA5,12.13273413692322
EState_VSA6,48.53093654769288
EState_VSA7,11.823646930541102
EState_VSA8,0.0
EState_VSA9,0.0
ETA_beta_ns,22.5
ETA_shape_p,0.1599147121535181
ETA_shape_x,0.053304904051172705
ETA_shape_y,0.33901918976545836
GhoseFilter,True
LogEE_Dzare,142.13793892620419
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,282.2148467971711
SpDiam_Dzpe,203.59293404698806
SpDiam_Dzse,203.48141179035852
SpMAD_Dzare,8.610635359980717
SpMax_Dzare,142.13793892620419
TopoPSA(NO),115.22000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.854138734975674
VSA_EState9,63.89790817020614
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6818181818181818
EState_VSA10,28.219926142153987
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.026262626262626224
FilterItLogS,-3.9486898703566347
SpDiam_Dzare,202.33005418151922
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6309941520467828
ETA_epsilon_2,0.8717171717171712
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.5584474885844736
ETA_epsilon_5,0.8390476190476187
AETA_beta_ns_d,0.015151515151515152
ETA_dEpsilon_A,0.18905866817581585
ETA_dEpsilon_B,0.0725466634623092
ETA_dEpsilon_C,-0.11651200471350665
ETA_dEpsilon_D,0.032669552669552515
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.696969696969697
MDEDescriptor,"0.0,2.0907936166867667,1.3550082558785024,0.0,19.101100697543046,30.260575909060048,0.0,8.776472593916067,0.0,0.0,2.42729117021888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996"
APolDescriptor,68.15503199999996
BCUTDescriptor,"11.84999999999999,31.97207269203787,-0.3313954667796708,0.27729512822321845,4.460052051463981,13.746864597588756"
BPolDescriptor,38.588967999999994
TPSADescriptor,123.60000000000001
ALOGPDescriptor,"2.707599999999999,7.331097759999994,118.06609999999999"
XLogPDescriptor,4.683000000000001
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,468.13550768
ChiPathDescriptor,"23.750347897697544,15.696414434037449,15.03406064514381,12.105060449536293,10.317331048303876,8.623175181770648,6.056406351002623,4.224184670306663,18.21311769104947,10.882580894752019,8.522233363049155,6.324532370885307,4.664525440860723,3.165006239224821,1.922448958318345,1.1737058277882049"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3583049857101765,0.6267052009589964,0.0,0.0,0.09128709291752768,0.16767598180641657,0.22628761514020507"
AtomCountDescriptor,57
BondCountDescriptor,36
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"3.019625639337859,0.16666666666666666,1.0269111913479865,0.15137471507731048,1.1470424882350176,0.02280752297933222,0.2712037672227987,0.01566618474015432"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,13,3,3,3,0,0"
ZagrebIndexDescriptor,178.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.1099999999999994
WeightedPathDescriptor,"66.99757215941315,2.030229459376156,25.172529775132013,14.680517293427133,6.972223547116172"
FractionalPSADescriptor,0.2640261163109387
WienerNumbersDescriptor,"2960.0,58.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.611698099126726,10.652142893413409,16.44312135601466,2.4810191741543597,3.569746082626356,4.435825038255733"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,4,0,0,10,1,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,2
KappaShapeIndicesDescriptor,"26.074074074074073,10.947668209327162,5.555555555555555"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2544.09
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"44.494527854248645,47.055316953312115,66.59766038038737,73.21314764780055,82.09905077534613"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.6922515258454753,-0.3537134998770712,-0.04918553075003001,0.2032849488061533,-0.26180608067017747"
EccentricConnectivityIndexDescriptor,753
AutocorrelationDescriptorPolarizability,"2813.9291383416275,3412.0919095262425,5069.576885968958,5568.2944258872685,5598.6202047635925"
