DLiP-ID,I001BJ
AATSC6i,-0.11738714906470041
AATSC6m,-4.971046353103446
AATSC6p,-0.03264015967687189
AATSC6s,0.03293316304810556
AATSC6v,-8.17622718853226
AATSC7Z,-1.1368888888888884
AATSC7c,-0.0011432354756724238
AATSC7d,-0.0022222222222221845
AATSC7i,0.07493902959043836
AATSC7m,-5.391906035999995
AATSC7p,-0.015053822250119642
AATSC7s,-0.12461728395061727
AATSC7v,-5.048356718479144
AATSC8Z,0.2452287581699355
AATSC8c,0.00010613678022294642
AATSC8d,0.13581699346405232
AATSC8i,-0.12787240638720943
AATSC8m,1.1593693929411888
AATSC8p,-0.004257100937798058
AATSC8s,-0.07902687000726216
AATSC8v,-0.013061993955490687
ATS0are,182.9298
ATS1are,200.62499999999997
ATS2are,323.92799999999994
ATS3are,391.9550000000001
ATS4are,382.53390000000013
ATS5are,377.05299999999994
ATS6are,349.656
ATS7are,290.16
ATS8are,188.23
ATSC0dv,111.46666666666667
ATSC0pe,2.5613366666666653
ATSC0se,1.510399466666666
ATSC1dv,38.16888888888886
ATSC1pe,0.12623422222222025
ATSC1se,0.001975502222223237
ATSC2dv,10.191111111111113
ATSC2pe,0.12303311111110837
ATSC2se,-0.06358840888888721
ATSC3dv,-34.21333333333334
ATSC3pe,-0.5530970000000016
ATSC3se,-0.20995754666666366
ATSC4dv,-37.63111111111112
ATSC4pe,-0.6286257777777788
ATSC4se,-0.2545626311111091
ATSC5dv,-30.81333333333333
ATSC5pe,-0.08357033333333316
ATSC5se,-0.0890935466666671
ATSC6dv,-38.23555555555556
ATSC6pe,-0.22495088888888828
ATSC6se,0.041852497777778455
ATSC7dv,-28.04444444444445
ATSC7pe,-0.7781511111111087
ATSC7se,-0.3667732444444458
ATSC8dv,16.20444444444444
ATSC8pe,0.09057844444444722
ATSC8se,-0.0007159288888917634
AXp-0dv,0.5554904391205785
AXp-1dv,0.2898021428177721
AXp-2dv,0.1489392134152351
AXp-3dv,0.07635850270943605
AXp-4dv,0.03984027973943895
AXp-5dv,0.021499757197061993
AXp-6dv,0.011433008320297557
AXp-7dv,0.006271350619253267
BertzCT,713.696622968862
ECIndex,249
ETA_eta,10.116379003540665
GATS1dv,0.4552930622009569
GATS1pe,0.6125671199022386
GATS1se,0.6337800172245824
GATS2dv,0.8530490890688258
GATS2pe,0.7886030411004352
GATS2se,0.8178502979561572
GATS3dv,1.1728184096605148
GATS3pe,1.177689897902391
GATS3se,1.2089853483772586
GATS4dv,1.1287910943046766
GATS4pe,1.0893338789713756
GATS4se,1.0793421491662867
GATS5dv,1.0778366370471635
GATS5pe,0.9166140372762955
GATS5se,0.9205505209436533
GATS6dv,1.1572966507177032
GATS6pe,1.1390146551084654
GATS6se,1.1268998947386635
GATS7dv,1.1343301435406699
GATS7pe,1.2459982483104524
GATS7se,1.2023376597237498
GATS8dv,0.8761521953278919
GATS8pe,0.9906603606251237
GATS8se,0.9835379765940845
LogEE_A,3.839888906959411
LogEE_D,64.75894471203024
MATS1dv,0.321022727272727
MATS1pe,0.046204228000743704
MATS1se,0.0012261877564228607
MATS2dv,0.05274659550975341
MATS2pe,0.027712343304722203
MATS2se,-0.02428868741180229
MATS3dv,-0.1461608566871725
MATS3pe,-0.10282893585882555
MATS3se,-0.06619426604249953
MATS4dv,-0.16335468436487113
MATS4pe,-0.11875586969857961
MATS4se,-0.08155158246877851
MATS5dv,-0.1316359079516974
MATS5pe,-0.015536964485495242
MATS5se,-0.02808892571071174
MATS6dv,-0.17742534235274704
MATS6pe,-0.04542702627116965
MATS6se,0.014332528682585128
MATS7dv,-0.15095693779904307
MATS7pe,-0.18228398973973178
MATS7se,-0.14569916867908558
MATS8dv,0.1282718829158457
MATS8pe,0.031203300176371813
MATS8se,-0.00041823502638078057
MAXaaCH,1.9964814814814815
MAXaaaC,1.0012962962962966
MAXaasC,0.9874074074074076
MAXaasN,1.909074074074074
MAXdssC,0.05405659486016656
MAXsCH3,1.5803325774754344
MDEC-12,1.6517389802531142
MDEC-13,1.8119491591942387
MDEC-22,10.646620693727305
MDEC-23,14.860844946495837
MDEC-33,5.085675264759766
MDEN-23,0.25
MINaaCH,1.7591406840513983
MINaaaC,1.0012962962962966
MINaasC,0.6863454270597129
MINaasN,1.909074074074074
MINdssC,0.05405659486016656
MINsCH3,1.5803325774754344
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.5357142857142858
SM1_Dzi,0.6236333567935969
SM1_Dzm,0.5342659360630688
SM1_Dzp,-2.118657900702788
SM1_Dzv,-1.0376437345448832
SddssSe,0
SpAD_Dt,304.35134624591865
SpAbs_A,23.81911814331107
SpAbs_D,129.51788942406054
SpMAD_A,1.3232843412950595
SpMAD_D,7.195438301336695
SpMax_A,2.4964352754082175
SpMax_D,64.75894471203024
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,34.370000000000005
TpiPC10,8.894213277840619
VAdjMat,5.321928094887363
VE1_DzZ,4.173480094109505
VE1_Dzi,4.171887644683172
VE1_Dzm,4.173483279052236
VE1_Dzp,4.17574084995811
VE1_Dzv,4.177477570362953
VE2_DzZ,0.23186000522830583
VE2_Dzi,0.23177153581573176
VE2_Dzm,0.23186018216956863
VE2_Dzp,0.23198560277545058
VE2_Dzv,0.23208208724238627
VE3_DzZ,2.01653690760781
VE3_Dzi,2.0161552708733956
VE3_Dzm,2.016537670745873
VE3_Dzp,2.017078456554473
VE3_Dzv,2.0174942772220237
VR1_DzZ,92.4084843973876
VR1_Dzi,92.55041604295695
VR1_Dzm,92.4083732800562
VR1_Dzp,92.3386073591175
VR1_Dzv,92.19114523416773
VR2_DzZ,5.133804688743755
VR2_Dzi,5.141689780164275
VR2_Dzm,5.133798515558677
VR2_Dzp,5.129922631062083
VR2_Dzv,5.121730290787096
VR3_DzZ,5.114005461816881
VR3_Dzi,5.115540199243309
VR3_Dzm,5.114004259358049
VR3_Dzp,5.113249000202921
VR3_Dzv,5.111650752177688
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.032274861218395144
Xch-6dv,0.11923306034338696
Xch-7dv,0.15413851311198806
Xpc-4dv,0.9780406202023758
Xpc-5dv,1.4091452048762447
Xpc-6dv,1.8798458283925852
Zagreb1,96.0
Zagreb2,115.0
fragCpx,94.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,20
nBondsS,15
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,3
naHRing,3
AATS0are,6.09766
AATS1are,6.269531249999999
AATS2are,6.229384615384614
AATS3are,6.221507936507938
AATS4are,6.169901612903228
AATS5are,5.984968253968253
AATS6are,6.028551724137931
AATS7are,5.8032
AATS8are,5.536176470588235
AATSC0dv,3.7155555555555555
AATSC0pe,0.08537788888888884
AATSC0se,0.050346648888888866
AATSC1dv,1.1927777777777768
AATSC1pe,0.003944819444444383
AATSC1se,6.173444444447615e-05
AATSC2dv,0.19598290598290602
AATSC2pe,0.002366021367521315
AATSC2se,-0.0012228540170939849
AATSC3dv,-0.5430687830687831
AATSC3pe,-0.008779317460317486
AATSC3se,-0.003332659470899423
AATSC4dv,-0.6069534050179213
AATSC4pe,-0.010139125448028691
AATSC4se,-0.004105848888888856
AATSC5dv,-0.48910052910052904
AATSC5pe,-0.0013265132275132247
AATSC5se,-0.0014141832804232873
AATSC6dv,-0.6592337164750958
AATSC6pe,-0.003878463601532557
AATSC6se,0.0007215947892720424
AATSC7dv,-0.560888888888889
AATSC7pe,-0.015563022222222174
AATSC7se,-0.007335464888888916
AATSC8dv,0.47660130718954236
AATSC8pe,0.0026640718954249183
AATSC8se,-2.1056732026228333e-05
AETA_eta,0.5620210557522591
ATSC0are,2.6587466666666644
ATSC1are,0.08795688888888742
ATSC2are,0.031692444444442414
ATSC3are,-0.5181746666666687
ATSC4are,-0.5784497777777792
ATSC5are,-0.09934133333333311
ATSC6are,-0.10677688888888881
ATSC7are,-0.772411111111109
ATSC8are,0.07872711111111372
BCUTZ-1h,8.02196817607517
BCUTZ-1l,5.700031614069775
BCUTc-1h,0.3919127243984784
BCUTc-1l,-0.458381088779698
BCUTd-1h,3.282102596922513
BCUTd-1l,0.9730132406653945
BCUTi-1h,14.554923531367281
BCUTi-1l,10.963371285145325
BCUTm-1h,16.010054246771865
BCUTm-1l,11.713223187956673
BCUTp-1h,1.9959462548390794
BCUTp-1l,0.7526388617679043
BCUTs-1h,7.008269556740963
BCUTs-1l,1.4279065312369987
BCUTv-1h,20.88756227939031
BCUTv-1l,14.702716418118037
BalabanJ,1.7305619946396233
Diameter,8
ETA_beta,27.0
GATS1are,0.6313506975091022
GATS2are,0.8204668345756129
GATS3are,1.2014408985162124
GATS4are,1.095674212896173
GATS5are,0.9113994157887023
GATS6are,1.128087921125744
GATS7are,1.2253912871227548
GATS8are,0.947980944581879
HybRatio,0.06666666666666667
Lipinski,True
LogEE_Dt,152.17567312295935
MATS1are,0.03101445668635799
MATS2are,0.006876963041772091
MATS3are,-0.0928068267516433
MATS4are,-0.10527330688273238
MATS5are,-0.017792367139929377
MATS6are,-0.02077272948934197
MATS7are,-0.17431020129785432
MATS8are,0.026127008981381473
NsssssAs,0
RotRatio,0.1
SM1_Dzpe,0.5810893512851898
SM1_Dzse,0.5290207864431083
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,9.384673127209002
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,0.0
SMR_VSA7,60.55218461730588
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,92.07108527471453
SpAD_Dzi,90.29252958424723
SpAD_Dzm,92.0813791776123
SpAD_Dzp,107.8726878181312
SpAD_Dzv,102.63135184569107
SpAbs_Dt,304.35134624591853
SpDiam_A,4.815211729597257
SpDiam_D,91.47092978304487
SpMAD_Dt,16.90840812477326
SpMax_Dt,152.17567312295935
SsssssAs,0
VE1_Dzpe,4.1732320913092105
VE1_Dzse,4.173513009973519
VE2_Dzpe,0.23184622729495613
VE2_Dzse,0.2318618338874177
VE3_Dzpe,2.0164774823407448
VE3_Dzse,2.016544794487218
VMcGowan,181.05999999999975
VR1_Dzpe,92.4269807338553
VR1_Dzse,92.4060611654266
VR2_Dzpe,5.134832262991961
VR2_Dzse,5.133670064745923
VR3_Dzpe,5.114205600210412
VR3_Dzse,5.113979238426793
mZagreb1,5.166666666666666
mZagreb2,3.972222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,8
nBondsKS,24
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.08862488888888881
AATSC1are,0.002748652777777732
AATSC2are,0.0006094700854700464
AATSC3are,-0.00822499470899474
AATSC4are,-0.009329835125448051
AATSC5are,-0.0015768465608465574
AATSC6are,-0.001840980842911876
AATSC7are,-0.015448222222222181
AATSC8are,0.002315503267973933
AETA_beta,1.5
BCUTdv-1h,6.021919456799368
BCUTdv-1l,0.9959556311914799
BCUTpe-1h,3.4884687285811666
BCUTpe-1l,2.2460072585502657
BCUTse-1h,3.7015384208403233
BCUTse-1l,2.4413509087579057
ETA_alpha,8.633333333333335
ETA_dBeta,4.0
ETA_eta_B,0.1433566145440004
ETA_eta_F,17.03188653402714
ETA_eta_L,3.280232838262144
ETA_eta_R,27.148265537567806
ETA_psi_1,0.6094117647058827
LabuteASA,104.71771203055685
LogEE_DzZ,46.06365937786187
LogEE_Dzi,45.133912535463864
LogEE_Dzm,46.06876472569061
LogEE_Dzp,53.71294074423069
LogEE_Dzv,51.258029048704145
PEOE_VSA1,4.400694606261793
PEOE_VSA2,9.77851570501903
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,30.33183534230805
PEOE_VSA8,24.88087583461377
PEOE_VSA9,16.904556707313183
SM1_Dzare,0.6570497906002791
SpAD_Dzpe,91.60736608656293
SpAD_Dzse,92.13747886729297
SpAbs_DzZ,91.70630094115529
SpAbs_Dzi,89.87677401305152
SpAbs_Dzm,91.71753671165024
SpAbs_Dzp,109.54453938916419
SpAbs_Dzv,103.55370183195322
SpDiam_Dt,211.61879445972875
SpMAD_DzZ,5.115060293039696
SpMAD_Dzi,5.016251643569291
SpMAD_Dzm,5.115632176534017
SpMAD_Dzp,5.992927101007289
SpMAD_Dzv,5.70174176920506
SpMax_DzZ,46.06365937786187
SpMax_Dzi,45.133912535463864
SpMax_Dzm,46.06876472569061
SpMax_Dzp,53.71294074423069
SpMax_Dzv,51.258029048704145
VE1_Dzare,4.172911052248795
VE2_Dzare,0.2318283917915997
VE3_Dzare,2.0164005512229695
VR1_Dzare,92.44670072681917
VR2_Dzare,5.13592781815662
VR3_Dzare,5.114418934989953
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4796296296296297
AETA_dBeta,0.2222222222222222
AETA_eta_B,0.007964256363555577
AETA_eta_F,0.9462159185570633
AETA_eta_L,0.18223515768123022
AETA_eta_R,1.5082369743093225
BCUTare-1h,3.543340528406139
BCUTare-1l,2.1970386981641976
ETA_beta_s,11.5
ETA_dPsi_A,0.10458823529411732
ETA_dPsi_B,0.0
ETA_eta_BR,0.4013566145440004
ETA_eta_FL,5.4906241095669515
ETA_eta_RL,8.770856947829095
LogEE_Dzpe,45.83042470337704
LogEE_Dzse,46.096974717349994
PEOE_VSA10,0.0
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,15.16791807357394
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,17.412202378610907
SlogP_VSA6,54.85825662245742
SlogP_VSA7,0.0
SlogP_VSA8,16.77408020416172
SlogP_VSA9,0.0
SpAD_Dzare,90.9605041407417
SpAbs_Dzpe,91.21717655174587
SpAbs_Dzse,91.77656577000181
SpDiam_DzZ,66.05763665640674
SpDiam_Dzi,64.8660541320207
SpDiam_Dzm,66.06402125438845
SpDiam_Dzp,74.9698432902639
SpDiam_Dzv,72.1502824788109
SpMAD_Dzpe,5.089298115920163
SpMAD_Dzse,5.11874882596072
SpMax_Dzpe,45.83042470337704
SpMax_Dzse,46.096974717349994
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,18
AETA_beta_s,0.6388888888888888
AETA_eta_BR,0.02229758969688891
AETA_eta_FL,0.30503467275371954
AETA_eta_RL,0.48726983043494976
DetourIndex,1353
EState_VSA1,0.0
EState_VSA2,5.783244946364939
EState_VSA3,5.693927994848461
EState_VSA4,16.77408020416172
EState_VSA5,0.0
EState_VSA6,13.1205807713037
EState_VSA7,53.06210765710614
EState_VSA8,4.9839785209472085
EState_VSA9,0.0
ETA_beta_ns,15.5
ETA_shape_p,0.0965250965250965
ETA_shape_x,0.0
ETA_shape_y,0.33590733590733585
GhoseFilter,True
LogEE_Dzare,45.50433523417804
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,90.5224709470082
SpDiam_Dzpe,65.762169228952
SpDiam_Dzse,66.09983809858264
SpMAD_Dzare,5.053361341152317
SpMax_Dzare,45.50433523417804
TopoPSA(NO),34.370000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.909074074074074
VSA_EState9,38.42425925925926
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8611111111111112
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0203703703703703
FilterItLogS,-3.583220438190536
SpDiam_Dzare,65.3521812839821
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5922222222222223
ETA_epsilon_2,0.7870370370370368
ETA_epsilon_3,0.44400000000000034
ETA_epsilon_4,0.508730158730159
ETA_epsilon_5,0.7870370370370368
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.14822222222222198
ETA_dEpsilon_B,0.08349206349206328
ETA_dEpsilon_C,-0.0647301587301587
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8333333333333334
MDEDescriptor,"0.0,1.6517389802531142,1.8119491591942387,0.0,10.646620693727305,14.860844946495837,0.0,5.085675264759766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0"
APolDescriptor,37.403515999999996
BCUTDescriptor,"11.988345543702803,15.99491944017121,-0.29299413926336887,0.17110976933979255,4.826505809218693,10.6299547769442"
BPolDescriptor,17.376483999999998
TPSADescriptor,34.370000000000005
ALOGPDescriptor,"2.5883000000000003,6.699296890000001,68.23150000000001"
XLogPDescriptor,3.127
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,236.0949631
ChiPathDescriptor,"12.535169427003234,8.770856947829097,7.817684785066899,6.630709400164492,5.786166234436725,4.857947333508752,3.2857851170117613,2.3445042829130127,9.998827904170414,5.7960428563554425,4.1702979756265846,2.9779816056680066,2.1513751059297026,1.4834832465972776,0.8346096073817221,0.4828939976825017"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.3872283593857131,0.5823628122606989,0.0,0.0,0.03227486121839514,0.11923306034338696,0.15413851311198803"
AtomCountDescriptor,30
BondCountDescriptor,20
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.0443310539518174,0.0,0.3707908118985982,0.0,0.43242974601183004,0.0,0.10088791308472948,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,1,0,0,0"
ZagrebIndexDescriptor,96.0
LargestChainDescriptor,9
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"37.11035231393502,2.0616862396630564,9.032056076620755,2.4362977520415288,6.595758324579229"
FractionalPSADescriptor,0.1455770150650876
WienerNumbersDescriptor,"563.0,28.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.740886122263596,4.6467343818837294,6.826942162556557,0.9780406202023757,1.4091452048762454,1.6833071181821035"
FractionalCSP3Descriptor,0.06666666666666667
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,17
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.005,5.551020408163265,2.52465483234714"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,718.03
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.06666666666666667
AutocorrelationDescriptorMass,"19.494429638093905,21.163001643034796,29.993639419708703,29.88264517328186,27.85480203221551"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.25795211743049506,-0.09491339937829754,-0.07775002739655044,0.05202793806356543,0.030486952371818567"
EccentricConnectivityIndexDescriptor,249
AutocorrelationDescriptorPolarizability,"1218.8026630075533,1456.9455076412964,2092.9189684564976,2017.1183809847405,1723.551919827972"
