DLiP-ID,C001CW
AATSC6c,-0.003661783566889992
AATSC6d,-0.12004801920768304
AATSC6i,0.15706252763142117
AATSC6m,-15.467431954981992
AATSC6p,0.014987007832257641
AATSC6s,-0.3902551020408163
AATSC6v,-7.902187621276721
AATSC7Z,-0.49562477622628
AATSC7c,0.0038445173510372028
AATSC7d,-0.14393125671321164
AATSC7i,-0.2652629834450236
AATSC7m,-2.4617068388829217
AATSC7p,-0.04498901270414947
AATSC7s,-0.0026645980029438845
AATSC7v,-7.544434580454891
AATSC8Z,-0.9812715855572998
AATSC8c,-0.0002767656671351302
AATSC8d,-0.08045525902668765
AATSC8i,0.03780963136993734
AATSC8m,-4.519944588304555
AATSC8p,0.004664329850059244
AATSC8s,-0.267437641723356
AATSC8v,-1.5343219802041455
ATS0are,223.01000000000002
ATS1are,238.25
ATS2are,388.24
ATS3are,448.81
ATS4are,479.85
ATS5are,481.31999999999994
ATS6are,445.2100000000001
ATS7are,341.91
ATS8are,315.34
ATSC0dv,156.17142857142855
ATSC0pe,4.83209714285714
ATSC0se,3.567634971428571
ATSC1dv,52.67591836734694
ATSC1pe,0.10515444897959009
ATSC1se,-0.11131811265306146
ATSC2dv,9.73469387755102
ATSC2pe,-0.9564636734693903
ATSC2se,-0.9818471510204086
ATSC3dv,-0.13795918367347682
ATSC3pe,-1.1396486530612275
ATSC3se,-1.1021706579591843
ATSC4dv,52.78530612244897
ATSC4pe,4.169563102040814
ATSC4se,3.5791845453061217
ATSC5dv,-63.720000000000006
ATSC5pe,-0.6585222857142866
ATSC5se,-0.8584656228571429
ATSC6dv,-145.21877551020407
ATSC6pe,-4.056768734693878
ATSC6se,-2.102791830204082
ATSC7dv,-28.793469387755103
ATSC7pe,-0.09838106122448823
ATSC7se,-0.13108083918367286
ATSC8dv,-56.99755102040815
ATSC8pe,-1.342787183673468
ATSC8se,-0.89358715755102
AXp-0dv,0.559609300732022
AXp-1dv,0.2817326833556183
AXp-2dv,0.14199126488322467
AXp-3dv,0.07458931006433861
AXp-4dv,0.03753106757826103
AXp-5dv,0.019888383236975893
AXp-6dv,0.009794606686874268
AXp-7dv,0.005283421364147572
BertzCT,834.5281896810578
ECIndex,351
ETA_eta,12.985139541449897
GATS1dv,0.45895511318123833
GATS1pe,0.6902878272570464
GATS1se,0.7860126040112166
GATS2dv,0.928893767532626
GATS2pe,1.1203286081839259
GATS2se,1.2223303957917195
GATS3dv,0.9828478552527615
GATS3pe,1.145328315541077
GATS3se,1.2468080332354827
GATS4dv,0.832067726267988
GATS4pe,0.6865965794514862
GATS4se,0.6826761292513792
GATS5dv,1.2058843096164722
GATS5pe,1.0883803832532397
GATS5se,1.143382073221596
GATS6dv,1.608809001097695
GATS6pe,1.7952764076408114
GATS6se,1.7530109022044087
GATS7dv,1.0217067549957954
GATS7pe,0.7897548035568092
GATS7se,0.7519069735323664
GATS8dv,1.2560162121084186
GATS8pe,1.220639383386969
GATS8se,1.1746466698591282
LogEE_A,3.9795266381812437
LogEE_D,87.71710212898446
MATS1dv,0.31906330040248815
MATS1pe,0.020585352853980044
MATS1se,-0.02951560858042393
MATS2dv,0.03636114160263448
MATS2pe,-0.11546480262341026
MATS2se,-0.16053889369719646
MATS3dv,-0.000448092821499995
MATS3pe,-0.11963390490980698
MATS3se,-0.15670663544762276
MATS4dv,0.16205283972151632
MATS4pe,0.41371386745069555
MATS4se,0.4810041942291711
MATS5dv,-0.18546053288095005
MATS5pe,-0.06194583900921416
MATS5se,-0.10937544055887427
MATS6dv,-0.4786084027463894
MATS6pe,-0.43211936129616213
MATS6se,-0.30337165462204224
MATS7dv,-0.11321021177165382
MATS7pe,-0.012501698904831448
MATS7se,-0.022560669808166015
MATS8dv,-0.24565143966900277
MATS8pe,-0.18704074839846108
MATS8se,-0.1685858837359298
MAXaaCH,1.9114192281851012
MAXaaaC,0.44217876039304627
MAXaasC,0.8456358654572943
MAXsCH3,1.5553184051398337
MDEC-11,0.16666666666666669
MDEC-12,2.427374276191775
MDEC-13,3.28564636712608
MDEC-22,8.31054134024609
MDEC-23,16.70535903811077
MDEC-33,8.907361093200375
MDEO-12,0.6551853485522243
MDEO-22,0.75
MINaaCH,1.4788321995464853
MINaaaC,0.41479733560090715
MINaasC,0.44232562778197737
MINsCH3,1.5126592025699168
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0
SM1_Dzi,0.6925367435132048
SM1_Dzm,0.9970623163947749
SM1_Dzp,-4.329177057356608
SM1_Dzv,-1.5959779122321027
SddssSe,0
SpAD_Dt,384.20434052452225
SpAbs_A,27.738139168247674
SpAbs_D,175.434204257969
SpMAD_A,1.3208637699165557
SpMAD_D,8.354009726569952
SpMax_A,2.4726434606346137
SpMax_D,87.71710212898446
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,48.67
TpiPC10,9.260266980921369
VAdjMat,5.523561956057013
VE1_DzZ,4.50109983166137
VE1_Dzi,4.4983219078636365
VE1_Dzm,4.501074057864489
VE1_Dzp,4.4414589629411445
VE1_Dzv,4.473115025711099
VE2_DzZ,0.21433808722197
VE2_Dzi,0.21420580513636364
VE2_Dzm,0.214336859898309
VE2_Dzp,0.2114980458543402
VE2_Dzv,0.21300547741481424
VE3_DzZ,2.2462591186789775
VE3_Dzi,2.2456417625940275
VE3_Dzm,2.246253392551667
VE3_Dzp,2.2329202624549276
VE3_Dzv,2.240022384411957
VR1_DzZ,115.00621448116038
VR1_Dzi,115.2465398006881
VR1_Dzm,115.00850853645942
VR1_Dzp,119.66919783563606
VR1_Dzv,117.27988503998674
VR2_DzZ,5.47648640386478
VR2_Dzi,5.487930466699433
VR2_Dzm,5.4765956445933055
VR2_Dzp,5.698533230268383
VR2_Dzv,5.584756430475559
VR3_DzZ,5.486923510599187
VR3_Dzi,5.4890110027340615
VR3_Dzm,5.486943457629264
VR3_Dzp,5.526668596155678
VR3_Dzv,5.5065006026488446
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.06763973956303228
Xch-7dv,0.0812203215949232
Xpc-4dv,0.9797610890285081
Xpc-5dv,1.3329652917980137
Xpc-6dv,1.7138846791862328
Zagreb1,110.0
Zagreb2,131.0
fragCpx,109.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,23
nBondsS,19
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.371714285714286
AATS1are,6.4391891891891895
AATS2are,6.470666666666667
AATS3are,6.504492753623189
AATS4are,6.573287671232877
AATS5are,6.25090909090909
AATS6are,6.547205882352943
AATS7are,5.9984210526315795
AATS8are,6.064230769230769
AATSC0dv,4.46204081632653
AATSC0pe,0.13805991836734688
AATSC0se,0.10193242775510203
AATSC1dv,1.423673469387755
AATSC1pe,0.002842012134583516
AATSC1se,-0.0030085976392719314
AATSC2dv,0.16224489795918368
AATSC2pe,-0.01594106122448984
AATSC2se,-0.01636411918367348
AATSC3dv,-0.001999408459035896
AATSC3pe,-0.01651664714581489
AATSC3se,-0.01597348779650992
AATSC4dv,0.723086385239027
AATSC4pe,0.057117302767682385
AATSC4se,0.04902992527816605
AATSC5dv,-0.8275324675324676
AATSC5pe,-0.008552237476808918
AATSC5se,-0.011148904192949907
AATSC6dv,-2.135570228091236
AATSC6pe,-0.05965836374549821
AATSC6se,-0.030923409267707085
AATSC7dv,-0.5051485857500895
AATSC7pe,-0.0017259835302541795
AATSC7se,-0.002299663845327594
AATSC8dv,-1.0961067503924644
AATSC8pe,-0.025822830455259
AATSC8se,-0.017184368414442694
AETA_eta,0.6183399781642808
ATSC0are,5.258857142857142
ATSC1are,0.017208163265306355
ATSC2are,-1.2248979591836728
ATSC3are,-1.3943183673469373
ATSC4are,4.89524081632653
ATSC5are,-0.9252
ATSC6are,-3.9823510204081605
ATSC7are,-0.12071020408163341
ATSC8are,-1.4271591836734696
BCUTZ-1h,8.024384641228338
BCUTZ-1l,5.671807236840005
BCUTc-1h,0.48195428345980745
BCUTc-1l,-0.5310460505039147
BCUTd-1h,3.2816645196218683
BCUTd-1l,0.97774034948081
BCUTi-1h,13.638958363187772
BCUTi-1l,10.932889003690695
BCUTm-1h,16.01214726133296
BCUTm-1l,11.685475630425737
BCUTp-1h,2.015588417777365
BCUTp-1l,0.7496725522376024
BCUTs-1h,7.008278783274952
BCUTs-1l,1.3786124482124396
BCUTv-1h,20.91524529329926
BCUTv-1l,14.701726742769708
BalabanJ,1.6903426394173195
Diameter,10
ETA_beta,30.25
GATS1are,0.7216653793856879
GATS2are,1.1626734036002753
GATS3are,1.1853018943098266
GATS4are,0.6797403765002179
GATS5are,1.1100135331364278
GATS6are,1.7907883298924259
GATS7are,0.7707297963478726
GATS8are,1.206645617231839
HybRatio,0.11764705882352941
Lipinski,True
LogEE_Dt,192.1021702622611
MATS1are,0.00309534787422437
MATS2are,-0.13587054945850985
MATS3are,-0.13448985601733512
MATS4are,0.446301012623936
MATS5are,-0.07996898244643547
MATS6are,-0.3897690011569115
MATS7are,-0.01409437426010978
MATS8are,-0.18266096339822305
NsssssAs,0
RotRatio,0.13043478260869565
SM1_Dzpe,1.0348837209302326
SM1_Dzse,0.9939792008757524
SMR_VSA1,13.890876844653445
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,14.219595082555067
SMR_VSA7,58.75426412366524
SMR_VSA8,0.0
SMR_VSA9,22.822722577139245
SpAD_DzZ,118.6052452235991
SpAD_Dzi,122.39041631780321
SpAD_Dzm,118.64121127462396
SpAD_Dzp,176.92421818880553
SpAD_Dzv,147.90795432989728
SpAbs_Dt,384.2043405245221
SpDiam_A,4.945286921269226
SpDiam_D,126.98817250410227
SpMAD_Dt,18.295444786882012
SpMax_Dt,192.1021702622611
SsssssAs,0
VE1_Dzpe,4.501404601503964
VE1_Dzse,4.501046990336531
VE2_Dzpe,0.21435260007161733
VE2_Dzse,0.21433557096840622
VE3_Dzpe,2.24632682646962
VE3_Dzse,2.2462473789626887
VMcGowan,206.8899999999998
VR1_Dzpe,114.97898125828274
VR1_Dzse,115.01091626056238
VR2_Dzpe,5.47518958372775
VR2_Dzse,5.476710298122018
VR3_Dzpe,5.486686684720744
VR3_Dzse,5.48696439259252
mZagreb1,6.527777777777778
mZagreb2,4.777777777777778
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,29
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.15025306122448978
AATSC1are,0.0004650854936569285
AATSC2are,-0.020414965986394546
AATSC3are,-0.020207512570245466
AATSC4are,0.06705809337433603
AATSC5are,-0.012015584415584415
AATSC6are,-0.05856398559423765
AATSC7are,-0.0021177228786251477
AATSC8are,-0.027445368916797493
AETA_beta,1.4404761904761905
BCUTdv-1h,6.024134502358804
BCUTdv-1l,0.9966233732151635
BCUTpe-1h,3.4944810310363175
BCUTpe-1l,2.216259179701361
BCUTse-1h,3.7073583164885826
BCUTse-1l,2.412433326007589
ETA_alpha,9.833333333333334
ETA_dBeta,3.75
ETA_eta_B,0.1903369119106859
ETA_eta_F,21.41765440246106
ETA_eta_L,3.88867871022947
ETA_eta_R,34.40279394391096
ETA_psi_1,0.5534709193245781
LabuteASA,121.093475469156
LogEE_DzZ,59.33369794800248
LogEE_Dzi,61.22535212271306
LogEE_Dzm,59.35171530726133
LogEE_Dzp,87.43135265217498
LogEE_Dzv,73.57398242394099
PEOE_VSA1,13.890876844653445
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,0.0
PEOE_VSA8,23.762552697081826
PEOE_VSA9,14.219595082555067
SM1_Dzare,1.1428571428571428
SpAD_Dzpe,118.17847218914613
SpAD_Dzse,118.67896216204261
SpAbs_DzZ,117.7957214140753
SpAbs_Dzi,121.82979133495928
SpAbs_Dzm,117.8340655899234
SpAbs_Dzp,179.1918823617066
SpAbs_Dzv,148.74394276011418
SpDiam_Dt,254.6273516766418
SpMAD_DzZ,5.647868820171386
SpMAD_Dzi,5.828115062752534
SpMAD_Dzm,5.649581489267807
SpMAD_Dzp,8.424962770895501
SpMAD_Dzv,7.043235920471299
SpMax_DzZ,59.33369794800248
SpMax_Dzi,61.22535212271306
SpMax_Dzm,59.35171530726133
SpMax_Dzp,87.43135265217498
SpMax_Dzv,73.57398242394099
VE1_Dzare,4.502332127839738
VE2_Dzare,0.21439676799236848
VE3_Dzare,2.246532857891226
VR1_Dzare,114.89480256786364
VR2_Dzare,5.471181074660173
VR3_Dzare,5.485954294164668
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46825396825396826
AETA_dBeta,0.17857142857142858
AETA_eta_B,0.009063662471937425
AETA_eta_F,1.019888304879098
AETA_eta_L,0.1851751766775938
AETA_eta_R,1.638228283043379
BCUTare-1h,3.5482963250682786
BCUTare-1l,2.167246051245027
ETA_beta_s,13.25
ETA_dPsi_A,0.16052908067542182
ETA_dPsi_B,0.0
ETA_eta_BR,0.4483369119106859
ETA_eta_FL,6.3351979402329395
ETA_eta_RL,10.22387665046241
LogEE_Dzpe,59.11983637808656
LogEE_Dzse,59.37062584259953
PEOE_VSA10,28.22851544154929
PEOE_VSA11,5.428790391900541
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,14.90251629950064
SlogP_VSA2,14.219595082555067
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,57.74262466881805
SlogP_VSA7,0.0
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,116.86117944450989
SpAbs_Dzpe,117.34070917696457
SpAbs_Dzse,117.87431233276229
SpDiam_DzZ,85.31728574667929
SpDiam_Dzi,88.03848271918467
SpDiam_Dzm,85.34315994663885
SpDiam_Dzp,123.44193410141227
SpDiam_Dzv,104.79835585245715
SpMAD_Dzpe,5.6275462947212445
SpMAD_Dzse,5.651379150573457
SpMax_Dzpe,59.11983637808656
SpMax_Dzse,59.37062584259953
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6309523809523809
AETA_eta_BR,0.021349376757651712
AETA_eta_FL,0.30167609239204474
AETA_eta_RL,0.48685126906963855
DetourIndex,1994
EState_VSA1,0.0
EState_VSA2,5.428790391900541
EState_VSA3,28.22851544154929
EState_VSA4,5.563451491696996
EState_VSA5,13.176164609739143
EState_VSA6,19.242531678200752
EState_VSA7,30.33183534230805
EState_VSA8,0.0
EState_VSA9,13.890876844653445
ETA_beta_ns,17.0
ETA_shape_p,0.13559322033898302
ETA_shape_x,0.0
ETA_shape_y,0.3559322033898305
GhoseFilter,True
LogEE_Dzare,58.458915492550645
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,115.93600937648269
SpDiam_Dzpe,85.01023250380925
SpDiam_Dzse,85.3703177515053
SpMAD_Dzare,5.5648180687861855
SpMax_Dzare,58.458915492550645
TopoPSA(NO),48.67
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.8536574074074075
VSA_EState9,43.31300925925926
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8095238095238095
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.031746031746031717
FilterItLogS,-5.1692417223867295
SpDiam_Dzare,84.06210309144564
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6276190476190476
ETA_epsilon_2,0.8460317460317457
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.5340136054421771
ETA_epsilon_5,0.8460317460317457
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.18524616626311513
ETA_dEpsilon_B,0.0936054421768705
ETA_dEpsilon_C,-0.09164072408624463
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7619047619047619
MDEDescriptor,"0.16666666666666669,2.427374276191775,3.28564636712608,0.0,8.31054134024609,16.70535903811077,0.0,8.907361093200375,0.0,0.0,0.0,0.6551853485522243,0.75,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,42.46310199999999
BCUTDescriptor,"11.850000000000003,15.997931775227055,-0.34917288415543685,0.19641105071326703,4.907856787141094,9.864098024774213"
BPolDescriptor,22.010897999999997
TPSADescriptor,48.67
ALOGPDescriptor,"4.0147,16.11781609,74.207"
XLogPDescriptor,4.716000000000001
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,282.08920904
ChiPathDescriptor,"14.819626477379408,10.223876650462412,8.858294242189393,7.716150900770221,6.716698163388371,5.612191493757014,3.817801485643293,2.8292695977228406,11.751795315372462,6.479851717179221,4.54372047626319,3.2819296428308986,2.2518640546956625,1.5512938924841195,0.832541568384313,0.5072084509581671"
ChiChainDescriptor,"0.0,0.0,0.0,0.2131731837270769,0.3678410057830494,0.0,0.0,0.0,0.06763973956303228,0.08122032159492319"
AtomCountDescriptor,35
BondCountDescriptor,23
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.2176041834052251,0.0,0.27301186457628307,0.0,0.4495769754728264,0.0,0.06383602885711888,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,0,0,0,0"
ZagrebIndexDescriptor,110.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"43.03963579857884,2.0495064665989924,11.393975159308543,11.393975159308543,0.0"
FractionalPSADescriptor,0.17253407234410953
WienerNumbersDescriptor,"888.0,35.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.091821759499267,5.505252038460884,8.063788847586697,0.9797610890285082,1.332965291798015,1.5484536456886488"
FractionalCSP3Descriptor,0.11764705882352941
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.879017013232515,7.05078125,3.347107438016529"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,949.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.11764705882352941
AutocorrelationDescriptorMass,"24.097876142163784,25.32464383992795,35.320919771325634,39.31719570272333,39.86117297189781"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.5567522061836672,-0.2287088342824465,-0.02970785800154131,-0.2987204708750102,0.5373194677466128"
EccentricConnectivityIndexDescriptor,351
AutocorrelationDescriptorPolarizability,"1337.145206000349,1582.7749241756326,2240.8326014487902,2357.239302932392,2033.5721900958051"
