DLiP-ID,I000TV
AATSC5Z,-0.11587813620071696
AATSC5c,0.00017810098973785875
AATSC5d,-0.02161290322580645
AATSC5i,-0.030505078092288033
AATSC5m,-0.5500311567383512
AATSC5p,-0.005646326017058667
AATSC5s,-0.02710797491039427
AATSC5v,-0.9100979226417577
AATSC6Z,-0.5048717948717949
AATSC6c,-0.000632558793565008
AATSC6d,-0.036923076923076927
AATSC6i,-0.04363153562589069
AATSC6m,-2.3514876980341897
AATSC6p,-0.00557782584221342
AATSC6s,-0.08820512820512823
AATSC6v,-1.5155552830091288
AATSC7Z,-0.6308708708708708
AATSC7c,-0.0022227803715233027
AATSC7d,-0.016756756756756763
AATSC7i,0.08097265899459408
AATSC7m,-2.895896324114115
AATSC7p,0.009751313432085792
AATSC7s,-0.15855480480480483
AATSC7v,0.2078310094214599
AATSC8Z,-0.2771394799054374
AATSC8c,0.002899849521597025
AATSC8d,-0.029148936170212775
AATSC8i,0.07192489937866518
AATSC8m,-1.3941242761938537
AATSC8p,-0.004486854056131517
AATSC8s,0.1854713356973996
AATSC8v,-2.6400338445456635
ATS0are,363.03959999999995
ATS1are,401.4999
ATS2are,678.203
ATS3are,861.9199
ATS4are,975.7438
ATS5are,949.6738999999997
ATS6are,952.4849999999998
ATS7are,897.3349999999999
ATS8are,838.5068999999999
ATSC0dv,223.93333333333334
ATSC0pe,5.250773333333331
ATSC0se,3.0657463999999996
ATSC1dv,84.63777777777773
ATSC1pe,0.5784351111111203
ATSC1se,0.22157583999999725
ATSC2dv,40.987777777777765
ATSC2pe,1.011588444444456
ATSC2se,0.5787008399999957
ATSC3dv,-26.577777777777776
ATSC3pe,0.609795555555567
ATSC3se,0.2858919999999954
ATSC4dv,-66.9922222222222
ATSC4pe,-0.8398902222222047
ATSC4se,-0.27434788000000876
ATSC5dv,-27.161111111111097
ATSC5pe,-0.44869111111110055
ATSC5se,-0.37374500000000555
ATSC6dv,-73.62666666666665
ATSC6pe,-2.09196399999999
ATSC6se,-1.3734582400000053
ATSC7dv,-67.20222222222222
ATSC7pe,-2.588800888888881
ATSC7se,-1.527472320000004
ATSC8dv,11.523333333333333
ATSC8pe,1.3038493333333332
ATSC8se,1.4208103600000008
AXp-0dv,0.567928678680646
AXp-1dv,0.2994578788362041
AXp-2dv,0.15824164199943638
AXp-3dv,0.08446911794245561
AXp-4dv,0.04532783235128575
AXp-5dv,0.024664037869722013
AXp-6dv,0.012644366979412616
AXp-7dv,0.006779128024839099
BertzCT,1359.8509723877744
ECIndex,966
ETA_eta,28.122833845292437
GATS1dv,0.4713665711521286
GATS1pe,0.6083566678590835
GATS1se,0.612210516662435
GATS2dv,0.8822661834152257
GATS2pe,0.7846127782849145
GATS2se,0.7542978946483868
GATS3dv,1.067058648407264
GATS3pe,0.9321068488414948
GATS3se,0.9479677584738065
GATS4dv,1.2393218712727285
GATS4pe,1.362092719178229
GATS4se,1.4852926388528265
GATS5dv,1.1218776709658211
GATS5pe,1.2176205196768557
GATS5se,1.3265645026565458
GATS6dv,1.2075766597201547
GATS6pe,1.3653103039864796
GATS6se,1.4749098252808797
GATS7dv,1.198972305142296
GATS7pe,1.3657930893542853
GATS7se,1.433343923350272
GATS8dv,0.9370981738485998
GATS8pe,0.8130600390859004
GATS8se,0.6964365539680737
LogEE_A,4.469981099104549
LogEE_D,218.65361961180125
MATS1dv,0.3543372283417682
MATS1pe,0.10327677129464272
MATS1se,0.06775751249353092
MATS2dv,0.10075355542142019
MATS2pe,0.10604869806625028
MATS2se,0.10390648133874188
MATS3dv,-0.05086547867137328
MATS3pe,0.04977189754543281
MATS3se,0.039965844160215244
MATS4dv,-0.11432921915265191
MATS4pe,-0.06112950123969887
MATS4se,-0.0341992813126625
MATS5dv,-0.046951377618146696
MATS5pe,-0.03307834307335543
MATS5se,-0.04719094960723755
MATS6dv,-0.1264570499461836
MATS6pe,-0.1532348641587147
MATS6se,-0.17230817566344409
MATS7dv,-0.12166185238528196
MATS7pe,-0.19987796220630444
MATS7se,-0.2019885060079127
MATS8dv,0.021897347868223192
MATS8pe,0.10566624539358638
MATS8se,0.197211404436939
MAXaaCH,2.1281732738207513
MAXaasC,1.2994869834256666
MAXaasN,1.6916595804988661
MAXdssC,-0.03307110781768041
MAXsCH3,1.8935453409758964
MAXsssN,1.8841715482489292
MDEC-11,0.16666666666666669
MDEC-12,4.875304851764743
MDEC-13,3.9189346514789705
MDEC-22,22.29311781715119
MDEC-23,30.005345885855803
MDEC-33,8.894875270673209
MDEN-23,1.2164403991146802
MDEN-33,0.5952753944880748
MDEO-11,0.12499999999999997
MINaaCH,1.764057434702276
MINaasC,0.33148608542998903
MINaasN,1.6916595804988661
MINdssC,-0.20417112706753593
MINsCH3,1.7338168338606095
MINsssN,1.5777252672571935
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0714285714285716
SM1_Dzi,1.247266713587194
SM1_Dzm,1.0685318721261376
SM1_Dzp,-4.237315801405576
SM1_Dzv,-2.0752874690897665
SddssSe,0
SpAD_Dt,840.6895944110263
SpAbs_A,45.66812947199409
SpAbs_D,437.30723922360266
SpMAD_A,1.3431802785880615
SpMAD_D,12.861977624223606
SpMax_A,2.4772076055852343
SpMax_D,218.65361961180125
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,58.440000000000005
TpiPC10,8.958116936923778
VAdjMat,6.247927513443585
VE1_DzZ,5.738925478111467
VE1_Dzi,5.737491060529238
VE1_Dzm,5.7389353860572685
VE1_Dzp,5.748977195901496
VE1_Dzv,5.746562334384723
VE2_DzZ,0.16879192582680785
VE2_Dzi,0.16874973707438934
VE2_Dzm,0.1687922172369785
VE2_Dzp,0.1690875645853381
VE2_Dzv,0.1690165392466095
VE3_DzZ,2.971047425494399
VE3_Dzi,2.970797448929873
VE3_Dzm,2.9710491519390594
VE3_Dzp,2.972797391635381
VE3_Dzv,2.9723772527552645
VR1_DzZ,236.62086915680234
VR1_Dzi,236.97073509959756
VR1_Dzm,236.61979780888905
VR1_Dzp,235.42130182483677
VR1_Dzv,235.52502347732022
VR2_DzZ,6.959437328141245
VR2_Dzi,6.96972750292934
VR2_Dzm,6.959405817908501
VR2_Dzp,6.924155936024611
VR2_Dzv,6.927206572862359
VR3_DzZ,6.690234583658714
VR3_Dzi,6.691712084540476
VR3_Dzm,6.6902300559501375
VR3_Dzp,6.685152114388276
VR3_Dzv,6.685592596237641
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.028867513459481287
Xch-6dv,0.1848940681816021
Xch-7dv,0.2093294957044766
Xpc-4dv,2.198054662561981
Xpc-5dv,2.937852971177043
Xpc-6dv,3.770661174301749
Zagreb1,184.0
Zagreb2,221.0
fragCpx,322.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,23
nBondsD,2
nBondsM,25
nBondsO,38
nBondsS,39
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.050659999999999
AATS1are,6.2734359375
AATS2are,6.222045871559633
AATS3are,6.1565707142857145
AATS4are,6.214928662420382
AATS5are,6.126928387096772
AATS6are,6.105673076923075
AATS7are,6.063074324324324
AATS8are,5.94685744680851
AATSC0dv,3.732222222222222
AATSC0pe,0.08751288888888885
AATSC0se,0.05109577333333333
AATSC1dv,1.322465277777777
AATSC1pe,0.009038048611111255
AATSC1se,0.003462122499999957
AATSC2dv,0.37603465851172263
AATSC2pe,0.009280627930683082
AATSC2se,0.005309182018348584
AATSC3dv,-0.18984126984126984
AATSC3pe,0.004355682539682621
AATSC3se,0.0020420857142856817
AATSC4dv,-0.426702052370842
AATSC4pe,-0.00534961924982296
AATSC4se,-0.0017474387261147055
AATSC5dv,-0.17523297491039416
AATSC5pe,-0.0028947813620071004
AATSC5se,-0.002411258064516165
AATSC6dv,-0.4719658119658119
AATSC6pe,-0.013410025641025577
AATSC6se,-0.008804219487179521
AATSC7dv,-0.454069069069069
AATSC7pe,-0.017491897897897846
AATSC7se,-0.010320758918918945
AATSC8dv,0.081725768321513
AATSC8pe,0.009247158392434987
AATSC8se,0.010076669219858161
AETA_eta,0.8271421719203658
ATSC0are,5.43309333333333
ATSC1are,0.5727471111111191
ATSC2are,1.0389804444444568
ATSC3are,0.6093622222222346
ATSC4are,-0.6446808888888692
ATSC5are,-0.5255844444444321
ATSC6are,-2.3497626666666536
ATSC7are,-2.7911102222222115
ATSC8are,1.7838439999999978
BCUTZ-1h,8.02330526695794
BCUTZ-1l,5.688120278531545
BCUTc-1h,0.4317623841585659
BCUTc-1l,-0.41939463408469646
BCUTd-1h,3.2474564580111496
BCUTd-1l,0.9772785036776073
BCUTi-1h,14.692360974569278
BCUTi-1l,10.94862858881285
BCUTm-1h,16.011191628024967
BCUTm-1l,11.699266138837686
BCUTp-1h,2.0011097119960164
BCUTp-1l,0.7511399267381514
BCUTs-1h,7.009360817387966
BCUTs-1l,1.3531397374563312
BCUTv-1h,20.906291089638312
BCUTv-1l,14.70177805554582
BalabanJ,1.2150325378595122
Diameter,17
ETA_beta,47.25
GATS1are,0.6162780368979488
GATS2are,0.7995887610322312
GATS3are,0.951067974431123
GATS4are,1.3997700285272263
GATS5are,1.2561705080659809
GATS6are,1.41405774223911
GATS7are,1.4020847729039134
GATS8are,0.7711080724411583
HybRatio,0.17857142857142858
Lipinski,True
LogEE_Dt,420.34479720551315
MATS1are,0.09882959554041794
MATS2are,0.10526523398185693
MATS3are,0.04806750447171474
MATS4are,-0.04534706968573084
MATS5are,-0.03744681538278035
MATS6are,-0.16634260012617746
MATS7are,-0.20826647026822673
MATS8are,0.13971461681586342
MAXssCH2,0.8426076521484932
MINssCH2,0.5903140073413202
NsssssAs,0
RotRatio,0.10526315789473684
SM1_Dzpe,1.1621787025703796
SM1_Dzse,1.0580415728862167
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,14.680394474296701
SMR_VSA4,0.0
SMR_VSA5,19.88931522852921
SMR_VSA6,18.492338119440245
SMR_VSA7,113.00734942325047
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,338.41724245222065
SpAD_Dzi,322.73635443988064
SpAD_Dzm,338.4891983598747
SpAD_Dzp,476.5872022712848
SpAD_Dzv,435.5345139233322
SpAbs_Dt,840.6895944110266
SpDiam_A,4.905306987361828
SpDiam_D,325.75704168611503
SpMAD_Dt,24.726164541500772
SpMax_Dt,420.34479720551315
SsssssAs,0
VE1_Dzpe,5.73852475714636
VE1_Dzse,5.738982160216368
VE2_Dzpe,0.1687801399160694
VE2_Dzse,0.16879359294754023
VE3_Dzpe,2.970977597970505
VE3_Dzse,2.971057302225714
VMcGowan,346.8400000000012
VR1_Dzpe,236.68720227999327
VR1_Dzse,236.61171048026566
VR2_Dzpe,6.961388302352743
VR2_Dzse,6.959167955301931
VR3_Dzpe,6.6905148794222065
VR3_Dzse,6.690195876786314
mZagreb1,9.833333333333332
mZagreb2,7.416666666666666
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,51
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.09055155555555551
AATSC1are,0.008949173611111236
AATSC2are,0.009531930682976667
AATSC3are,0.004352587301587389
AATSC4are,-0.004106247699929103
AATSC5are,-0.003390867383512465
AATSC6are,-0.015062581196581113
AATSC7are,-0.01885885285285278
AATSC8are,0.012651375886524806
AETA_beta,1.3897058823529411
BCUTdv-1h,6.023289634160429
BCUTdv-1l,0.9953947449912982
BCUTpe-1h,3.490937530502153
BCUTpe-1l,2.237848937747947
BCUTse-1h,3.703785215515824
BCUTse-1l,2.4338042492320473
ETA_alpha,16.26666666666667
ETA_dBeta,3.75
ETA_eta_B,0.38933641912051087
ETA_eta_F,39.23147050178089
ETA_eta_L,6.945402244332213
ETA_eta_R,67.35430434707332
ETA_psi_1,0.6039603960396044
LabuteASA,198.60139438239122
LogEE_DzZ,169.24013383115235
LogEE_Dzi,161.40486153504582
LogEE_Dzm,169.27602658794106
LogEE_Dzp,237.42121258829417
LogEE_Dzv,217.33999189450057
PEOE_VSA1,9.799819461700956
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.681802935145185
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,54.59730361615449
PEOE_VSA7,54.80329714831868
PEOE_VSA8,31.518499064034366
PEOE_VSA9,11.250837766380558
SM1_Dzare,1.3140995812005585
SpAD_Dzpe,334.82964309654653
SpAD_Dzse,338.9270724686315
SpAbs_DzZ,337.4088390908762
SpAbs_Dzi,321.5624563565045
SpAbs_Dzm,337.483521303756
SpAbs_Dzp,479.07974097799394
SpAbs_Dzv,436.75527125809083
SpDiam_Dt,617.98544676439
SpMAD_DzZ,9.953448307418254
SpMAD_Dzi,9.492245718820019
SpMAD_Dzm,9.955564657643373
SpMAD_Dzp,14.01727065503779
SpMAD_Dzv,12.80983864480389
SpMax_DzZ,169.24013383115235
SpMax_Dzi,161.40486153504582
SpMax_Dzm,169.27602658794106
SpMax_Dzp,237.42121258829417
SpMax_Dzv,217.33999189450057
VE1_Dzare,5.737906998571106
VE2_Dzare,0.168761970546209
VE3_Dzare,2.9708699410630275
VR1_Dzare,236.77069501454523
VR2_Dzare,6.963843971016036
VR3_Dzare,6.690867572812239
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,23
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4784313725490197
AETA_dBeta,0.11029411764705882
AETA_eta_B,0.011451071150603261
AETA_eta_F,1.1538667794641437
AETA_eta_L,0.20427653659800626
AETA_eta_R,1.9810089513845095
BCUTare-1h,3.5455622833968743
BCUTare-1l,2.1879210299599063
ETA_beta_s,21.75
ETA_dPsi_A,0.11003960396039558
ETA_dPsi_B,0.0
ETA_eta_BR,0.8193364191205108
ETA_eta_FL,9.579474898920372
ETA_eta_RL,16.524877143252585
LogEE_Dzpe,167.4490032748195
LogEE_Dzse,169.49465510410653
PEOE_VSA10,0.0
PEOE_VSA11,5.693927994848461
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
SlogP_VSA1,4.899909730850478
SlogP_VSA2,40.087182321589474
SlogP_VSA3,12.965578028838586
SlogP_VSA4,6.923737199690624
SlogP_VSA5,37.66728483293155
SlogP_VSA6,84.92913895846256
SlogP_VSA7,0.0
SlogP_VSA8,5.687386274683562
SlogP_VSA9,0.0
SpAD_Dzare,329.98580341632214
SpAbs_Dzpe,333.73582784706866
SpAbs_Dzse,337.93126863532694
SpDiam_DzZ,253.199851648422
SpDiam_Dzi,240.39282677005446
SpDiam_Dzm,253.2578068676029
SpDiam_Dzp,364.06374722790406
SpDiam_Dzv,331.92688387109854
SpMAD_Dzpe,9.847930679310192
SpMAD_Dzse,9.968443307900927
SpMax_Dzpe,167.4490032748195
SpMax_Dzse,169.49465510410653
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6397058823529411
AETA_eta_BR,0.02409812997413267
AETA_eta_FL,0.2817492617329521
AETA_eta_RL,0.4860257983309584
DetourIndex,6886
EState_VSA1,0.0
EState_VSA2,11.814359458703011
EState_VSA3,30.03427857305417
EState_VSA4,17.802135892458033
EState_VSA5,11.126902983393991
EState_VSA6,22.695751717134463
EState_VSA7,78.55368468361883
EState_VSA8,17.231415945224256
EState_VSA9,0.0
ETA_beta_ns,25.5
ETA_shape_p,0.1024590163934426
ETA_shape_x,0.0
ETA_shape_y,0.35040983606557374
GhoseFilter,False
LogEE_Dzare,165.03155169584343
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,328.74900381048633
SpDiam_Dzpe,250.28138904852358
SpDiam_Dzse,253.61450223576452
SpMAD_Dzare,9.705464806362416
SpMax_Dzare,165.03155169584343
TopoPSA(NO),58.440000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.6916595804988661
VSA_EState9,72.80834041950112
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.75
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.021568627450980316
FilterItLogS,-5.891171311843338
SpDiam_Dzare,246.37895785632185
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5788888888888885
ETA_epsilon_2,0.7921568627450977
ETA_epsilon_3,0.4446808510638289
ETA_epsilon_4,0.5091666666666657
ETA_epsilon_5,0.7921568627450977
AETA_beta_ns_d,0.014705882352941176
ETA_dEpsilon_A,0.13420803782505958
ETA_dEpsilon_B,0.0697222222222228
ETA_dEpsilon_C,-0.06448581560283678
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.8823529411764706
MDEDescriptor,"0.16666666666666669,4.875304851764743,3.9189346514789705,0.0,22.29311781715119,30.005345885855792,0.0,8.894875270673209,0.0,0.0,0.12499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.2164403991146802,0.5952753944880748"
APolDescriptor,72.62061799999998
BCUTDescriptor,"11.994253664770804,15.995932859502872,-0.2750414658018177,0.25766058335175085,5.590069011413105,11.166478960044726"
BPolDescriptor,36.279382
TPSADescriptor,58.440000000000005
ALOGPDescriptor,"5.121099999999999,26.225665209999992,135.5212"
XLogPDescriptor,4.533
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,450.20557628
ChiPathDescriptor,"23.656125291633362,16.52487714325259,14.83797785397226,13.370627395977895,10.984500440222591,8.970191221792758,5.92719807725581,4.319211399590984,19.309575075141964,11.379399395775756,8.545048667969565,6.335183845684172,4.4421275704260035,3.058340695845531,1.6690564412824658,1.0372065878003822"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.5441062770026583,0.7106859166899552,0.0,0.0,0.028867513459481284,0.1848940681816021,0.2093294957044766"
AtomCountDescriptor,60
BondCountDescriptor,38
SmallRingDescriptor,"5,4,4,4,0,0,1,4,0,0,0"
ChiClusterDescriptor,"2.0546341533823385,0.0,0.7690231551471447,0.0,0.9739213085452955,0.0,0.21147445268929121,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,18,3,3,1,0,0"
ZagrebIndexDescriptor,184.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.88
WeightedPathDescriptor,"70.24830106212843,2.066126501827307,18.52637256875957,5.1590256038767635,13.367346964882797"
FractionalPSADescriptor,0.1298073659657515
WienerNumbersDescriptor,"3586.0,58.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.8788770287049905,9.317938464706007,13.464209774785552,2.1980546625619803,2.9378529711770454,3.480741871980949"
FractionalCSP3Descriptor,0.17857142857142858
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,14,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.641274238227147,11.588477366255145,5.643377777777777"
AromaticAtomsCountDescriptor,23
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,2974.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.17857142857142858
AutocorrelationDescriptorMass,"36.98885927618781,40.51980165416562,58.26383614610503,63.56463280279725,61.14571083477945"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.479253370088315,-0.2532472375175897,0.013499432709287317,-0.051794743366133496,0.0953024453834489"
EccentricConnectivityIndexDescriptor,966
AutocorrelationDescriptorPolarizability,"2513.541494293805,2993.165222852,4260.787005140797,4419.675313954856,4125.616075659906"
