DLiP-ID,P0003K
AATSC3v,-0.9805579176451442
AATSC4Z,-1.515834675254965
AATSC4c,0.00030779274760660557
AATSC4d,-0.058164251207729493
AATSC4i,-0.0954351743323762
AATSC4m,-7.168293106494896
AATSC4p,-0.039270985080070916
AATSC4s,-0.02152444833542405
AATSC4v,-6.31380135099941
AATSC5Z,-0.5883950617283946
AATSC5c,0.0006269565814368641
AATSC5d,-0.21222222222222223
AATSC5i,0.0578461903415604
AATSC5m,-2.473749766358023
AATSC5p,-0.0076587168300759805
AATSC5s,0.12586401877160397
AATSC5v,0.4651711608612087
AATSC6Z,-2.210020269025244
AATSC6c,-0.0006467505413801388
AATSC6d,-0.3298839137645107
AATSC6i,-0.37951508098920833
AATSC6m,-10.415946296476871
AATSC6p,-0.09125910665392957
AATSC6s,0.05782422906663768
AATSC6v,-17.398705656340216
AATSC7Z,-0.7884416817750155
AATSC7c,0.0012775460943011947
AATSC7d,-0.08972804972804975
AATSC7i,-0.36883368708872133
AATSC7m,-3.9539256184857168
AATSC7p,-0.051441170774604514
AATSC7s,-0.07119306996205844
AATSC7v,-11.557884414867207
AATSC8Z,2.957949024293109
AATSC8c,-0.0009937764327861184
AATSC8d,0.10229390681003588
AATSC8i,-0.036023225471514715
AATSC8m,13.765722110517716
AATSC8p,0.05527058021840195
AATSC8s,-0.03937607069664698
AATSC8v,9.529907080906867
ATS0are,278.85719999999986
ATS1are,304.72800000000007
ATS2are,505.6889999999999
ATS3are,634.0640000000001
ATS4are,724.2033999999999
ATS5are,738.873
ATS6are,822.3040000000001
ATS7are,854.9138
ATS8are,721.3402000000003
ATSC0dv,178.26721536351164
ATSC0pe,4.753431111111109
ATSC0se,3.2146992444444438
ATSC1dv,78.66284407864656
ATSC1pe,0.2559445925925911
ATSC1se,0.18550587259259294
ATSC2dv,47.084816338972715
ATSC2pe,1.5200677530864175
ATSC2se,0.5541035990123447
ATSC3dv,-44.35595183661026
ATSC3pe,-1.9510958024691383
ATSC3se,-1.2923248543209853
ATSC4dv,-42.61429660112786
ATSC4pe,-1.0865817283950627
ATSC4se,-0.3854368246913561
ATSC5dv,-20.24700502972107
ATSC5pe,1.0224059259259246
ATSC5se,0.7215240592592584
ATSC6dv,-139.31011126352695
ATSC6pe,-0.36205041975308483
ATSC6se,0.14866464987654304
ATSC7dv,-100.3728821825941
ATSC7pe,-2.0830855308641927
ATSC7se,-0.9320070656790138
ATSC8dv,57.99289132754151
ATSC8pe,0.47338093827160665
ATSC8se,-0.3656858069135829
AXp-0dv,0.6200285355063414
AXp-1dv,0.324948189924805
AXp-2dv,0.185036050477433
AXp-3dv,0.10023493250849792
AXp-4dv,0.052781451156450915
AXp-5dv,0.029065367310646333
AXp-6dv,0.015647727030405595
AXp-7dv,0.008245388894502947
BertzCT,1079.5896188604602
ECIndex,466
ETA_eta,26.97610459708398
GATS1dv,0.42577802777538387
GATS1pe,0.621890257984408
GATS1se,0.625628782684948
GATS2dv,0.8071646622982859
GATS2pe,0.5511607966558666
GATS2se,0.6101920287095263
GATS3dv,1.138908929736651
GATS3pe,1.1428595204212724
GATS3se,1.1893856218766647
GATS4dv,1.143522074760362
GATS4pe,1.0566946485561246
GATS4se,1.0443899931047351
GATS5dv,1.0241272484394814
GATS5pe,0.7129103001153786
GATS5se,0.65860383994726
GATS6dv,1.1880424420257405
GATS6pe,0.8559853017893024
GATS6se,0.7932357150169517
GATS7dv,1.141408884751288
GATS7pe,1.1350829191415919
GATS7se,1.0614886525163834
GATS8dv,0.855111083067604
GATS8pe,1.102315129803842
GATS8se,1.142560824531999
LogEE_A,4.247808004889207
LogEE_D,122.68862687467069
MATS1dv,0.41368468214052684
MATS1pe,0.050478917217223876
MATS1se,0.05409891947313748
MATS2dv,0.14494660965009612
MATS2pe,0.17549081990171933
MATS2se,0.09459088401067006
MATS3dv,-0.11196774620489268
MATS3pe,-0.18470723369879288
MATS3se,-0.1809022058438144
MATS4dv,-0.09354024802355725
MATS4pe,-0.08944784191686458
MATS4se,-0.0469167078614453
MATS5dv,-0.04259126879085972
MATS5pe,0.08065799487995565
MATS5se,0.08416697850967436
MATS6dv,-0.2624332591073665
MATS6pe,-0.025578175710075098
MATS6se,0.015530129588433961
MATS7dv,-0.17718273071744378
MATS7pe,-0.13790384471211958
MATS7se,-0.09123370942367043
MATS8dv,0.11805764337369873
MATS8pe,0.03614051945183124
MATS8se,-0.04128179617110925
MAXaaCH,1.9414191232048374
MAXaasC,1.2097822009462222
MAXdssC,0.8199691358024693
MAXsCH3,2.094739097799614
MAXsNH2,5.491538868161793
MDEC-11,0.6299605249474366
MDEC-12,2.3702937050026645
MDEC-13,9.54496742155396
MDEC-22,3.539529195983115
MDEC-23,16.232206549218013
MDEC-33,22.0023848285245
MDEN-12,0.40824829046386313
MDEN-22,0.25
MDEO-12,0.19999999999999996
MINaaCH,1.8392335128495843
MINaasC,0.5951514165336917
MINdssC,-0.4329941945914164
MINsCH3,1.9078480577263044
MINsNH2,5.491538868161793
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.20063025210084
SM1_Dzi,1.066777545455193
SM1_Dzm,2.2125751633547446
SM1_Dzp,-3.061051098060835
SM1_Dzv,-1.5150953359372603
SddssSe,0
SpAD_Dt,635.5220119472087
SpAbs_A,34.314837134986256
SpAbs_D,245.37725374934143
SpMAD_A,1.27091989388838
SpMAD_D,9.088046435160791
SpMax_A,2.575019459706321
SpMax_D,122.68862687467069
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,109.71999999999998
TpiPC10,9.343083856626473
VAdjMat,5.906890595608519
VE1_DzZ,5.107171575791758
VE1_Dzi,5.104539172456418
VE1_Dzm,5.107304441467012
VE1_Dzp,5.09827635644562
VE1_Dzv,5.102487757755165
VE2_DzZ,0.18915450280710217
VE2_Dzi,0.18905700638727474
VE2_Dzm,0.1891594237580375
VE2_Dzp,0.18882505023872667
VE2_Dzv,0.18898102806500613
VE3_DzZ,2.6238975163111293
VE3_Dzi,2.623381950710311
VE3_Dzm,2.6239235314831335
VE3_Dzp,2.622154286291672
VE3_Dzv,2.622979989445214
VR1_DzZ,170.86055943623836
VR1_Dzi,171.35184084297657
VR1_Dzm,170.8450851843102
VR1_Dzp,171.9812282033087
VR1_Dzv,171.59184382308217
VR2_DzZ,6.328168868008828
VR2_Dzi,6.346364475665799
VR2_Dzm,6.327595747567044
VR2_Dzp,6.369675118641062
VR2_Dzv,6.355253474928969
VR3_DzZ,6.134099554966007
VR3_Dzi,6.136970764447845
VR3_Dzm,6.134008984311514
VR3_Dzp,6.140637105514856
VR3_Dzv,6.138370428766033
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09936832769135624
Xch-6dv,0.3048262579251419
Xch-7dv,0.44282268795445656
Xpc-4dv,2.9979514859572034
Xpc-5dv,4.373714704821078
Xpc-6dv,6.414599260611281
Zagreb1,150.0
Zagreb2,183.0
fragCpx,198.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,1
n7FRing,0
n7HRing,1
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,30
nBondsS,30
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,2
AATS0are,6.196826666666664
AATS1are,6.348500000000001
AATS2are,6.166939024390243
AATS3are,6.3406400000000005
AATS4are,6.297420869565216
AATS5are,6.157275
AATS6are,6.136597014925374
AATS7are,5.978418181818182
AATS8are,5.817259677419357
AATSC0dv,3.961493674744703
AATSC0pe,0.10563180246913575
AATSC0se,0.07143776098765431
AATSC1dv,1.63880925163847
AATSC1pe,0.005332179012345648
AATSC1se,0.003864705679012353
AATSC2dv,0.5742050773045453
AATSC2pe,0.018537411623005092
AATSC2se,0.0067573609635651795
AATSC3dv,-0.4435595183661026
AATSC3pe,-0.019510958024691383
AATSC3se,-0.012923248543209854
AATSC4dv,-0.3705591008793727
AATSC4pe,-0.00944853676865272
AATSC4se,-0.003351624562533531
AATSC5dv,-0.16872504191434226
AATSC5pe,0.008520049382716038
AATSC5se,0.006012700493827154
AATSC6dv,-1.0396276959964699
AATSC6pe,-0.0027018688041274986
AATSC6se,0.0011094376856458435
AATSC7dv,-0.7019082670111475
AATSC7pe,-0.014567031684364984
AATSC7se,-0.0065175319278252715
AATSC8dv,0.46768460748017343
AATSC8pe,0.0038175882118677957
AATSC8se,-0.0029490790880127653
AETA_eta,0.9991149850771845
ATSC0are,4.662391111111108
ATSC1are,0.33259614814814764
ATSC2are,1.3671495308641965
ATSC3are,-1.6728958024691363
ATSC4are,-0.8006750617283966
ATSC5are,1.2359748148148146
ATSC6are,-0.07911130864197499
ATSC7are,-2.2595673086419734
ATSC8are,-0.06981995061728236
BCUTZ-1h,17.001104296675265
BCUTZ-1l,5.689989248042604
BCUTc-1h,0.41513200537325345
BCUTc-1l,-0.4621505211043936
BCUTd-1h,3.2990155458126824
BCUTd-1l,0.972739117027419
BCUTi-1h,14.565104994449472
BCUTi-1l,10.311086428620621
BCUTm-1h,35.4505177683971
BCUTm-1l,11.70176127537514
BCUTp-1h,2.936569622076833
BCUTp-1l,0.7157498631558827
BCUTs-1h,7.0082751344236245
BCUTs-1l,0.6047568392903396
BCUTv-1h,24.440727378065375
BCUTv-1l,14.68174900750747
BalabanJ,1.6631021585707662
Diameter,10
ETA_beta,34.5
GATS1are,0.6443260396668186
GATS2are,0.5767751257726069
GATS3are,1.1638967797162734
GATS4are,1.0969903937661483
GATS5are,0.7420484291322145
GATS6are,0.8771083958001835
GATS7are,1.1809919036444676
GATS8are,1.1026475623841914
HybRatio,0.25
Lipinski,True
LogEE_Dt,316.3105829140936
MATS1are,0.06687746297083608
MATS2are,0.1609185005225926
MATS3are,-0.16146288313674065
MATS4are,-0.06719891690415841
MATS5are,0.09941048370030452
MATS6are,-0.005698198602597448
MATS7are,-0.15250815142430124
MATS8are,-0.005434525911881419
MAXssCH2,0.061204158618179516
MAXsssCH,-0.510477607709751
MINssCH2,0.061204158618179516
MINsssCH,-0.510477607709751
NsssssAs,0
RotRatio,0.1
SM1_Dzpe,1.2056603737043525
SM1_Dzse,1.1989188565956233
SMR_VSA1,9.31763212104517
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,10.726072209797854
SMR_VSA5,33.23387405114585
SMR_VSA6,0.0
SMR_VSA7,62.30977867010295
SMR_VSA8,0.0
SMR_VSA9,10.440598685398296
SpAD_DzZ,187.44583775694213
SpAD_Dzi,192.87029586893686
SpAD_Dzm,187.38808919982213
SpAD_Dzp,218.70795701560752
SpAD_Dzv,211.51961875887173
SpAbs_Dt,635.5220119472087
SpDiam_A,4.943966058195194
SpDiam_D,163.58281839628188
SpMAD_Dt,23.537852294341064
SpMax_Dt,316.3105829140936
SsssssAs,0
VE1_Dzpe,5.105103805071791
VE1_Dzse,5.105194922305727
VE2_Dzpe,0.18907791870636265
VE2_Dzse,0.18908129341873062
VE3_Dzpe,2.6234925584205304
VE3_Dzse,2.623510406523974
VMcGowan,280.7900000000003
VR1_Dzpe,171.224512204157
VR1_Dzse,171.20840739776358
VR2_Dzpe,6.341648600153963
VR2_Dzse,6.341052125843095
VR3_Dzpe,6.136227405231423
VR3_Dzse,6.136133344143932
mZagreb1,9.583333333333332
mZagreb2,5.749999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,1
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,39
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.10360869135802463
AATSC1are,0.006929086419753076
AATSC2are,0.01667255525444142
AATSC3are,-0.016728958024691362
AATSC4are,-0.0069623918411164925
AATSC5are,0.010299790123456788
AATSC6are,-0.0005903829003132462
AATSC7are,-0.01580116999050331
AATSC8are,-0.0005630641178813094
AETA_beta,1.2777777777777777
BCUTdv-1h,6.033423289818606
BCUTdv-1l,0.653139145279894
BCUTpe-1h,3.515222865668714
BCUTpe-1l,2.2371601998252393
BCUTse-1h,3.7234308454355336
BCUTse-1l,2.4333277866083334
ETA_alpha,13.414285714285715
ETA_dBeta,0.5
ETA_eta_B,0.5511324616689848
ETA_eta_F,25.428591408676688
ETA_eta_L,6.226458676704225
ETA_eta_R,52.40469600576067
ETA_psi_1,0.5939278937381406
LabuteASA,165.40005350987448
LogEE_DzZ,93.61573721928333
LogEE_Dzi,96.47465821392974
LogEE_Dzm,93.58730122109425
LogEE_Dzp,108.72560111808022
LogEE_Dzv,105.59146545322062
PEOE_VSA1,10.256762414135533
PEOE_VSA2,9.786941916707491
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,28.89033728428118
PEOE_VSA7,38.46739722769209
PEOE_VSA8,25.903830684537915
PEOE_VSA9,23.38988611224217
SM1_Dzare,1.2204494386747256
SpAD_Dzpe,193.34094001931308
SpAD_Dzse,193.6472404192158
SpAbs_DzZ,185.57122680144886
SpAbs_Dzi,191.88253888240425
SpAbs_Dzm,185.503302949557
SpAbs_Dzp,220.5675197522038
SpAbs_Dzv,212.6980262423785
SpDiam_Dt,416.3582868912455
SpMAD_DzZ,6.942438435442301
SpMAD_Dzi,7.143344291442106
SpMAD_Dzm,6.940299599993413
SpMAD_Dzp,8.10029470428176
SpMAD_Dzv,7.834059954032286
SpMax_DzZ,93.61573721928333
SpMax_Dzi,96.47465821392974
SpMax_Dzm,93.58730122109425
SpMax_Dzp,108.72560111808022
SpMax_Dzv,105.59146545322062
VE1_Dzare,5.104077086442644
VE2_Dzare,0.18903989209046831
VE3_Dzare,2.623291422081872
VR1_Dzare,171.31686763147565
VR2_Dzare,6.345069171536135
VR3_Dzare,6.136766641860883
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49682539682539684
AETA_dBeta,0.018518518518518517
AETA_eta_B,0.020412313395147583
AETA_eta_F,0.9417996818028403
AETA_eta_L,0.230609580618675
AETA_eta_R,1.9409146668800248
BCUTare-1h,3.5696254907291824
BCUTare-1l,2.1861366479147013
ETA_beta_s,17.0
ETA_dPsi_A,0.12007210626185938
ETA_dPsi_B,0.0
ETA_eta_BR,0.8951324616689847
ETA_eta_FL,6.636622423999886
ETA_eta_RL,12.863081100704111
LogEE_Dzpe,96.71512409757152
LogEE_Dzse,96.86802461170403
PEOE_VSA10,6.041840829147961
PEOE_VSA11,5.760247418874442
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,16.775527989247653
SlogP_VSA3,4.794537184071822
SlogP_VSA4,20.771211599071872
SlogP_VSA5,45.484339534589154
SlogP_VSA6,33.78096794345546
SlogP_VSA7,5.022633313741326
SlogP_VSA8,10.440598685398296
SlogP_VSA9,0.0
SpAD_Dzare,192.99887523819302
SpAbs_Dzpe,192.22458782143866
SpAbs_Dzse,192.5371303668125
SpDiam_DzZ,125.87234073680497
SpDiam_Dzi,128.0920676128866
SpDiam_Dzm,125.83906886345483
SpDiam_Dzp,146.4080123603742
SpDiam_Dzv,141.34129586334583
SpMAD_Dzpe,7.160775556270855
SpMAD_Dzse,7.17212001552651
SpMax_Dzpe,96.71512409757152
SpMax_Dzse,96.86802461170403
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6296296296296297
AETA_eta_BR,0.03315305413588832
AETA_eta_FL,0.24580083051851428
AETA_eta_RL,0.4764104111371893
DetourIndex,4237
EState_VSA1,11.949020558499466
EState_VSA2,6.4208216229260096
EState_VSA3,10.78288073261577
EState_VSA4,38.53656615810844
EState_VSA5,4.877147193701299
EState_VSA6,11.336785877934737
EState_VSA7,31.18920547353706
EState_VSA8,19.004137656506693
EState_VSA9,26.85010703700372
ETA_beta_ns,17.5
ETA_shape_p,0.21973730919417822
ETA_shape_x,0.0
ETA_shape_y,0.4472843450479233
GhoseFilter,True
LogEE_Dzare,96.54463945015854
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,191.8688294616423
SpDiam_Dzpe,128.67653068448652
SpDiam_Dzse,128.9974374835582
SpMAD_Dzare,7.148106490303445
SpMax_Dzare,96.54463945015854
TopoPSA(NO),81.47999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.610244761484839
VSA_EState9,48.2398116640332
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.6481481481481481
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0031746031746031633
FilterItLogS,-6.984898536504101
SpDiam_Dzare,128.3539299508566
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6219047619047621
ETA_epsilon_2,0.8365079365079362
ETA_epsilon_3,0.4440000000000002
ETA_epsilon_4,0.5541353383458649
ETA_epsilon_5,0.7995073891625614
AETA_beta_ns_d,0.018518518518518517
ETA_dEpsilon_A,0.1779047619047619
ETA_dEpsilon_B,0.06776942355889715
ETA_dEpsilon_C,-0.11013533834586475
ETA_dEpsilon_D,0.037000547345374835
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7037037037037037
MDEDescriptor,"0.6299605249474366,2.3702937050026645,9.54496742155396,0.0,3.539529195983115,16.232206549218013,0.0,22.0023848285245,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.4082482904638629,0.0,0.25,0.0,0.0"
APolDescriptor,57.18627399999998
BCUTDescriptor,"11.988415904083544,34.96885413585718,-0.3600406410202783,0.2785210140404783,4.489192299931167,13.724400188469993"
BPolDescriptor,25.911725999999998
TPSADescriptor,109.72
ALOGPDescriptor,"4.872299999999999,23.739307289999992,108.71049999999995"
XLogPDescriptor,3.395999999999999
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,399.08082564000006
ChiPathDescriptor,"19.29216426095444,12.863081100704113,12.41828435989095,10.35918004945637,9.021970297963756,7.625486330783277,6.090391559210732,4.647291217626813,16.740770458671218,9.748445697744149,8.326622271484485,6.314800748035366,4.803112055237031,3.5459748118988528,2.441045416743274,1.566623889955561"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.5385261718983623,0.8214008068978382,0.0,0.0,0.09936832769135623,0.3048262579251419,0.43475397264985777"
AtomCountDescriptor,45
BondCountDescriptor,30
SmallRingDescriptor,"4,3,2,3,0,0,2,1,1,0,0"
ChiClusterDescriptor,"2.3245818815990016,0.0,0.5963266616683114,0.0,1.382845986272017,0.0,0.3548151288637602,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,4,3,2,0,0"
ZagrebIndexDescriptor,150.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"55.309110191331165,2.048485562641895,19.8075566497388,5.516884292354663,8.66749461032161"
FractionalPSADescriptor,0.2749317755971955
WienerNumbersDescriptor,"1594.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.200319205638494,8.789547293649674,13.380176200578928,2.9979514859572016,4.3737147048210785,5.916409077844857"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,1,0,0,4,1,0,0,2,9,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.28,8.024691358024691,3.7732426303854876"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1602.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"43.46958192121012,37.173714332597584,58.793967068128524,63.96014900130896,69.67568182038694"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.3870189094109175,-0.08134543870231073,-0.10444533153983376,-0.0717522927943703,0.05822171249714343"
EccentricConnectivityIndexDescriptor,466
AutocorrelationDescriptorPolarizability,"2506.498143356938,3082.847042547507,4669.439517716102,5258.5395184133085,5090.3455494867085"
