DLiP-ID,P000CB
AATSC4i,-0.11256660626831812
AATSC4m,-11.785630344574528
AATSC4p,-0.028409135386412276
AATSC4s,-0.2472345689466437
AATSC4v,-9.615917318887714
AATSC5Z,-0.147780263441262
AATSC5c,-0.002850665521572458
AATSC5d,0.058270007515591575
AATSC5i,0.09227541834466192
AATSC5m,-0.476888495466475
AATSC5p,0.023542471479048463
AATSC5s,-0.23984048618285153
AATSC5v,5.003519520287753
AATSC6Z,0.381968058786992
AATSC6c,0.0029386974067319217
AATSC6d,0.04198469264215103
AATSC6i,0.4663095809960917
AATSC6m,1.897236572720476
AATSC6p,0.044042250273675566
AATSC6s,-0.00035339017513086584
AATSC6v,7.968556021622338
AATSC7Z,-0.32713697130839897
AATSC7c,-0.001020096383185818
AATSC7d,-0.04196297081559328
AATSC7i,0.17874744913506702
AATSC7m,-1.7101119476823818
AATSC7p,0.0016368930294449456
AATSC7s,0.04511443809529016
AATSC7v,-3.202821829587762
AATSC8Z,0.06042026004091452
AATSC8c,-0.0008195551322703145
AATSC8d,0.002206164654377091
AATSC8i,-0.24971016136056726
AATSC8m,-0.09368396545776718
AATSC8p,-0.042178990443517896
AATSC8s,0.04760025887032996
AATSC8v,-9.449915674113182
ATS0are,300.5380999999998
ATS1are,317.8577000000001
ATS2are,508.0669
ATS3are,634.1297000000001
ATS4are,718.0728999999998
ATS5are,644.2828
ATS6are,537.3467
ATS7are,481.03889999999996
ATS8are,466.1668999999999
ATSC0dv,192.8321513002365
ATSC0pe,5.857327659574468
ATSC0se,3.8644199574468074
ATSC1dv,28.813289069966324
ATSC1pe,-0.37501819827976557
ATSC1se,0.11238002308736951
ATSC2dv,55.93461093506366
ATSC2pe,2.6769620190131245
ATSC2se,1.648609837483024
ATSC3dv,-67.29777174186407
ATSC3pe,-0.7720619284744258
ATSC3se,-0.9013191453146219
ATSC4dv,-94.34595845279412
ATSC4pe,-3.322257763693981
ATSC4se,-1.9914878800362152
ATSC5dv,-5.298828026759223
ATSC5pe,-1.8812669986419208
ATSC5se,-1.433353162064282
ATSC6dv,1.3780493938936698
ATSC6pe,0.21603662290629305
ATSC6se,0.3436667587143504
ATSC7dv,-28.57602736280871
ATSC7pe,0.44629818922589637
ATSC7se,0.6607548374830244
ATSC8dv,14.804587294401685
ATSC8pe,0.7727684019918547
ATSC8se,0.5733808587596203
AXp-0dv,0.5751285187934074
AXp-1dv,0.32678128985212784
AXp-2dv,0.18131750616250672
AXp-3dv,0.10104814028541609
AXp-4dv,0.05525299912034225
AXp-5dv,0.029595425807090948
AXp-6dv,0.017275510544839313
AXp-7dv,0.009396252570567303
BertzCT,1128.4807352481384
ECIndex,736
ETA_eta,19.36873650235457
GATS1dv,0.6307225322455382
GATS1pe,0.7545925676776034
GATS1se,0.6889183224394315
GATS2dv,0.7450056425701811
GATS2pe,0.5233850917785706
GATS2se,0.5574309769966852
GATS3dv,1.1270243532878035
GATS3pe,0.9942017323554533
GATS3se,1.0677953901917059
GATS4dv,1.2784644589891339
GATS4pe,1.5112447992956963
GATS4se,1.5594378743500332
GATS5dv,1.1002352673997413
GATS5pe,1.2510750186053248
GATS5se,1.272467342660038
GATS6dv,0.9975003022160989
GATS6pe,0.9392450958547612
GATS6se,0.8743649644220016
GATS7dv,0.9347379960371648
GATS7pe,0.6672764764382776
GATS7se,0.5505535599093195
GATS8dv,0.7572518510609767
GATS8pe,0.5601718594688703
GATS8se,0.4708109458144771
LogEE_A,4.252914134473676
LogEE_D,174.6852630888136
MATS1dv,0.1433227616272088
MATS1pe,-0.06141219237682012
MATS1se,0.027893729086508435
MATS2dv,0.1725726395558447
MATS2pe,0.2719026603768015
MATS2se,0.25380743338144884
MATS3dv,-0.16737593674189946
MATS3pe,-0.06321561979629461
MATS3se,-0.11185774557255374
MATS4dv,-0.21096733383481908
MATS4pe,-0.2445711162871325
MATS4se,-0.22221056896056265
MATS5dv,-0.012538945407869836
MATS5pe,-0.14655868214543938
MATS5se,-0.16925033063362746
MATS6dv,0.003905572864871775
MATS6pe,0.020157063653260157
MATS6se,0.04860182946746389
MATS7dv,-0.08816438315348282
MATS7pe,0.04533111195078015
MATS7se,0.10172478993087997
MATS8dv,0.04567595383645109
MATS8pe,0.07849113392881676
MATS8se,0.08827335662027358
MAXaaCH,1.695868723146621
MAXaasC,0.641376979063043
MAXsCH3,1.745079938607661
MAXsNH2,5.963723612148797
MAXssNH,2.4039110577299123
MDEC-11,0.25
MDEC-12,2.029883912914925
MDEC-13,4.358338118005206
MDEC-22,8.34953878796949
MDEC-23,13.516637479348745
MDEC-33,7.122972339992846
MDEN-12,0.6493358309501978
MDEN-22,1.4056675524550777
MDEO-11,0.454280148208035
MINaaCH,1.426890169648106
MINaasC,0.07679561496570897
MINsCH3,1.6993391978669201
MINsNH2,5.963723612148797
MINssNH,2.4039110577299123
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.0892857142857144
SM1_Dzi,1.5587499896533505
SM1_Dzm,2.0856563321399575
SM1_Dzp,-5.413653952892064
SM1_Dzv,-2.636027700219753
SddssSe,0
SpAD_Dt,505.8175498491038
SpAbs_A,35.5761914990098
SpAbs_D,349.3705261776272
SpMAD_A,1.2705782678217787
SpMAD_D,12.477518792058115
SpMax_A,2.398079108856702
SpMax_D,174.6852630888136
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,138.41
TpiPC10,8.702105140245887
VAdjMat,5.906890595608519
VE1_DzZ,5.2086669410056325
VE1_Dzi,5.215071956807037
VE1_Dzm,5.208661379365681
VE1_Dzp,5.211743250316178
VE1_Dzv,5.215019067461419
VE2_DzZ,0.18602381932162973
VE2_Dzi,0.1862525698859656
VE2_Dzm,0.18602362069163147
VE2_Dzp,0.18613368751129206
VE2_Dzv,0.18625068098076497
VE3_DzZ,2.6799433747573103
VE3_Dzi,2.681172303584155
VE3_Dzm,2.679942306990263
VE3_Dzp,2.680533813971014
VE3_Dzv,2.6811621618997736
VR1_DzZ,169.43850101579554
VR1_Dzi,169.30077797910596
VR1_Dzm,169.43899017550504
VR1_Dzp,169.4842488897487
VR1_Dzv,169.22444250716322
VR2_DzZ,6.0513750362784124
VR2_Dzi,6.046456356396641
VR2_Dzm,6.051392506268037
VR2_Dzp,6.053008888919597
VR2_Dzv,6.043730089541543
VR3_DzZ,6.16210945229892
VR3_Dzi,6.161296301579069
VR3_Dzm,6.162112339240203
VR3_Dzp,6.162379412779553
VR3_Dzv,6.16084531318224
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07066517343995124
Xch-7dv,0.12150437972220209
Xpc-4dv,2.3068470929605365
Xpc-5dv,2.659605951294243
Xpc-6dv,2.994013090681807
Zagreb1,146.0
Zagreb2,170.0
fragCpx,144.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,18
nBondsD,3
nBondsM,21
nBondsO,30
nBondsS,28
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,1
AATS0are,6.394427659574464
AATS1are,6.486891836734696
AATS2are,6.431226582278481
AATS3are,6.470711224489797
AATS4are,6.5878247706422
AATS5are,6.25517281553398
AATS6are,6.248217441860466
AATS7are,6.089099999999999
AATS8are,5.900846835443036
AATSC0dv,4.102811729792266
AATSC0pe,0.12462399275690357
AATSC0se,0.0822217012222725
AATSC1dv,0.5880263075503331
AATSC1pe,-0.007653432617954399
AATSC1se,0.0022934698589259085
AATSC2dv,0.7080330498109324
AATSC2pe,0.03388559517738132
AATSC2se,0.02086847895548132
AATSC3dv,-0.6867119565496334
AATSC3pe,-0.00787818294361659
AATSC3se,-0.009197134135863488
AATSC4dv,-0.8655592518604965
AATSC4pe,-0.030479429024715423
AATSC4se,-0.018270531009506562
AATSC5dv,-0.05144493229863323
AATSC5pe,-0.01826472814215457
AATSC5se,-0.013916050117128952
AATSC6dv,0.0160238301615543
AATSC6pe,0.002512053754724338
AATSC6se,0.003996125101329655
AATSC7dv,-0.36172186535200895
AATSC7pe,0.0056493441674164094
AATSC7se,0.008363985284595246
AATSC8dv,0.1873998391696416
AATSC8pe,0.009781878506226008
AATSC8se,0.0072579855539192445
AETA_eta,0.691740589369806
ATSC0are,6.337927659574464
ATSC1are,-0.6515033046627436
ATSC2are,2.933476912630147
ATSC3are,-1.0372895880488915
ATSC4are,-3.257376912630149
ATSC5are,-2.243947849705747
ATSC6are,0.2973600271616117
ATSC7are,0.7494918062471719
ATSC8are,0.9140003168854697
BCUTZ-1h,16.0131232049823
BCUTZ-1l,5.6841149145988314
BCUTc-1h,0.4623195876174242
BCUTc-1l,-0.37839522997962555
BCUTd-1h,4.043822807400306
BCUTd-1l,0.9715040524666712
BCUTi-1h,14.737114685236811
BCUTi-1l,10.319767918401762
BCUTm-1h,32.06654418494879
BCUTm-1l,11.696557159225959
BCUTp-1h,2.9545833841956997
BCUTp-1l,0.760990034152699
BCUTs-1h,7.014210525833813
BCUTs-1l,0.2989396299943978
BCUTv-1h,24.441832243169166
BCUTv-1l,14.701853140749531
BalabanJ,1.410330045870585
Diameter,16
ETA_beta,41.75
GATS1are,0.8078331009927938
GATS2are,0.5293622259324031
GATS3are,1.026828909463401
GATS4are,1.522239821873795
GATS5are,1.2680631059063414
GATS6are,0.930090532466521
GATS7are,0.6230946968853851
GATS8are,0.5175842276220162
HybRatio,0.10526315789473684
Lipinski,True
LogEE_Dt,252.9087749245519
MATS1are,-0.09859868502913986
MATS2are,0.27536336696471203
MATS3are,-0.07849184236216779
MATS4are,-0.22161139931138576
MATS5are,-0.16155712455403437
MATS6are,0.025640985705012984
MATS7are,0.07035425654522803
MATS8are,0.08579655206447119
MAXddssS,-3.75247881448391
MINddssS,-3.75247881448391
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.5937117503059979
SM1_Dzse,1.5181554703768612
SMR_VSA1,13.524324379169643
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,10.228500251258795
SMR_VSA5,18.742957874899023
SMR_VSA6,10.455762341614273
SMR_VSA7,65.85468310269995
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,223.1998223035821
SpAD_Dzi,245.47345723518026
SpAD_Dzm,223.23154320019452
SpAD_Dzp,329.47594374235916
SpAD_Dzv,312.46765193317844
SpAbs_Dt,505.817549849104
SpDiam_A,4.796158217713405
SpDiam_D,272.6844180982847
SpMAD_Dt,18.064912494610848
SpMax_Dt,252.9087749245519
SsssssAs,0
VE1_Dzpe,5.214809907626146
VE1_Dzse,5.214395614576097
VE2_Dzpe,0.18624321098664806
VE2_Dzse,0.18622841480628918
VE3_Dzpe,2.6811220538911376
VE3_Dzse,2.6810426052601977
VMcGowan,286.8500000000004
VR1_Dzpe,169.15502630326665
VR1_Dzse,169.1672347231335
VR2_Dzpe,6.041250939402381
VR2_Dzse,6.041686954397625
VR3_Dzpe,6.160435027031522
VR3_Dzse,6.160507197392615
mZagreb1,10.201388888888888
mZagreb2,6.069444444444443
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,37
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13484952467179712
AATSC1are,-0.013295985809443748
AATSC2are,0.03713261914721706
AATSC3are,-0.010584587633151954
AATSC4are,-0.029884191858992194
AATSC5are,-0.021785901453453854
AATSC6are,0.003457674734437345
AATSC7are,0.00948723805376167
AATSC8are,0.011569624264373034
AETA_beta,1.4910714285714286
BCUTdv-1h,6.017562560155386
BCUTdv-1l,0.6442319404159438
BCUTpe-1h,3.536877940589538
BCUTpe-1l,2.231683959879269
BCUTse-1h,3.76820929800956
BCUTse-1l,2.4274653714614756
ETA_alpha,13.333333333333334
ETA_dBeta,7.25
ETA_eta_B,0.6385194319906802
ETA_eta_F,32.53677634015577
ETA_eta_L,5.057673480896715
ETA_eta_R,51.90551284251034
ETA_psi_1,0.5517241379310347
LabuteASA,162.38666411108574
LogEE_DzZ,111.2880910377957
LogEE_Dzi,122.79239826007775
LogEE_Dzm,111.3035161461377
LogEE_Dzp,163.60035814163692
LogEE_Dzv,155.76310673440713
PEOE_VSA1,10.84019487200289
PEOE_VSA2,4.722094864452088
PEOE_VSA3,13.401775505276145
PEOE_VSA4,5.114250125629398
PEOE_VSA5,5.114250125629398
PEOE_VSA6,6.06636706846161
PEOE_VSA7,61.87549537030951
PEOE_VSA8,11.760295063310071
PEOE_VSA9,16.270256024884898
SM1_Dzare,1.7608914554234145
SpAD_Dzpe,248.8197480266844
SpAD_Dzse,248.89047133683675
SpAbs_DzZ,221.46103316679282
SpAbs_Dzi,244.12941660679928
SpAbs_Dzm,221.49567963940757
SpAbs_Dzp,332.6143702361659
SpAbs_Dzv,314.16224116903413
SpDiam_Dt,365.97155266798063
SpMAD_DzZ,7.971422225127932
SpMAD_Dzi,8.766909186970723
SpMAD_Dzm,7.972555114292661
SpMAD_Dzp,11.766997990798542
SpMAD_Dzv,11.159558997613516
SpMax_DzZ,111.2880910377957
SpMax_Dzi,122.79239826007775
SpMax_Dzm,111.3035161461377
SpMax_Dzp,163.60035814163692
SpMax_Dzv,155.76310673440713
VE1_Dzare,5.215081060805469
VE2_Dzare,0.18625289502876674
VE3_Dzare,2.6811740492917044
VR1_Dzare,169.13291768051008
VR2_Dzare,6.040461345732503
VR3_Dzare,6.160304318129941
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4761904761904762
AETA_dBeta,0.25892857142857145
AETA_eta_B,0.022804265428238577
AETA_eta_F,1.1620277264341345
AETA_eta_L,0.18063119574631123
AETA_eta_R,1.8537683158039406
BCUTare-1h,3.580849289000236
BCUTare-1l,2.182211450905231
ETA_beta_s,17.25
ETA_dPsi_A,0.16227586206896527
ETA_dPsi_B,0.0
ETA_eta_BR,0.8965194319906802
ETA_eta_FL,8.218020649485702
ETA_eta_RL,13.275694130382416
LogEE_Dzpe,124.46679229013886
LogEE_Dzse,124.49945550664613
PEOE_VSA10,17.254760885802494
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,10.455762341614273
SlogP_VSA2,18.508302900116853
SlogP_VSA3,10.023291153407584
SlogP_VSA4,13.847474399381248
SlogP_VSA5,11.126902983393991
SlogP_VSA6,69.85176384608252
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,246.9868597278885
SpAbs_Dzpe,247.4018623986433
SpAbs_Dzse,247.53147429939372
SpDiam_DzZ,173.69665207906334
SpDiam_Dzi,191.69477677918212
SpDiam_Dzm,173.72168736239672
SpDiam_Dzp,257.6784901446788
SpDiam_Dzv,244.59703197595388
SpMAD_Dzpe,8.886419572381586
SpMAD_Dzse,8.888945404887027
SpMax_Dzpe,124.46679229013886
SpMax_Dzse,124.49945550664613
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6160714285714286
AETA_eta_BR,0.03201855114252429
AETA_eta_FL,0.2935007374816322
AETA_eta_RL,0.4741319332279434
DetourIndex,3429
EState_VSA1,10.023291153407584
EState_VSA2,16.462858086636707
EState_VSA3,28.189061807444677
EState_VSA4,0.0
EState_VSA5,30.462311845459517
EState_VSA6,38.112942673227685
EState_VSA7,0.0
EState_VSA8,19.93457363665809
EState_VSA9,5.733667477162185
ETA_beta_ns,24.5
ETA_shape_p,0.18
ETA_shape_x,0.0625
ETA_shape_y,0.3
GhoseFilter,True
LogEE_Dzare,123.55631884449508
SlogP_VSA10,22.880021601885716
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,245.4282955400962
SpDiam_Dzpe,194.51834626190504
SpDiam_Dzse,194.5345436997391
SpMAD_Dzare,8.820959275996017
SpMax_Dzare,123.55631884449508
TopoPSA(NO),130.03
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.796763817904903
VSA_EState9,50.705714996579005
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.875
EState_VSA10,13.524324379169643
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.023809523809523787
FilterItLogS,-5.535205199080632
SpDiam_Dzare,193.12893364799265
ETA_beta_ns_d,2.5
ETA_epsilon_1,0.6354609929078016
ETA_epsilon_2,0.8630952380952379
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.5502645502645501
ETA_epsilon_5,0.7927083333333332
AETA_beta_ns_d,0.08928571428571429
ETA_dEpsilon_A,0.19546099290780172
ETA_dEpsilon_B,0.08519644264325144
ETA_dEpsilon_C,-0.11026455026455029
ETA_dEpsilon_D,0.07038690476190468
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7857142857142857
MDEDescriptor,"0.25,2.029883912914925,4.358338118005206,0.0,8.34953878796949,13.516637479348745,0.0,7.122972339992844,0.0,0.0,0.454280148208035,0.0,0.0,0.0,0.6493358309501978,0.0,1.4056675524550777,0.0,0.0"
APolDescriptor,56.91506699999997
BCUTDescriptor,"11.996157086653996,31.97207241997948,-0.38585764689599633,0.24626021837668174,5.4934918477385395,11.598228804206137"
BPolDescriptor,29.886932999999996
TPSADescriptor,138.41
ALOGPDescriptor,"4.279300000000003,18.312408490000024,107.0642"
XLogPDescriptor,3.5380000000000007
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,397.12086062000003
ChiPathDescriptor,"20.31119030894213,13.275694130382421,12.542156891169617,10.411512447079526,7.698243178738749,5.796808522210742,3.7563994266849914,2.430605535071989,15.490843716185925,8.69037167819826,6.534063196447614,4.427981495070637,2.7242307563764823,1.6672823782256951,0.856923221673101,0.42689469877725994"
ChiChainDescriptor,"0.0,0.0,0.0,0.23075632711195054,0.3862797150198338,0.0,0.0,0.0,0.07066517343995124,0.10448341277693862"
AtomCountDescriptor,47
BondCountDescriptor,30
SmallRingDescriptor,"3,3,3,3,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.5827818696650273,0.20412414523193154,0.8029917431044522,0.10206207261596577,0.9299617297938564,0.025499585890087693,0.17358437588937645,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,13,2,2,0,0,0"
ZagrebIndexDescriptor,146.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"56.3285834908068,2.0117351246716715,25.757358213259387,7.4847967097719,14.786716375894592"
FractionalPSADescriptor,0.3485336926997718
WienerNumbersDescriptor,"2369.0,45.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.643815084350053,7.888522082310677,10.476602209807657,1.7234604239402251,1.9659572010628978,2.1052922511754795"
FractionalCSP3Descriptor,0.10526315789473684
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,26
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.68,9.871281773931855,5.795610425240055"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,1645.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.10526315789473684
AutocorrelationDescriptorMass,"38.251061651455245,40.58520325637135,53.57327925130517,58.4626218881703,48.51472967740899"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.3956124555495025,-0.17310173630750258,0.04740685816204875,-0.12078681317531806,0.07920071962015349"
EccentricConnectivityIndexDescriptor,736
AutocorrelationDescriptorPolarizability,"2008.0125754788216,2315.6166734430935,3223.656362462716,3198.691937286397,2599.6885498639094"
