DLiP-ID,T005VL
AATSC4s,0.043511550171309726
AATSC4v,3.08137726104796
AATSC5Z,0.19698620188816288
AATSC5c,-0.001738481128270848
AATSC5d,0.04022558097312998
AATSC5i,0.10984357951257824
AATSC5m,1.0157450333492186
AATSC5p,0.01931323045450521
AATSC5s,-0.06059210592673283
AATSC5v,4.110761160854419
AATSC6Z,0.2143132716049384
AATSC6c,-0.001052195772036736
AATSC6d,0.0046778549382716144
AATSC6i,0.00021540953986027832
AATSC6m,1.0754721137635022
AATSC6p,0.0091015881867487
AATSC6s,-0.026594918124142667
AATSC6v,2.549036298490219
AATSC7Z,0.2626196215939808
AATSC7c,0.004081566188876467
AATSC7d,-0.021229408649280426
AATSC7i,0.0428446659314934
AATSC7m,1.2500033639612527
AATSC7p,0.011299853768784115
AATSC7s,0.0531403268337919
AATSC7v,1.8599923864510828
AATSC8Z,-0.7949245541838132
AATSC8c,-0.0009273413662732193
AATSC8d,-0.08554098079561043
AATSC8i,-0.05029330108803405
AATSC8m,-3.7243414126157437
AATSC8p,-0.009003991864881752
AATSC8s,-0.09768601870903827
AATSC8v,-2.726777010824858
ATS0are,425.7045000000001
ATS1are,465.92490000000004
ATS2are,826.4950000000001
ATS3are,1073.1877000000002
ATS4are,1274.8438
ATS5are,1222.983
ATS6are,1150.3979000000002
ATS7are,1042.9908
ATS8are,999.2719999999999
ATSC0dv,253.7777777777778
ATSC0pe,6.2611111111111075
ATSC0se,3.4924932777777755
ATSC1dv,120.70370370370371
ATSC1pe,0.8073037037037035
ATSC1se,0.2944899467592629
ATSC2dv,96.1975308641976
ATSC2pe,1.2536234567901232
ATSC2se,0.5874315864197581
ATSC3dv,95.55555555555557
ATSC3pe,1.8736444444444453
ATSC3se,1.3101798611111135
ATSC4dv,101.53086419753086
ATSC4pe,2.3036456790123445
ATSC4se,0.9619687044753105
ATSC5dv,23.851851851851865
ATSC5pe,-1.3048259259259256
ATSC5se,-1.0412613425925847
ATSC6dv,-1.9629629629629672
ATSC6pe,-0.9393740740740741
ATSC6se,-0.9699796296296224
ATSC7dv,-23.950617283950617
ATSC7pe,1.0013641975308647
ATSC7se,0.7770041118827277
ATSC8dv,-169.22222222222229
ATSC8pe,-2.8680444444444437
ATSC8se,-1.738373374999988
AXp-0dv,0.6162487982126587
AXp-1dv,0.33422856038090715
AXp-2dv,0.19230982455675777
AXp-3dv,0.10123639116646123
AXp-4dv,0.053111486190238026
AXp-5dv,0.028515979508678294
AXp-6dv,0.014565035484990097
AXp-7dv,0.007555523965411348
BertzCT,1123.3861386255937
ECIndex,913
ETA_eta,38.94567193730797
GATS1dv,0.4756129597197898
GATS1pe,0.7038109671694762
GATS1se,0.7261528727351884
GATS2dv,0.8701742299371586
GATS2pe,0.881293197713868
GATS2se,0.8870571539167179
GATS3dv,0.8245512259194395
GATS3pe,0.805012111801242
GATS3se,0.7380976109092647
GATS4dv,0.9295661262075589
GATS4pe,0.9730053279576706
GATS4se,1.0473757364599747
GATS5dv,1.1218321829607498
GATS5pe,1.3084786001357067
GATS5se,1.4134871873371462
GATS6dv,1.207975317425569
GATS6pe,1.295130836845608
GATS6se,1.454975086327614
GATS7dv,1.3425760888713871
GATS7pe,1.35009186036133
GATS7se,1.5207112783733467
GATS8dv,1.5577446974119475
GATS8pe,1.5261815044858524
GATS8se,1.6697619349589465
LogEE_A,4.478334288569183
LogEE_D,231.86835589902907
MATS1dv,0.45660245183887915
MATS1pe,0.12378179236912161
MATS1se,0.08094800087024848
MATS2dv,0.2006799217059855
MATS2pe,0.1060008351166554
MATS2se,0.08904618221866437
MATS3dv,0.15061295971978986
MATS3pe,0.1197004436557233
MATS3se,0.15005667950144344
MATS4dv,0.13274471983019523
MATS4pe,0.12207789531360531
MATS4se,0.09138988422812203
MATS5dv,0.03317193777686208
MATS5pe,-0.07355352575812936
MATS5se,-0.1052268319616663
MATS6dv,-0.0029006129597197957
MATS6pe,-0.05626242236024849
MATS6se,-0.10414976699469915
MATS7dv,-0.04020767054580876
MATS7pe,0.06813753852454289
MATS7se,0.09478367208697196
MATS8dv,-0.29636115975870797
MATS8pe,-0.20358789312826586
MATS8se,-0.2212202937668887
MAXaaCH,2.072087495236846
MAXaasC,1.1301304659579372
MAXdssC,-0.062346639017814454
MAXsCH3,2.25556913058585
MAXsssN,2.3659490563497667
MDEC-11,1.2045404125613801
MDEC-12,8.02637229170663
MDEC-13,7.615715630688003
MDEC-22,14.51743950226979
MDEC-23,26.596379796109147
MDEC-33,10.328064861835069
MDEN-22,1.3103706971044482
MDEN-23,1.0476828166363115
MDEN-33,0.33333333333333337
MDEO-12,0.14285714285714285
MINaaCH,1.6960747224972583
MINaasC,0.37601455551356344
MINdssC,-0.062346639017814454
MINsCH3,2.1479302416969612
MINsssN,1.92926040298019
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.2142857142857144
SM1_Dzi,1.472516299044842
SM1_Dzm,1.2110320506083252
SM1_Dzp,-4.755497619587395
SM1_Dzv,-2.3946120973331952
SddssSe,0
SpAD_Dt,713.7212055050328
SpAbs_A,45.011407932246684
SpAbs_D,463.73671179805797
SpMAD_A,1.2860402266356192
SpMAD_D,13.249620337087375
SpMax_A,2.445752632830771
SpMax_D,231.86835589902907
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,75.36
TpiPC10,8.934903849132112
VAdjMat,6.247927513443585
VE1_DzZ,5.791539054266675
VE1_Dzi,5.789402878511293
VE1_Dzm,5.791558163794677
VE1_Dzp,5.808019499422167
VE1_Dzv,5.803693757320181
VE2_DzZ,0.16547254440761927
VE2_Dzi,0.16541151081460836
VE2_Dzm,0.16547309039413363
VE2_Dzp,0.16594341426920478
VE2_Dzv,0.16581982163771944
VE3_DzZ,3.0091610372396844
VE3_Dzi,3.0087921249712335
VE3_Dzm,3.009164336793792
VE3_Dzp,3.0120026033507545
VE3_Dzv,3.011257538052215
VR1_DzZ,246.7680965170857
VR1_Dzi,247.19120601070207
VR1_Dzm,246.76586878690503
VR1_Dzp,245.19879356867494
VR1_Dzv,245.4395023353881
VR2_DzZ,7.050517043345305
VR2_Dzi,7.06260588602006
VR2_Dzm,7.050453393911572
VR2_Dzp,7.005679816247856
VR2_Dzv,7.012557209582518
VR3_DzZ,6.7612119836013544
VR3_Dzi,6.762925119055756
VR3_Dzm,6.7612029559342135
VR3_Dzp,6.7548322523523145
VR3_Dzv,6.755813459029554
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.026352313834736494
Xch-6dv,0.11914365746097265
Xch-7dv,0.16468376612941352
Xpc-4dv,2.7217635343195754
Xpc-5dv,3.5794860267869644
Xpc-6dv,4.373201178222292
Zagreb1,182.0
Zagreb2,213.0
fragCpx,254.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,38
nBondsS,57
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,2
AATS0are,5.912562500000002
AATS1are,6.212332000000001
AATS2are,6.07716911764706
AATS3are,5.96215388888889
AATS4are,5.874856221198157
AATS5are,5.995014705882353
AATS6are,5.991655729166667
AATS7are,6.171543195266272
AATS8are,6.168345679012345
AATSC0dv,3.5246913580246915
AATSC0pe,0.08695987654320983
AATSC0se,0.04850685108024688
AATSC1dv,1.6093827160493828
AATSC1pe,0.010764049382716048
AATSC1se,0.003926532623456838
AATSC2dv,0.7073347857661588
AATSC2pe,0.009217819535221494
AATSC2se,0.0043193499001452805
AATSC3dv,0.5308641975308643
AATSC3pe,0.010409135802469141
AATSC3se,0.007278777006172853
AATSC4dv,0.467884166808898
AATSC4pe,0.010615878705126012
AATSC4se,0.004433035504494518
AATSC5dv,0.11692084241103856
AATSC5pe,-0.0063962055192447334
AATSC5se,-0.00510422226761071
AATSC6dv,-0.010223765432098788
AATSC6pe,-0.004892573302469136
AATSC6se,-0.0050519772376542834
AATSC7dv,-0.14171962889911607
AATSC7pe,0.005925231938052454
AATSC7se,0.004597657466761702
AATSC8dv,-1.044581618655693
AATSC8pe,-0.017703978052126194
AATSC8se,-0.010730699845678938
AETA_eta,1.112733483923085
ATSC0are,6.4119652777777745
ATSC1are,0.7806653356481461
ATSC2are,1.193225308641973
ATSC3are,2.224071527777775
ATSC4are,2.253418537808639
ATSC5are,-1.685026620370371
ATSC6are,-1.2911046296296305
ATSC7are,1.1661592785493802
ATSC8are,-3.150873263888889
BCUTZ-1h,8.023660342255749
BCUTZ-1l,5.692511473333078
BCUTc-1h,0.4353249820848613
BCUTc-1l,-0.5080178745084898
BCUTd-1h,3.2114833278749635
BCUTd-1l,0.9778613478722407
BCUTi-1h,14.690865962195925
BCUTi-1l,10.952989845045344
BCUTm-1h,16.011343128180577
BCUTm-1l,11.703647204308632
BCUTp-1h,1.9888257267200105
BCUTp-1l,0.7505248205713516
BCUTs-1h,7.008272688793273
BCUTs-1l,1.1866944892474662
BCUTv-1h,20.89570210082948
BCUTv-1l,14.70171234086038
BalabanJ,1.4003536224766115
Diameter,16
ETA_beta,39.75
GATS1are,0.7071248522997909
GATS2are,0.8993716939665048
GATS3are,0.7842332531519304
GATS4are,0.9931069860265435
GATS5are,1.3656650776278594
GATS6are,1.3521460528980649
GATS7are,1.4073876908211655
GATS8are,1.597632368208212
HybRatio,0.5
Lipinski,True
LogEE_Dt,356.8606027525164
MATS1are,0.11688128206488928
MATS2are,0.09852010873003386
MATS3are,0.13874507620843402
MATS4are,0.11660668887054512
MATS5are,-0.09275085750057138
MATS6are,-0.07550949126145463
MATS7are,0.07748408377825573
MATS8are,-0.2184023238767896
MAXssCH2,1.0850276595997714
MAXsssCH,0.5164477922578152
MINssCH2,0.6171614928748766
MINsssCH,0.3476098087051366
NsssssAs,0
RotRatio,0.21052631578947367
SM1_Dzpe,1.3233629130966955
SM1_Dzse,1.1983045659983018
SMR_VSA1,9.211688121125169
SMR_VSA2,0.0
SMR_VSA3,24.98116159925024
SMR_VSA4,11.835812092322787
SMR_VSA5,52.99925449668848
SMR_VSA6,26.681941200414915
SMR_VSA7,65.17612437949963
SMR_VSA8,0.0
SMR_VSA9,11.58465191687437
SpAD_DzZ,378.36113914324824
SpAD_Dzi,366.99987030580405
SpAD_Dzm,378.4190344725565
SpAD_Dzp,467.699058838305
SpAD_Dzv,440.0022485457429
SpAbs_Dt,713.7212055050328
SpDiam_A,4.8708534268797745
SpDiam_D,329.7191853642665
SpMAD_Dt,20.392034443000938
SpMax_Dt,356.8606027525164
SsssssAs,0
VE1_Dzpe,5.790843063768287
VE1_Dzse,5.7916381412298
VE2_Dzpe,0.1654526589648082
VE2_Dzse,0.16547537546370858
VE3_Dzpe,3.0090408563490643
VE3_Dzse,3.009178146010699
VMcGowan,384.88000000000164
VR1_Dzpe,246.86947837744856
VR1_Dzse,246.75386564008926
VR2_Dzpe,7.053413667927102
VR2_Dzse,7.050110446859693
VR3_Dzpe,6.761622737834599
VR3_Dzse,6.761154312907478
mZagreb1,11.583333333333332
mZagreb2,7.750000000000001
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,66
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.08905507330246909
AATSC1are,0.01040887114197528
AATSC2are,0.00877371550472039
AATSC3are,0.01235595293209875
AATSC4are,0.010384417224924603
AATSC5are,-0.00825993441358025
AATSC6are,-0.006724503279320992
AATSC7are,0.00690035076064722
AATSC8are,-0.019449834962277094
AETA_beta,1.1357142857142857
BCUTdv-1h,6.022487145232112
BCUTdv-1l,0.9871407504642054
BCUTpe-1h,3.492466583251389
BCUTpe-1l,2.2421964465209725
BCUTse-1h,3.7051805069567894
BCUTse-1l,2.4381414708256597
ETA_alpha,16.666666666666668
ETA_dBeta,-4.75
ETA_eta_B,0.5636379164250194
ETA_eta_F,31.92154884795223
ETA_eta_L,9.570336808011074
ETA_eta_R,70.8672207852602
ETA_psi_1,0.5945303210463735
LabuteASA,208.11680830981655
LogEE_DzZ,189.15355926283587
LogEE_Dzi,183.42333635977414
LogEE_Dzm,189.18256491127207
LogEE_Dzp,233.30604397691394
LogEE_Dzv,219.7274543188905
PEOE_VSA1,9.317060667903824
PEOE_VSA2,9.694446914922299
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,10.197363616602075
PEOE_VSA6,64.44760576399655
PEOE_VSA7,48.91839737270759
PEOE_VSA8,25.676110046885686
PEOE_VSA9,5.693927994848461
SM1_Dzare,1.4997673336435549
SpAD_Dzpe,375.6133744172321
SpAD_Dzse,378.75313432653684
SpAbs_DzZ,377.3025345650543
SpAbs_Dzi,365.7797853723097
SpAbs_Dzm,377.363084013617
SpAbs_Dzp,471.36758557341545
SpAbs_Dzv,441.8495207351143
SpDiam_Dt,470.0802093285397
SpMAD_DzZ,10.810318261235665
SpMAD_Dzi,10.48571058016583
SpMAD_Dzm,10.811972413501614
SpMAD_Dzp,13.362830252523
SpMAD_Dzv,12.571492815592654
SpMax_DzZ,189.15355926283587
SpMax_Dzi,183.42333635977414
SpMax_Dzm,189.18256491127207
SpMax_Dzp,233.30604397691394
SpMax_Dzv,219.7274543188905
VE1_Dzare,5.789705930188252
VE2_Dzare,0.16542016943395008
VE3_Dzare,3.0088444695310845
VR1_Dzare,247.01807718692936
VR2_Dzare,7.057659348197982
VR3_Dzare,6.762224489436925
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4761904761904762
AETA_dBeta,-0.1357142857142857
AETA_eta_B,0.016103940469286267
AETA_eta_F,0.9120442527986352
AETA_eta_L,0.2734381945146021
AETA_eta_R,2.02477773672172
BCUTare-1h,3.5467655400425917
BCUTare-1l,2.192284937024665
ETA_beta_s,22.25
ETA_dPsi_A,0.11946967895362648
ETA_dPsi_B,0.0
ETA_eta_BR,0.9076379164250193
ETA_eta_FL,7.280238837937002
ETA_eta_RL,16.850575645948076
LogEE_Dzpe,187.77336571085485
LogEE_Dzse,189.35041579924643
PEOE_VSA10,6.263162995639057
PEOE_VSA11,11.387855989696922
PEOE_VSA12,5.890723922025908
PEOE_VSA13,5.907179729351506
SlogP_VSA1,0.0
SlogP_VSA2,63.61212335816461
SlogP_VSA3,12.841643245852019
SlogP_VSA4,11.835812092322787
SlogP_VSA5,61.42506657885123
SlogP_VSA6,47.07851634346207
SlogP_VSA7,0.0
SlogP_VSA8,11.58465191687437
SlogP_VSA9,0.0
SpAD_Dzare,371.8470816887993
SpAbs_Dzpe,374.4712939620036
SpAbs_Dzse,377.70705383533357
SpDiam_DzZ,266.0434611634288
SpDiam_Dzi,256.4445641125624
SpDiam_Dzm,266.09017269212404
SpDiam_Dzp,332.6901275677362
SpDiam_Dzv,313.04490608083813
SpMAD_Dzpe,10.731810697635202
SpMAD_Dzse,10.821518123615338
SpMax_Dzpe,187.77336571085485
SpMax_Dzse,189.35041579924643
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6357142857142857
AETA_eta_BR,0.025932511897857696
AETA_eta_FL,0.2080068239410572
AETA_eta_RL,0.48144501845565935
DetourIndex,6057
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,54.66656726794473
EState_VSA4,36.20723063000705
EState_VSA5,0.0
EState_VSA6,6.263162995639057
EState_VSA7,29.165378004696915
EState_VSA8,66.95660678676266
EState_VSA9,4.417150937053347
ETA_beta_ns,17.5
ETA_shape_p,0.16999999999999996
ETA_shape_x,0.0
ETA_shape_y,0.34800000000000003
GhoseFilter,False
LogEE_Dzare,185.8834733145858
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,370.57086364234436
SpDiam_Dzpe,263.7748401766383
SpDiam_Dzse,266.3668439517765
SpMAD_Dzare,10.624202333965693
SpMax_Dzare,185.8834733145858
TopoPSA(NO),75.36
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.796714830668585
VSA_EState9,66.36995183599807
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.023809523809523777
FilterItLogS,-7.064365952674973
SpDiam_Dzare,260.7015727856859
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5435185185185176
ETA_epsilon_2,0.8009523809523807
ETA_epsilon_3,0.4414141414141403
ETA_epsilon_4,0.5087301587301576
ETA_epsilon_5,0.8009523809523807
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.10210437710437731
ETA_dEpsilon_B,0.034788359788360035
ETA_dEpsilon_C,-0.06731601731601727
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7142857142857143
MDEDescriptor,"1.2045404125613801,8.02637229170663,7.615715630688003,0.0,14.51743950226979,26.596379796109147,0.0,10.328064861835069,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.3103706971044482,1.0476828166363115,0.33333333333333337"
APolDescriptor,81.05534099999997
BCUTDescriptor,"11.993242732968014,15.995933887011255,-0.33746098660066604,0.2541534476261208,5.681140309527255,10.990574828708718"
BPolDescriptor,49.92265899999999
TPSADescriptor,75.36
ALOGPDescriptor,"3.2224000000000013,10.383861760000007,141.4727"
XLogPDescriptor,4.409999999999999
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,475.2947257200001
ChiPathDescriptor,"24.949018510446816,16.850575645948076,15.26443086603316,12.595249858257873,10.276269314868392,8.018849269302324,5.734903554026034,4.349174492475498,21.568707937443055,12.700685294474471,10.192420701508162,6.985310990485825,4.726922270931188,3.1367577459546134,1.8206294356237624,1.1182175468808797"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3895195511812306,0.5290788054521521,0.0,0.0,0.026352313834736494,0.11914365746097264,0.16468376612941352"
AtomCountDescriptor,72
BondCountDescriptor,38
SmallRingDescriptor,"4,3,4,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.419183385091208,0.0,0.5209829429477049,0.0,1.5666762014314342,0.0,0.2167060652401222,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,9,2,7,4,2,0"
ZagrebIndexDescriptor,182.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.77
WeightedPathDescriptor,"71.19292744361427,2.034083641246122,21.82679780265621,5.699367414992976,16.127430387663217"
FractionalPSADescriptor,0.15855425259735614
WienerNumbersDescriptor,"3899.0,55.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.387389843473125,8.434662334719313,11.279088924368564,2.7217635343195745,3.5794860267869644,4.087501107606648"
FractionalCSP3Descriptor,0.5
KierHallSmartsDescriptor,"0,0,0,0,0,0,5,0,6,0,0,7,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"28.019390581717452,13.181203275186899,7.3127494223902545"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,4435.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.5
AutocorrelationDescriptorMass,"38.34883957746429,41.01807556447861,57.595928123237556,60.67532524861036,61.47834659036865"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.5888206303790465,-0.3120821196738577,-0.14001910081649618,0.23075243750820332,0.018086778299939682"
EccentricConnectivityIndexDescriptor,913
AutocorrelationDescriptorPolarizability,"2450.118343842687,2854.0965047906375,3955.4137522341102,4085.308921739005,3966.6812945873407"
