DLiP-ID,C002AB
AATSC3s,-0.08256246911106488
AATSC3v,-5.263358888023284
AATSC4Z,1.3082063711911354
AATSC4c,0.0018728616401988973
AATSC4d,-0.019563711911357338
AATSC4i,-0.4029857540193639
AATSC4m,6.062924465763243
AATSC4p,-0.04302709409004707
AATSC4s,-0.0151922455973053
AATSC4v,-2.799906549417341
AATSC5Z,0.7230446212749445
AATSC5c,-0.002065679888269027
AATSC5d,-0.05813645746952026
AATSC5i,-0.155177702820972
AATSC5m,3.5490036162991543
AATSC5p,0.01058317910280562
AATSC5s,0.012421334108801786
AATSC5v,4.0455444445069295
AATSC6Z,-0.700401857126136
AATSC6c,-0.000280763481446537
AATSC6d,-0.0686278334828918
AATSC6i,0.000242328114073597
AATSC6m,-3.303672999328372
AATSC6p,-0.03717936409319038
AATSC6s,0.1613045713019424
AATSC6v,-9.128907038207085
AATSC7Z,0.40419364898827825
AATSC7c,0.0020718985695265665
AATSC7d,-0.0022013905450275896
AATSC7i,-0.06822797958450942
AATSC7m,2.242092970407264
AATSC7p,-0.03496600151604276
AATSC7s,0.36617070315188244
AATSC7v,-3.8944015549831725
AATSC8Z,-0.8382936288088636
AATSC8c,-0.000829531912640764
AATSC8d,0.003567867036011092
AATSC8i,0.0228967941443396
AATSC8m,-3.801545526422785
AATSC8p,-0.005055076431565149
AATSC8s,-0.1637347429049606
AATSC8v,0.9007238631831856
ATS0are,374.2530000000001
ATS1are,395.30800000000005
ATS2are,716.1916
ATS3are,884.9779
ATS4are,964.3173999999999
ATS5are,944.533
ATS6are,872.1088000000002
ATS7are,913.5699999999998
ATS8are,757.7575999999999
ATSC0dv,261.7816764132554
ATSC0pe,10.382750877192978
ATSC0se,6.341091508771927
ATSC1dv,70.20830340959611
ATSC1pe,-0.28748602646968424
ATSC1se,-0.33366693044013523
ATSC2dv,52.30053691734207
ATSC2pe,6.272183410280084
ATSC2se,4.329198114804557
ATSC3dv,-50.61205157142368
ATSC3pe,-3.053658325638656
ATSC3se,-1.6114918639581413
ATSC4dv,-1.0986628364283095
ATSC4pe,1.5921413973530347
ATSC4se,1.4907258350261587
ATSC5dv,6.505830853937961
ATSC5pe,0.24723705755617234
ATSC5se,-0.346887752231458
ATSC6dv,5.387948428576326
ATSC6pe,2.006357463835029
ATSC6se,1.6181789956909804
ATSC7dv,115.11247905338396
ATSC7pe,6.7040073253308705
ATSC7se,3.8241894241304992
ATSC8dv,-17.603091549536607
ATSC8pe,-1.55333437980917
ATSC8se,-0.9851202560787939
AXp-0dv,0.5692422051375337
AXp-1dv,0.313389712629073
AXp-2dv,0.17609763055605757
AXp-3dv,0.1031394525502517
AXp-4dv,0.05683735388838789
AXp-5dv,0.03183097145351782
AXp-6dv,0.017413165696313376
AXp-7dv,0.009649960039679658
BertzCT,1375.3672915868563
ECIndex,1102
ETA_eta,33.45887112721753
GATS1dv,0.4457614038394352
GATS1pe,0.5747856043444195
GATS1se,0.6107980240588786
GATS2dv,0.7753190555624704
GATS2pe,0.4974990958955202
GATS2se,0.47025097118405634
GATS3dv,0.9121674811853832
GATS3pe,0.8386949341632006
GATS3se,0.8037827723547801
GATS4dv,0.8247012152441655
GATS4pe,0.5613416009819254
GATS4se,0.47606990781065833
GATS5dv,0.9005629724459471
GATS5pe,0.7255576258678156
GATS5se,0.6999247885980311
GATS6dv,0.815000177244083
GATS6pe,0.5651217465640919
GATS6se,0.4928619154476645
GATS7dv,0.7340764756814567
GATS7pe,0.5172960764366128
GATS7se,0.4796236378667962
GATS8dv,0.988779841243838
GATS8pe,0.9298283387697005
GATS8se,0.8828118137478442
LogEE_A,4.475519437804476
LogEE_D,247.01100376367063
MATS1dv,0.2506076098757631
MATS1pe,-0.025873151241685884
MATS1se,-0.04916931592793443
MATS2dv,0.10447569299891525
MATS2pe,0.3159036715415987
MATS2se,0.35701938522946
MATS3dv,-0.07760705595060824
MATS3pe,-0.11805775482557494
MATS3se,-0.10201184631053838
MATS4dv,-0.0014951338108925283
MATS4pe,0.05462910355028799
MATS4se,0.0837507356570101
MATS5dv,0.00902274589291163
MATS5pe,0.008645225699772675
MATS5se,-0.01986095598383341
MATS6dv,0.008261724276587206
MATS6pe,0.07756796350435144
MATS6se,0.10243516005468176
MATS7dv,0.16598967354120844
MATS7pe,0.24373615448797253
MATS7se,0.22765295079212608
MATS8dv,-0.03066299313446616
MATS8pe,-0.06822088727457547
MATS8se,-0.07084187890215907
MAXaaCH,2.117445076513265
MAXaaNH,3.1227401142943223
MAXaaaC,1.0824410368041566
MAXaasC,1.2457176720298322
MAXsCH3,2.092484080462248
MAXssNH,3.4420800596435033
MAXsssN,2.408531822164127
MDEC-12,2.182231548411425
MDEC-13,2.1871795076035325
MDEC-14,0.07142857142857142
MDEC-22,12.646634286428482
MDEC-23,25.47871016438782
MDEC-24,1.5465101217181751
MDEC-33,9.358394931452679
MDEC-34,1.3277973885406726
MDEN-12,0.4221068126374527
MDEN-13,0.12499999999999997
MDEN-22,1.0962586663483196
MDEN-23,0.6865890479690392
MINaaCH,1.408055659275481
MINaaNH,3.1227401142943223
MINaaaC,0.5734867501265513
MINaasC,0.2477046370197269
MINsCH3,2.092484080462248
MINssNH,3.4420800596435033
MINsssN,2.408531822164127
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4821428571428577
SM1_Dzi,2.325706598025719
SM1_Dzm,2.5837266920784776
SM1_Dzp,-8.679566981647088
SM1_Dzv,-3.3983478901912267
SddssSe,0
SpAD_Dt,872.9941012227334
SpAbs_A,43.7313560683996
SpAbs_D,494.02200752734154
SpMAD_A,1.2862163549529293
SpMAD_D,14.530059044921806
SpMax_A,2.4592680308194423
SpMax_D,247.01100376367063
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,108.86999999999999
TpiPC10,9.08333762131436
VAdjMat,6.247927513443585
VE1_DzZ,5.754292061382873
VE1_Dzi,5.749783933376718
VE1_Dzm,5.754865978802553
VE1_Dzp,5.7371129600555575
VE1_Dzv,5.7547313174992105
VE2_DzZ,0.1692438841583198
VE2_Dzi,0.16911129215813878
VE2_Dzm,0.16926076408242804
VE2_Dzp,0.16873861647222227
VE2_Dzv,0.16925680345585914
VE3_DzZ,2.9737214534374123
VE3_Dzi,2.9729377089213
VE3_Dzm,2.9738211857407055
VE3_Dzp,2.9707315467910034
VE3_Dzv,2.97379778591187
VR1_DzZ,234.31530134535396
VR1_Dzi,234.93633126839242
VR1_Dzm,234.2253942682787
VR1_Dzp,236.91399082275063
VR1_Dzv,234.62525438173563
VR2_DzZ,6.89162651015747
VR2_Dzi,6.909892096129189
VR2_Dzm,6.888982184361138
VR2_Dzp,6.968058553610312
VR2_Dzv,6.900742775933401
VR3_DzZ,6.680443081641782
VR3_Dzi,6.683089978285104
VR3_Dzm,6.680059306746578
VR3_Dzp,6.691472598969348
VR3_Dzv,6.681765010733787
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.12447273947267005
Xch-6dv,0.3029571822338132
Xch-7dv,0.4210685624705779
Xpc-4dv,2.709567441533569
Xpc-5dv,3.86428483943738
Xpc-6dv,4.844329295099586
Zagreb1,188.0
Zagreb2,222.0
fragCpx,322.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,2
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,20
nBondsD,0
nBondsM,21
nBondsO,38
nBondsS,40
nBondsT,1
nFARing,0
nFHRing,2
nFaRing,2
nHetero,10
naHRing,3
AATS0are,6.56584210526316
AATS1are,6.480459016393444
AATS2are,6.570565137614679
AATS3are,6.232238732394366
AATS4are,6.026983749999999
AATS5are,6.016133757961784
AATS6are,6.141611267605636
AATS7are,6.050132450331125
AATS8are,6.062060799999999
AATSC0dv,4.592660989706236
AATSC0pe,0.1821535241612803
AATSC0se,0.11124721945213907
AATSC1dv,1.1509557935999362
AATSC1pe,-0.0047128856798308895
AATSC1se,-0.005469949679346479
AATSC2dv,0.4798214396086429
AATSC2pe,0.05754296706678976
AATSC2se,0.039717413897289514
AATSC3dv,-0.3564228983903076
AATSC3pe,-0.021504636096046872
AATSC3se,-0.011348534253226347
AATSC4dv,-0.006866642727676934
AATSC4pe,0.009950883733456466
AATSC4se,0.009317036468913492
AATSC5dv,0.041438413082407394
AATSC5pe,0.0015747583283832634
AATSC5se,-0.00220947612886279
AATSC6dv,0.03794329879279103
AATSC6pe,0.01412927791433119
AATSC6se,0.011395626730218171
AATSC7dv,0.7623342983667812
AATSC7pe,0.044397399505502456
AATSC7se,0.02532575777569867
AATSC8dv,-0.14082473239629287
AATSC8pe,-0.012426675038473362
AATSC8se,-0.007880962048630352
AETA_eta,0.9840844449181626
ATSC0are,11.675147368421047
ATSC1are,-0.4395191135734061
ATSC2are,7.377809418282548
ATSC3are,-3.0580180055401662
ATSC4are,1.0165512465373867
ATSC5are,-0.17064099722992537
ATSC6are,2.6860188365650917
ATSC7are,7.649700831024919
ATSC8are,-1.7159933518005577
BCUTZ-1h,16.004505592327643
BCUTZ-1l,5.669076420296781
BCUTc-1h,0.48531462860016117
BCUTc-1l,-0.3919325702483489
BCUTd-1h,4.017081547285288
BCUTd-1l,0.9113205383689876
BCUTi-1h,17.430705936307938
BCUTi-1l,10.311263278989905
BCUTm-1h,32.062246748680806
BCUTm-1l,11.680581295357724
BCUTp-1h,2.936611093795921
BCUTp-1l,0.5269837684384301
BCUTs-1h,8.007391886343562
BCUTs-1l,0.6047782596997315
BCUTv-1h,24.440726611907976
BCUTv-1l,13.302784061158528
BalabanJ,1.0679165955990362
Diameter,19
ETA_beta,42.25
GATS1are,0.5893342257106563
GATS2are,0.49006944811667325
GATS3are,0.8161301211830736
GATS4are,0.5567492893136027
GATS5are,0.7131895956272915
GATS6are,0.5284609230387802
GATS7are,0.4870192223382578
GATS8are,0.9054877053281869
HybRatio,0.391304347826087
Lipinski,False
LogEE_Dt,436.4970506113667
MATS1are,-0.035177130971728865
MATS2are,0.3304558306409607
MATS3are,-0.10513908142604568
MATS4are,0.031018570485754893
MATS5are,-0.005306353916356215
MATS6are,0.09234921202487349
MATS7are,0.24733181705666313
MATS8are,-0.0670221063365369
MAXssCH2,0.9117746019946598
MAXsssCH,0.20069790846779467
MAXssssC,-4.23936474793901
MINssCH2,-0.9467818113813466
MINsssCH,0.20069790846779467
MINssssC,-4.23936474793901
NsssssAs,0
RotRatio,0.13157894736842105
SM1_Dzpe,2.05662261737082
SM1_Dzse,1.853434062832132
SMR_VSA1,13.171245143024459
SMR_VSA2,5.261891554738487
SMR_VSA3,19.8518452936921
SMR_VSA4,0.0
SMR_VSA5,44.94909782097267
SMR_VSA6,18.406301415831482
SMR_VSA7,52.290766520554726
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,392.48027869111564
SpAD_Dzi,386.7051720789873
SpAD_Dzm,392.0186193554622
SpAD_Dzp,530.6543519553047
SpAD_Dzv,479.07035017482133
SpAbs_Dt,872.9941012227335
SpDiam_A,4.8328154890966
SpDiam_D,385.05301062816403
SpMAD_Dt,25.67629709478628
SpMax_Dt,436.4970506113667
SsssssAs,0
VE1_Dzpe,5.752681703556019
VE1_Dzse,5.752829197894478
VE2_Dzpe,0.1691965206928241
VE2_Dzse,0.1692008587616023
VE3_Dzpe,2.973441560935654
VE3_Dzse,2.9734671998385647
VMcGowan,333.23000000000127
VR1_Dzpe,234.5692550784235
VR1_Dzse,234.56788509369954
VR2_Dzpe,6.899095737600692
VR2_Dzse,6.8990554439323395
VR3_Dzpe,6.68152630673172
VR3_Dzse,6.681520466287182
mZagreb1,10.534722222222221
mZagreb2,7.180555555555556
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,2
n9FaRing,2
n9aHRing,0
nBondsKD,8
nBondsKS,52
nFAHRing,0
nFaHRing,2
nG12Ring,0
AATSC0are,0.20482714681440434
AATSC1are,-0.007205231370055838
AATSC2are,0.067686324938372
AATSC3are,-0.02153533806718427
AATSC4are,0.006353445290858667
AATSC5are,-0.001086885332674684
AATSC6are,0.01891562560961332
AATSC7are,0.050660270404138535
AATSC8are,-0.013727946814404462
AETA_beta,1.2426470588235294
BCUTdv-1h,7.014088462621079
BCUTdv-1l,0.6531748728994836
BCUTpe-1h,4.007170470922949
BCUTpe-1l,2.2182419067263313
BCUTse-1h,4.030607483099531
BCUTse-1l,2.4141135137906273
ETA_alpha,16.090476190476195
ETA_dBeta,-3.25
ETA_eta_B,0.6280740645319938
ETA_eta_F,31.884715803776565
ETA_eta_L,8.391507312613827
ETA_eta_R,65.34358693099409
ETA_psi_1,0.5397763578274763
LabuteASA,197.98311777684586
LogEE_DzZ,196.11021303280447
LogEE_Dzi,193.42098917472973
LogEE_Dzm,195.8848991167639
LogEE_Dzp,263.95126443348596
LogEE_Dzv,239.2272550061833
PEOE_VSA1,10.30076712495354
PEOE_VSA2,4.899909730850478
PEOE_VSA3,9.967957041894417
PEOE_VSA4,18.433136697762947
PEOE_VSA5,11.336785877934737
PEOE_VSA6,6.06636706846161
PEOE_VSA7,49.09138463432146
PEOE_VSA8,41.45618217266804
PEOE_VSA9,11.807045837390806
SM1_Dzare,2.260148058040627
SpAD_Dzpe,395.5948915474851
SpAD_Dzse,399.0404198727292
SpAbs_DzZ,390.3201110661764
SpAbs_Dzi,384.6083458326998
SpAbs_Dzm,389.7686622965258
SpAbs_Dzp,536.6374520200486
SpAbs_Dzv,481.85285790255773
SpDiam_Dt,631.8611619615713
SpMAD_DzZ,11.543537608562225
SpMAD_Dzi,11.37368153173492
SpMAD_Dzm,11.529959392807712
SpMAD_Dzp,15.607480939861903
SpMAD_Dzv,14.090304416906509
SpMax_DzZ,196.11021303280447
SpMax_Dzi,193.42098917472973
SpMax_Dzm,195.8848991167639
SpMax_Dzp,263.95126443348596
SpMax_Dzv,239.2272550061833
VE1_Dzare,5.752139419472385
VE2_Dzare,0.1691805711609525
VE3_Dzare,2.973347290181118
VR1_Dzare,234.62246964991093
VR2_Dzare,6.9006608720562035
VR3_Dzare,6.681753141813887
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,2
nAromAtom,18
nAromBond,20
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4732492997198881
AETA_dBeta,-0.09558823529411764
AETA_eta_B,0.018472766603882168
AETA_eta_F,0.9377857589346048
AETA_eta_L,0.24680903860628903
AETA_eta_R,1.9218702038527675
BCUTare-1h,4.124548343267835
BCUTare-1l,2.168447130747045
ETA_beta_s,22.75
ETA_dPsi_A,0.17422364217252362
ETA_dPsi_B,0.0
ETA_eta_BR,1.0580740645319937
ETA_eta_FL,7.894632185227275
ETA_eta_RL,16.286139497841102
LogEE_Dzpe,197.85793467425344
LogEE_Dzse,199.5747227029185
PEOE_VSA10,28.738728579860872
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,45.15949745210869
SlogP_VSA3,12.965578028838586
SlogP_VSA4,18.254850067221383
SlogP_VSA5,34.53962141779577
SlogP_VSA6,30.59278834861098
SlogP_VSA7,0.0
SlogP_VSA8,21.11954556616642
SlogP_VSA9,0.0
SpAD_Dzare,391.70474480865676
SpAbs_Dzpe,393.6995807626363
SpAbs_Dzse,397.3259995018253
SpDiam_DzZ,313.147843492859
SpDiam_Dzi,305.72107495332676
SpDiam_Dzm,312.926788870666
SpDiam_Dzp,417.74268445104457
SpDiam_Dzv,381.24906648195883
SpMAD_Dzpe,11.635143869043679
SpMAD_Dzse,11.736482937433212
SpMax_Dzpe,197.85793467425344
SpMax_Dzse,199.5747227029185
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6691176470588235
AETA_eta_BR,0.03111982542741158
AETA_eta_FL,0.23219506427139044
AETA_eta_RL,0.47900410287767947
DetourIndex,7260
EState_VSA1,12.597120140369483
EState_VSA2,10.918988022849259
EState_VSA3,21.728411406768853
EState_VSA4,54.71562327360553
EState_VSA5,17.454223058158533
EState_VSA6,6.06636706846161
EState_VSA7,12.13273413692322
EState_VSA8,44.227959478642944
EState_VSA9,5.261891554738487
ETA_beta_ns,19.5
ETA_shape_p,0.10920390648120742
ETA_shape_x,0.031074282332050892
ETA_shape_y,0.33560224918614967
GhoseFilter,False
LogEE_Dzare,195.9188473472119
SlogP_VSA10,18.98910792085949
SlogP_VSA11,0.0
SpAbs_Dzare,389.63496105386105
SpDiam_Dzpe,313.71847591652585
SpDiam_Dzse,316.66555511778256
SpMAD_Dzare,11.520727788489905
SpMax_Dzare,195.9188473472119
TopoPSA(NO),80.63
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,38.37367844250219
VSA_EState9,46.4754551356264
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5735294117647058
EState_VSA10,13.171245143024459
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.026750700280111898
FilterItLogS,-7.797628112243599
SpDiam_Dzare,310.40466732400625
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6440267335004168
ETA_epsilon_2,0.8767507002801117
ETA_epsilon_3,0.4446808510638289
ETA_epsilon_4,0.5841959972394742
ETA_epsilon_5,0.8447089947089945
AETA_beta_ns_d,0.014705882352941176
ETA_dEpsilon_A,0.19934588243658796
ETA_dEpsilon_B,0.059830736260942596
ETA_dEpsilon_C,-0.13951514617564537
ETA_dEpsilon_D,0.032041705571117185
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.7647058823529411
MDEDescriptor,"0.0,2.182231548411425,2.1871795076035325,0.07142857142857142,12.646634286428482,25.47871016438782,1.5465101217181751,9.358394931452679,1.3277973885406726,0.0,0.0,0.0,0.0,0.0,0.4221068126374527,0.12499999999999997,1.0962586663483196,0.6865890479690392,0.0"
APolDescriptor,68.74723899999998
BCUTDescriptor,"11.85,31.972072770609543,-0.2986801507924034,0.39385070701106667,3.603636482238761,11.202081855154043"
BPolDescriptor,37.632760999999995
TPSADescriptor,108.86999999999998
ALOGPDescriptor,"3.8572000000000015,14.877991840000012,124.72439999999996"
XLogPDescriptor,4.505000000000002
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,484.1657005800001
ChiPathDescriptor,"23.871668241257186,16.286139497841106,15.941446851319983,12.493544167383357,10.885493090839914,8.840570024783124,6.471194561969352,4.816065077815089,19.354234974676146,11.908809079904774,9.861467311139227,7.426040583618125,5.626898034950401,3.947040460236206,2.4204300317875598,1.5536435663884245"
ChiChainDescriptor,"0.0,0.0,0.19245008972987526,0.5902069087198859,1.0534403765003695,0.0,0.0,0.12447273947267004,0.3029571822338132,0.4210685624705778"
AtomCountDescriptor,57
BondCountDescriptor,38
SmallRingDescriptor,"5,4,3,2,0,0,2,3,0,0,0"
ChiClusterDescriptor,"3.5084390360799977,0.35355339059327373,0.37891661022870776,0.0,1.4395413403710242,0.019090088708030313,0.16361466282697015,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,2,7,4,5,4,0,0"
ZagrebIndexDescriptor,188.0
LargestChainDescriptor,20
MannholdLogPDescriptor,2.9999999999999996
WeightedPathDescriptor,"70.15246675832003,2.063307845832942,28.744234518308776,0.0,18.488421322476405"
FractionalPSADescriptor,0.22486103387658515
WienerNumbersDescriptor,"4059.0,53.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.432935335538411,9.145120613694708,12.294556945179696,2.709567441533569,3.8642848394373783,4.489302993781291"
FractionalCSP3Descriptor,0.375
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,6,0,0,5,1,0,1,0,5,4,1,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.641274238227147,10.775510204081632,6.1234567901234565"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,20
FragmentComplexityDescriptor,2599.1
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.391304347826087
AutocorrelationDescriptorMass,"46.79376726323684,45.07910894184676,72.25462437028321,62.93978411357842,68.35548913993418"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.7133112236502528,-0.4226564480738326,0.10487208821118567,-0.12040829988647432,0.21552232579232283"
EccentricConnectivityIndexDescriptor,1102
AutocorrelationDescriptorPolarizability,"2517.22977880155,3022.210855696727,4351.689841184205,4129.066866959181,3665.7451562096135"
