DLiP-ID,C000UQ
AATSC6p,-0.02809794150772122
AATSC6s,-1.3117319630591968
AATSC6v,-8.408735844125875
AATSC7Z,0.041076640363203694
AATSC7c,-0.0009730614552736443
AATSC7d,-0.1625229704896768
AATSC7i,-0.08419163771281282
AATSC7m,-0.08056808101827904
AATSC7p,-0.038745884460766974
AATSC7s,-0.8992498623587057
AATSC7v,-6.2130622683639105
AATSC8Z,0.8017871941772055
AATSC8c,0.006185945381944903
AATSC8d,0.22671422909235037
AATSC8i,0.2483208490741772
AATSC8m,3.568496052210554
AATSC8p,0.05805124678471156
AATSC8s,1.341692447070194
AATSC8v,4.577135173640991
ATS0are,212.02340000000004
ATS1are,206.61
ATS2are,331.1
ATS3are,413.8655999999999
ATS4are,494.48799999999994
ATS5are,497.32399999999996
ATS6are,317.0729
ATS7are,307.50600000000003
ATS8are,238.3979999999999
ATSC0dv,151.44061302681993
ATSC0pe,5.779131034482756
ATSC0se,4.605395172413791
ATSC1dv,-0.6090632844497295
ATSC1pe,1.5618368608799074
ATSC1se,1.5988903043995224
ATSC2dv,45.55423437706437
ATSC2pe,2.0012072532699188
ATSC2se,1.7256908870392365
ATSC3dv,61.01202272427006
ATSC3pe,0.4480991676575531
ATSC3se,-0.512544644470872
ATSC4dv,-61.581054300436
ATSC4pe,-2.6459486325802657
ATSC4se,-2.4915142663495793
ATSC5dv,-47.217598097502986
ATSC5pe,-1.5970822829964408
ATSC5se,-0.6404623804993972
ATSC6dv,-78.03989959043467
ATSC6pe,-2.8921526753864426
ATSC6se,-2.071970894173604
ATSC7dv,-10.247060377857041
ATSC7pe,-0.09590915576694278
ATSC7se,-0.2718238478002387
ATSC8dv,12.797463337296875
ATSC8pe,0.5493233055885849
ATSC8se,0.6455700796670643
AXp-0dv,0.5348794825134525
AXp-1dv,0.3257117351474514
AXp-2dv,0.18530286690723172
AXp-3dv,0.11063613519918816
AXp-4dv,0.06431736918465233
AXp-5dv,0.03598987226933908
AXp-6dv,0.022771088381977972
AXp-7dv,0.012784517308852574
BertzCT,767.6462252527616
ECIndex,278
ETA_eta,11.901244564344422
GATS1dv,0.558096780178448
GATS1pe,0.28918303750076574
GATS1se,0.2531432713924884
GATS2dv,0.49903439086508455
GATS2pe,0.467382838449244
GATS2se,0.5038698627282175
GATS3dv,0.6186226134532925
GATS3pe,0.6924001106509042
GATS3se,0.7675964322021445
GATS4dv,1.16342333118037
GATS4pe,1.2169547868886574
GATS4se,1.2568853207012491
GATS5dv,1.298409591155189
GATS5pe,1.42879612016602
GATS5se,1.4212957721213937
GATS6dv,1.1977718573795124
GATS6pe,1.196730239944147
GATS6se,1.1550421173773708
GATS7dv,1.054718873192789
GATS7pe,0.9989988841051047
GATS7se,0.9766781261715765
GATS8dv,1.3894835620282162
GATS8pe,1.3111208845634974
GATS8se,1.2192025582062425
LogEE_A,3.959401094836788
LogEE_D,82.49006103433074
MATS1dv,-0.003887736342323199
MATS1pe,0.2612461325371278
MATS1se,0.33560506819862274
MATS2dv,0.1817369157853903
MATS2pe,0.2092118535300621
MATS2se,0.22638771959564244
MATS3dv,0.18844272369514228
MATS3pe,0.03626752373639762
MATS3se,-0.052056037549769216
MATS4dv,-0.17341786939944223
MATS4pe,-0.19525760240490445
MATS4se,-0.2307201694941244
MATS5dv,-0.14127963239386734
MATS5pe,-0.12522261654299605
MATS5se,-0.0630151171178833
MATS6dv,-0.3248736659854053
MATS6pe,-0.31549961963124096
MATS6se,-0.28363310233706823
MATS7dv,-0.044596652146113226
MATS7pe,-0.010938124137936872
MATS7se,-0.03890146670418039
MATS8dv,0.07426182075779812
MATS8pe,0.08353135784714809
MATS8se,0.12318577226939605
MAXaaCH,1.3160311161501637
MAXaasC,-0.5793518518518515
MAXddsN,-0.8455787037037039
MDEC-22,8.491618109291636
MDEC-23,11.164895609124958
MDEC-33,2.94168275343288
MDEN-33,0.16666666666666669
MDEO-11,3.178902889334306
MINaaCH,1.029421296296296
MINaasC,-0.6290268329554041
MINddsN,-0.8455787037037039
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4107142857142856
SM1_Dzi,1.4024037909153106
SM1_Dzm,2.405952533989476
SM1_Dzp,-7.105991291364067
SM1_Dzv,-2.875037249663544
SddssSe,0
SpAD_Dt,304.8499494587453
SpAbs_A,25.923559438738042
SpAbs_D,164.98012206866147
SpMAD_A,1.2344552113684781
SpMAD_D,7.856196288983881
SpMax_A,2.485533725448345
SpMax_D,82.49006103433074
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,128.8
TpiPC10,8.112298233241706
VAdjMat,5.459431618637297
VE1_DzZ,4.491450169733805
VE1_Dzi,4.53158637562261
VE1_Dzm,4.491388564689975
VE1_Dzp,4.406782091387711
VE1_Dzv,4.472899135629158
VE2_DzZ,0.2138785795111336
VE2_Dzi,0.2157898274106005
VE2_Dzm,0.21387564593761788
VE2_Dzp,0.20984676625655768
VE2_Dzv,0.2129951969347218
VE3_DzZ,2.2441129720064796
VE3_Dzi,2.2530094162151344
VE3_Dzm,2.2440992558426585
VE3_Dzp,2.225082083346245
VE3_Dzv,2.2399741193235974
VR1_DzZ,111.74237213703134
VR1_Dzi,108.3665015971695
VR1_Dzm,111.74848225829615
VR1_Dzp,118.35094768969074
VR1_Dzv,113.63619761725568
VR2_DzZ,5.321065339858635
VR2_Dzi,5.160309599865214
VR2_Dzm,5.321356298014102
VR2_Dzp,5.635759413794797
VR2_Dzv,5.411247505583604
VR3_DzZ,5.458133317611754
VR3_Dzi,5.427456360120224
VR3_Dzm,5.458187996549583
VR3_Dzp,5.515591688174765
VR3_Dzv,5.474939441258137
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05555555555555555
Xch-7dv,0.09581915952175496
Xpc-4dv,2.349107930490927
Xpc-5dv,3.4137427541077936
Xpc-6dv,4.5705753291137325
Zagreb1,108.0
Zagreb2,128.0
fragCpx,64.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,22
nBondsS,14
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,0
AATS0are,7.3111517241379325
AATS1are,6.8870000000000005
AATS2are,6.897916666666667
AATS3are,6.675251612903224
AATS4are,7.271882352941176
AATS5are,7.770687499999999
AATS6are,6.892889130434782
AATS7are,6.988772727272728
AATS8are,7.224181818181815
AATSC0dv,5.222090104373101
AATSC0pe,0.19928038049940539
AATSC0se,0.15880673008323418
AATSC1dv,-0.02030210948165765
AATSC1pe,0.052061228695996914
AATSC1se,0.05329634347998408
AATSC2dv,0.9490465495221744
AATSC2pe,0.04169181777645664
AATSC2se,0.03595189347998409
AATSC3dv,0.9840648826495171
AATSC3pe,0.007227405929960534
AATSC3se,-0.008266849104368904
AATSC4dv,-0.9056037397122941
AATSC4pe,-0.03891100930265096
AATSC4se,-0.03663991568161146
AATSC5dv,-0.7377749702734842
AATSC5pe,-0.024954410671819388
AATSC5se,-0.010007224695303081
AATSC6dv,-1.6965195563137971
AATSC6pe,-0.06287288424753136
AATSC6se,-0.04504284552551313
AATSC7dv,-0.2328877358603873
AATSC7pe,-0.0021797535401577904
AATSC7se,-0.006177814722732698
AATSC8dv,0.3878019193120265
AATSC8pe,0.016646160775411662
AATSC8se,0.019562729686880734
AETA_eta,0.5667259316354487
ATSC0are,6.618144827586205
ATSC1are,1.8471467300832354
ATSC2are,2.4361740784780053
ATSC3are,0.08902829964328646
ATSC4are,-3.3661326991676623
ATSC5are,-1.3432299643281893
ATSC6are,-3.1883090368608773
ATSC7are,-0.147612841854934
ATSC8are,0.6982834720570743
BCUTZ-1h,16.01301239357717
BCUTZ-1l,5.699364835114178
BCUTc-1h,0.5139510223079814
BCUTc-1l,-0.3875799025451841
BCUTd-1h,4.048845228660667
BCUTd-1l,0.9704969448379843
BCUTi-1h,14.596500422220227
BCUTi-1l,10.311302836048595
BCUTm-1h,32.06648884723285
BCUTm-1l,11.71111246784459
BCUTp-1h,2.957139549331756
BCUTp-1l,0.6687157337130561
BCUTs-1h,8.002988228766549
BCUTs-1l,0.29607212673739575
BCUTv-1h,24.443298243146884
BCUTv-1l,14.650457210846916
BalabanJ,2.2052624322795076
Diameter,8
ETA_beta,32.0
GATS1are,0.3077055659935955
GATS2are,0.47393694381833573
GATS3are,0.722537537193816
GATS4are,1.2511574455058616
GATS5are,1.4109892565475686
GATS6are,1.1769605916911994
GATS7are,0.9825535686491615
GATS8are,1.266276308289332
HybRatio,0.0
Lipinski,True
LogEE_Dt,152.42497472937265
MATS1are,0.2697999543574564
MATS2are,0.22239694215797565
MATS3are,0.006292136281819139
MATS4are,-0.21691223593480544
MATS5are,-0.09196702300155016
MATS6are,-0.30371364890118757
MATS7are,-0.014700536882500519
MATS8are,0.09272130894504489
MAXddssS,-4.373657407407405
MINddssS,-4.373657407407405
NsssssAs,0
RotRatio,0.18181818181818182
SM1_Dzpe,1.886321909424725
SM1_Dzse,1.8428508916974202
SMR_VSA1,18.264419081964277
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,9.79096695103555
SMR_VSA6,0.0
SMR_VSA7,68.75957308522402
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,96.70038780093466
SpAD_Dzi,124.6888549579525
SpAD_Dzm,96.70739460228366
SpAD_Dzp,164.01460081359212
SpAD_Dzv,146.6873686891699
SpAbs_Dt,304.8499494587453
SpDiam_A,4.9710674508966886
SpDiam_D,116.69813720600524
SpMAD_Dt,14.516664259940253
SpMax_Dt,152.42497472937265
SsssssAs,0
VE1_Dzpe,4.526161578974795
VE1_Dzse,4.522801431232796
VE2_Dzpe,0.21553150376070454
VE2_Dzse,0.21537149672537126
VE3_Dzpe,2.2518115914746746
VE3_Dzse,2.251068932256674
VMcGowan,195.34999999999988
VR1_Dzpe,108.74442801892471
VR1_Dzse,109.06445796612397
VR2_Dzpe,5.178306096139272
VR2_Dzse,5.1935456174344745
VR3_Dzpe,5.4309377767779425
VR3_Dzse,5.433876409662961
mZagreb1,8.729166666666666
mZagreb2,4.61111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,20
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.22821189060642086
AATSC1are,0.06157155766944118
AATSC2are,0.05075362663495844
AATSC3are,0.001435940316827201
AATSC4are,-0.04950195145834797
AATSC5are,-0.020987968192627958
AATSC6are,-0.06931106601871473
AATSC7are,-0.0033548373148848637
AATSC8are,0.021160105213850738
AETA_beta,1.5238095238095237
BCUTdv-1h,7.005221789364722
BCUTdv-1l,0.6442308296584663
BCUTpe-1h,3.5568829564285664
BCUTpe-1l,2.2333834130155132
BCUTse-1h,3.769299899658085
BCUTse-1l,2.436074008713624
ETA_alpha,9.633333333333335
ETA_dBeta,6.0
ETA_eta_B,0.5611357212361803
ETA_eta_F,25.880548332963826
ETA_eta_L,3.3459214241201147
ETA_eta_R,37.78179289730825
ETA_psi_1,0.47299509001636675
LabuteASA,118.41984715234719
LogEE_DzZ,48.12282936642626
LogEE_Dzi,62.41120861187699
LogEE_Dzm,48.12569342194281
LogEE_Dzp,79.94690341554762
LogEE_Dzv,72.65915166609363
PEOE_VSA1,0.0
PEOE_VSA2,20.228636537531145
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,12.13273413692322
PEOE_VSA8,12.13273413692322
PEOE_VSA9,9.846622097635342
SM1_Dzare,2.0610310552372813
SpAD_Dzpe,121.35503172038463
SpAD_Dzse,119.62642968359933
SpAbs_DzZ,94.74885718868975
SpAbs_Dzi,123.4200134328386
SpAbs_Dzm,94.75971874143502
SpAbs_Dzp,167.06002565274815
SpAbs_Dzv,148.19334058185083
SpDiam_Dt,224.52084935508924
SpMAD_DzZ,4.604780371473079
SpMAD_Dzi,5.937564521807262
SpMAD_Dzm,4.605114028680174
SpMAD_Dzp,7.8102190863615295
SpMAD_Dzv,6.985112794722376
SpMax_DzZ,48.12282936642626
SpMax_Dzi,62.41120861187699
SpMax_Dzm,48.12569342194281
SpMax_Dzp,79.94690341554762
SpMax_Dzv,72.65915166609363
VE1_Dzare,4.5287273632237905
VE2_Dzare,0.21565368396303763
VE3_Dzare,2.252378309483928
VR1_Dzare,108.45973331244149
VR2_Dzare,5.164749205354356
VR3_Dzare,5.42831632728293
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45873015873015877
AETA_dBeta,0.2857142857142857
AETA_eta_B,0.0267207486302943
AETA_eta_F,1.232407063474468
AETA_eta_L,0.15932959162476737
AETA_eta_R,1.7991329951099166
BCUTare-1h,3.6109681018807267
BCUTare-1l,2.1756318671053068
ETA_beta_s,13.0
ETA_dPsi_A,0.24100490998363322
ETA_dPsi_B,0.0
ETA_eta_BR,0.7331357212361802
ETA_eta_FL,6.507156417016801
ETA_eta_RL,9.853077841136916
LogEE_Dzpe,60.767340713022065
LogEE_Dzse,59.9009696461662
PEOE_VSA10,9.79096695103555
PEOE_VSA11,0.0
PEOE_VSA12,9.837253136417502
PEOE_VSA13,11.374772549367124
SlogP_VSA1,0.0
SlogP_VSA2,18.264419081964277
SlogP_VSA3,9.837253136417502
SlogP_VSA4,20.228636537531145
SlogP_VSA5,0.0
SlogP_VSA6,58.32190349872843
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,121.73642686283173
SpAbs_Dzpe,119.64835951661938
SpAbs_Dzse,117.959088400635
SpDiam_DzZ,66.39575112762117
SpDiam_Dzi,92.54957722732826
SpDiam_Dzm,66.39467484300499
SpDiam_Dzp,106.22020959155293
SpDiam_Dzv,101.08900072282299
SpMAD_Dzpe,5.77881103430403
SpMAD_Dzse,5.6964966515999675
SpMax_Dzpe,60.767340713022065
SpMax_Dzse,59.9009696461662
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6190476190476191
AETA_eta_BR,0.034911224820770484
AETA_eta_FL,0.30986459128651433
AETA_eta_RL,0.4691941829112817
DetourIndex,1560
EState_VSA1,40.84961473445552
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,24.26546827384644
EState_VSA5,24.26546827384644
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,0.0
ETA_beta_ns,19.0
ETA_shape_p,0.2076124567474048
ETA_shape_x,0.08650519031141868
ETA_shape_y,0.29065743944636674
GhoseFilter,True
LogEE_Dzare,60.96635776737955
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,119.87168447952175
SpDiam_Dzpe,89.33091099870776
SpDiam_Dzse,87.50211163730204
SpMAD_Dzare,5.796972707753892
SpMax_Dzare,60.96635776737955
TopoPSA(NO),120.42000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.950925925925926
VSA_EState9,49.006064814814806
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.9047619047619048
EState_VSA10,28.646433521860082
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.041269841269841206
FilterItLogS,-3.62844251139952
SpDiam_Dzare,90.06741862409093
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7850574712643679
ETA_epsilon_2,0.9698412698412697
ETA_epsilon_3,0.4377049180327872
ETA_epsilon_4,0.6430894308943093
ETA_epsilon_5,0.9698412698412697
AETA_beta_ns_d,0.047619047619047616
ETA_dEpsilon_A,0.34735255323158065
ETA_dEpsilon_B,0.1419680403700586
ETA_dEpsilon_C,-0.20538451286152204
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6190476190476191
MDEDescriptor,"0.0,0.0,0.0,0.0,8.491618109291636,11.164895609124958,0.0,2.94168275343288,0.0,0.0,3.1789028893343048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669"
APolDescriptor,36.366344
BCUTDescriptor,"11.99899999999999,31.972072089568208,-0.21862741106453668,0.2112556002575931,4.280746093749997,12.352110918470427"
BPolDescriptor,17.733655999999996
TPSADescriptor,128.8
ALOGPDescriptor,"4.114999999999999,16.933224999999993,63.68420000000001"
XLogPDescriptor,2.7800000000000002
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,308.01030704
ChiPathDescriptor,"15.620955864630139,9.853077841136917,9.419010543140896,7.262747924178521,6.037487535956899,4.900509298003451,2.457695100659007,1.598705472681349,10.27799893910766,6.050835442781437,4.478305419342367,3.3229898095446972,2.3122988558201296,1.4377298383438968,0.68504790709888,0.36427751483567306"
ChiChainDescriptor,"0.0,0.0,0.0,0.16666666666666666,0.17955837819827097,0.0,0.0,0.0,0.05555555555555555,0.07328315791936955"
AtomCountDescriptor,29
BondCountDescriptor,22
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.0852180565610503,0.16666666666666666,0.8762583592122708,0.13608276348795434,0.6077107502926525,0.025499585890087693,0.17369182635837072,0.014722192777866112"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,12,0,0,0,0,0"
ZagrebIndexDescriptor,108.0
LargestChainDescriptor,9
MannholdLogPDescriptor,1.7900000000000003
WeightedPathDescriptor,"41.595678785728516,1.9807466088442152,24.304525219803523,14.705935291194155,6.080642677609935"
FractionalPSADescriptor,0.41816782443995715
WienerNumbersDescriptor,"840.0,36.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.596408402298557,7.324351471437,11.687598257931956,1.384514106511595,1.9590893120426602,2.254471843014746"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.355371900826448,7.05078125,3.673469387755102"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,480.09
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"32.494527854248645,32.99857956703782,44.324011474617045,52.88425072709901,59.75721397082423"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.2846099061790945,-0.011647866553221814,0.014572122919712696,-0.1388077260671324,-0.14090699455112163"
EccentricConnectivityIndexDescriptor,278
AutocorrelationDescriptorPolarizability,"1498.1490387900083,1786.4676902207025,2587.230369209746,2748.6117340402216,2473.917875824645"
