DLiP-ID,C001LG
AATSC7s,-2.9276626619896917
AATSC7v,3.812049719023671
AATSC8Z,12.755102040816325
AATSC8c,0.06548816408161572
AATSC8d,0.18367346938775514
AATSC8i,0.29627975233716336
AATSC8m,59.460080599602385
AATSC8p,0.1482351568406551
AATSC8s,2.2231844333018476
AATSC8v,41.06290223013069
ATS0are,148.3185
ATS1are,134.813
ATS2are,225.652
ATS3are,311.707
ATS4are,284.39820000000003
ATS5are,210.449
ATS6are,168.09999999999997
ATS7are,73.26
ATS8are,9.680000000000001
ATSC0dv,107.07701352145799
ATSC0pe,5.499657142857142
ATSC0se,4.120731238095236
ATSC1dv,-21.15565073766132
ATSC1pe,-2.3735163265306127
ATSC1se,-1.6585798458049876
ATSC2dv,59.798437893675995
ATSC2pe,3.773624489795917
ATSC2se,2.898525578231291
ATSC3dv,-72.77965342515607
ATSC3pe,-2.339875510204079
ATSC3se,-1.7357065804988665
ATSC4dv,-53.939727331261736
ATSC4pe,-3.3724387755102003
ATSC4se,-2.570606927437642
ATSC5dv,21.347078749195152
ATSC5pe,0.2535224489795931
ATSC5se,-0.37277998185941086
ATSC6dv,37.481481481481495
ATSC6pe,2.698371428571422
ATSC6se,2.4356782857142885
ATSC7dv,-32.12205705327399
ATSC7pe,-1.7118061224489787
ATSC7se,-1.2456281247165528
ATSC8dv,7.831583662271493
ATSC8pe,0.3222897959183685
ATSC8se,0.18873197732426256
AXp-0dv,0.5971538413345292
AXp-1dv,0.46543935569296
AXp-2dv,0.27844848900206715
AXp-3dv,0.18893612545822291
AXp-4dv,0.14932218530260194
AXp-5dv,0.08865107463265978
AXp-6dv,0.03596675755342093
BertzCT,186.92143908728139
ECIndex,96
ETA_eta,8.020633667130289
GATS1dv,0.9163244353182751
GATS1pe,1.207157069531607
GATS1se,1.2160312601013628
GATS2dv,0.44522185475748155
GATS2pe,0.36497040980437345
GATS2se,0.3841687237379284
GATS3dv,1.199360643776533
GATS3pe,1.0646853255068895
GATS3se,1.0575903869662002
GATS4dv,1.1783111007737388
GATS4pe,1.2113730348243668
GATS4se,1.1960416371735545
GATS5dv,0.8843294644719936
GATS5pe,0.9723447046049623
GATS5se,1.0374939550719595
GATS6dv,1.0019875039804982
GATS6pe,0.9422145796101572
GATS6se,0.8719248812011592
GATS7dv,1.765933722581978
GATS7pe,1.7791522305050418
GATS7se,1.7417270567314813
GATS8dv,0.0
GATS8pe,0.0
GATS8se,0.0
LogEE_A,3.244446192159569
LogEE_D,32.215865530190804
MATS1dv,-0.20745286540974422
MATS1pe,-0.45315409272266344
MATS1se,-0.42262131099339323
MATS2dv,0.3553848779995987
MATS2pe,0.4366449289873087
MATS2se,0.4476186799090746
MATS3dv,-0.3036932716203261
MATS3pe,-0.1900984488007872
MATS3se,-0.1882016630854749
MATS4dv,-0.24042471792117667
MATS4pe,-0.29266789004084287
MATS4se,-0.2977337050429529
MATS5dv,0.13083125844140156
MATS5pe,0.030251723484061497
MATS5se,-0.059367342580759805
MATS6dv,0.3500422756371543
MATS6pe,0.49064357258634195
MATS6se,0.5910791422641178
MATS7dv,-0.5727086055628151
MATS7pe,-0.594217679685345
MATS7se,-0.5770862479503859
MATS8dv,0.7679671457905543
MATS8pe,0.6153188770209075
MATS8se,0.4809063361338678
MAXdssC,-1.2514351851851846
MAXsNH2,4.980787037037038
MDEC-22,1.0
MDEC-23,2.1491398636470835
MDEC-33,1.0
MDEO-11,2.5864092898589326
MINdssC,-1.2514351851851846
MINsNH2,4.980787037037038
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9928571428571429
SM1_Dzi,1.0171498589033787
SM1_Dzm,2.0010482492323787
SM1_Dzp,-5.389708236296311
SM1_Dzv,-2.156718143362089
SddssSe,0
SpAD_Dt,64.43173106038154
SpAbs_A,11.501699981109493
SpAbs_D,64.43173106038154
SpMAD_A,1.045609089191772
SpMAD_D,5.857430096398321
SpMax_A,2.1753277471610746
SpMax_D,32.21586553019077
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,130.66
TpiPC10,4.477336814478207
VAdjMat,4.321928094887362
VE1_DzZ,3.283187193359015
VE1_Dzi,3.2799857531677654
VE1_Dzm,3.2830599935732754
VE1_Dzp,3.2579691012857666
VE1_Dzv,3.2683625596704378
VE2_DzZ,0.2984715630326377
VE2_Dzi,0.2981805230152514
VE2_Dzm,0.2984599994157523
VE2_Dzp,0.29617900920779694
VE2_Dzv,0.2971238690609489
VE3_DzZ,1.2841248356927812
VE3_Dzi,1.2831492586445312
VE3_Dzm,1.2840860921663393
VE3_Dzp,1.2764142059876298
VE3_Dzv,1.2795992930200466
VR1_DzZ,35.65723244782342
VR1_Dzi,36.184780808630606
VR1_Dzm,35.64985183276975
VR1_Dzp,37.17263468883269
VR1_Dzv,36.93799698879676
VR2_DzZ,3.2415665861657654
VR2_Dzi,3.289525528057328
VR2_Dzm,3.2408956211608864
VR2_Dzp,3.3793304262575172
VR2_Dzv,3.357999726254251
VR3_DzZ,3.669262179800278
VR3_Dzi,3.683948790583843
VR3_Dzm,3.669055170492452
VR3_Dzp,3.710883043733096
VR3_Dzv,3.704550929737568
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.0
Xch-7dv,0.0
Xpc-4dv,0.6309603669610859
Xpc-5dv,0.4830974821186855
Xpc-6dv,0.5592912532882908
Zagreb1,48.0
Zagreb2,48.0
fragCpx,10.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,0
nBondsD,2
nBondsM,2
nBondsO,10
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,7.062785714285714
AATS1are,6.74065
AATS2are,6.8379393939393935
AATS3are,6.632063829787234
AATS4are,6.463595454545455
AATS5are,6.57653125
AATS6are,8.004761904761903
AATS7are,6.66
AATS8are,4.840000000000001
AATSC0dv,5.0989054057837135
AATSC0pe,0.26188843537414963
AATSC0se,0.1962252970521541
AATSC1dv,-1.057782536883066
AATSC1pe,-0.11867581632653064
AATSC1se,-0.08292899229024939
AATSC2dv,1.8120738755659394
AATSC2pe,0.11435225726654294
AATSC2se,0.08783410843125125
AATSC3dv,-1.5485032643650227
AATSC3pe,-0.049784585323491046
AATSC3se,-0.036929927244656734
AATSC4dv,-1.2259028938923122
AATSC4pe,-0.07664633580705
AATSC4se,-0.05842288471449186
AATSC5dv,0.6670962109123485
AATSC5pe,0.007922576530612284
AATSC5se,-0.01164937443310659
AATSC6dv,1.7848324514991187
AATSC6pe,0.1284938775510201
AATSC6se,0.11598468027210898
AATSC7dv,-2.9201870048430902
AATSC7pe,-0.15561873840445262
AATSC7se,-0.11323892042877753
AATSC8dv,3.9157918311357465
AATSC8pe,0.16114489795918424
AATSC8se,0.09436598866213128
AETA_eta,0.7291485151936626
ATSC0are,6.20245714285714
ATSC1are,-2.858316326530612
ATSC2are,4.367053061224488
ATSC3are,-2.448946938775509
ATSC4are,-3.8326530612244882
ATSC5are,-0.01772040816326559
ATSC6are,3.247471428571425
ATSC7are,-1.8804061224489792
ATSC8are,0.32228979591836776
BCUTZ-1h,15.010856816360722
BCUTZ-1l,5.83073412087233
BCUTc-1h,0.46455729856266176
BCUTc-1l,-0.34090738942408444
BCUTd-1h,4.0275425795599205
BCUTd-1l,0.9723902784715759
BCUTi-1h,14.537811457635476
BCUTi-1l,10.45260465890141
BCUTm-1h,30.97884993948214
BCUTm-1l,11.845712791669792
BCUTp-1h,3.658986582856958
BCUTp-1l,0.7415063579752023
BCUTs-1h,7.008830058635459
BCUTs-1l,0.29259816162330976
BCUTv-1h,24.43864442387172
BCUTv-1l,14.700461670909247
BalabanJ,3.543202862244898
Diameter,6
ETA_beta,9.5
GATS1are,1.2715202730715018
GATS2are,0.3746657866914355
GATS3are,1.0459581564008067
GATS4are,1.2016498698044265
GATS5are,0.9996592652220782
GATS6are,0.9100387250521299
GATS7are,1.7339169311198832
GATS8are,0.0
HybRatio,0.75
Lipinski,True
LogEE_Dt,32.215865530190804
MATS1are,-0.48387793316934324
MATS2are,0.44805368295597975
MATS3are,-0.17641562192922464
MATS4are,-0.2949187293179997
MATS5are,-0.0018749049915701918
MATS6are,0.5235782132426776
MATS7are,-0.5787813040998416
MATS8are,0.5455971366186682
MAXdsssP,-4.102615740740741
MAXssCH2,-0.20871913580246915
MAXsssCH,-1.1920138888888896
MINdsssP,-4.102615740740741
MINssCH2,-0.48564814814814805
MINsssCH,-1.1920138888888896
NsssssAs,0
RotRatio,0.4
SM1_Dzpe,1.2904053000452709
SM1_Dzse,1.2908880876461395
SMR_VSA1,24.252936069348806
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,12.462662452073971
SMR_VSA6,6.161910027467921
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,46.11372769492408
SpAD_Dzi,58.286956347872874
SpAD_Dzm,45.94114673380143
SpAD_Dzp,64.54527945607782
SpAD_Dzv,64.31664588239732
SpAbs_Dt,64.43173106038154
SpDiam_A,4.350655494322149
SpDiam_D,49.311776605465
SpMAD_Dt,5.857430096398321
SpMax_Dt,32.21586553019077
SsssssAs,0
VE1_Dzpe,3.281324894226385
VE1_Dzse,3.2816409709683576
VE2_Dzpe,0.29830226311148955
VE2_Dzse,0.2983309973607598
VE3_Dzpe,1.2835574518087263
VE3_Dzse,1.2836537731209834
VMcGowan,122.71000000000012
VR1_Dzpe,36.11927803063721
VR1_Dzse,36.10299543595325
VR2_Dzpe,3.2835707300579284
VR2_Dzse,3.282090494177568
VR3_Dzpe,3.6821369200757488
VR3_Dzse,3.6816860177660238
mZagreb1,6.784722222222221
mZagreb2,2.402777777777778
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,2
nBondsKS,18
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.2953551020408162
AATSC1are,-0.1429158163265306
AATSC2are,0.1323349412492269
AATSC3are,-0.052105254016500194
AATSC4are,-0.08710575139146565
AATSC5are,-0.0005537627551020496
AATSC6are,0.1546414965986393
AATSC7are,-0.1709460111317254
AATSC8are,0.16114489795918388
AETA_beta,0.8636363636363636
BCUTdv-1h,6.022108146858382
BCUTdv-1l,0.5352301307441436
BCUTpe-1h,3.501954615035156
BCUTpe-1l,2.1144472333058215
BCUTse-1h,3.7164806454037427
BCUTse-1l,2.4249154181034416
ETA_alpha,5.066666666666666
ETA_dBeta,-3.5
ETA_eta_B,0.5870277404137481
ETA_eta_F,7.11514918178772
ETA_eta_L,3.044272768181536
ETA_eta_R,15.135782848918009
ETA_psi_1,0.4318181818181818
LabuteASA,63.18113184101174
LogEE_DzZ,23.001739735777353
LogEE_Dzi,29.23594634292858
LogEE_Dzm,22.904152440525543
LogEE_Dzp,31.22597502213112
LogEE_Dzv,31.962257655438517
PEOE_VSA1,20.62701807750784
PEOE_VSA2,9.35958546900315
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,6.4208216229260096
PEOE_VSA8,0.0
PEOE_VSA9,6.161910027467921
SM1_Dzare,1.4006469480047166
SpAD_Dzpe,58.70679694256722
SpAD_Dzse,57.67363518483617
SpAbs_DzZ,44.845545876742264
SpAbs_Dzi,57.45474282695193
SpAbs_Dzm,44.66775239338083
SpAbs_Dzp,67.97509378826639
SpAbs_Dzv,66.08123345423903
SpDiam_Dt,49.311776605465
SpMAD_DzZ,4.192157063174917
SpMAD_Dzi,5.298814213442989
SpMAD_Dzm,4.176467884891039
SpMAD_Dzp,5.867752677825257
SpMAD_Dzv,5.846967807490666
SpMax_DzZ,23.001739735087245
SpMax_Dzi,29.235946342927654
SpMax_Dzm,22.904152439759134
SpMax_Dzp,31.225975022131017
SpMax_Dzv,31.96225765543847
VE1_Dzare,3.28166896918448
VE2_Dzare,0.29833354265313455
VE3_Dzare,1.2836623048576765
VR1_Dzare,36.09116760368277
VR2_Dzare,3.2810152366984338
VR3_Dzare,3.6813583504899365
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,0
nAromBond,0
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4606060606060606
AETA_dBeta,-0.3181818181818182
AETA_eta_B,0.05336615821943164
AETA_eta_F,0.6468317437988836
AETA_eta_L,0.2767520698346851
AETA_eta_R,1.3759802589925463
BCUTare-1h,3.5557900604560353
BCUTare-1l,1.9942477029059862
ETA_beta_s,6.5
ETA_dPsi_A,0.28218181818181814
ETA_dPsi_B,0.0
ETA_eta_BR,0.5870277404137481
ETA_eta_FL,1.7829130537778108
ETA_eta_RL,4.827185821959347
LogEE_Dzpe,29.47070804401575
LogEE_Dzse,28.95417105493265
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,33.06640674491339
SlogP_VSA3,9.35958546900315
SlogP_VSA4,0.0
SlogP_VSA5,6.4208216229260096
SlogP_VSA6,0.0
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,59.00151525235901
SpAbs_Dzpe,57.65101078798474
SpAbs_Dzse,56.61745402221659
SpDiam_DzZ,37.03477879781129
SpDiam_Dzi,46.076451835254986
SpDiam_Dzm,36.89717116282896
SpDiam_Dzp,47.6506125937062
SpDiam_Dzv,48.80649323775336
SpMAD_Dzpe,5.336981540233384
SpMAD_Dzse,5.243057744076015
SpMax_Dzpe,29.470708044014998
SpMax_Dzse,28.954171054931372
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,11
AETA_beta_s,0.5909090909090909
AETA_eta_BR,0.05336615821943164
AETA_eta_FL,0.1620830048888919
AETA_eta_RL,0.43883507472357697
DetourIndex,172
EState_VSA1,25.768818471355615
EState_VSA2,6.4208216229260096
EState_VSA3,0.0
EState_VSA4,0.0
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,20.62701807750784
ETA_beta_ns,3.0
ETA_shape_p,0.40789473684210525
ETA_shape_x,0.19736842105263158
ETA_shape_y,0.19736842105263158
GhoseFilter,False
LogEE_Dzare,29.62808916690786
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,57.855531385809705
SpDiam_Dzpe,46.58808427323571
SpDiam_Dzse,45.75891217814626
SpMAD_Dzare,5.36377411385082
SpMax_Dzare,29.62808916690721
TopoPSA(NO),120.85000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,10.204250755857899
VSA_EState9,32.60130479969766
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.2727272727272727
EState_VSA10,9.35958546900315
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03939393939393942
FilterItLogS,1.3787144824636124
SpDiam_Dzare,46.92190894289335
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.7015873015873019
ETA_epsilon_2,1.0666666666666667
ETA_epsilon_3,0.4257142857142862
ETA_epsilon_4,0.7015873015873019
ETA_epsilon_5,0.8270833333333335
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.27587301587301566
ETA_dEpsilon_B,0.0
ETA_dEpsilon_C,-0.27587301587301566
ETA_dEpsilon_D,0.23958333333333315
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.0
MDEDescriptor,"0.0,0.0,0.0,0.0,1.0,2.1491398636470835,0.0,1.0,0.0,0.0,2.5864092898589326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,22.447929999999996
BCUTDescriptor,"11.996461209322725,30.97376223464711,-0.3498516903183506,0.3117498522673482,2.7827883762842522,7.417130361894032"
BPolDescriptor,19.668070000000004
TPSADescriptor,130.66
ALOGPDescriptor,"-2.6954000000000002,7.265181160000001,31.879299999999997"
XLogPDescriptor,-4.416
VAdjMaDescriptor,4.321928094887363
WeightDescriptor,183.02965913
ChiPathDescriptor,"9.068914100752346,4.827185821959348,5.320636126423639,2.4877505560165845,0.9940169358562924,0.8496793685588859,0.49999999999999994,0.0,5.898207523393972,3.3068652366134295,2.566509078776587,1.2590969744635663,0.584595910307243,0.35478173376742733,0.10795426329294354,0.0"
ChiChainDescriptor,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
AtomCountDescriptor,21
BondCountDescriptor,10
SmallRingDescriptor,"0,0,0,0,0,0,0,0,0,0,0"
ChiClusterDescriptor,"2.1296957655086706,0.35355339059327373,0.23570226039551587,0.0,0.49356296818094536,0.03874921291460643,0.02151657414559676,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,0,0,1,2,0,0"
ZagrebIndexDescriptor,48.0
LargestChainDescriptor,7
MannholdLogPDescriptor,1.13
WeightedPathDescriptor,"20.094041135562136,1.8267310123238305,17.423377887967753,11.77763567436679,2.4497426384016636"
FractionalPSADescriptor,0.7138733723324943
WienerNumbersDescriptor,"172.0,10.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.9571067811865477,1.2663460352255527,1.494016935856292,0.44149868990315133,0.2904655797280577,0.28738900567119796"
FractionalCSP3Descriptor,0.75
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,3
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,3
KappaShapeIndicesDescriptor,"11.0,4.13265306122449,6.4"
AromaticAtomsCountDescriptor,0
AromaticBondsCountDescriptor,0
FragmentComplexityDescriptor,290.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.75
AutocorrelationDescriptorMass,"20.882739279266268,19.71496022593267,20.669539517018872,14.51240463580787,12.246695685210016"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.49762434010565126,-0.23054311379902437,-0.006586127709942109,0.10327567976758276,-0.06904305683302941"
EccentricConnectivityIndexDescriptor,96
AutocorrelationDescriptorPolarizability,"287.8754335446779,299.95113462060556,346.4537924714357,266.6036268613283,173.44192227929696"
