DLiP-ID,C001NB
GATS2dv,0.9258158935749375
GATS2pe,0.7000153898560443
GATS2se,0.6266104576676564
GATS3dv,1.076085406570612
GATS3pe,0.9106558620658836
GATS3se,0.8556010201807371
GATS4dv,1.0394253852166142
GATS4pe,0.8790189533645476
GATS4se,0.8302470678938849
GATS5dv,0.7965331698626607
GATS5pe,0.5919911050331863
GATS5se,0.5203359202235578
GATS6dv,0.678874017091783
GATS6pe,0.5485106749982408
GATS6se,0.47235173236787
GATS7dv,0.9737846825236102
GATS7pe,0.8738315129536933
GATS7se,0.8456840724359185
GATS8dv,1.315801578481138
GATS8pe,1.3667487104501972
GATS8se,1.3447200305394995
MATS1dv,0.2850176716144399
MATS1pe,-0.015900711700179055
MATS1se,-0.03729323322602179
MATS2dv,0.021820965992471165
MATS2pe,0.02117986808996864
MATS2se,0.0385095863085694
MATS3dv,-0.10765403847166737
MATS3pe,-0.073660519143455
MATS3se,-0.0664100341493039
MATS4dv,-0.1441252472404772
MATS4pe,-0.10724918607963309
MATS4se,-0.08514972221417799
MATS5dv,0.0011706313653557874
MATS5pe,-0.00028609828356188327
MATS5se,0.01326110246175485
MATS6dv,0.09043716498098557
MATS6pe,0.06275949108757962
MATS6se,0.049353226643327586
MATS7dv,0.017259574859324077
MATS7pe,0.019235937190183534
MATS7se,-0.01948729631019899
MATS8dv,-0.17094128697107608
MATS8pe,-0.1506219204910503
MATS8se,-0.1510125251781324
MAXaaCH,1.8139590231412992
MAXaasC,1.040800146081046
MAXdssC,0.013734878720900179
MAXsCH3,1.9234248678543509
MAXssNH,2.8474906678480187
MAXsssN,2.3770919417149576
MDEC-12,1.887464090410868
MDEC-13,0.5933460998587278
MDEC-22,25.48394492896557
MDEC-23,23.040976875408223
MDEC-33,3.3682211115673413
MDEN-23,0.6324555320336759
MDEN-33,0.33333333333333337
MINaaCH,1.4785980690216038
MINaasC,-0.25316017391932766
MINdssC,0.013734878720900179
MINsCH3,1.9234248678543509
MINssNH,2.8474906678480187
MINsssN,1.8609471356663054
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,35.580000000000005
TpiPC10,7.935715955141312
VAdjMat,5.954196310386875
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.10555555555555556
Xch-7dv,0.11342838029259697
Xpc-4dv,1.599773577294826
Xpc-5dv,2.1049790600263907
Xpc-6dv,2.641679288586228
Zagreb1,144.0
Zagreb2,164.0
fragCpx,91.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,1
nBondsM,13
nBondsO,31
nBondsS,48
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.185059999999998
AATS1are,6.272622950819673
AATS2are,6.196786111111113
AATS3are,6.0228919463087225
AATS4are,5.920824999999999
AATS5are,5.766616167664672
AATS6are,5.703897590361445
AATS7are,5.84804347826087
AATS8are,6.142829457364341
AATSC0dv,3.8698765432098776
AATSC0pe,0.15476363888888892
AATSC0se,0.09669904972222221
AATSC1dv,1.1029832017810166
AATSC1pe,-0.0024608520036428425
AATSC1se,-0.0036062202140255102
AATSC2dv,0.08444444444444461
AATSC2pe,0.0032778734567902082
AATSC2se,0.00372384040123456
AATSC3dv,-0.41660783826331926
AATSC3pe,-0.01139996998508576
AATSC3se,-0.006421787194258012
AATSC4dv,-0.557746913580247
AATSC4pe,-0.016598274305555587
AATSC4se,-0.008233897222222206
AATSC5dv,0.004530198861536114
AATSC5pe,-4.427761144390225e-05
AATSC5se,0.0012823360063207157
AATSC6dv,0.3499806633943178
AATSC6pe,0.009712887215528616
AATSC6se,0.004772410117135236
AATSC7dv,0.06679242389387316
AATSC7pe,0.0029770236369909132
AATSC7se,-0.0018844030348516094
AATSC8dv,-0.6615216767154756
AATSC8pe,-0.023310796511627846
AATSC8se,-0.01460276768087856
ATSC0are,9.776639999999992
ATSC1are,-0.11056399999999522
ATSC2are,0.518268000000006
ATSC3are,-1.8672159999999978
ATSC4are,-2.7095600000000033
ATSC5are,0.07039199999998658
ATSC6are,1.4778559999999816
ATSC7are,-0.05498400000000914
ATSC8are,-3.3679359999999923
BalabanJ,3.2033277745266813e-06
Diameter,100000000
GATS1are,0.6130261588412554
GATS2are,0.7152906201812576
GATS3are,0.9413912780015501
GATS4are,0.889841563666045
GATS5are,0.5745448297238988
GATS6are,0.5457670602874972
GATS7are,0.9178376859064437
GATS8are,1.4512391013745027
HybRatio,0.43478260869565216
Lipinski,True
MATS1are,-0.011123604368150148
MATS2are,0.029450472418609076
MATS3are,-0.07690771680277522
MATS4are,-0.10392987774941105
MATS5are,0.0025868334031068844
MATS6are,0.054636850623230704
MATS7are,-0.0020959073543694007
MATS8are,-0.16022701669132894
MAXssCH2,0.972793603552532
MAXsssCH,0.10446390136505568
MINssCH2,0.6460388628615713
MINsssCH,0.10446390136505568
NsssssAs,0
RotRatio,0.22580645161290322
SMR_VSA1,13.575367279421462
SMR_VSA2,0.0
SMR_VSA3,15.116608065707286
SMR_VSA4,0.0
SMR_VSA5,25.683286491704038
SMR_VSA6,39.26853843547545
SMR_VSA7,71.29228121317867
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,334.6800000000011
mZagreb2,6.583333333333334
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,54
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16294399999999987
AATSC1are,-0.0018125245901638562
AATSC2are,0.004798777777777833
AATSC3are,-0.012531651006711395
AATSC4are,-0.01693475000000002
AATSC5are,0.0004215089820358478
AATSC6are,0.008902746987951696
AATSC7are,-0.0003415155279503673
AATSC8are,-0.02610803100775188
LabuteASA,183.21224511285487
PEOE_VSA1,10.216698334856808
PEOE_VSA2,4.899909730850478
PEOE_VSA3,13.575367279421462
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,24.26546827384644
PEOE_VSA7,61.702508108695646
PEOE_VSA8,38.64168807572426
PEOE_VSA9,0.0
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,11.63444168209179
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,55.09947240951447
SlogP_VSA3,0.0
SlogP_VSA4,11.63444168209179
SlogP_VSA5,36.81018947509803
SlogP_VSA6,48.53093654769288
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
EState_VSA1,0.0
EState_VSA2,35.990495401771234
EState_VSA3,6.544756405912575
EState_VSA4,56.69232825880888
EState_VSA5,24.26546827384644
EState_VSA6,0.0
EState_VSA7,36.08911520438754
EState_VSA8,10.216698334856808
EState_VSA9,0.0
GhoseFilter,True
SlogP_VSA10,13.575367279421462
SlogP_VSA11,0.0
TopoPSA(NO),35.580000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.69690655954392
VSA_EState9,42.46976010712275
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,13.575367279421462
FilterItLogS,-6.609066794896249
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.7333333333333333
MDEDescriptor,"0.0,1.887464090410868,0.5933460998587278,0.0,25.48394492896557,23.040976875408223,0.0,3.3682211115673413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6324555320336759,0.33333333333333337"
APolDescriptor,67.87978999999997
BCUTDescriptor,"11.994278175917835,34.96885400448536,-0.300468845464487,0.27486036096908145,2.7299930185325767,11.512650293126939"
BPolDescriptor,41.20020999999999
TPSADescriptor,35.580000000000005
ALOGPDescriptor,"3.6471000000000022,13.301338410000016,109.01199999999999"
XLogPDescriptor,4.677
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,437.20454694
ChiPathDescriptor,"20.639617433688315,14.062881945713372,12.18142670521614,9.922020996486493,7.66355087807966,6.177129913019111,4.080890340855561,2.8784447619538063,18.136355971072838,10.325827387600475,7.462088426153053,5.499394814160477,3.8725750047823273,2.7742123650980304,1.616427918975096,1.0612753237402857"
ChiChainDescriptor,"0.0,0.0,0.0,0.25,0.36992979906295204,0.0,0.0,0.0,0.10555555555555556,0.11342838029259698"
AtomCountDescriptor,60
BondCountDescriptor,31
SmallRingDescriptor,"3,2,3,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.6532594383050276,0.0,0.2539338936857123,0.0,0.7360611483577557,0.0,0.09086315497335909,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,10,2,7,2,1,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"59.786548698204754,1.9928849566068252,18.28853350034433,2.520665520366288,9.71628377132211"
FractionalPSADescriptor,0.08138067238555698
WienerNumbersDescriptor,"2.9000002567E10,42.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.6504114353209958,5.0458853674569735,6.535503810744366,1.5997735772948265,2.104979060026391,2.3613439852180345"
FractionalCSP3Descriptor,0.43478260869565216
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,8,0,0,8,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,6
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.253902185223726,13.52528256989887,8.13840830449827"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2851.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.43478260869565216
AutocorrelationDescriptorMass,"42.57144812530447,33.825117665626436,45.791135540593,46.34812441149657,40.15693775353068"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.4707024589536094,-0.322907745036064,0.11588613932386303,0.025602535428872253,-0.14804074682328505"
EccentricConnectivityIndexDescriptor,1870457794
AutocorrelationDescriptorPolarizability,"1855.4374282236474,2108.2633733031853,2783.3991991460102,2857.230735033481,2514.1505232441705"
