DLiP-ID,C000SI
AATSC4i,0.0013852303968220827
AATSC4m,-11.419520164634202
AATSC4p,-0.028107214060778856
AATSC4s,-0.22541991863299485
AATSC4v,-6.743915828901413
AATSC5Z,-0.8389106382978725
AATSC5c,-0.002042633695567518
AATSC5d,-0.07028368794326241
AATSC5i,-0.11940910332379114
AATSC5m,-3.8987831974488087
AATSC5p,-0.027397024042910157
AATSC5s,-0.3322207602467189
AATSC5v,-5.8397237504096
AATSC6Z,1.248201398601399
AATSC6c,0.0006785772514496715
AATSC6d,0.0032867132867132813
AATSC6i,-0.10837409335718252
AATSC6m,5.65185116103312
AATSC6p,-0.020938692071168843
AATSC6s,0.5047102201981831
AATSC6v,-3.075265239778156
AATSC7Z,1.6313910447761197
AATSC7c,0.0010873742058131052
AATSC7d,0.03701492537313431
AATSC7i,-0.03090677934163193
AATSC7m,7.622495375851065
AATSC7p,0.013132562380430472
AATSC7s,-0.004219383023155805
AATSC7v,4.819392565968442
AATSC8Z,-0.2902095238095239
AATSC8c,-0.0005526884250069294
AATSC8d,0.03857142857142856
AATSC8i,0.024399837527291166
AATSC8m,-0.784101270871208
AATSC8p,0.024297281620927987
AATSC8s,-0.4322751959631589
AATSC8v,7.333330969372777
ATS0are,323.50339999999994
ATS1are,339.3248
ATS2are,602.5199999999999
ATS3are,812.675
ATS4are,869.5680000000001
ATS5are,861.4499000000001
ATS6are,865.8508
ATS7are,805.9290000000001
ATS8are,656.049
ATSC0dv,217.3422222222222
ATSC0pe,8.230449999999996
ATSC0se,5.6620953799999985
ATSC1dv,17.799466666666667
ATSC1pe,-0.3333330000000001
ATSC1se,0.09409955719999963
ATSC2dv,37.7432888888889
ATSC2pe,2.6137759999999988
ATSC2se,2.0623356055999995
ATSC3dv,-84.8897777777778
ATSC3pe,-2.6430299999999995
ATSC3se,-1.9657846479999987
ATSC4dv,-119.2024888888889
ATSC4pe,-3.158108999999998
ATSC4se,-1.8778453963999988
ATSC5dv,-64.6295111111111
ATSC5pe,-2.088590999999997
ATSC5se,-1.1524429315999964
ATSC6dv,114.47235555555555
ATSC6pe,4.960107000000001
ATSC6se,3.219653293200005
ATSC7dv,99.38506666666667
ATSC7pe,2.057415999999999
ATSC7se,0.569096981600004
ATSC8dv,-2.352000000000011
ATSC8pe,-2.108015000000001
ATSC8se,-2.256946878000001
AXp-0dv,0.5673644046700584
AXp-1dv,0.34123277418540043
AXp-2dv,0.19078051195858334
AXp-3dv,0.11138212717684792
AXp-4dv,0.06277796060169823
AXp-5dv,0.03605845906975153
AXp-6dv,0.02102679023863271
AXp-7dv,0.012618595889335376
BertzCT,1169.3592989129006
ECIndex,715
ETA_eta,25.14030729866083
GATS1dv,0.6106552728097705
GATS1pe,0.6094981853510614
GATS1se,0.5745482480961096
GATS2dv,0.7324489404340597
GATS2pe,0.5199148905148927
GATS2se,0.49378332007525255
GATS3dv,1.0767689224603052
GATS3pe,0.9558164171787973
GATS3se,0.9408305841443021
GATS4dv,1.1383378267326019
GATS4pe,0.9830816439619661
GATS4se,0.9582255228196803
GATS5dv,0.9963188788925369
GATS5pe,0.8465499740649117
GATS5se,0.8296672662259993
GATS6dv,0.6837100774976527
GATS6pe,0.5709907950125678
GATS6se,0.5539700045633112
GATS7dv,0.7597284120479766
GATS7pe,0.7516051832642221
GATS7se,0.7780787963711334
GATS8dv,1.076796450042943
GATS8pe,1.224283807892238
GATS8se,1.3214355636658313
LogEE_A,4.309897511392989
LogEE_D,165.798416717908
MATS1dv,0.07726041223764434
MATS1pe,-0.03820752137970863
MATS1se,0.015678500839703444
MATS2dv,0.0923714558948553
MATS2pe,0.16892228043165605
MATS2se,0.19374223686343467
MATS3dv,-0.150223523971019
MATS3pe,-0.12351086514103121
MATS3se,-0.13353201733976056
MATS4dv,-0.19728607118803754
MATS4pe,-0.13802531230426965
MATS4se,-0.11929928943365277
MATS5dv,-0.10544783299411094
MATS5pe,-0.0899871946713701
MATS5se,-0.07217605476669552
MATS6dv,0.18415795484218045
MATS6pe,0.21071790082597525
MATS6se,0.19882266619823027
MATS7dv,0.17062483175305837
MATS7pe,0.09327467359785101
MATS7se,0.03750371651280829
MATS8dv,-0.005153163469796761
MATS8pe,-0.12196376463822362
MATS8se,-0.18981252282815292
MAXaaCH,1.9883793485254524
MAXaaaC,1.0264527038751428
MAXaasC,1.0737779117360648
MAXaasN,2.0451182941036836
MAXdssC,-0.8497453856356054
MAXssNH,2.742435883303939
MDEC-22,16.33965852962043
MDEC-23,25.972845386638017
MDEC-33,6.9380008133326685
MDEN-23,0.19999999999999996
MDEO-11,0.9628222732707447
MINaaCH,1.1285818110304389
MINaaaC,0.9729552994037124
MINaasC,-0.4857142046137082
MINaasN,2.0451182941036836
MINdssC,-0.8497453856356054
MINssNH,2.742435883303939
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.244047619047619
SM1_Dzi,1.4098386126752498
SM1_Dzm,2.2752103487095594
SM1_Dzp,-6.939607430549316
SM1_Dzv,-2.6237079588482
SddssSe,0
SpAD_Dt,702.0503729903916
SpAbs_A,37.031528480146314
SpAbs_D,331.59683343581605
SpMAD_A,1.2769492579360797
SpMAD_D,11.434373566752278
SpMax_A,2.5436287604098355
SpMax_D,165.798416717908
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,96.78
TpiPC10,8.871500412635509
VAdjMat,6.0
VE1_DzZ,5.288936491060614
VE1_Dzi,5.295318654379742
VE1_Dzm,5.28926441361419
VE1_Dzp,5.260490384092668
VE1_Dzv,5.285638443118387
VE2_DzZ,0.18237712038140047
VE2_Dzi,0.1825971949786118
VE2_Dzm,0.18238842805566174
VE2_Dzp,0.18139622014112647
VE2_Dzv,0.1822633945902892
VE3_DzZ,2.7303279212637004
VE3_Dzi,2.731533894476729
VE3_Dzm,2.7303899209471316
VE3_Dzp,2.7249349883114578
VE3_Dzv,2.7297041518791736
VR1_DzZ,186.10769251349976
VR1_Dzi,185.90281826514348
VR1_Dzm,186.07122719547547
VR1_Dzp,189.35435913790255
VR1_Dzv,187.04245907988985
VR2_DzZ,6.417506638396543
VR2_Dzi,6.410442009142878
VR2_Dzm,6.4162492136370854
VR2_Dzp,6.529460659927674
VR2_Dzv,6.4497399682720635
VR3_DzZ,6.291036235162491
VR3_Dzi,6.289934791718649
VR3_Dzm,6.290840279313248
VR3_Dzp,6.308330912664374
VR3_Dzv,6.296046381977333
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.19815415921009072
Xch-7dv,0.32238818263083885
Xpc-4dv,2.7026139263089024
Xpc-5dv,3.9993119298136777
Xpc-6dv,5.584971557522569
Zagreb1,158.0
Zagreb2,188.0
fragCpx,212.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,32
nBondsS,34
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.470067999999999
AATS1are,6.402354716981132
AATS2are,6.409787234042552
AATS3are,6.251346153846153
AATS4are,6.255884892086332
AATS5are,6.109573758865249
AATS6are,6.0549006993007
AATS7are,6.01439552238806
AATS8are,6.248085714285714
AATSC0dv,4.346844444444444
AATSC0pe,0.16460899999999992
AATSC0se,0.11324190759999997
AATSC1dv,0.3358389937106918
AATSC1pe,-0.006289301886792454
AATSC1se,0.0017754633433962194
AATSC2dv,0.4015243498817968
AATSC2pe,0.027806127659574454
AATSC2se,0.021939740485106378
AATSC3dv,-0.6529982905982907
AATSC3pe,-0.020330999999999995
AATSC3se,-0.015121420369230759
AATSC4dv,-0.8575718625099921
AATSC4pe,-0.02272020863309351
AATSC4se,-0.013509679110791359
AATSC5dv,-0.4583653270291567
AATSC5pe,-0.014812702127659554
AATSC5se,-0.00817335412482267
AATSC6dv,0.8005059829059828
AATSC6pe,0.034686062937062945
AATSC6se,0.02251505799440563
AATSC7dv,0.7416796019900498
AATSC7pe,0.01535385074626865
AATSC7se,0.004246992400000029
AATSC8dv,-0.022400000000000104
AATSC8pe,-0.020076333333333342
AATSC8se,-0.02149473217142858
AETA_eta,0.8669071482296837
ATSC0are,9.100511999999997
ATSC1are,-0.64858672
ATSC2are,3.0641774399999995
ATSC3are,-2.9269151999999985
ATSC4are,-2.9855233599999984
ATSC5are,-2.2387558399999987
ATSC6are,5.435063679999998
ATSC7are,1.8128958399999981
ATSC8are,-2.6022312000000003
BCUTZ-1h,16.013123360259613
BCUTZ-1l,5.675120391298318
BCUTc-1h,0.44852705552978644
BCUTc-1l,-0.4657737348896251
BCUTd-1h,4.043824543004112
BCUTd-1l,0.970626759240273
BCUTi-1h,17.42477260090044
BCUTi-1l,10.319767034511795
BCUTm-1h,32.0665442632549
BCUTm-1l,11.686470103774987
BCUTp-1h,2.954584211061233
BCUTp-1l,0.5458534700401465
BCUTs-1h,8.001921897175228
BCUTs-1l,0.2989350449893252
BCUTv-1h,24.441832706970658
BCUTv-1l,13.304119003911602
BalabanJ,1.3904699906545837
Diameter,15
ETA_beta,37.25
GATS1are,0.643283109826937
GATS2are,0.5111688665709487
GATS3are,0.9518511790241115
GATS4are,0.9572571538642372
GATS5are,0.8253501802819617
GATS6are,0.5512989979962828
GATS7are,0.7447729642582156
GATS8are,1.2338536557064042
HybRatio,0.2857142857142857
Lipinski,True
LogEE_Dt,351.0251864951958
MATS1are,-0.06723514722588615
MATS2are,0.17909779329133096
MATS3are,-0.1237003605274753
MATS4are,-0.11800756552895598
MATS5are,-0.08723520716695829
MATS6are,0.2088203296785847
MATS7are,0.07433138615077817
MATS8are,-0.1361635163258633
MAXddssS,-3.748318155551425
MAXssCH2,0.6530127760980934
MAXsssCH,-0.28121950323339284
MINddssS,-3.748318155551425
MINssCH2,0.03347111470328512
MINsssCH,-0.28121950323339284
NsssssAs,0
RotRatio,0.1875
SM1_Dzpe,1.728176531371669
SM1_Dzse,1.6593612912595441
SMR_VSA1,22.709276610916284
SMR_VSA2,0.0
SMR_VSA3,9.289194512243443
SMR_VSA4,0.0
SMR_VSA5,43.165367202282354
SMR_VSA6,0.0
SMR_VSA7,65.60553687528423
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,237.52309138598812
SpAD_Dzi,263.89044166150006
SpAD_Dzm,237.36311779078238
SpAD_Dzp,324.52865827553757
SpAD_Dzv,309.0521551549998
SpAbs_Dt,702.0503729903917
SpDiam_A,4.940845852832637
SpDiam_D,246.11021402214294
SpMAD_Dt,24.20863355139281
SpMax_Dt,351.0251864951958
SsssssAs,0
VE1_Dzpe,5.296218620338245
VE1_Dzse,5.295478424016749
VE2_Dzpe,0.1826282282875257
VE2_Dzse,0.18260270427643963
VE3_Dzpe,2.7317038350504768
VE3_Dzse,2.731564065886083
VMcGowan,290.46000000000055
VR1_Dzpe,185.67662099824824
VR1_Dzse,185.73773904977645
VR2_Dzpe,6.40264210338787
VR2_Dzse,6.404749622406085
VR3_Dzpe,6.28871730080858
VR3_Dzse,6.289046410604291
mZagreb1,9.5625
mZagreb2,6.180555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,43
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.18201023999999993
AATSC1are,-0.012237485283018866
AATSC2are,0.03259763234042553
AATSC3are,-0.022514732307692298
AATSC4are,-0.021478585323740997
AATSC5are,-0.015877700992907792
AATSC6are,0.03800743832167831
AATSC7are,0.013529073432835806
AATSC8are,-0.024783154285714287
AETA_beta,1.2844827586206897
BCUTdv-1h,7.004060401684036
BCUTdv-1l,0.6442334017706529
BCUTpe-1h,3.988676047981811
BCUTpe-1l,2.2244844004845987
BCUTse-1h,4.009962848059888
BCUTse-1l,2.420380755577382
ETA_alpha,13.752380952380955
ETA_dBeta,0.75
ETA_eta_B,0.5660397869192462
ETA_eta_F,29.617764472917102
ETA_eta_L,6.774151477991257
ETA_eta_R,54.75807177157793
ETA_psi_1,0.5383038210624421
LabuteASA,167.56998674334196
LogEE_DzZ,118.45520945807804
LogEE_Dzi,131.99383595532504
LogEE_Dzm,118.37718628888115
LogEE_Dzp,160.65707398766355
LogEE_Dzv,154.07371413631913
PEOE_VSA1,9.67362704263206
PEOE_VSA2,4.794537184071822
PEOE_VSA3,17.530306896455848
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,55.157751702783074
PEOE_VSA8,29.183450161990056
PEOE_VSA9,11.316305098443785
SM1_Dzare,1.8798463862477344
SpAD_Dzpe,263.9116376356924
SpAD_Dzse,263.2054399508647
SpAbs_DzZ,235.5885675764644
SpAbs_Dzi,262.5778332979748
SpAbs_Dzm,235.40172955913621
SpAbs_Dzp,328.25375540587635
SpAbs_Dzv,310.7711362314866
SpDiam_Dt,489.1638658489396
SpMAD_DzZ,8.190451427103039
SpMAD_Dzi,9.099670402120692
SpMAD_Dzm,8.184935096233875
SpMAD_Dzp,11.19064338881164
SpMAD_Dzv,10.656970867413786
SpMax_DzZ,118.45520945807804
SpMax_Dzi,131.99383595532504
SpMax_Dzm,118.37718628888115
SpMax_Dzp,160.65707398766355
SpMax_Dzv,154.07371413631913
VE1_Dzare,5.296684084269543
VE2_Dzare,0.18264427876791528
VE3_Dzare,2.7317917172758834
VR1_Dzare,185.61840230015608
VR2_Dzare,6.400634562074347
VR3_Dzare,6.288403702753577
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47422003284072256
AETA_dBeta,0.02586206896551724
AETA_eta_B,0.01951861334204297
AETA_eta_F,1.021302223204038
AETA_eta_L,0.2335914302755606
AETA_eta_R,1.8882093714337218
BCUTare-1h,4.10772285179038
BCUTare-1l,2.1746464038445215
ETA_beta_s,18.25
ETA_dPsi_A,0.17569617893755785
ETA_dPsi_B,0.0
ETA_eta_BR,0.9100397869192461
ETA_eta_FL,7.074022297462593
ETA_eta_RL,13.84817377545385
LogEE_Dzpe,132.01541111203142
LogEE_Dzse,131.65993933030333
PEOE_VSA10,5.817220841045895
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,4.722094864452088
SlogP_VSA2,30.10257014406081
SlogP_VSA3,34.204227989244
SlogP_VSA4,5.817220841045895
SlogP_VSA5,24.099022732397476
SlogP_VSA6,53.42642002321065
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,263.0367556974346
SpAbs_Dzpe,262.3026456926911
SpAbs_Dzse,261.6605173693472
SpDiam_DzZ,177.88132263029797
SpDiam_Dzi,199.91289949230224
SpDiam_Dzm,177.80024320798873
SpDiam_Dzp,238.9343553739128
SpDiam_Dzv,232.47035260965114
SpMAD_Dzpe,9.100401297782495
SpMAD_Dzse,9.076049653478092
SpMax_Dzpe,132.01541111203142
SpMax_Dzse,131.65993933030333
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6293103448275862
AETA_eta_BR,0.03138068230756021
AETA_eta_FL,0.24393180336077905
AETA_eta_RL,0.47752323363633964
DetourIndex,5017
EState_VSA1,21.809817282405326
EState_VSA2,17.358145927591746
EState_VSA3,25.807221274690605
EState_VSA4,34.293038555549735
EState_VSA5,12.13273413692322
EState_VSA6,0.0
EState_VSA7,28.832567921637793
EState_VSA8,4.722094864452088
EState_VSA9,5.106527394840706
ETA_beta_ns,19.0
ETA_shape_p,0.11772853185595565
ETA_shape_x,0.060595567867036
ETA_shape_y,0.3199445983379501
GhoseFilter,True
LogEE_Dzare,131.58320013789825
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,261.2865538895488
SpDiam_Dzpe,200.08298991317506
SpDiam_Dzse,199.34249654228898
SpMAD_Dzare,9.070232955083952
SpMax_Dzare,131.58320013789825
TopoPSA(NO),88.4
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,40.48485751076717
VSA_EState9,40.180127311450924
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.6551724137931034
EState_VSA10,17.60274921607558
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02577996715927741
FilterItLogS,-4.989573855901868
SpDiam_Dzare,199.5531387420287
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6369523809523809
ETA_epsilon_2,0.8809523809523805
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.563244047619047
ETA_epsilon_5,0.8434715821812592
AETA_beta_ns_d,0.017241379310344827
ETA_dEpsilon_A,0.19374250440917135
ETA_dEpsilon_B,0.07370833333333393
ETA_dEpsilon_C,-0.12003417107583741
ETA_dEpsilon_D,0.037480798771121315
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.7241379310344828
MDEDescriptor,"0.0,0.0,0.0,0.0,16.33965852962043,25.972845386638017,0.0,6.9380008133326685,0.0,0.0,0.9628222732707447,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0"
APolDescriptor,59.82765299999997
BCUTDescriptor,"11.900000000000006,31.97207249285131,-0.3315966742475115,0.26031278767694166,3.9426862733616854,11.485635879537506"
BPolDescriptor,34.23434699999999
TPSADescriptor,96.78
ALOGPDescriptor,"3.023200000000001,9.139738240000007,102.98059999999998"
XLogPDescriptor,3.379
VAdjMaDescriptor,6.0
WeightDescriptor,416.1206065399999
ChiPathDescriptor,"20.595647359318296,13.848173775453851,13.403506175457775,10.60153048968616,9.004143722199593,7.638146502542747,5.792298515050592,4.208429509358846,15.840812925402211,9.806381756567239,7.6803961187617285,5.752670480688518,4.382666290627274,3.3336764441457434,2.139769865285786,1.4600914415200688"
ChiChainDescriptor,"0.0,0.0,0.06415002990995841,0.46151265422390103,0.8231443368429003,0.0,0.0,0.02795084971874737,0.1981541592100907,0.3053672156855755"
AtomCountDescriptor,50
BondCountDescriptor,32
SmallRingDescriptor,"4,3,2,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.7762757706797356,0.20412414523193154,0.6262394903071158,0.10206207261596577,0.9840207405979774,0.025499585890087693,0.18151326394875045,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,2,1,5,0,0"
ZagrebIndexDescriptor,158.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"59.42040535650743,2.0489794950519804,22.436951497243484,9.785943490241792,6.645595283774988"
FractionalPSADescriptor,0.2325768022033702
WienerNumbersDescriptor,"2309.0,48.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.292852762452804,8.440010251288477,12.01750346977701,2.056712321464034,3.109529632969895,4.057342067501609"
FractionalCSP3Descriptor,0.2857142857142857
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,8,1,0,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"22.203125,9.240380262562246,4.924037460978147"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1997.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2857142857142857
AutocorrelationDescriptorMass,"40.447633922209405,42.8067361773917,58.486610475898175,59.99508425694673,55.35189133546051"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5125822581369701,-0.23788420028636098,0.04740073789032271,-0.11362545509969696,0.07753602173706182"
EccentricConnectivityIndexDescriptor,715
AutocorrelationDescriptorPolarizability,"2317.500105896567,2787.8816345374776,4125.28158616121,4202.519811549604,3787.5831616677065"
