DLiP-ID,C001ZD
AATSC4v,1.0579642034617103
AATSC5Z,0.8427908030354514
AATSC5c,-0.0019788321281617796
AATSC5d,-0.007117453845282593
AATSC5i,0.2248385783872882
AATSC5m,4.188813283795279
AATSC5p,0.03566804704981349
AATSC5s,0.0013407835290267657
AATSC5v,7.954478293363699
AATSC6Z,-0.9702251270878722
AATSC6c,0.0061539846318280095
AATSC6d,-0.14503994190268701
AATSC6i,0.31172143468275637
AATSC6m,-4.784884280618475
AATSC6p,0.00246571682810997
AATSC6s,0.3983555232792705
AATSC6v,-4.606545512589527
AATSC7Z,-1.0867534200867537
AATSC7c,-0.003276132115596999
AATSC7d,-0.20631297964631298
AATSC7i,-0.34260627829443924
AATSC7m,-5.169475781668495
AATSC7p,-0.04766909328166266
AATSC7s,-0.2791710228747264
AATSC7v,-9.2077054175312
AATSC8Z,-1.3312047679863768
AATSC8c,-0.0008876786105784372
AATSC8d,-0.0890974882928906
AATSC8i,-0.2052502325164133
AATSC8m,-6.624725456940494
AATSC8p,-0.06179253171829833
AATSC8s,-0.3113492739227095
AATSC8v,-12.915036075804442
ATS0are,304.5395999999999
ATS1are,320.565
ATS2are,553.7939
ATS3are,708.8798000000002
ATS4are,742.8939999999999
ATS5are,731.9857999999999
ATS6are,694.3340000000001
ATS7are,702.475
ATS8are,741.6979000000001
ATSC0dv,223.11111111111117
ATSC0pe,8.233977777777776
ATSC0se,5.710057777777777
ATSC1dv,55.703703703703674
ATSC1pe,0.7776814814814813
ATSC1se,0.4731294814814816
ATSC2dv,21.395061728395056
ATSC2pe,-0.34054567901234706
ATSC2se,-0.19392745679012371
ATSC3dv,37.99999999999999
ATSC3pe,-0.7932777777777783
ATSC3se,-0.6955479999999993
ATSC4dv,47.71604938271604
ATSC4pe,-0.797554320987655
ATSC4se,-1.248830765432097
ATSC5dv,-1.0246913580247061
ATSC5pe,0.46962716049382486
ATSC5se,-0.037861283950619225
ATSC6dv,-66.96296296296298
ATSC6pe,0.9664259259259257
ATSC6se,1.7259383703703681
ATSC7dv,-103.62962962962966
ATSC7pe,-1.696185185185183
ATSC7se,-1.1532909629629595
ATSC8dv,-56.08641975308641
ATSC8pe,-1.013371604938269
ATSC8se,-0.3341836049382694
AXp-0dv,0.5321178712203586
AXp-1dv,0.28545864035350355
AXp-2dv,0.14804906593792014
AXp-3dv,0.07877872234807488
AXp-4dv,0.040748875768068855
AXp-5dv,0.021319031429909485
AXp-6dv,0.01046799845163888
AXp-7dv,0.005639795002843696
BertzCT,1108.7742035901006
ECIndex,541
ETA_eta,21.43663555400343
GATS1dv,0.4170194223107569
GATS1pe,0.5001157129401479
GATS1se,0.5360772959682059
GATS2dv,0.7852805644890317
GATS2pe,0.7859601383329929
GATS2se,0.7957475406673148
GATS3dv,0.8180610889774235
GATS3pe,0.8771281510129211
GATS3se,0.8628567551628846
GATS4dv,0.8823055603672265
GATS4pe,0.9434694016205034
GATS4se,0.9662417480551055
GATS5dv,1.0285737782813698
GATS5pe,0.9954794856775687
GATS5se,1.0136944873429585
GATS6dv,1.0624267635340987
GATS6pe,0.8946865792675113
GATS6se,0.8228830851888406
GATS7dv,1.0242543340152899
GATS7pe,0.8881127807554619
GATS7se,0.8785036870087575
GATS8dv,1.0132573155653248
GATS8pe,1.0847342350512654
GATS8se,1.0367702327065447
LogEE_A,4.271401219475068
LogEE_D,141.34292948749209
MATS1dv,0.23406374501992014
MATS1pe,0.08854485748753808
MATS1se,0.0776802803318589
MATS2dv,0.05199083185330963
MATS2pe,-0.022423329822776762
MATS2se,-0.018413367487242458
MATS3dv,0.0709661354581673
MATS3pe,-0.0401424944696187
MATS3se,-0.05075459442714332
MATS4dv,0.08368699116577165
MATS4pe,-0.037902272978222594
MATS4se,-0.08558107942696509
MATS5dv,-0.0018960853832377183
MATS5pe,0.02354667184118426
MATS5se,-0.0027374163115381836
MATS6dv,-0.13241153034919148
MATS6pe,0.05178109421617074
MATS6se,0.13335125988675123
MATS7dv,-0.18830085065144825
MATS7pe,-0.08351281254346862
MATS7se,-0.08188190182768147
MATS8dv,-0.09751940513806838
MATS8pe,-0.047743424336184295
MATS8se,-0.022703831837816067
MAXaaCH,1.6260002519526329
MAXaaaC,0.339304374527589
MAXaasC,0.37347505668934233
MAXaasN,1.2052135298563869
MAXddsN,-0.575433335753953
MAXsssN,2.0692871315192742
MDEC-22,14.210053094182776
MDEC-23,21.35867071824683
MDEC-33,8.047178596950248
MDEN-23,0.9654893846056297
MDEN-33,0.6082201995573401
MDEO-11,0.7211247851537042
MDEO-12,0.28617856063833297
MINaaCH,1.1810772549760644
MINaaaC,0.07238940329218102
MINaasC,-0.5699922839506171
MINaasN,1.2052135298563869
MINddsN,-0.575433335753953
MINsssN,2.0692871315192742
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.904761904761905
SM1_Dzi,1.9472382788603375
SM1_Dzm,1.9348520032409964
SM1_Dzp,-8.400108997947434
SM1_Dzv,-3.4199360905065253
SddssSe,0
SpAD_Dt,612.5720287389937
SpAbs_A,36.55077148923823
SpAbs_D,282.68585897498406
SpMAD_A,1.3053846960442226
SpMAD_D,10.095923534820864
SpMax_A,2.5080211198777493
SpMax_D,141.34292948749209
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,90.5
TpiPC10,9.537526883853582
VAdjMat,5.954196310386875
VE1_DzZ,5.184915600222119
VE1_Dzi,5.182088214674858
VE1_Dzm,5.184940397642636
VE1_Dzp,5.146732028453575
VE1_Dzv,5.170243190265289
VE2_DzZ,0.18517555715078998
VE2_Dzi,0.18507457909553063
VE2_Dzm,0.18517644277295128
VE2_Dzp,0.18381185815905624
VE2_Dzv,0.1846515425094746
VE3_DzZ,2.6753729810488007
VE3_Dzi,2.6748275224634956
VE3_Dzm,2.6753777636456895
VE3_Dzp,2.667981372858099
VE3_Dzv,2.672539143331242
VR1_DzZ,179.580527783238
VR1_Dzi,179.96591343484545
VR1_Dzm,179.5535989544338
VR1_Dzp,184.15624012863913
VR1_Dzv,181.47661082268968
VR2_DzZ,6.413590277972786
VR2_Dzi,6.42735405124448
VR2_Dzm,6.412628534086921
VR2_Dzp,6.577008576022826
VR2_Dzv,6.481307529381774
VR3_DzZ,6.220243147256237
VR3_Dzi,6.222386880332229
VR3_Dzm,6.22009318195442
VR3_Dzp,6.245403945616162
VR3_Dzv,6.230746196591438
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.10997758545277603
Xch-7dv,0.12463671764694273
Xpc-4dv,1.472260720234523
Xpc-5dv,1.9734394093867569
Xpc-6dv,2.637083456450895
Zagreb1,150.0
Zagreb2,179.0
fragCpx,205.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,31
nBondsS,29
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,1
AATS0are,6.767546666666664
AATS1are,6.6784375
AATS2are,6.672215662650602
AATS3are,6.563701851851853
AATS4are,6.459947826086956
AATS5are,6.715466055045871
AATS6are,6.807196078431373
AATS7are,6.328603603603604
AATS8are,6.3939474137931045
AATSC0dv,4.958024691358026
AATSC0pe,0.18297728395061724
AATSC0se,0.12689017283950615
AATSC1dv,1.1604938271604932
AATSC1pe,0.016201697530864194
AATSC1se,0.009856864197530867
AATSC2dv,0.2577718280529525
AATSC2pe,-0.004102959988100567
AATSC2se,-0.0023364753830135386
AATSC3dv,0.3518518518518518
AATSC3pe,-0.0073451646090535025
AATSC3se,-0.006440259259259252
AATSC4dv,0.41492216854535685
AATSC4pe,-0.006935254965110043
AATSC4se,-0.010859397960279104
AATSC5dv,-0.009400838147015653
AATSC5pe,0.004308506059576375
AATSC5se,-0.00034735122890476355
AATSC6dv,-0.6564996368917939
AATSC6pe,0.009474763979665938
AATSC6se,0.016920964415395767
AATSC7dv,-0.9336002669336005
AATSC7pe,-0.015280947614280928
AATSC7se,-0.010390008675341978
AATSC8dv,-0.48350361856108975
AATSC8pe,-0.008735962111536802
AATSC8se,-0.0028808931460195634
AETA_eta,0.765594126928694
ATSC0are,9.217857777777773
ATSC1are,0.8431783703703694
ATSC2are,-0.42736656790123473
ATSC3are,-0.9580808888888885
ATSC4are,-1.3935298765432094
ATSC5are,0.3517444938271588
ATSC6are,1.6583223703703698
ATSC7are,-1.8670136296296276
ATSC8are,-0.8686844938271592
BCUTZ-1h,9.004070989699365
BCUTZ-1l,5.679261878442894
BCUTc-1h,0.48998664833815064
BCUTc-1l,-0.4204592835449115
BCUTd-1h,3.298105038716523
BCUTd-1l,0.9727340584548281
BCUTi-1h,17.42477293757608
BCUTi-1l,10.943457212188989
BCUTm-1h,19.000142577246745
BCUTm-1l,11.69345792254937
BCUTp-1h,2.006071410222491
BCUTp-1l,0.5458468517903337
BCUTs-1h,8.002975125222179
BCUTs-1l,1.3746525675740615
BCUTv-1h,20.902925427066418
BCUTv-1l,13.304118664075906
BalabanJ,1.5306976360810969
Diameter,12
ETA_beta,37.75
GATS1are,0.5163116653278804
GATS2are,0.7955121731176201
GATS3are,0.8808055989227994
GATS4are,0.9604755432293217
GATS5are,1.007449144872638
GATS6are,0.8812972324875733
GATS7are,0.8841220930267408
GATS8are,1.075407506522156
HybRatio,0.2631578947368421
Lipinski,True
LogEE_Dt,306.28601436949685
MATS1are,0.08575525260629362
MATS2are,-0.02513650908003531
MATS3are,-0.04330728245045768
MATS4are,-0.059156293432026316
MATS5are,0.015753727191117794
MATS6are,0.07936907121970069
MATS7are,-0.08211207372304331
MATS8are,-0.036558350373110476
MAXssCH2,0.6720643963253089
MINssCH2,0.33319625535399355
NsssssAs,0
RotRatio,0.12903225806451613
SM1_Dzpe,2.0389170454475565
SM1_Dzse,1.8685311733240928
SMR_VSA1,14.050589050292539
SMR_VSA2,0.0
SMR_VSA3,14.450987899589041
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,26.303276740850986
SMR_VSA7,74.5743171661665
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,206.31269095097053
SpAD_Dzi,197.769656904439
SpAD_Dzm,206.22201344372485
SpAD_Dzp,319.2831462674931
SpAD_Dzv,274.56906040583283
SpAbs_Dt,612.5720287389937
SpDiam_A,5.0160422397555
SpDiam_D,191.41589530946393
SpMAD_Dt,21.87757245496406
SpMax_Dt,306.28601436949685
SsssssAs,0
VE1_Dzpe,5.184827917393951
VE1_Dzse,5.184901745162772
VE2_Dzpe,0.18517242562121256
VE2_Dzse,0.18517506232724187
VE3_Dzpe,2.675356069766854
VE3_Dzse,2.6753703088591396
VMcGowan,261.59000000000026
VR1_Dzpe,179.58074815886505
VR1_Dzse,179.59457534872
VR2_Dzpe,6.413598148530895
VR2_Dzse,6.414091976740001
VR3_Dzpe,6.22024437442432
VR3_Dzse,6.2203213685213905
mZagreb1,8.61111111111111
mZagreb2,6.111111111111109
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,39
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.20484128395061718
AATSC1are,0.017566216049382695
AATSC2are,-0.00514899479399078
AATSC3are,-0.008871119341563783
AATSC4are,-0.012117651100375734
AATSC5are,0.003227013704836319
AATSC6are,0.016258062454611467
AATSC7are,-0.016819942609275926
AATSC8are,-0.0074886594295444755
AETA_beta,1.3482142857142858
BCUTdv-1h,7.005191475150093
BCUTdv-1l,1.8943494851436329
BCUTpe-1h,3.988680116159727
BCUTpe-1l,2.223222257437679
BCUTse-1h,4.009968058944773
BCUTse-1l,2.4185219560859545
ETA_alpha,12.719047619047622
ETA_dBeta,-0.75
ETA_eta_B,0.3724996667149014
ETA_eta_F,31.226715965123304
ETA_eta_L,5.846574854370111
ETA_eta_R,52.663351519126735
ETA_psi_1,0.5011257035647283
LabuteASA,158.49172084941836
LogEE_DzZ,103.19022310326028
LogEE_Dzi,98.90432482898552
LogEE_Dzm,103.14732405705806
LogEE_Dzp,158.0344734235125
LogEE_Dzv,136.63015412607305
PEOE_VSA1,4.736862953800049
PEOE_VSA2,24.375864831479227
PEOE_VSA3,9.374393568622029
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,18.19910120538483
PEOE_VSA8,25.22224694874837
PEOE_VSA9,41.2721425905207
SM1_Dzare,2.275772055068154
SpAD_Dzpe,203.98757999913255
SpAD_Dzse,206.71275331601254
SpAbs_DzZ,204.68003788974605
SpAbs_Dzi,196.1237535107064
SpAbs_Dzm,204.56356886951826
SpAbs_Dzp,324.46905584497244
SpAbs_Dzv,276.68024434265266
SpDiam_Dt,419.44159734364354
SpMAD_DzZ,7.368310391106091
SpMAD_Dzi,7.063202032301392
SpMAD_Dzm,7.365071908704459
SpMAD_Dzp,11.402969509553326
SpMAD_Dzv,9.806037871636887
SpMax_DzZ,103.19022310326028
SpMax_Dzi,98.90432482898552
SpMax_Dzm,103.14732405705806
SpMax_Dzp,158.0344734235125
SpMax_Dzv,136.63015412607305
VE1_Dzare,5.184987588563394
VE2_Dzare,0.18517812816297835
VE3_Dzare,2.6753868651400916
VR1_Dzare,179.545350390518
VR2_Dzare,6.4123339425185
VR3_Dzare,6.220047241614398
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4542517006802722
AETA_dBeta,-0.026785714285714284
AETA_eta_B,0.013303559525532194
AETA_eta_F,1.115239855897261
AETA_eta_L,0.20880624479893253
AETA_eta_R,1.8808339828259548
BCUTare-1h,4.107725932934584
BCUTare-1l,2.174667916473275
ETA_beta_s,19.25
ETA_dPsi_A,0.21287429643527167
ETA_dPsi_B,0.0
ETA_eta_BR,0.7164996667149014
ETA_eta_FL,7.695139041288083
ETA_eta_RL,13.541713895658194
LogEE_Dzpe,102.02602194938467
LogEE_Dzse,103.38928242848125
PEOE_VSA10,11.641625339045822
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.24665316973557
SlogP_VSA1,5.559266895052007
SlogP_VSA2,45.677575689257694
SlogP_VSA3,11.281619359712625
SlogP_VSA4,15.931539109811467
SlogP_VSA5,5.824404497999927
SlogP_VSA6,47.25910666330309
SlogP_VSA7,0.0
SlogP_VSA8,16.590311206764618
SlogP_VSA9,0.0
SpAD_Dzare,200.69083526854052
SpAbs_Dzpe,202.23993681732043
SpAbs_Dzse,205.111155167449
SpDiam_DzZ,140.6638184715481
SpDiam_Dzi,134.37357380048311
SpDiam_Dzm,140.6302207384358
SpDiam_Dzp,211.9771671965545
SpDiam_Dzv,185.46795066163241
SpMAD_Dzpe,7.285270714254734
SpMAD_Dzse,7.382598332714734
SpMax_Dzpe,102.02602194938467
SpMax_Dzse,103.38928242848125
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6875
AETA_eta_BR,0.02558927381124648
AETA_eta_FL,0.27482639433171724
AETA_eta_RL,0.4836326391306498
DetourIndex,4207
EState_VSA1,16.299798784915573
EState_VSA2,16.76099676383192
EState_VSA3,44.18913836237975
EState_VSA4,0.0
EState_VSA5,40.965302058561015
EState_VSA6,6.06636706846161
EState_VSA7,0.0
EState_VSA8,9.883888251797686
EState_VSA9,4.736862953800049
ETA_beta_ns,18.5
ETA_shape_p,0.10108573567952074
ETA_shape_x,0.0
ETA_shape_y,0.36952452265069247
GhoseFilter,True
LogEE_Dzare,100.37766313771566
SlogP_VSA10,10.077801322358383
SlogP_VSA11,0.0
SpAbs_Dzare,198.74526292513872
SpDiam_Dzpe,139.05486722168683
SpDiam_Dzse,140.9253569859301
SpMAD_Dzare,7.167529831019304
SpMax_Dzare,100.37766313771566
TopoPSA(NO),90.5
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,15.697357016880826
VSA_EState9,58.969309649785835
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6607142857142857
EState_VSA10,19.299270500512215
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04574829931972779
FilterItLogS,-4.6798114729438005
SpDiam_Dzare,136.81977997543953
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6773544973544974
ETA_epsilon_2,0.9064625850340132
ETA_epsilon_3,0.4435897435897435
ETA_epsilon_4,0.5979114452798661
ETA_epsilon_5,0.9064625850340132
AETA_beta_ns_d,0.05357142857142857
ETA_dEpsilon_A,0.23376475376475386
ETA_dEpsilon_B,0.07944305207463132
ETA_dEpsilon_C,-0.15432170169012255
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8214285714285714
MDEDescriptor,"0.0,0.0,0.0,0.0,14.210053094182776,21.35867071824683,0.0,8.047178596950248,0.0,0.0,0.7211247851537042,0.28617856063833297,0.0,0.0,0.0,0.0,0.0,0.9654893846056297,0.6082201995573401"
APolDescriptor,52.940480999999984
BCUTDescriptor,"11.997382598263178,19.00013663143565,-0.37811818612211046,0.24584922042744417,3.8271910978493935,11.510854817658858"
BPolDescriptor,29.197518999999993
TPSADescriptor,90.5
ALOGPDescriptor,"3.889100000000002,15.125098810000017,91.98589999999999"
XLogPDescriptor,2.6559999999999997
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,384.12338338
ChiPathDescriptor,"19.672997628507925,13.541713895658198,12.33866597834076,10.496810279569543,8.865550640344088,7.56825690165421,5.306819395613822,3.9786666973866094,14.72844270234736,8.848339994410154,6.504364758585622,4.7308410180670935,3.315332564593823,2.3657654409527247,1.3037843133442493,0.8455900421050003"
ChiChainDescriptor,"0.0,0.0,0.0,0.2987977088559277,0.49806968805034807,0.0,0.0,0.0,0.10997758545277603,0.12961893247481981"
AtomCountDescriptor,45
BondCountDescriptor,31
SmallRingDescriptor,"4,3,3,2,0,0,0,4,0,0,0"
ChiClusterDescriptor,"1.848886466777676,0.0,0.5745670200355855,0.0,0.7040436383023722,0.0,0.091121947728894,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,5,0,0,0"
ZagrebIndexDescriptor,150.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"57.64592755760446,2.058783127057302,26.310127845214836,10.480796858551951,13.273305880084168"
FractionalPSADescriptor,0.23560138204466316
WienerNumbersDescriptor,"1903.0,48.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.623673835496906,7.37910729858955,11.308858946678237,1.4474997298025505,1.975354486425775,2.4328911640990785"
FractionalCSP3Descriptor,0.2631578947368421
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.240374609781476,9.427685950413224,4.694444444444445"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1548.09
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2631578947368421
AutocorrelationDescriptorMass,"34.039841486312355,35.18062163568009,50.506124240762496,55.60019679076928,54.112465700674356"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.6566074560759287,-0.32396422576442446,-0.09069426667106212,0.30594914086337427,-0.3593919571255689"
EccentricConnectivityIndexDescriptor,541
AutocorrelationDescriptorPolarizability,"1856.004853359862,2234.8163994199654,3223.391677024147,3515.9909133647643,3282.48904480799"
