DLiP-ID,C000GG
AATSC6d,-0.03287197231833909
AATSC6i,-0.055542956638415616
AATSC6m,7.4693262637831594
AATSC6p,-0.005753392782533454
AATSC6s,0.4654988465974625
AATSC6v,3.17247158059006
AATSC7Z,-0.8951557093425605
AATSC7c,-0.005735307720828674
AATSC7d,-0.08698961937716262
AATSC7i,-0.06303466076551366
AATSC7m,-4.157350314256055
AATSC7p,-0.011186198104631492
AATSC7s,-0.29572664359861583
AATSC7v,-3.2410067473251143
AATSC8Z,-0.288250338498571
AATSC8c,-0.0022490267983506698
AATSC8d,-0.11982849405746951
AATSC8i,-0.3154066784852459
AATSC8m,-1.4919389214683314
AATSC8p,-0.051792249843494675
AATSC8s,0.13376753088277085
AATSC8v,-7.499493811276913
ATS0are,231.58
ATS1are,242.6
ATS2are,373.87
ATS3are,478.94
ATS4are,509.74
ATS5are,470.96999999999997
ATS6are,380.43
ATS7are,332.80000000000007
ATS8are,300.5400000000001
ATSC0dv,154.23529411764704
ATSC0pe,6.184376470588234
ATSC0se,4.850199529411764
ATSC1dv,27.221453287197228
ATSC1pe,-1.0814574394463667
ATSC1se,-0.8777797370242213
ATSC2dv,-0.5051903114186942
ATSC2pe,-0.7296965397923882
ATSC2se,-0.9635867543252593
ATSC3dv,-36.95501730103806
ATSC3pe,-1.917151557093425
ATSC3se,-1.543418560553633
ATSC4dv,2.304498269896192
ATSC4pe,2.5969813148788927
ATSC4se,2.244736802768165
ATSC5dv,-55.851211072664356
ATSC5pe,-2.949885467128026
ATSC5se,-1.8789378269896184
ATSC6dv,44.64359861591696
ATSC6pe,2.2847238754325248
ATSC6se,1.4474177716262975
ATSC7dv,-31.169550173010386
ATSC7pe,-1.187435986159169
ATSC7se,-0.871034837370242
ATSC8dv,-14.847750865051903
ATSC8pe,-0.03367404844290667
ATSC8se,-0.1679377162629757
AXp-0dv,0.5241130578649645
AXp-1dv,0.2652354143301246
AXp-2dv,0.13427317373093253
AXp-3dv,0.06933747637301738
AXp-4dv,0.03535045088581691
AXp-5dv,0.018356887027837925
AXp-6dv,0.009118168637285982
AXp-7dv,0.0047458464040661865
BertzCT,925.8027285597921
ECIndex,374
ETA_eta,13.472008047450691
GATS1dv,0.552726926010679
GATS1pe,0.8931990464903335
GATS1se,0.9631869036186324
GATS2dv,0.8080765773128475
GATS2pe,0.835645654174901
GATS2se,0.9283460934771834
GATS3dv,0.9887953579601177
GATS3pe,1.0894642612557968
GATS3se,1.1461613357796816
GATS4dv,0.9571090770404274
GATS4pe,0.8208730539195545
GATS4se,0.8243020056712766
GATS5dv,1.1871742308670228
GATS5pe,1.2277642355879712
GATS5se,1.176829677910643
GATS6dv,0.8290903890160185
GATS6pe,0.641955178324126
GATS6se,0.6421388400855601
GATS7dv,1.1339816933638445
GATS7pe,1.147896806373556
GATS7se,1.146182330497695
GATS8dv,1.0395607402248535
GATS8pe,0.9943802367751884
GATS8se,0.9991296711575264
LogEE_A,4.028887698280315
LogEE_D,96.24421084640892
MATS1dv,0.16668785490295787
MATS1pe,-0.1651543167602612
MATS1se,-0.17092373026125274
MATS2dv,-0.001988667320475137
MATS2pe,-0.071636978137372
MATS2se,-0.1206207727287054
MATS3dv,-0.11637790127492646
MATS3pe,-0.15057102419107624
MATS3se,-0.15456280492204785
MATS4dv,0.006773455377574367
MATS4pe,0.1903665149877998
MATS4se,0.20980869159795545
MATS5dv,-0.17099966098821934
MATS5pe,-0.22524525749897267
MATS5se,-0.1829360195798049
MATS6dv,0.16402237477752352
MATS6pe,0.20934638583248358
MATS6se,0.16910714681897704
MATS7dv,-0.13742181540808546
MATS7pe,-0.13056392579403123
MATS7se,-0.12211944803920252
MATS8dv,-0.07115378237654629
MATS8pe,-0.004024579387245621
MATS8se,-0.025592323879695306
MAXaaCH,1.5601332199546485
MAXaaaC,0.062075774754346336
MAXaasC,0.5106320861678006
MAXsCH3,1.4082051801947184
MDEC-12,1.0837251922653914
MDEC-13,1.671189058770944
MDEC-22,4.000913745780976
MDEC-23,18.088730239906663
MDEC-33,11.565422955776981
MDEO-11,0.9202893164613647
MDEO-12,1.5004120547590964
MDEO-22,0.19999999999999996
MINaaCH,1.0719341702602887
MINaaaC,-0.007135797220122475
MINaasC,-0.348530853699504
MINsCH3,1.4082051801947184
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5
SM1_Dzi,1.0388051152698072
SM1_Dzm,1.4955934745921624
SM1_Dzp,-6.493765586034913
SM1_Dzv,-2.393966868348154
SddssSe,0
SpAD_Dt,407.1020903568873
SpAbs_A,27.587948686779985
SpAbs_D,192.48842169281795
SpMAD_A,1.2539976675809081
SpMAD_D,8.749473713309905
SpMax_A,2.468806361945353
SpMax_D,96.24421084640892
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,100.13000000000001
TpiPC10,9.340800181999843
VAdjMat,5.584962500721156
VE1_DzZ,4.618697533716435
VE1_Dzi,4.61534153805722
VE1_Dzm,4.618665708808236
VE1_Dzp,4.5566275043300255
VE1_Dzv,4.588713853050718
VE2_DzZ,0.20994079698711066
VE2_Dzi,0.20978825172987364
VE2_Dzm,0.20993935040037437
VE2_Dzp,0.20711943201500116
VE2_Dzv,0.2085779024113963
VE3_DzZ,2.3185701066022584
VE3_Dzi,2.317843231660342
VE3_Dzm,2.318563216127701
VE3_Dzp,2.3050401278808264
VE3_Dzv,2.3120571388645685
VR1_DzZ,121.97489066084165
VR1_Dzi,122.27421798333087
VR1_Dzm,121.97777083515685
VR1_Dzp,127.32223225007036
VR1_Dzv,124.61196949290144
VR2_DzZ,5.544313211856439
VR2_Dzi,5.557918999242312
VR2_Dzm,5.544444128870766
VR2_Dzp,5.787374193185016
VR2_Dzv,5.66418043149552
VR3_DzZ,5.59227256965947
VR3_Dzi,5.594723571212755
VR3_Dzm,5.592296182226741
VR3_Dzp,5.635178495220057
VR3_Dzv,5.613662025449754
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05962098582428747
Xch-7dv,0.09941371369133298
Xpc-4dv,1.1133633369372622
Xpc-5dv,1.4460185463455069
Xpc-6dv,1.737373214459803
Zagreb1,118.0
Zagreb2,141.0
fragCpx,114.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,24
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.811176470588236
AATS1are,6.738888888888889
AATS2are,6.6762500000000005
AATS3are,6.842
AATS4are,6.7965333333333335
AATS5are,6.54125
AATS6are,6.3405000000000005
AATS7are,6.6560000000000015
AATS8are,6.5334782608695665
AATSC0dv,4.536332179930795
AATSC0pe,0.18189342560553629
AATSC0se,0.1426529273356401
AATSC1dv,0.756151480199923
AATSC1pe,-0.030040484429065744
AATSC1se,-0.024382770472895037
AATSC2dv,-0.009021255561048111
AATSC2pe,-0.013030295353435504
AATSC2se,-0.017206906327236773
AATSC3dv,-0.5279288185862581
AATSC3pe,-0.027387879387048928
AATSC3se,-0.022048836579337615
AATSC4dv,0.030726643598615898
AATSC4pe,0.03462641753171857
AATSC4se,0.029929824036908866
AATSC5dv,-0.775711264898116
AATSC5pe,-0.04097063148788925
AATSC5se,-0.026096358708189146
AATSC6dv,0.7440599769319493
AATSC6pe,0.038078731257208745
AATSC6se,0.024123629527104958
AATSC7dv,-0.6233910034602077
AATSC7pe,-0.02374871972318338
AATSC7se,-0.01742069674740484
AATSC8dv,-0.3227771927185196
AATSC8pe,-0.0007320445313675363
AATSC8se,-0.0036508199187603417
AETA_eta,0.6123640021568496
ATSC0are,6.9105882352941155
ATSC1are,-1.2429757785467128
ATSC2are,-1.042733564013841
ATSC3are,-2.168269896193772
ATSC4are,3.0619377162629746
ATSC5are,-3.091833910034601
ATSC6are,2.38719723183391
ATSC7are,-1.300865051903114
ATSC8are,-0.09785467128027658
BCUTZ-1h,8.024756199212742
BCUTZ-1l,5.671589710179631
BCUTc-1h,0.4832587203980683
BCUTc-1l,-0.5301981644356887
BCUTd-1h,3.2813772208084777
BCUTd-1l,0.9776945437366509
BCUTi-1h,13.639384826912533
BCUTi-1l,10.932696216790157
BCUTm-1h,16.012822670945827
BCUTm-1l,11.685349121167567
BCUTp-1h,2.016239105049446
BCUTp-1l,0.7496281746913382
BCUTs-1h,7.008281606785486
BCUTs-1l,1.3789821138786753
BCUTv-1h,20.915377001007027
BCUTv-1l,14.701726169761484
BalabanJ,1.663352859896451
Diameter,10
ETA_beta,32.0
GATS1are,0.9205680399500625
GATS2are,0.8706360353130016
GATS3are,1.1116171749598716
GATS4are,0.819756554307116
GATS5are,1.2107326779026217
GATS6are,0.6386938202247192
GATS7are,1.1484550561797753
GATS8are,0.9945041524181728
HybRatio,0.0625
Lipinski,True
LogEE_Dt,203.55104517844364
MATS1are,-0.16987288616502108
MATS2are,-0.0916113381001022
MATS3are,-0.15239797655528
MATS4are,0.20086255816592893
MATS5are,-0.21127473234214808
MATS6are,0.1957496311428896
MATS7are,-0.12800476676881173
MATS8are,-0.010466166303977713
NsssssAs,0
RotRatio,0.08333333333333333
SM1_Dzpe,1.552325581395349
SM1_Dzse,1.4909688013136289
SMR_VSA1,24.47359607537551
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,46.62152998674202
SMR_VSA8,0.0
SMR_VSA9,34.321746243707054
SpAD_DzZ,130.85811331236013
SpAD_Dzi,134.8533103575554
SpAD_Dzm,130.89620338948868
SpAD_Dzp,191.9973882287518
SpAD_Dzv,161.6080236500885
SpAbs_Dt,407.1020903568873
SpDiam_A,4.937612723890706
SpDiam_D,143.2680654958089
SpMAD_Dt,18.504640470767605
SpMax_Dt,203.55104517844364
SsssssAs,0
VE1_Dzpe,4.619074998725864
VE1_Dzse,4.618632302324693
VE2_Dzpe,0.2099579544875393
VE2_Dzse,0.20993783192384968
VE3_Dzpe,2.3186518286858697
VE3_Dzse,2.3185559831720246
VMcGowan,204.53999999999982
VR1_Dzpe,121.94066225317138
VR1_Dzse,121.98079320219378
VR2_Dzpe,5.542757375144154
VR2_Dzse,5.5445815091906265
VR3_Dzpe,5.591991911804848
VR3_Dzse,5.592320959934784
mZagreb1,8.0
mZagreb2,4.8055555555555545
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,28
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.2032525951557093
AATSC1are,-0.03452710495963091
AATSC2are,-0.018620242214532876
AATSC3are,-0.030975284231339602
AATSC4are,0.04082583621683966
AATSC5are,-0.04294213763936946
AATSC6are,0.03978662053056516
AATSC7are,-0.02601730103806228
AATSC8are,-0.0021272754626147083
AETA_beta,1.4545454545454546
BCUTdv-1h,6.023919302015186
BCUTdv-1l,0.9975747568474074
BCUTpe-1h,3.4946985066943332
BCUTpe-1l,2.215905454969644
BCUTse-1h,3.707577931132941
BCUTse-1l,2.41208294025102
ETA_alpha,10.0
ETA_dBeta,4.0
ETA_eta_B,0.42381126173115824
ETA_eta_F,24.35833256386794
ETA_eta_L,3.9034353336786953
ETA_eta_R,37.83034061131863
ETA_psi_1,0.5000000000000002
LabuteASA,123.99768938184056
LogEE_DzZ,65.4972384743619
LogEE_Dzi,67.47387359310814
LogEE_Dzm,65.51608321631669
LogEE_Dzp,94.45971905004123
LogEE_Dzv,80.25992844587417
PEOE_VSA1,24.47359607537551
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,18.19910120538483
PEOE_VSA8,23.762552697081826
PEOE_VSA9,7.109797541277533
SM1_Dzare,1.714285714285714
SpAD_Dzpe,130.40593608211339
SpAD_Dzse,130.93618090460927
SpAbs_DzZ,129.62291185949812
SpAbs_Dzi,133.98061724186186
SpAbs_Dzm,129.66437899834233
SpAbs_Dzp,195.4132036861174
SpAbs_Dzv,162.91382376009665
SpDiam_Dt,280.30570223187385
SpMAD_DzZ,5.948096059652733
SpMAD_Dzi,6.129695925343427
SpMAD_Dzm,5.94982742679494
SpMAD_Dzp,8.72715401039781
SpMAD_Dzv,7.345819256822205
SpMax_DzZ,65.4972384743619
SpMax_Dzi,67.47387359310814
SpMax_Dzm,65.51608321631669
SpMax_Dzp,94.45971905004123
SpMax_Dzv,80.25992844587417
VE1_Dzare,4.620237700298687
VE2_Dzare,0.21001080455903123
VE3_Dzare,2.3189035144154984
VR1_Dzare,121.83440711785865
VR2_Dzare,5.537927596266302
VR3_Dzare,5.59112016440003
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45454545454545453
AETA_dBeta,0.18181818181818182
AETA_eta_B,0.019264148260507194
AETA_eta_F,1.10719693472127
AETA_eta_L,0.17742887880357705
AETA_eta_R,1.7195609368781197
BCUTare-1h,3.548527210954555
BCUTare-1l,2.166911984195371
ETA_beta_s,14.0
ETA_dPsi_A,0.21399999999999975
ETA_dPsi_B,0.0
ETA_eta_BR,0.6818112617311582
ETA_eta_FL,6.586966966963242
ETA_eta_RL,10.490402300641938
LogEE_Dzpe,65.27352829475649
LogEE_Dzse,65.53586176145525
PEOE_VSA10,28.22851544154929
PEOE_VSA11,16.92781405846835
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.16565334570059
SlogP_VSA2,22.42937972579965
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,45.60989053189483
SlogP_VSA7,0.0
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,129.01316907166026
SpAbs_Dzpe,129.13076829462062
SpAbs_Dzse,129.70790264396288
SpDiam_DzZ,97.49861562937996
SpDiam_Dzi,100.36602614532774
SpDiam_Dzm,97.52593130240075
SpDiam_Dzp,136.71925858746243
SpDiam_Dzv,117.88934236407763
SpMAD_Dzpe,5.927542549186972
SpMAD_Dzse,5.951644586573149
SpMax_Dzpe,65.27352829475649
SpMax_Dzse,65.53586176145525
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6363636363636364
AETA_eta_BR,0.03099142098777992
AETA_eta_FL,0.2994075894074201
AETA_eta_RL,0.4768364682109972
DetourIndex,2213
EState_VSA1,5.428790391900541
EState_VSA2,39.7275391081171
EState_VSA3,5.563451491696996
EState_VSA4,6.06636706846161
EState_VSA5,31.37526581512397
EState_VSA6,6.06636706846161
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,9.154013890853395
ETA_beta_ns,18.0
ETA_shape_p,0.1833333333333333
ETA_shape_x,0.0
ETA_shape_y,0.45
GhoseFilter,True
LogEE_Dzare,64.58183987545684
SlogP_VSA10,0.0
SlogP_VSA11,22.99804733313562
SpAbs_Dzare,127.61057166906298
SpDiam_Dzpe,97.17437766435765
SpDiam_Dzse,97.55460099062537
SpMAD_Dzare,5.864234957802739
SpMax_Dzare,64.58183987545684
TopoPSA(NO),100.13000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.572508503401361
VSA_EState9,55.427491496598634
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8181818181818182
EState_VSA10,20.11411936859394
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.045454545454545456
FilterItLogS,-3.6123595164302316
SpDiam_Dzare,96.172252394027
ETA_beta_ns_d,2.5
ETA_epsilon_1,0.6941176470588236
ETA_epsilon_2,0.9090909090909087
ETA_epsilon_3,0.44193548387096804
ETA_epsilon_4,0.5791666666666669
ETA_epsilon_5,0.8359999999999999
AETA_beta_ns_d,0.11363636363636363
ETA_dEpsilon_A,0.2521821631878556
ETA_dEpsilon_B,0.11495098039215668
ETA_dEpsilon_C,-0.1372311827956989
ETA_dEpsilon_D,0.07309090909090887
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7272727272727273
MDEDescriptor,"0.0,1.0837251922653914,1.671189058770944,0.0,4.000913745780976,18.088730239906663,0.0,11.565422955776981,0.0,0.0,0.9202893164613647,1.5004120547590964,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,40.97351599999999
BCUTDescriptor,"11.996177865574,16.000797738074205,-0.3827978000739789,0.19354528559649767,4.932051222402841,9.979792084750894"
BPolDescriptor,17.908483999999998
TPSADescriptor,100.13000000000001
ALOGPDescriptor,"3.2289,10.425795209999999,72.8261"
XLogPDescriptor,3.3150000000000004
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,300.06338819999996
ChiPathDescriptor,"15.853006672199017,10.49040230064194,9.81880212046475,8.211848145250276,7.258985115389004,5.378491975415834,4.170928621274192,2.6054080977275462,11.53048727302922,6.36564994392299,4.699561080582638,3.2588613895318166,2.2270784058064654,1.4501940751991962,0.8206351773557388,0.44610956198222135"
ChiChainDescriptor,"0.0,0.0,0.0,0.17915249285508827,0.49689674590580823,0.0,0.0,0.0,0.05962098582428749,0.09941371369133295"
AtomCountDescriptor,34
BondCountDescriptor,24
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.7735596935591382,0.0,0.4138748593503241,0.0,0.5851706378524226,0.0,0.08045658367785133,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,0,0,0,0"
ZagrebIndexDescriptor,118.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"44.71304071943584,2.0324109417925382,16.170799861169968,16.170799861169968,0.0"
FractionalPSADescriptor,0.3336961586705166
WienerNumbersDescriptor,"1025.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.9965622904500173,6.879733556258434,9.171649187369793,1.113363336937262,1.4460185463455075,1.5895310358654469"
FractionalCSP3Descriptor,0.0625
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.84375,6.857142857142857,3.440470801267542"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,834.06
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.0625
AutocorrelationDescriptorMass,"26.646814213245676,26.65673581706051,39.649287679855895,44.42003264679453,42.18954088042806"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.5819062452136661,-0.18363504972333008,-0.06490334878761206,-0.20812356209497573,0.19346901268696398"
EccentricConnectivityIndexDescriptor,374
AutocorrelationDescriptorPolarizability,"1352.3892708741853,1613.5356137137112,2319.4957547021645,2412.852872670719,2000.2831391201676"
