DLiP-ID,I000LB
AATSC4i,-0.06774174151742322
AATSC4m,14.240004778372192
AATSC4p,0.034223495322328136
AATSC4s,0.14073853599372046
AATSC4v,5.416153979484747
AATSC5Z,-4.099926112767204
AATSC5c,-0.0005172621782339983
AATSC5d,0.012210502178399458
AATSC5i,0.2633186427617225
AATSC5m,-20.654175183546077
AATSC5p,0.012290400093618915
AATSC5s,-0.1746513197428301
AATSC5v,0.5643746240337103
AATSC6Z,3.2903628117913835
AATSC6c,0.002271919797987745
AATSC6d,-0.07997448979591835
AATSC6i,-0.3502831226666619
AATSC6m,15.138770666808394
AATSC6p,-0.06223271843800943
AATSC6s,-0.07751652097198934
AATSC6v,-7.185739731225041
AATSC7Z,0.20697474392055593
AATSC7c,-0.0016333093625163374
AATSC7d,-0.01565798733286417
AATSC7i,0.04991659547551808
AATSC7m,1.218424501681132
AATSC7p,0.036093941752985116
AATSC7s,-0.14345589701656317
AATSC7v,3.715288608641224
AATSC8Z,-10.71609977324263
AATSC8c,0.0004589102303710289
AATSC8d,0.04183673469387758
AATSC8i,-0.24942089686081878
AATSC8m,-53.29957158140589
AATSC8p,-0.12409636480737245
AATSC8s,0.17515971148658613
AATSC8v,-12.878905094540073
ATS0are,270.4752
ATS1are,290.8
ATS2are,515.5919000000001
ATS3are,672.569
ATS4are,658.9641
ATS5are,582.4100000000002
ATS6are,502.36620000000005
ATS7are,527.0050000000001
ATS8are,432.1608000000001
ATSC0dv,167.91207786269513
ATSC0pe,5.60627857142857
ATSC0se,4.267053833333334
ATSC1dv,34.32413239644281
ATSC1pe,-0.002034183673469886
ATSC1se,-0.1904859166666666
ATSC2dv,-9.754212430285314
ATSC2pe,0.4628545918367352
ATSC2se,0.3050518611111108
ATSC3dv,-4.7591612776797865
ATSC3pe,-1.877760714285714
ATSC3se,-1.484063083333333
ATSC4dv,-6.069377179312511
ATSC4pe,0.7674739795918356
ATSC4se,0.22311969444444413
ATSC5dv,-31.427118812774307
ATSC5pe,-1.5850260204081623
ATSC5se,-0.7055145277777786
ATSC6dv,-49.61566336639822
ATSC6pe,3.439205102040817
ATSC6se,3.0742683888888886
ATSC7dv,-21.35481462818325
ATSC7pe,-1.2076056122448982
ATSC7se,-1.0574347499999988
ATSC8dv,51.08160776885057
ATSC8pe,-1.6490142857142858
ATSC8se,-1.4979427222222217
AXp-0dv,0.6358663955124845
AXp-1dv,0.3312581622167409
AXp-2dv,0.1895275330561393
AXp-3dv,0.09517076464509953
AXp-4dv,0.053535970351836035
AXp-5dv,0.026759429755817833
AXp-6dv,0.015491462444774512
AXp-7dv,0.007769470389835408
BertzCT,879.327818046679
ECIndex,645
ETA_eta,23.321155958548093
GATS1dv,0.5636614919308304
GATS1pe,0.5979621204174289
GATS1se,0.6559864925798593
GATS2dv,0.9531748743469856
GATS2pe,0.7789144504270198
GATS2se,0.778256033814993
GATS3dv,1.0122696713486445
GATS3pe,1.1339614556298911
GATS3se,1.1365821452998617
GATS4dv,1.149923832648575
GATS4pe,1.116002321896454
GATS4se,1.128288225350655
GATS5dv,1.2591474039639432
GATS5pe,1.3959968437702792
GATS5se,1.3544883346209098
GATS6dv,1.0211552022978598
GATS6pe,0.559722565516468
GATS6se,0.5106420357832372
GATS7dv,1.0459025634687136
GATS7pe,1.0323715758925167
GATS7se,0.9783146482719419
GATS8dv,0.7882875016630579
GATS8pe,1.1843826882869848
GATS8se,1.2223196420775677
LogEE_A,4.244605507272134
LogEE_D,154.0504433590477
MATS1dv,0.19078947334296553
MATS1pe,-0.00033865092581157754
MATS1se,-0.041665013496366435
MATS2dv,-0.03088392383504719
MATS2pe,0.043892680321393145
MATS2se,0.038007364518634075
MATS3dv,-0.011337269690799592
MATS3pe,-0.1339755554677855
MATS3se,-0.13911829016452917
MATS4dv,-0.01473921171635133
MATS4pe,0.055821442120254035
MATS4se,0.021321701068684355
MATS5dv,-0.08832464798750614
MATS5pe,-0.13342002147300136
MATS5se,-0.07802560105383563
MATS6dv,-0.15513013476409476
MATS6pe,0.32206438826876516
MATS6se,0.37824479540391703
MATS7dv,-0.061396541488903854
MATS7pe,-0.10398734423856508
MATS7se,-0.11963423976315972
MATS8dv,0.1825298397317945
MATS8pe,-0.17648223484129408
MATS8se,-0.21062908236881464
MAXaaCH,1.983128051571275
MAXaasC,1.0317438271604942
MAXdssC,-0.27139917695473215
MAXsssN,1.5582534958427816
MDEC-22,9.111027803088929
MDEC-23,20.973704787243186
MDEC-33,8.547832427692875
MDEN-33,0.4999999999999999
MDEO-11,0.25
MDEO-12,0.3999999999999999
MINaaCH,1.5600763714066384
MINaasC,0.37536221700675343
MINdssC,-0.3639917695473247
MINsssN,1.1457881419326224
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.1584033613445377
SM1_Dzi,1.2800755404007473
SM1_Dzm,3.204848747358419
SM1_Dzp,-3.3628975047307685
SM1_Dzv,-1.4450015745533344
SddssSe,0
SpAD_Dt,538.0867336761827
SpAbs_A,34.24457144629157
SpAbs_D,308.10088671809547
SpMAD_A,1.268317460973762
SpMAD_D,11.411143952522051
SpMax_A,2.5520206448020124
SpMax_D,154.0504433590477
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,49.85
TpiPC10,8.015760812666842
VAdjMat,5.906890595608519
VE1_DzZ,5.130386605456607
VE1_Dzi,5.118496755929922
VE1_Dzm,5.130624681746034
VE1_Dzp,5.142678931004986
VE1_Dzv,5.135868188304048
VE2_DzZ,0.19001431872061508
VE2_Dzi,0.18957395392333043
VE2_Dzm,0.1900231363609642
VE2_Dzp,0.19046959003722172
VE2_Dzv,0.19021734030755735
VE3_DzZ,2.62843279104086
VE3_Dzi,2.6261125665946525
VE3_Dzm,2.628479195100422
VE3_Dzp,2.6308259095060893
VE3_Dzv,2.6295006747975918
VR1_DzZ,165.04321726766676
VR1_Dzi,166.8067966826105
VR1_Dzm,165.0017662751044
VR1_Dzp,164.411667156232
VR1_Dzv,165.07677513411093
VR2_DzZ,6.1127117506543245
VR2_Dzi,6.178029506763352
VR2_Dzm,6.11117652870757
VR2_Dzp,6.0893210057863705
VR2_Dzv,6.113954634596701
VR3_DzZ,6.099459135449411
VR3_Dzi,6.110088009602438
VR3_Dzm,6.099207951551172
VR3_Dzp,6.095625221217848
VR3_Dzv,6.099662442533696
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10340311270947428
Xch-6dv,0.23562748103219291
Xch-7dv,0.39886371901570905
Xpc-4dv,2.1150945401791392
Xpc-5dv,3.22646193627121
Xpc-6dv,3.6989249746116935
Zagreb1,148.0
Zagreb2,177.0
fragCpx,198.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,2
n5FRing,0
n5HRing,2
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,30
nBondsS,31
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.4398857142857135
AATS1are,6.4622222222222225
AATS2are,6.526479746835444
AATS3are,6.405419047619048
AATS4are,6.397709708737865
AATS5are,6.543932584269665
AATS6are,6.2795775
AATS7are,6.057528735632185
AATS8are,6.173725714285716
AATSC0dv,3.9979066157784553
AATSC0pe,0.13348282312925167
AATSC0se,0.10159651984126986
AATSC1dv,0.7627584976987292
AATSC1pe,-4.520408163266413e-05
AATSC1se,-0.004233020370370369
AATSC2dv,-0.12347104342133308
AATSC2pe,0.005858918884009306
AATSC2se,0.0038614159634317827
AATSC3dv,-0.04532534550171225
AATSC3pe,-0.01788343537414966
AATSC3se,-0.014133934126984124
AATSC4dv,-0.0589259920321603
AATSC4pe,0.007451203685357627
AATSC4se,0.0021662106256742147
AATSC5dv,-0.353113694525554
AATSC5pe,-0.0178092811281816
AATSC5se,-0.007927129525593017
AATSC6dv,-0.6201957920799778
AATSC6pe,0.042990063775510214
AATSC6se,0.03842835486111111
AATSC7dv,-0.24545763940440515
AATSC7pe,-0.01388052427867699
AATSC7se,-0.01215442241379309
AATSC8dv,0.7297372538407224
AATSC8pe,-0.023557346938775512
AATSC8se,-0.02139918174603174
AETA_eta,0.8637465169832628
ATSC0are,5.26825714285714
ATSC1are,-0.041675510204080626
ATSC2are,0.7972163265306148
ATSC3are,-1.2787714285714264
ATSC4are,-0.021916326530611152
ATSC5are,-1.0646591836734642
ATSC6are,2.1281387755102026
ATSC7are,-1.3016755102040851
ATSC8are,-0.7793571428571447
BCUTZ-1h,35.000418266978315
BCUTZ-1l,5.694875352283935
BCUTc-1h,0.442324584550062
BCUTc-1l,-0.40894012288378795
BCUTd-1h,3.228905243340698
BCUTd-1l,0.9773386200743168
BCUTi-1h,14.547703100722947
BCUTi-1l,10.953101436716139
BCUTm-1h,79.90417862752157
BCUTm-1l,11.705954402976815
BCUTp-1h,3.058989090301128
BCUTp-1l,0.7504393588177731
BCUTs-1h,7.009360337994233
BCUTs-1l,1.0438277928284574
BCUTv-1h,26.5238931369297
BCUTv-1l,14.70178583592742
BalabanJ,1.309754480878535
Diameter,14
ETA_beta,34.5
GATS1are,0.6550064145788405
GATS2are,0.824329974927113
GATS3are,1.1502216328884407
GATS4are,1.2766218784927414
GATS5are,1.484473622296195
GATS6are,0.656927168920055
GATS7are,1.0392446491341427
GATS8are,0.9954600057487162
HybRatio,0.2631578947368421
Lipinski,True
LogEE_Dt,269.04336683809134
MATS1are,-0.007383303776255459
MATS2are,0.08045099480453126
MATS3are,-0.09709255975139504
MATS4are,-0.0016963398454732921
MATS5are,-0.09536805462754842
MATS6are,0.21207637115012284
MATS7are,-0.11927949924456974
MATS8are,-0.0887607178302396
MAXssCH2,0.47556984599395324
MAXsssCH,-0.17409174575179875
MINssCH2,0.3829772534013607
MINsssCH,-0.5113272129839594
NsssssAs,0
RotRatio,0.13333333333333333
SM1_Dzpe,1.6231206746309086
SM1_Dzse,1.5925187756964934
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,25.17351080433519
SMR_VSA6,11.444666136763054
SMR_VSA7,62.546007114243324
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,239.36439765370847
SpAD_Dzi,243.93696686235387
SpAD_Dzm,239.29700402835905
SpAD_Dzp,358.6720722827851
SpAD_Dzv,312.9352378419221
SpAbs_Dt,538.0867336761827
SpDiam_A,4.905901803480124
SpDiam_D,236.3358088650578
SpMAD_Dt,19.92913828430306
SpMax_Dt,269.04336683809134
SsssssAs,0
VE1_Dzpe,5.120655002503599
VE1_Dzse,5.121463916987641
VE2_Dzpe,0.18965388898161478
VE2_Dzse,0.18968384877732003
VE3_Dzpe,2.626534134055817
VE3_Dzse,2.626692092480647
VMcGowan,280.28000000000026
VR1_Dzpe,166.4572211272851
VR1_Dzse,166.3578875721632
VR2_Dzpe,6.165082263973522
VR2_Dzse,6.161403243413452
VR3_Dzpe,6.107990119252117
VR3_Dzse,6.107393189873161
mZagreb1,8.972222222222221
mZagreb2,5.75
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,2
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,37
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.12543469387755093
AATSC1are,-0.0009261224489795695
AATSC2are,0.01009134590545082
AATSC3are,-0.01217877551020406
AATSC4are,-0.00021277986922923448
AATSC5are,-0.011962462737904092
AATSC6are,0.026601734693877534
AATSC7are,-0.014961787473610174
AATSC8are,-0.011133673469387782
AETA_beta,1.2777777777777777
BCUTdv-1h,6.023568748005831
BCUTdv-1l,0.2560093466967982
BCUTpe-1h,3.492689555665175
BCUTpe-1l,2.2422477150098286
BCUTse-1h,3.705274722756621
BCUTse-1l,2.4384702866667745
ETA_alpha,14.06190476190476
ETA_dBeta,-1.5
ETA_eta_B,0.49548956900315666
ETA_eta_F,25.2600689304283
ETA_eta_L,6.317957174953936
ETA_eta_R,48.581224888976394
ETA_psi_1,0.5999593661113369
LabuteASA,174.46176664868463
LogEE_DzZ,119.6126053289632
LogEE_Dzi,122.01589363637697
LogEE_Dzm,119.53959406469698
LogEE_Dzp,178.71327734422022
LogEE_Dzv,156.20002603678452
PEOE_VSA1,9.636772684650527
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.694446914922299
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,51.264557815337604
PEOE_VSA7,35.89528683400505
PEOE_VSA8,27.483564172153653
PEOE_VSA9,18.39823462694478
SM1_Dzare,1.5492851506079433
SpAD_Dzpe,244.23632284310304
SpAD_Dzse,246.44062683219022
SpAbs_DzZ,236.67390590145203
SpAbs_Dzi,242.75171173235321
SpAbs_Dzm,236.56694768801674
SpAbs_Dzp,360.7894521931711
SpAbs_Dzv,313.8450536481223
SpDiam_Dt,373.12616602579374
SpMAD_DzZ,8.865348061248461
SpMAD_Dzi,9.034702476383476
SpMAD_Dzm,8.862852001050335
SpMAD_Dzp,13.284150825288338
SpMAD_Dzv,11.590193994145263
SpMax_DzZ,119.6126053289632
SpMax_Dzi,122.01589363637697
SpMax_Dzm,119.53959406469698
SpMax_Dzp,178.71327734422022
SpMax_Dzv,156.20002603678452
VE1_Dzare,5.118467433526662
VE2_Dzare,0.18957286790839487
VE3_Dzare,2.6261068378643926
VR1_Dzare,166.72229619022767
VR2_Dzare,6.174899858897321
VR3_Dzare,6.109581304214533
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.520811287477954
AETA_dBeta,-0.05555555555555555
AETA_eta_B,0.01835146551863543
AETA_eta_F,0.9355581085343815
AETA_eta_L,0.2339984138871828
AETA_eta_R,1.7993046255176441
BCUTare-1h,3.546942665515691
BCUTare-1l,2.1914016832441785
ETA_beta_s,18.0
ETA_dPsi_A,0.11404063388866303
ETA_dPsi_B,0.0
ETA_eta_BR,0.8394895690031566
ETA_eta_FL,6.6007668184160035
ETA_eta_RL,12.91872399336994
LogEE_Dzpe,122.17827700209338
LogEE_Dzse,123.27929559297276
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,4.899909730850478
SlogP_VSA2,35.528767595348896
SlogP_VSA3,16.13828210238479
SlogP_VSA4,0.0
SlogP_VSA5,11.984273114623004
SlogP_VSA6,46.93728899506368
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,241.6115280354186
SpAbs_Dzpe,242.73343332955602
SpAbs_Dzse,244.96607241024907
SpDiam_DzZ,188.3048727710327
SpDiam_Dzi,190.0492754121824
SpDiam_Dzm,188.247897898397
SpDiam_Dzp,284.8537246278505
SpDiam_Dzv,246.3791010414165
SpMAD_Dzpe,9.045789734929743
SpMAD_Dzse,9.127430623414453
SpMax_Dzpe,122.17827700209338
SpMax_Dzse,123.27929559297276
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.03109220625937617
AETA_eta_FL,0.24447284512651865
AETA_eta_RL,0.47847125901370147
DetourIndex,3556
EState_VSA1,6.041840829147961
EState_VSA2,18.04226062943788
EState_VSA3,35.305112895517716
EState_VSA4,14.936080738379887
EState_VSA5,0.0
EState_VSA6,23.099010936235306
EState_VSA7,24.26546827384644
EState_VSA8,15.929943897949348
EState_VSA9,27.938742734265084
ETA_beta_ns,16.5
ETA_shape_p,0.24381984422621064
ETA_shape_x,0.0
ETA_shape_y,0.3769048425330173
GhoseFilter,True
LogEE_Dzare,120.8631449492133
SlogP_VSA10,10.481923458755384
SlogP_VSA11,0.0
SpAbs_Dzare,240.17700474781861
SpDiam_Dzpe,190.43970102061434
SpDiam_Dzse,192.36918449838083
SpMAD_Dzare,8.94857511242291
SpMax_Dzare,120.8631449492133
TopoPSA(NO),49.85
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.9831679894179896
VSA_EState9,48.87475103945305
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6111111111111112
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.02081128747795407
ETA_dAlpha_B,0.0
FilterItLogS,-5.587904318684417
SpDiam_Dzare,187.89445785951847
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6651927437641725
ETA_epsilon_2,0.8680776014109346
ETA_epsilon_3,0.4440000000000002
ETA_epsilon_4,0.5840388007054677
ETA_epsilon_5,0.8680776014109346
AETA_beta_ns_d,0.05555555555555555
ETA_dEpsilon_A,0.2211927437641723
ETA_dEpsilon_B,0.08115394305870482
ETA_dEpsilon_C,-0.14003880070546748
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8148148148148148
MDEDescriptor,"0.0,0.0,0.0,0.0,9.111027803088929,20.973704787243186,0.0,8.547832427692875,0.0,0.0,0.25,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999"
APolDescriptor,55.45789499999998
BCUTDescriptor,"11.850000000000003,78.91833750814791,-0.37147251125983444,0.28951730567074024,5.506988230002857,10.653975235732272"
BPolDescriptor,26.320104999999995
TPSADescriptor,49.85
ALOGPDescriptor,"4.5623,20.814581289999996,103.56330000000001"
XLogPDescriptor,4.382
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,467.96430992
ChiPathDescriptor,"19.12902755413791,12.918723993369941,12.353406103892492,10.113345269439195,9.185530286419112,6.815627095726284,5.000089764880147,3.246565209160594,17.16839267883708,9.937744866502229,8.33921145447013,5.615075114060878,4.44348553920239,2.675942975581782,1.750535256259519,0.9867227395090962"
ChiChainDescriptor,"0.0,0.0,0.16037507477489604,0.5865861471146556,1.160519114379737,0.0,0.0,0.10340311270947428,0.23562748103219291,0.3988637190157092"
AtomCountDescriptor,42
BondCountDescriptor,30
SmallRingDescriptor,"4,2,3,2,0,0,2,2,0,0,0"
ChiClusterDescriptor,"2.2091171784617383,0.0,0.39654601119470523,0.0,1.347534509997134,0.0,0.10762445854319154,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,1,2,3,0,0"
ZagrebIndexDescriptor,148.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"55.349720923285886,2.049989663825403,22.89167414286447,8.318984055374948,6.991783970589443"
FractionalPSADescriptor,0.10652521772124464
WienerNumbersDescriptor,"2001.0,43.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.591433203955717,8.31256839577723,11.337804183621639,2.1150945401791392,3.2264619362712077,3.4816118650282224"
FractionalCSP3Descriptor,0.2631578947368421
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,3,0,0,7,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.28,8.393595041322314,4.302212008043665"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1323.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2631578947368421
AutocorrelationDescriptorMass,"88.72735831618877,41.88167624763372,67.4582580801308,67.37118611140264,72.39692771725848"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.6198555808535746,-0.38163005697966623,0.1894966162990439,-0.07561243267735063,-0.18552542931089902"
EccentricConnectivityIndexDescriptor,645
AutocorrelationDescriptorPolarizability,"2036.282080001366,2418.2758120426024,3452.0313090599934,3237.299008440687,2774.816235940769"
