DLiP-ID,J100AV
AATSC5Z,-4.721694667640612
AATSC5c,-0.0064436890112099295
AATSC5d,0.08765522279035795
AATSC5i,0.3338835695545727
AATSC5m,-23.38926430838216
AATSC5p,0.008608107241732627
AATSC5s,-1.7413866569271972
AATSC5v,-9.488483004070426
AATSC6Z,3.2680660746094596
AATSC6c,0.004668874495624467
AATSC6d,0.018863814027398673
AATSC6i,-0.16043625485973137
AATSC6m,15.603568569722052
AATSC6p,0.018074090063268183
AATSC6s,1.3286465697561005
AATSC6v,10.059240160441329
AATSC7Z,-0.8329404342917853
AATSC7c,-0.004570277482445162
AATSC7d,-0.03542731921110301
AATSC7i,0.15668115603722393
AATSC7m,-3.63346721233215
AATSC7p,-0.00748359716981755
AATSC7s,-0.049280699618537455
AATSC7v,-1.7199036025375576
AATSC8Z,1.0970213456699947
AATSC8c,0.0037595651222416307
AATSC8d,-0.009901793685577465
AATSC8i,0.20729027833709238
AATSC8m,5.196619213576142
AATSC8p,0.019059311694745604
AATSC8s,-0.0397253108964821
AATSC8v,4.905941225004335
ATS0are,261.56469999999996
ATS1are,266.299
ATS2are,429.40900000000005
ATS3are,503.92589999999996
ATS4are,548.8849999999999
ATS5are,523.0539
ATS6are,381.77500000000003
ATS7are,318.1269999999999
ATS8are,313.12789999999995
ATSC0dv,196.43243243243236
ATSC0pe,8.616670270270268
ATSC0se,5.963398702702702
ATSC1dv,64.57121986851715
ATSC1pe,-0.006725420014610177
ATSC1se,-0.13305268663257852
ATSC2dv,28.18261504747992
ATSC2pe,-0.5473872169466787
ATSC2se,-0.8937706559532504
ATSC3dv,1.780131482834184
ATSC3pe,-0.3462043097151218
ATSC3se,-0.06927866471877306
ATSC4dv,26.536157779401012
ATSC4pe,4.592009422936446
ATSC4se,2.4909739050401747
ATSC5dv,-192.64864864864862
ATSC5pe,-10.2756027027027
ATSC5se,-5.844950918918917
ATSC6dv,104.36084733382029
ATSC6pe,4.67177823228634
ATSC6se,2.966528917457998
ATSC7dv,-4.460189919649386
ATSC7pe,-1.0371862673484318
ATSC7se,-0.8530702410518629
ATSC8dv,8.8254200146092
ATSC8pe,1.3541712929145353
ATSC8se,0.9197336859021179
AXp-0dv,0.5349667759811548
AXp-1dv,0.2668325673179163
AXp-2dv,0.14029066717990518
AXp-3dv,0.06726657259232921
AXp-4dv,0.035115319812475836
AXp-5dv,0.01757904967498344
AXp-6dv,0.008994007754809992
AXp-7dv,0.004594084459555224
BertzCT,849.5824230380689
ECIndex,523
ETA_eta,15.222063487733358
GATS1dv,0.3688878540281954
GATS1pe,0.591040371774637
GATS1se,0.6583010092610767
GATS2dv,0.7243493985376213
GATS2pe,0.7682384186959857
GATS2se,0.8379267725813406
GATS3dv,0.91125481563016
GATS3pe,0.9660605244140209
GATS3se,0.9771110889096112
GATS4dv,0.9453439039172935
GATS4pe,0.8081526380500763
GATS4se,0.8591583173224122
GATS5dv,1.6209411117226205
GATS5pe,2.019072395181183
GATS5se,1.9011325629328226
GATS6dv,0.6494800567737453
GATS6pe,0.5381856651812181
GATS6se,0.542371107339992
GATS7dv,0.957997698504028
GATS7pe,1.0981356406221092
GATS7se,1.1554133622378469
GATS8dv,1.0100165107319763
GATS8pe,0.9825976548287294
GATS8se,1.0019456853173407
LogEE_A,4.109431457656724
LogEE_D,126.051135760694
MATS1dv,0.3118623258964481
MATS1pe,-0.0007404863456992272
MATS1se,-0.021167370861227646
MATS2dv,0.08426151601715724
MATS2pe,-0.03730923562093079
MATS2se,-0.08802244342425511
MATS3dv,0.004657020118632664
MATS3pe,-0.020647250326136526
MATS3se,-0.005970007676981417
MATS4dv,0.0632702395797775
MATS4pe,0.24959617695924335
MATS4se,0.19563653589976424
MATS5dv,-0.4903687396807926
MATS5pe,-0.596262963557755
MATS5se,-0.4900687686930858
MATS6dv,0.34486670721934176
MATS6pe,0.35194079670986994
MATS6se,0.32291008433266777
MATS7dv,-0.019093660879571758
MATS7pe,-0.10121999958482879
MATS7se,-0.12029289951037571
MATS8dv,0.03694123402433804
MATS8pe,0.1292180964114814
MATS8se,0.12681115464111797
MAXaaCH,1.6621567559658288
MAXaasC,0.4110877716559538
MAXdssC,-0.659297052154195
MAXsCH3,1.5191512478309708
MAXssNH,2.374069822373394
MAXsssN,1.3090637148645805
MDEC-11,0.4999999999999999
MDEC-12,1.4732490585998401
MDEC-13,3.062965322539554
MDEC-22,3.5958246819631716
MDEC-23,12.336812269657184
MDEC-33,8.205349824179553
MDEN-22,0.33333333333333337
MDEN-23,0.31622776601683794
MDEO-12,0.40824829046386313
MDEO-22,0.33333333333333337
MINaaCH,1.0315839947089946
MINaasC,-0.785437599167307
MINdssC,-0.659297052154195
MINsCH3,1.5191512478309708
MINssNH,2.374069822373394
MINsssN,1.3090637148645805
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8452380952380953
SM1_Dzi,1.90255770104093
SM1_Dzm,1.9108752185775864
SM1_Dzp,-8.79783758329002
SM1_Dzv,-3.248276649505778
SddssSe,0
SpAD_Dt,379.6317862782081
SpAbs_A,29.77395756346209
SpAbs_D,252.10227152138816
SpMAD_A,1.2405815651442538
SpMAD_D,10.504261313391169
SpMax_A,2.4044755444152437
SpMax_D,126.051135760694
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,71.51
TpiPC10,8.260052448077092
VAdjMat,5.700439718141092
VE1_DzZ,4.828175417887225
VE1_Dzi,4.827638202536113
VE1_Dzm,4.828199794777938
VE1_Dzp,4.812540538173093
VE1_Dzv,4.82461333221224
VE2_DzZ,0.20117397574530105
VE2_Dzi,0.20115159177233802
VE2_Dzm,0.20117499144908077
VE2_Dzp,0.20052252242387889
VE2_Dzv,0.20102555550884335
VE3_DzZ,2.4499373733771996
VE3_Dzi,2.4498261004440662
VE3_Dzm,2.449942422247024
VE3_Dzp,2.446693860448812
VE3_Dzv,2.4491993305319877
VR1_DzZ,135.79798384559967
VR1_Dzi,135.85328982893057
VR1_Dzm,135.75511416566215
VR1_Dzp,139.00904138168968
VR1_Dzv,137.1614217691992
VR2_DzZ,5.658249326899987
VR2_Dzi,5.660553742872107
VR2_Dzm,5.656463090235923
VR2_Dzp,5.7920433909037365
VR2_Dzv,5.7150592403833
VR3_DzZ,5.786637105870493
VR3_Dzi,5.7870442895611625
VR3_Dzm,5.786321368870196
VR3_Dzp,5.810007714280635
VR3_Dzv,5.796627230666251
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0656360239006558
Xch-6dv,0.06682750220102948
Xch-7dv,0.08638282204433519
Xpc-4dv,1.1601863869072828
Xpc-5dv,1.4454473935571517
Xpc-6dv,1.4097792394201891
Zagreb1,126.0
Zagreb2,148.0
fragCpx,124.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,26
nBondsS,22
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,2
AATS0are,7.069316216216215
AATS1are,6.8281794871794865
AATS2are,6.816015873015874
AATS3are,6.998970833333333
AATS4are,6.947911392405062
AATS5are,7.068295945945946
AATS6are,6.697807017543861
AATS7are,7.230159090909089
AATS8are,6.958397777777777
AATSC0dv,5.30898466033601
AATSC0pe,0.23288298027757479
AATSC0se,0.16117293791088383
AATSC1dv,1.6556723043209525
AATSC1pe,-0.00017244666704128658
AATSC1se,-0.0034116073495532953
AATSC2dv,0.44734309599174477
AATSC2pe,-0.008688685983280615
AATSC2se,-0.014186835808781753
AATSC3dv,0.024724048372697
AATSC3pe,-0.004808393190487803
AATSC3se,-0.0009622036766496258
AATSC4dv,0.33590073138482296
AATSC4pe,0.05812670155615754
AATSC4se,0.0315313152536731
AATSC5dv,-2.60336011687363
AATSC5pe,-0.13885949598246894
AATSC5se,-0.07898582322863401
AATSC6dv,1.8308920584880752
AATSC6pe,0.0819610216190586
AATSC6se,0.05204436697294733
AATSC7dv,-0.10136795271930422
AATSC7pe,-0.02357241516700981
AATSC7se,-0.019387960023905974
AATSC8dv,0.19612044476909335
AATSC8pe,0.030092695398100784
AATSC8se,0.020438526353380396
AETA_eta,0.6342526453222233
ATSC0are,9.8301027027027
ATSC1are,-0.10314338933528128
ATSC2are,-1.0312397370343318
ATSC3are,-0.213013367421476
ATSC4are,4.912623959094226
ATSC5are,-10.985489189189183
ATSC6are,4.962314755295834
ATSC7are,-1.1681221329437548
ATSC8are,1.4971804967129285
BCUTZ-1h,9.005170855237097
BCUTZ-1l,5.697142563574772
BCUTc-1h,0.45625289919788176
BCUTc-1l,-0.5278693683362238
BCUTd-1h,3.2491715860295356
BCUTd-1l,0.9778546123528893
BCUTi-1h,17.425814907592382
BCUTi-1l,10.959753588923945
BCUTm-1h,19.001179142538348
BCUTm-1l,11.709987573579312
BCUTp-1h,1.9833001821502936
BCUTp-1l,0.5452382807058289
BCUTs-1h,8.002961020677263
BCUTs-1l,1.4162364846299063
BCUTv-1h,20.885147360809448
BCUTv-1l,13.303154698700963
BalabanJ,1.475551417722425
Diameter,13
ETA_beta,33.75
GATS1are,0.6146520021638314
GATS2are,0.7971287157257003
GATS3are,0.9686267059429693
GATS4are,0.8261713649091081
GATS5are,2.0055950585322853
GATS6are,0.5467244908091556
GATS7are,1.106764539491315
GATS8are,0.9911880165118835
HybRatio,0.125
Lipinski,True
LogEE_Dt,189.81589313910405
MATS1are,-0.00995452313301678
MATS2are,-0.06161163853173343
MATS3are,-0.011135713024911374
MATS4are,0.23406156228651356
MATS5are,-0.5587677729027603
MATS6are,0.3276824038040397
MATS7are,-0.0999261707219448
MATS8are,0.12522911634856246
NsssssAs,0
RotRatio,0.15384615384615385
SM1_Dzpe,1.9783083871007427
SM1_Dzse,1.7932733799930696
SMR_VSA1,22.515613153448157
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,24.31204230021119
SMR_VSA7,53.92336801488736
SMR_VSA8,0.0
SMR_VSA9,11.520494837748885
SpAD_DzZ,189.90725755778226
SpAD_Dzi,184.72588539761108
SpAD_Dzm,189.67114859618457
SpAD_Dzp,274.8627986659841
SpAD_Dzv,240.83752155286618
SpAbs_Dt,379.6317862782082
SpDiam_A,4.786194205798824
SpDiam_D,194.04909969396556
SpMAD_Dt,15.817991094925338
SpMax_Dt,189.81589313910405
SsssssAs,0
VE1_Dzpe,4.828091731422455
VE1_Dzse,4.828169528757574
VE2_Dzpe,0.20117048880926894
VE2_Dzse,0.2011737303648989
VE3_Dzpe,2.4499200402890655
VE3_Dzse,2.449936153634184
VMcGowan,220.38999999999987
VR1_Dzpe,135.76640003527612
VR1_Dzse,135.82305213771417
VR2_Dzpe,5.656933334803171
VR2_Dzse,5.659293839071424
VR3_Dzpe,5.786404499443872
VR3_Dzse,5.786821688718392
mZagreb1,8.5
mZagreb2,5.222222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,31
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.2656784514243973
AATSC1are,-0.0026447022906482378
AATSC2are,-0.016368884714830664
AATSC3are,-0.0029585189919649445
AATSC4are,0.06218511340625603
AATSC5are,-0.14845255661066464
AATSC6are,0.0870581536016813
AATSC7are,-0.026548230294176245
AATSC8are,0.033270677704731744
AETA_beta,1.40625
BCUTdv-1h,7.005163589788304
BCUTdv-1l,0.9949437631536105
BCUTpe-1h,3.989992487600002
BCUTpe-1l,2.244182417157432
BCUTse-1h,4.0113736453566515
BCUTse-1l,2.439648614688383
ETA_alpha,10.771428571428572
ETA_dBeta,1.25
ETA_eta_B,0.4618160641919431
ETA_eta_F,26.23537994570316
ETA_eta_L,4.309296733218952
ETA_eta_R,41.45744343343652
ETA_psi_1,0.47812301838934707
LabuteASA,135.20236944939202
LogEE_DzZ,95.03051369952604
LogEE_Dzi,92.44221593634892
LogEE_Dzm,94.91519409886635
LogEE_Dzp,136.28872405678482
LogEE_Dzv,120.01272619524485
PEOE_VSA1,19.156944208883502
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.78083009534964
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,5.156663257125445
PEOE_VSA7,24.26546827384644
PEOE_VSA8,25.84909730849955
PEOE_VSA9,6.263162995639057
SM1_Dzare,2.194633919349896
SpAD_Dzpe,188.2532976343467
SpAD_Dzse,190.2729852241029
SpAbs_DzZ,188.21578930381395
SpAbs_Dzi,182.981874171657
SpAbs_Dzm,187.91951297915517
SpAbs_Dzp,281.3752856968597
SpAbs_Dzv,243.27372903999554
SpDiam_Dt,272.9732193032909
SpMAD_DzZ,7.9128023982409275
SpMAD_Dzi,7.696911891567129
SpMAD_Dzm,7.902964524841024
SpMAD_Dzp,11.45261661108267
SpMAD_Dzv,10.034896731369424
SpMax_DzZ,95.03051369952604
SpMax_Dzi,92.44221593634892
SpMax_Dzm,94.91519409886635
SpMax_Dzp,136.28872405678482
SpMax_Dzv,120.01272619524485
VE1_Dzare,4.827940703058241
VE2_Dzare,0.20116419596076004
VE3_Dzare,2.449888758628559
VR1_Dzare,135.72040904275897
VR2_Dzare,5.65501704344829
VR3_Dzare,5.786065691137765
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4488095238095238
AETA_dBeta,0.052083333333333336
AETA_eta_B,0.01924233600799763
AETA_eta_F,1.093140831070965
AETA_eta_L,0.17955403055078967
AETA_eta_R,1.7273934763931882
BCUTare-1h,4.108981667339163
BCUTare-1l,2.1948365241431325
ETA_beta_s,16.25
ETA_dPsi_A,0.2358769816106529
ETA_dPsi_B,0.0
ETA_eta_BR,0.7198160641919431
ETA_eta_FL,7.143100764962201
ETA_eta_RL,11.452397498181153
LogEE_Dzpe,94.20907833330253
LogEE_Dzse,95.21121233621784
PEOE_VSA10,5.687386274683562
PEOE_VSA11,23.088617095814694
PEOE_VSA12,5.760247418874442
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.216698334856808
SlogP_VSA2,25.15918695183133
SlogP_VSA3,0.0
SlogP_VSA4,11.63444168209179
SlogP_VSA5,10.488465178920283
SlogP_VSA6,45.535244211973804
SlogP_VSA7,0.0
SlogP_VSA8,11.520494837748885
SlogP_VSA9,0.0
SpAD_Dzare,185.8809289941623
SpAbs_Dzpe,186.43984827950433
SpAbs_Dzse,188.6291512924426
SpDiam_DzZ,148.61497930176088
SpDiam_Dzi,144.2216858496348
SpDiam_Dzm,148.50129230735527
SpDiam_Dzp,206.50621666695386
SpDiam_Dzv,184.89656397271114
SpMAD_Dzpe,7.843887401431112
SpMAD_Dzse,7.928041051004288
SpMax_Dzpe,94.20907833330253
SpMax_Dzse,95.21121233621784
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6770833333333334
AETA_eta_BR,0.029992336007997628
AETA_eta_FL,0.2976291985400917
AETA_eta_RL,0.47718322909088134
DetourIndex,2208
EState_VSA1,17.541621411443295
EState_VSA2,22.828947963090027
EState_VSA3,5.760247418874442
EState_VSA4,12.13273413692322
EState_VSA5,31.324783760305525
EState_VSA6,12.13273413692322
EState_VSA7,0.0
EState_VSA8,10.473451861131776
EState_VSA9,8.940245874026695
ETA_beta_ns,17.5
ETA_shape_p,0.17683465959328026
ETA_shape_x,0.0
ETA_shape_y,0.40848806366047746
GhoseFilter,True
LogEE_Dzare,93.03190757705407
SlogP_VSA10,20.155602644716765
SlogP_VSA11,0.0
SpAbs_Dzare,183.86918123475817
SpDiam_Dzpe,147.37055910922726
SpDiam_Dzse,148.8590337048532
SpMAD_Dzare,7.745038708090096
SpMax_Dzare,93.03190757705407
TopoPSA(NO),71.51
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,37.985186184385626
VSA_EState9,28.848147148947707
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7291666666666666
EState_VSA10,13.575367279421462
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.051190476190476154
FilterItLogS,-5.219870036036291
SpDiam_Dzare,145.6228870567848
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.7142857142857143
ETA_epsilon_2,0.9386904761904759
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.6128279883381926
ETA_epsilon_5,0.9131428571428569
AETA_beta_ns_d,0.08333333333333333
ETA_dEpsilon_A,0.27310924369747863
ETA_dEpsilon_B,0.10145772594752167
ETA_dEpsilon_C,-0.17165151774995696
ETA_dEpsilon_D,0.02554761904761893
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.4999999999999999,1.4732490585998401,3.062965322539554,0.0,3.5958246819631716,12.336812269657184,0.0,8.205349824179553,0.0,0.0,0.0,0.4082482904638629,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337,0.31622776601683794,0.0"
APolDescriptor,43.648309
BCUTDescriptor,"11.997396295636612,19.000607831842796,-0.3148794502293375,0.2562059272934477,4.727661327202811,9.027194395856988"
BPolDescriptor,24.047690999999997
TPSADescriptor,71.51
ALOGPDescriptor,"3.4335999999999984,11.78960895999999,83.53089999999999"
XLogPDescriptor,2.8169999999999997
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,333.09249782
ChiPathDescriptor,"17.26722023457211,11.452397498181154,10.704099588713895,8.584268429266425,7.674213072080382,4.309809122823315,3.5750514751127107,2.0643746679359936,12.839202623547717,6.937646750265825,5.190754685656493,3.2287954844318016,2.177149828373502,1.07232203017399,0.6475685583463191,0.3169918277093102"
ChiChainDescriptor,"0.0,0.0,0.2621886974951644,0.2749716523768432,0.5519836254370705,0.0,0.0,0.0656360239006558,0.06682750220102948,0.0863828220443352"
AtomCountDescriptor,37
BondCountDescriptor,26
SmallRingDescriptor,"3,3,3,3,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.8556753708629237,0.0,0.46943041490587956,0.0,0.7053826645813344,0.0,0.1073642470674652,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,12,0,0,0,0,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"48.38878677465074,2.0161994489437807,22.929074751087704,8.677797611615265,9.164367915446492"
FractionalPSADescriptor,0.21468511139702498
WienerNumbersDescriptor,"1464.0,35.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.045722460686521,7.056173565578274,7.716106358335781,1.1601863869072828,1.4454473935571515,1.2530152480520846"
FractionalCSP3Descriptor,0.125
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.781065088757398,8.131482834185537,4.411458333333333"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,969.08
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.125
AutocorrelationDescriptorMass,"30.40743628853758,30.042491327729856,43.534701348538725,43.36190130319905,47.38690700503426"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6242772173192199,-0.21356532283838864,-0.19534768051999568,0.12524466328847406,0.08208058482467571"
EccentricConnectivityIndexDescriptor,523
AutocorrelationDescriptorPolarizability,"1275.6784907384188,1488.2877199174482,2060.0207249767072,1883.5823480625224,1752.6843325885916"
