DLiP-ID,T001PW
AATSC4i,-0.15141908505356108
AATSC4m,-3.0148482522999362
AATSC4p,-0.01856131218872396
AATSC4s,-0.01459938499426001
AATSC4v,-2.6182982838300424
AATSC5Z,-0.0510794945776536
AATSC5c,0.00282146286784311
AATSC5d,-0.011894338871754057
AATSC5i,0.2057361398614046
AATSC5m,-0.04764856549596773
AATSC5p,0.016211616995096125
AATSC5s,0.024280333536276365
AATSC5v,2.2765298945504187
AATSC6Z,0.060873813215522654
AATSC6c,-0.0014066449880607687
AATSC6d,-0.0407967120494467
AATSC6i,0.2604110626782044
AATSC6m,0.7073647565259905
AATSC6p,0.0253457589619245
AATSC6s,0.0714247130175707
AATSC6v,6.4398135906686464
AATSC7Z,-2.977765775497344
AATSC7c,-0.00033291266452955203
AATSC7d,-0.05988387793680801
AATSC7i,0.08456223599157574
AATSC7m,-13.751063552817532
AATSC7p,-0.014287452638257803
AATSC7s,-0.1253131381999618
AATSC7v,-8.996846959375777
AATSC8Z,-1.0716236084856121
AATSC8c,0.0014352923364255622
AATSC8d,-0.06479147704730566
AATSC8i,-0.3707096188637231
AATSC8m,-4.855845056594086
AATSC8p,-0.07233613173156556
AATSC8s,0.0545809956749579
AATSC8v,-6.164499489732482
ATS0are,281.93829999999986
ATS1are,310.45390000000003
ATS2are,505.1438
ATS3are,608.7875999999999
ATS4are,638.82
ATS5are,581.8619000000002
ATS6are,543.5519000000002
ATS7are,524.0920000000002
ATS8are,478.2800000000002
ATSC0dv,167.768115942029
ATSC0pe,4.386010869565217
ATSC0se,2.7418601086956516
ATSC1dv,38.744591472379796
ATSC1pe,0.020090595463136643
ATSC1se,-0.04033392013232424
ATSC2dv,-11.9781558496114
ATSC2pe,0.2411939035916807
ATSC2se,0.16261565642722192
ATSC3dv,-53.73282923755514
ATSC3pe,-0.5865603497164465
ATSC3se,-0.12311269045368549
ATSC4dv,-1.166351606805284
ATSC4pe,-0.8121769848771274
ATSC4se,-0.7689432698487703
ATSC5dv,38.43058181054399
ATSC5pe,0.6435101606805287
ATSC5se,0.3532338189981107
ATSC6dv,-4.348456206679262
ATSC6pe,0.5458028827977304
ATSC6se,0.056244289697543526
ATSC7dv,-88.37366099558912
ATSC7pe,-2.287765500945179
ATSC7se,-0.8508126767485794
ATSC8dv,-1.1037597143457316
ATSC8pe,0.33487216446124773
ATSC8se,0.13739850425330707
AXp-0dv,0.5800870445416549
AXp-1dv,0.3158348667367402
AXp-2dv,0.1762238249161844
AXp-3dv,0.09858851729771585
AXp-4dv,0.054458488086181325
AXp-5dv,0.03055967974369463
AXp-6dv,0.016760603486703995
AXp-7dv,0.008922603639828034
BertzCT,1099.2777513887022
ECIndex,673
ETA_eta,21.015523857785766
GATS1dv,0.6054883079700436
GATS1pe,0.7445959938473011
GATS1se,0.7762157497569978
GATS2dv,0.9858919475799225
GATS2pe,0.792982024260818
GATS2se,0.7850789541887615
GATS3dv,1.0981968964000752
GATS3pe,0.9586366824274893
GATS3se,0.8940557912916529
GATS4dv,1.0443837002665615
GATS4pe,1.1338500335092758
GATS4se,1.174914427538937
GATS5dv,0.940364365474848
GATS5pe,0.9976503463594141
GATS5se,1.0329236236252255
GATS6dv,1.0672167522110838
GATS6pe,0.9721190498380553
GATS6se,1.0728953191575927
GATS7dv,1.3571027495310493
GATS7pe,1.4742793735447004
GATS7se,1.495023326838728
GATS8dv,0.952961427218511
GATS8pe,0.7756922054280498
GATS8se,0.7451673831726519
LogEE_A,4.238246375319653
LogEE_D,154.80937074284645
MATS1dv,0.21680206291224183
MATS1pe,0.004300162395192502
MATS1se,-0.013809784215711185
MATS2dv,-0.040546497507259145
MATS2pe,0.03122981672718586
MATS2se,0.03368137993335526
MATS3dv,-0.14881712773903516
MATS3pe,-0.06213919684712453
MATS3se,-0.020863163729980504
MATS4dv,-0.003045710336657099
MATS4pe,-0.08112402822213916
MATS4se,-0.12286198840625125
MATS5dv,0.11091793062476506
MATS5pe,0.07104277733437657
MATS5se,0.06238083878428716
MATS6dv,-0.013396566316982807
MATS6pe,0.06431820959390432
MATS6se,0.010602321476354756
MATS7dv,-0.2884642281238686
MATS7pe,-0.2856408709555943
MATS7se,-0.16992888377697582
MATS8dv,-0.0037362671740311503
MATS8pe,0.04335928963140479
MATS8se,0.028458337442443662
MAXaaCH,2.0676787549887368
MAXaaaC,1.0048055765516084
MAXaasC,1.1686296163852983
MAXaasN,1.9522119480380664
MAXdssC,-0.15560101200974175
MAXsCH3,1.961262333445775
MAXssNH,2.9030087588677955
MDEC-12,1.765015625925152
MDEC-13,2.142414564136346
MDEC-22,12.584680576676845
MDEC-23,20.359485746834185
MDEC-33,8.057010538956353
MDEN-22,0.16666666666666669
MDEN-23,0.894427190999916
MDEO-11,0.14285714285714285
MINaaCH,1.7714372323003276
MINaaaC,0.991307371714118
MINaasC,0.6404751931636854
MINaasN,1.9522119480380664
MINdssC,-0.15560101200974175
MINsCH3,1.961262333445775
MINssNH,2.9030087588677955
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5535714285714288
SM1_Dzi,0.9351166328597537
SM1_Dzm,1.5513903960768884
SM1_Dzp,-3.2949960521892754
SM1_Dzv,-1.5983839656748697
SddssSe,0
SpAD_Dt,549.127271598438
SpAbs_A,35.44480494613783
SpAbs_D,309.6187414856929
SpMAD_A,1.3127705535606604
SpMAD_D,11.467360795766403
SpMax_A,2.507689567338375
SpMax_D,154.80937074284645
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,95.39
TpiPC10,9.011923731444643
VAdjMat,5.906890595608519
VE1_DzZ,5.09889845915388
VE1_Dzi,5.106862809029474
VE1_Dzm,5.09889498161143
VE1_Dzp,5.105796599173804
VE1_Dzv,5.110565965238485
VE2_DzZ,0.18884809107977335
VE2_Dzi,0.18914306700109162
VE2_Dzm,0.1888479622819048
VE2_Dzp,0.18910357774717793
VE2_Dzv,0.18928022093475871
VE3_DzZ,2.6222763010105097
VE3_Dzi,2.623837056995888
VE3_Dzm,2.6222756189919005
VE3_Dzp,2.6236282553866443
VE3_Dzv,2.6245619274996073
VR1_DzZ,168.98296456443842
VR1_Dzi,167.91932599726545
VR1_Dzm,168.9837828834542
VR1_Dzp,168.44820774124312
VR1_Dzv,167.77409428003483
VR2_DzZ,6.258628317201423
VR2_Dzi,6.219234296195016
VR2_Dzm,6.258658625313119
VR2_Dzp,6.2388225089349305
VR2_Dzv,6.213855343704994
VR3_DzZ,6.123049681458699
VR3_Dzi,6.116735434682218
VR3_Dzm,6.12305452405947
VR3_Dzp,6.119880103098574
VR3_Dzv,6.1158701706197185
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.11338834764831845
Xch-6dv,0.27549965917737423
Xch-7dv,0.4111925573923991
Xpc-4dv,1.9530775818267887
Xpc-5dv,2.767400264017455
Xpc-6dv,3.5747350261274864
Zagreb1,144.0
Zagreb2,170.0
fragCpx,198.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,1
nBondsM,22
nBondsO,30
nBondsS,27
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,2
AATS0are,6.129093478260867
AATS1are,6.335793877551021
AATS2are,6.2363432098765434
AATS3are,6.149369696969695
AATS4are,6.0840000000000005
AATS5are,6.12486210526316
AATS6are,6.1073247191011255
AATS7are,6.239190476190479
AATS8are,5.904691358024694
AATSC0dv,3.6471329552615
AATSC0pe,0.09534806238185255
AATSC0se,0.05960565453686199
AATSC1dv,0.7907059484159142
AATSC1pe,0.0004100121523089111
AATSC1se,-0.0008231412271902906
AATSC2dv,-0.14787846727915308
AATSC2pe,0.0029777025134775396
AATSC2se,0.0020076006966323694
AATSC3dv,-0.5427558508843954
AATSC3pe,-0.005924852017337844
AATSC3se,-0.0012435625298352069
AATSC4dv,-0.011108110541002704
AATSC4pe,-0.00773501890359169
AATSC4se,-0.007323269236654955
AATSC5dv,0.4045324401109894
AATSC5pe,0.006773791165058197
AATSC5se,0.003718250726295902
AATSC6dv,-0.04885905850201418
AATSC6pe,0.006132616660648656
AATSC6se,0.0006319583112083542
AATSC7dv,-1.0520673928046325
AATSC7pe,-0.0272353035826807
AATSC7se,-0.010128722342244992
AATSC8dv,-0.013626663140070761
AATSC8pe,0.004134224252607997
AATSC8se,0.0016962778302877417
AETA_eta,0.7783527354735469
ATSC0are,4.596941304347821
ATSC1are,0.028760349716447257
ATSC2are,0.18417074669187275
ATSC3are,-0.8525519376181456
ATSC4are,-0.941931238185254
ATSC5are,0.8232929584120983
ATSC6are,0.5906809546313802
ATSC7are,-1.9934428166351568
ATSC8are,0.2810446597353486
BCUTZ-1h,16.004504717538737
BCUTZ-1l,5.693732276102009
BCUTc-1h,0.425032590626388
BCUTc-1l,-0.4263045933140182
BCUTd-1h,3.272928021954919
BCUTd-1l,0.9779413395248463
BCUTi-1h,14.69232848199389
BCUTi-1l,10.311265010031443
BCUTm-1h,32.06224630997224
BCUTm-1l,11.705315004841804
BCUTp-1h,2.936607821679951
BCUTp-1l,0.7518701530504056
BCUTs-1h,7.0082721546575675
BCUTs-1l,0.6046849881441924
BCUTv-1h,24.440725185209182
BCUTv-1l,14.702550590394246
BalabanJ,1.2946102463968385
Diameter,15
ETA_beta,36.75
GATS1are,0.7600151201962863
GATS2are,0.8118562558163942
GATS3are,0.9887750589270936
GATS4are,1.1530042491797314
GATS5are,0.9964188455128127
GATS6are,0.9807706136156247
GATS7are,1.4672897033681127
GATS8are,0.7593938355460791
HybRatio,0.14285714285714285
Lipinski,True
LogEE_Dt,274.56363579921907
MATS1are,0.005873364524617543
MATS2are,0.02275225796741934
MATS3are,-0.08617365711567755
MATS4are,-0.08976742636931617
MATS5are,0.08672007979039499
MATS6are,0.06641280671021586
MATS7are,-0.23747252454502482
MATS8are,0.034719958047205006
MAXssCH2,0.6719222690989464
MINssCH2,-0.054450814744028575
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.012622399020808
SM1_Dzse,0.9891346839337528
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,9.780484743446223
SMR_VSA4,0.0
SMR_VSA5,20.07537557011612
SMR_VSA6,5.316788604006331
SMR_VSA7,82.36164885655987
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,218.53318758909177
SpAD_Dzi,230.69828084692438
SpAD_Dzm,218.55938420920575
SpAD_Dzp,295.8529471652699
SpAD_Dzv,278.6133416273658
SpAbs_Dt,549.1272715984383
SpDiam_A,4.787118185234419
SpDiam_D,233.1486295074614
SpMAD_Dt,20.338047096238444
SpMax_Dt,274.56363579921907
SsssssAs,0
VE1_Dzpe,5.108027415525533
VE1_Dzse,5.107799724801918
VE2_Dzpe,0.18918620057501975
VE2_Dzse,0.18917776758525623
VE3_Dzpe,2.624065078340318
VE3_Dzse,2.6240205022682046
VMcGowan,278.3400000000003
VR1_Dzpe,167.79878332285318
VR1_Dzse,167.84460610202677
VR2_Dzpe,6.214769752698266
VR2_Dzse,6.2164668926676585
VR3_Dzpe,6.116017316259374
VR3_Dzse,6.116290360692258
mZagreb1,7.75
mZagreb2,5.9444444444444455
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,1
n8FaRing,1
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,39
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.09993350661625698
AATSC1are,0.0005869459125805562
AATSC2are,0.002273712922121886
AATSC3are,-0.008611635733516622
AATSC4are,-0.008970773697002419
AATSC5are,0.00866624166749577
AATSC6are,0.006636864658779552
AATSC7are,-0.023731462102799486
AATSC8are,0.003469687157226526
AETA_beta,1.3611111111111112
BCUTdv-1h,6.021956751833861
BCUTdv-1l,0.6531822322380957
BCUTpe-1h,3.489096420030346
BCUTpe-1l,2.242772199786493
BCUTse-1h,3.702026649669806
BCUTse-1l,2.4386542088658927
ETA_alpha,13.2
ETA_dBeta,3.25
ETA_eta_B,0.2788519715882902
ETA_eta_F,25.926629466706807
ETA_eta_L,5.795035033567463
ETA_eta_R,46.94215332449257
ETA_psi_1,0.6027397260273974
LabuteASA,160.44023928416684
LogEE_DzZ,109.11060095041888
LogEE_Dzi,115.38377437282736
LogEE_Dzm,109.12309583522561
LogEE_Dzp,147.09200177078318
LogEE_Dzv,139.01067378300235
PEOE_VSA1,10.423315998847038
PEOE_VSA2,9.476340119217006
PEOE_VSA3,0.0
PEOE_VSA4,5.098681808301038
PEOE_VSA5,11.336785877934737
PEOE_VSA6,42.46456947923127
PEOE_VSA7,36.249741388469445
PEOE_VSA8,11.073610489148358
PEOE_VSA9,23.722713558975254
SM1_Dzare,1.1038416648231353
SpAD_Dzpe,233.32795510051545
SpAD_Dzse,233.73482064736658
SpAbs_DzZ,217.2097748906791
SpAbs_Dzi,229.84824351235926
SpAbs_Dzm,217.23782942736244
SpAbs_Dzp,297.53431232795003
SpAbs_Dzv,279.6197315316796
SpDiam_Dt,391.8010005855724
SpMAD_DzZ,8.093821762558955
SpMAD_Dzi,8.54438077210831
SpMAD_Dzm,8.09479200774836
SpMAD_Dzp,10.957516561676663
SpMAD_Dzv,10.3190126528654
SpMax_DzZ,109.11060095041888
SpMax_Dzi,115.38377437282736
SpMax_Dzm,109.12309583522561
SpMax_Dzp,147.09200177078318
SpMax_Dzv,139.01067378300235
VE1_Dzare,5.108041860204643
VE2_Dzare,0.18918673556313492
VE3_Dzare,2.624067906175314
VR1_Dzare,167.77593672692515
VR2_Dzare,6.213923582478709
VR3_Dzare,6.115881152272052
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,1
n9FAHRing,0
n9FaHRing,0
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4888888888888889
AETA_dBeta,0.12037037037037036
AETA_eta_B,0.010327850799566305
AETA_eta_F,0.9602455358039558
AETA_eta_L,0.2146309271691653
AETA_eta_R,1.7385982712775028
BCUTare-1h,3.5438682671240875
BCUTare-1l,2.192981393082601
ETA_beta_s,16.75
ETA_dPsi_A,0.11126027397260252
ETA_dPsi_B,0.0
ETA_eta_BR,0.6228519715882902
ETA_eta_FL,7.340326557217343
ETA_eta_RL,13.135361590784806
LogEE_Dzpe,116.70148208355478
LogEE_Dzse,116.90404494160676
PEOE_VSA10,4.830396419620566
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,20.794191867638432
SlogP_VSA3,13.151638370425493
SlogP_VSA4,6.923737199690624
SlogP_VSA5,26.492515356015574
SlogP_VSA6,60.6636706846161
SlogP_VSA7,0.0
SlogP_VSA8,10.216620634085363
SlogP_VSA9,0.0
SpAD_Dzare,231.87262964178055
SpAbs_Dzpe,232.3903417680888
SpAbs_Dzse,232.8189551992797
SpDiam_DzZ,162.58561750407972
SpDiam_Dzi,175.39631831499742
SpDiam_Dzm,162.60322312906695
SpDiam_Dzp,221.42498607533145
SpDiam_Dzv,210.7103545435118
SpMAD_Dzpe,8.641776114833906
SpMAD_Dzse,8.656845209161725
SpMax_Dzpe,116.70148208355478
SpMax_Dzse,116.90404494160676
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6203703703703703
AETA_eta_BR,0.023068591540307045
AETA_eta_FL,0.2718639465636053
AETA_eta_RL,0.48649487373277056
DetourIndex,3610
EState_VSA1,0.0
EState_VSA2,12.514061693864424
EState_VSA3,17.109289874297435
EState_VSA4,21.47400012063082
EState_VSA5,16.900237369631732
EState_VSA6,6.06636706846161
EState_VSA7,54.07010961406708
EState_VSA8,22.548204549230586
EState_VSA9,0.0
ETA_beta_ns,20.0
ETA_shape_p,0.08838383838383838
ETA_shape_x,0.0
ETA_shape_y,0.33333333333333337
GhoseFilter,True
LogEE_Dzare,115.97719784551336
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,230.85055402620358
SpDiam_Dzpe,177.17842674777114
SpDiam_Dzse,177.21355280523483
SpMAD_Dzare,8.587875171917798
SpMax_Dzare,115.97719784551336
TopoPSA(NO),67.15
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.9522119480380664
VSA_EState9,57.274132954120326
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7407407407407407
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.011111111111111138
FilterItLogS,-5.4380775367066665
SpDiam_Dzare,176.2373349098613
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6000000000000001
ETA_epsilon_2,0.8111111111111108
ETA_epsilon_3,0.4440000000000002
ETA_epsilon_4,0.5225806451612905
ETA_epsilon_5,0.775862068965517
AETA_beta_ns_d,0.018518518518518517
ETA_dEpsilon_A,0.15599999999999992
ETA_dEpsilon_B,0.07741935483870954
ETA_dEpsilon_C,-0.07858064516129037
ETA_dEpsilon_D,0.03524904214559377
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8518518518518519
MDEDescriptor,"0.0,1.765015625925152,2.142414564136346,0.0,12.584680576676845,20.359485746834185,0.0,8.057010538956353,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.894427190999916,0.0"
APolDescriptor,57.433066999999966
BCUTDescriptor,"11.850000000000012,31.972072346093547,-0.39113588499731444,0.24216587530106204,4.456697028205317,12.252780133013697"
BPolDescriptor,26.648932999999996
TPSADescriptor,95.39
ALOGPDescriptor,"3.8419999999999996,14.760963999999998,108.90369999999997"
XLogPDescriptor,2.9760000000000004
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,377.119798
ChiPathDescriptor,"18.80275414050485,13.135361590784807,11.791888465141552,10.050153967110685,8.460471911457905,6.726958530378042,4.65097544025316,3.320691039604849,15.662350202624683,9.475046002102207,7.401400646479745,5.520956968672087,4.0843866064636,2.8114905364199068,1.6928209521571032,1.0260994185802237"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.5972961594144711,0.9352337518155497,0.0,0.0,0.11338834764831843,0.27549965917737423,0.41119255739239907"
AtomCountDescriptor,46
BondCountDescriptor,30
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.6892758167960684,0.0,0.3376731123622283,0.0,0.9384568253521081,0.0,0.15118899398407343,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,13,3,3,0,0,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"55.635703368413076,2.0605816062375215,17.912329050481194,5.046975705081914,9.69875376115977"
FractionalPSADescriptor,0.2529434956899293
WienerNumbersDescriptor,"2013.0,40.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.976099045403319,6.299858639372056,8.520916759713572,1.9530775818267885,2.7674002640174553,3.2868387238973766"
FractionalCSP3Descriptor,0.14285714285714285
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,2,0,0,10,0,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,17
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.28,9.212018140589569,4.775510204081633"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1699.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.14285714285714285
AutocorrelationDescriptorMass,"35.75663201336134,35.1946443305498,52.00227576781727,53.1130676431372,43.66372680825878"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.3579501174159498,-0.1503820262508972,-0.03663049884012929,0.05955483219794976,-0.10470262230231665"
EccentricConnectivityIndexDescriptor,673
AutocorrelationDescriptorPolarizability,"2091.931968442053,2491.2844953261388,3539.509410980923,3242.3866774011994,2827.632421170481"
