DLiP-ID,T004RQ
AATSC4v,-3.0358588731544547
AATSC5Z,-1.129757465932542
AATSC5c,0.0014749938073604651
AATSC5d,0.01710399173440901
AATSC5i,0.07534988254695583
AATSC5m,-5.156904522356979
AATSC5p,0.007554748175545899
AATSC5s,0.1410708162668758
AATSC5v,-2.2059173609169536
AATSC6Z,-0.8575830614710326
AATSC6c,-0.001281158720160318
AATSC6d,-0.012818866757319851
AATSC6i,0.05533837804905754
AATSC6m,-3.7713740262942888
AATSC6p,0.0034112433300558303
AATSC6s,-0.16962123959842554
AATSC6v,0.7007783948274908
AATSC7Z,-0.45872493176693957
AATSC7c,0.0003634922477968544
AATSC7d,-0.011030022546576479
AATSC7i,-0.0834215712577258
AATSC7m,-2.084712300887031
AATSC7p,-0.014090256138448953
AATSC7s,-0.02540838734964677
AATSC7v,-2.052677121570529
AATSC8Z,-0.08949374547329399
AATSC8c,0.00030707590639558817
AATSC8d,0.02152256908213748
AATSC8i,-0.06301731409898788
AATSC8m,-0.3080980575612883
AATSC8p,-0.0015282413581851216
AATSC8s,-0.07416097749461234
AATSC8v,0.6175893804770847
ATS0are,318.6433999999999
ATS1are,339.37480000000005
ATS2are,610.221
ATS3are,818.0549000000001
ATS4are,832.5488000000001
ATS5are,831.2459999999999
ATS6are,727.311
ATS7are,700.9559999999999
ATS8are,675.9580000000001
ATSC0dv,182.72536687631035
ATSC0pe,5.488128301886788
ATSC0se,3.535372301886791
ATSC1dv,7.5554368893635475
ATSC1pe,0.12715742257031262
ATSC1se,0.41664887540049445
ATSC2dv,21.370436296032572
ATSC2pe,2.1616358134567495
ATSC2se,1.8158825304378712
ATSC3dv,-33.06997349788379
ATSC3pe,-0.3450825916696315
ATSC3se,-0.2768465350658641
ATSC4dv,-26.64649341402636
ATSC4pe,-0.636316553933782
ATSC4se,-0.8857554784620996
ATSC5dv,-39.19971520113921
ATSC5pe,-0.7670823424706228
ATSC5se,0.01298071413312113
ATSC6dv,-13.717930461611477
ATSC6pe,-1.814372694909219
ATSC6se,-1.3270980533997903
ATSC7dv,2.175269965586811
ATSC7pe,-0.6318546457814179
ATSC7se,-0.546714853328583
ATSC8dv,-1.8475534986748883
ATSC8pe,-0.4892525097899626
ATSC8se,-0.5920784909220334
AXp-0dv,0.5999001395435132
AXp-1dv,0.3800430884196536
AXp-2dv,0.22595556202796635
AXp-3dv,0.13936664030042725
AXp-4dv,0.0874189101175771
AXp-5dv,0.053591184909147334
AXp-6dv,0.03621402015193426
AXp-7dv,0.022116627964767828
BertzCT,838.2451459335471
ECIndex,704
ETA_eta,23.245218256107695
GATS1dv,0.7332967583128205
GATS1pe,0.621241108360888
GATS1se,0.4887086789560002
GATS2dv,0.8943032898975989
GATS2pe,0.6580529078806664
GATS2se,0.5657113113497894
GATS3dv,1.089390097245438
GATS3pe,1.032076167280993
GATS3se,1.0382407668001732
GATS4dv,1.1789416560868002
GATS4pe,1.3258529492448097
GATS4se,1.480589900745073
GATS5dv,1.3603736279661978
GATS5pe,1.6220518329296525
GATS5se,1.7298038067735138
GATS6dv,1.0661385881627152
GATS6pe,1.259339733440775
GATS6se,1.2987194543654799
GATS7dv,0.928047269389628
GATS7pe,0.9774564972947898
GATS7se,0.9684157209806354
GATS8dv,0.9972569274105486
GATS8pe,1.0541056846995418
GATS8se,1.091347319813461
LogEE_A,4.211460488228713
LogEE_D,164.82108027484878
MATS1dv,0.03984500813550832
MATS1pe,0.022327013793191058
MATS1se,0.11356597634422762
MATS2dv,0.0626116604317613
MATS2pe,0.21086230336179163
MATS2se,0.27497503783061766
MATS3dv,-0.07001487322584857
MATS3pe,-0.024325069944265615
MATS3se,-0.03029418266313691
MATS4dv,-0.05641525108618097
MATS4pe,-0.04485431909573625
MATS4se,-0.09692459489522319
MATS5dv,-0.08548861828734296
MATS5pe,-0.05569830238867548
MATS5se,0.0014631459831291114
MATS6dv,-0.032614129657911925
MATS6pe,-0.1436211118645049
MATS6se,-0.16307368907609887
MATS7dv,0.005257859109683355
MATS7pe,-0.050849601151668374
MATS7se,-0.06829994305208624
MATS8dv,-0.0046197243278314785
MATS8pe,-0.0407311513778865
MATS8se,-0.07651771800891675
MAXaaCH,2.066152978715208
MAXaasC,1.2358155306373408
MAXdssC,-0.1831496703619715
MAXssNH,2.9157444412950366
MAXsssN,1.3814772297808013
MDEC-22,24.426795020136442
MDEC-23,15.019181647476127
MDEC-33,1.4075355588178853
MDEN-23,0.33333333333333337
MDEO-11,0.814325284978472
MINaaCH,1.7978978997093173
MINaasC,0.7420548751405744
MINdssC,-0.1831496703619715
MINssNH,2.9157444412950366
MINsssN,1.3814772297808013
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6607142857142856
SM1_Dzi,0.883001233280407
SM1_Dzm,1.6581557966933946
SM1_Dzp,-3.8591084983466093
SM1_Dzv,-1.6780538154894666
SddssSe,0
SpAD_Dt,507.37998099698643
SpAbs_A,34.74264949975307
SpAbs_D,329.64216054969756
SpMAD_A,1.2867647962871507
SpMAD_D,12.208968909248059
SpMax_A,2.4416132193352986
SpMax_D,164.82108027484878
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,74.86
TpiPC10,7.361176870511156
VAdjMat,5.857980995127572
VE1_DzZ,5.111934327609725
VE1_Dzi,5.119222514366449
VE1_Dzm,5.111944646478063
VE1_Dzp,5.1375497498805105
VE1_Dzv,5.135092864060614
VE2_DzZ,0.1893309010225824
VE2_Dzi,0.18960083386542403
VE2_Dzm,0.18933128320289125
VE2_Dzp,0.19027962036594484
VE2_Dzv,0.19018862459483757
VE3_DzZ,2.6248296432912848
VE3_Dzi,2.6262543478681137
VE3_Dzm,2.6248316618731486
VE3_Dzp,2.6298280364607884
VE3_Dzv,2.6293497007571
VR1_DzZ,159.60993571988934
VR1_Dzi,159.49648638892705
VR1_Dzm,159.60911100819516
VR1_Dzp,158.0234917421474
VR1_Dzv,158.15565365518904
VR2_DzZ,5.911479100736642
VR2_Dzi,5.907277273663965
VR2_Dzm,5.91144855585908
VR2_Dzp,5.852721916375829
VR2_Dzv,5.8576168020440385
VR3_DzZ,6.065984709972318
VR3_Dzi,6.0652736660829945
VR3_Dzm,6.065979542914132
VR3_Dzp,6.0559954768975155
VR3_Dzv,6.056831470812122
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.22159697524371175
Xch-7dv,0.3130623280637635
Xpc-4dv,2.4557734986907716
Xpc-5dv,3.85442481710502
Xpc-6dv,4.899832734420444
Zagreb1,136.0
Zagreb2,155.0
fragCpx,139.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,29
nBondsS,40
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,0
AATS0are,6.012139622641507
AATS1are,6.17045090909091
AATS2are,6.163848484848485
AATS3are,5.971203649635037
AATS4are,6.076998540145986
AATS5are,6.249969924812029
AATS6are,5.961565573770492
AATS7are,5.8412999999999995
AATS8are,5.827224137931035
AATSC0dv,3.447648431628497
AATSC0pe,0.10354959060163751
AATSC0se,0.06670513777144889
AATSC1dv,0.13737157980660997
AATSC1pe,0.0023119531376420478
AATSC1se,0.007575434098190808
AATSC2dv,0.2158629928892179
AATSC2pe,0.021834705186431814
AATSC2se,0.01834224778220072
AATSC3dv,-0.24138666786776486
AATSC3pe,-0.0025188510340849015
AATSC3se,-0.002020777628217986
AATSC4dv,-0.1944999519271997
AATSC4pe,-0.0046446463790787
AATSC4se,-0.006465368455927734
AATSC5dv,-0.2947347007604452
AATSC5pe,-0.0057675364095535545
AATSC5se,9.75993543843694e-05
AATSC6dv,-0.1124420529640285
AATSC6pe,-0.014871907335321467
AATSC6se,-0.010877852896719593
AATSC7dv,0.018127249713223426
AATSC7pe,-0.005265455381511816
AATSC7se,-0.0045559571110715255
AATSC8dv,-0.01592718533340421
AATSC8pe,-0.004217694049913471
AATSC8se,-0.005104124921741667
AETA_eta,0.8609340094854702
ATSC0are,5.732298113207546
ATSC1are,-0.16795087219651086
ATSC2are,2.6984846564613743
ATSC3are,-0.27116870772516855
ATSC4are,-1.0121856888572438
ATSC5are,-0.36930281238874746
ATSC6are,-1.9556069775720881
ATSC7are,-0.7070334638661447
ATSC8are,-0.6275468138127452
BCUTZ-1h,16.013122622082413
BCUTZ-1l,5.694144061914325
BCUTc-1h,0.4300460781073423
BCUTc-1l,-0.38152543340957396
BCUTd-1h,4.0437481101055965
BCUTd-1l,0.9715277525994301
BCUTi-1h,14.543248341775662
BCUTi-1l,10.320173939767727
BCUTm-1h,32.066544036928015
BCUTm-1l,11.705145509734828
BCUTp-1h,2.9544130903231034
BCUTp-1l,0.7517329808562425
BCUTs-1h,7.014574500820827
BCUTs-1l,0.2966677068721558
BCUTv-1h,24.44182441600882
BCUTv-1l,14.701064016518837
BalabanJ,1.4115874326007498
Diameter,16
ETA_beta,32.75
GATS1are,0.6559615704674586
GATS2are,0.6210064216988237
GATS3are,1.0317068264932339
GATS4are,1.3847864508013732
GATS5are,1.6657419301532672
GATS6are,1.2806333491682012
GATS7are,0.9733958160940424
GATS8are,1.062335862825786
HybRatio,0.38095238095238093
Lipinski,True
LogEE_Dt,253.68999049849322
MATS1are,-0.028233627169547314
MATS2are,0.25201817358474876
MATS3are,-0.01830063274429259
MATS4are,-0.06831038402697656
MATS5are,-0.025673085989962707
MATS6are,-0.14820704521788766
MATS7are,-0.054476076966069154
MATS8are,-0.05001902720583989
MAXddssS,-3.508323829474396
MAXssCH2,0.8906812861695999
MAXsssCH,-0.5875578441253051
MINddssS,-3.508323829474396
MINssCH2,-0.06386193158046338
MINsssCH,-0.5875578441253051
NsssssAs,0
RotRatio,0.27586206896551724
SM1_Dzpe,1.1101591187270503
SM1_Dzse,1.0973664910406058
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,0.0
SMR_VSA5,37.477980927598786
SMR_VSA6,13.08951281182515
SMR_VSA7,71.7905736680101
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,256.7513162279755
SpAD_Dzi,279.4244390667127
SpAD_Dzm,256.76939721224323
SpAD_Dzp,332.5202440436257
SpAD_Dzv,326.1604293071099
SpAbs_Dt,507.37998099698666
SpDiam_A,4.81331512368742
SpDiam_D,250.89331181531855
SpMAD_Dt,18.791851148036535
SpMax_Dt,253.68999049849322
SsssssAs,0
VE1_Dzpe,5.119903608395087
VE1_Dzse,5.120056626743372
VE2_Dzpe,0.1896260595701884
VE2_Dzse,0.1896317269164212
VE3_Dzpe,2.626387385399145
VE3_Dzse,2.6264172719113543
VMcGowan,297.9900000000006
VR1_Dzpe,159.26788836548118
VR1_Dzse,159.22488606424218
VR2_Dzpe,5.898810680203007
VR2_Dzse,5.89721800237934
VR3_Dzpe,6.063839389979774
VR3_Dzse,6.063569353702955
mZagreb1,8.118055555555555
mZagreb2,6.013888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,46
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.10815656817372728
AATSC1are,-0.003053652221754743
AATSC2are,0.027257420772337115
AATSC3are,-0.0019793336330304273
AATSC4are,-0.007388216706987181
AATSC5are,-0.0027767128751033645
AATSC6are,-0.01602956538993515
AATSC7are,-0.005891945532217873
AATSC8are,-0.005409886325971941
AETA_beta,1.212962962962963
BCUTdv-1h,6.022482578310707
BCUTdv-1l,0.6405603714629358
BCUTpe-1h,3.5369036569900234
BCUTpe-1l,2.2440470287655443
BCUTse-1h,3.768206536086785
BCUTse-1l,2.4401412537155434
ETA_alpha,13.133333333333335
ETA_dBeta,0.25
ETA_eta_B,0.35373348715394926
ETA_eta_F,24.09775401749889
ETA_eta_L,6.897600045273378
ETA_eta_R,47.342972273606584
ETA_psi_1,0.5898203592814374
LabuteASA,160.99913904787147
LogEE_DzZ,128.03966831973563
LogEE_Dzi,139.74492328273712
LogEE_Dzm,128.04835039804908
LogEE_Dzp,165.42583425730612
LogEE_Dzv,162.76946394698285
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,60.6636706846161
PEOE_VSA7,36.81018947509803
PEOE_VSA8,13.08951281182515
PEOE_VSA9,5.752853606746789
SM1_Dzare,1.2038881980944245
SpAD_Dzpe,281.328303272563
SpAD_Dzse,280.842666665809
SpAbs_DzZ,255.33663368829292
SpAbs_Dzi,278.60684533219376
SpAbs_Dzm,255.35689412617106
SpAbs_Dzp,334.7107770129586
SpAbs_Dzv,327.2169817094551
SpDiam_Dt,378.93296230276417
SpMAD_DzZ,9.509308008443538
SpMAD_Dzi,10.349053298767137
SpMAD_Dzm,9.509977674527526
SpMAD_Dzp,12.315564594208361
SpMAD_Dzv,12.08001590026333
SpMax_DzZ,128.03966831973563
SpMax_Dzi,139.74492328273712
SpMax_Dzm,128.04835039804908
SpMax_Dzp,165.42583425730612
SpMax_Dzv,162.76946394698285
VE1_Dzare,5.119203258917406
VE2_Dzare,0.1896001207006447
VE3_Dzare,2.62625058645997
VR1_Dzare,159.33183916102638
VR2_Dzare,5.901179228186162
VR3_Dzare,6.064240839139197
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4864197530864198
AETA_dBeta,0.009259259259259259
AETA_eta_B,0.013101240264961083
AETA_eta_F,0.8925094080555144
AETA_eta_L,0.25546666834345844
AETA_eta_R,1.7534434175409845
BCUTare-1h,3.580897565008262
BCUTare-1l,2.1934412785776356
ETA_beta_s,16.25
ETA_dPsi_A,0.12417964071856258
ETA_dPsi_B,0.0
ETA_eta_BR,0.6117334871539493
ETA_eta_FL,6.162880029945769
ETA_eta_RL,13.060480075219147
LogEE_Dzpe,140.7052686406788
LogEE_Dzse,140.46197653627638
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,37.76154634594978
SlogP_VSA3,26.991503567152204
SlogP_VSA4,0.0
SlogP_VSA5,30.38936785217202
SlogP_VSA6,60.6636706846161
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,280.26556458913745
SpAbs_Dzpe,280.3003781626306
SpAbs_Dzse,279.8265865815122
SpDiam_DzZ,200.74862880368488
SpDiam_Dzi,215.8327345248955
SpDiam_Dzm,200.76593577818625
SpDiam_Dzp,262.17287495394976
SpDiam_Dzv,256.0487885989751
SpMAD_Dzpe,10.419566787872704
SpMAD_Dzse,10.401580246881815
SpMax_Dzpe,140.7052686406788
SpMax_Dzse,140.46197653627638
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6018518518518519
AETA_eta_BR,0.022656795820516638
AETA_eta_FL,0.22825481592391736
AETA_eta_RL,0.4837214842673758
DetourIndex,3275
EState_VSA1,16.065131982555545
EState_VSA2,11.660033336098294
EState_VSA3,19.51033443475116
EState_VSA4,24.825916360475023
EState_VSA5,9.86866748299323
EState_VSA6,12.13273413692322
EState_VSA7,36.39820241076966
EState_VSA8,17.449522740929552
EState_VSA9,0.0
ETA_beta_ns,16.5
ETA_shape_p,0.07614213197969542
ETA_shape_x,0.06345177664974619
ETA_shape_y,0.182741116751269
GhoseFilter,True
LogEE_Dzare,140.17737074635002
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,279.15085329460567
SpDiam_Dzpe,218.17475373338132
SpDiam_Dzse,218.0978531220863
SpMAD_Dzare,10.38020609589398
SpMax_Dzare,140.17737074635002
TopoPSA(NO),66.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.937464759097296
VSA_EState9,39.82085907037711
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6111111111111112
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.013580246913580198
FilterItLogS,-5.093329091909169
SpDiam_Dzare,217.11068166909075
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5672955974842769
ETA_epsilon_2,0.8246913580246911
ETA_epsilon_3,0.44025974025974035
ETA_epsilon_4,0.5179487179487179
ETA_epsilon_5,0.8059523809523806
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.12703585722453659
ETA_dEpsilon_B,0.04934687953555905
ETA_dEpsilon_C,-0.07768897768897753
ETA_dEpsilon_D,0.018738977072310425
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8888888888888888
MDEDescriptor,"0.0,0.0,0.0,0.0,24.426795020136442,15.019181647476127,0.0,1.4075355588178853,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,61.80261799999996
BCUTDescriptor,"11.850000000000001,31.97207235304941,-0.2788903620185947,0.2201119780972629,5.553688271378427,12.330449274951231"
BPolDescriptor,38.497381999999995
TPSADescriptor,74.86000000000001
ALOGPDescriptor,"0.8532000000000004,0.7279502400000006,100.83689999999999"
XLogPDescriptor,3.1090000000000004
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,386.16641389999995
ChiPathDescriptor,"19.114673407305983,13.060480075219147,11.663769307514617,9.090186244779778,7.515955519439823,5.504023446587576,3.016853976243922,1.981165237545281,15.584548957645374,9.81362199370416,7.370226220077548,5.301392834362861,3.912562622306727,2.440415962228107,1.3453824829160235,0.8061708824827742"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3310910920747877,0.4540299592102657,0.0,0.0,0.09128709291752768,0.16566036996488814,0.1998688255562771"
AtomCountDescriptor,53
BondCountDescriptor,29
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.948361260197041,0.20412414523193154,0.42885536416183107,0.08333333333333333,0.7734024263442304,0.03225470832150765,0.14126936958256694,0.013167929531666034"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,2,3,5,0,0"
ZagrebIndexDescriptor,136.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"54.66805806862973,2.024742891430731,17.446095827151503,7.539709343590946,6.421764585480179"
FractionalPSADescriptor,0.19385424859704511
WienerNumbersDescriptor,"2143.0,37.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.674703540406898,6.0837713232739885,8.326448824332553,1.5659291134007773,2.3277441557863403,2.5329016323130826"
FractionalCSP3Descriptor,0.38095238095238093
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,7,0,0,10,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,6
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.702734839476815,10.683760683760683,6.5"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2323.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.38095238095238093
AutocorrelationDescriptorMass,"36.17112074762581,38.892859088733985,48.4375769708801,49.41764953770984,50.32371243358636"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.40099099286503026,-0.21576117986590224,0.047416538881740806,0.0836085713321713,-0.227026962564346"
EccentricConnectivityIndexDescriptor,704
AutocorrelationDescriptorPolarizability,"1999.7610584885867,2290.0651670461325,3107.340761715624,2891.6386837571454,2768.4462030009076"
