DLiP-ID,P000AO
AATSC3s,-0.06544648511399592
AATSC3v,-7.918917000631008
AATSC4Z,-2.090527854724531
AATSC4c,-0.000376455856257027
AATSC4d,-0.031334641428131735
AATSC4i,0.04058357103231708
AATSC4m,-9.647259841566635
AATSC4p,-0.005646215526305354
AATSC4s,-0.35121423830100323
AATSC4v,-3.793765884187234
AATSC5Z,0.7542382271468145
AATSC5c,0.0010041717506817512
AATSC5d,-0.02812557710064635
AATSC5i,-0.22329798972266862
AATSC5m,3.2438150453924304
AATSC5p,-0.020302363315697763
AATSC5s,0.022407671226521177
AATSC5v,-4.0355394675056635
AATSC6Z,0.01585853808676596
AATSC6c,-0.0013497516156912536
AATSC6d,0.02369584637674632
AATSC6i,-0.034493662725564846
AATSC6m,0.11548832659767722
AATSC6p,0.0010836130157567637
AATSC6s,-0.19423079562487058
AATSC6v,1.1358749075977093
AATSC7Z,0.2028684882455707
AATSC7c,-0.0006968125749771467
AATSC7d,-0.03892205185560888
AATSC7i,-0.13069192259049484
AATSC7m,1.1392943444353403
AATSC7p,0.0010269954458504767
AATSC7s,-0.026920005520715697
AATSC7v,0.9599452233253731
AATSC8Z,0.011915754298025837
AATSC8c,0.0032574433804906547
AATSC8d,-0.023435782438552533
AATSC8i,0.132291873535835
AATSC8m,0.12824332876049635
AATSC8p,0.011018393042942215
AATSC8s,-0.08139514956031467
AATSC8v,1.141022456668196
ATS0are,361.9821
ATS1are,384.9206
ATS2are,654.2918999999999
ATS3are,823.2420000000001
ATS4are,998.8221
ATS5are,916.0901999999998
ATS6are,1012.3000000000001
ATS7are,880.66
ATS8are,840.3719999999998
ATSC0dv,233.92505956248644
ATSC0pe,7.256631578947366
ATSC0se,5.082388245614033
ATSC1dv,32.93831720301403
ATSC1pe,0.37007728531856343
ATSC1se,0.5372607590027699
ATSC2dv,32.09013599626095
ATSC2pe,2.4474803324099756
ATSC2se,1.9486823674976916
ATSC3dv,-64.22693022354453
ATSC3pe,-1.7466415512465356
ATSC3se,-1.5157666740535545
ATSC4dv,-128.57110069955047
ATSC4pe,-5.059757063711907
ATSC4se,-3.252257215758693
ATSC5dv,2.185515771234459
ATSC5pe,-0.18933047091413152
ATSC5se,-0.42367876915974295
ATSC6dv,-5.28167451333554
ATSC6pe,-1.1634803324099736
ATSC6se,-0.9862571628193287
ATSC7dv,39.82931880274652
ATSC7pe,0.07355817174515074
ATSC7se,-0.6108750329332102
ATSC8dv,16.287271677135223
ATSC8pe,1.8170421052631618
ATSC8se,1.4822565497076037
AXp-0dv,0.5929961156458606
AXp-1dv,0.3322188617567998
AXp-2dv,0.19423547153085294
AXp-3dv,0.11153126702204115
AXp-4dv,0.059037547732401136
AXp-5dv,0.03376559554743971
AXp-6dv,0.01936656464319623
AXp-7dv,0.010412237844417744
BertzCT,1454.6217672923715
ECIndex,896
ETA_eta,29.44808121495579
GATS1dv,0.640696201594027
GATS1pe,0.5839963928940981
GATS1se,0.542271979263237
GATS2dv,0.8567669890391049
GATS2pe,0.6038198290137372
GATS2se,0.5631559182984153
GATS3dv,0.9921080621180248
GATS3pe,0.9012613002284882
GATS3se,0.9393162521394717
GATS4dv,1.2212917302450297
GATS4pe,1.288378416113029
GATS4se,1.2909743427535607
GATS5dv,0.8869063879588753
GATS5pe,0.829400794917172
GATS5se,0.8379168862214351
GATS6dv,1.0046879143960326
GATS6pe,1.1034411443580623
GATS6se,1.1446638790184704
GATS7dv,0.8995133321036706
GATS7pe,0.9680804021086105
GATS7se,1.0185200626562505
GATS8dv,0.9941149891855058
GATS8pe,1.0049725840610404
GATS8se,1.0262909483809814
LogEE_A,4.457473997052389
LogEE_D,214.41133726107242
MATS1dv,0.13376677728067318
MATS1pe,0.048448569729322516
MATS1se,0.10042477992370834
MATS2dv,0.07666011965658533
MATS2pe,0.18847719946140895
MATS2se,0.2142633552734358
MATS3dv,-0.11856085998125303
MATS3pe,-0.10393687081145371
MATS3se,-0.1287850470328089
MATS4dv,-0.19580396691949867
MATS4pe,-0.24839878314572503
MATS4se,-0.2279669669301415
MATS5dv,0.0035502651773280875
MATS5pe,-0.009914459369288562
MATS5se,-0.03167761385007123
MATS6dv,-0.007847401856566495
MATS6pe,-0.055725629038181436
MATS6se,-0.0674455561334595
MATS7dv,0.06834592746547728
MATS7pe,0.004068950095595097
MATS7se,-0.048247081626481926
MATS8dv,0.02983972432562845
MATS8pe,0.10731319653684704
MATS8se,0.12499100350425822
MAXaaCH,1.860682214243722
MAXaaaC,0.8355217856651148
MAXaasC,0.7721612266284437
MAXaasN,1.6475404335626058
MAXdssC,-0.9541516345750993
MAXsCH3,1.7869104407330418
MAXsssN,1.2273251588412122
MDEC-11,0.08333333333333334
MDEC-12,3.8725914391111025
MDEC-13,3.0774367354832117
MDEC-22,15.55656557836908
MDEC-23,26.630756295755067
MDEC-33,9.383526016536392
MDEN-22,1.0
MDEN-23,1.0920483450836267
MDEN-33,0.09999999999999998
MDEO-11,1.0259855680060181
MINaaCH,1.537074514041436
MINaaaC,0.6650588874110608
MINaasC,0.18592954797347683
MINaasN,1.6475404335626058
MINdssC,-0.9541516345750993
MINsCH3,1.4881639587398066
MINsssN,1.2273251588412122
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.8434873949579833
SM1_Dzi,1.6382955026694432
SM1_Dzm,2.85360650003432
SM1_Dzp,-5.7438214449209575
SM1_Dzv,-2.6324089202967405
SddssSe,0
SpAD_Dt,707.9551416134551
SpAbs_A,43.496350291994524
SpAbs_D,428.8226745221448
SpMAD_A,1.2793044203527801
SpMAD_D,12.612431603592494
SpMax_A,2.4576045835393647
SpMax_D,214.41133726107242
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,113.76999999999998
TpiPC10,9.079267561702537
VAdjMat,6.20945336562895
VE1_DzZ,5.755665755474789
VE1_Dzi,5.752035114746349
VE1_Dzm,5.755623324180074
VE1_Dzp,5.735773656699414
VE1_Dzv,5.7438406141506375
VE2_DzZ,0.16928428692572908
VE2_Dzi,0.1691775033748926
VE2_Dzm,0.16928303894647276
VE2_Dzp,0.16869922519704159
VE2_Dzv,0.16893648865148933
VE3_DzZ,2.973960150072152
VE3_Dzi,2.9733291568112308
VE3_Dzm,2.973952777953457
VE3_Dzp,2.970498074011752
VE3_Dzv,2.9719035147502217
VR1_DzZ,229.05047551170006
VR1_Dzi,230.02449169049777
VR1_Dzm,229.04436339078558
VR1_Dzp,232.99437662639542
VR1_Dzv,231.80058111535263
VR2_DzZ,6.73677869152059
VR2_Dzi,6.765426226191111
VR2_Dzm,6.736598923258399
VR2_Dzp,6.852775783129277
VR2_Dzv,6.817664150451548
VR3_DzZ,6.657717827969739
VR3_Dzi,6.6619612204869805
VR3_Dzm,6.657691143011098
VR3_Dzp,6.674789750245908
VR3_Dzv,6.669652869493359
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.12836810613716204
Xch-7dv,0.1800476247731809
Xpc-4dv,3.927026529482797
Xpc-5dv,4.597780823063309
Xpc-6dv,5.966246795007321
Zagreb1,182.0
Zagreb2,216.0
fragCpx,247.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,22
nBondsD,3
nBondsM,25
nBondsO,37
nBondsS,35
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,10
naHRing,1
AATS0are,6.350563157894737
AATS1are,6.415343333333333
AATS2are,6.414626470588234
AATS3are,6.236681818181819
AATS4are,6.242638125
AATS5are,6.107267999999999
AATS6are,6.172560975609756
AATS7are,6.2018309859154925
AATS8are,6.318586466165413
AATSC0dv,4.103948413376955
AATSC0pe,0.127309325946445
AATSC0se,0.08916470606340408
AATSC1dv,0.5489719533835672
AATSC1pe,0.00616795475530939
AATSC1se,0.008954345983379498
AATSC2dv,0.3146091764339309
AATSC2pe,0.023994905219705643
AATSC2se,0.019104729093114624
AATSC3dv,-0.4865676532086707
AATSC3pe,-0.013232132963988907
AATSC3se,-0.011483080864042079
AATSC4dv,-0.8035693793721904
AATSC4pe,-0.03162348164819942
AATSC4se,-0.02032660759849183
AATSC5dv,0.01457010514156306
AATSC5pe,-0.0012622031394275434
AATSC5se,-0.0028245251277316196
AATSC6dv,-0.03220533239838744
AATSC6pe,-0.007094392270792522
AATSC6se,-0.0060137631879227365
AATSC7dv,0.28048816058272197
AATSC7pe,0.0005180152939799348
AATSC7se,-0.004301936851642325
AATSC8dv,0.1224606893017686
AATSC8pe,0.013661970716264375
AATSC8se,0.011144786088027095
AETA_eta,0.8661200357339938
ATSC0are,7.47995087719298
ATSC1are,0.22174819944598462
ATSC2are,2.8550703601108043
ATSC3are,-1.6033915050784842
ATSC4are,-5.03734983071714
ATSC5are,-0.4557233610341671
ATSC6are,-1.7457726992920906
ATSC7are,0.04840658664204285
ATSC8are,2.0444532163742704
BCUTZ-1h,17.00110510912228
BCUTZ-1l,5.681643820404126
BCUTc-1h,0.4472214918903366
BCUTc-1l,-0.40637762645919545
BCUTd-1h,4.048478483316789
BCUTd-1l,0.9706213223794218
BCUTi-1h,14.751245266489692
BCUTi-1l,10.31976281110663
BCUTm-1h,35.450518106793325
BCUTm-1l,11.69360389044923
BCUTp-1h,2.954632681577759
BCUTp-1l,0.741504672119975
BCUTs-1h,7.014585071907029
BCUTs-1l,0.2975910092092953
BCUTv-1h,24.441835571170305
BCUTv-1l,14.69997554888767
BalabanJ,1.406957192081467
Diameter,16
ETA_beta,46.0
GATS1are,0.6270780932044773
GATS2are,0.6041200416265157
GATS3are,0.8892134235203379
GATS4are,1.2874773722596922
GATS5are,0.8419520533486944
GATS6are,1.103128087057107
GATS7are,0.9468963291944731
GATS8are,0.9575295081213593
HybRatio,0.20833333333333334
Lipinski,True
LogEE_Dt,353.97757080672756
MATS1are,0.02816339210408566
MATS2are,0.21330093225889976
MATS3are,-0.09256392399271181
MATS4are,-0.2399154629029367
MATS5are,-0.0231518735933158
MATS6are,-0.08111850900102936
MATS7are,0.002597719325551791
MATS8are,0.11713903606781234
MAXddssS,-3.7171488702161493
MAXssCH2,0.03461136479895499
MAXsssCH,-0.475963524043431
MINddssS,-3.7171488702161493
MINssCH2,-0.14782298143341643
MINsssCH,-0.475963524043431
NsssssAs,0
RotRatio,0.21621621621621623
SM1_Dzpe,1.8842864446957845
SM1_Dzse,1.8361714501455846
SMR_VSA1,18.318861563241466
SMR_VSA2,0.0
SMR_VSA3,19.299085830397324
SMR_VSA4,7.04767198267719
SMR_VSA5,23.778967550517752
SMR_VSA6,7.04767198267719
SMR_VSA7,88.44302554191005
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,309.4178007105529
SpAD_Dzi,338.5836020377127
SpAD_Dzm,309.3788788758669
SpAD_Dzp,382.8854364556769
SpAD_Dzv,377.52128690577473
SpAbs_Dt,707.9551416134552
SpDiam_A,4.889584827256558
SpDiam_D,315.56481412109144
SpMAD_Dt,20.82221004745456
SpMax_Dt,353.97757080672756
SsssssAs,0
VE1_Dzpe,5.752666655051406
VE1_Dzse,5.75292340311766
VE2_Dzpe,0.16919607808974724
VE2_Dzse,0.1692036295034606
VE3_Dzpe,2.973438945021013
VE3_Dzse,2.9734835751642734
VMcGowan,350.27000000000106
VR1_Dzpe,229.83729401501492
VR1_Dzse,229.81903922758315
VR2_Dzpe,6.759920412206321
VR2_Dzse,6.759383506693622
VR3_Dzpe,6.661147072881583
VR3_Dzse,6.661067644899758
mZagreb1,12.034722222222221
mZagreb2,7.3055555555555545
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,13
nBondsKS,47
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.13122720837180668
AATSC1are,0.0036958033240997437
AATSC2are,0.02799088588343926
AATSC3are,-0.012146905341503669
AATSC4are,-0.03148343644198213
AATSC5are,-0.003038155740227781
AATSC6are,-0.010644955483488356
AATSC7are,0.0003408914552256539
AATSC8are,0.015371828694543387
AETA_beta,1.3529411764705883
BCUTdv-1h,6.022572433369378
BCUTdv-1l,0.6448989095567862
BCUTpe-1h,3.537168053391881
BCUTpe-1l,2.229197287150164
BCUTse-1h,3.768430364780204
BCUTse-1l,2.4249877688783363
ETA_alpha,16.48095238095238
ETA_dBeta,4.0
ETA_eta_B,0.7514726331468644
ETA_eta_F,41.03765741317841
ETA_eta_L,7.039943302849536
ETA_eta_R,70.4857386281342
ETA_psi_1,0.5602136613790873
LabuteASA,201.9918753977919
LogEE_DzZ,154.41474625933958
LogEE_Dzi,169.31961907877985
LogEE_Dzm,154.39570324934942
LogEE_Dzp,190.11965569860033
LogEE_Dzv,188.21867691047333
PEOE_VSA1,5.106527394840706
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.099599919474123
PEOE_VSA4,4.305215991296234
PEOE_VSA5,5.098681808301038
PEOE_VSA6,53.212527396657045
PEOE_VSA7,47.02218981739904
PEOE_VSA8,31.580639731169676
PEOE_VSA9,16.833005816060044
SM1_Dzare,1.9775457625462936
SpAD_Dzpe,338.0629568046886
SpAD_Dzse,336.92625330160547
SpAbs_DzZ,306.9088412444136
SpAbs_Dzi,337.13804718241613
SpAbs_Dzm,306.8609907876015
SpAbs_Dzp,385.98313284212173
SpAbs_Dzv,379.0697627412435
SpDiam_Dt,500.43028019736124
SpMAD_DzZ,9.10052355031038
SpMAD_Dzi,9.958341236403314
SpMAD_Dzm,9.099378790466673
SpMAD_Dzp,11.261336366343437
SpMAD_Dzv,11.10356726193455
SpMax_DzZ,154.41474625933958
SpMax_Dzi,169.31961907877985
SpMax_Dzm,154.39570324934942
SpMax_Dzp,190.11965569860033
SpMax_Dzv,188.21867691047333
VE1_Dzare,5.752703813439384
VE2_Dzare,0.16919717098351128
VE3_Dzare,2.973445404332876
VR1_Dzare,229.83363411199173
VR2_Dzare,6.759812767999756
VR3_Dzare,6.661131148868124
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48473389355742297
AETA_dBeta,0.11764705882352941
AETA_eta_B,0.022102136269025425
AETA_eta_F,1.206989923917012
AETA_eta_L,0.2070571559661628
AETA_eta_R,2.073109959651006
BCUTare-1h,3.5811608454679877
BCUTare-1l,2.1792805143901792
ETA_beta_s,21.0
ETA_dPsi_A,0.15378633862091262
ETA_dPsi_B,0.0
ETA_eta_BR,1.0954726331468643
ETA_eta_FL,9.122797626376695
ETA_eta_RL,16.16274092922623
LogEE_Dzpe,169.0868985918942
LogEE_Dzse,168.51713169345408
PEOE_VSA10,5.516700717616262
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,45.840387480196
SlogP_VSA3,28.41025672606917
SlogP_VSA4,0.0
SlogP_VSA5,29.02908214417839
SlogP_VSA6,71.62552122859549
SlogP_VSA7,5.022633313741326
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
SpAD_Dzare,337.7818586367256
SpAbs_Dzpe,336.28951073909263
SpAbs_Dzse,335.1980919367626
SpDiam_DzZ,231.0710227973048
SpDiam_Dzi,252.20050933975875
SpDiam_Dzm,231.0537347450889
SpDiam_Dzp,280.45382315332296
SpDiam_Dzv,279.2701198981755
SpMAD_Dzpe,9.943028141314372
SpMAD_Dzse,9.909595685341337
SpMax_Dzpe,169.0868985918942
SpMax_Dzse,168.51713169345408
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6176470588235294
AETA_eta_BR,0.03221978332784895
AETA_eta_FL,0.2683175772463734
AETA_eta_RL,0.4753747332125362
DetourIndex,5799
EState_VSA1,21.910502487520827
EState_VSA2,17.86106150435636
EState_VSA3,16.102785523054585
EState_VSA4,16.643603701010253
EState_VSA5,23.485622110896642
EState_VSA6,48.127677328592036
EState_VSA7,18.19910120538483
EState_VSA8,10.312066903955905
EState_VSA9,11.600939890232516
ETA_beta_ns,25.0
ETA_shape_p,0.1849176538572667
ETA_shape_x,0.050563420976596364
ETA_shape_y,0.32158335741115285
GhoseFilter,False
LogEE_Dzare,168.9490924290259
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,335.92063909550563
SpDiam_Dzpe,252.14145662792353
SpDiam_Dzse,251.2797360830199
SpMAD_Dzare,9.934760548138987
SpMax_Dzare,168.9490924290259
TopoPSA(NO),105.38999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,28.775506062725995
VSA_EState9,54.221223504170425
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7352941176470589
EState_VSA10,18.318861563241466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.015266106442577029
FilterItLogS,-5.789120579251472
SpDiam_Dzare,251.91897499301015
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6371762740183785
ETA_epsilon_2,0.8652661064425766
ETA_epsilon_3,0.4416666666666657
ETA_epsilon_4,0.556253968253967
ETA_epsilon_5,0.8491156462585031
AETA_beta_ns_d,0.014705882352941176
ETA_dEpsilon_A,0.1955096073517128
ETA_dEpsilon_B,0.0809223057644115
ETA_dEpsilon_C,-0.1145873015873013
ETA_dEpsilon_D,0.016150460184073512
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7352941176470589
MDEDescriptor,"0.08333333333333334,3.8725914391111025,3.0774367354832117,0.0,15.55656557836908,26.630756295755067,0.0,9.383526016536392,0.0,0.0,1.0259855680060181,0.0,0.0,0.0,0.0,0.0,1.0,1.0920483450836267,0.09999999999999998"
APolDescriptor,70.26423899999999
BCUTDescriptor,"11.849999999999998,34.968854463754454,-0.33161480399318405,0.2600046137843637,4.2971014845793745,12.193422302140235"
BPolDescriptor,36.95776099999999
TPSADescriptor,113.76999999999998
ALOGPDescriptor,"4.060800000000003,16.490096640000026,132.58929999999998"
XLogPDescriptor,3.5100000000000007
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,498.11285408
ChiPathDescriptor,"24.457454678884094,16.16274092922623,15.448650951603563,12.746883089381202,9.974787140043281,8.167527412328274,5.408048120562049,4.0562009515708555,19.549113121929775,11.211375990897578,8.95409447437191,6.554655097680142,4.376288424677103,3.0707238198187112,1.8022914797795815,1.1483639077086052"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.47045264445681206,0.604740111533467,0.0,0.0,0.022360679774997897,0.12836810613716204,0.16039350507774974"
AtomCountDescriptor,57
BondCountDescriptor,37
SmallRingDescriptor,"4,4,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"3.0776303199497668,0.16666666666666666,1.1690309598861475,0.20118446353109126,1.3577612183697403,0.022807522979332223,0.3458974108505708,0.02372986182053123"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,15,3,1,1,1,0"
ZagrebIndexDescriptor,182.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.9999999999999996
WeightedPathDescriptor,"68.94656952259898,2.0278402800764406,28.37228749243956,9.770237409739432,12.59516151308382"
FractionalPSADescriptor,0.22840205601626137
WienerNumbersDescriptor,"3527.0,57.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"7.11256468555652,9.894646067320483,13.901156316851658,2.8709727071358158,3.4466946435191526,4.168333498372939"
FractionalCSP3Descriptor,0.20833333333333334
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,11,1,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"27.04601899196494,11.588477366255145,6.297163261257687"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,2478.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.20833333333333334
AutocorrelationDescriptorMass,"52.37850029356849,50.06286424103805,70.42252897073395,73.01358856828375,67.21998501365185"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.5114816651827755,-0.2565575317508081,0.11003493984241344,-0.1400113734864957,0.09891674066684794"
EccentricConnectivityIndexDescriptor,896
AutocorrelationDescriptorPolarizability,"2782.714672121744,3294.308403303786,4721.567964650965,4950.470315191904,4520.24796023625"
