DLiP-ID,C000DQ
AATSC5c,-0.001204970589028363
AATSC5d,-0.04773708619862468
AATSC5i,0.03636900217770201
AATSC5m,-3.987451291496079
AATSC5p,0.011996881900649618
AATSC5s,-0.9482517969183054
AATSC5v,2.592489954560243
AATSC6Z,-1.5732683605986768
AATSC6c,0.0025855358412992906
AATSC6d,-0.036547163243995824
AATSC6i,-0.6261011909782298
AATSC6m,-7.234693090860405
AATSC6p,-0.06868171819637514
AATSC6s,-0.20973548449812596
AATSC6v,-13.642258449762219
AATSC7Z,1.1344735348950319
AATSC7c,-0.0019413292543876126
AATSC7d,0.1094269271297722
AATSC7i,-0.4641200151885029
AATSC7m,4.833468059690067
AATSC7p,-0.012067725536421419
AATSC7s,-0.6101766455398392
AATSC7v,0.5131040506954223
AATSC8Z,3.1688130873651232
AATSC8c,-0.0009250868231052237
AATSC8d,0.061492052442278684
AATSC8i,0.04325578893577588
AATSC8m,14.003745226888062
AATSC8p,0.05998606440833055
AATSC8s,0.07891171372378185
AATSC8v,13.280479853525406
ATS0are,282.56849999999986
ATS1are,267.084
ATS2are,474.37
ATS3are,619.9650000000003
ATS4are,712.5120000000001
ATS5are,487.81880000000007
ATS6are,445.693
ATS7are,472.3499999999999
ATS8are,343.9779999999999
ATSC0dv,214.60398860398863
ATSC0pe,10.950358974358972
ATSC0se,7.700996358974356
ATSC1dv,11.602746730951853
ATSC1pe,-0.596073307034845
ATSC1se,-0.17127190664036956
ATSC2dv,90.44955803930164
ATSC2pe,6.993806377383299
ATSC2se,4.635017460223534
ATSC3dv,22.8780772883337
ATSC3pe,3.339629520052595
ATSC3se,1.888714847468771
ATSC4dv,-128.353714661407
ATSC4pe,-5.58859842209073
ATSC4se,-3.2726188343195215
ATSC5dv,-66.53064504346555
ATSC5pe,-3.326432412886256
ATSC5se,-2.4464177067718618
ATSC6dv,-21.189860471911743
ATSC6pe,-0.3170848783694904
ATSC6se,-0.25216595923734664
ATSC7dv,-4.25304989407554
ATSC7pe,-1.788500131492436
ATSC7se,-1.4442531591058545
ATSC8dv,46.45803199649353
ATSC8pe,-0.08258737672583838
ATSC8se,-0.011946725838265351
AXp-0dv,0.549069967200698
AXp-1dv,0.3250566665944699
AXp-2dv,0.18286615347529722
AXp-3dv,0.10725816211711912
AXp-4dv,0.06360556371037904
AXp-5dv,0.038308653734061324
AXp-6dv,0.022643775710942365
AXp-7dv,0.012643531134078784
BertzCT,860.5028829880619
ECIndex,522
ETA_eta,18.7534685738373
GATS1dv,0.5558041048243634
GATS1pe,0.5809688536144466
GATS1se,0.5923398982891519
GATS2dv,0.5507386599382346
GATS2pe,0.42200293094592983
GATS2se,0.4740820161981292
GATS3dv,0.8013482668741442
GATS3pe,0.6783570133529444
GATS3se,0.7356290608421501
GATS4dv,1.35604873845322
GATS4pe,1.3605467905172401
GATS4se,1.3277189301030146
GATS5dv,1.0654795264690917
GATS5pe,0.9444868697444423
GATS5se,0.9744332616460839
GATS6dv,0.822277598079563
GATS6pe,0.7240023192556344
GATS6se,0.7333572866238582
GATS7dv,1.0133705584384076
GATS7pe,1.0537707960232583
GATS7se,1.010094598064945
GATS8dv,0.9547910181782401
GATS8pe,1.0759067107726519
GATS8se,1.0193646006965358
LogEE_A,4.13398290510745
LogEE_D,133.65970726341916
MATS1dv,0.05271420226747734
MATS1pe,-0.053073280585579634
MATS1se,-0.02168422126050721
MATS2dv,0.24533440912158536
MATS2pe,0.3717706088164352
MATS2se,0.35034365844056736
MATS3dv,0.04671499791020722
MATS3pe,0.1336424827623657
MATS3se,0.10747168962096108
MATS4dv,-0.23561344266014636
MATS4pe,-0.20104994553367636
MATS4se,-0.16740865987867834
MATS5dv,-0.16338674920041246
MATS5pe,-0.1600970150179401
MATS5se,-0.16742356323331237
MATS6dv,-0.05662992701527943
MATS6pe,-0.01660744676924009
MATS6se,-0.018779984761314674
MATS7dv,-0.010587768454123984
MATS7pe,-0.08725741982402163
MATS7se,-0.10019317867624632
MATS8dv,0.16554552681598883
MATS8pe,-0.005767395656912157
MATS8se,-0.0011863051347548116
MAXaaCH,1.6569368026087001
MAXaasC,0.06184288948719008
MAXdssC,-1.667901373384779
MAXsCH3,0.32992541152263355
MAXssNH,1.9034104938271605
MDEC-12,1.1283439261843724
MDEC-13,0.8442136252749053
MDEC-14,1.4142135623730951
MDEC-22,11.330612147330585
MDEC-23,11.152412553350919
MDEC-24,2.4256040211738563
MDEC-33,1.6766717019824389
MDEC-34,1.9746533139890992
MDEC-44,1.0
MDEO-11,1.0699131939336632
MINaaCH,1.139065098261527
MINaasC,-0.08399947247417439
MINdssC,-1.667901373384779
MINsCH3,0.32992541152263355
MINssNH,1.9034104938271605
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.7678571428571432
SM1_Dzi,1.891995414250685
SM1_Dzm,2.868288116062314
SM1_Dzp,-10.417834948094606
SM1_Dzv,-3.397702661206186
SddssSe,0
SpAD_Dt,354.87203828531773
SpAbs_A,29.870262860860365
SpAbs_D,267.3194145268385
SpMAD_A,1.1948105144344146
SpMAD_D,10.692776581073538
SpMax_A,2.4367991312173
SpMax_D,133.65970726341916
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,91.85
TpiPC10,8.071887052797756
VAdjMat,5.700439718141092
VE1_DzZ,4.923083036849202
VE1_Dzi,4.928830956482393
VE1_Dzm,4.923821811078949
VE1_Dzp,4.887333781140811
VE1_Dzv,4.920378914453496
VE2_DzZ,0.19692332147396807
VE2_Dzi,0.19715323825929573
VE2_Dzm,0.19695287244315796
VE2_Dzp,0.1954933512456324
VE2_Dzv,0.19681515657813986
VE3_DzZ,2.5102256996315133
VE3_Dzi,2.5113925633067877
VE3_Dzm,2.510375751702198
VE3_Dzp,2.5029376476335736
VE3_Dzv,2.5096762745456833
VR1_DzZ,139.86473191422002
VR1_Dzi,139.66298291940925
VR1_Dzm,139.77966296446013
VR1_Dzp,144.1945449806861
VR1_Dzv,141.11014736718255
VR2_DzZ,5.594589276568801
VR2_Dzi,5.58651931677637
VR2_Dzm,5.5911865185784055
VR2_Dzp,5.767781799227444
VR2_Dzv,5.644405894687302
VR3_DzZ,5.8569664867980515
VR3_Dzi,5.855522987501657
VR3_Dzm,5.8563580787345115
VR3_Dzp,5.887454126471904
VR3_Dzv,5.865831504285866
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05985279273275698
Xch-7dv,0.08719328982679678
Xpc-4dv,2.8910654042524193
Xpc-5dv,2.885426619576704
Xpc-6dv,3.259166584853729
Zagreb1,132.0
Zagreb2,155.0
fragCpx,76.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,26
nBondsS,25
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,0
AATS0are,7.2453461538461505
AATS1are,6.6771
AATS2are,7.080149253731343
AATS3are,6.965898876404498
AATS4are,7.197090909090909
AATS5are,6.592145945945947
AATS6are,6.554308823529412
AATS7are,6.470547945205478
AATS8are,6.744666666666665
AATSC0dv,5.5026663744612465
AATSC0pe,0.28077843523997364
AATSC0se,0.19746144510190655
AATSC1dv,0.29006866827379635
AATSC1pe,-0.014901832675871123
AATSC1se,-0.0042817976660092395
AATSC2dv,1.3499934035716663
AATSC2pe,0.10438516981169103
AATSC2se,0.0691793650779632
AATSC3dv,0.2570570481835247
AATSC3pe,0.03752392719160219
AATSC3se,0.02122151514009855
AATSC4dv,-1.2965021682970403
AATSC4pe,-0.056450489112027574
AATSC4se,-0.03305675590221739
AATSC5dv,-0.8990627708576426
AATSC5pe,-0.04495178936332778
AATSC5se,-0.03305969874016029
AATSC6dv,-0.3116155951751727
AATSC6pe,-0.004663012917198388
AATSC6se,-0.0037083229299609798
AATSC7dv,-0.05826095745308958
AATSC7pe,-0.024500001801266248
AATSC7se,-0.01978428985076513
AATSC8dv,0.9109418038528143
AATSC8pe,-0.0016193603279576153
AATSC8se,-0.00023424952624049707
AETA_eta,0.7501387429534919
ATSC0are,12.59895897435897
ATSC1are,-0.830642537804074
ATSC2are,8.254124326101243
ATSC3are,3.9137192636423395
ATSC4are,-5.411918934911247
ATSC5are,-3.799134976988818
ATSC6are,-0.21390026298487336
ATSC7are,-2.432069362261662
ATSC8are,-0.46980532544378484
BCUTZ-1h,16.0130129316259
BCUTZ-1l,5.69949385229393
BCUTc-1h,0.5311104927078986
BCUTc-1l,-0.38412705604540864
BCUTd-1h,4.114728168421498
BCUTd-1l,0.971299384627167
BCUTi-1h,17.43069933403923
BCUTi-1l,10.311303694697077
BCUTm-1h,32.066489116110986
BCUTm-1l,11.711177230777842
BCUTp-1h,2.9571420728575513
BCUTp-1l,0.5269502817117216
BCUTs-1h,8.007395203456605
BCUTs-1l,0.29610393652536743
BCUTv-1h,24.44329946280099
BCUTv-1l,13.302784943142305
BalabanJ,1.8668284236764836
Diameter,13
ETA_beta,32.25
GATS1are,0.6074130819518259
GATS2are,0.42797423673812784
GATS3are,0.6802050310934444
GATS4are,1.3308502160259141
GATS5are,0.9324402953399364
GATS6are,0.7106937556357753
GATS7are,1.0533083779464474
GATS8are,1.0856384049925931
HybRatio,0.1875
Lipinski,True
LogEE_Dt,177.43601914265886
MATS1are,-0.06428122164753525
MATS2are,0.38135210558919747
MATS3are,0.13612240342183363
MATS4are,-0.1692177956612912
MATS5are,-0.15892160743373504
MATS6are,-0.009737161003198847
MATS7are,-0.10312953081504392
MATS8are,-0.02851528421187508
MAXddssS,-3.7779430823255225
MAXssssC,-3.567672214916983
MINddssS,-3.7779430823255225
MINssssC,-5.145166073338613
NsssssAs,0
RotRatio,0.15384615384615385
SM1_Dzpe,2.285585285669474
SM1_Dzse,2.1460982981474586
SMR_VSA1,31.490106706265927
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,28.492053479153334
SMR_VSA6,5.316788604006331
SMR_VSA7,54.59730361615449
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,184.73460761967038
SpAD_Dzi,212.34111686274122
SpAD_Dzm,184.25015496460247
SpAD_Dzp,273.9886738856768
SpAD_Dzv,245.949036225231
SpAbs_Dt,354.8720382853177
SpDiam_A,4.8735982624346015
SpDiam_D,207.11060981597956
SpMAD_Dt,14.19488153141271
SpMax_Dt,177.43601914265886
SsssssAs,0
VE1_Dzpe,4.929117062232797
VE1_Dzse,4.928367098747744
VE2_Dzpe,0.1971646824893119
VE2_Dzse,0.19713468394990977
VE3_Dzpe,2.511450609007565
VE3_Dzse,2.5112984477716442
VMcGowan,239.56999999999994
VR1_Dzpe,139.46725306125776
VR1_Dzse,139.5632103090906
VR2_Dzpe,5.57869012245031
VR2_Dzse,5.582528412363624
VR3_Dzpe,5.854120560498047
VR3_Dzse,5.854808351002758
mZagreb1,11.131944444444445
mZagreb2,5.229166666666668
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,31
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.3230502301117685
AATSC1are,-0.020766063445101852
AATSC2are,0.12319588546419766
AATSC3are,0.04397437374879033
AATSC4are,-0.05466584782738634
AATSC5are,-0.051339661851200244
AATSC6are,-0.003145592102718726
AATSC7are,-0.033316018661118656
AATSC8are,-0.009211869126348722
AETA_beta,1.29
BCUTdv-1h,7.014093423819709
BCUTdv-1l,0.6442251144963236
BCUTpe-1h,4.007167367629037
BCUTpe-1l,2.2347684244807393
BCUTse-1h,4.030634790963628
BCUTse-1l,2.4373840427370617
ETA_alpha,11.423809523809526
ETA_dBeta,1.75
ETA_eta_B,0.9548515656881271
ETA_eta_F,29.334065017981974
ETA_eta_L,4.941451843552397
ETA_eta_R,48.08753359181927
ETA_psi_1,0.4648323968223215
LabuteASA,141.57588840956058
LogEE_DzZ,92.13003767814902
LogEE_Dzi,106.24623824794062
LogEE_Dzm,91.89566874572171
LogEE_Dzp,134.46288186060852
LogEE_Dzv,122.29497758037418
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,43.321939610460284
PEOE_VSA8,5.687386274683562
PEOE_VSA9,9.79096695103555
SM1_Dzare,2.474666438682786
SpAD_Dzpe,210.00138835683038
SpAD_Dzse,209.0230761221907
SpAbs_DzZ,182.40960761967042
SpAbs_Dzi,210.60048108163065
SpAbs_Dzm,181.84079294711023
SpAbs_Dzp,279.405948058686
SpAbs_Dzv,247.98765782195466
SpDiam_Dt,257.04089271530006
SpMAD_DzZ,7.389384304786815
SpMAD_Dzi,8.493644674509648
SpMAD_Dzm,7.3700061985840986
SpMAD_Dzp,10.959546955427072
SpMAD_Dzv,9.83796144900924
SpMax_DzZ,92.13003767814902
SpMax_Dzi,106.24623824794062
SpMax_Dzm,91.89566874572171
SpMax_Dzp,134.46288186060852
SpMax_Dzv,122.29497758037418
VE1_Dzare,4.929292430557783
VE2_Dzare,0.19717169722231134
VE3_Dzare,2.5114861864148805
VR1_Dzare,139.40246767888286
VR2_Dzare,5.576098707155314
VR3_Dzare,5.853655932187964
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45695238095238105
AETA_dBeta,0.07
AETA_eta_B,0.03819406262752509
AETA_eta_F,1.173362600719279
AETA_eta_L,0.19765807374209587
AETA_eta_R,1.923501343672771
BCUTare-1h,4.1245427953590745
BCUTare-1l,2.176891390414657
ETA_beta_s,15.25
ETA_dPsi_A,0.24916760317767844
ETA_dPsi_B,0.0
ETA_eta_BR,1.126851565688127
ETA_eta_FL,6.517910153132572
ETA_eta_RL,11.459361996684969
LogEE_Dzpe,105.09211758984196
LogEE_Dzse,104.59738199302126
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,15.43830394740119
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,31.20885343694831
SlogP_VSA3,14.631790320489323
SlogP_VSA4,0.0
SlogP_VSA5,6.923737199690624
SlogP_VSA6,64.38827056719005
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,209.80417428919372
SpAbs_Dzpe,207.8986498940145
SpAbs_Dzse,207.048665687895
SpDiam_DzZ,144.6764446135229
SpDiam_Dzi,165.2382257882455
SpDiam_Dzm,144.40439204752784
SpDiam_Dzp,206.903092335821
SpDiam_Dzv,190.27112025618754
SpMAD_Dzpe,8.400055534273214
SpMAD_Dzse,8.360923044887627
SpMax_Dzpe,105.09211758984196
SpMax_Dzse,104.59738199302126
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.61
AETA_eta_BR,0.045074062627525086
AETA_eta_FL,0.2607164061253029
AETA_eta_RL,0.45837447986739877
DetourIndex,2148
EState_VSA1,27.52178219419617
EState_VSA2,15.478353225719111
EState_VSA3,6.923737199690624
EState_VSA4,24.26546827384644
EState_VSA5,12.13273413692322
EState_VSA6,18.19910120538483
EState_VSA7,5.316788604006331
EState_VSA8,0.0
EState_VSA9,0.0
ETA_beta_ns,17.0
ETA_shape_p,0.23551479783243007
ETA_shape_x,0.16048353480616923
ETA_shape_y,0.1750729470612755
GhoseFilter,True
LogEE_Dzare,105.00107380214418
SlogP_VSA10,18.858631417708022
SlogP_VSA11,0.0
SpAbs_Dzare,207.5274811656057
SpDiam_Dzpe,163.9755659195872
SpDiam_Dzse,163.18375451582358
SpMAD_Dzare,8.392166971567748
SpMax_Dzare,105.00107380214418
TopoPSA(NO),83.47
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,62.57734539193248
VSA_EState9,24.78393102372638
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.68
EState_VSA10,31.490106706265927
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04304761904761897
FilterItLogS,-4.168681226152264
SpDiam_Dzare,163.85132017522503
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.7378510378510378
ETA_epsilon_2,0.9830476190476186
ETA_epsilon_3,0.4369863013698634
ETA_epsilon_4,0.634827264239029
ETA_epsilon_5,0.9324514991181654
AETA_beta_ns_d,0.02
ETA_dEpsilon_A,0.3008647364811744
ETA_dEpsilon_B,0.10302377361200876
ETA_dEpsilon_C,-0.19784096286916564
ETA_dEpsilon_D,0.05059611992945323
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.52
MDEDescriptor,"0.0,1.1283439261843724,0.8442136252749053,1.4142135623730951,11.330612147330585,11.152412553350919,2.4256040211738563,1.6766717019824389,1.9746533139890992,1.0,1.0699131939336632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,46.374101999999986
BCUTDescriptor,"11.997396300395778,31.972072340931163,-0.37305764220789506,0.44548374765262466,3.6136848405836006,11.90670177612421"
BPolDescriptor,27.007897999999994
TPSADescriptor,91.85
ALOGPDescriptor,"3.2308999999999997,10.438714809999999,80.88899999999998"
XLogPDescriptor,2.35
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,373.0595637
ChiPathDescriptor,"18.880468888623984,11.459361996684969,11.982388105469566,9.408220362874449,5.855933470139574,4.169220765750841,2.6651767825107187,1.8388939392880788,13.113994369987967,7.33840631409064,5.85147111846132,3.915661807366055,2.1545774237206885,1.4033216343188455,0.7395596638118869,0.4290641262269957"
ChiChainDescriptor,"0.0,0.0,0.0,0.1853954059492991,0.15162326807352852,0.0,0.0,0.0,0.05985279273275698,0.05051820318610216"
AtomCountDescriptor,39
BondCountDescriptor,26
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"3.6849572967712616,0.5610042339640731,2.6462821621764485,1.2404165757696648,1.1039301651764781,0.0949000165064834,0.3024739667627543,0.06817307147616984"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,0,2,0,1,0"
ZagrebIndexDescriptor,132.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.2299999999999995
WeightedPathDescriptor,"49.070641927057096,1.9628256770822838,23.46000017572936,9.9189734115409,3.025189839121659"
FractionalPSADescriptor,0.2462073323869059
WienerNumbersDescriptor,"1620.0,43.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"8.480895272230253,9.233217229799076,11.554660030280841,1.9795393247000312,1.801289131768821,1.8528910447478193"
FractionalCSP3Descriptor,0.1875
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.301775147928993,7.935,4.837984173261141"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1000.09
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.1875
AutocorrelationDescriptorMass,"39.09174189901823,37.19427246761194,57.413840819124744,62.13677137098157,47.01396151827916"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.7150084077864534,-0.22835139194562454,-0.1331310986414489,-0.16786439434731296,0.21767628882692475"
EccentricConnectivityIndexDescriptor,522
AutocorrelationDescriptorPolarizability,"1657.6466768389287,1933.7415728618032,2748.2810321736906,2770.6900872576302,2232.3425805918455"
