DLiP-ID,I000UX
AATSC5d,-0.013605442176870755
AATSC5i,0.023928734745099624
AATSC5m,-4.87918226782083
AATSC5p,-0.0007696492029617794
AATSC5s,-0.34195483749055183
AATSC5v,-3.803708876753644
AATSC6Z,-0.7429752166370809
AATSC6c,0.0005032967837601855
AATSC6d,-0.014067763027541121
AATSC6i,0.029846616469843653
AATSC6m,-3.646968723367309
AATSC6p,-0.015514490668219041
AATSC6s,-0.03319353631420206
AATSC6v,-5.5560873955840355
AATSC7Z,-0.08492054592637696
AATSC7c,-0.000819433785036397
AATSC7d,-0.04062009419152275
AATSC7i,-0.32521859279145526
AATSC7m,-0.3840129200194422
AATSC7p,-0.025942654008051527
AATSC7s,0.15009593581022154
AATSC7v,-3.717028896979385
AATSC8Z,-0.36870837867734346
AATSC8c,-0.000263637528722385
AATSC8d,-0.010533245556287039
AATSC8i,0.2962807998187592
AATSC8m,-1.8031101692227285
AATSC8p,0.026628724342711317
AATSC8s,-0.03001487333284562
AATSC8v,3.5480356878663866
ATS0are,316.1347
ATS1are,334.15400000000005
ATS2are,575.981
ATS3are,748.9569
ATS4are,822.576
ATS5are,781.9209
ATS6are,655.1350000000001
ATS7are,638.9780000000001
ATS8are,585.9238999999999
ATSC0dv,217.9591836734694
ATSC0pe,7.549767346938774
ATSC0se,5.019757061224488
ATSC1dv,65.85964181591005
ATSC1pe,-0.08314493960849499
ATSC1se,-0.18570112619741785
ATSC2dv,40.891295293627664
ATSC2pe,0.26722936276551595
ATSC2se,0.1324369079550182
ATSC3dv,9.09829237817577
ATSC3pe,1.3097398583923372
ATSC3se,0.7467315668471463
ATSC4dv,-86.9350270720533
ATSC4pe,-1.7932806747188625
ATSC4se,-1.4905345872553148
ATSC5dv,-100.14493960849646
ATSC5pe,-1.5662649312786274
ATSC5se,-0.6834387621824296
ATSC6dv,-34.28154935443566
ATSC6pe,0.0950033319450255
ATSC6se,0.4080011162015814
ATSC7dv,-18.26030820491463
ATSC7pe,0.22217950853810609
ATSC7se,0.07598223740108495
ATSC8dv,-42.187838400666394
ATSC8pe,-1.722805372761349
ATSC8se,-0.8711811978342365
AXp-0dv,0.5498057177125495
AXp-1dv,0.2941311501876019
AXp-2dv,0.15426488981412553
AXp-3dv,0.08291737882083848
AXp-4dv,0.044647162701481516
AXp-5dv,0.02450626837708962
AXp-6dv,0.012492582093209368
AXp-7dv,0.006759130262391304
BertzCT,1099.1929099743002
ECIndex,745
ETA_eta,22.89361573380251
GATS1dv,0.41715643906655137
GATS1pe,0.5731261682551978
GATS1se,0.5943788717404042
GATS2dv,0.7487640449438201
GATS2pe,0.6894517090133334
GATS2se,0.6692545925414111
GATS3dv,0.9219577223386022
GATS3pe,0.7928406845929455
GATS3se,0.7983302680035383
GATS4dv,1.2103689286030257
GATS4pe,1.2214983485810291
GATS4se,1.3093279997972025
GATS5dv,1.319513108614232
GATS5pe,1.3413631883777464
GATS5se,1.400631607117047
GATS6dv,1.0711901385404166
GATS6pe,1.0714332605149863
GATS6se,1.0638921236354166
GATS7dv,0.9804235090751943
GATS7pe,0.8480128864627804
GATS7se,0.8295729690581811
GATS8dv,1.185187870001208
GATS8pe,1.2987061165843334
GATS8se,1.240863237807882
LogEE_A,4.307055382023898
LogEE_D,172.50017152871396
MATS1dv,0.2847324258138865
MATS1pe,-0.010377553713799061
MATS1se,-0.03485977459700868
MATS2dv,0.10214315439034542
MATS2pe,0.019270996742582685
MATS2se,0.01436414908053761
MATS3dv,0.017333999873040074
MATS3pe,0.07203864714627363
MATS3se,0.06177260044023851
MATS4dv,-0.15389056002831106
MATS4pe,-0.0916446377219838
MATS4se,-0.11456493627569726
MATS5dv,-0.1876154806491885
MATS5pe,-0.0847123031587761
MATS5se,-0.05559448883430307
MATS6dv,-0.07482455183447877
MATS6pe,0.005986377828671487
MATS6se,0.03866673546544365
MATS7dv,-0.03947259435321235
MATS7pe,0.013865424611626634
MATS7se,0.007131684452905204
MATS8dv,-0.10198240103096937
MATS8pe,-0.12023081203088806
MATS8se,-0.0914405702751871
MAXaaCH,1.8413069153947026
MAXaaNH,2.891682093683009
MAXaaaC,0.5133584248356284
MAXaasC,0.7925348711513245
MAXdssC,-0.09888851581852975
MAXsCH3,1.8028969493232314
MAXsssN,1.6649908142269252
MDEC-12,1.5132896330843262
MDEC-13,2.1589681757386776
MDEC-22,13.338075702378816
MDEC-23,21.319574149314565
MDEC-33,10.440645785422522
MDEN-23,0.31622776601683794
MDEN-33,0.33333333333333337
MDEO-11,0.5436901865014462
MINaaCH,1.292388387326158
MINaaNH,2.891682093683009
MINaaaC,0.1400382852199784
MINaasC,-0.5404841677569643
MINdssC,-0.746679718055981
MINsCH3,1.8028969493232314
MINsssN,1.4202796674225246
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5119047619047619
SM1_Dzi,1.5488545075243887
SM1_Dzm,1.543086245660115
SM1_Dzp,-6.799632915426464
SM1_Dzv,-2.701616984205071
SddssSe,0
SpAD_Dt,595.5806379718982
SpAbs_A,38.400894933963514
SpAbs_D,345.000343057428
SpMAD_A,1.324168790826328
SpMAD_D,11.896563553704413
SpMax_A,2.497054348918862
SpMax_D,172.50017152871396
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.48
TpiPC10,8.566609647519165
VAdjMat,6.0
VE1_DzZ,5.316039104650718
VE1_Dzi,5.314358263182636
VE1_Dzm,5.31613472617705
VE1_Dzp,5.3205017903559275
VE1_Dzv,5.324401363944056
VE2_DzZ,0.18331169326381788
VE2_Dzi,0.18325373321319435
VE2_Dzm,0.18331499055782932
VE2_Dzp,0.18346557897779062
VE2_Dzv,0.18360004703255367
VE3_DzZ,2.7354392338454763
VE3_Dzi,2.7351230007971847
VE3_Dzm,2.735457221046938
VE3_Dzp,2.736278357393464
VE3_Dzv,2.7370110223517155
VR1_DzZ,181.65524096982998
VR1_Dzi,181.94423268252729
VR1_Dzm,181.629404594709
VR1_Dzp,182.4220116912562
VR1_Dzv,181.44629748519498
VR2_DzZ,6.263973826545861
VR2_Dzi,6.273939058018183
VR2_Dzm,6.263082917058931
VR2_Dzp,6.290414196250214
VR2_Dzv,6.256768878799827
VR3_DzZ,6.266821347265613
VR3_Dzi,6.268410963282646
VR3_Dzm,6.266679109626451
VR3_Dzp,6.271033485483526
VR3_Dzv,6.26567046529146
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.15703493602483995
Xch-7dv,0.20472335977561057
Xpc-4dv,1.882958055336861
Xpc-5dv,2.489695299149581
Xpc-6dv,3.145703004780958
Zagreb1,156.0
Zagreb2,188.0
fragCpx,212.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,32
nBondsS,33
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.451728571428571
AATS1are,6.426038461538463
AATS2are,6.399788888888889
AATS3are,6.347092372881356
AATS4are,6.476976377952756
AATS5are,6.5160075
AATS6are,6.360533980582526
AATS7are,6.144019230769231
AATS8are,6.300256989247311
AATSC0dv,4.448146605581008
AATSC0pe,0.15407688463140354
AATSC0se,0.10244402165764262
AATSC1dv,1.2665315733828857
AATSC1pe,-0.0015989411463172114
AATSC1se,-0.0035711755037964974
AATSC2dv,0.45434772548475183
AATSC2pe,0.002969215141839066
AATSC2se,0.001471521199500202
AATSC3dv,0.07710417269640484
AATSC3pe,0.01109949032535879
AATSC3se,0.006328233617348697
AATSC4dv,-0.6845277722208921
AATSC4pe,-0.01412032027337687
AATSC4se,-0.011736492813033975
AATSC5dv,-0.8345411634041372
AATSC5pe,-0.013052207760655228
AATSC5se,-0.005695323018186913
AATSC6dv,-0.3328305762566569
AATSC6pe,0.0009223624460682088
AATSC6se,0.003961175885452247
AATSC7dv,-0.1755798865857176
AATSC7pe,0.00213634142825102
AATSC7se,0.0007305984365488938
AATSC8dv,-0.45363267097490745
AATSC8pe,-0.018524788954423107
AATSC8se,-0.009367539761658458
AETA_eta,0.7894350253035348
ATSC0are,8.332738775510201
ATSC1are,-0.19251665972511428
ATSC2are,0.20107163681799295
ATSC3are,1.285937234485631
ATSC4are,-2.0468596834652213
ATSC5are,-1.35831332778009
ATSC6are,0.43647563515202026
ATSC7are,0.13531566014160726
ATSC8are,-1.8889531861724265
BCUTZ-1h,9.004070258163756
BCUTZ-1l,5.6712224644206435
BCUTc-1h,0.4676213874485471
BCUTc-1l,-0.4082412616774993
BCUTd-1h,3.299964226439523
BCUTd-1l,0.9762359017974894
BCUTi-1h,17.424772756286863
BCUTi-1l,10.93251221292133
BCUTm-1h,19.00014245345326
BCUTm-1l,11.68310944358171
BCUTp-1h,2.017125116421027
BCUTp-1l,0.5458505482557496
BCUTs-1h,8.001921517635168
BCUTs-1l,1.3649815878698384
BCUTv-1h,20.91749610371614
BCUTv-1l,13.30411925276206
BalabanJ,1.3028626273463155
Diameter,15
ETA_beta,38.0
GATS1are,0.5885644538105128
GATS2are,0.6959216518794891
GATS3are,0.801927316754086
GATS4are,1.2379531430647428
GATS5are,1.3396987834070775
GATS6are,1.060472088621646
GATS7are,0.8376828430295917
GATS8are,1.3050923401497405
HybRatio,0.22727272727272727
Lipinski,True
LogEE_Dt,297.7903189859491
MATS1are,-0.021770744798759185
MATS2are,0.013137617600907505
MATS3are,0.06408347842082085
MATS4are,-0.09477475353243936
MATS5are,-0.06656210206344512
MATS6are,0.024919027747743957
MATS7are,0.00765108512796999
MATS8are,-0.1194391101599754
MAXssCH2,0.3413705173427397
MINssCH2,0.25695656966490343
NsssssAs,0
RotRatio,0.09375
SM1_Dzpe,1.6190119046886822
SM1_Dzse,1.4797733799930697
SMR_VSA1,18.774026599890284
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,26.1790256236503
SMR_VSA7,71.16898836698122
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,282.87981057222186
SpAD_Dzi,274.1965108908756
SpAD_Dzm,282.7761563353777
SpAD_Dzp,376.5668471934582
SpAD_Dzv,342.3325365675845
SpAbs_Dt,595.5806379718983
SpDiam_A,4.900093145407972
SpDiam_D,265.99544119526
SpMAD_Dt,20.53726337834132
SpMax_Dt,297.7903189859491
SsssssAs,0
VE1_Dzpe,5.3155966653151125
VE1_Dzse,5.316061159929388
VE2_Dzpe,0.18329643673500387
VE2_Dzse,0.18331245379066857
VE3_Dzpe,2.735356003128128
VE3_Dzse,2.7354433826548594
VMcGowan,283.7100000000005
VR1_Dzpe,181.68740194833617
VR1_Dzse,181.66277689458886
VR2_Dzpe,6.265082825804695
VR2_Dzse,6.264233686020305
VR3_Dzpe,6.2669983756393375
VR3_Dzse,6.266862831168912
mZagreb1,9.472222222222221
mZagreb2,6.333333333333334
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,42
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1700558933777592
AATSC1are,-0.0037022434562521975
AATSC2are,0.0022341292979776994
AATSC3are,0.010897773173607043
AATSC4are,-0.016117005381615916
AATSC5are,-0.01131927773150075
AATSC6are,0.00423762752574777
AATSC7are,0.0013011121167462237
AATSC8are,-0.02031132458249921
AETA_beta,1.3103448275862069
BCUTdv-1h,7.004064682536475
BCUTdv-1l,0.9959451276347503
BCUTpe-1h,3.988678469837308
BCUTpe-1l,2.219697576064963
BCUTse-1h,4.009963549761947
BCUTse-1l,2.415475372747652
ETA_alpha,13.485714285714286
ETA_dBeta,0.0
ETA_eta_B,0.4449793117863372
ETA_eta_F,31.413275197773228
ETA_eta_L,6.16078801399023
ETA_eta_R,54.30689093157574
ETA_psi_1,0.541284403669725
LabuteASA,166.46279708341842
LogEE_DzZ,141.44810160028877
LogEE_Dzi,137.0526922016249
LogEE_Dzm,141.39866731280853
LogEE_Dzp,186.86508070848114
LogEE_Dzv,170.60731304568088
PEOE_VSA1,14.783797982648164
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,30.686289896772447
PEOE_VSA8,43.32554490142516
PEOE_VSA9,11.080152209313258
SM1_Dzare,1.8043900169108715
SpAD_Dzpe,280.71461139801465
SpAD_Dzse,283.25692348115365
SpAbs_DzZ,281.576444398166
SpAbs_Dzi,272.86129148783726
SpAbs_Dzm,281.4459095718777
SpAbs_Dzp,380.52979433238863
SpAbs_Dzv,343.91624307556685
SpDiam_Dt,424.0812311980206
SpMAD_DzZ,9.75447622662834
SpMAD_Dzi,9.455052099685364
SpMAD_Dzm,9.750901942599231
SpMAD_Dzp,12.985063696326145
SpMAD_Dzv,11.804570226468432
SpMax_DzZ,141.44810160028877
SpMax_Dzi,137.0526922016249
SpMax_Dzm,141.39866731280853
SpMax_Dzp,186.86508070848114
SpMax_Dzv,170.60731304568088
VE1_Dzare,5.314892546498255
VE2_Dzare,0.1832721567758019
VE3_Dzare,2.735223531554363
VR1_Dzare,181.72607536295916
VR2_Dzare,6.266416391826178
VR3_Dzare,6.267211209874628
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46502463054187193
AETA_dBeta,0.0
AETA_eta_B,0.01534411419952887
AETA_eta_F,1.0832163861301114
AETA_eta_L,0.21244096599966308
AETA_eta_R,1.872651411433646
BCUTare-1h,4.107724356572375
BCUTare-1l,2.170030615774497
ETA_beta_s,19.0
ETA_dPsi_A,0.172715596330275
ETA_dPsi_B,0.0
ETA_eta_BR,0.7889793117863372
ETA_eta_FL,7.808446236596529
ETA_eta_RL,13.969234250586759
LogEE_Dzpe,140.36042716064773
LogEE_Dzse,141.63620320709552
PEOE_VSA10,5.817220841045895
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.56042801136641
SlogP_VSA3,4.794537184071822
SlogP_VSA4,12.740958040736519
SlogP_VSA5,26.27942884323463
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,277.75576006804386
SpAbs_Dzpe,279.3189114801795
SpAbs_Dzse,281.9812567742632
SpDiam_DzZ,223.83654633280452
SpDiam_Dzi,216.06461336867972
SpDiam_Dzm,223.800692925565
SpDiam_Dzp,297.3835476748287
SpDiam_Dzv,272.50588233295736
SpMAD_Dzpe,9.679814186138437
SpMAD_Dzse,9.767480120039782
SpMax_Dzpe,140.36042716064773
SpMax_Dzse,141.63620320709552
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6551724137931034
AETA_eta_BR,0.02720618316504611
AETA_eta_FL,0.26925676677919064
AETA_eta_RL,0.48169773277885375
DetourIndex,4176
EState_VSA1,17.507645516762338
EState_VSA2,29.946368247338448
EState_VSA3,24.169665021138407
EState_VSA4,5.563451491696996
EState_VSA5,17.163120370925164
EState_VSA6,42.15548227284915
EState_VSA7,6.06636706846161
EState_VSA8,4.9839785209472085
EState_VSA9,0.0
ETA_beta_ns,19.0
ETA_shape_p,0.13241525423728812
ETA_shape_x,0.0
ETA_shape_y,0.3930084745762712
GhoseFilter,True
LogEE_Dzare,138.87708164017477
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,276.2002514327758
SpDiam_Dzpe,221.99160365222747
SpDiam_Dzse,224.13255540899326
SpMAD_Dzare,9.577784829932547
SpMax_Dzare,138.87708164017477
TopoPSA(NO),73.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.28604797476946
VSA_EState9,60.21395202523054
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6551724137931034
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.034975369458128076
FilterItLogS,-4.8115670374248225
SpDiam_Dzare,219.49720884631654
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6309037900874637
ETA_epsilon_2,0.8591133004926105
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.5573696145124714
ETA_epsilon_5,0.8404761904761902
AETA_beta_ns_d,0.017241379310344827
ETA_dEpsilon_A,0.18769391354425408
ETA_dEpsilon_B,0.07353417557499231
ETA_dEpsilon_C,-0.11415973796926177
ETA_dEpsilon_D,0.018637110016420322
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8275862068965517
MDEDescriptor,"0.0,1.5132896330843262,2.1589681757386776,0.0,13.338075702378816,21.319574149314565,0.0,10.440645785422522,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.33333333333333337"
APolDescriptor,58.31885999999998
BCUTDescriptor,"11.849999999999984,18.998407990936354,-0.2831178670911291,0.2745834758777853,4.833713631608713,10.220189598682392"
BPolDescriptor,30.561139999999995
TPSADescriptor,73.48
ALOGPDescriptor,"3.1329000000000002,9.815062410000001,107.13209999999998"
XLogPDescriptor,3.219
VAdjMaDescriptor,6.0
WeightDescriptor,393.14886988
ChiPathDescriptor,"20.543241116511,13.96923425058676,12.66462801169198,11.489154074753145,9.201490261484212,7.26133088134839,4.6720012295942475,3.3038625185530557,15.944365813663934,9.412196806003262,7.096184931449775,5.306712244533661,3.661067341521484,2.450626837708961,1.2992285376937736,0.7772999801749999"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.40761762817152136,0.7111545927142485,0.0,0.0,0.036084391824351615,0.15703493602483998,0.20472335977561057"
AtomCountDescriptor,49
BondCountDescriptor,32
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.9320314280676776,0.0,0.7438679731598418,0.0,0.8453190838139307,0.0,0.16829660900226426,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,4,5,0,0,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"59.289172869800666,2.044454236889678,20.232246561237368,7.701705260789913,9.969177067359666"
FractionalPSADescriptor,0.18690121129542644
WienerNumbersDescriptor,"2420.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.503634257010447,8.632998778487329,12.40302445883913,1.8829580553368608,2.4896952991495804,2.8663780792076645"
FractionalCSP3Descriptor,0.22727272727272727
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,4,0,0,8,0,0,0,3,4,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.203125,9.646502835538753,4.62109375"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1892.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.22727272727272727
AutocorrelationDescriptorMass,"33.90539214949493,34.907516508366406,51.0944987243378,57.585367594915674,54.45802534191084"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6596843319482778,-0.3198709509783491,-0.042381461845887876,0.18764663650812885,-0.2744229217133412"
EccentricConnectivityIndexDescriptor,745
AutocorrelationDescriptorPolarizability,"1925.523204667521,2290.264111556266,3249.55179262138,3288.451384762272,2895.370928068546"
