DLiP-ID,C001XA
AATSC4m,-3.103428800338394
AATSC4p,-0.0002330239018254231
AATSC4s,-0.06653016287284251
AATSC4v,-1.1185778282918655
AATSC5Z,-0.47121785731845217
AATSC5c,0.0004925574172067262
AATSC5d,-0.17648851959290035
AATSC5i,-0.06962392063712328
AATSC5m,-2.0851106640542802
AATSC5p,0.01162615206892476
AATSC5s,-0.21362625716330422
AATSC5v,1.1326242237324038
AATSC6Z,-2.5537117815641692
AATSC6c,0.0006481884885164357
AATSC6d,-0.15006343413716933
AATSC6i,-0.33511087200289286
AATSC6m,-12.219200072289645
AATSC6p,-0.07149020949211572
AATSC6s,-0.18613552721658647
AATSC6v,-17.620998599285592
AATSC7Z,-0.7749014563508886
AATSC7c,-0.005832719671520715
AATSC7d,0.05993987497502914
AATSC7i,-0.06314371797150785
AATSC7m,-3.622238728214421
AATSC7p,-0.009198593887601738
AATSC7s,-0.3555461897809113
AATSC7v,-2.45189826126166
AATSC8Z,3.0342605873915396
AATSC8c,-0.001795537487824101
AATSC8d,-0.011804265525430853
AATSC8i,0.07911316966358632
AATSC8m,14.263763324887721
AATSC8p,0.012849167958604411
AATSC8s,0.22259388153408427
AATSC8v,10.296500488486359
ATS0are,281.4745
ATS1are,304.47290000000004
ATS2are,485.70000000000005
ATS3are,620.5880000000001
ATS4are,709.1418
ATS5are,704.7929000000001
ATS6are,682.6477999999997
ATS7are,681.859
ATS8are,555.4226000000001
ATSC0dv,184.74418604651166
ATSC0pe,5.413906976744182
ATSC0se,3.668844651162789
ATSC1dv,57.45970795024339
ATSC1pe,0.7823878853434274
ATSC1se,0.6381169778258519
ATSC2dv,51.98107084910764
ATSC2pe,2.1612738777717664
ATSC2se,1.5063227712276912
ATSC3dv,-17.149810708491078
ATSC3pe,-0.6428760411033009
ATSC3se,-0.6059984770146025
ATSC4dv,-66.83991346673878
ATSC4pe,-1.8759479177934035
ATSC4se,-1.1973486273661438
ATSC5dv,-122.92698756084371
ATSC5pe,-2.4131271498107085
ATSC5se,-1.7178667820443478
ATSC6dv,-154.85181179015683
ATSC6pe,-2.822942942130879
ATSC6se,-1.2942965970795015
ATSC7dv,16.916170903190917
ATSC7pe,-2.1312203353163817
ATSC7se,-1.3383076343969695
ATSC8dv,176.75662520281233
ATSC8pe,4.435545538128723
ATSC8se,2.0224395370470534
AXp-0dv,0.5316769571972398
AXp-1dv,0.2752430067467243
AXp-2dv,0.1416023970068139
AXp-3dv,0.0735031061107408
AXp-4dv,0.03775778275620576
AXp-5dv,0.01994338055764667
AXp-6dv,0.009836987998157645
AXp-7dv,0.004972084419644488
BertzCT,1141.0794260861842
ECIndex,590
ETA_eta,21.277545348108287
GATS1dv,0.3830208196505976
GATS1pe,0.5353302657986381
GATS1se,0.5362357944110354
GATS2dv,0.6304934541792547
GATS2pe,0.4941510837721975
GATS2se,0.514852434376401
GATS3dv,0.8939726523162133
GATS3pe,0.8852860366068441
GATS3se,0.9149601084734109
GATS4dv,1.0939500817650156
GATS4pe,1.081782312200261
GATS4se,1.0778655272467301
GATS5dv,1.229710244438341
GATS5pe,1.107753694385066
GATS5se,1.1254226607229822
GATS6dv,1.1781383234040148
GATS6pe,1.012936489080863
GATS6se,0.906965507614845
GATS7dv,0.9421354889632834
GATS7pe,1.0650968256205418
GATS7se,0.9651371499602793
GATS8dv,0.5893578418494679
GATS8pe,0.5391838679325276
GATS8se,0.5657829233832581
LogEE_A,4.276076582817801
LogEE_D,142.2964568203332
MATS1dv,0.29073897718814307
MATS1pe,0.1350896111837206
MATS1se,0.1625854212704217
MATS2dv,0.16131755622692182
MATS2pe,0.2288791369914403
MATS2se,0.23539428283783084
MATS3dv,-0.04158012336354481
MATS3pe,-0.05318800168672716
MATS3se,-0.07398427669686948
MATS4dv,-0.14272730212404258
MATS4pe,-0.13669478465048784
MATS4se,-0.12874585488958853
MATS5dv,-0.26010711343037624
MATS5pe,-0.17423892660746082
MATS5se,-0.18303575264737618
MATS6dv,-0.33684506498762357
MATS6pe,-0.2095443661276917
MATS6se,-0.14177157504960033
MATS7dv,0.03547127187610571
MATS7pe,-0.1524976105410642
MATS7se,-0.1413097438849921
MATS8dv,0.4471832720346774
MATS8pe,0.3829277864332474
MATS8se,0.25764804538274616
MAXaaCH,1.8977086621558121
MAXaasC,0.7939881147592188
MAXaasN,1.6429275321239607
MAXddsN,-0.4650018109095493
MAXdssC,0.24728216595280106
MAXsCH3,1.8298889833711263
MAXsNH2,6.052006015369111
MDEC-12,1.7978137334881485
MDEC-13,2.770243897383611
MDEC-22,10.152950688508966
MDEC-23,22.612054824236733
MDEC-33,13.40522257586957
MDEN-11,0.25
MDEN-12,0.36514837167011066
MDEN-13,0.6389431042462724
MDEN-23,0.7071067811865476
MDEN-33,0.12499999999999997
MDEO-11,0.4999999999999999
MDEO-12,0.2222222222222222
MINaaCH,1.4093315381708238
MINaasC,-0.02481968533510681
MINaasN,1.6429275321239607
MINddsN,-0.4650018109095493
MINdssC,-0.004227870160409486
MINsCH3,1.8298889833711263
MINsNH2,6.052006015369111
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4642857142857144
SM1_Dzi,1.6456504849231433
SM1_Dzm,1.460297629707019
SM1_Dzp,-5.837791883926547
SM1_Dzv,-2.793606575391221
SddssSe,0
SpAD_Dt,581.1489850227741
SpAbs_A,36.5830064036306
SpAbs_D,284.59291364066644
SpMAD_A,1.306535942986807
SpMAD_D,10.164032630023799
SpMax_A,2.5644159812760847
SpMax_D,142.2964568203332
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,120.0
TpiPC10,9.263091431432736
VAdjMat,5.954196310386875
VE1_DzZ,5.205254005054286
VE1_Dzi,5.207629106510986
VE1_Dzm,5.205248980775979
VE1_Dzp,5.163075331220916
VE1_Dzv,5.185824971080998
VE2_DzZ,0.18590192875193878
VE2_Dzi,0.18598675380396376
VE2_Dzm,0.18590174931342782
VE2_Dzp,0.18439554754360413
VE2_Dzv,0.1852080346814642
VE3_DzZ,2.679287918259952
VE3_Dzi,2.6797441034437175
VE3_Dzm,2.679286953027376
VE3_Dzp,2.671151813563148
VE3_Dzv,2.675548353454456
VR1_DzZ,178.44697443052513
VR1_Dzi,178.18304545040198
VR1_Dzm,178.4479508526053
VR1_Dzp,182.77196323569163
VR1_Dzv,180.68558059116404
VR2_DzZ,6.373106229661611
VR2_Dzi,6.3636801946572135
VR2_Dzm,6.37314110187876
VR2_Dzp,6.527570115560415
VR2_Dzv,6.45305644968443
VR3_DzZ,6.2139109122553275
VR3_Dzi,6.212430784315479
VR3_Dzm,6.213916384017524
VR3_Dzp,6.2378586904540345
VR3_Dzv,6.226377814092109
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025
Xch-6dv,0.13672414799881394
Xch-7dv,0.17078423680604385
Xpc-4dv,1.7186591353208296
Xpc-5dv,2.4696335462171097
Xpc-6dv,3.482883481431136
Zagreb1,152.0
Zagreb2,185.0
fragCpx,205.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,2
nBondsM,20
nBondsO,31
nBondsS,26
nBondsT,1
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.545918604651162
AATS1are,6.618976086956523
AATS2are,6.476000000000001
AATS3are,6.464458333333334
AATS4are,6.5058880733944955
AATS5are,6.407208181818183
AATS6are,6.379885981308409
AATS7are,6.142873873873874
AATS8are,6.037202173913045
AATSC0dv,4.296376419686317
AATSC0pe,0.12590481341265541
AATSC0se,0.08532196863169277
AATSC1dv,1.2491240858748562
AATSC1pe,0.01700843229007451
AATSC1se,0.013872108213605475
AATSC2dv,0.6930809446547685
AATSC2pe,0.028816985036956885
AATSC2se,0.020084303616369217
AATSC3dv,-0.17864386154678205
AATSC3pe,-0.006696625428159384
AATSC3se,-0.006312484135568776
AATSC4dv,-0.6132102152911815
AATSC4pe,-0.017210531355902784
AATSC4se,-0.010984849792349942
AATSC5dv,-1.1175180687349429
AATSC5pe,-0.021937519543733713
AATSC5se,-0.015616970745857708
AATSC6dv,-1.447213194300531
AATSC6pe,-0.026382644318980176
AATSC6se,-0.012096229879247678
AATSC7dv,0.15239793606478302
AATSC7pe,-0.019200183201048483
AATSC7se,-0.012056825535107833
AATSC8dv,1.92126766524796
AATSC8pe,0.04821245150139917
AATSC8se,0.021983038446163623
AETA_eta,0.7599123338610102
ATSC0are,5.9321162790697635
ATSC1are,0.9691942130881538
ATSC2are,2.3924599783666824
ATSC3are,-0.8595502974580858
ATSC4are,-2.0484249864791777
ATSC5are,-2.7232695511087073
ATSC6are,-2.703942833964303
ATSC7are,-2.3901141157382324
ATSC8are,4.434967495943755
BCUTZ-1h,8.054523535998669
BCUTZ-1l,5.688390157713203
BCUTc-1h,0.45908798115782773
BCUTc-1l,-0.45941435920847395
BCUTd-1h,3.292298538462095
BCUTd-1l,0.9113287861145607
BCUTi-1h,14.69240778208515
BCUTi-1l,10.949748229431295
BCUTm-1h,16.027807396672735
BCUTm-1l,11.700194478052723
BCUTp-1h,1.9990632738824634
BCUTp-1l,0.6692219617200403
BCUTs-1h,8.001937824301804
BCUTs-1l,1.242975212447027
BCUTv-1h,20.9024732066093
BCUTv-1l,14.651571709083976
BalabanJ,1.5362511595397934
Diameter,13
ETA_beta,40.0
GATS1are,0.5389344356600795
GATS2are,0.5007332729603539
GATS3are,0.9044353435771384
GATS4are,1.0905406194233176
GATS5are,1.1159756419618583
GATS6are,0.9859673381374516
GATS7are,1.0439740868745775
GATS8are,0.5340206895916951
HybRatio,0.10526315789473684
Lipinski,True
LogEE_Dt,290.57449251138706
MATS1are,0.15272557924055816
MATS2are,0.23122895603096003
MATS3are,-0.06490211687660005
MATS4are,-0.13622360431003955
MATS5are,-0.17945548847050735
MATS6are,-0.18317766901750504
MATS7are,-0.15608258828647628
MATS8are,0.3494309863721042
MAXsssCH,-0.5212811791383227
MINsssCH,-0.5212811791383227
NsssssAs,0
RotRatio,0.0967741935483871
SM1_Dzpe,1.5820838433292537
SM1_Dzse,1.44679936621724
SMR_VSA1,9.660174002617719
SMR_VSA2,5.261891554738487
SMR_VSA3,9.780484743446223
SMR_VSA4,5.733667477162185
SMR_VSA5,12.841643245852017
SMR_VSA6,0.0
SMR_VSA7,92.98865704787454
SMR_VSA8,0.0
SMR_VSA9,17.636595923911205
SpAD_DzZ,211.82478976796344
SpAD_Dzi,208.39454864282996
SpAD_Dzm,211.86468245564845
SpAD_Dzp,283.8021192022539
SpAD_Dzv,257.06908648342414
SpAbs_Dt,581.148985022774
SpDiam_A,5.04281920942399
SpDiam_D,202.17299361617654
SpMAD_Dt,20.755320893670504
SpMax_Dt,290.57449251138706
SsssssAs,0
VE1_Dzpe,5.2056455425951915
VE1_Dzse,5.205199103912043
VE2_Dzpe,0.18591591223554255
VE2_Dzse,0.18589996799685868
VE3_Dzpe,2.6793631351111564
VE3_Dzse,2.679277370949154
VMcGowan,265.1300000000001
VR1_Dzpe,178.3930889655807
VR1_Dzse,178.45462052019985
VR2_Dzpe,6.371181748770739
VR2_Dzse,6.373379304292852
VR3_Dzpe,6.213608897594523
VR3_Dzse,6.2139537593021545
mZagreb1,9.222222222222221
mZagreb2,6.166666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,35
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.13795619253650612
AATSC1are,0.021069439414959864
AATSC2are,0.031899466378222434
AATSC3are,-0.00895364893185506
AATSC4are,-0.01879288978421264
AATSC5are,-0.024756995919170067
AATSC6are,-0.025270493775367317
AATSC7are,-0.021532559601245338
AATSC8are,0.04820616843417125
AETA_beta,1.4285714285714286
BCUTdv-1h,7.004121891267455
BCUTdv-1l,0.995952270578683
BCUTpe-1h,3.553075206301397
BCUTpe-1l,2.2368584103944342
BCUTse-1h,3.7569334532268672
BCUTse-1l,2.4326502638846104
ETA_alpha,13.000000000000004
ETA_dBeta,4.0
ETA_eta_B,0.40697450932555057
ETA_eta_F,32.04276408739196
ETA_eta_L,5.382604031196817
ETA_eta_R,53.32030943550025
ETA_psi_1,0.5439330543933057
LabuteASA,159.78109270534355
LogEE_DzZ,105.96469080234907
LogEE_Dzi,104.25604755301937
LogEE_Dzm,105.98449471459948
LogEE_Dzp,140.8585967647115
LogEE_Dzv,128.0356849246779
PEOE_VSA1,10.470530430962235
PEOE_VSA2,10.114318268765572
PEOE_VSA3,4.681802935145185
PEOE_VSA4,10.360573363039524
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,24.619922828310838
PEOE_VSA8,12.13273413692322
PEOE_VSA9,27.785982856208083
SM1_Dzare,1.7854816193578409
SpAD_Dzpe,210.4612756283238
SpAD_Dzse,212.02459718384455
SpAbs_DzZ,210.49106317277
SpAbs_Dzi,206.9420633697509
SpAbs_Dzm,210.53432087817527
SpAbs_Dzp,287.5549854133495
SpAbs_Dzv,258.86497642474706
SpDiam_Dt,400.1501519495169
SpMAD_DzZ,7.565171063141551
SpMAD_Dzi,7.442662451529642
SpMAD_Dzm,7.566595801987445
SpMAD_Dzp,10.135789971509068
SpMAD_Dzv,9.181038802979433
SpMax_DzZ,105.96469080234907
SpMax_Dzi,104.25604755301937
SpMax_Dzm,105.98449471459948
SpMax_Dzp,140.8585967647115
SpMax_Dzv,128.0356849246779
VE1_Dzare,5.206058077008124
VE2_Dzare,0.185930645607433
VE3_Dzare,2.6794423794746574
VR1_Dzare,178.3264927165687
VR2_Dzare,6.368803311306025
VR3_Dzare,6.213235516074665
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4642857142857144
AETA_dBeta,0.14285714285714285
AETA_eta_B,0.014534803904483948
AETA_eta_F,1.14438443169257
AETA_eta_L,0.19223585825702919
AETA_eta_R,1.9042967655535803
BCUTare-1h,3.607591580221204
BCUTare-1l,2.1872444428570437
ETA_beta_s,18.0
ETA_dPsi_A,0.17006694560669422
ETA_dPsi_B,0.0
ETA_eta_BR,0.7509745093255505
ETA_eta_FL,8.124635021850729
ETA_eta_RL,13.507239053047545
LogEE_Dzpe,105.2871408085665
LogEE_Dzse,106.0639699978586
PEOE_VSA10,11.642325842861542
PEOE_VSA11,0.0
PEOE_VSA12,11.763087991078113
PEOE_VSA13,5.687386274683562
SlogP_VSA1,10.470530430962235
SlogP_VSA2,14.703795792263893
SlogP_VSA3,0.0
SlogP_VSA4,28.369168335986956
SlogP_VSA5,22.738737024403846
SlogP_VSA6,66.0535078008665
SlogP_VSA7,0.0
SlogP_VSA8,5.687386274683562
SlogP_VSA9,0.0
SpAD_Dzare,208.29332238770223
SpAbs_Dzpe,209.024416730008
SpAbs_Dzse,210.70618754545234
SpDiam_DzZ,152.66793437255313
SpDiam_Dzi,150.25097393574057
SpDiam_Dzm,152.6907379937281
SpDiam_Dzp,195.57861243376328
SpDiam_Dzv,179.82995943260534
SpMAD_Dzpe,7.516474129582993
SpMAD_Dzse,7.572307042280163
SpMax_Dzpe,105.2871408085665
SpMax_Dzse,106.0639699978586
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6428571428571429
AETA_eta_BR,0.026820518190198234
AETA_eta_FL,0.29016553649466886
AETA_eta_RL,0.482401394751698
DetourIndex,4001
EState_VSA1,10.841217094979065
EState_VSA2,17.143590459395572
EState_VSA3,22.700819314677823
EState_VSA4,5.687386274683562
EState_VSA5,12.13273413692322
EState_VSA6,16.814537072068404
EState_VSA7,37.255572541998674
EState_VSA8,11.16790312109331
EState_VSA9,10.470530430962235
ETA_beta_ns,22.0
ETA_shape_p,0.15128205128205122
ETA_shape_x,0.0
ETA_shape_y,0.4076923076923076
GhoseFilter,True
LogEE_Dzare,104.21042839454246
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.879988336435371
SpAbs_Dzare,206.68472723552298
SpDiam_Dzpe,151.83469270439943
SpDiam_Dzse,152.78938187884154
SpMAD_Dzare,7.439047228132223
SpMax_Dzare,104.21042839454246
TopoPSA(NO),120.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.6429275321239607
VSA_EState9,70.02373913454272
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7857142857142857
EState_VSA10,15.376209823504059
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03571428571428559
FilterItLogS,-4.457404888765434
SpDiam_Dzare,150.55749138606757
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6604651162790698
ETA_epsilon_2,0.8535714285714283
ETA_epsilon_3,0.4435897435897435
ETA_epsilon_4,0.5627118644067796
ETA_epsilon_5,0.8166666666666664
AETA_beta_ns_d,0.017857142857142856
ETA_dEpsilon_A,0.21687537268932627
ETA_dEpsilon_B,0.09775325187229023
ETA_dEpsilon_C,-0.11912212081703605
ETA_dEpsilon_D,0.036904761904761885
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.0,1.7978137334881485,2.770243897383611,0.0,10.152950688508966,22.612054824236733,0.0,13.40522257586957,0.0,0.0,0.4999999999999999,0.2222222222222222,0.0,0.25,0.36514837167011066,0.6389431042462724,0.0,0.7071067811865476,0.12499999999999997"
APolDescriptor,53.107894999999985
BCUTDescriptor,"11.996652616203974,15.99831662208688,-0.30475863003449966,0.1819070590669489,3.736081953462763,12.448781920766526"
BPolDescriptor,21.550104999999995
TPSADescriptor,120.0
ALOGPDescriptor,"4.2594,18.14248836,98.5308"
XLogPDescriptor,3.8019999999999996
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,373.11748946
ChiPathDescriptor,"19.83613433532446,13.507239053047545,12.297451830944823,10.689401807851757,9.373542882374288,7.858565582986236,5.76310884544924,4.309112792087666,14.716097109700035,8.531655352599996,6.362313722623761,4.712940976167172,3.39790782920903,2.435601558241309,1.408189284455006,0.8592767420965278"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.4556011451246476,0.696373859000879,0.0,0.0,0.025,0.13672414799881394,0.1765372029501146"
AtomCountDescriptor,43
BondCountDescriptor,31
SmallRingDescriptor,"4,3,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.9352083668104505,0.0,0.6483705038808711,0.0,0.7714906356914305,0.0,0.14947489054060692,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,2,12,3,1,0,1,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"57.46784216009817,2.0524229342892206,22.752434441224885,7.960920809290193,14.791513631934695"
FractionalPSADescriptor,0.32161451389928636
WienerNumbersDescriptor,"1910.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.0361298877952825,8.499117635287853,12.823728731690919,1.6965681057681536,2.4552533099400473,3.1597048813671647"
FractionalCSP3Descriptor,0.1
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,9,1,0,1,2,6,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,17
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.240374609781476,9.013333333333334,4.1259765625"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1360.08
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.10526315789473684
AutocorrelationDescriptorMass,"32.123308613005236,34.12817904875751,50.20394333636976,55.70292641183378,57.09052314802586"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.36809399868778336,-0.10590154213785441,0.016301952200275225,-0.1634028846108475,0.10524671192005677"
EccentricConnectivityIndexDescriptor,590
AutocorrelationDescriptorPolarizability,"2019.069775378792,2464.373956754352,3667.2937417390262,3977.8099590779134,3829.741268860363"
