DLiP-ID,C000KG
AATSC4v,-7.869227706807891
AATSC5Z,0.515849182515849
AATSC5c,0.0004800631525737741
AATSC5d,-0.020180180180180175
AATSC5i,-0.06225255280526021
AATSC5m,2.002250595769105
AATSC5p,0.003773745825749911
AATSC5s,-0.12544111555542747
AATSC5v,-2.0528764143688063
AATSC6Z,-1.113366571699905
AATSC6c,-0.005379415541630744
AATSC6d,0.03777777777777777
AATSC6i,0.14210514638036273
AATSC6m,-4.904092730360872
AATSC6p,0.015362870487359237
AATSC6s,-0.08051449773786305
AATSC6v,0.10345810779301899
AATSC7Z,-1.6490874932903918
AATSC7c,0.0036260899110618166
AATSC7d,-0.036135265700483074
AATSC7i,0.08697838805473379
AATSC7m,-6.79003054955448
AATSC7p,-0.04225323298077302
AATSC7s,0.3078861126389505
AATSC7v,1.4834241315840309
AATSC8Z,0.6405688388810753
AATSC8c,0.0032896863557796193
AATSC8d,-0.22762306610407881
AATSC8i,-0.12760277689980748
AATSC8m,2.73504908730114
AATSC8p,-0.02180987090792456
AATSC8s,0.03542748341808379
AATSC8v,-0.6062025551004434
ATS0are,286.2731999999999
ATS1are,314.6748
ATS2are,515.4423999999999
ATS3are,554.8743999999998
ATS4are,626.267
ATS5are,698.5029999999997
ATS6are,647.7290000000002
ATS7are,568.0100000000002
ATS8are,485.6499999999999
ATSC0dv,198.79012345679018
ATSC0pe,5.482831111111107
ATSC0se,3.662683111111109
ATSC1dv,84.11522633744855
ATSC1pe,0.6718734814814786
ATSC1se,0.18224525925925944
ATSC2dv,30.61042524005486
ATSC2pe,-0.8246168395061776
ATSC2se,-0.961788839506172
ATSC3dv,-32.60356652949249
ATSC3pe,-0.2920943209876594
ATSC3se,-0.44370109876543185
ATSC4dv,-63.67078189300413
ATSC4pe,-0.28886192592593024
ATSC4se,0.12018640740740814
ATSC5dv,-90.26748971193415
ATSC5pe,-1.3128100740740742
ATSC5se,-0.4532595185185183
ATSC6dv,23.393689986282588
ATSC6pe,-1.426736345679012
ATSC6se,-0.930846901234567
ATSC7dv,140.58710562414268
ATSC7pe,3.528256395061727
ATSC7se,2.025326839506172
ATSC8dv,-88.14266117969818
ATSC8pe,-0.29008128395061683
ATSC8se,-0.2089175061728398
AXp-0dv,0.5921075107517386
AXp-1dv,0.30841622222709986
AXp-2dv,0.15861635545395747
AXp-3dv,0.08609933931946837
AXp-4dv,0.04595081328853843
AXp-5dv,0.0263358276902829
AXp-6dv,0.014300467070531783
AXp-7dv,0.007594347051533038
BertzCT,976.4394064237032
ECIndex,593
ETA_eta,21.449068749204436
GATS1dv,0.44933859147931926
GATS1pe,0.6821209865624981
GATS1se,0.8091583392357057
GATS2dv,0.9519754602384478
GATS2pe,1.1897798588208714
GATS2se,1.346258633332281
GATS3dv,1.0621376957192017
GATS3pe,0.9685292589406489
GATS3se,1.0549426328978064
GATS4dv,1.1151487392870445
GATS4pe,1.0120091039746704
GATS4se,0.9996950304160753
GATS5dv,1.167180843742761
GATS5pe,1.0761774308790168
GATS5se,1.0117089830032513
GATS6dv,0.9453018258601413
GATS6pe,1.0920551307918098
GATS6se,1.0668913851263735
GATS7dv,0.637686109746021
GATS7pe,0.6033660860211469
GATS7se,0.6054223977437285
GATS8dv,1.1969737228962827
GATS8pe,0.8688844757207216
GATS8se,0.7984762687855358
LogEE_A,4.237526558492422
LogEE_D,141.09804644079568
MATS1dv,0.39668985219227404
MATS1pe,0.11488250798249364
MATS1se,0.04664747819358178
MATS2dv,0.08771219551309761
MATS2pe,-0.08567078638103014
MATS2se,-0.14957734142721246
MATS3dv,-0.08682881921865761
MATS3pe,-0.028204073187894616
MATS3se,-0.06413347116673902
MATS4dv,-0.15013662899018757
MATS4pe,-0.02469600559159662
MATS4se,0.015381450363892414
MATS5dv,-0.18408826165626557
MATS5pe,-0.09707034368097557
MATS5se,-0.05016919380806474
MATS6dv,0.050919379341314505
MATS6pe,-0.11259472148053032
MATS6se,-0.10996591339872541
MATS7dv,0.345919761520308
MATS7pe,0.3147603034942526
MATS7se,0.2704708454245767
MATS8dv,-0.2525670999278333
MATS8pe,-0.030137016999738416
MATS8se,-0.03249083776744749
MAXaaCH,1.9387660619803477
MAXaasC,0.9093904320987656
MAXaasN,1.7611007180650038
MAXdssC,0.8438534055597547
MAXsCH3,1.6406630883787754
MDEC-11,0.2986129260252426
MDEC-12,3.803057323273288
MDEC-13,4.287500625367475
MDEC-22,6.1942522324465745
MDEC-23,16.939631956046217
MDEC-33,8.150797628642
MDEN-22,1.4422495703074083
MDEN-23,1.8898815748423097
MDEO-22,0.3820962723620983
MINaaCH,1.8896961083816242
MINaasC,0.6724239417989419
MINaasN,1.7611007180650038
MINdssC,0.8438534055597547
MINsCH3,1.6406624521749673
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9464285714285716
SM1_Dzi,1.3335004041957026
SM1_Dzm,1.9431561536577697
SM1_Dzp,-4.8954721347102454
SM1_Dzv,-2.316703071976324
SddssSe,0
SpAD_Dt,565.7397819892029
SpAbs_A,36.30362019383846
SpAbs_D,282.1960928815913
SpMAD_A,1.3445785256977207
SpMAD_D,10.451707143762642
SpMax_A,2.4925617642907603
SpMax_D,141.09804644079568
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,96.06
TpiPC10,9.134970907359936
VAdjMat,5.906890595608519
VE1_DzZ,5.104335093932128
VE1_Dzi,5.099802199354708
VE1_Dzm,5.104300916838699
VE1_Dzp,5.054777743320409
VE1_Dzv,5.092991858772563
VE2_DzZ,0.18904944792341213
VE2_Dzi,0.18888156293906327
VE2_Dzm,0.189048182105137
VE2_Dzp,0.1872139904933485
VE2_Dzv,0.1886293281026875
VE3_DzZ,2.6233419700975635
VE3_Dzi,2.6224535275481746
VE3_Dzm,2.6233352743757465
VE3_Dzp,2.6135856568247973
VE3_Dzv,2.6211172223983303
VR1_DzZ,169.46498112489272
VR1_Dzi,170.42936721601168
VR1_Dzm,169.46832943822668
VR1_Dzp,173.98516714771287
VR1_Dzv,170.44076625029493
VR2_DzZ,6.276480782403434
VR2_Dzi,6.312198785778211
VR2_Dzm,6.276604794008396
VR2_Dzp,6.443895079544921
VR2_Dzv,6.3126209722331454
VR3_DzZ,6.125898077452773
VR3_Dzi,6.131572715373151
VR3_Dzm,6.125917835400604
VR3_Dzp,6.15222182231363
VR3_Dzv,6.1316395973505875
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.14370177694599137
Xch-7dv,0.18778066561082782
Xpc-4dv,1.568494080886145
Xpc-5dv,2.2680970127463285
Xpc-6dv,3.093411764698784
Zagreb1,144.0
Zagreb2,174.0
fragCpx,198.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,30
nBondsS,30
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.361626666666665
AATS1are,6.555725
AATS2are,6.5245873417721505
AATS3are,6.527934117647057
AATS4are,6.523614583333334
AATS5are,6.292819819819817
AATS6are,6.228163461538463
AATS7are,6.1740217391304375
AATS8are,6.147468354430378
AATSC0dv,4.417558299039782
AATSC0pe,0.1218406913580246
AATSC0se,0.08139295802469132
AATSC1dv,1.7524005486968448
AATSC1pe,0.013997364197530804
AATSC1se,0.003796776234567905
AATSC2dv,0.3874737372158843
AATSC2pe,-0.01043818784185035
AATSC2se,-0.012174542272230025
AATSC3dv,-0.38357137093520577
AATSC3pe,-0.0034364037763254048
AATSC3se,-0.005220012926652139
AATSC4dv,-0.6632373113854597
AATSC4pe,-0.0030089783950617735
AATSC4se,0.0012519417438271682
AATSC5dv,-0.8132206280354428
AATSC5pe,-0.011827117784451118
AATSC5se,-0.004083419085752417
AATSC6dv,0.22493932679117873
AATSC6pe,-0.013718618708452038
AATSC6se,-0.008950450973409298
AATSC7dv,1.5281207133058987
AATSC7pe,0.03835061298980138
AATSC7se,0.022014422168545347
AATSC8dv,-1.11572988835061
AATSC8pe,-0.003671914986716669
AATSC8se,-0.0026445253945929087
AETA_eta,0.7944099536742384
ATSC0are,5.922479999999997
ATSC1are,0.6730079999999993
ATSC2are,-1.144736
ATSC3are,-0.5604799999999998
ATSC4are,-0.11418399999999852
ATSC5are,-1.5601039999999988
ATSC6are,-1.3707759999999989
ATSC7are,4.168591999999997
ATSC8are,-0.6107360000000001
BCUTZ-1h,16.002003997726597
BCUTZ-1l,5.691862746426402
BCUTc-1h,0.4163879462803314
BCUTc-1l,-0.5298625768163465
BCUTd-1h,3.2574232603167013
BCUTd-1l,0.9871994500275139
BCUTi-1h,14.692615985653859
BCUTi-1l,10.338107783260213
BCUTm-1h,32.06099915002749
BCUTm-1l,11.703976998037255
BCUTp-1h,2.9163626402982366
BCUTp-1l,0.7759158821049513
BCUTs-1h,3.5162105720961363
BCUTs-1l,0.6267575683949418
BCUTv-1h,24.434228961052398
BCUTv-1l,14.705532625559469
BalabanJ,1.4274157577248092
Diameter,13
ETA_beta,36.75
GATS1are,0.7159775127986925
GATS2are,1.245431481064467
GATS3are,1.0164489915591801
GATS4are,1.0215044345161712
GATS5are,1.090567306780785
GATS6are,1.0794659305924856
GATS7are,0.5632191831506543
GATS8are,0.8845499037437107
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,282.86989099460146
MATS1are,0.10653391822344688
MATS2are,-0.11009995983550516
MATS3are,-0.0501014280980861
MATS4are,-0.009037388053653088
MATS5are,-0.10679218749486608
MATS6are,-0.10014794997521825
MATS7are,0.3442789536463278
MATS8are,-0.058740189065511254
MAXssCH2,0.6502769921610111
MINssCH2,0.6502769921610111
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.4325275397796822
SM1_Dzse,1.3778924772647758
SMR_VSA1,14.210588861400147
SMR_VSA2,0.0
SMR_VSA3,14.873466057497485
SMR_VSA4,5.101407525739723
SMR_VSA5,5.156436481820707
SMR_VSA6,27.08224623057939
SMR_VSA7,48.02802097092827
SMR_VSA8,0.0
SMR_VSA9,28.636391489548636
SpAD_DzZ,199.3108636210859
SpAD_Dzi,199.90190699122093
SpAD_Dzm,199.368075511979
SpAD_Dzp,314.39703299016844
SpAD_Dzv,268.9463531188227
SpAbs_Dt,565.739781989203
SpDiam_A,4.927220123527956
SpDiam_D,207.9834661826666
SpMAD_Dt,20.95332525885937
SpMax_Dt,282.86989099460146
SsssssAs,0
VE1_Dzpe,5.109545603581391
VE1_Dzse,5.109995678841049
VE2_Dzpe,0.18924242976227373
VE2_Dzse,0.18925909921633513
VE3_Dzpe,2.624362250293813
VE3_Dzse,2.624450331597564
VMcGowan,270.3100000000003
VR1_Dzpe,169.23715082470957
VR1_Dzse,169.14761039838402
VR2_Dzpe,6.268042623137392
VR2_Dzse,6.26472631105126
VR3_Dzpe,6.12455276360291
VR3_Dzse,6.12402354102154
mZagreb1,7.750000000000001
mZagreb2,6.166666666666667
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,39
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.1316106666666666
AATSC1are,0.014020999999999985
AATSC2are,-0.01449032911392405
AATSC3are,-0.006593882352941173
AATSC4are,-0.0011894166666666514
AATSC5are,-0.01405499099099098
AATSC6are,-0.01318053846153845
AATSC7are,0.045310782608695616
AATSC8are,-0.007730835443037975
AETA_beta,1.3611111111111112
BCUTdv-1h,6.009838910913567
BCUTdv-1l,0.6562090475487943
BCUTpe-1h,3.468623482961051
BCUTpe-1l,2.239532591620044
BCUTse-1h,3.6820488648168737
BCUTse-1l,2.435518917233072
ETA_alpha,12.933333333333334
ETA_dBeta,1.25
ETA_eta_B,0.16916886185550695
ETA_eta_F,26.78475385613868
ETA_eta_L,5.829800648538615
ETA_eta_R,48.233822605343114
ETA_psi_1,0.5606936416184974
LabuteASA,160.52055660796717
LogEE_DzZ,99.52683013950798
LogEE_Dzi,100.00034239946955
LogEE_Dzm,99.55447516178731
LogEE_Dzp,156.20830999691464
LogEE_Dzv,134.04415747200832
PEOE_VSA1,14.210588861400147
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,9.777509966635131
PEOE_VSA5,10.197363616602075
PEOE_VSA6,17.828252017852726
PEOE_VSA7,36.39820241076966
PEOE_VSA8,11.316305098443785
PEOE_VSA9,32.6045291183003
SM1_Dzare,1.575223702980418
SpAD_Dzpe,200.80928911299128
SpAD_Dzse,202.6046289641933
SpAbs_DzZ,197.6527948380171
SpAbs_Dzi,198.76238731340135
SpAbs_Dzm,197.7127943440483
SpAbs_Dzp,317.3120921285393
SpAbs_Dzv,270.40501801599294
SpDiam_Dt,400.13993908642533
SpMAD_DzZ,7.3818838378179965
SpMAD_Dzi,7.403774333008182
SpMAD_Dzm,7.384002796739963
SpMAD_Dzp,11.644334555191424
SpMAD_Dzv,9.960976041437878
SpMax_DzZ,99.52683013950798
SpMax_Dzi,100.00034239946955
SpMax_Dzm,99.55447516178731
SpMax_Dzp,156.20830999691464
SpMax_Dzv,134.04415747200832
VE1_Dzare,5.10979524178037
VE2_Dzare,0.1892516756214952
VE3_Dzare,2.6244111063213795
VR1_Dzare,169.2361330828505
VR2_Dzare,6.268004928994463
VR3_Dzare,6.124546749882434
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47901234567901235
AETA_dBeta,0.046296296296296294
AETA_eta_B,0.006265513402055813
AETA_eta_F,0.9920279205977288
AETA_eta_L,0.21591854253846723
AETA_eta_R,1.786437874271967
BCUTare-1h,3.525578827588289
BCUTare-1l,2.1898992043810535
ETA_beta_s,17.75
ETA_dPsi_A,0.15330635838150253
ETA_dPsi_B,0.0
ETA_eta_BR,0.5131688618555069
ETA_eta_FL,7.4152440519789735
ETA_eta_RL,13.245044700517589
LogEE_Dzpe,100.45770113204304
LogEE_Dzse,101.35334753681016
PEOE_VSA10,17.248535499851716
PEOE_VSA11,5.824404497999927
PEOE_VSA12,5.156436481820707
PEOE_VSA13,0.0
SlogP_VSA1,14.210588861400147
SlogP_VSA2,47.66739729084757
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,52.7224134867917
SlogP_VSA7,0.0
SlogP_VSA8,11.387855989696924
SlogP_VSA9,0.0
SpAD_Dzare,197.9792226497732
SpAbs_Dzpe,199.52542265306874
SpAbs_Dzse,201.38432664951716
SpDiam_DzZ,146.83704807276732
SpDiam_Dzi,145.3700719340909
SpDiam_Dzm,146.87640612768632
SpDiam_Dzp,229.9370010293245
SpDiam_Dzv,198.7507396139094
SpMAD_Dzpe,7.4373810782589365
SpMAD_Dzse,7.503875146821974
SpMax_Dzpe,100.45770113204304
SpMax_Dzse,101.35334753681016
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6574074074074074
AETA_eta_BR,0.019006254142796553
AETA_eta_FL,0.27463866859181385
AETA_eta_RL,0.49055721113028106
DetourIndex,3762
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,11.577258104746715
EState_VSA4,39.243559967837115
EState_VSA5,0.0
EState_VSA6,37.76738001411913
EState_VSA7,42.46456947923127
EState_VSA8,10.197363616602075
EState_VSA9,19.31199638713987
ETA_beta_ns,19.0
ETA_shape_p,0.11597938144329897
ETA_shape_x,0.0
ETA_shape_y,0.3402061855670103
GhoseFilter,True
LogEE_Dzare,99.0479529435155
SlogP_VSA10,0.0
SlogP_VSA11,17.248535499851716
SpAbs_Dzare,196.5866830093575
SpDiam_Dzpe,147.46266516492503
SpDiam_Dzse,148.99194013746026
SpMAD_Dzare,7.332563801843452
SpMax_Dzare,99.0479529435155
TopoPSA(NO),70.76
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.7611007180650038
VSA_EState9,54.82961879041739
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7037037037037037
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.020987654320987644
FilterItLogS,-5.026962488178773
SpDiam_Dzare,145.29369923556885
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6325925925925926
ETA_epsilon_2,0.8543209876543206
ETA_epsilon_3,0.4440000000000002
ETA_epsilon_4,0.5625730994152048
ETA_epsilon_5,0.8543209876543206
AETA_beta_ns_d,0.05555555555555555
ETA_dEpsilon_A,0.18859259259259242
ETA_dEpsilon_B,0.07001949317738776
ETA_dEpsilon_C,-0.11857309941520466
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7777777777777778
MDEDescriptor,"0.2986129260252426,3.803057323273288,4.287500625367475,0.0,6.1942522324465745,16.939631956046217,0.0,8.150797628642,0.0,0.0,0.0,0.0,0.3820962723620983,0.0,0.0,0.0,1.4422495703074083,1.8898815748423097,0.0"
APolDescriptor,55.14827399999999
BCUTDescriptor,"11.850000000000016,31.972072364241562,-0.3494423980137421,0.19222539100925506,4.776355735456976,11.499820071353106"
BPolDescriptor,31.005725999999996
TPSADescriptor,96.06
ALOGPDescriptor,"4.278099999999999,18.302139609999994,106.25640000000001"
XLogPDescriptor,4.727
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,382.10996158
ChiPathDescriptor,"18.802754140504845,13.245044700517589,11.272235039273617,10.415234758210213,8.899421606240852,7.289774808834919,5.140994002240355,3.958307629282844,15.986902790296941,9.252486666812997,6.661886929066211,5.165960359168101,3.7220158763716134,2.7125902520991376,1.6445537131111545,1.0632085872146255"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4110544158647975,0.6618703802210464,0.0,0.0,0.022360679774997897,0.14370177694599137,0.1877806656108278"
AtomCountDescriptor,45
BondCountDescriptor,30
SmallRingDescriptor,"4,3,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.4207341166522847,0.0,0.35830498571017655,0.0,0.6332572739184368,0.0,0.10446015235491578,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,2,1,0,0,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"55.817663254377905,2.067320861273256,24.658984790392342,8.413350109801442,13.095968557708547"
FractionalPSADescriptor,0.2513936030424282
WienerNumbersDescriptor,"1835.0,46.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.133500283965447,7.147003332475357,9.908695909764424,1.5684940808861447,2.2680970127463302,2.7637265309604526"
FractionalCSP3Descriptor,0.21052631578947367
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,1,0,0,7,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,22
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.28,9.212018140589569,4.16"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1602.08
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"36.89108135017877,36.88299254035654,52.10484561056963,58.77117863574862,55.043936726702604"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6238622103912436,-0.31420712458798145,-0.052437495850883684,-0.030330191729514577,0.17201525125938216"
EccentricConnectivityIndexDescriptor,593
AutocorrelationDescriptorPolarizability,"2032.5110644899173,2437.142565730919,3511.955395262543,3664.8355388367027,3369.470334442244"
