DLiP-ID,T001MN
AATSC4p,0.024670885717143425
AATSC4s,0.02790944695682913
AATSC4v,6.626757300967419
AATSC5Z,-2.3099254953607145
AATSC5c,0.001394162977020472
AATSC5d,-0.05453911213750339
AATSC5i,-0.20319882362809635
AATSC5m,-10.67072979521298
AATSC5p,-0.055479343753259025
AATSC5s,-0.23106927422284865
AATSC5v,-11.197205432466765
AATSC6Z,1.1785360157907905
AATSC6c,-0.0021724085387314286
AATSC6d,0.013146018478190347
AATSC6i,0.16543515448957977
AATSC6m,5.526974251633291
AATSC6p,0.04556621444179683
AATSC6s,-0.10894666153339114
AATSC6v,8.52954284381675
AATSC7Z,-2.6611328666394516
AATSC7c,-0.0012562159917335303
AATSC7d,0.07210067685732569
AATSC7i,0.113526571032808
AATSC7m,-12.561999656551603
AATSC7p,-0.03338564897090539
AATSC7s,0.2459136655361755
AATSC7v,-12.293331000774028
AATSC8Z,2.437059632333431
AATSC8c,0.001904159509749054
AATSC8d,0.04837821894647277
AATSC8i,0.23454595663527225
AATSC8m,11.424749214179043
AATSC8p,0.059710208566926236
AATSC8s,0.07075270102065598
AATSC8v,12.672038826161774
ATS0are,362.5034
ATS1are,389.8248
ATS2are,740.8989999999997
ATS3are,1048.377
ATS4are,1283.0018000000002
ATS5are,961.6728999999999
ATS6are,935.2479999999999
ATS7are,713.3200000000002
ATS8are,745.3630000000003
ATSC0dv,230.54990583804147
ATSC0pe,7.686064406779657
ATSC0se,5.261852237288134
ATSC1dv,31.537010437613713
ATSC1pe,-0.06583547831081989
ATSC1se,0.19596683539212711
ATSC2dv,35.175237000861834
ATSC2pe,2.224644671071543
ATSC2se,1.4831005214018933
ATSC3dv,-1.7669571323693736
ATSC3pe,-2.627501321459336
ATSC3se,-1.5083800815857509
ATSC4dv,38.70449104663408
ATSC4pe,3.2653518529158108
ATSC4se,1.4505662079862125
ATSC5dv,-51.81199527594242
ATSC5pe,-2.2903426888824865
ATSC5se,-1.452778856650391
ATSC6dv,-64.48421590219925
ATSC6pe,-0.6719047974719912
ATSC6se,-0.6742921657569675
ATSC7dv,-27.76309489610265
ATSC7pe,-1.0224159724217021
ATSC7se,0.6673342025280069
ATSC8dv,20.376009448115166
ATSC8pe,1.7371349612180198
ATSC8se,0.45039882907211004
AXp-0dv,0.6237470358103766
AXp-1dv,0.36283050944126677
AXp-2dv,0.2290910499350839
AXp-3dv,0.1322609138253552
AXp-4dv,0.07853350711236774
AXp-5dv,0.045134007869854074
AXp-6dv,0.02850116680649837
AXp-7dv,0.015506314767251917
BertzCT,912.9991853494766
ECIndex,628
ETA_eta,33.31653663859383
GATS1dv,0.7015173848681002
GATS1pe,0.6994588126439423
GATS1se,0.6513436910632199
GATS2dv,0.9373480682400551
GATS2pe,0.6942022484967542
GATS2se,0.6849451240901671
GATS3dv,0.8418250557640308
GATS3pe,0.9584038956621009
GATS3se,0.950686943559701
GATS4dv,0.9890438008159174
GATS4pe,0.8776835260632668
GATS4se,0.908184227817094
GATS5dv,1.1347985794082085
GATS5pe,1.2799525909866707
GATS5se,1.308937621212832
GATS6dv,1.2677807752243562
GATS6pe,1.1858880924839241
GATS6se,1.2075389248906518
GATS7dv,1.0537353967166203
GATS7pe,1.1071323242323095
GATS7se,0.9671207500647795
GATS8dv,0.8769827705218377
GATS8pe,0.6405248520729323
GATS8se,0.6476574658152205
LogEE_A,4.320925691025313
LogEE_D,161.08332275655124
MATS1dv,0.1301714956356674
MATS1pe,-0.008151101439555627
MATS1se,0.03544086012943356
MATS2dv,0.07564446111391251
MATS2pe,0.1435032326876888
MATS2se,0.13974522900782002
MATS3dv,-0.002628963938310226
MATS3pe,-0.11726340168935366
MATS3se,-0.09833218860154172
MATS4dv,0.04543514619831324
MATS4pe,0.11497978269075643
MATS4se,0.07460955092098265
MATS5dv,-0.0860987128406383
MATS5pe,-0.11416362208209042
MATS5se,-0.10577722108457772
MATS6dv,-0.10646547294630261
MATS6pe,-0.03327545756445541
MATS6se,-0.04877865029589713
MATS7dv,-0.06232324943315141
MATS7pe,-0.06884474036768351
MATS7se,0.06563747959410851
MATS8dv,0.039804749957006426
MATS8pe,0.10179120545348948
MATS8se,0.038551326013104285
MAXaaCH,1.6514205010707985
MAXaasC,0.43024541761148893
MAXdssC,-0.13063161375661325
MAXsCH3,1.456149713173939
MAXssNH,2.8730702003023434
MAXsssN,1.117643037127615
MDEC-11,0.7211247851537042
MDEC-12,3.701727323039638
MDEC-13,3.0736703209286578
MDEC-14,0.6030226891555274
MDEC-22,11.718980802622088
MDEC-23,16.61242186920764
MDEC-24,7.862645408841241
MDEC-33,3.678488010083787
MDEC-34,3.151478361412197
MDEC-44,0.4999999999999999
MDEN-23,0.19999999999999996
MDEO-11,0.9320891823219342
MDEO-12,0.6751609480994526
MINaaCH,1.4437353158856134
MINaasC,0.020292238809104246
MINdssC,-0.13063161375661325
MINsCH3,1.4167052687294945
MINssNH,2.8730702003023434
MINsssN,1.117643037127615
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.1607142857142856
SM1_Dzi,1.2292696050370093
SM1_Dzm,2.156686954890782
SM1_Dzp,-6.023697027024912
SM1_Dzv,-2.476042771605518
SddssSe,0
SpAD_Dt,556.0643997295806
SpAbs_A,35.316484055694744
SpAbs_D,322.16664551310254
SpMAD_A,1.2178097950239566
SpMAD_D,11.109194672865602
SpMax_A,2.581021511437812
SpMax_D,161.08332275655124
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,104.31999999999998
TpiPC10,7.8608840800742374
VAdjMat,6.0
VE1_DzZ,5.323432249262608
VE1_Dzi,5.31783321318386
VE1_Dzm,5.3234227958358495
VE1_Dzp,5.300781041555521
VE1_Dzv,5.312701266717043
VE2_DzZ,0.18356662928491752
VE2_Dzi,0.18337355907530553
VE2_Dzm,0.18356630330468446
VE2_Dzp,0.18278555315708694
VE2_Dzv,0.18319659540403596
VE3_DzZ,2.7368289919558006
VE3_Dzi,2.7357766666256604
VE3_Dzm,2.7368272161399907
VE3_Dzp,2.732564913024384
VE3_Dzv,2.734811156025005
VR1_DzZ,181.4780666713266
VR1_Dzi,183.05783532025066
VR1_Dzm,181.47976760278172
VR1_Dzp,185.48084657598426
VR1_Dzv,184.13180512798607
VR2_DzZ,6.2578643679767785
VR2_Dzi,6.312339148974161
VR2_Dzm,6.257923020785577
VR2_Dzp,6.395891261240837
VR2_Dzv,6.349372590620209
VR3_DzZ,6.265845538608935
VR3_Dzi,6.274512879905098
VR3_Dzm,6.265854911220817
VR3_Dzp,6.2876623607493105
VR3_Dzv,6.2803625703752655
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.24396946402995812
Xch-7dv,0.7036495022290165
Xpc-4dv,5.039654037311138
Xpc-5dv,8.090031044656692
Xpc-6dv,11.08985445104207
Zagreb1,166.0
Zagreb2,200.0
fragCpx,212.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,4
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,6
nBondsD,3
nBondsM,9
nBondsO,32
nBondsS,53
nBondsT,0
nFARing,1
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.144125423728814
AATS1are,6.287496774193548
AATS2are,6.22604201680672
AATS3are,6.0952151162790695
AATS4are,5.885329357798166
AATS5are,6.2446292207792204
AATS6are,6.033858064516129
AATS7are,6.257192982456142
AATS8are,5.689793893129774
AATSC0dv,3.907625522678669
AATSC0pe,0.13027227808101113
AATSC0se,0.08918393622522261
AATSC1dv,0.508661458671189
AATSC1pe,-0.0010618625534003208
AATSC1se,0.0031607554095504373
AATSC2dv,0.29559022689799863
AATSC2pe,0.018694493034214645
AATSC2se,0.01246302959161255
AATSC3dv,-0.01027300658354287
AATSC3pe,-0.015276170473600791
AATSC3se,-0.008769651637126459
AATSC4dv,0.1775435369111655
AATSC4pe,0.014978678224384452
AATSC4se,0.006653973431129415
AATSC5dv,-0.3364415277658599
AATSC5pe,-0.014872355122613548
AATSC5se,-0.009433628939288253
AATSC6dv,-0.41602719936902743
AATSC6pe,-0.00433486966110962
AATSC6se,-0.004350272037141726
AATSC7dv,-0.24353592014125133
AATSC7pe,-0.008968561161593879
AATSC7se,0.0058538087941053234
AATSC8dv,0.15554205685584097
AATSC8pe,0.013260572223038319
AATSC8se,0.003438159000550458
AETA_eta,1.148846090985994
ATSC0are,8.208884745762706
ATSC1are,-0.41493651249640295
ATSC2are,2.4150121229531827
ATSC3are,-2.5052843435794245
ATSC4are,2.9807750071818333
ATSC5are,-1.9937110313128272
ATSC6are,-1.0941955185291568
ATSC7are,-0.32206205113471925
ATSC8are,1.355815225509895
BCUTZ-1h,16.013123779467968
BCUTZ-1l,5.698799858690342
BCUTc-1h,0.46188429835235695
BCUTc-1l,-0.5272899346260245
BCUTd-1h,4.048804732306357
BCUTd-1l,0.9711983204301569
BCUTi-1h,14.544317957078254
BCUTi-1l,10.319762010227981
BCUTm-1h,32.066544333904176
BCUTm-1l,11.710804239309347
BCUTp-1h,2.9546270223965467
BCUTp-1l,0.7517623024629068
BCUTs-1h,7.014578193477645
BCUTs-1l,0.29757853191017103
BCUTv-1h,24.441833838603173
BCUTv-1l,14.700988344033698
BalabanJ,1.3796372386705604
Diameter,12
ETA_beta,30.0
GATS1are,0.7358506167776103
GATS2are,0.6931953219514929
GATS3are,0.9430840196960901
GATS4are,0.8885339120919192
GATS5are,1.2814068846564233
GATS6are,1.2144640584723774
GATS7are,1.0743611697187294
GATS8are,0.6385796463110411
HybRatio,0.6666666666666666
Lipinski,True
LogEE_Dt,278.03219986479036
MATS1are,-0.04810141103697587
MATS2are,0.14586134277672022
MATS3are,-0.10468788622205116
MATS4are,0.09827443509112938
MATS5are,-0.09304849316426214
MATS6are,-0.05073773631048599
MATS7are,-0.020304979562152325
MATS8are,0.07438700348691657
MAXddssS,-3.7056609670191913
MAXssCH2,1.1765019166593635
MAXsssCH,0.5202531915735376
MAXssssC,-0.1310221009700181
MINddssS,-3.7056609670191913
MINssCH2,0.3651816421012848
MINsssCH,0.5202531915735376
MINssssC,-0.5997668672483782
NsssssAs,0
RotRatio,0.1875
SM1_Dzpe,1.6276009791921666
SM1_Dzse,1.5943560914784822
SMR_VSA1,23.055724517041515
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,17.250802561719567
SMR_VSA5,55.442285646983535
SMR_VSA6,26.521930110638245
SMR_VSA7,18.19910120538483
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,256.53689333186935
SpAD_Dzi,274.09621265436016
SpAD_Dzm,256.56641981555856
SpAD_Dzp,343.39576485661564
SpAD_Dzv,321.93224509569063
SpAbs_Dt,556.0643997295806
SpDiam_A,5.162043022875624
SpDiam_D,246.16818048304287
SpMAD_Dt,19.174634473433812
SpMax_Dt,278.03219986479036
SsssssAs,0
VE1_Dzpe,5.320118283978706
VE1_Dzse,5.320701771707943
VE2_Dzpe,0.18345235461995538
VE2_Dzse,0.18347247488648077
VE3_Dzpe,2.7362062739293975
VE3_Dzse,2.736315943621539
VMcGowan,311.77000000000095
VR1_Dzpe,182.54903311055017
VR1_Dzse,182.45405871592783
VR2_Dzpe,6.294794245191385
VR2_Dzse,6.2915192660664765
VR3_Dzpe,6.271729548506781
VR3_Dzse,6.271209145261479
mZagreb1,10.965277777777777
mZagreb2,5.986111111111109
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,56
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13913363975868995
AATSC1are,-0.006692524395103273
AATSC2are,0.02029421952061498
AATSC3are,-0.014565606648717585
AATSC4are,0.01367327984945795
AATSC5are,-0.012946175528005371
AATSC6are,-0.00705932592599456
AATSC7are,-0.0028251057117080636
AATSC8are,0.010349734545877062
AETA_beta,1.0344827586206897
BCUTdv-1h,6.022659739034181
BCUTdv-1l,0.6448993831490553
BCUTpe-1h,3.5371387695224916
BCUTpe-1l,2.2401872474805917
BCUTse-1h,3.7684243091738785
BCUTse-1l,2.439257556708512
ETA_alpha,13.800000000000002
ETA_dBeta,-7.0
ETA_eta_B,0.8740225704477105
ETA_eta_F,24.07738396835066
ETA_eta_L,8.662785498245508
ETA_eta_R,57.39392060694449
ETA_psi_1,0.547619047619048
LabuteASA,172.02781420283162
LogEE_DzZ,127.95633209220891
LogEE_Dzi,137.0904949342503
LogEE_Dzm,127.9706395681673
LogEE_Dzp,169.85687367139067
LogEE_Dzv,160.2830762660231
PEOE_VSA1,15.160178952647085
PEOE_VSA2,4.794537184071822
PEOE_VSA3,12.72301297562517
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,73.97483350466047
PEOE_VSA8,26.203551862963952
PEOE_VSA9,12.710848352261221
SM1_Dzare,1.7753167695229957
SpAD_Dzpe,273.93244217272013
SpAD_Dzse,273.8112383827022
SpAbs_DzZ,254.6742086028054
SpAbs_Dzi,272.9517202634636
SpAbs_Dzm,254.7072069234115
SpAbs_Dzp,345.7374443698062
SpAbs_Dzv,323.04219530365185
SpDiam_Dt,399.6524793795279
SpMAD_DzZ,8.84609977006446
SpMAD_Dzi,9.451593539805522
SpMAD_Dzm,8.847117924674434
SpMAD_Dzp,11.841233270917781
SpMAD_Dzv,11.101111899851402
SpMax_DzZ,127.95633209220891
SpMax_Dzi,137.0904949342503
SpMax_Dzm,127.9706395681673
SpMax_Dzp,169.85687367139067
SpMax_Dzv,160.2830762660231
VE1_Dzare,5.319976043348515
VE2_Dzare,0.18344744977063843
VE3_Dzare,2.7361795372058637
VR1_Dzare,182.53941437876577
VR2_Dzare,6.294462564785027
VR3_Dzare,6.271676855895701
n10AHRing,0
n10FARing,1
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4758620689655173
AETA_dBeta,-0.2413793103448276
AETA_eta_B,0.03013870932578312
AETA_eta_F,0.8302546195982986
AETA_eta_L,0.29871674131881065
AETA_eta_R,1.9791007105842928
BCUTare-1h,3.5811129445448215
BCUTare-1l,2.1866144282221045
ETA_beta_s,18.5
ETA_dPsi_A,0.16638095238095196
ETA_dPsi_B,0.0
ETA_eta_BR,1.3040225704477104
ETA_eta_FL,4.877405493679877
ETA_eta_RL,13.540190991925385
LogEE_Dzpe,137.02234525805636
LogEE_Dzse,136.960596987609
PEOE_VSA10,10.644995308801679
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,50.54291241743298
SlogP_VSA3,14.817828337479405
SlogP_VSA4,17.250802561719567
SlogP_VSA5,44.94575136048208
SlogP_VSA6,23.094584680902607
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,272.59511113182157
SpAbs_Dzpe,272.41708953692057
SpAbs_Dzse,272.32683788373964
SpDiam_DzZ,200.35028570693942
SpDiam_Dzi,209.6954991035514
SpDiam_Dzm,200.37286557910878
SpDiam_Dzp,260.8379607712395
SpDiam_Dzv,246.56575124724856
SpMAD_Dzpe,9.445946281817935
SpMAD_Dzse,9.441766840782835
SpMax_Dzpe,137.02234525805636
SpMax_Dzse,136.960596987609
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6379310344827587
AETA_eta_BR,0.04496629553267967
AETA_eta_FL,0.16818639633378887
AETA_eta_RL,0.4669031376525995
DetourIndex,3916
EState_VSA1,15.624341964391272
EState_VSA2,21.967165507549964
EState_VSA3,30.364841612858367
EState_VSA4,29.98850248300027
EState_VSA5,33.69233019801953
EState_VSA6,12.13273413692322
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,4.736862953800049
ETA_beta_ns,11.5
ETA_shape_p,0.2053140096618357
ETA_shape_x,0.1328502415458937
ETA_shape_y,0.24637681159420285
GhoseFilter,True
LogEE_Dzare,136.35877338554948
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,270.94223000157615
SpDiam_Dzpe,210.85854546983774
SpDiam_Dzse,211.12600629302722
SpMAD_Dzare,9.399831418338675
SpMax_Dzare,136.35877338554948
TopoPSA(NO),95.93999999999998
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.296456974012436
VSA_EState9,47.65920399300674
nBridgehead,4
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.39655172413793105
EState_VSA10,18.318861563241466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02413793103448267
FilterItLogS,-4.1244262527135644
SpDiam_Dzare,209.68232380086806
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5796610169491522
ETA_epsilon_2,0.8689655172413788
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.5538461538461533
ETA_epsilon_5,0.8322580645161286
AETA_beta_ns_d,0.034482758620689655
ETA_dEpsilon_A,0.13645114040594258
ETA_dEpsilon_B,0.025814863102998853
ETA_dEpsilon_C,-0.11063627730294373
ETA_dEpsilon_D,0.03670745272525022
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6551724137931034
MDEDescriptor,"0.7211247851537042,3.701727323039638,3.0736703209286578,0.6030226891555274,11.718980802622088,16.61242186920764,7.862645408841241,3.678488010083787,3.151478361412197,0.4999999999999999,0.9320891823219342,0.6751609480994526,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0"
APolDescriptor,66.07378999999997
BCUTDescriptor,"11.993284193717635,31.972072478432835,-0.3893062017718539,0.24554315943053742,5.36259310224211,12.409152691742664"
BPolDescriptor,44.78620999999999
TPSADescriptor,104.31999999999998
ALOGPDescriptor,"-0.1421000000000005,0.020192410000000143,107.68299999999999"
XLogPDescriptor,2.249999999999999
VAdjMaDescriptor,6.0
WeightDescriptor,422.18754329999996
ChiPathDescriptor,"21.026733258565958,13.540190991925384,14.246651332057137,11.062022193937379,9.92122459621617,7.590238665904789,6.144297497896777,3.6875250268386903,17.475909228471437,10.529854408016524,10.09245873608516,7.3511489634308695,6.575469116060022,4.8157020867525,3.724462838865005,2.0746633953157847"
ChiChainDescriptor,"0.0,0.0,0.0,0.2879545845577009,0.8715751747132504,0.0,0.0,0.0,0.24396946402995812,0.6889089124574431"
AtomCountDescriptor,59
BondCountDescriptor,32
SmallRingDescriptor,"5,1,2,1,0,0,0,5,0,0,0"
ChiClusterDescriptor,"4.018807580755989,0.4684433619633035,0.9348679267127373,0.23470804841064383,2.412340883003287,0.2268644644835417,0.22514585894469946,0.029391487745165236"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,6,0,0,7,3,1"
ZagrebIndexDescriptor,166.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"58.92726185896006,2.031974546860692,22.26846537587108,12.847001538473789,6.029310474463049"
FractionalPSADescriptor,0.2470939790989328
WienerNumbersDescriptor,"2278.0,51.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"7.4497120557571295,12.60759117222438,18.036531732119272,3.9089961799639057,6.973682603746849,9.296496396390436"
FractionalCSP3Descriptor,0.6666666666666666
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,7,0,0,3,2,0,0,1,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.203125,7.8477508650519034,4.345270890725436"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,3032.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.6666666666666666
AutocorrelationDescriptorMass,"39.7200588187077,42.88913502013166,63.435458194735,62.70825918364889,59.201804627215175"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5962698879535496,-0.32284137607108926,0.1274736682508495,-0.18833513547016742,0.18909877352993895"
EccentricConnectivityIndexDescriptor,628
AutocorrelationDescriptorPolarizability,"2400.2012983626355,2907.9105755908818,4417.81086493502,4306.268376563532,3515.5708375136046"
