DLiP-ID,C000LW
AATSC6m,1.866787516332166
AATSC6p,-0.005781636582623219
AATSC6s,0.009997605363984663
AATSC6v,0.6876319291300232
AATSC7Z,-0.9418218085106383
AATSC7c,0.002655615285601981
AATSC7d,-0.22143035239361702
AATSC7i,-0.18092149334630392
AATSC7m,-4.5952155350939154
AATSC7p,-0.04029964446333331
AATSC7s,0.11136968085106384
AATSC7v,-8.815300525295257
AATSC8Z,-1.8772321428571428
AATSC8c,-0.002887062644332888
AATSC8d,-0.11196986607142857
AATSC8i,-0.22094307862753823
AATSC8m,-9.02256468406808
AATSC8p,-0.058052201495182754
AATSC8s,-0.09846230158730157
AATSC8v,-13.29777740437718
ATS0are,221.54450000000003
ATS1are,238.608
ATS2are,407.5696
ATS3are,528.3167
ATS4are,536.7897
ATS5are,474.153
ATS6are,380.846
ATS7are,313.642
ATS8are,226.512
ATSC0dv,145.5
ATSC0pe,5.894787499999998
ATSC0se,4.141655874999999
ATSC1dv,10.53125
ATSC1pe,-1.5922554687500008
ATSC1se,-1.3467332421874998
ATSC2dv,-6.59375
ATSC2pe,-1.5797460937499999
ATSC2se,-1.3234608984375003
ATSC3dv,15.9375
ATSC3pe,1.6698171874999996
ATSC3se,1.3801406718749991
ATSC4dv,-41.765625
ATSC4pe,-1.2550628906249992
ATSC4se,-0.7618354414062499
ATSC5dv,-21.0
ATSC5pe,-0.5335093749999995
ATSC5se,-0.21315196874999953
ATSC6dv,-3.59375
ATSC6pe,0.46807265624999983
ATSC6se,0.19963422656250016
ATSC7dv,-38.515625
ATSC7pe,-0.06791289062499944
ATSC7se,0.058095933593750065
ATSC8dv,-32.203125
ATSC8pe,-0.6200550781249993
ATSC8se,-0.2706478632812496
AXp-0dv,0.5151211644461842
AXp-1dv,0.27077976814745663
AXp-2dv,0.1390909473467549
AXp-3dv,0.07063073550332848
AXp-4dv,0.03610151370576838
AXp-5dv,0.018328826954714623
AXp-6dv,0.009195723957247617
AXp-7dv,0.00464172785674225
BertzCT,602.6175788415977
ECIndex,288
ETA_eta,14.08351394247888
GATS1dv,0.676773802304427
GATS1pe,1.0336412615781818
GATS1se,1.1477729090094202
GATS2dv,0.9220286763834578
GATS2pe,1.0266655074504385
GATS2se,1.1048883045917073
GATS3dv,0.9391390848254658
GATS3pe,0.9108386010522008
GATS3se,0.942973214217509
GATS4dv,1.112488581495498
GATS4pe,1.1014631382794557
GATS4se,1.1033378396194302
GATS5dv,1.0460576555937382
GATS5pe,1.0020729236540664
GATS5se,0.9696987439836489
GATS6dv,1.0065173598767627
GATS6pe,0.9021342423577464
GATS6se,0.8969195534457663
GATS7dv,1.1627549901294143
GATS7pe,0.9851678824977043
GATS7se,0.9466807560137086
GATS8dv,1.1474717722140404
GATS8pe,1.0601908889845477
GATS8se,0.9667204907505744
LogEE_A,3.898835783187251
LogEE_D,71.44999832370482
MATS1dv,0.06812209419850415
MATS1pe,-0.25422347834471426
MATS1se,-0.3060403080219412
MATS2dv,-0.02500296243630762
MATS2pe,-0.14785673813078729
MATS2se,-0.17630275071461904
MATS3dv,0.04612045577862181
MATS3pe,0.11927163125941888
MATS3se,0.14030906463036477
MATS4dv,-0.1162730001304972
MATS4pe,-0.08624227846437059
MATS4se,-0.07450922542002157
MATS5dv,-0.06414662084765178
MATS5pe,-0.04022456751456734
MATS5se,-0.022873510304216946
MATS6dv,-0.013627207015049178
MATS6pe,0.04380937951683935
MATS6se,0.026593957797549816
MATS7dv,-0.18022958251078453
MATS7pe,-0.007843974669110102
MATS7se,0.009550450202840528
MATS8dv,-0.20235640648011782
MATS8pe,-0.09617098156634138
MATS8se,-0.059746507790196295
MAXaaCH,1.3988766061980349
MAXaaaC,0.3910553665910812
MAXaasC,0.21804944045519536
MAXaasN,1.455277777777778
MAXsNH2,5.663993134290754
MDEC-22,0.5777570356662537
MDEC-23,6.586065652550434
MDEC-33,8.25020561791714
MDEN-12,1.040041911525952
MDEN-13,0.25
MDEN-22,1.1447142425533319
MDEN-23,1.1905507889761497
MDEO-11,0.7663094323935531
MDEO-12,1.0000000000000002
MINaaCH,1.2749339411690601
MINaaaC,0.38910950491307683
MINaasC,0.21804944045519536
MINaasN,1.455277777777778
MINsNH2,5.663993134290754
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.7142857142857144
SM1_Dzi,1.8187846708014441
SM1_Dzm,1.7095632088057127
SM1_Dzp,-6.9200861482657
SM1_Dzv,-3.1926010534492466
SddssSe,0
SpAD_Dt,313.0527330810611
SpAbs_A,24.63133927523235
SpAbs_D,142.8999966474097
SpMAD_A,1.2963862776438078
SpMAD_D,7.521052455126826
SpMax_A,2.511395100978395
SpMax_D,71.44999832370482
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,139.54000000000002
TpiPC10,8.267035682931182
VAdjMat,5.392317422778761
VE1_DzZ,4.287044720110235
VE1_Dzi,4.28192323402573
VE1_Dzm,4.287045476008295
VE1_Dzp,4.2810190539204545
VE1_Dzv,4.287196881558263
VE2_DzZ,0.2256339326373808
VE2_Dzi,0.22536438073819634
VE2_Dzm,0.22563397242148922
VE2_Dzp,0.22531679231160287
VE2_Dzv,0.2256419411346454
VE3_DzZ,2.0974515052967457
VE3_Dzi,2.09625614858127
VE3_Dzm,2.097451681618208
VE3_Dzp,2.0960449641359635
VE3_Dzv,2.097486997986388
VR1_DzZ,100.15771973282594
VR1_Dzi,100.4912554555736
VR1_Dzm,100.15796781211195
VR1_Dzp,101.15074830521336
VR1_Dzv,100.34019282866859
VR2_DzZ,5.271458933306628
VR2_Dzi,5.289013445030189
VR2_Dzm,5.271471990111155
VR2_Dzp,5.323723595011229
VR2_Dzv,5.281062780456241
VR3_DzZ,5.248600027019281
VR3_Dzi,5.251924599493599
VR3_Dzm,5.248602503902535
VR3_Dzp,5.2584658477342
VR3_Dzv,5.250420226979382
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07422843462213273
Xch-6dv,0.15137720151350365
Xch-7dv,0.18860288504439662
Xpc-4dv,1.2555337608265802
Xpc-5dv,1.6452425612662696
Xpc-6dv,1.8850333613598578
Zagreb1,104.0
Zagreb2,128.0
fragCpx,99.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,10
nBondsD,0
nBondsM,10
nBondsO,21
nBondsS,24
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,2
AATS0are,6.923265625000001
AATS1are,7.017882352941177
AATS2are,7.027062068965517
AATS3are,6.951535526315789
AATS4are,6.794806329113925
AATS5are,6.585458333333333
AATS6are,6.566310344827587
AATS7are,6.673234042553191
AATS8are,6.4717714285714285
AATSC0dv,4.546875
AATSC0pe,0.18421210937499993
AATSC0se,0.12942674609374996
AATSC1dv,0.30974264705882354
AATSC1pe,-0.04683104319852943
AATSC1se,-0.03960980124080882
AATSC2dv,-0.1136853448275862
AATSC2pe,-0.02723700161637931
AATSC2se,-0.022818291352370693
AATSC3dv,0.20970394736842105
AATSC3pe,0.021971278782894732
AATSC3se,0.018159745682565776
AATSC4dv,-0.5286787974683544
AATSC4pe,-0.015886872033227837
AATSC4se,-0.009643486600079113
AATSC5dv,-0.2916666666666667
AATSC5pe,-0.0074098524305555484
AATSC5se,-0.00296044401041666
AATSC6dv,-0.06196120689655173
AATSC6pe,0.008070218211206893
AATSC6se,0.003441969423491382
AATSC7dv,-0.8194813829787234
AATSC7pe,-0.0014449551196808392
AATSC7se,0.0012360836934840439
AATSC8dv,-0.9200892857142857
AATSC8pe,-0.01771585937499998
AATSC8se,-0.00773279609374999
AETA_eta,0.7412375759199411
ATSC0are,6.522546874999998
ATSC1are,-1.9615810546874974
ATSC2are,-1.796750585937497
ATSC3are,1.9373855468750019
ATSC4are,-1.2633688476562484
ATSC5are,-0.5607773437500009
ATSC6are,0.4603056640624983
ATSC7are,0.020524902343749762
ATSC8are,-0.5984575195312507
BCUTZ-1h,8.011947116089182
BCUTZ-1l,5.761453031704368
BCUTc-1h,0.4453212985141907
BCUTc-1l,-0.40822959327219505
BCUTd-1h,3.2739070608158896
BCUTd-1l,0.987733620244582
BCUTi-1h,14.564321817865673
BCUTi-1l,11.039612790086885
BCUTm-1h,16.006128673931183
BCUTm-1l,11.784893904628015
BCUTp-1h,1.9343106248604334
BCUTp-1l,0.777846318175332
BCUTs-1h,6.004776849770781
BCUTs-1l,1.1639739380954182
BCUTv-1h,20.799276843545464
BCUTv-1l,14.706102177302554
BalabanJ,1.727575066776573
Diameter,9
ETA_beta,22.75
GATS1are,1.0870365816763146
GATS2are,1.0506720595427976
GATS3are,0.916451120903112
GATS4are,1.0968342073655957
GATS5are,0.9943434991923049
GATS6are,0.8997969989212649
GATS7are,0.9709958515931414
GATS8are,1.0337083899564043
HybRatio,0.5
Lipinski,True
LogEE_Dt,156.52636654053055
MATS1are,-0.2830480131771422
MATS2are,-0.15198214548721767
MATS3are,0.12506484024229228
MATS4are,-0.07845774866193352
MATS5are,-0.03821120488306195
MATS6are,0.038935978622561346
MATS7are,0.002142476223406907
MATS8are,-0.08388765480727749
MAXssCH2,-0.3903974552784075
MAXsssCH,-0.850338718820862
MINssCH2,-0.3903974552784075
MINsssCH,-1.1891298185941046
NsssssAs,0
RotRatio,0.09523809523809523
SM1_Dzpe,1.8408047735618118
SM1_Dzse,1.6952941664361783
SMR_VSA1,20.056445138322168
SMR_VSA2,0.0
SMR_VSA3,19.519035210632982
SMR_VSA4,0.0
SMR_VSA5,24.539800333979777
SMR_VSA6,12.340549441675103
SMR_VSA7,12.654640149529083
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,107.4817243555767
SpAD_Dzi,105.6267001202661
SpAD_Dzm,107.52359204945697
SpAD_Dzp,174.772886325732
SpAD_Dzv,151.46077922985342
SpAbs_Dt,313.0527330810611
SpDiam_A,4.844356746313254
SpDiam_D,105.08684151989057
SpMAD_Dt,16.47645963584532
SpMax_Dt,156.52636654053055
SsssssAs,0
VE1_Dzpe,4.286467185002682
VE1_Dzse,4.287119197312399
VE2_Dzpe,0.22560353605277272
VE2_Dzse,0.22563785249012627
VE3_Dzpe,2.097316779850553
VE3_Dzse,2.0974688777666177
VMcGowan,175.35999999999976
VR1_Dzpe,100.18942804574144
VR1_Dzse,100.15376685435987
VR2_Dzpe,5.273127791881128
VR2_Dzse,5.271250887071572
VR3_Dzpe,5.2489165607312085
VR3_Dzse,5.248560559702314
mZagreb1,6.638888888888889
mZagreb2,4.194444444444445
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,4
nBondsKS,30
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.20382958984374994
AATSC1are,-0.057693560431985216
AATSC2are,-0.030978458378232706
AATSC3are,0.02549191509046055
AATSC4are,-0.01599201072982593
AATSC5are,-0.007788574218750012
AATSC6are,0.007936304552801695
AATSC7are,0.0004367000498670162
AATSC8are,-0.017098786272321448
AETA_beta,1.1973684210526316
BCUTdv-1h,6.006705023317162
BCUTdv-1l,1.9860224912244873
BCUTpe-1h,3.4660239553474246
BCUTpe-1l,2.291417139505107
BCUTse-1h,3.679407701707711
BCUTse-1l,2.4844714387042743
ETA_alpha,8.333333333333332
ETA_dBeta,-5.75
ETA_eta_B,0.28398460703729533
ETA_eta_F,16.32791365292232
ETA_eta_L,4.52203051176246
ETA_eta_R,30.4114275954012
ETA_psi_1,0.4537205081669692
LabuteASA,106.84616010324278
LogEE_DzZ,53.83108774169813
LogEE_Dzi,52.90907556912259
LogEE_Dzm,53.85177303571826
LogEE_Dzp,86.80810151137668
LogEE_Dzv,75.49715438485617
PEOE_VSA1,25.790112615484354
PEOE_VSA2,4.567099647791355
PEOE_VSA3,14.951935562841626
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,0.0
PEOE_VSA8,0.0
PEOE_VSA9,12.934202039277459
SM1_Dzare,2.071195905072126
SpAD_Dzpe,106.24751997534005
SpAD_Dzse,107.66505493487031
SpAbs_DzZ,105.9498777915932
SpAbs_Dzi,104.05117330447838
SpAbs_Dzm,105.99587288724626
SpAbs_Dzp,180.53628917101906
SpAbs_Dzv,154.18690982316167
SpDiam_Dt,222.65025718837592
SpMAD_DzZ,5.656932860819826
SpMAD_Dzi,5.559300006329795
SpMAD_Dzm,5.65913642365563
SpMAD_Dzp,9.198572964512211
SpMAD_Dzv,7.971619959465969
SpMax_DzZ,53.83108774169813
SpMax_Dzi,52.90907556912259
SpMax_Dzm,53.85177303571826
SpMax_Dzp,86.80810151137668
SpMax_Dzv,75.49715438485617
VE1_Dzare,4.285918826521769
VE2_Dzare,0.2255746750800931
VE3_Dzare,2.0971888438287913
VR1_Dzare,100.21170861859585
VR2_Dzare,5.274300453610308
VR3_Dzare,5.249138920477437
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,9
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4385964912280701
AETA_dBeta,-0.3026315789473684
AETA_eta_B,0.014946558265120808
AETA_eta_F,0.8593638764695958
AETA_eta_L,0.23800160588223473
AETA_eta_R,1.6006014523895369
BCUTare-1h,3.5230599715383906
BCUTare-1l,2.246218613137436
ETA_beta_s,14.25
ETA_dPsi_A,0.2602794918330308
ETA_dPsi_B,0.0
ETA_eta_BR,0.5419846070372953
ETA_eta_FL,4.6081984435733405
ETA_eta_RL,9.1302289553358
LogEE_Dzpe,53.22064444943644
LogEE_Dzse,53.92175347619496
PEOE_VSA10,30.155919955625706
PEOE_VSA11,17.692941169337626
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,59.757398522912915
SlogP_VSA3,4.736862953800049
SlogP_VSA4,0.0
SlogP_VSA5,6.22790117073487
SlogP_VSA6,12.654640149529083
SlogP_VSA7,0.0
SlogP_VSA8,11.16387793838399
SlogP_VSA9,0.0
SpAD_Dzare,104.11650420442811
SpAbs_Dzpe,104.60876098631675
SpAbs_Dzse,106.149508715917
SpDiam_DzZ,78.84231485669184
SpDiam_Dzi,77.41505220064134
SpDiam_Dzm,78.87434975164027
SpDiam_Dzp,128.34652894153928
SpDiam_Dzv,112.69440917260513
SpMAD_Dzpe,5.5919747355442135
SpMAD_Dzse,5.666581838677385
SpMax_Dzpe,53.22064444943644
SpMax_Dzse,53.92175347619496
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.75
AETA_eta_BR,0.02852550563354186
AETA_eta_FL,0.24253676018807055
AETA_eta_RL,0.4805383660703053
DetourIndex,1464
EState_VSA1,31.146682298492692
EState_VSA2,5.817862777835028
EState_VSA3,11.16387793838399
EState_VSA4,0.0
EState_VSA5,17.22173979732044
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,14.951935562841626
EState_VSA9,15.57705782580294
ETA_beta_ns,8.5
ETA_shape_p,0.168
ETA_shape_x,0.0
ETA_shape_y,0.4680000000000001
GhoseFilter,False
LogEE_Dzare,52.16726241300732
SlogP_VSA10,5.817862777835028
SlogP_VSA11,0.0
SpAbs_Dzare,102.28414443669656
SpDiam_Dzpe,77.8929926672868
SpDiam_Dzse,78.98329355762714
SpMAD_Dzare,5.479816010759374
SpMax_Dzare,52.16726241300732
TopoPSA(NO),139.54000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.455277777777778
VSA_EState9,50.87805555555556
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.4473684210526316
EState_VSA10,10.213054789681411
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.061403508771929884
FilterItLogS,0.7114942662848885
SpDiam_Dzare,76.25962398723745
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6958333333333335
ETA_epsilon_2,0.9666666666666665
ETA_epsilon_3,0.4433962264150947
ETA_epsilon_4,0.6725490196078434
ETA_epsilon_5,0.8277777777777778
AETA_beta_ns_d,0.02631578947368421
ETA_dEpsilon_A,0.25243710691823884
ETA_dEpsilon_B,0.023284313725490113
ETA_dEpsilon_C,-0.22915279319274873
ETA_dEpsilon_D,0.13888888888888862
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.7368421052631579
MDEDescriptor,"0.0,0.0,0.0,0.0,0.5777570356662537,6.586065652550434,0.0,8.25020561791714,0.0,0.0,0.7663094323935531,1.0000000000000002,0.0,0.0,1.040041911525952,0.25,1.1447142425533319,1.1905507889761497,0.0"
APolDescriptor,34.97630899999999
BCUTDescriptor,"11.996249329477983,15.99929633060255,-0.4085005157909507,0.15185186037062062,4.321360239483596,9.836295655533492"
BPolDescriptor,21.407691000000003
TPSADescriptor,139.54000000000002
ALOGPDescriptor,"-2.1023,4.41966529,64.4869"
XLogPDescriptor,-1.4170000000000003
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,267.096754
ChiPathDescriptor,"13.568549621822843,9.1302289553358,8.263219974287171,7.758541701449529,6.387662331697665,4.705070971577931,3.372175703375749,2.3022520214653044,9.787302124477499,5.686375131096589,4.3118193677494,3.1783830976497813,2.1660908223461024,1.283017886830024,0.7172664686653137,0.3945468678230911"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.5052451915809497,0.9066856614817382,0.0,0.0,0.07422843462213273,0.15137720151350367,0.18860288504439662"
AtomCountDescriptor,32
BondCountDescriptor,21
SmallRingDescriptor,"3,2,2,1,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.3316001604737504,0.0,0.5487952876394916,0.0,0.5742027210990082,0.0,0.12262987850565153,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,1,0,2,3,0,0"
ZagrebIndexDescriptor,104.0
LargestChainDescriptor,10
MannholdLogPDescriptor,1.57
WeightedPathDescriptor,"38.745477439940785,2.0392356547337256,25.968866413551776,10.636368314311754,15.33249809924002"
FractionalPSADescriptor,0.5224324066476675
WienerNumbersDescriptor,"657.0,32.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.984636659821436,6.513098488690937,8.692567773383988,1.2555337608265802,1.6452425612662689,1.7285243152487066"
FractionalCSP3Descriptor,0.5
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.959183673469388,5.4131113423517165,2.2755555555555556"
AromaticAtomsCountDescriptor,9
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,814.09
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.5
AutocorrelationDescriptorMass,"23.89777764854619,24.322279217467276,36.81339215149617,40.551831770840124,33.50443819244829"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.7912681330189163,-0.3757067031071076,-0.0815406368692269,0.02893650276428847,0.07943750293974333"
EccentricConnectivityIndexDescriptor,288
AutocorrelationDescriptorPolarizability,"1088.0291869150772,1320.922559078148,1948.2572489982035,1815.606327176796,1501.7385706002651"
