DLiP-ID,I000TQ
AATSC5d,-0.052747540983606574
AATSC5i,0.032888681150020575
AATSC5m,-4.431470588236066
AATSC5p,-0.004487954121114108
AATSC5s,-0.42510535429175383
AATSC5v,-4.528917178177452
AATSC6Z,0.9084210526315788
AATSC6c,0.0016735438851393325
AATSC6d,-0.045810526315789475
AATSC6i,-0.22140623053707903
AATSC6m,4.70394484282807
AATSC6p,-0.028975370593998597
AATSC6s,-0.13597141000649776
AATSC6v,-7.7740624338264475
AATSC7Z,-0.33217391304347815
AATSC7c,-0.0009238695779084529
AATSC7d,0.005704347826086938
AATSC7i,-0.17505366351259782
AATSC7m,-2.3023234252695643
AATSC7p,-0.03590195612939827
AATSC7s,0.16244129092860973
AATSC7v,-1.6445668704058234
AATSC8Z,1.1789473684210525
AATSC8c,-0.0015616214125762581
AATSC8d,-0.03823157894736842
AATSC8i,0.3162904556745855
AATSC8m,6.345642730126314
AATSC8p,0.050343307857469446
AATSC8s,0.16979906685437876
AATSC8v,5.612170048852666
ATS0are,319.08230000000003
ATS1are,342.004
ATS2are,587.0310000000001
ATS3are,741.6016999999999
ATS4are,807.238
ATS5are,793.5538999999999
ATS6are,711.6850000000001
ATS7are,701.1037999999999
ATS8are,591.3439000000001
ATSC0dv,212.9762414266118
ATSC0pe,6.458127999999997
ATSC0se,4.485773779999998
ATSC1dv,61.56397695473249
ATSC1pe,-0.04908368000000143
ATSC1se,-0.23263588680000083
ATSC2dv,25.92436543209874
ATSC2pe,-0.5798449600000014
ATSC2se,-0.42701653960000274
ATSC3dv,10.865279561042499
ATSC3pe,1.5790524799999983
ATSC3se,0.8902922947999985
ATSC4dv,-92.53854595336081
ATSC4pe,-1.9686040000000014
ATSC4se,-1.6453871700000071
ATSC5dv,-119.28057503429358
ATSC5pe,-1.7675483199999995
ATSC5se,-0.6613107632000089
ATSC6dv,-42.462538271604934
ATSC6pe,0.5756841600000013
ATSC6se,0.8568755616000003
ATSC7dv,6.866962962962996
ATSC7pe,1.0011536000000005
ATSC7se,0.6383289460000034
ATSC8dv,-33.79872702331961
ATSC8pe,-1.0393831999999996
ATSC8se,-0.602798602
AXp-0dv,0.5979536881080831
AXp-1dv,0.31265356094716384
AXp-2dv,0.16672093710798164
AXp-3dv,0.09001354736876446
AXp-4dv,0.04837589781138321
AXp-5dv,0.026984416438719575
AXp-6dv,0.014679577922716635
AXp-7dv,0.007371635769416464
BertzCT,1118.1180020026693
ECIndex,774
ETA_eta,25.12733660885134
GATS1dv,0.48183529902691175
GATS1pe,0.6501131830994055
GATS1se,0.6971089872885058
GATS2dv,0.8564576853040412
GATS2pe,0.9002835115448554
GATS2se,0.8919901954505677
GATS3dv,0.940510443067707
GATS3pe,0.7856753350726218
GATS3se,0.8005858143610743
GATS4dv,1.240213196368819
GATS4pe,1.2779292699060782
GATS4se,1.3802499162140094
GATS5dv,1.3568781753992754
GATS5pe,1.3993103589517066
GATS5se,1.43309096268205
GATS6dv,1.0328019483229645
GATS6pe,0.9270728705219058
GATS6se,0.8780916861752003
GATS7dv,0.9639365929166009
GATS7pe,0.8975260053822032
GATS7se,0.850993322891688
GATS8dv,1.1346943324072831
GATS8pe,1.1701072867522828
GATS8se,1.130838523916826
LogEE_A,4.337438060558916
LogEE_D,182.11560141750053
MATS1dv,0.2727028289782907
MATS1pe,-0.007170089922430681
MATS1se,-0.048925297729982706
MATS2dv,0.06688143586068397
MATS2pe,-0.049332582424525
MATS2se,-0.0523041249547127
MATS3dv,0.02180187720747892
MATS3pe,0.10448983856262244
MATS3se,0.08481631292819501
MATS4dv,-0.17380069313552632
MATS4pe,-0.12193031788778434
MATS4se,-0.1467204768404534
MATS5dv,-0.22953490607203222
MATS5pe,-0.11216950936561307
MATS5se,-0.060419676649739386
MATS6dv,-0.08744599946835419
MATS6pe,0.03909694150248798
MATS6se,0.08378100037332743
MATS7dv,0.01401863443008632
MATS7pe,0.06740098274810347
MATS7se,0.06186988866563568
MATS8dv,-0.08352482688832566
MATS8pe,-0.08470624761133325
MATS8se,-0.07072635350444786
MAXaaCH,1.8583772278947026
MAXaaNH,3.038695982571898
MAXaaaC,0.6979417581689618
MAXaasC,0.775775611892065
MAXdssC,-0.06922158132204981
MAXsCH3,1.5225445305779555
MAXsssN,1.7037924671194873
MDEC-12,1.4020399527320289
MDEC-13,1.8054393627505163
MDEC-22,13.338075702378816
MDEC-23,21.319574149314565
MDEC-33,10.440645785422522
MDEN-23,0.31622776601683794
MDEN-33,0.33333333333333337
MDEO-11,0.5436901865014462
MDEO-12,0.43412681107162016
MINaaCH,1.5350789451583102
MINaaNH,3.038695982571898
MINaaaC,0.5723299518866451
MINaasC,0.2740199415650353
MINdssC,-0.596772310648573
MINsCH3,1.5225445305779555
MINsssN,1.5003976521164022
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.257142857142857
SM1_Dzi,1.4151374865458175
SM1_Dzm,2.274244970383588
SM1_Dzp,-5.431263495508619
SM1_Dzv,-2.3298979403300075
SddssSe,0
SpAD_Dt,626.4853071213095
SpAbs_A,39.689245724932334
SpAbs_D,364.2312028350011
SpMAD_A,1.3229748574977442
SpMAD_D,12.141040094500037
SpMax_A,2.5035548251888913
SpMax_D,182.11560141750053
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,82.71000000000001
TpiPC10,8.64175666011628
VAdjMat,6.044394119358453
VE1_DzZ,5.407139098664165
VE1_Dzi,5.401745136089407
VE1_Dzm,5.4071764384246785
VE1_Dzp,5.401482656059126
VE1_Dzv,5.407922605762088
VE2_DzZ,0.18023796995547217
VE2_Dzi,0.18005817120298023
VE2_Dzm,0.18023921461415596
VE2_Dzp,0.18004942186863754
VE2_Dzv,0.18026408685873627
VE3_DzZ,2.786332424400878
VE3_Dzi,2.78533436337897
VE3_Dzm,2.7863393300178605
VE3_Dzp,2.7852857704888847
VE3_Dzv,2.786477316241666
VR1_DzZ,190.52926535527604
VR1_Dzi,191.62102629381437
VR1_Dzm,190.5149452710876
VR1_Dzp,192.35959598788318
VR1_Dzv,191.32954640405103
VR2_DzZ,6.350975511842535
VR2_Dzi,6.387367543127145
VR2_Dzm,6.350498175702921
VR2_Dzp,6.411986532929439
VR2_Dzv,6.377651546801701
VR3_DzZ,6.348418095348131
VR3_Dzi,6.354131888756958
VR3_Dzm,6.348342933024202
VR3_Dzp,6.357978804783638
VR3_Dzv,6.352609603810373
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.15703493602483995
Xch-7dv,0.24337515372508842
Xpc-4dv,2.230384538082009
Xpc-5dv,2.9778370732088
Xpc-6dv,3.9435140869079848
Zagreb1,160.0
Zagreb2,193.0
fragCpx,219.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,33
nBondsS,34
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.381646000000001
AATS1are,6.4529056603773585
AATS2are,6.450890109890111
AATS3are,6.3384760683760675
AATS4are,6.457904
AATS5are,6.504540163934426
AATS6are,6.242850877192983
AATS7are,6.0965547826086945
AATS8are,6.224672631578948
AATSC0dv,4.2595248285322365
AATSC0pe,0.12916255999999993
AATSC0se,0.08971547559999996
AATSC1dv,1.1615844708440093
AATSC1pe,-0.0009261071698113477
AATSC1se,-0.004389356354716997
AATSC2dv,0.28488313661646963
AATSC2pe,-0.006371922637362653
AATSC2se,-0.004692489446153876
AATSC3dv,0.09286563727386751
AATSC3pe,0.013496175042735028
AATSC3se,0.0076093358529914406
AATSC4dv,-0.7403083676268865
AATSC4pe,-0.01574883200000001
AATSC4se,-0.013163097360000056
AATSC5dv,-0.9777096314286359
AATSC5pe,-0.014488100983606554
AATSC5se,-0.005420580026229581
AATSC6dv,-0.37247840589127135
AATSC6pe,0.005049861052631591
AATSC6se,0.007516452294736845
AATSC7dv,0.05971272141706953
AATSC7pe,0.008705683478260874
AATSC7se,0.0055506864869565515
AATSC8dv,-0.3557760739296801
AATSC8pe,-0.01094087578947368
AATSC8se,-0.006345248442105263
AETA_eta,0.8375778869617113
ATSC0are,6.832249999999996
ATSC1are,-0.16657699999999837
ATSC2are,-0.6613289999999965
ATSC3are,1.5553370000000009
ATSC4are,-2.025664999999995
ATSC5are,-1.6079079999999937
ATSC6are,0.6845140000000003
ATSC7are,0.7965349999999972
ATSC8are,-1.1565049999999995
BCUTZ-1h,35.000418334093595
BCUTZ-1l,5.67518563230594
BCUTc-1h,0.46849040734005726
BCUTc-1l,-0.5284506541234848
BCUTd-1h,3.3003123727828005
BCUTd-1l,0.9762359021092053
BCUTi-1h,14.548628624368847
BCUTi-1l,10.93490695442856
BCUTm-1h,79.9041786579009
BCUTm-1l,11.687079560386541
BCUTp-1h,3.0589936275177103
BCUTp-1l,0.7465779078122938
BCUTs-1h,7.010548032750242
BCUTs-1l,1.0433068737685358
BCUTv-1h,26.523893366153203
BCUTv-1l,14.701658538726976
BalabanJ,1.3166882422236195
Diameter,15
ETA_beta,39.25
GATS1are,0.6849608232874472
GATS2are,0.9276615148180154
GATS3are,0.7994855969973977
GATS4are,1.3054436239891694
GATS5are,1.4328600075941669
GATS6are,0.9292414137542989
GATS7are,0.8945752481437937
GATS8are,1.1873519357690212
HybRatio,0.22727272727272727
Lipinski,True
LogEE_Dt,313.24265356065473
MATS1are,-0.023000931348757105
MATS2are,-0.05318417540599081
MATS3are,0.09728477904408246
MATS4are,-0.11859431373266473
MATS5are,-0.09645119668112087
MATS6are,0.0439423965160074
MATS7are,0.05068894803577011
MATS8are,-0.08909024729851268
MAXssCH2,0.38442607289829533
MINssCH2,0.31183697089947127
NsssssAs,0
RotRatio,0.12121212121212122
SM1_Dzpe,1.6569498660226936
SM1_Dzse,1.5617082237037754
SMR_VSA1,19.120474506015512
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,33.288823164927834
SMR_VSA7,64.26103555007076
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,295.2353282373951
SpAD_Dzi,290.4107142345316
SpAD_Dzm,295.2868323617553
SpAD_Dzp,398.9064194184807
SpAD_Dzv,362.7264394638519
SpAbs_Dt,626.4853071213092
SpDiam_A,4.913681249303783
SpDiam_D,279.5807750519965
SpMAD_Dt,20.882843570710314
SpMax_Dt,313.24265356065473
SsssssAs,0
VE1_Dzpe,5.404477032014937
VE1_Dzse,5.404950942701007
VE2_Dzpe,0.1801492344004979
VE2_Dzse,0.1801650314233669
VE3_Dzpe,2.7858399787441237
VE3_Dzse,2.785927663437057
VMcGowan,305.3200000000008
VR1_Dzpe,191.1067773899192
VR1_Dzse,191.05968243457647
VR2_Dzpe,6.370225912997307
VR2_Dzse,6.368656081152549
VR3_Dzpe,6.351444604434177
VR3_Dzse,6.351198141384527
mZagreb1,9.722222222222221
mZagreb2,6.666666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,43
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1366449999999999
AATSC1are,-0.0031429622641509125
AATSC2are,-0.00726735164835161
AATSC3are,0.01329347863247864
AATSC4are,-0.01620531999999996
AATSC5are,-0.013179573770491752
AATSC6are,0.006004508771929827
AATSC7are,0.006926391304347802
AATSC8are,-0.012173736842105258
AETA_beta,1.3083333333333333
BCUTdv-1h,6.025501629499287
BCUTdv-1l,0.25601155602785786
BCUTpe-1h,3.4963049636909638
BCUTpe-1l,2.221900828888437
BCUTse-1h,3.70907781875795
BCUTse-1l,2.4179498042068457
ETA_alpha,14.866666666666667
ETA_dBeta,-0.25
ETA_eta_B,0.40697450932555057
ETA_eta_F,31.84525702195194
ETA_eta_L,6.527089541097513
ETA_eta_R,56.97259363080328
ETA_psi_1,0.5868421052631582
LabuteASA,181.27835451564042
LogEE_DzZ,147.44061832288972
LogEE_Dzi,145.14731874294839
LogEE_Dzm,147.42480845568454
LogEE_Dzp,198.36695701013866
LogEE_Dzv,180.89724014385996
PEOE_VSA1,19.520660936448213
PEOE_VSA2,14.383611552215466
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,40.19541217179579
PEOE_VSA8,42.41204020279278
PEOE_VSA9,23.576173965055588
SM1_Dzare,1.7874516410620456
SpAD_Dzpe,295.5767383445442
SpAD_Dzse,298.0732548019612
SpAbs_DzZ,293.42961395168084
SpAbs_Dzi,289.184261746192
SpAbs_Dzm,293.4674363854484
SpAbs_Dzp,402.1651775157859
SpAbs_Dzv,364.12437822804986
SpDiam_Dt,446.5633538802392
SpMAD_DzZ,9.84117760791317
SpMAD_Dzi,9.680357141151054
SpMAD_Dzm,9.84289441205851
SpMAD_Dzp,13.29688064728269
SpMAD_Dzv,12.09088131546173
SpMax_DzZ,147.44061832288972
SpMax_Dzi,145.14731874294839
SpMax_Dzm,147.42480845568454
SpMax_Dzp,198.36695701013866
SpMax_Dzv,180.89724014385996
VE1_Dzare,5.403781997305822
VE2_Dzare,0.18012606657686075
VE3_Dzare,2.785711366965263
VR1_Dzare,191.1611606126099
VR2_Dzare,6.372038687086997
VR3_Dzare,6.351729133779441
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4955555555555556
AETA_dBeta,-0.008333333333333333
AETA_eta_B,0.013565816977518352
AETA_eta_F,1.061508567398398
AETA_eta_L,0.2175696513699171
AETA_eta_R,1.8990864543601094
BCUTare-1h,3.5501732849055303
BCUTare-1l,2.1716991303452584
ETA_beta_s,19.75
ETA_dPsi_A,0.1271578947368418
ETA_dPsi_B,0.0
ETA_eta_BR,0.7509745093255505
ETA_eta_FL,7.9801495119500325
ETA_eta_RL,14.507239053047545
LogEE_Dzpe,147.79029794608104
LogEE_Dzse,149.04642940179184
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,4.736862953800049
SlogP_VSA2,65.67022555264394
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,20.715977351537635
SlogP_VSA6,53.13413256667676
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,292.56953047836055
SpAbs_Dzpe,294.1407151273245
SpAbs_Dzse,296.71977434141786
SpDiam_DzZ,233.26560272916828
SpDiam_Dzi,227.52547773020746
SpDiam_Dzm,233.26480779321707
SpDiam_Dzp,313.2630491718404
SpDiam_Dzv,286.8834483441035
SpMAD_Dzpe,9.85255794481814
SpMAD_Dzse,9.935775160065372
SpMax_Dzpe,147.79029794608104
SpMax_Dzse,149.04642940179184
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6583333333333333
AETA_eta_BR,0.02503248364418502
AETA_eta_FL,0.26600498373166775
AETA_eta_RL,0.4835746351015848
DetourIndex,4553
EState_VSA1,11.690424675716445
EState_VSA2,11.470631221048501
EState_VSA3,48.39491388071226
EState_VSA4,4.472719515832414
EState_VSA5,18.206550843741088
EState_VSA6,23.099010936235306
EState_VSA7,24.26546827384644
EState_VSA8,20.913922418896558
EState_VSA9,4.736862953800049
ETA_beta_ns,19.5
ETA_shape_p,0.1905829596412556
ETA_shape_x,0.0
ETA_shape_y,0.35650224215246634
GhoseFilter,True
LogEE_Dzare,146.27868956326623
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,291.02040572277343
SpDiam_Dzpe,232.84982905852934
SpDiam_Dzse,234.99733067429418
SpMAD_Dzare,9.752317682612018
SpMax_Dzare,146.27868956326623
TopoPSA(NO),82.71000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.775775611892065
VSA_EState9,68.52946288410902
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.65
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.004444444444444429
FilterItLogS,-5.051517932289485
SpDiam_Dzare,230.29478179849667
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6266666666666667
ETA_epsilon_2,0.844444444444444
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.5552083333333329
ETA_epsilon_5,0.8268817204301072
AETA_beta_ns_d,0.03333333333333333
ETA_dEpsilon_A,0.18380952380952426
ETA_dEpsilon_B,0.07145833333333385
ETA_dEpsilon_C,-0.11235119047619041
ETA_dEpsilon_D,0.017562724014336784
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.0,1.4020399527320289,1.8054393627505163,0.0,13.338075702378816,21.319574149314565,0.0,10.440645785422522,0.0,0.0,0.5436901865014462,0.43412681107162016,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.33333333333333337"
APolDescriptor,61.61385999999997
BCUTDescriptor,"11.85000000000002,78.9183375387948,-0.3480851933252053,0.2745906350779391,5.215829303405833,11.297154154542575"
BPolDescriptor,32.564139999999995
TPSADescriptor,82.71000000000001
ALOGPDescriptor,"3.3005999999999993,10.893960359999996,115.88539999999999"
XLogPDescriptor,3.545
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,469.06371838
ChiPathDescriptor,"21.250347897697544,14.507239053047547,12.855672073348975,11.816245827896754,9.484161578018561,7.488512060425775,5.137374574995371,3.523043204723502,17.938610643242498,10.317567511256406,7.835884044075138,5.940894126338454,4.111951313967575,2.833363726065554,1.644112727344264,0.8993395638688089"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4076176281715213,0.6786109017349761,0.0,0.0,0.036084391824351615,0.15703493602483998,0.2433751537250884"
AtomCountDescriptor,50
BondCountDescriptor,33
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.8629958343388286,0.0,0.7208561085835589,0.0,0.9888259638133254,0.0,0.204173329002113,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,3,4,0,0,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"61.319648771561745,2.0439882923853916,23.061157757339203,10.516740130289179,9.979394139192612"
FractionalPSADescriptor,0.176329988355643
WienerNumbersDescriptor,"2641.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.509226258982898,8.705299697989686,12.415051154392998,2.230384538082009,2.977837073208802,3.593345381167389"
FractionalCSP3Descriptor,0.22727272727272727
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,4,0,0,8,0,0,0,3,4,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.168044077134986,10.29244001810774,4.859504132231405"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1939.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.22727272727272727
AutocorrelationDescriptorMass,"77.43590783730863,41.64259081225097,62.900463377841774,76.73368711094635,73.37578469999899"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.7636307967406653,-0.38772584824180617,-0.050191181892039645,0.20359585843340758,-0.300087956251977"
EccentricConnectivityIndexDescriptor,774
AutocorrelationDescriptorPolarizability,"2187.7699635148383,2601.705499090308,3701.6194484818725,3800.201692349463,3396.969609745307"
